,CUI1,CUI2,label
233,increasing incidence,Xeroderma pigmentosum,0
234,Occurrence,Recurrent Nasal Cavity and Paranasal Sinus Carcinoma,0
235,Carcinoma of lung,Epithelioid Sarcoma NCI Grade 3,0
236,second (number),Transitional cell carcinoma,0
237,One,Intestinal Metaplasia of Bladder Urothelium,0
238,Frequently,Primary Cutaneous Plasmablastic Lymphoma,0
239,prevention aspects,Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8,0
240,Eye Color,Central Nervous System Yolk Sac Tumor,0
241,Condition:Find:Pt:^Patient:Nom,Refractory Ependymoma,0
242,Stomach,Vaginal Adenoma,0
243,Neck,Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4,0
244,Lung,Multiple Skull Base Meningiomas,0
245,Neoplasms,Malignant Neoplasm with Regional Lymph Node Involvement,0
246,Melanins,Adult Alveolar Soft Part Sarcoma,0
247,Cyst,Acute Undifferentiated Leukemia,0
248,Unconscious State,Cervical Squamous Intraepithelial Neoplasia,0
249,Upper arm,Benign Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm,0
250,Decision,Ovarian Dermoid Cyst with Squamous Cell Carcinoma,0
251,Long Term Survivorship,Pathologic Stage III Cutaneous Melanoma AJCC v8,0
252,Specific qualifier value,FIGO Stage IVA Ovarian Cancer,0
253,Long-term Follow-up,Acute Undifferentiated Leukemia,0
254,Major <insect>,Blepharal carcinoma,0
255,Extrinsic,Primary Cutaneous Plasmablastic Lymphoma,0
256,Behavior:-:Point in time:^Patient:-,Placental aromatase deficiency,0
257,3+ Score,Non-Metastatic Gestational Trophoblastic Tumor,0
258,Phenomenon,Clinical Stage I Cutaneous Melanoma AJCC v8,0
259,Base - General Qualifier,Dermatofibrosarcoma Protuberans with Giant Cell Fibroblastoma-Like Differentiation,0
260,Pain,Nasal cavity carcinoma,0
261,Containing (qualifier),Benign Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm,0
262,Small,Mixed astrocytoma-ependymoma,0
263,Cell Count,Benign Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm,0
264,bony process,Engraftment syndrome,0
265,Body part,Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8,0
266,Area,Stage IV Colorectal Cancer AJCC v8,0
267,Deep (qualifier value),Choroid Epithelioid Cell Melanoma,0
268,Smoking,Stage I Adult Non-Hodgkin Lymphoma,0
269,Including (qualifier),Neonatal leukemia,0
270,To,Engraftment syndrome,0
271,Case (situation),Localized Askin Tumor,0
272,Pleomorphic,Mucosal Melanoma,0
273,Pressure (finding),sarcoma of spinal cord,0
274,Treating,Stage 0 Lip Carcinoma,0
275,Stop brand of fluoride,Bladder squamous cell carcinoma stage I,0
276,Males,Malignant Testicular Sertoli Cell Tumor,0
277,eTMF Content Model Code,Cartilaginous exostosis,0
278,Prostate,clear cell adenocarcinoma of gallbladder,0
279,Etiology aspects,Mucinous adenocarcinoma gastric,0
280,Neoplasms,Hodgkin lymphoma,0
281,More,Refractory Ependymoma,0
282,Unknown,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
283,Complete,Benign Anal Granular Cell Tumor,0
284,Known,Type II Endometrial Adenocarcinoma,0
285,Followed by,Hereditary corneal dystrophy,0
286,Repair,papillary carcinoma of penis,0
287,Surface of bone,Advanced Uterine Corpus Carcinosarcoma,0
288,Lactation,Lymphomatous Adult T-Cell Leukemia/Lymphoma,0
289,Joints,Recurrent Acute Myeloid Leukemia with t (9;11) (p21.3; q23.3); MLLT3-KMT2A,0
290,Providing presence (regime/therapy),Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4,0
291,Frequently,Metastatic Lung Small Cell Carcinoma,0
292,Percent of Abnormal Cells,Collecting Duct Carcinoma of the Kidney,0
293,Nutrients,Benign Anal Granular Cell Tumor,0
294,Removed,Localized Ewing Sarcoma,0
295,Classification,Cerebral Primitive Neuroectodermal Tumor,0
296,Manufactured sign,Astrocytoma of brain,0
297,International Classification of Disease for Oncology,Mucosal Melanoma,0
298,transmission process,Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4,0
299,Glycation End Products,Testicular cancer metastatic,0
300,SLC6A2 protein,Thyroid Hurthle Cell Carcinoma,0
301,Tryptophanase,Colorectal High Grade B-Cell Lymphoma,0
302,How Much Distress Vomiting,Splenic Manifestation of B-Cell Prolymphocytic Leukemia,0
303,17th century,Chondrosarcoma,0
304,Options,Splenic Manifestation of B-Cell Prolymphocytic Leukemia,0
305,Semilunar fold of fauces,Cancer of Urinary Tract,0
306,biopsy characteristics,Malignant melanoma of eyelid,0
307,Pharmacotherapy,Female Breast Carcinoma,0
308,Medullary - body parts,Cerebral Primitive Neuroectodermal Tumor,0
309,Roman Numeral III,Cherubism,0
310,Shortness of breath:-:Point in time:^Patient:-,sarcoma of spinal cord,0
311,Absent,Thyroid Hurthle Cell Carcinoma,0
312,Malignant Neoplasms,Activated B-cell type diffuse large B-cell lymphoma,0
313,Pineal gland,Giant cell angiofibroma,0
314,Epithelium of vagina,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
315,Classification,Botryoid-Type Embryonal Rhabdomyosarcoma,0
316,shared attribute,Engraftment syndrome,0
317,Manufactured form,Fibroadenoma of breast,0
318,Hormone replacement therapy,Benign squamous cell tumor,0
319,Involvement with,Refractory Bladder Carcinoma,0
320,Bone Marrow,Benign Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm,0
321,Tumor Suppressor Genes,Childhood Lung Non-Small Cell Carcinoma,0
322,Well defined,Splenic Manifestation of B-Cell Prolymphocytic Leukemia,0
323,Smooth muscle (tissue),Childhood Lymphoma,0
324,Event Seriousness - Significant,Vaginal Adenoid Cystic Carcinoma,0
325,Oral cavity,Acute Undifferentiated Leukemia,0
326,Telencephalon,Locally Advanced Epithelioid Hemangioendothelioma,0
327,Diagnosis,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
328,Administration procedure,Ovarian germ cell choriocarcinoma stage IV,0
329,Make - Instruction Imperative,Childhood Fibrillary Astrocytoma,0
330,Grade,clear cell adenocarcinoma of gallbladder,0
331,Retained,Small cell neuroendocrine carcinoma of bladder,0
332,Involvement with,Metastatic Malignant Neoplasm in the Sellar Region,0
333,Fertility Domain,Adenocarcinoma of duodenum,0
334,200,Benign Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm,0
335,Bothered by Vomiting,Maxillary Sinus Adenoid Cystic Carcinoma,0
336,3+ Score,Recurrent Uveal Melanoma,0
337,Science of Morphology,Hereditary corneal dystrophy,0
338,Newly Diagnosed Childhood Ependymoma,Fibroadenoma of breast,0
339,Image Feature,Clinical Stage II HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8,0
340,Mass,Benign tumor of eyelid,0
341,Affect (mental function),Fourth Ventricle and Brain Stem Ependymal Tumor,0
342,Tumor cells,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
343,65,Acantholytic squamous cell carcinoma,0
344,Levels (qualifier value),Primary Cutaneous Plasmablastic Lymphoma,0
345,Firstly,Liver Lymphangioma,0
346,Vascular,Thymic Clear Cell Carcinoma,0
347,Response (statement),Bladder squamous cell carcinoma stage I,0
348,Liver,Gallbladder Adenocarcinoma,0
349,Negation,Small Intestinal Villous Adenoma,0
350,Neuroglia,Temporal Lobe Pleomorphic Xanthoastrocytoma,0
351,Blink Reflexes,Botryoid-Type Embryonal Rhabdomyosarcoma,0
352,fish - non-drug agent,Intestinal Metaplasia of Bladder Urothelium,0
353,Tonsil,Recurrent Testicular Lymphoma,0
354,Skeletal bone,Recurrent Testicular Lymphoma,0
355,To,Liver Lymphangioma,0
356,Present,FIGO Stage IVA Ovarian Cancer,0
357,Lung,adenosquamous carcinoma of breast,0
358,Malignant neoplasm of soft tissue,Transitional cell carcinoma,0
359,B-Lymphocytes,Cystadenocarcinoma,0
360,Malignant Neoplasms,Malignant neoplasm of thalamus,0
361,Smudge cell,Refractory Barrett Esophagus,0
362,History of tobacco use,Trichilemmocarcinoma,0
363,Rating (action),Childhood Lymphoma,0
364,Natural Killer Cells,Diffuse malignant mesothelioma,0
365,Lymph,High Grade Glandular Intraepithelial Neoplasia,0
366,Changing,Carcinoma ex pleomorphic adenoma of parotid gland,0
367,Site of,Multiple Endocrine Neoplasia,0
368,Usual Severity Sweats,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
369,Wound Healing,Astrocytoma of brain,0
370,Varies,Astrocytoma of brain,0
371,Person Name,Small intestine carcinoma,0
372,Stem of Organ,Acute Undifferentiated Leukemia,0
373,Soluble (qualifier),Intraepithelial Melanocytic Hyperplasia,0
374,Extravasation,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
375,Usual,Testicular cancer metastatic,0
376,Name (property) (qualifier value),Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
377,second (number),Thyroid carcinoma,0
378,Both ovaries,Posterior Pharyngeal Wall Squamous Cell Carcinoma,0
379,Polycythemia,Pancreatic carcinoma,0
380,include - SetOperator,FIGO Stage IVA Ovarian Cancer,0
381,mesodermal,papillary carcinoma of penis,0
382,Immunoglobulin Heavy Chain Variable Domain,Maxillary Sinus Adenocarcinoma,0
383,cell growth,embryonal rhabdomyosarcoma of prostate,0
384,Point,Collecting Duct Carcinoma of the Kidney,0
385,Chest Pain,Maxillary Sinus Adenocarcinoma,0
386,Less Than,Benign squamous cell tumor,0
387,newly,Xeroderma pigmentosum,0
388,Cystitis,Human Papillomavirus-Related Carcinoma,0
389,Lymphoid system structure,Diffuse malignant mesothelioma,0
390,Percent of Bacteria,Epithelioid Sarcoma NCI Grade 3,0
391,include - SetOperator,Angiosarcoma of liver,0
392,Characteristics,Unresectable Rhabdomyosarcoma,0
393,algorithm,Colorectal Mucosa-Associated Lymphoid Tissue Lymphoma,0
394,Malignant Neoplasms,Diffuse malignant mesothelioma,0
395,therapeutic aspects,Botryoid-Type Embryonal Rhabdomyosarcoma,0
396,Offspring,Gallbladder Adenocarcinoma,0
397,Used by,Recurrent Nasal Cavity and Paranasal Sinus Carcinoma,0
398,Chemotherapy,Recurrent Rhabdomyosarcoma,0
399,Primary,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
400,genetic risk factors,Secondary malignant neoplasm of lymph node,0
401,BRCA1 wt Allele,Placental aromatase deficiency,0
402,Liver and Intrahepatic Biliary Tract Carcinoma,Splenic Manifestation of B-Cell Prolymphocytic Leukemia,0
403,Tumor Necrosis Factor Receptor Superfamily Member 8,Benign squamous cell tumor,0
404,With shape,Carcinoma of urinary bladder,0
405,90%,Childhood Thyroid Gland Follicular Carcinoma,0
406,Part of,Adult Anaplastic Oligodendroglioma,0
407,Fever symptoms (finding),Collecting Duct Carcinoma of the Kidney,0
408,Worse,Benign squamous cell tumor,0
409,Entity,Choroid Epithelioid Cell Melanoma,0
410,Site of,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
411,Range,Diffuse malignant mesothelioma,0
412,Fatigue,Undifferentiated Endocervical Sarcoma,0
413,Fatigue,Testicular cancer metastatic,0
414,Oral epithelium (specimen),Carcinoma,0
415,Body part,Malignant melanoma of eyelid,0
416,North America,Vaginal Adenoma,0
417,Descent,Mucinous adenocarcinoma gastric,0
418,Often - answer to question,Unicystic ameloblastoma,0
419,Evidence,Thyroid Gland Carcinoma Showing Thymus-Like Differentiation,0
420,Decision,Adult Acute Eosinophilic Leukemia,0
421,Treating,Recurrent Diffuse Intrinsic Pontine Glioma,0
422,Hiatal Hernia,Uterine Cancer,0
423,Mechanism Component of Device,Recurrent Nasal Cavity and Paranasal Sinus Carcinoma,0
424,Used by,Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7,0
425,Gene Cluster Text Format,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
426,2+ Score,Leiomyoma of Gallbladder,0
427,One,Pancreatic Intraepithelial Neoplasia-3,0
428,Glioblastoma Multiforme Pathway,Vaginal Adenoid Cystic Carcinoma,0
429,Stomach structure,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
430,Malignant neoplasm of skin,Gallbladder adenoma,0
431,Pressure (property),Malignant melanoma of eyelid,0
432,66,Intestinal Metaplasia of Bladder Urothelium,0
433,Gastroesophageal reflux disease,Basal Cell Ameloblastoma,0
434,fluid - substance,Cerebral Primitive Neuroectodermal Tumor,0
435,Primary malignant neoplasm,Anaplastic large cell lymphoma,0
436,Rare,Hemangioma,0
437,Aspects of signs,Lipoma of small intestine,0
438,Confirmed by,Malignant Testicular Sertoli Cell Tumor,0
439,Position of phenotypic abnormality,Methotrexate-Associated Hodgkin Lymphoma,0
440,Abdominal mass,Refractory Bladder Carcinoma,0
441,Make - Instruction Imperative,Childhood Lymphoma,0
442,Teratoma,Advanced Uterine Corpus Carcinosarcoma,0
443,Manufactured form,Stage IV Appendix Neuroendocrine Tumor AJCC v7,0
444,Cerebrum,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
445,therapeutic aspects,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
446,2+ Score,benign mature teratoma of pancreas,0
447,Primary,Platinum-Resistant Lung Small Cell Carcinoma,0
448,Testicular mass,Benign squamous cell tumor,0
449,Type A,Mastocytosis,0
450,associated disease,Transitional cell carcinoma,0
