,CUI1,CUI2
456,Urinary Bladder,Bladder squamous cell carcinoma stage I
457,Esophagus,Esophageal Well Differentiated Squamous Cell Carcinoma
458,Gastrointestinal system,Adenocarcinoma of colon
459,Peritoneum,Chemical peritonitis
460,Hematopoietic and Lymphatic System,Burkitt's tumor of spleen
461,Vulva,basaloid squamous cell carcinoma of vulva
462,Vulva,Malignant neoplasm of labium minus
463,"Skin, Human",Mycosis fungoides stage IV
464,Respiratory System,AIDS-Related Pneumocystis Pneumonia
465,Urinary system,Nephritis
466,Major salivary gland structure,Sublingual Gland Adenocarcinoma
467,Neck,Hypoparathyroidism
468,Gastrointestinal system,Esophageal Non-Hodgkin Lymphoma
469,Reproductive system,Cervical Large Cell Neuroendocrine Carcinoma
470,Female Reproductive System,Ovarian Dermoid Cyst with Secondary Melanocytic Lesion
471,Gastrointestinal system,Colon Juvenile Polyp
472,Integumentary system,Recurrent Primary Cutaneous T-Cell Non-Hodgkin Lymphoma
473,Intestines,Intestinal disaccharidase deficiencies and disaccharide malabsorption
474,Kidney,IgA nephropathy associated with liver disease
475,Urinary system,"Infiltrating Bladder Urothelial Carcinoma, Nested Variant"
476,Bile duct structure,Extrahepatic Bile Duct Embryonal Rhabdomyosarcoma
477,Urinary system,Childhood Malignant Kidney Neoplasm
478,Pharyngeal structure,Stage IVA Oropharyngeal Undifferentiated Carcinoma AJCC v7
479,Reproductive system,Uterine Corpus Smooth Muscle Neoplasm
480,Female Reproductive System,Uterine Corpus Smooth Muscle Neoplasm
481,Respiratory System,Alveolar adenoma
482,Hematopoietic and Lymphatic System,"Purpura, Thrombotic Thrombocytopenic"
483,Lung,Pneumonia
484,Skeletal bone,Bone island
485,Female Reproductive System,Ovarian Dermoid Cyst with Sebaceous Adenoma
486,Nervous system structure,Japanese Encephalitis
487,Ear structure,adenocarcinoma of middle ear
488,Connective and Soft Tissue,Post-Radiotherapy Breast Angiosarcoma
489,Gonadal structure,Testicular choriocarcinoma stage III
490,Reproductive system,Adenosarcoma of cervix uteri
491,Head and neck structure,Head and Neck Basaloid Carcinoma
492,Salivary Glands,Stage I Major Salivary Gland Cancer AJCC v7
493,Brain,Benign Cerebellar Neoplasms
494,Hematopoietic and Lymphatic System,Immune thrombocytopenic purpura
495,Fallopian Tubes,Chronic salpingitis
496,Retina,Malignant melanoma of retina
497,"Skin, Human",Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm
498,Head and neck structure,Acute tonsillitis
499,Hematopoietic and Lymphatic System,Stage IIA Mycosis Fungoides and Sezary Syndrome AJCC v7
500,Fallopian Tubes,Stage IV Fallopian Tube Cancer AJCC v6 and v7
