,CUI1,CUI2
158,CTRP Terminology,Recurrent Urethral Cancer
159,NCIt Neoplasm Core Terminology,Chondrosarcoma
160,FDA Established Names and Unique Ingredient Identifier Codes Terminology,Ampyzine
161,FDA Established Names and Unique Ingredient Identifier Codes Terminology,dimethophrine
162,CDISC SDTM Terminology,Drop Dosing Unit
163,Quality of Life Questionnaire - Pancreatic Cancer 26,Adequate Information Given About Physical Condition and Treatment
164,Stability Product Form Terminology,Packing Dosage Form
165,Pediatric Nephrology Terminology,Urachal Cyst
166,CDISC SDTM Anatomical Location Terminology,Internal iliac lymph node
167,SPL Unit of Presentation Terminology,Pouch Dosing Unit
168,Pediatric Terminology,Phonophobia
169,CDISC SDTM Terminology,Cystobasidium minutum
170,CDISC QRS Terminology,ADNI AVLT - List A Recall 4 Word 2
171,NCIt Antineoplastic Agent Terminology,Halofuginone hydrobromide
172,US Counties Terminology,"Ware County, GA"
173,CDISC SDTM Terminology,"C-SSRS Children's Baseline - Self-injurious Behavior, Intent Unknown"
174,CDISC SDTM Microorganism Terminology,Leifsonia aquatica
175,Pediatric Terminology,Chest wall pain
176,Neonatal Research Network Terminology,Holocarboxylase Synthetase Deficiency
177,CDISC SDTM Microorganism Terminology,Streptococcus milleri
178,CDISC QRS Terminology,Stent Thrombosis Coronary ARC Grade Clinical Classification
179,CDISC Questionnaire HADS Test Code Terminology,HADS - I Can Sit at Ease and Feel Relaxed
180,FDA Established Names and Unique Ingredient Identifier Codes Terminology,fengabine
181,Clinical Data Interchange Standards Consortium Terminology,SGRQ Past 3 Months Version - I Get Exhausted Easily
182,Clinical Data Interchange Standards Consortium Terminology,Pichia kudriavzevii
183,FDA Established Names and Unique Ingredient Identifier Codes Terminology,Piberaline
184,Clinical Data Interchange Standards Consortium Terminology,Bone marrow of humerus
185,Pediatric Terminology,Pounds
186,CDISC SEND Terminology,Craniorachischisis
187,Neurological Development Terminology,Pervasive Development Disorder
188,CTRP Terminology,Adenocarcinoma of pancreas
189,CDISC SDTM Terminology,CDISC Clinical Classification BODE Index Test Name Terminology
190,NCIt Neoplasm Core Terminology,Adenomatoid Tumor
191,FDA Established Names and Unique Ingredient Identifier Codes Terminology,Fesoterodine Fumarate
192,CDISC Questionnaire Terminology,SGRQ Past 4 Weeks Version - Breathing Makes Difficult to Do Heavy Manual Work
193,CDISC SDTM Terminology,Geotrichum
194,CDISC SDTM Terminology,Minute Times Nanogram Per Milliliter Per Milligram Per Gram Per Day
195,NCIt Neoplasm Core Terminology,"Myelodysplastic syndrome, no ICD-O subtype"
196,CDISC SDTM Laboratory Test Terminology by Code,Immature Lymphocytes Measurement
197,Type Of Reporter ICSR Terminology,Importer
198,CTRP Terminology,muparfostat
199,FDA Established Names and Unique Ingredient Identifier Codes Terminology,Iothalamic Acid
200,Clinical Data Interchange Standards Consortium Terminology,AUDIT - How Many Alcohol Drinks on a Typical Day
201,FDA Established Names and Unique Ingredient Identifier Codes Terminology,noberastine
202,FDA Established Names and Unique Ingredient Identifier Codes Terminology,camostate-mesilate
203,FDA Established Names and Unique Ingredient Identifier Codes Terminology,Doretinel
204,CDISC SDTM Terminology,Ganglia
205,FDA Established Names and Unique Ingredient Identifier Codes Terminology,"Cefprozil, (Z)-"
206,Clinical Data Interchange Standards Consortium Terminology,Spina Bifida
207,NCIt Neoplasm Core Terminology,"Thymoma, type B1"
208,CDISC CDASH Concomitant Medication Dosing Frequency per Interval Terminology,Four times daily
209,CDISC SDTM Terminology,Desmoglein 3 Antibody Measurement
210,Observation ICSR Terminology,sex
211,TAPS Tool - Interviewer Version,"Frequency Medication Use For the Feeling, To Get High, More Often, or in Larger Doses than Prescribed"
212,CDISC Variable Terminology,Clinical Study Sponsor
213,CDISC Questionnaire Terminology,"ADCS-ADL MCI - Perform Pastime, Hobby or Game: Gardening"
214,FDA Established Names and Unique Ingredient Identifier Codes Terminology,cefdinir
215,CDISC SEND Terminology,Urinary Bladder
216,FDA Established Names and Unique Ingredient Identifier Codes Terminology,Linarotene
217,Pediatric Immunization Terminology,Deafness
218,FDA Established Names and Unique Ingredient Identifier Codes Terminology,posizolid
219,Human Activity Profile Test,Kneeling or Squatting to Do Light Work
220,CDISC SDTM Terminology,Thrombin to Antithrombin Ratio Measurement
221,PROMIS Global Health Questionnaire,In General Please Rate How Well You Carry Out Your Usual Social Activities And Roles
222,CDISC SDTM Terminology,BPI - Things that Make Pain Feel Better
223,FDA Established Names and Unique Ingredient Identifier Codes Terminology,avorelin
224,CDISC SDTM Terminology,HAQ-DI With VAS - Able to Reach and Get Down Object From Above Head
225,Clinical Data Interchange Standards Consortium Terminology,Benign Carotid Body Paraganglioma
226,CDISC SDTM Terminology,ADCS-ADL - Description of Highest Performance of Telephone Use
227,FDA eManufacturing Terminology,Sterile Cell Culture Product Processing
228,FDA Established Names and Unique Ingredient Identifier Codes Terminology,saracatinib
229,CDISC QRS Terminology,GDS-SF - Feel Life Is Empty
230,CDISC SDTM Terminology,Kidney
231,CDISC SDTM Terminology,Protocol Agent
232,CDISC Functional Test Terminology,CDISC Functional Test TMT Test Name Terminology
233,CDISC QRS Terminology,CDISC Functional Test TMT Test Name Terminology
234,CDISC QRS Terminology,ADCS-ADL MCI - Description of Optimal Performance of Driving Car
235,FDA Established Names and Unique Ingredient Identifier Codes Terminology,Alphadolone acetate
236,Clinical Data Interchange Standards Consortium Terminology,ARC Stent Thrombosis Timing Subacute
237,Clinical Data Interchange Standards Consortium Terminology,Trichinella
238,Patient Problem Codes FDA CDRH,"Tachycardia, Ventricular"
239,CTRP Terminology,Recurrent Nasal Cavity and Paranasal Sinus Carcinoma
240,Perinatal Terminology,Breast Feeding
241,CTRP Agent Terminology,Multivitamin preparation
242,CDISC SEND Terminology,Curacao (geographic location)
243,CDISC SDTM Terminology,Active Control
244,FDA Established Names and Unique Ingredient Identifier Codes Terminology,clemizole
245,CDISC Clinical Classification Terminology,APACHE II - Serum Sodium
246,CDISC CDASH Variable Terminology,Visit Number
247,NCIt Antineoplastic Agent Terminology,DOTAP:Cholesterol-Fus1 Liposome Complex
248,FDA Established Names and Unique Ingredient Identifier Codes Terminology,Metizoline Hydrochloride
249,FDA Established Names and Unique Ingredient Identifier Codes Terminology,Tyrosine
250,CDISC Questionnaire Terminology,FACT-P Version 4 - Satisfied With How I Am Coping
251,"Toronto Extremity Salvage Score, Upper Extremity",Ability to Work My Usual Number of Hours
252,FDA Established Names and Unique Ingredient Identifier Codes Terminology,rofecoxib
253,CDISC SDTM Terminology,baseline - TableCellVerticalAlign
254,CTRP Disease Terminology,Odontogenic Tumors
255,CTRP Terminology,Childhood Grade III Lymphomatoid Granulomatosis
256,Stability Study Method Type Terminology,Proprietary Method
257,CTRP Terminology,Caregiver-Assisted Training
258,CDISC SDTM Terminology,GOSE - Family and Friendships: Problems with Family or Friends Before Injury
259,US Counties Terminology,"Henry County, OH"
260,Neonatal Research Network Terminology,Laboratory Procedures
261,CDISC Questionnaire Terminology,ADCS-ADL - Talk About TV Content While Watching
262,CTRP Agent Terminology,Thioguanine
263,CDISC SDTM Laboratory Test Terminology by Name,ABO blood grouping
264,US Counties Terminology,"San Diego County, CA"
265,CDISC SDTM Terminology,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Questionnaire
266,Clinical Data Interchange Standards Consortium Terminology,Long QT Syndrome
267,Pediatric Terminology,Lassitude
268,CDISC SDTM Unit of Measure Terminology,Log10 Copies per Milliliter
269,CDISC SDTM Terminology,FACT-G Version 4 - I Get Emotional Support From My Family
270,integrated Cancer Repository for Cancer Research,Business Operations Specialists
271,Clinical Data Interchange Standards Consortium Terminology,Nonspecific Intraventricular Conduction Delay by ECG Finding
272,CTRP Agent Terminology,Cilengitide
273,FDA Established Names and Unique Ingredient Identifier Codes Terminology,methallenestril
274,FDA Established Names and Unique Ingredient Identifier Codes Terminology,pneumococcal capsular polysaccharide type 19F vaccine
275,FDA Established Names and Unique Ingredient Identifier Codes Terminology,Azaclorzine Hydrochloride
276,CTRP Agent Terminology,ERK Inhibitor GDC-0994
277,Clinical Data Interchange Standards Consortium Terminology,Rescue Percutaneous Coronary Intervention for ST Elevation Myocardial Infarction After Failed Full-Dose Thrombolytic Therapy
278,NCIt Neoplasm Core Terminology,Carcinoma of anal margin
279,CDISC SDTM Laboratory Test Terminology by Name,Sulfa Crystal Measurement
280,Clinical Data Interchange Standards Consortium Terminology,Trace Dosing Unit
281,Medical Outcomes Study Social Activities,All of the Time
282,Epworth Sleepiness Scale Questionnaire,Watching TV
283,Borg Scale Rating of Perceived Exertion Questionnaire,Borg Scale Rating of Perceived Exertion Score 19
284,ICH Unit of Measure Terminology,Enzyme-Linked Immunosorbent Assay Unit per Milliliter
285,CDISC SDTM Laboratory Test Terminology by Name,Chemokine (C-C Motif) Ligand 18 Measurement
286,CDISC SDTM Pharmaceutical Dosage Form Terminology,Aerosol Dose Form
287,CTRP Terminology,Recurrent Childhood Gliosarcoma
288,CDISC SDTM Terminology,Forced Inspiratory Flow at 25%
289,FDA Established Names and Unique Ingredient Identifier Codes Terminology,Dextofisopam
290,FDA Established Names and Unique Ingredient Identifier Codes Terminology,nomegestrol acetate
291,SPL Drug Route of Administration Terminology,Intravenous Route of Drug Administration
292,Clinical Data Interchange Standards Consortium Terminology,Intravenous Route of Drug Administration
293,Clinical Data Interchange Standards Consortium Terminology,Human Anti-Sheep IgM Antibody Measurement
294,FDA Established Names and Unique Ingredient Identifier Codes Terminology,common sagebrush pollen extract
295,CDISC SEND Organ Measurement Test Name Terminology,Organ to Brain Weight Ratio
296,CTRP Terminology,Adult Diffuse Large Cell Lymphoma
297,CDISC Variable Terminology,Exclude Laboratory Test Data From Statistics Indicator
298,Clinical Data Interchange Standards Consortium Terminology,Injury Site
299,CDISC SDTM Terminology,C-SSRS Baseline/Screening Version - Duration of Most Severe Ideation (Lifetime)
300,CDISC Questionnaire Terminology,Expanded DRS-PI Survivor Version - Perform Jobs or Manage a Home Independently
301,CDISC Questionnaire CHART-SF Paper Version Test Name Terminology,CHART-SF Paper Version - Associates Contacted per Month
302,CDISC SDTM Terminology,Lower Extremity
303,CTRP Agent Terminology,Acolbifene Hydrochloride
304,Neonatal Research Network Terminology,Cerebrovascular accident
305,CDISC SDTM Terminology,Grimontia hollisae
306,CDISC SDTM Anatomical Location Terminology,Choroid
307,CDISC SEND Cardiovascular Test Name Terminology,Systolic Pressure
308,Clinical Data Interchange Standards Consortium Terminology,Systolic Pressure
309,CDISC SEND Terminology,Saudi Arabia
310,FDA Device Component Code Hierarchy,Dehumidifiers
311,CTRP Terminology,Subcutaneous Hormonal Therapy
312,CDISC Questionnaire C-SSRS Pediatric/Cognitively Impaired Lifetime/Recent Test Name Terminology,C-SSRS Pediatric/Cognitively Impaired Lifetime/Recent - Description of Preparatory Acts or Behaviors Toward Suicide Attempt
313,CTRP Terminology,Transthyretin Antisense Oligonucleotide ISIS-TTR Rx
314,CDISC SDTM Microorganism Terminology,Eubacterium nodatum
315,CDISC QRS Terminology,IIEF - Satisfied with Overall Sex Life
316,FDA Established Names and Unique Ingredient Identifier Codes Terminology,anidoxime
317,CDISC Functional Test NHPT Test Code Terminology,NHPT - Time to Complete 9-Hole Peg Test
318,CDISC SDTM Trial Summary Parameter Terminology by Code,SUSAR Reporting to EudraVigiliance Clinical Trial Module Indicator
319,CDISC SDTM Terminology,Infraclavicular lymph node group
320,FDA Established Names and Unique Ingredient Identifier Codes Terminology,spirapril
321,Multidimensional Body-Self Relations Questionnaire Appearance Orientation,Score
322,Regulated Product Submission Reporting Terminology,Request for a Waiver
323,Pediatric Terminology,Perinatal Drug Withdrawal
324,CTRP Agent Terminology,panobinostat
325,FDA Established Names and Unique Ingredient Identifier Codes Terminology,Eucaine
326,Clinical Data Interchange Standards Consortium Terminology,DLQI - Skin Prevent Work or Study
327,CTRP Agent Terminology,XK 469
328,CDISC Questionnaire Category Terminology,Geriatric depression scale short form
329,CDISC SDTM Microorganism Terminology,Serratia plymuthica
330,CDISC Questionnaire Terminology,C-SSRS Baseline/Screening Version Phase 1 Study - Most Lethal Suicide Attempt Potential Lethality
331,CDISC SDTM Terminology,Bone structure of face
332,CDISC SEND Terminology,Bone structure of face
333,Clinical Data Interchange Standards Consortium Terminology,Gut associated lymphoid tissue
334,NCIt Neoplasm Core Terminology,Adenocarcinoma of colon
335,Clinical Data Interchange Standards Consortium Terminology,Prolonged QT interval
336,FDA Established Names and Unique Ingredient Identifier Codes Terminology,evatanepag
337,CDISC QRS Terminology,ESRS-A - Dystonia: Jaw
338,CDISC SDTM Microorganism Terminology,Pichia anomala
339,FDA Individual Case Safety Report Terminology,Negative Rechallenge Indicator
340,CDISC SEND Terminology,Centromere IgG Antibody Measurement
341,Pediatric Terminology,Anoxia
342,CDISC SEND Terminology,Rheumatoid Factor Measurement
343,CDISC SEND Terminology,CDISC SEND Implantation Findings Result Terminology
344,NCIt Antineoplastic Agent Terminology,Pegargiminase
345,CDISC Clinical Classification CRS-R Test Code Terminology,CRS-R - Arousal Scale
346,CDISC Questionnaire C-SSRS Baseline/Screening Version Phase 1 Study Version 1/14/09 Test Code Terminology,C-SSRS Baseline/Screening Version Phase 1 Study - First Suicide Attempt Actual Lethality/Medical Damage
347,CDISC SDTM Terminology,DAD - Decide to Go Out at an Appropriate Time
348,CDISC Questionnaire EPIC-26 Test Name Terminology,EPIC-26 - Increased Frequency of Bowel Movements
349,FDA Established Names and Unique Ingredient Identifier Codes Terminology,ethylparaben sodium
350,CDISC Questionnaire MDS-UPDRS Test Name Terminology,MDS-UPDRS - Rigidity Right Lower Extremity
351,CDISC SEND Terminology,Hour Times Microgram per Milliliter
352,Clinical Data Interchange Standards Consortium Terminology,acute
353,CDISC Functional Test AVLT-REY Test Code Terminology,AVLT-REY - List B Word 4
354,Pediatric Infectious Disease Terminology,Smallpox
355,CDISC SEND Terminology,Day Times Nanogram Per Milliliter Per Milligram Per Gram
356,Clinical Data Interchange Standards Consortium Terminology,AVLT-REY - List B Word 6
357,FDA Established Names and Unique Ingredient Identifier Codes Terminology,Xidecaflur
358,CTRP Terminology,Untreated Childhood Anaplastic Oligoastrocytoma
359,FDA Established Names and Unique Ingredient Identifier Codes Terminology,cinepazide
360,CDISC Variable Terminology,Subject Characteristics Character Result in Standard Unit
361,Pediatric Rheumatology Terminology,Chloroquine Compound
362,CDISC SDTM Terminology,PHQ-9 - Little Interest or Pleasure in Doing Things
363,CDISC SDTM Terminology,Absorbance Unit per Milliliter
364,CDISC Questionnaire Terminology,NCCN-FACT FKSI-19 Version 2 - I Have Pain
365,US Counties Terminology,"Eddy County, NM"
366,FDA Established Names and Unique Ingredient Identifier Codes Terminology,ornoprostil
367,CDISC Questionnaire Terminology,CDISC Questionnaire SGRQ Past 4 Weeks Version Test Code Terminology
368,CDISC Questionnaire ADCS-ADL Test Code Terminology,ADCS-ADL - Number of 'Don't Know' Responses
369,CTRP Terminology,Stage IA Pancreatic Cancer AJCC v6 and v7
370,CDISC SDTM PK Unit of Measure Kilogram Weight Terminology,Hour Times Microgram per Milliliter per Milligram
371,CDISC SEND Biospecimens Terminology,Peritoneal Fluid (body substance)
372,Clinical Data Interchange Standards Consortium Terminology,Salmonella Serotype Group C
373,FDA Established Names and Unique Ingredient Identifier Codes Terminology,Pamicogrel
374,Pediatric Rheumatology Terminology,SS A antibodies
375,Clinical Data Interchange Standards Consortium Terminology,Staphylococcus chromogenes
376,"Geopolitical Entities, Names, and Codes Terminology",Saint Pierre and Miquelon
377,CDISC SDTM Laboratory Test Terminology by Code,Clarity Measurement
378,SPL Drug Route of Administration Terminology,Endotracheal Route of Drug Administration
379,CDISC Questionnaire FAQ-NACC Version Test Name Terminology,FAQ-NACC Version - Shop Alone
380,FDA Established Names and Unique Ingredient Identifier Codes Terminology,Theophylline
381,CDISC SDTM Terminology,Coat Dosing Unit
382,NCI CTEP Simplified Disease Classification Terminology,Treatment related acute myeloid leukaemia
383,CDISC QRS Terminology,St. George's Respiratory Questionnaire for Chronic Obstructive Pulmonary Disease Patients
384,CDISC SDTM Terminology,Right Atrial Appendage
385,CDISC SDTM Terminology,Staphylococcus cohnii
386,Clinical Data Interchange Standards Consortium Terminology,Interleukin 4 Measurement
387,CDISC Questionnaire NCCN-FACT FKSI-19 Version 2 Test Name Terminology,NCCN-FACT FKSI-19 Version 2 - I Feel Fatigued
388,Pediatric Nephrology Terminology,Voiding Disorders
389,CDISC QRS Terminology,NCCN-FACT-FPSI 17 Version 2 - I Have Pain
390,Clinical Data Interchange Standards Consortium Terminology,Supernumerary Cranial Sutures
391,PI-RADS Terminology,Structure of left seminal vesicle
392,CDISC QRS Terminology,CDISC Questionnaire VFQ25-Interviewer Administered Format Test Code Terminology
393,NCIt Antineoplastic Agent Terminology,Anti-Programmed Cell Death Protein 1 Antibody Expressing Pluripotent Killer T-Lymphocytes
394,CDISC SDTM Terminology,CDISC ADAS-Cog - Delayed Word Recall: Word 10
