,CUI1,CUI2,label
169,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Nasal cavity carcinoma,0
170,Dilated Cystic Spaces Present,Papillary Renal Cell Carcinoma,0
171,Dedifferentiated Malignant Infiltrate,Papillary Renal Cell Carcinoma,0
172,Mammary Gland Type Features Present,Papillary Renal Cell Carcinoma,0
173,Ectopic Tissue,Papillary Renal Cell Carcinoma,0
174,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Papillary Renal Cell Carcinoma,0
175,Dilated Cystic Spaces Present,Gastroesophageal Junction Neuroendocrine Carcinoma,0
176,Dedifferentiated Malignant Infiltrate,Gastroesophageal Junction Neuroendocrine Carcinoma,0
177,Mammary Gland Type Features Present,Gastroesophageal Junction Neuroendocrine Carcinoma,0
178,Ectopic Tissue,Gastroesophageal Junction Neuroendocrine Carcinoma,0
179,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Gastroesophageal Junction Neuroendocrine Carcinoma,0
180,Dilated Cystic Spaces Present,Stage IA Lung Small Cell Carcinoma AJCC v7,0
181,Dedifferentiated Malignant Infiltrate,Stage IA Lung Small Cell Carcinoma AJCC v7,0
182,Mammary Gland Type Features Present,Stage IA Lung Small Cell Carcinoma AJCC v7,0
183,Ectopic Tissue,Stage IA Lung Small Cell Carcinoma AJCC v7,0
184,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Stage IA Lung Small Cell Carcinoma AJCC v7,0
185,Dilated Cystic Spaces Present,Ductal Eccrine Carcinoma with Squamous Metaplasia,0
186,Dedifferentiated Malignant Infiltrate,Ductal Eccrine Carcinoma with Squamous Metaplasia,0
187,Mammary Gland Type Features Present,Ductal Eccrine Carcinoma with Squamous Metaplasia,0
188,Ectopic Tissue,Ductal Eccrine Carcinoma with Squamous Metaplasia,0
189,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Ductal Eccrine Carcinoma with Squamous Metaplasia,0
190,Dilated Cystic Spaces Present,Carcinoma in situ in a polyp,0
191,Dedifferentiated Malignant Infiltrate,Carcinoma in situ in a polyp,0
192,Mammary Gland Type Features Present,Carcinoma in situ in a polyp,0
193,Ectopic Tissue,Carcinoma in situ in a polyp,0
194,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Carcinoma in situ in a polyp,0
195,Dilated Cystic Spaces Present,"Acinar Prostate Adenocarcinoma, Foamy Gland Variant",0
196,Dedifferentiated Malignant Infiltrate,"Acinar Prostate Adenocarcinoma, Foamy Gland Variant",0
197,Mammary Gland Type Features Present,"Acinar Prostate Adenocarcinoma, Foamy Gland Variant",0
198,Ectopic Tissue,"Acinar Prostate Adenocarcinoma, Foamy Gland Variant",0
199,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,"Acinar Prostate Adenocarcinoma, Foamy Gland Variant",0
200,Dilated Cystic Spaces Present,Stage III Lip Basal Cell Carcinoma,0
201,Dedifferentiated Malignant Infiltrate,Stage III Lip Basal Cell Carcinoma,0
202,Mammary Gland Type Features Present,Stage III Lip Basal Cell Carcinoma,0
203,Ectopic Tissue,Stage III Lip Basal Cell Carcinoma,0
204,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Stage III Lip Basal Cell Carcinoma,0
205,Dilated Cystic Spaces Present,Alcohol-Related Esophageal Squamous Cell Carcinoma,0
206,Dedifferentiated Malignant Infiltrate,Alcohol-Related Esophageal Squamous Cell Carcinoma,0
207,Mammary Gland Type Features Present,Alcohol-Related Esophageal Squamous Cell Carcinoma,0
208,Ectopic Tissue,Alcohol-Related Esophageal Squamous Cell Carcinoma,0
209,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Alcohol-Related Esophageal Squamous Cell Carcinoma,0
210,Dilated Cystic Spaces Present,Stage IVC Lip Cancer AJCC v6 and v7,0
211,Dedifferentiated Malignant Infiltrate,Stage IVC Lip Cancer AJCC v6 and v7,0
212,Mammary Gland Type Features Present,Stage IVC Lip Cancer AJCC v6 and v7,0
213,Ectopic Tissue,Stage IVC Lip Cancer AJCC v6 and v7,0
214,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Stage IVC Lip Cancer AJCC v6 and v7,0
215,Dilated Cystic Spaces Present,Gastric Large Cell Neuroendocrine Carcinoma,0
216,Dedifferentiated Malignant Infiltrate,Gastric Large Cell Neuroendocrine Carcinoma,0
217,Mammary Gland Type Features Present,Gastric Large Cell Neuroendocrine Carcinoma,0
218,Ectopic Tissue,Gastric Large Cell Neuroendocrine Carcinoma,0
219,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Gastric Large Cell Neuroendocrine Carcinoma,0
220,Dilated Cystic Spaces Present,Breast Carcinoma by Gene Expression Profile,0
221,Dedifferentiated Malignant Infiltrate,Breast Carcinoma by Gene Expression Profile,0
222,Mammary Gland Type Features Present,Breast Carcinoma by Gene Expression Profile,0
223,Ectopic Tissue,Breast Carcinoma by Gene Expression Profile,0
224,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Breast Carcinoma by Gene Expression Profile,0
225,Dilated Cystic Spaces Present,Bladder squamous cell carcinoma stage III,0
226,Dedifferentiated Malignant Infiltrate,Bladder squamous cell carcinoma stage III,0
227,Mammary Gland Type Features Present,Bladder squamous cell carcinoma stage III,0
228,Ectopic Tissue,Bladder squamous cell carcinoma stage III,0
229,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Bladder squamous cell carcinoma stage III,0
230,Dilated Cystic Spaces Present,Mucinous Tubular and Spindle Cell Carcinoma of the Kidney,0
231,Dedifferentiated Malignant Infiltrate,Mucinous Tubular and Spindle Cell Carcinoma of the Kidney,0
232,Mammary Gland Type Features Present,Mucinous Tubular and Spindle Cell Carcinoma of the Kidney,0
233,Ectopic Tissue,Mucinous Tubular and Spindle Cell Carcinoma of the Kidney,0
234,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Mucinous Tubular and Spindle Cell Carcinoma of the Kidney,0
235,Dilated Cystic Spaces Present,Intraductal carcinoma and lobular carcinoma in situ,0
236,Dedifferentiated Malignant Infiltrate,Intraductal carcinoma and lobular carcinoma in situ,0
237,Mammary Gland Type Features Present,Intraductal carcinoma and lobular carcinoma in situ,0
238,Ectopic Tissue,Intraductal carcinoma and lobular carcinoma in situ,0
239,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Intraductal carcinoma and lobular carcinoma in situ,0
240,Dilated Cystic Spaces Present,Differentiated Thyroid Gland Carcinoma,0
241,Dedifferentiated Malignant Infiltrate,Differentiated Thyroid Gland Carcinoma,0
242,Mammary Gland Type Features Present,Differentiated Thyroid Gland Carcinoma,0
243,Ectopic Tissue,Differentiated Thyroid Gland Carcinoma,0
244,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Differentiated Thyroid Gland Carcinoma,0
245,Dilated Cystic Spaces Present,Noninfiltrating intraductal papillary adenocarcinoma,0
246,Dedifferentiated Malignant Infiltrate,Noninfiltrating intraductal papillary adenocarcinoma,0
247,Mammary Gland Type Features Present,Noninfiltrating intraductal papillary adenocarcinoma,0
248,Ectopic Tissue,Noninfiltrating intraductal papillary adenocarcinoma,0
249,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Noninfiltrating intraductal papillary adenocarcinoma,0
250,Dilated Cystic Spaces Present,Human Papillomavirus-Related Urethral Squamous Cell Carcinoma,0
251,Dedifferentiated Malignant Infiltrate,Human Papillomavirus-Related Urethral Squamous Cell Carcinoma,0
252,Mammary Gland Type Features Present,Human Papillomavirus-Related Urethral Squamous Cell Carcinoma,0
253,Ectopic Tissue,Human Papillomavirus-Related Urethral Squamous Cell Carcinoma,0
254,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Human Papillomavirus-Related Urethral Squamous Cell Carcinoma,0
255,Dilated Cystic Spaces Present,Bladder Cancer by AJCC v6 Stage,0
256,Dedifferentiated Malignant Infiltrate,Bladder Cancer by AJCC v6 Stage,0
257,Mammary Gland Type Features Present,Bladder Cancer by AJCC v6 Stage,0
258,Ectopic Tissue,Bladder Cancer by AJCC v6 Stage,0
259,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Bladder Cancer by AJCC v6 Stage,0
260,Dilated Cystic Spaces Present,Verrucous carcinoma,0
261,Dedifferentiated Malignant Infiltrate,Verrucous carcinoma,0
262,Mammary Gland Type Features Present,Verrucous carcinoma,0
263,Ectopic Tissue,Verrucous carcinoma,0
264,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Verrucous carcinoma,0
265,Coronary Vessel Lesion,Breast Carcinoma Metastatic in the Liver,0
266,Index Lesion,Breast Carcinoma Metastatic in the Liver,0
267,Non-Index Lesion,Breast Carcinoma Metastatic in the Liver,0
268,Mushroom-Shaped Lesion,Breast Carcinoma Metastatic in the Liver,0
269,Annular Lesion,Breast Carcinoma Metastatic in the Liver,0
270,Cytoplasm Presence of Less than or Equal to Twenty Five Percent,Stage IVB Oral Cavity Mucoepidermoid Carcinoma AJCC v6 and v7,0
271,Isolated Tumor Cells,Stage IVB Oral Cavity Mucoepidermoid Carcinoma AJCC v6 and v7,0
272,Pleural/Elastic Layer Invasion,Stage IVB Oral Cavity Mucoepidermoid Carcinoma AJCC v6 and v7,0
273,Presence of Extravascular Matrix Patterns,Stage IVB Oral Cavity Mucoepidermoid Carcinoma AJCC v6 and v7,0
274,Ductopenia,Stage IVB Oral Cavity Mucoepidermoid Carcinoma AJCC v6 and v7,0
275,Dilated Cystic Spaces Present,Stage IIIA Cervical Carcinoma,0
276,Dedifferentiated Malignant Infiltrate,Stage IIIA Cervical Carcinoma,0
277,Mammary Gland Type Features Present,Stage IIIA Cervical Carcinoma,0
278,Ectopic Tissue,Stage IIIA Cervical Carcinoma,0
279,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Stage IIIA Cervical Carcinoma,0
280,Coronary Vessel Lesion,Squamous Cell Carcinoma of Unknown Primary,0
281,Index Lesion,Squamous Cell Carcinoma of Unknown Primary,0
282,Non-Index Lesion,Squamous Cell Carcinoma of Unknown Primary,0
283,Mushroom-Shaped Lesion,Squamous Cell Carcinoma of Unknown Primary,0
284,Annular Lesion,Squamous Cell Carcinoma of Unknown Primary,0
285,Dilated Cystic Spaces Present,Recurrent Childhood Hepatocellular Carcinoma,0
286,Dedifferentiated Malignant Infiltrate,Recurrent Childhood Hepatocellular Carcinoma,0
287,Mammary Gland Type Features Present,Recurrent Childhood Hepatocellular Carcinoma,0
288,Ectopic Tissue,Recurrent Childhood Hepatocellular Carcinoma,0
289,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Recurrent Childhood Hepatocellular Carcinoma,0
290,Dilated Cystic Spaces Present,Fallopian Tube Cancer by AJCC v6 Stage,0
291,Dedifferentiated Malignant Infiltrate,Fallopian Tube Cancer by AJCC v6 Stage,0
292,Mammary Gland Type Features Present,Fallopian Tube Cancer by AJCC v6 Stage,0
293,Ectopic Tissue,Fallopian Tube Cancer by AJCC v6 Stage,0
294,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Fallopian Tube Cancer by AJCC v6 Stage,0
295,Dilated Cystic Spaces Present,Recurrent Hepatocellular Carcinoma,0
296,Dedifferentiated Malignant Infiltrate,Recurrent Hepatocellular Carcinoma,0
297,Mammary Gland Type Features Present,Recurrent Hepatocellular Carcinoma,0
298,Ectopic Tissue,Recurrent Hepatocellular Carcinoma,0
299,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Recurrent Hepatocellular Carcinoma,0
300,Dilated Cystic Spaces Present,Stage IV Gallbladder Cancer AJCC v7,0
301,Dedifferentiated Malignant Infiltrate,Stage IV Gallbladder Cancer AJCC v7,0
302,Mammary Gland Type Features Present,Stage IV Gallbladder Cancer AJCC v7,0
303,Ectopic Tissue,Stage IV Gallbladder Cancer AJCC v7,0
304,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Stage IV Gallbladder Cancer AJCC v7,0
305,Dilated Cystic Spaces Present,Stage II Intrahepatic Cholangiocarcinoma AJCC v7,0
306,Dedifferentiated Malignant Infiltrate,Stage II Intrahepatic Cholangiocarcinoma AJCC v7,0
307,Mammary Gland Type Features Present,Stage II Intrahepatic Cholangiocarcinoma AJCC v7,0
308,Ectopic Tissue,Stage II Intrahepatic Cholangiocarcinoma AJCC v7,0
309,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Stage II Intrahepatic Cholangiocarcinoma AJCC v7,0
310,Dilated Cystic Spaces Present,Stage II Fallopian Tube Cancer,0
311,Dedifferentiated Malignant Infiltrate,Stage II Fallopian Tube Cancer,0
312,Mammary Gland Type Features Present,Stage II Fallopian Tube Cancer,0
313,Ectopic Tissue,Stage II Fallopian Tube Cancer,0
314,Barrett Esophagus With Metaplastic Goblet Cell Columnar Epithelium,Stage II Fallopian Tube Cancer,0
315,Dilated Cystic Spaces Present,Stage 0 Gastric Cancer AJCC v6 and v7,0
316,Dedifferentiated Malignant Infiltrate,Stage 0 Gastric Cancer AJCC v6 and v7,0
317,Mammary Gland Type Features Present,Stage 0 Gastric Cancer AJCC v6 and v7,0
