,CUI1,CUI2
29,Subcutaneous nodule,Endometrial stromal nodule
30,Fibroblastoma-Like Differentiation,Superficial Epithelioma with Sebaceous Differentiation
31,Tall Papillae Present,Malignant neoplasm of stomach recurrent
32,Myeloblasts 20 Percent or More of Bone Marrow Nucleated Cells,Malignant Giant Cell Tumor of Bone
33,CD56-Positive Neoplastic Cells Present,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
34,Alternative Fascicle (Bundle) Pattern,"Testicular Yolk Sac Tumor, Microcystic Pattern"
35,Abnormal alveolar pattern,Acute Myelomonocytic Leukemia without Abnormal Eosinophils
36,Extraosseous Lesion,Pre-Malignant Skin Epithelial Lesion
37,Mild dysplasia of colon,Mild epithelial dysplasia
38,Nuclear Clearing,Adenocarcinoma with squamous metaplasia
39,Undifferentiated Lesion,Undifferentiated carcinoma of ovary
40,Intracellular Accumulation of Lipids,"Benign neoplasm of brain, unspecified"
41,Perineural spread,Adenocarcinoma with squamous metaplasia
42,CD4-Positive Neoplastic Cells Present,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
43,Cholesterolosis,Adenocarcinoma with squamous metaplasia
44,Inoperable Disease,Localized Castleman Disease
45,Parakeratinized Stratified Squamous Epithelium Present,Schistosoma Hematobium-Related Bladder Squamous Cell Carcinoma
46,Vacuolated Plasma Cells in the Bone Marrow,Breast Carcinoma Metastatic in the Bone
47,Ependymal Differentiation,Ventricular and Brain Stem Ependymal Tumor
48,Metastatic/Recurrent Disease,Chronic Bullous Disease of Childhood
49,Multilineage Dysplasia Present,Squamous Lung Dysplasia
50,Myeloblasts Under 10 Percent of Peripheral Blood White Cells,Peripheral neuroepithelioma of bone recurrent
51,Nuclear Clearing,Occult Lung Cancer AJCC v8
52,Endometrial Type Glands and Stroma Present,Testicular Mixed Embryonal Carcinoma and Seminoma
53,Multinodular and Vacuolated Pattern,Testicular Mixed Embryonal Carcinoma and Seminoma
54,Dermal Involvement,Benign Dermal Schwannoma
55,Angioinvasion,Malignant neoplasm of stomach recurrent
56,Unfavorable Clinical Outcome,Clinical Stage IV Esophageal Squamous Cell Carcinoma AJCC v8
57,Granulocytes Increased in Bone Marrow,Breast Carcinoma Metastatic in the Bone
58,Geographic Necrosis,Pseudolymphoma
59,Hyaline Cartilage Differentiation,Infiltrating Ureter Urothelial Carcinoma with Glandular Differentiation
60,Sarcomatous Component Present,Endometrial Endometrioid Adenocarcinoma with an Undifferentiated Carcinomatous Component
61,Monomorphic Cellular Infiltrate,Cellular neurothekeoma
62,Proliferation of Basaloid Cells Parallel to the Long Axis of the Epidermis Present,Recurrent tumors of the Ewing's family
63,Jaw Keratocyst,Occult Lung Cancer AJCC v8
64,Myeloblasts Under 10 Percent of Bone Marrow Nucleated Cells,Childhood Undifferentiated High Grade Pleomorphic Sarcoma of Bone
65,Foveolar-Type Epithelium Present,Germinative Follicular Epithelium Neoplasm
66,Blasts Expressing T-Lymphoid and Myeloid Markers Present,Myeloid Neoplasms with Germline Predisposition and Preexisting Platelet Disorders
67,Cells of Monocytic Lineage 80 Percent or More of Bone Marrow Leukemic Cells,Bone Marrow Transplantation Nephropathy
68,Human Chorionic Gonadotropin Positive Neoplastic Cells Present,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
69,Cementum Formation,Pseudolymphoma
70,Squamous metaplasia,Advanced Nasopharyngeal Squamous Cell Carcinoma
71,Cervical lymphadenopathy,Cervical Warty Carcinoma
72,Polymorphic Cellular Infiltrate,Cellular Blue Nevus
73,Human Papillomavirus Negative,Metastatic Human Papillomavirus-Related Malignant Neoplasm
74,Abundance of Small Lymphocytes,Small cell carcinoma of ovary
75,Herringbone Growth Pattern,"Testicular Yolk Sac Tumor, Microcystic Pattern"
76,Bilateral Disease,Multi-centric Castleman's Disease
77,Glial Differentiation,Childhood Acute Myeloid Leukemia with Minimal Differentiation
78,Ventricular Involvement Only,Ventricular and Brain Stem Ependymal Tumor
79,Squamous Metaplasia of Malignant Cells Present,Malignant neoplasm of stomach recurrent
80,Basal Cells with Pale Cytoplasm Present,Basal cell nevus with comedones
81,Chronic lymphocytic inflammation,Stage B Chronic Lymphocytic Leukemia
82,Glomeruloid Vessels Present,Occult Lung Cancer AJCC v8
83,Sarcomatous or Carcinomatous Component Present,Endometrial Endometrioid Adenocarcinoma with an Undifferentiated Carcinomatous Component
84,Fibrosarcomatous Component Present,Endometrial Endometrioid Adenocarcinoma with a Poorly Differentiated Carcinomatous Component
85,Cold Nodule,Placental Site Nodule or Plaque
86,Toxic effect,Adenocarcinoma with squamous metaplasia
87,Metaplasia,Intestinal Metaplasia of Bladder Urothelium
88,Erythema,Occult Lung Cancer AJCC v8
89,Mediastinal mass,Mediastinal Neuroblastoma
90,Submucosal Tumor Growth,Malignant Gastric Granular Cell Tumor
91,Coughing,Malignant neoplasm of stomach recurrent
92,Micronodular Pattern,"Testicular Yolk Sac Tumor, Endodermal Sinus Pattern"
93,Aggressive Clinical Course,Non-Hodgkin Lymphoma with Variable Clinical Course
94,Resistance to Second-Generation Androgen Receptor Axis-Targeted Agents,Anemia due to membrane defect
95,Well Differentiated Lesion,Well Differentiated Malignant Neoplasm
96,Pseudopapillary Pattern,"Testicular Yolk Sac Tumor, Polyvesicular Vitelline Pattern"
97,Favorable Clinical Outcome,Favorable Hodgkin Lymphoma
98,Pseudostratified Tumor Cells Present,Ampulla of Vater Enterochromaffin Cell Serotonin-Producing Neuroendocrine Tumor
99,Wide Vessel-Like Spaces Formation,Adenocarcinoma with squamous metaplasia
100,Defective Mu Heavy Chain Present,Chronic Lymphocytic Leukemia with Unmutated Immunoglobulin Heavy Chain Variable-Region Gene
101,Sebaceous Differentiation,Infiltrating Ureter Urothelial Carcinoma with Glandular Differentiation
102,Fibrotic Stroma with Finger-Like Projections Present,Adenocarcinoma with squamous metaplasia
103,Endobronchial Mass,Endobronchial Hamartoma
104,Multihormonal Immunoreactivity Present in Two or More Cell Types,Malignant Gastric Granular Cell Tumor
105,bone marrow fibrosis,Secondary malignant neoplasm of bone marrow
106,Nuclear pleomorphism,Occult Lung Cancer AJCC v8
107,Therapy-Related Toxicity,Adenocarcinoma with squamous metaplasia
108,Myeloblasts Under 10 Percent of Bone Marrow Nucleated Cells,Malignant Giant Cell Tumor of Bone
109,Cellular Changes Resembling Foveolar Epithelium Cells,Cellular neurothekeoma
110,Mammary Gland Type Features Present,Thyroid Gland Noninvasive Follicular Neoplasm with Papillary-Like Nuclear Features
111,Wide Vessel-Like Spaces Formation,Adenocarcinoma with squamous metaplasia
112,Pushing Tumor Margin,Childhood Carcinoid Tumor
113,Increased red cell mass,Squamous cell carcinoma of skin
114,Blasts Expressing B-Lymphoid and T-Lymphoid Markers Present,Stage IIIA Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8
115,Chronic Clinical Course,Non-Hodgkin Lymphoma with Variable Clinical Course
116,Human Papillomavirus Positive,Recurrent Human Papillomavirus-Related Malignant Neoplasm
117,Cytokeratin Positive Neoplastic Cells Present,Neoplastic Polyp
118,Splenomegaly,Adenocarcinoma with squamous metaplasia
119,Non-Invasive Lesion,Reactive Cutaneous Fibrous Lesion
120,Hyperchromatism,Adenocarcinoma with squamous metaplasia
121,Low Cellularity Present,Ampullary Noninvasive Pancreatobiliary Papillary Neoplasm with Low Grade Dysplasia
122,Malignant Cellular Infiltrate,Cellular neurothekeoma
123,Moderate cytologic atypia,Adenocarcinoma with squamous metaplasia
124,Efferent Arteriolar Hyalinosis,Malignant neoplasm of stomach recurrent
125,Fibrosarcomatous Component Present,Endometrial Endometrioid Adenocarcinoma with an Undifferentiated Carcinomatous Component
126,Eosinophil count raised (finding),Occult Lung Cancer AJCC v8
127,Dysplastic Dentin Formation,Low Grade Liver Dysplastic Nodule
128,Fever,Adenocarcinoma with squamous metaplasia
129,Tubal Diverticulosis,Serous Tubal Intraepithelial Carcinoma
130,Mesenchymal Component Present,Benign Uterine Corpus Mixed Epithelial and Mesenchymal Neoplasm
131,Multilineage Dysplasia Present,Recurrent Acute Myeloid Leukemia with Multilineage Dysplasia
132,Precocious Puberty,Malignant neoplasm of stomach recurrent
133,Hyalinized Stroma Formation,Thyroid Gland Medullary Carcinoma with Amyloid Stroma
134,Thin Bands of Collagen Present,Recurrent tumors of the Ewing's family
135,Intravascular Spread,Central Nervous System Intravascular Large B-Cell Lymphoma
136,Exanthema,Pseudolymphoma
137,Borderline Resectable Mass,Borderline Ovarian Endometrioid Cystadenofibroma
138,Mature Schwannian Stroma Present,Mature T- and NK-Cell Lymphoma by Ann Arbor Stage
139,Bone Marrow Dysplasia Present,Bone Marrow Transplantation Nephropathy
140,Ganglioneuroblastoma Component Present,Endometrial Endometrioid Adenocarcinoma with an Undifferentiated Carcinomatous Component
141,Matrical Differentiation,Superficial Epithelioma with Sebaceous Differentiation
142,Capsular Invasion,Malignant neoplasm of stomach recurrent
143,Prominent In Situ Component Present,Gastric Pylorus Carcinoma In Situ AJCC v6 and v7
144,Mixture of Morphologic Patterns,Recurrent tumors of the Ewing's family
145,Cutaneous plaque,Cutaneous neurofibroma
146,Endodermal Sinus Pattern,Nasal Cavity and Paranasal Sinus Cancer by AJCC v8 Stage
147,Myeloblasts Under 10 Percent of Bone Marrow Nucleated Cells,Osteoclastic Giant Cell-Rich Tumor of Bone
148,Matrical Differentiation,Thyroid Gland Carcinoma Showing Thymus-Like Differentiation
149,Local disease,Hodgkin's disease mixed cellularity stage I subdiaphragmatic
150,Sarcomatoid Features,"Infiltrating Renal Pelvis Urothelial Carcinoma, Sarcomatoid Variant"
151,Immunoglobulin Light Chain Deposition,Chronic Lymphocytic Leukemia with Unmutated Immunoglobulin Heavy Chain Variable-Region Gene
152,Honeycomb Pattern,"Testicular Yolk Sac Tumor, Polyvesicular Vitelline Pattern"
153,Polyclonal hypergammaglobulinemia,Occult Lung Cancer AJCC v8
154,Erythroid Precursors 50 Percent or More of Bone Marrow Nucleated Cells,Childhood Undifferentiated High Grade Pleomorphic Sarcoma of Bone
155,Microsatellite Stable,Occult Lung Cancer AJCC v8
156,Myofibroblastic Differentiation,Thyroid Gland Carcinoma Showing Thymus-Like Differentiation
157,Lesion Less than 10mm in Diameter,Colon Carcinoma Metastatic in the Liver
158,Radial Growth Phase,"Polycythemia Vera, Polycythemic Phase"
159,Infundibular-Like Structures Present,Occult Lung Cancer AJCC v8
160,Atypical Glandular Epithelium Resembling the Normal Endometrium Present,Infiltrating Ureter Urothelial Carcinoma with Glandular Differentiation
161,Hot Nodule,Thyroid Nodule
162,Extraocular Dissemination of Disease,Paget Disease of the Scrotum
163,Dilated Vascular Space Formation,Benign Cutaneous Vascular Neoplasm
164,Schwannian Stroma More than 50 Percent of the Tumor Volume,Multinodular and Vacuolated Tumor of the Cerebrum
165,Angiocentric Pattern,Angiocentric lymphoma stage I
166,Histiocytosis haematophagic,Refractory Langerhans Cell Histiocytosis
167,Mucinous degeneration,Ampulla of Vater Mucinous Adenocarcinoma
168,Neuroectodermal Differentiation,Thyroid Gland Carcinoma Showing Thymus-Like Differentiation
169,Epithelioid Component Present,Breast Epithelioid Hemangioma
170,Lamellar Pattern,"Testicular Yolk Sac Tumor, Endodermal Sinus Pattern"
171,HER2/Neu Negative,Adenocarcinoma with squamous metaplasia
172,Trichoblastic Differentiation,Superficial Epithelioma with Sebaceous Differentiation
173,Diffuse Lesion,Diffuse Lipomatosis
174,Epithelioid Differentiation,Infiltrating Ureter Urothelial Carcinoma with Glandular Differentiation
175,Fibroblastoma-Like Differentiation,Thyroid Gland Carcinoma Showing Thymus-Like Differentiation
176,Mixed Cellular Population,Cellular neurothekeoma
177,Non-Contiguous Disease,Chronic Bullous Disease of Childhood
178,Lymphoplasmacytic Infiltrate,Malignant neoplasm of stomach recurrent
179,Retiform Structures Comprise 90% or More of the Tumor,Benign Mixed Tumor of the Vulva
180,Myeloblasts Under 1 Percent of Peripheral Blood White Cells,Peripheral neuroepithelioma of bone metastatic
181,Acral Lesion,Reactive Cutaneous Fibrous Lesion
182,Endometrial Type Glands and Stroma Present,Gastric Body Carcinoma In Situ AJCC v6 and v7
183,Koilocytotic atypia,Occult Lung Cancer AJCC v8
184,Numerous Stromal Mast Cells Present,Stromal sarcoma
185,Finding related to pregnancy,Acute myeloid leukemia and myelodysplastic syndrome related to alkylating agent
186,Spindle Cell Metaplasia,Ciliary Body Spindle Cell Type B Melanoma
187,Numerous Stromal Mast Cells Present,Stage IIIA Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8
188,Fibromuscular Stroma Formation,Thyroid Gland Papillary Carcinoma with Fibromatosis/Fasciitis-Like Stroma
189,WNT Pathway Activated,Refractory Visual Pathway Glioma
190,Hyperplastic Epithelial Tissue Present,Liver Mucosa-Associated Lymphoid Tissue Lymphoma
191,Paucicellular Stroma Present,Gastric Carcinoma with Lymphoid Stroma
192,Poorly Differentiated Neuroendocrine Lesion,Poorly Differentiated Neuroblastoma
193,Lesion with Diameter of 10mm or Less,Myeloid or lymphoid neoplasm with alpha-type platelet-derived growth factor receptor gene rearrangement
194,Tumor Mass,Malignant Gastric Granular Cell Tumor
195,Melanocytes Near the Tips and Sides of Elongated Rete Ridges Present,Multinodular and Vacuolated Tumor of the Cerebrum
196,Tubular Structures Present,Small Intestinal Tubular Adenoma
197,Macule,Occult Lung Cancer AJCC v8
198,Acral Lesion,Pre-Malignant Skin Epithelial Lesion
199,Nests of Nevus Cells Resembling Nerve Bundles Present,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
200,Ganglion Cell-Like Elements Present,Ductal Eccrine Carcinoma with Spindle Cell Elements
201,Numerous Stromal Mast Cells Present,Prostate Stromal Proliferation of Uncertain Malignant Potential
202,"Variably-Sized Cysts Filled With Clear, Serous, or Gelatinous Fluid",Ovarian Biphasic or Triphasic Teratoma
203,Villous Projections of the Neoplastic Epithelium Present,Bladder Carcinoma Infiltrating the Muscle of the Bladder Wall
204,BRAF V600E Mutation Present,Myeloid Neoplasms with Germline GATA2 Mutation
205,Pseudorosette Formation,Occult Lung Cancer AJCC v8
206,Thyroglobulin Positive Neoplastic Cells Present,Neoplastic Polyp
207,Apple Green Dichromism Present in Polarized Congo-Red Stained Sections,Colorectal Carcinoma Metastatic in the Liver
208,Pseudostratified Columnar Tumor Cells Present,Ampulla of Vater Enterochromaffin Cell Serotonin-Producing Neuroendocrine Tumor
209,Apocrine metaplasia,Nephrogenic metaplasia
210,Intra or Intercytoplasmic Lumina Present,Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2); RPN1-EVI1
211,Bone Marrow Lymphoplasmacytic Infiltration of Less than 10%,Malignant Giant Cell Tumor of Bone
212,Stable Disease,Localized Castleman Disease
213,Malignant Epithelial Cells with Abundant Clear Cytoplasm Containing Glycogen Present,Metastatic Infiltrating Bladder Urothelial Carcinoma with Giant Cells
214,Bone marrow depression,Unresectable Bone Sarcoma
215,Immature Granulocytes in Peripheral Blood Increased,Colorectal Carcinoma Metastatic in the Liver
216,Proliferation of Basaloid Cells Parallel to the Long Axis of the Epidermis Present,Stage III Mucosal Melanoma of the Head and Neck AJCC v7
217,Steatohepatitis,Malignant neoplasm of stomach recurrent
218,Nested Pattern,"Testicular Yolk Sac Tumor, Microcystic Pattern"
219,Translocations Involving Tyrosine Kinases or Cytokine Receptors Present,Acute Myeloid Leukemia with Variant MLL Translocations
220,Focal Pattern,"Testicular Yolk Sac Tumor, Microcystic Pattern"
221,High Plasma Renin Activity,DS Stage II Plasma Cell Myeloma
222,Increased megakaryocytes (bone marrow),Occult Lung Cancer AJCC v8
223,Koilocytotic atypia,Occult Lung Cancer AJCC v8
224,Megakaryoblasts 50 Percent or More of Bone Marrow Nucleated Cells,Malignant Giant Cell Tumor of Bone
225,Pregnancy Complications,Non-Hodgkin Lymphoma During Pregnancy
226,Superficial Lesion,Pre-Malignant Skin Epithelial Lesion
227,Intracytoplasmic and Extracytoplasmic Eosinophilic Material Present,Stage III Mucosal Melanoma of the Head and Neck AJCC v7
228,Multinodular Lesion,Pre-Malignant Skin Epithelial Lesion
229,Lesion with Diameter of 2cm or Less,Columnar Cell Change of the Breast with Atypia
230,Urine phosphorous concentration above normal,Occult Lung Cancer AJCC v8
231,Defective Heavy Chain Present,Small Lymphocytic Lymphoma with Unmutated Immunoglobulin Heavy Chain Variable-Region Gene
232,Platinum Sensitivity,Occult Lung Cancer AJCC v8
233,Intravascular Fibrin Thrombus Formation,Intravascular Angioleiomyoma
234,Primary Lesion,Primary mediastinal large B-cell lymphoma stage III
235,Peribronchial Proliferation of Neoplastic Cells Present,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
236,Hypertensive disease,Lhermitte-Duclos disease
237,Tissue Differentiation Uncertain,Liver Mucosa-Associated Lymphoid Tissue Lymphoma
238,Neoplastic Granulocytes and Precursors 20 Percent or More of Bone Marrow Cells,Stage III Mucosal Melanoma of the Head and Neck AJCC v7
239,Severe cytologic atypia,Complex endometrial hyperplasia without atypia
240,Cells of Monocytic Lineage 80 Percent or More of Bone Marrow Leukemic Cells,Osteoclastic Giant Cell-Rich Tumor of Bone
241,Cholesterolosis,Adenocarcinoma with squamous metaplasia
242,Unclassifiable Lesion,Reactive Cutaneous Fibrous Lesion
243,Finding related to pregnancy,Acute myeloid leukemia and myelodysplastic syndrome related to alkylating agent
244,Distortion of the Hair Follicle,Erosive Adenomatosis of the Nipple
245,Multiple Tumor Masses,Ampulla of Vater Enterochromaffin Cell Serotonin-Producing Neuroendocrine Tumor
246,Neoplastic Plasma Cells Present in Bone Marrow,Bone Marrow Transplantation Nephropathy
247,Unifocal Disease,Localized Castleman Disease
248,Melanin-Pigmented Dendritic Cells Present,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
249,effusion,Occult Lung Cancer AJCC v8
250,Infundibular-Like Structures Present,Occult Lung Cancer AJCC v8
251,Presence of a Hormonal Syndrome,Recurrent tumors of the Ewing's family
252,Giant Mitochondria Present,Giant cell angiofibroma
253,Endobronchial Lesion,Pre-Malignant Skin Epithelial Lesion
254,Huge Vascular Channel Formation,Radiation-Induced Vascular Disease
255,Polymorphic Cellular Infiltrate,Cellular Blue Nevus
256,Cytologic atypia,Occult Lung Cancer AJCC v8
257,Fried-Egg Appearance of the Bone Marrow,Bladder Carcinoma Infiltrating the Muscle of the Bladder Wall
258,Thin-Walled Branching Vascular Pattern,"Testicular Yolk Sac Tumor, Hepatoid Pattern"
259,Two Separate Tumor Masses Present in the Same Organ,Metastatic Malignant Neoplasm in the Sellar Region
260,Lesion with Diameter Less than 11mm,Infiltrating Ureter Urothelial Carcinoma with Glandular Differentiation
261,Acral Lesion,Acral Lentiginous Malignant Melanoma
262,Humoral hypercalcemia of malignancy (disorder),Malignant neoplasm of stomach recurrent
263,Differentiating Neuroblasts Under 5 Percent of the Tumor Cells,Multinodular and Vacuolated Tumor of the Cerebrum
264,Malignant Primitive Cellular Infiltrate,Malignant Gastric Granular Cell Tumor
265,Extensive Stage Lesion,Stage IB Uterine Corpus Cancer AJCC v7
266,Unmethylated MGMT Gene Promoter,"Diffuse Large B-Cell Lymphoma, Not Otherwise Specified by Gene Expression Profile"
267,Venous Type Vascular Channel Formation,Intermediate Cell Type Ciliary Body Melanoma
268,Fibroblastoma-Like Differentiation,Superficial Epithelioma with Sebaceous Differentiation
269,Tubal Diverticulosis,Tubal Hyperplasia
270,Diffuse Immunoblastic Proliferation,Hereditary Diffuse Gastric Adenocarcinoma
271,Endometrial Type Glands and Stroma Present,Testicular Mixed Embryonal Carcinoma and Seminoma
272,PSA Failure,Malignant neoplasm of stomach recurrent
273,Blasts Under 20 Percent of Bone Marrow Nucleated Cells,Osteoclastic Giant Cell-Rich Tumor of Bone
274,Serum phosphate concentration below normal,Adenocarcinoma with squamous metaplasia
275,Bilateral Disease,Multi-centric Castleman's Disease
276,HMB-45-Positive Neoplastic Cells Present,Metastatic Infiltrating Bladder Urothelial Carcinoma with Giant Cells
277,Presence of a Hormonal Syndrome,"Benign neoplasm of brain, unspecified"
278,Dyskeratosis,Malignant neoplasm of stomach recurrent
279,Serrated Glandular Architecture,Cervical Glandular Neoplasm
280,Solitary Skin Tumor,Peritoneal Solitary Fibrous Tumor
281,Proliferation of Basaloid Cells Parallel to the Long Axis of the Epidermis Present,Bladder Carcinoma Infiltrating the Muscle of the Bladder Wall
282,Rarely Metastasizing Lesion,Pre-Malignant Skin Epithelial Lesion
283,Neoplastic Growth or Spread,Myeloid or lymphoid neoplasm with alpha-type platelet-derived growth factor receptor gene rearrangement
284,Unilineage Dysplasia Present,Ampullary Noninvasive Pancreatobiliary Papillary Neoplasm with Low Grade Dysplasia
285,Desmoplastic Stroma Formation,Gastric Carcinoma with Lymphoid Stroma
286,Concentric Perivascular Arrangement of Tumor Cells,Ampulla of Vater Neuroendocrine Tumor
287,Mixed Cellular Population,Cellular neurothekeoma
288,Myeloblasts Under 5 Percent of Bone Marrow Nucleated Cells,Childhood Undifferentiated High Grade Pleomorphic Sarcoma of Bone
289,Abundant Intracytoplasmic Lipofuscin Present,Adenocarcinoma with squamous metaplasia
290,Blasts 10-19 Percent of Bone Marrow Nucleated Cells,Childhood Undifferentiated High Grade Pleomorphic Sarcoma of Bone
291,Congenital Lesion,Reactive Cutaneous Fibrous Lesion
292,Desmoplastic Stroma Formation,Gastric Carcinoma with Lymphoid Stroma
293,Invasive Focus of Carcinoma Cells Measuring More Than 5 mm Present,Bladder Carcinoma Infiltrating the Muscle of the Bladder Wall
294,Efferent Arteriolar Hyalinosis,Adenocarcinoma with squamous metaplasia
295,Therapy-Related Toxicity,Adenocarcinoma with squamous metaplasia
296,Sebaceous Differentiation,Infiltrating Ureter Urothelial Carcinoma with Glandular Differentiation
297,Absence of Invasion,Malignant neoplasm of stomach recurrent
298,Dilated Terminal Duct Lobular Units with Acini Lined by More than Two Layers of Columnar Epithelial Cells Present,Columnar Cell Change of the Breast with Atypia
299,Transformed Phase of Disease,Chronic Bullous Disease of Childhood
300,Melanin-Pigmented Dendritic Cells Present,Metastatic Infiltrating Bladder Urothelial Carcinoma with Giant Cells
301,Misplaced Exocytosis Present,Adenocarcinoma with squamous metaplasia
302,Proliferation of Basaloid Cells Parallel to the Long Axis of the Epidermis Present,Bladder Carcinoma Infiltrating the Muscle of the Bladder Wall
303,Muscle Invasion,Uterine Corpus Smooth Muscle Tumor of Uncertain Malignant Potential
304,Islands of Odontogenic Epithelium Present,Recurrent tumors of the Ewing's family
305,Increased red cell mass,Basal cell carcinoma
306,Vacuolated Plasma Cells in the Bone Marrow,Colorectal Carcinoma Metastatic in the Liver
307,Enterochromaffin Type Granules Present,Multiple Endocrine Neoplasia Type 2a
308,Confluent Sheets of Anaplastic T-Lymphocytes Present,Malignant neoplasm of stomach recurrent
309,Spindle Cell Osteo-Fibrous Component Present,Ciliary Body Spindle Cell Type B Melanoma
310,Polyclonal hypergammaglobulinemia,Pseudolymphoma
311,Pseudoalveolar Pattern,"Testicular Yolk Sac Tumor, Endodermal Sinus Pattern"
312,Bone Marrow Involvement,Unresectable Bone Sarcoma
313,Atypical Mitotic Figures,Recurrent Atypical Teratoid/Rhabdoid Tumor
314,Bead-Like Arrangement of Elastic Fibers,"Benign neoplasm of brain, unspecified"
315,Localized Hydropic Villous Change,Localized Castleman Disease
316,Sclerotic Pattern,"Testicular Yolk Sac Tumor, Hepatoid Pattern"
317,Slit-Like Vascular Channel Formation,Radiation-Induced Vascular Disease
318,Diffuse Immunoblastic Proliferation,Immunoblastic Large-Cell Lymphoma
319,Glomeruloid Vessels Present,Occult Lung Cancer AJCC v8
320,Cytopenia,Occult Lung Cancer AJCC v8
321,progesterone receptor negative,Adenocarcinoma with squamous metaplasia
322,Fibromyxoid Stroma Formation,Classical Low Grade Fibromyxoid Sarcoma
323,Primary Site Unspecified,Primary cutaneous diffuse large cell B-cell lymphoma
324,Fibrovascular Septa Present,Occult Lung Cancer AJCC v8
325,Epithelial hyperplasia of skin,Benign fibrohistiocytic neoplasm of skin
326,Slit-Like Stromal Retraction Present,Prostate Stromal Proliferation of Uncertain Malignant Potential
327,Microcystic Change,Microcystic meningioma
328,Huge Vascular Channel Formation,Vascular neoplasm of skin
329,Unilineage Dysplasia Present,Squamous Lung Dysplasia
330,Skin Erosion,Transplant-Related Skin Squamous Cell Carcinoma
331,Well Differentiated Lesion,Well Differentiated Malignant Neoplasm
332,Folliculotropic Lymphocytic Infiltrate,Cutaneous Chronic Lymphocytic Leukemia
333,Misplaced Exocytosis Present,Pseudolymphoma
334,Peribronchial Proliferation of Neoplastic Cells Present,T-Cell Proliferation of Uncertain Malignant Potential
335,Vascular proliferation,Vascular neoplasm of skin
336,Locally Aggressive Lesion,Locally Advanced Head and Neck Carcinoma
337,Defective Gamma Heavy Chain Present,Small Lymphocytic Lymphoma with Unmutated Immunoglobulin Heavy Chain Variable-Region Gene
338,Psammoma Body Formation,Intermediate Cell Type Ciliary Body Melanoma
339,Perivascular Pseudorosette Formation,Adenocarcinoma with squamous metaplasia
340,Calcinosis,Adenocarcinoma with squamous metaplasia
341,Moderate cytologic atypia,Colorectal Adenoma with Moderate Dysplasia
342,Slow Growing Painless Mass,Occult Lung Cancer AJCC v8
343,Fibrotic Stroma Formation,Thyroid Gland Papillary Carcinoma with Fibromatosis/Fasciitis-Like Stroma
344,Multifocal Multisystem Disease,Localized Castleman Disease
345,Cutaneous plaque,Grade 3 Cutaneous Follicular Lymphoma
