,CUI1,CUI2
35,Nervous system complication from surgically implanted device,Interventional procedure
36,Mucocutaneous Lymph Node Syndrome,Fever
37,Urinary calculus in schistosomiasis,Schistosoma hematobium infection
38,Complete miscarriage with genital tract or pelvic infection,Communicable Diseases
39,Fetus with viral damage via mother,Virus Diseases
40,Fetus with viral damage via mother - delivered,Virus Diseases
41,Fetus with viral damage via mother with antenatal problem,Virus Diseases
42,Fetus with viral damage via mother,Virus Diseases
43,"Mechanical complication of nervous system device, implant AND/OR graft",Interventional procedure
44,Mechanical complication of nervous system device,Interventional procedure
45,Mechanical complication of dorsal column stimulator,Interventional procedure
46,Mechanical complication of electrodes implanted in brain,Interventional procedure
47,"Mechanical complication of nervous system device, implant AND/OR graft",Interventional procedure
48,"Mechanical complication of other specified prosthetic device, implant, and graft",Interventional procedure
49,"Mechanical complication of prosthetic device, unspecified",Interventional procedure
50,Mechanical complication of chin prosthesis,Interventional procedure
51,Mechanical complication of eye orbit prosthesis,Interventional procedure
52,Graft complications,Interventional procedure
53,"Mechanical complication of other specified prosthetic device, implant, and graft",Interventional procedure
54,"Other complications of internal prosthetic device, implant, and graft",Interventional procedure
55,Disruption of nerve repair,Neuroplasty
56,Vacuolar myelopathy,Acquired Immunodeficiency Syndrome
57,Disorder of nerve repair,Neuroplasty
58,Dehiscence of nerve repair,Neuroplasty
59,Neuroma of nerve repair,Neuroplasty
60,Toxic inhalation-induced febrile illness,Fever
61,Humidifier fever,Fever
62,Pulmonary mycotoxicosis,Fever
63,Lymphedema due to lymphogranuloma venereum,Lymphogranuloma Venereum
64,Disorder of dental prosthesis,Interventional procedure
65,Dental Prosthesis Failure,Interventional procedure
66,suspected damage to fetus from maternal toxoplasmosis,Toxoplasmosis
67,Organ dysfunction syndrome,Systemic inflammatory response syndrome associated with organ dysfunction
68,Allergic contact dermatitis caused by nickel implant,Interventional procedure
69,Febrile proteinuria,Fever
70,Fetus with viral damage via mother,Virus Diseases
71,Intrauterine Devices,Retained intrauterine contraceptive device in pregnancy
72,Mechanical complication of central nervous system device,Interventional procedure
73,Mechanical complication of central nervous system device,Interventional procedure
74,Breakage of prosthesis,Interventional procedure
75,Disorders of prostheses and implants of the nervous system,Interventional procedure
76,Disorder of dorsal column stimulator,Interventional procedure
77,Disorder of electrodes implanted in brain,Interventional procedure
78,Neuroplasty,Disruption of nerve repair
79,Neuroplasty,Disorder of nerve repair
80,Neuroplasty,Dehiscence of nerve repair
81,Neuroplasty,Neuroma of nerve repair
82,Fractured maxillofacial prosthesis,Interventional procedure
83,Parametritis,Abortion with parametritis
84,"complications; prosthetic, mechanical",Interventional procedure
85,Incomplete inevitable miscarriage complicated by genital tract and pelvic infection,Communicable Diseases
86,Disorder of prostheses and implants,Interventional procedure
87,Postprocedural intra-abdominal sepsis,Interventional procedure
88,Welders ague,Fever
89,Dislocated intraocular lens,Interventional procedure
90,Dislocated intraocular lens into vitreous,Interventional procedure
91,Disorders of prostheses and implants of the eye,Interventional procedure
92,Disorder of intraocular lens,Interventional procedure
93,Deposits on intraocular lens,Interventional procedure
94,YAG laser pit in intraocular lens,Interventional procedure
95,Silicone oil droplets on intraocular lens,Interventional procedure
96,Migration of spinal cord stimulator,Interventional procedure
97,Polymer fume fever,Fever
98,Mycoses,Mycotic abortion
99,Female pelvic peritonitis,pelvic peritonitis following abortion
100,Virus Diseases,Fetus with viral damage via mother
101,Virus Diseases,Fetus with viral damage via mother - delivered
102,Virus Diseases,Fetus with viral damage via mother with antenatal problem
103,Virus Diseases,Fetus with viral damage via mother
104,Virus Diseases,Fetus with viral damage via mother
105,Migration of implant or internal device,Interventional procedure
106,infection of genital tract involving pelvis following abortion,Communicable Diseases
107,salpingitis following abortion,Salpingitis
108,pelvic peritonitis following abortion,Female pelvic peritonitis
109,Miscarriage complicated by genital-pelvic infection,Communicable Diseases
110,endometritis; abortion,Endometritis
111,Abortion with parametritis,Parametritis
112,salpingo-oophoritis following abortion,Tubo-ovarian inflammatory disease
113,Legal termination of pregnancy complicated by genital-pelvic infection,Communicable Diseases
114,Illegal termination of pregnancy complicated by genital-pelvic infection,Communicable Diseases
115,Fever,Mucocutaneous Lymph Node Syndrome
116,Fever,Toxic inhalation-induced febrile illness
117,Fever,Humidifier fever
118,Fever,Pulmonary mycotoxicosis
119,Fever,Febrile proteinuria
120,Fever,Welders ague
121,Fever,Polymer fume fever
122,Fever,Sweet's disease due to drug
123,Fever,Febrile Ulceronecrotic Mucha-Habermann disease
124,Fever,Sweet's disease following infection
125,Fever,Disorder characterized by fever
126,Fever,Copper fever
127,Fever,Myoclonus associated with fever
128,Fever,Metal fever
129,Fever,Febrile transfusion reaction
130,Fever,Brass-founders' fever
131,Fever,Mucocutaneous Lymph Node Syndrome
132,Fever,Grain fever
133,Fever,Sweet Syndrome
134,Operative Surgical Procedures,Dehiscence of internal surgical wound
135,Sweet's disease due to drug,Fever
136,Febrile Ulceronecrotic Mucha-Habermann disease,Fever
137,Erythema nodosum due to bacterial infection,Bacterial Infections
138,Erythema nodosum due to streptococcal infection,Streptococcal Infections
139,Erythema nodosum due to Yersinia enterocolitica,Infection by Yersinia enterocolitica
140,Erythema multiforme due to mycoplasma infection,Mycoplasma Infections
141,Sweet's disease following infection,Fever
142,Scleroderma-associated necrotizing vasculitis,Connective Tissue Diseases
143,Scleroderma-associated nail dystrophy,Dermatologic disorders
144,Dental prosthesis infection,Interventional procedure
145,Communicable Diseases,Complete miscarriage with genital tract or pelvic infection
146,Communicable Diseases,Incomplete inevitable miscarriage complicated by genital tract and pelvic infection
147,Communicable Diseases,infection of genital tract involving pelvis following abortion
148,Communicable Diseases,Miscarriage complicated by genital-pelvic infection
149,Communicable Diseases,Legal termination of pregnancy complicated by genital-pelvic infection
150,Communicable Diseases,Illegal termination of pregnancy complicated by genital-pelvic infection
151,Communicable Diseases,Fetal OR neonatal jaundice from infection
152,Pharmaceutical Preparations,Myotonia due to drug
153,Pharmaceutical Preparations,Dependence on unknown drug
154,Disorder characterized by fever,Fever
155,Opacification of intraocular lens,Interventional procedure
156,"Unspecified complication of internal orthopedic prosthetic device, implant and graft",Interventional procedure
157,Dislocated capsular tension ring,Interventional procedure
158,Opacification of intraocular lens,Interventional procedure
159,Exudative maculopathy with type 1 diabetes mellitus,Diabetes Mellitus
160,Decentered intraocular lens implant,Interventional procedure
161,Listeriosis,Listeria miscarriage
162,Brucella abortus infection,Miscarriage due to Brucella abortus
163,Infection due to Brucella canis,Abortion due to Brucella canis
164,Miscarriage due to Brucella abortus,Brucella abortus infection
165,Abortion due to Brucella canis,Infection due to Brucella canis
166,Copper fever,Fever
167,Destot sign,Fracture of pelvis
168,Systemic inflammatory response syndrome associated with organ dysfunction,Organ dysfunction syndrome
169,Myoclonus associated with fever,Fever
170,Multiple complications due to diabetes mellitus,Diabetes Mellitus
171,Myotonia due to drug,Pharmaceutical Preparations
172,Hyperglycemic crisis in diabetes mellitus,Diabetes Mellitus
173,Dependence on unknown drug,Pharmaceutical Preparations
174,Hepatitis B associated with Human immunodeficiency virus infection,HIV Infections
175,Dehiscence of internal surgical wound,Operative Surgical Procedures
176,Cloudy peritoneal dialysis effluent,Peritoneal Dialysis
177,Failure of osseointegration of dental implant,Interventional procedure
178,Non-Hodgkin lymphoma associated with Human immunodeficiency virus infection,HIV Infections
179,Tubo-ovarian inflammatory disease,salpingo-oophoritis following abortion
180,Mechanical complication of eye orbit prosthesis,Interventional procedure
181,Mechanical complication of bile duct prosthesis,Interventional procedure
182,Listeria miscarriage,Listeriosis
183,Schistosoma hematobium infection,Urinary calculus in schistosomiasis
184,Mycotic abortion,Mycoses
185,Acquired Immunodeficiency Syndrome,Vacuolar myelopathy
186,mechanical complication due to ocular lens prosthesis,Interventional procedure
187,Peritoneal Dialysis,Cloudy peritoneal dialysis effluent
188,Interventional procedure,Failure of dental post
189,Interventional procedure,Blocked central line
190,Interventional procedure,Mechanical complication of chin prosthesis
191,Interventional procedure,Complication of implant
192,Interventional procedure,Nervous system complication from surgically implanted device
193,Interventional procedure,"Mechanical complication of nervous system device, implant AND/OR graft"
194,Interventional procedure,Mechanical complication of nervous system device
195,Interventional procedure,Mechanical complication of dorsal column stimulator
196,Interventional procedure,Mechanical complication of electrodes implanted in brain
197,Interventional procedure,"Mechanical complication of nervous system device, implant AND/OR graft"
198,Interventional procedure,"Mechanical complication of other specified prosthetic device, implant, and graft"
199,Interventional procedure,"Mechanical complication of prosthetic device, unspecified"
200,Interventional procedure,Mechanical complication of chin prosthesis
201,Interventional procedure,Mechanical complication of eye orbit prosthesis
202,Interventional procedure,Graft complications
203,Interventional procedure,"Mechanical complication of other specified prosthetic device, implant, and graft"
204,Interventional procedure,"Other complications of internal prosthetic device, implant, and graft"
205,Interventional procedure,Disorder of dental prosthesis
206,Interventional procedure,Dental Prosthesis Failure
207,Interventional procedure,Allergic contact dermatitis caused by nickel implant
208,Interventional procedure,Mechanical complication of central nervous system device
209,Interventional procedure,Mechanical complication of central nervous system device
210,Interventional procedure,Breakage of prosthesis
211,Interventional procedure,Disorders of prostheses and implants of the nervous system
212,Interventional procedure,Disorder of dorsal column stimulator
213,Interventional procedure,Disorder of electrodes implanted in brain
214,Interventional procedure,Fractured maxillofacial prosthesis
215,Interventional procedure,"complications; prosthetic, mechanical"
216,Interventional procedure,Disorder of prostheses and implants
217,Interventional procedure,Postprocedural intra-abdominal sepsis
218,Interventional procedure,Dislocated intraocular lens
219,Interventional procedure,Dislocated intraocular lens into vitreous
220,Interventional procedure,Disorders of prostheses and implants of the eye
221,Interventional procedure,Disorder of intraocular lens
222,Interventional procedure,Deposits on intraocular lens
223,Interventional procedure,YAG laser pit in intraocular lens
224,Interventional procedure,Silicone oil droplets on intraocular lens
225,Interventional procedure,Migration of spinal cord stimulator
226,Interventional procedure,Migration of implant or internal device
227,Interventional procedure,Dental prosthesis infection
228,Interventional procedure,Opacification of intraocular lens
229,Interventional procedure,"Unspecified complication of internal orthopedic prosthetic device, implant and graft"
230,Interventional procedure,Dislocated capsular tension ring
231,Interventional procedure,Opacification of intraocular lens
232,Interventional procedure,Decentered intraocular lens implant
233,Interventional procedure,Failure of osseointegration of dental implant
234,Interventional procedure,Mechanical complication of eye orbit prosthesis
235,Interventional procedure,Mechanical complication of bile duct prosthesis
236,Interventional procedure,mechanical complication due to ocular lens prosthesis
237,Interventional procedure,Mechanical complication of aortic graft
238,Interventional procedure,Implant site reaction
239,Interventional procedure,Drug implant site reaction
240,Interventional procedure,Drug implant site rejection
241,Interventional procedure,Adverse effect of prosthetic device
242,Metal fever,Fever
243,Diabetes Mellitus,Exudative maculopathy with type 1 diabetes mellitus
244,Diabetes Mellitus,Multiple complications due to diabetes mellitus
245,Diabetes Mellitus,Hyperglycemic crisis in diabetes mellitus
246,Febrile transfusion reaction,Fever
247,Brass-founders' fever,Fever
248,Mucocutaneous Lymph Node Syndrome,Fever
249,Leptospirosis,Miscarriage due to Leptospira
250,Fracture of pelvis,Destot sign
251,Endometritis,endometritis; abortion
252,Mechanical complication of aortic graft,Interventional procedure
253,Grain fever,Fever
254,Infection by Yersinia enterocolitica,Erythema nodosum due to Yersinia enterocolitica
255,Sweet Syndrome,Fever
256,Streptococcal Infections,Erythema nodosum due to streptococcal infection
257,HIV Infections,Hepatitis B associated with Human immunodeficiency virus infection
258,HIV Infections,Non-Hodgkin lymphoma associated with Human immunodeficiency virus infection
259,Bacterial Infections,Erythema nodosum due to bacterial infection
260,Salpingitis,salpingitis following abortion
261,Fetal OR neonatal jaundice from infection,Communicable Diseases
262,Retained intrauterine contraceptive device in pregnancy,Intrauterine Devices
263,Dermatologic disorders,Scleroderma-associated nail dystrophy
264,Implant site reaction,Interventional procedure
265,Drug implant site reaction,Interventional procedure
266,Drug implant site rejection,Interventional procedure
267,Adverse effect of prosthetic device,Interventional procedure
268,Mycobacterium tuberculosis,Exposure to Mycobacterium tuberculosis
269,Neutrophil count decreased,Neutropenic sepsis
270,Exposure to Bacillus anthracis,Bacillus anthracis
271,Neisseria meningitidis,Exposure to Neisseria meningitidis
272,HIV,Exposure to Human immunodeficiency virus
273,Dementia associated with another disease,Disease
274,Myopathy due to systemic sclerosis,Systemic Scleroderma
275,Human herpesvirus 3,Exposure to varicella
276,Human herpes simplex virus,Exposure to anogenital Herpes simplex virus
277,Bacillus anthracis,Exposure to Bacillus anthracis
278,Trichomonas vaginalis,Exposure to genital trichomoniasis
279,Construction of conduit - right atrium to pulmonary trunk,Leakage of conduit from right atrium to pulmonary artery
280,insulin resistance in diabetes,Pharmaceutical Preparations
281,Insulin resistance - type A,Pharmaceutical Preparations
282,Insulin resistance - type B,Pharmaceutical Preparations
283,Wound hematoma,Infection of wound hematoma
284,Smallpox Viruses,Exposure to Variola virus
285,Leptospira,Exposure to Leptospira
286,Salmonella,Exposure to Salmonella
287,Pediculus humanus capitis (eukaryote),Exposure to Pediculus humanus capitus
288,Complication of gastrostomy,Gastrostomy
289,Drug resistance,Pharmaceutical Preparations
290,Hepatitis A Virus,Exposure to Hepatitis A virus
291,Osteoporosis due to corticosteroid,Pharmaceutical Preparations
292,Organism,Exposure to organism
293,Pharmaceutical Preparations,insulin resistance in diabetes
294,Pharmaceutical Preparations,Insulin resistance - type A
295,Pharmaceutical Preparations,Insulin resistance - type B
296,Pharmaceutical Preparations,Drug resistance
297,Pharmaceutical Preparations,Osteoporosis due to corticosteroid
298,Pharmaceutical Preparations,Drug resistance to antiretroviral therapy
299,Pharmaceutical Preparations,Insulin Resistance
300,Pharmaceutical Preparations,Increased drug resistance
301,Pharmaceutical Preparations,Drug resistance to corticoids
302,SARS coronavirus,Exposure to severe acute respiratory syndrome coronavirus
303,Calymmatobacterium granulomatis,Exposure to Klebsiella granulomatis
304,Exposure to Mumps virus (event),Mumps virus
305,Drug resistance to antiretroviral therapy,Pharmaceutical Preparations
306,Malfunction of gastrostomy tube,Gastrostomy
307,Abscess of gastrostomy button site,Gastrostomy
308,Human poliovirus,Exposure to Human poliovirus
309,"Influenza A Virus, H1N1 Subtype",Exposure to Influenza A virus subtype H1N1
310,Infection of gastrostomy site,Gastrostomy
311,Disorder of cornea associated with contact lens,Contact Lenses
312,Leakage of conduit from right atrium to pulmonary artery,Construction of conduit - right atrium to pulmonary trunk
313,Developmentally disabled (finding),Developmental Disabilities
314,Infection of tick bite,Tick bite (disorder)
315,Neutropenic sepsis,Neutrophil count decreased
316,Exposure to organism,Organism
317,Infection of wound hematoma,Wound hematoma
318,Erythropoietin resistance in anemia of chronic kidney disease,Erythropoietin
319,Exposure to Variola virus,Smallpox Viruses
320,Exposure to Human immunodeficiency virus,HIV
321,Exposure to Neisseria meningitidis,Neisseria meningitidis
322,Exposure to Klebsiella granulomatis,Calymmatobacterium granulomatis
323,Exposure to Gardnerella vaginalis,Gardnerella vaginalis
324,Exposure to Human poliovirus,Human poliovirus
325,Exposure to Haemophilus ducreyi,Hemophilus ducreyi
326,Exposure to Neisseria gonorrhoeae,Neisseria gonorrhoeae
327,Exposure to Treponema pallidum,Treponema pallidum
328,Exposure to Vibrio cholerae (event),Vibrio cholerae
329,Exposure to Enterobius vermicularis,Enterobius vermicularis
330,Exposure to Bordetella pertussis,Bordetella pertussis
331,Exposure to anaerobic bacterial vaginosis,"Bacteria, Anaerobic"
332,Exposure to Legionella,Legionella
333,Exposure to Leptospira,Leptospira
334,Exposure to Streptococcus (event),Streptococcus
335,Exposure to Chlamydia trachomatis,Chlamydia trachomatis
336,Exposure to Pediculus humanus capitus,Pediculus humanus capitis (eukaryote)
337,Exposure to Influenza A virus subtype H1N1,"Influenza A Virus, H1N1 Subtype"
338,Rubeola exposure,Measles virus
339,Exposure to genital trichomoniasis,Trichomonas vaginalis
340,Exposure to varicella,Human herpesvirus 3
341,Exposure to Rubella virus,Rubella virus
342,Exposure to Rabies virus,Rabies virus
343,Exposure to lymphogranuloma venereum,Chlamydia trachomatis
344,Exposure to severe acute respiratory syndrome coronavirus,SARS coronavirus
345,Exposure to Hepatitis B virus,Hepatitis B Virus
346,Exposure to anogenital Herpes simplex virus,Human herpes simplex virus
347,Exposure to Salmonella,Salmonella
348,Exposure to Hepatitis A virus,Hepatitis A Virus
349,Exposure to Mycobacterium tuberculosis,Mycobacterium tuberculosis
350,Exposure to rubella in pregnancy,Rubella virus
351,Insulin Resistance,Pharmaceutical Preparations
352,Mumps virus,Exposure to Mumps virus (event)
353,Polyarthropathy associated with another disorder,Disease
354,Rubella virus,Exposure to Rubella virus
355,Rubella virus,Exposure to rubella in pregnancy
356,Bordetella pertussis,Exposure to Bordetella pertussis
357,Measles virus,Rubeola exposure
358,Developmental Disabilities,Developmentally disabled (finding)
359,Gastrostomy,Complication of gastrostomy
360,Gastrostomy,Malfunction of gastrostomy tube
361,Gastrostomy,Abscess of gastrostomy button site
362,Gastrostomy,Infection of gastrostomy site
363,Enterobius vermicularis,Exposure to Enterobius vermicularis
364,Contact Lenses,Disorder of cornea associated with contact lens
365,Streptococcus,Exposure to Streptococcus (event)
366,"Bacteria, Anaerobic",Exposure to anaerobic bacterial vaginosis
367,Rabies virus,Exposure to Rabies virus
368,Polyarthritis associated with another disorder,Disease
369,Chlamydia trachomatis,Exposure to Chlamydia trachomatis
370,Chlamydia trachomatis,Exposure to lymphogranuloma venereum
371,Gardnerella vaginalis,Exposure to Gardnerella vaginalis
372,Disease,Dementia associated with another disease
373,Disease,Polyarthropathy associated with another disorder
374,Disease,Polyarthritis associated with another disorder
375,Hemophilus ducreyi,Exposure to Haemophilus ducreyi
376,Neisseria gonorrhoeae,Exposure to Neisseria gonorrhoeae
377,Treponema pallidum,Exposure to Treponema pallidum
378,Sleep Apnea Syndromes,Hypersomnia with sleep apnea
379,Legionella,Exposure to Legionella
380,Vibrio cholerae,Exposure to Vibrio cholerae (event)
381,Hypersomnia with sleep apnea,Sleep Apnea Syndromes
382,Hepatitis B Virus,Exposure to Hepatitis B virus
383,Erythropoietin,Erythropoietin resistance in anemia of chronic kidney disease
384,Systemic Scleroderma,Myopathy due to systemic sclerosis
385,Tick bite (disorder),Infection of tick bite
386,Increased drug resistance,Pharmaceutical Preparations
387,Drug resistance to corticoids,Pharmaceutical Preparations
388,Friedreich Ataxia,Cardiomyopathy in Friedreich's ataxia
389,Skeletal dysplasia,Lordosis in skeletal dysplasia
390,Skeletal dysplasia,Scoliosis in skeletal dysplasia
391,Cobalt poisoning,Cobalt cardiomyopathy
392,Grafting procedure,Graft versus host disease in skin
393,Dilated cardiomyopathy secondary to radiation,Disease
394,Granulomatous disorder,Restrictive cardiomyopathy secondary to granulomas
395,Complication of electronic internal device,Insertion of therapeutic device
396,Restrictive cardiomyopathy secondary to infiltrations,Disease
397,Peripartum cardiomyopathy,Disease
398,"Mechanical complication of internal fixation device such as nail, plate AND/OR rod",Insertion of therapeutic device
399,Dietary selenium deficiency,Keshan disease
400,Cystic Fibrosis,Fibrosing colonopathy
401,Neurofibromatoses,Scoliosis in neurofibromatosis
402,Cardiomyopathy in Friedreich's ataxia,Friedreich Ataxia
403,Dilated cardiomyopathy secondary to toxic reaction,Disease
404,Arthropathy in Crohn's disease,Crohn Disease
405,Lordosis in skeletal dysplasia,Skeletal dysplasia
406,Lordosis in hip disease,Disorder of hip joint
407,Scoliosis in skeletal dysplasia,Skeletal dysplasia
408,Scoliosis in neurofibromatosis,Neurofibromatoses
409,Secondary dilated cardiomyopathy,Disease
410,Mechanical complication of internal nail fixing device,Insertion of therapeutic device
411,Mechanical complication of internal rod fixation device,Insertion of therapeutic device
412,Mechanical complication of internal plate fixing device,Insertion of therapeutic device
413,Breakage of plate,Insertion of therapeutic device
414,Loosening of plate,Insertion of therapeutic device
415,Prominence of plate,Insertion of therapeutic device
416,Breakage of screw,Insertion of therapeutic device
417,Loosening of screw,Insertion of therapeutic device
418,Prominence of screw,Insertion of therapeutic device
419,Breakage of intramedullary nail,Insertion of therapeutic device
420,Loosening of intramedullary nail,Insertion of therapeutic device
421,Prominence of intramedullary nail,Insertion of therapeutic device
422,Breakage of external fixator,Insertion of therapeutic device
423,Loosening of external fixator pin,Insertion of therapeutic device
424,Breakage of spinal fixation device,Insertion of therapeutic device
425,Loosening of spinal fixation device,Insertion of therapeutic device
426,Prominence of spinal fixation device,Insertion of therapeutic device
427,Infected plate or screw,Insertion of therapeutic device
428,Infected intramedullary nail,Insertion of therapeutic device
429,Infected spinal fixation device,Insertion of therapeutic device
430,Infected external fixator pin,Insertion of therapeutic device
431,Disorder of bile duct stent,Insertion of therapeutic device
432,Displacement of biliary stent,Insertion of therapeutic device
433,Obstruction of biliary stent,Insertion of therapeutic device
434,Infection of biliary stent,Insertion of therapeutic device
435,Secondary ossification of muscle,Disease
436,Bone fixation device infection,Insertion of therapeutic device
437,Bone fixation device loosening,Insertion of therapeutic device
438,Bone fixation device protrusion,Insertion of therapeutic device
439,Bone fixation device failure,Insertion of therapeutic device
440,Anovulatory (finding),Anovulatory amenorrhea
441,Infection of bone wire,Insertion of therapeutic device
442,Loosening of wire,Insertion of therapeutic device
443,Prominence of wire,Insertion of therapeutic device
444,Bending of bone fixation device,Insertion of therapeutic device
445,Breakage of bone fixation device,Insertion of therapeutic device
446,Breakage of wire,Insertion of therapeutic device
447,Bending of spinal fixation device,Insertion of therapeutic device
448,Bending of external fixator,Insertion of therapeutic device
449,Bending of intramedullary nail,Insertion of therapeutic device
450,Bending of screw,Insertion of therapeutic device
451,Bending of plate,Insertion of therapeutic device
452,Dilated cardiomyopathy secondary to sensitivity,Disease
453,Glycogen Storage Disease,Restrictive cardiomyopathy secondary to glycogen storage disease
454,Infection of internal Kirschner wire fixator,Insertion of therapeutic device
455,Infection and inflammatory reaction due to internal orthopedic fixation device,Insertion of therapeutic device
456,Cardiomyopathy in Duchenne muscular dystrophy,"Muscular Dystrophy, Duchenne"
457,Crohn Disease,Arthropathy in Crohn's disease
458,Tachycardia,Tachycardia-induced cardiomyopathy
459,Polymyositis Ossificans,Disease
460,Portal Hypertension,Pulmonary arterial hypertension associated with portal hypertension
461,Dilated cardiomyopathy due to systemic sclerosis,Systemic Scleroderma
462,Malignant Neoplasms,Dilated cardiomyopathy secondary to malignancy
463,Dilated cardiomyopathy secondary to protozoal myocarditis,Protozoan myocarditis
464,Hairy leukoplakia of tongue associated with HIV disease,HIV Infections
465,Leukoplakia of tongue associated with HIV disease,HIV Infections
466,Secondary restrictive cardiomyopathy,Disease
467,Hypertrophic cardiomyopathy secondary to neuromuscular disorder,Disease
468,Oligo-ovulation,Oligoovulatory dysfunctional uterine bleeding
469,Tachycardia-induced cardiomyopathy,Tachycardia
470,Disorder of hip joint,Lordosis in hip disease
471,Graft versus host disease in skin,Grafting procedure
472,Seroma of breast as complication of procedure,Interventional procedure
473,Oligoovulatory dysfunctional uterine bleeding,Oligo-ovulation
474,Exposure to Hepatitis C virus,Hepatitis C virus
475,Anovulatory amenorrhea,Anovulatory (finding)
476,Fibrosing colonopathy,Cystic Fibrosis
477,Macroalbuminuric diabetic nephropathy,Systemic disease
478,Macroalbuminuric diabetic nephropathy,Diabetes Mellitus
479,Accidental puncture of artery during catheter insertion,Catheterization
480,Pulmonary arterial hypertension associated with portal hypertension,Portal Hypertension
481,Hypertrophic cardiomyopathy associated with another disorder,Disease
482,Catheterization,Accidental puncture of artery during catheter insertion
483,Complication of internal fixation device,Insertion of therapeutic device
484,Keshan disease,Dietary selenium deficiency
485,Cobalt cardiomyopathy,Cobalt poisoning
486,Systemic disease,Macroalbuminuric diabetic nephropathy
487,Paraplegia,Massive calcification in paraplegic
488,Thyrotoxic heart disease,Thyrotoxicosis
489,Hepatitis C virus,Exposure to Hepatitis C virus
490,Disease,Dilated cardiomyopathy secondary to radiation
491,Disease,Restrictive cardiomyopathy secondary to infiltrations
492,Disease,Peripartum cardiomyopathy
493,Disease,Dilated cardiomyopathy secondary to toxic reaction
494,Disease,Secondary dilated cardiomyopathy
495,Disease,Secondary ossification of muscle
496,Disease,Dilated cardiomyopathy secondary to sensitivity
497,Disease,Polymyositis Ossificans
498,Disease,Secondary restrictive cardiomyopathy
499,Disease,Hypertrophic cardiomyopathy secondary to neuromuscular disorder
500,Disease,Hypertrophic cardiomyopathy associated with another disorder
501,Disease,Dilated cardiomyopathy secondary to infiltration
502,Disease,Dilated cardiomyopathy secondary to drug
503,Disease,Dilated cardiomyopathy secondary to neuromuscular disorder
504,Disease,"Cardiomyopathy, Alcoholic"
505,Restrictive cardiomyopathy secondary to glycogen storage disease,Glycogen Storage Disease
506,Dilated cardiomyopathy secondary to infiltration,Disease
507,Massive calcification in paraplegic,Paraplegia
508,Insertion of therapeutic device,Complication of electronic internal device
509,Insertion of therapeutic device,"Mechanical complication of internal fixation device such as nail, plate AND/OR rod"
510,Insertion of therapeutic device,Mechanical complication of internal nail fixing device
511,Insertion of therapeutic device,Mechanical complication of internal rod fixation device
512,Insertion of therapeutic device,Mechanical complication of internal plate fixing device
513,Insertion of therapeutic device,Breakage of plate
514,Insertion of therapeutic device,Loosening of plate
515,Insertion of therapeutic device,Prominence of plate
516,Insertion of therapeutic device,Breakage of screw
517,Insertion of therapeutic device,Loosening of screw
518,Insertion of therapeutic device,Prominence of screw
519,Insertion of therapeutic device,Breakage of intramedullary nail
520,Insertion of therapeutic device,Loosening of intramedullary nail
521,Insertion of therapeutic device,Prominence of intramedullary nail
522,Insertion of therapeutic device,Breakage of external fixator
523,Insertion of therapeutic device,Loosening of external fixator pin
524,Insertion of therapeutic device,Breakage of spinal fixation device
525,Insertion of therapeutic device,Loosening of spinal fixation device
526,Insertion of therapeutic device,Prominence of spinal fixation device
