,CUI1,CUI2
126,Cell Proliferation Regulatory Process,"VEGFB protein, human"
127,Cell Proliferation,"VDR protein, human"
128,Cell Proliferation Regulatory Process,HBEGF Gene Product
129,DNA Binding,GATA-Type Zinc Finger Protein 1
130,Oxidation-Reduction,"CYP39A1 protein, human"
131,Cytokine Signaling Process,"Interleukin-13 Receptor Subunit Alpha-2, human"
132,Negative Regulation of Apoptosis,"Vascular Endothelial Growth Factor Receptor 2, human"
133,Tyrosine Phosphorylation,"Vascular Endothelial Growth Factor Receptor 2, human"
134,Phosphorylation,"Serine/Threonine-Protein Kinase TAO3, human"
135,Mitotic Sister Chromatid Cohesion,Cohesin Subunit SA-2
136,Transcriptional Regulation,Transcription Initiation Factor IIA Alpha Chain
137,Inhibition of Cell Proliferation,Thrombospondin 1
138,"Transcription, Genetic","MYOCD protein, human"
139,Biologic Development,"NR5A2 protein, human"
140,Cytokine Signaling,Suppressor of Cytokine Signaling Proteins
141,Chromosome Condensation,"TTN protein, human"
142,Ligand Binding,"MORC2 protein, human"
143,Ligand Binding,Binding Proteins
144,Blood coagulation,factor VII
145,Cell Growth,"FLT3 protein, human"
146,Tyrosine Phosphorylation,"YES1 protein, human"
147,Hydrolysis,"PLCE1 protein, human"
148,Negative Regulation of Apoptosis,"BCL2 protein, human"
149,Transcriptional Regulation,"TAF5 protein, human"
150,Ligand Binding,"FLT1 protein, human"
151,Heparan Sulfate Biosynthesis,EXT1 protein
152,Receptor Signaling,"AHR protein, human"
153,Ligand Binding,"MT3 protein, human"
154,Cell Cycle Control,"HAUS Augmin-Like Complex Subunit 7, human"
155,Mitosis,"SMC3 protein, human"
156,Retinoic Acid Binding,"RARB protein, human"
157,Ligand Binding,"NRXN1 protein, human"
158,cell motility,cdc42 GTP-Binding Protein
159,Intercellular Communication Process,Transforming Growth Factor Beta 2
160,Myeloid Cell Differentiation,Zinc Finger Protein ZFPM1
161,Molecular Transport,"TAP1 protein, human"
162,G Protein-Coupled Receptor Signaling,"Secretin Receptor, Human"
163,DNA Binding,"MAFB protein, human"
164,Myeloproliferation,"CD200 protein, human"
165,Protein-Protein Interaction,"KRT1 protein, human"
166,Ligand Binding,"SDC1 protein, human"
167,Cell-Matrix Junction,"SDC1 protein, human"
168,Phospholipid Binding,"Lysophosphatidic Acid Receptor 3, human"
169,Cytoskeletal Modeling,Septin-9
170,Carbohydrate Metabolism,"KL protein, human"
171,Molecular Transport,Niemann-Pick C1-Like Protein 1
172,Cell Fate Control,"WNT9A protein, human"
173,Regulation of Cell Shape,"KRT20 protein, human"
174,Inflammatory Response,OX40 Receptors
175,Cell Differentiation process,"TFAP2B protein, human"
176,Signal Transduction,Guanine Nucleotide-Binding Protein G(I)/G(S)/G(O) Subunit Gamma-12
177,Intercellular Communication Process,"CSF2RA protein, human"
178,Cell Growth,"Fibromodulin, human"
179,Enzyme Inhibition,"Kininogen-1, human"
180,RNA Degradation,"ZFP36L2 protein, human"
181,Cytokine Receptor Binding,"CCL15 protein, human"
182,Cell Differentiation process,"SMAD2 protein, human"
183,Transcriptional Regulation,"GATA1 protein, human"
184,Cell Adhesion,"CD99 protein, human"
185,Receptor Signaling,"Sphingosine 1-Phosphate Receptor 2, Human"
186,Transmembrane Transport,Neutral Amino Acid Transporter A
187,Cell-Matrix Junction,"Vitronectin, human"
188,Signal Transduction,"Sphingosine 1-Phosphate Receptor 5, Human"
189,Intracellular Transport,copine VII
190,Phospholipid Metabolism,copine VII
191,Ubiquitination,"SIAH2 protein, human"
192,Cell Movement,Desmin
193,Cytokinesis,Desmin
194,Oxidation-Reduction,Cytochrome C Oxidase Subunit 1
195,Intercellular Communication Process,"FGF22 protein, human"
196,Signal Transduction,"CD45RB, human"
197,DNA Repair,"RAD9A protein, human"
198,antigen binding,"MICA protein, human"
199,Biologic Development,Thyroid Hormone Receptor
200,Synaptic Transmission,Amyloid Beta A4 Precursor Protein-Binding Family A Member 1
201,DNA Replication,DNA Replication Factor
202,Molecular Transport,Transferrin Receptor
203,Apoptosis,"Diablo Homolog, Mitochondrial"
204,Protein dephosphorylation,"PPP6C protein, human"
205,B-Cell Activation,"Immunoglobulin Lambda-Like Polypeptide 1, human"
206,Transmembrane Transport,"SLC36A1 protein, human"
207,Proteolysis,Matrix Metalloproteinases
208,Muscle Contraction,"KRT8 protein, human"
209,Steroid Metabolic Process,"HSD17B4 protein, human"
210,Phosphorylation,"ACVR1B protein, human"
211,Biologic Development,"estrogen receptor alpha, human"
212,Stress Response Signaling,"MAPKAPK2 protein, human"
213,Cytokine Receptor Binding,"nicotinamide phosphoribosyltransferase, human"
214,RNA Splicing,"U4/U6.U5 Tri-SnRNP-Associated Protein 1, Human"
215,intracellular protein transport,"NOV protein, human"
216,Cell Proliferation,T-Box Transcription Factor TBX1
217,Calcium Binding,"ITSN1 protein, human"
218,Triglyceride Metabolism,Acetyl-CoA Carboxylase 1
219,Positive Regulation of Apoptosis,"NR4A1 protein, human"
220,Apoptosis,Caspase Recruitment Domain-Containing Protein 8
221,Immune System Processes,HLA-DPw4 antigen
222,Ligand Binding,Epsilon-chain hemoglobin
223,DNA Binding,SOX10 Transcription Factor
224,Cytokine Signaling Process,Interleukin-18 Receptor 1
225,Quinone Metabolism,"ADH4 protein, human"
226,Cytokine Signaling,"IFNA13 protein, human"
227,Signal Transduction,"HTR2A protein, human"
228,Leukocyte Trafficking,"CXCL2 protein, human"
229,Immune System Processes,IGF2BP3 Autoantibody
230,Post-Translational Protein Processing,"ERO1L protein, human"
231,Signal Transduction,"Thy-1 Membrane Glycoprotein, human"
232,Transcriptional Regulation,STAT4 protein
233,Eye Development,"Prominin-1, human"
234,Ligand Binding,Trace Metal Storage Protein
235,Mismatch Repair,"mismatch repair protein 1, human"
236,Immunoregulation,"CCL4 protein, human"
237,Leukocyte Trafficking,"CCL4 protein, human"
238,Transcriptional Regulation,SOX6 Transcription Factor
239,Cytokine Receptor Binding,"FASLG protein, human"
240,Cytokine Signaling Process,"GHR protein, human"
241,Cell Cycle Checkpoints,Cell Cycle Checkpoint Protein RAD17
242,Environment-to-Cell Communication,Guanine Nucleotide-Binding Protein G(q) Subunit Alpha
243,V(D)J Recombination,V(D)J recombination activating protein 2
244,Histogenic Process,Homeobox Protein Hox-C11
245,Serine/Threonine Phosphorylation,"PLK4 protein, human"
246,Protein Metabolism Process,Mitochondrial Aspartate Aminotransferase
247,Antigen Processing,"PDIA3 protein, human"
248,"Protein Degradation, Metabolic","UBE2D2 protein, human"
249,"Transcription, Genetic","GTF3C3 protein, human"
250,Multi-Drug Resistance,"ABCC1 protein, human"
251,Protein phosphorylation,"PCTK1 protein, human"
252,Immune response,CD276 Antigen
253,Ligand Binding,"APOA4 protein, human"
254,Intercellular Communication Process,"EREG protein, human"
255,Apoptosis,"TRIAP1 protein, human"
256,Cell Differentiation process,"Platelet-Derived Growth Factor Receptor Alpha, human"
257,DNA Repair,"EXO1 protein, human"
258,Oxidation-Reduction,Egl Nine Homolog 1
259,Cytokine Signaling,"LTB protein, human"
260,Negative Regulation of Cell Cycle,"PPP1R13B protein, human"
261,Ligand Binding,"ITGA2B protein, human"
262,Cell Cycle Control,"JTB protein, human"
263,T-Cell Proliferation,"ICOSLG protein, human"
264,Complement Activation,Complement System Proteins
265,Cell Cycle Control,"ORC5L protein, human"
266,Intercellular Communication Process,"OSMR protein, human"
267,Skeletal Development,"POSTN protein, human"
268,Cytokine Receptor Binding,C-C Motif Chemokine 23
269,Leukocyte Trafficking,C-C Motif Chemokine 23
270,Ligand Binding,"CXCR4 protein, human"
271,Transcriptional Repression,"IFI16 protein, human"
272,Hydrolysis,"Tryptase Beta-2, human"
273,Cell Adhesion,67 kDa Laminin Receptor
274,Phosphorylation,DNA-Directed DNA Polymerase
275,G Protein-Coupled Receptor Signaling,Guanine Nucleotide-Binding Protein Subunit Alpha-11
276,Biologic Development,Nuclear Receptor Subfamily 1 Group D Member 2
277,Immune System Processes,HLA-DR alpha-Chains
278,RNA Binding,"DDX31 protein, human"
279,Cellular Stress Response,FK506-Binding Protein-Like
280,Dephosphorylation,"PTEN protein, human"
281,Calcium Signaling,"Sphingosine Kinase 1, Human"
282,Transcriptional Regulation,"MSX1 protein, human"
283,Signal Transduction,"MAP3K7IP1 protein, human"
284,Cytokine Signaling,"C5a Anaphylatoxin, human"
285,Transcriptional Regulation,"Mta1 protein, human"
286,DNA Binding,Myelin Transcription Factor 1-Like Protein
287,Receptor Signaling,"FGFRL1 protein, human"
288,Transmembrane Transport,Glucose Transporter Type 4
289,Transcriptional Regulation,Homeobox Protein Hox-D13
290,"Metabolic Detoxication, Drug","CYP2A6 protein, human"
291,Protein dephosphorylation,"PTPRT protein, human"
292,Transcriptional Regulation,"NR3C2 protein, human"
293,Signal Transduction,"Metabotropic Glutamate Receptor 2, human"
294,Intercellular Communication Process,"Interleukin-15 Receptor Subunit Alpha, human"
295,Methylation,"SETDB1 protein, human"
296,chromatin remodeling,"SETDB1 protein, human"
297,Ligand Binding,"transferrin receptor 2, human"
298,Protein-Protein Interaction,Ran-Binding Protein 17
299,Cytokinesis,Myosin-1
300,Proteolysis,"protein C, human"
301,Intercellular Communication Process,"CCR5 protein, human"
302,Drug Metabolism,"CYP2C18 protein, human"
303,Apoptosis,phorbol-12-myristate-13-acetate-induced protein 1
304,G Protein-Coupled Receptor Signaling,"CCRL1 protein, human"
305,Signal Transduction,"AKAP12 protein, human"
306,DNA Repair,"ZRANB3 protein, human"
307,Cell Movement,matrix Gla protein
308,Dephosphorylation,"PPP3CC protein, human"
309,Receptor Signaling,Granulocyte Colony-Stimulating Factor Receptors
310,Organogenesis,"FGFR2 protein, human"
311,Tumor Suppression,"Neurofibromin, human"
312,antigen binding,"Antibodies, Anti-DNA"
313,Cell Adhesion,COL18A1 Gene Product
314,Receptor Signaling,"PTPRS protein, human"
315,Microtubule alteration,"TUBA1B protein, human"
316,Cell Proliferation,"BMX protein, human"
317,GTP Binding,"DRG1 protein, human"
318,Pattern Formation,Retinoid X Receptor Beta
319,Receptor Signaling,Growth Factor
320,ATP Hydrolysis,RNA Helicase
321,Cell Differentiation process,Fibroblast Growth Factor Receptor Family Isoform IIIc
322,Receptor Signaling,"ROS1 protein, human"
323,Phosphorylation,"NT5C2 protein, human"
324,"Migration, Cell","FSCN1 protein, human"
325,Xenobiotic Metabolism,"ARNT protein, human"
326,Cytokinesis,"PFN1 protein, human"
327,Protein-Protein Interaction,"USF2 protein, human"
328,Ligand Binding,"CNTNAP1 protein, human"
329,Angiogenic Process,"angiostatin, human"
330,Ligand Binding,"Angiotensin II Receptor, Type 2"
331,Signal Transduction,EGFR Gene Product
332,Calcium Binding,"TPT1 protein, human"
333,Non-Homologous DNA End-Joining,Protein Artemis
334,Hydrolysis,"ELAC2 protein, human"
335,Ligand Binding,"FGFR1 protein, human"
336,Signal Transduction,"EPS8L2 protein, human"
337,Serine/Threonine Phosphorylation,"Glycogen Synthase Kinase-3 Beta, human"
338,glycosylation,"UGT1A9 protein, human"
339,Negative Regulation of Apoptosis,"MCL1 protein, human"
340,Phosphorylation,Mitotic Checkpoint Serine/Threonine-Protein Kinase BUB1 Beta
341,Biologic Development,"PAX7 protein, human"
342,Protein-Protein Interaction,Na(+)/H(+) Exchange Regulatory Cofactor NHE-RF3
343,Immune System Processes,"lymphocyte-activation gene 3 protein, human"
344,Intercellular Communication Process,"VIPR1 protein, human"
345,Protein phosphorylation,"SRPK1 protein, human"
346,Ligand Binding,Insulin-Like Growth-Factor-Binding Proteins
347,Cell Proliferation,"TGFB1 protein, human"
348,Signal Transduction,"Proto-Oncogene Tyrosine-Protein Kinase Src, human"
349,RNA Transport,Protein Quaking
350,Cell Adhesion,Nidogen
351,ATP Hydrolysis,"SKIV2L protein, human"
352,Immune System Processes,HTLV-I Antibodies
353,DNA Repair,Double-Strand Break Repair Protein MRE11A
354,Tumor Suppression,BRCA1 Associated RING Domain 1 Protein
355,Receptor Signaling,Germinal Center-Associated Signaling and Motility Protein
356,Intracellular Communication Induction,"MAST2 protein, human"
357,Oxidation-Reduction,"KDM5C protein, human"
358,Cell Differentiation process,"NR5A1 protein, human"
359,Intracellular Transport,"MAP2K2 protein, human"
360,Protein phosphorylation,Serine/Threonine-Protein Kinase 3
361,Cell Differentiation process,"Growth/Differentiation Factor 2, human"
362,Intercellular Communication Process,Bone Morphogenetic Protein 10
363,Post-Translational Protein Processing,glutaminyl-peptide cyclotransferase
364,Hydrolysis,Alkaline Phosphatase
365,Signal Transduction,Inhibitor of Nuclear Factor Kappa-B Kinase Subunit Beta
366,glycosylation,Hyaluronan Synthase 2
367,Ubiquitination,"TRAF6 protein, human"
368,Signal Transduction,"PTPN13 protein, human"
369,Intercellular Communication Process,"FGF7 protein, human"
370,Positive Regulation of Apoptosis,Protein ECT2
371,Hydrolysis,SAM Domain and HD Domain-Containing Protein 1
372,protein folding,Molecular Chaperones
373,Metal Ion Binding,"PDLIM4 protein, human"
374,Cell Proliferation Regulatory Process,"PTHLH protein, human"
375,Receptor Signaling,"FGF9 protein, human"
376,Methylation,"MLL5 protein, human"
377,Cytokine Signaling Process,"leptin receptor, human"
378,Cell Proliferation,"RORA protein, human"
379,Cell Growth,"RYK protein, human"
380,Signal Transduction,Gamma-Secretase Subunit PEN-2
381,Proteolysis,"ADAM11 protein, human"
382,Proteolysis,Serine Protease Hepsin
383,Regulation of Cell Size,Serine Protease Hepsin
384,Cell-Cell Adhesion Process,Soluble ErbB-1
385,Phosphorylation,"ERBB2 protein, human"
386,Double Strand Break Repair,"BABAM1 protein, human"
387,Homologous Recombination,"XRCC2 protein, human"
388,Receptor Signaling,"Ephrin Type-B Receptor 1, human"
389,Cell Survival,"BCL2L10 protein, human"
390,antigen binding,Polyclonal antibody
391,NK Cell Activation,"NCR3LG1 protein, human"
392,Cell Proliferation,"vegfr3 protein, human"
393,Phosphorylation,"PDK1 protein, human"
394,Ligand Binding,"NGFR protein, human"
395,Receptor Signaling,"MRC1 protein, human"
396,DNA Binding,Retinoic Acid Receptor
397,Histone Acetylation,"EP400 protein, human"
398,Cell Proliferation Regulatory Process,interleukin-22
399,Mitotic Sister Chromatid Cohesion,Sister Chromatid Cohesion Protein PDS5 Homolog A
400,Receptor Signaling,C-Type Mannose Receptor 2
401,Extracellular Matrix Degradation,C-Type Mannose Receptor 2
402,Signal Transduction,"JAK2 protein, human"
403,Cell Cycle Control,Fanconi Anemia Complementation Group E Protein
404,Replication-Associated Process,PurA protein
405,Digestion,"CYP39A1 protein, human"
406,Ligand Binding,exportin 1 protein
407,Transcriptional Activation,"E2F1 protein, human"
408,Intercellular Communication Process,"CXCL10 protein, human"
409,Ligand Binding,"Apolipoprotein C-III, human"
410,Positive Regulation of Apoptosis,"DAPK1 protein, human"
411,Interferon Signaling Process,"VTCN1 protein, human"
412,Serine/Threonine Phosphorylation,"TTN protein, human"
413,Ligand Binding,"VAPB protein, human"
414,Carbohydrate Metabolism,"Dolichyl-Diphosphooligosaccharide-Protein Glycosyltransferase Subunit 1, human"
415,Cell Growth,"YES1 protein, human"
416,Intercellular Communication Process,"TNFRSF17 protein, human"
417,Cytokine Signaling,"TNFRSF17 protein, human"
418,Neurogenesis,"Neuropilin-1, Human"
419,Skeletal Development,EXT1 protein
420,Pattern Formation,"RARB protein, human"
421,Exocytosis,"RAB27A protein, human"
422,RNA Interference,Piwi-Interacting RNA
423,Cell Differentiation process,Bone Morphogenetic Proteins
424,Phosphorylation,"TERT protein, human"
425,Ligand Binding,"AVPR2 protein, human"
426,Receptor Binding,Transforming Growth Factor Beta 2
427,Intercellular Communication Process,"Follitropin Subunit Beta, human"
428,Phosphorylation,"PTK2B protein, human"
429,Cytokinesis,"Tubulin Beta Chain, human"
430,Phosphorylation,"PIK3C2B protein, human"
431,Transcriptional Activation,EWSR1/ATF1 Fusion Protein Type 1
432,Apoptosis,Apoptosis Regulatory Proteins
433,Immune System Processes,Antibody to SCL-70
434,G Protein-Coupled Receptor Signaling,"HCAR3 protein, human"
435,Immune System Processes,Cytomegalovirus antibody
436,Lipid Transport,Proactivator Polypeptide
437,Oxidation-Reduction,"CYP27B1 protein, human"
438,Neurogenesis,"SDC2 protein, human"
439,Enzyme Inhibition,"Alpha-2-Macroglobulin, human"
440,Cell Movement,"PDLIM2 protein, human"
441,Transcriptional Repression,Chromobox Protein Homolog 1
442,Signal Transduction,"PAK1 protein, human"
443,DNA Binding,Replication Protein A 70 kDa DNA-Binding Subunit
444,Transcriptional Repression,E3 SUMO-protein ligase CBX4
445,Ubiquitination,"TRIM25 protein, human"
446,Protein-Protein Interaction,"KRT20 protein, human"
447,Methylation,"WHSC1 protein, human"
448,Hydrolysis,"Gamma-Glutamyl Hydrolase, human"
449,Pattern Formation,"Nuclear Receptor Subfamily 2, Group C, Member 2"
450,Protein-Protein Interaction,"DRAP1 protein, human"
451,Transcriptional Regulation,Leucine-Zipper-Like Transcriptional Regulator 1
452,Cell Proliferation,growth arrest-specific protein 6
453,DNA Binding,"UHRF1 protein, human"
454,Biologic Development,"CCL3L1 protein, human"
455,Transcriptional Regulation,Rhombotin 2
456,Negative Regulation of Cell Cycle,"CHEK1 protein, human"
457,Signal Transduction,"Zinc Finger FYVE Domain-Containing Protein 9, human"
458,Cell Growth,Receptor Protein-Tyrosine Kinases
459,Protein dephosphorylation,PTPRC Gene Product
460,Immune response,"Phospholipase A2, human"
461,Neoplastic Cell Transformation,BCR/ABL1 Fusion Protein with ABL1 NP_005148.2:p.T315I
462,Cell Cycle Control,General Transcription Factor IIH Subunit 5
463,Hydrolysis,"PPP6C protein, human"
464,Cytoskeletal Modeling,"FYVE, RhoGEF and PH Domain-Containing Protein 5"
465,Regulation of Cell Shape,"FYVE, RhoGEF and PH Domain-Containing Protein 5"
466,Cell Proliferation Regulatory Process,"IL9 protein, human"
467,Protein phosphorylation,"PRKD1 protein, human"
468,"Transcription, Genetic","ERCC3 protein, human"
469,Transcriptional Regulation,Homeobox Protein Hox-D11
470,Immune System Processes,Bence Jones Protein
471,Antigen Processing,"CYBB protein, human"
472,Transcriptional Regulation,"NFIB protein, human"
473,Proteolysis,"RCE1 protein, human"
474,Biologic Development,"estrogen receptor beta, human"
475,Hydrolysis,Glutaminase
476,Protein Secretion,"ARFIP1 protein, human"
477,Tyrosine Phosphorylation,"Receptors, Eph Family"
478,Cell Growth,"Insulin Receptor-Related Receptor, human"
479,Angiogenic Process,"PTPRB protein, human"
480,Morphogenesis,"HHEX protein, human"
481,Signal Transduction,Myosin Light Chain Kinase
482,Ligand Binding,"SLC22A18 protein, human"
483,Protein-Protein Interaction,"MYOD1 protein, human"
484,antigen binding,ACPP Antibody
485,DNA Repair,"G/T Mismatch-Specific Thymine DNA Glycosylase, human"
486,Molecular Transport,Epsilon-chain hemoglobin
487,Protein methylation,"Histone-Arginine Methyltransferase CARM1, human"
488,DNA Binding,Transcription Factor NF-E2 45 kDa Subunit
489,Erythropoiesis,Transcription Factor NF-E2 45 kDa Subunit
490,Cellular Stress Response,ERBB Receptor Feedback Inhibitor 1
491,Tyrosine Phosphorylation,Fibroblast Growth Factor Receptors
492,Intercellular Communication Process,"XCL2 protein, human"
493,Meiotic Recombination,"Rad50 protein, human"
494,Cell-Matrix Junction,maspin
495,Receptor Signaling,Purinoceptor
496,Cytokinesis,"Phosphatidylinositol 3-Kinase Catalytic Subunit Type 3, human"
497,Immune System Processes,Immunoproteins
498,intracellular protein transport,C1GALT1-Specific Chaperone 1
499,Phosphorylation,"PIM1 protein, human"
500,Hydrolysis,carboxypeptidase H
501,Negative Regulation of Cell Cycle,Growth Arrest-Specific Protein 7
502,Neurogenesis,"RELN protein, human"
503,Ligand Binding,Leukocyte Immunoglobulin-Like Receptor Subfamily B Member 2
504,Molecular Transport,"SLC9A1 protein, human"
505,Calcium Binding,"S100A6 protein, human"
506,Cell Cycle Control,Licensing Factor
507,Energy Metabolism,"Cytochrome C Oxidase Assembly Protein COX11, Mitochondrial"
508,Receptor Signaling,"Receptors, Nuclear"
509,Cell Cycle Control,Structural Maintenance of Chromosomes Protein 1A
510,Phospholipid Binding,"GLTPD1 protein, human"
511,Cell Cycle Control,"PCTK1 protein, human"
512,Lipid Binding,"MTTP protein, human"
513,T-Cell Proliferation,CD276 Antigen
514,Cell Cycle Control,Ki-67 Antigen
515,DNA Repair,"ERCC5 protein, human"
516,Signal Transduction,"BMPR2 protein, human"
517,Histone Acetylation,"ATF2 protein, human"
518,Oxidation-Reduction,Oxidoreductase
519,Intercellular Communication Process,"IL1A protein, human"
520,Receptor Signaling,"Receptor Tyrosine-Protein Kinase ErbB-4, human"
521,Ligand Binding,"FZD7 protein, human"
522,Transcriptional Regulation,SOX8 Transcription Factor
523,Cytokine Signaling,"CCL19 protein, human"
524,Muscle Contraction,Intermediate Filament Proteins
525,Ligand Binding,"PACS1 protein, human"
526,Signal Transduction,NF-AT
527,tumor necrosis factor receptor binding,"TNFSF4 protein, human"
528,Ubiquitination,"RNF146 protein, human"
529,Hydrolysis,"MMP1 protein, human"
530,Immunoregulation,HLA-DQ Antigens
531,antigen binding,"M Protein, multiple myeloma"
532,Receptor Signaling,"CCR7 protein, human"
533,Ligand Binding,"TNFRSF18 protein, human"
534,Cell Differentiation process,"NLK protein, human"
535,Lipid Metabolism,"GC, vitamin D binding protein, human"
536,Signal Transduction,human MUC1 protein
