,CUI1,CUI2
58,Epithelial Cells,Mucinous adenocarcinoma of colon
59,Epithelial Cells,Prolactin-producing pituitary tumor
60,Astrocytes,Intradural Extramedullary Cauda Equina Astrocytoma
61,Epithelial Cells,Hypopharyngeal Carcinoma by AJCC v7 Stage
62,Epithelial Cells,Gastric Papillary Adenocarcinoma
63,"Myocytes, Smooth Muscle",Childhood Leiomyosarcoma
64,Endothelial Cells,Kaposi's sarcoma of conjunctiva
65,Hematopoietic and Lymphoid Cell,Malignant lymphoma of spleen
66,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Recurrent Childhood Visual Pathway Glioma
67,Connective Tissue Cells,Leiomyoma of Gallbladder
68,Epithelial Cells,Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm
69,Epithelial Cells,Noninfiltrating intraductal papillary adenocarcinoma
70,Fibroblasts,Myofibroblastoma
71,T-Lymphocyte and Natural Killer Cell,Stage IIA Mycosis Fungoides and Sezary Syndrome AJCC v7
72,Hematopoietic and Lymphoid Cell,Classical Hodgkin's Lymphoma
73,Mature T-Lymphocyte,Recurrent Anaplastic Large Cell Lymphoma
74,Squamous Epithelial Cells,Squamous intraepithelial lesion
75,Epithelial Cells,"Papilloma, Intraductal"
76,Connective Tissue Cells,Vulvar Lipoma
77,Hematopoietic and Lymphoid Cell,Stage IIIA Mycosis Fungoides and Sezary Syndrome AJCC v7
78,Epithelial Cells,Breast adenocarcinoma
79,Epithelial Cells,Vaginal Carcinosarcoma
80,Myeloid Progenitor Cells,Refractory anemia with excess blasts II
81,Mature Lymphocyte,Early Unfavorable Hodgkin Lymphoma
82,Mature Lymphocyte,Secondary Central Nervous System Hodgkin Lymphoma
83,Bone marrow stem cell,Adult Myelodysplastic Syndrome
84,Endocrine Cell of the Digestive System,Non functioning pancreatic endocrine tumor
85,Hematopoietic and Lymphoid Cell,Cerebral Non-Hodgkin Lymphoma
86,Connective Tissue Cells,Ovarian Fibromata
87,Fibroblasts,Ovarian Fibromata
88,Epithelial Cells,Verrucous carcinoma of the oral cavity recurrent
89,melanocyte,Stage IA Cutaneous Melanoma AJCC v7
90,Fibroblasts,Classical Low Grade Fibromyxoid Sarcoma
91,Mature B-Lymphocyte,MALT lymphoma of stomach
92,Connective Tissue Cells,Gastric Liposarcoma
93,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Recurrent Childhood Oligoastrocytoma
94,Germ Cells,Nongerminomatous Germ Cell Tumor
95,Lymphocyte,Childhood Systemic Anaplastic Large Cell Lymphoma
96,Epithelial Cells,Rectal Cancer by AJCC v7 Stage
97,Epithelial Cells,Villous adenoma of rectum
98,Bone marrow stem cell,Childhood Acute Myeloid Leukemia
99,Hematopoietic and Lymphoid Cell,Childhood Acute Myeloid Leukemia
100,Bronchial Epithelial Cell,Lung squamous cell carcinoma stage III
101,Schwann Cells,Benign Mediastinal Psammomatous Schwannoma
102,B-Lymphocytes,large B-cell diffuse lymphoma of accessory sinus
103,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Papillary glioneuronal tumor
104,Lymphocyte,Grade 3 Cutaneous Follicular Lymphoma
105,Germ Cells,Seminoma
106,Epithelial Cells,Stage II Esophageal Cancer
107,Perineurial Cell,Colorectal Perineurioma
108,Glandular cell,Cecum Villous Adenoma
109,Epithelial Cells,Stage 0 Ureter Cancer AJCC v7
110,Epithelial Cells,Labia Minora Carcinoma
111,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Benign Gastric Granular Cell Tumor
112,Connective Tissue Cells,Adult Leiomyosarcoma
113,Perineural Cell,Melanotic malignant nerve sheath tumor
114,Stromal Cells,Benign phyllodes neoplasm of breast
115,B-Lymphocytes,mantle cell lymphoma of small intestine
116,Connective Tissue Cells,Primary leiomyosarcoma
117,Bone marrow stem cell,Acute Myeloid Leukemia with Gene Mutations
118,Epithelial Cells,Stage IB Lung Squamous Cell Carcinoma AJCC v7
119,Postgerminal Center B-Lymphocyte of Unknown Differentiation Stage,Splenic marginal zone lymphoma recurrent
120,Lymphocyte,Splenic marginal zone lymphoma recurrent
121,Lymphocyte,Lymphoplasmacytoid lymphoma/immunocytoma stage II
122,Epithelial Cells,Colon L-Cell Glucagon-Like Peptide-Producing Neuroendocrine Tumor
123,melanocyte,Spindle cell nevus of Reed
124,Embryonic Cell,"Childhood Cerebral Embryonal Tumor with Multilayered Rosettes, C19MC-Altered"
125,Bone Marrow-Homing Plasma Cell,ISS Stage III Plasma Cell Myeloma
126,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Childhood Cerebral Ependymoma
127,T-Lymphocyte and Natural Killer Cell,T-Cell Lymphoma
128,Neuroepithelial Cells,Diffuse Astrocytoma
129,Epithelial Cells,Stage IB2 Cervical Cancer
130,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Anaplastic Oligodendroglioma
131,Epithelial Cells,Stage IIA Cervical Cancer AJCC v6
132,Lymphocyte,Peripheral T-Cell Lymphoma
133,Epithelial Cells,keratoacanthoma
134,Neuroepithelial Cells,Stage 2B Neuroblastoma
135,Epithelial Cells,External Ear Carcinoma
136,Epithelial Cells,Childhood Choroid Plexus Papilloma
137,Epithelial Cells,Stage III Oropharyngeal Carcinoma AJCC v6
138,Epithelial Cells,Stage IIIC Colorectal Cancer AJCC v7
139,Epithelial Cells,Small cell carcinoma of esophagus
140,Epithelial Cells,Grade 2 Endometrial Mucinous Adenocarcinoma
141,Epithelial Cells,Stage III Laryngeal Cancer AJCC v6 and v7
142,Blastemal Cell,Nonanaplastic Kidney Wilms Tumor
143,Neuroblast,Poorly Differentiated Neuroblastoma
144,Embryonic Cell,Poorly Differentiated Neuroblastoma
145,Connective Tissue Cells,Fibroma of lung
146,Epithelial Cells,Serous Endometrial Intraepithelial Carcinoma
147,Epithelial Cells,Endometrial Endometrioid Adenocarcinoma with a Poorly Differentiated Carcinomatous Component
148,Neuroglia,Adult Infiltrating Astrocytoma
149,Connective Tissue Cells,liposarcoma
150,Activated Skin-Homing T-Lymphocyte,Adult Primary Cutaneous Anaplastic Large Cell Lymphoma
151,Lymphocyte,Stage I Childhood Hodgkin Lymphoma
152,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Myxopapillary ependymoma
153,Epithelial Cells,Bartholin Gland Adenocarcinoma
154,Epithelial Cells,Adenoid cystic carcinoma of the oral cavity
155,Germ Cells,"Testicular Seminoma, Tubular Variant"
156,Epithelial Cells,Stage IV Ovarian Cancer AJCC v6 and v7
157,Glandular cell,Pancreatic Well Differentiated Ductal Adenocarcinoma
158,Endocrine-Stromal Cell,"Ovarian Leydig Cell Tumor, Non-Hilar Type"
159,B-Lymphocytes,Hypodiploid B Acute Lymphoblastic Leukemia
160,Fibroblasts,Elastofibroma
161,Neuroepithelial Cells,Localized Resectable Neuroblastoma
162,Lymphocyte,Stage III Anaplastic Large Cell Lymphoma
163,Epithelial Cells,Verrucous carcinoma of penis
164,Hematopoietic and Lymphoid Cell,AIDS-Related Primary Central Nervous System Lymphoma
165,Adipocytes,Cardiac Lipoma
166,Epithelial Cells,Jejunal Neuroendocrine Tumor G1
167,Hematopoietic and Lymphoid Cell,Non-Hodgkin's lymphoma refractory
168,Cells,carcinoma ex pleomorphic adenoma of salivary gland
169,Thyroid Gland Follicular Cell,Stage IVC Differentiated Thyroid Gland Carcinoma AJCC v7
170,Fibroblasts,benign fibroma of liver
171,"Myocytes, Smooth Muscle",leiomyosarcoma of anus
172,Germ Cells,Adult Central Nervous System Mature Teratoma
173,Muscle Cells,Pericardial Leiomyoma
174,melanocyte,Small Congenital Melanocytic Nevus
175,CD4 Positive T Lymphocytes,Lymphomatous Adult T-Cell Leukemia/Lymphoma
176,Histiocytes,"Cutaneous Fibrous Histiocytoma, Histiocytic Variant"
177,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Granular cell tumor of skin
178,B-Lymphocytes,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation
179,Hematopoietic and Lymphoid Cell,Centroblastic lymphoma refractory
180,CD4 Positive T Lymphocytes,Hodgkin-Like Adult T-Cell Leukemia/Lymphoma
181,Epithelial Cells,Tonsillar Undifferentiated Carcinoma
182,Epithelial Cells,Stage 0 Lip and Oral Cavity Cancer AJCC v6 and v7
183,Epithelial Cells,Maxillary Sinus Carcinoma
184,Bone marrow stem cell,Malignant mastocytosis
185,Glandular cell,Sessile Serrated Adenoma/Polyp
186,Squamous Epithelial Cells,Subglottic Squamous Cell Carcinoma
187,lymphoblast,B lymphoblastic leukemia lymphoma with t(5;14)(q31;q32); IL3-IGH
188,B lymphoblast,B lymphoblastic leukemia lymphoma with t(5;14)(q31;q32); IL3-IGH
189,Glandular cell,High Grade Appendix Mucinous Adenocarcinoma
190,Epithelial Cells,Microfollicular adenoma
191,Squamous Epithelial Cells,Human Papillomavirus-Related Cervical Squamous Cell Carcinoma
192,Connective Tissue Cells,benign fibrous histiocytoma of bone
193,melanocyte,Acral Lentiginous Malignant Melanoma
194,Hematopoietic and Lymphoid Cell,Myeloid Proliferations Associated with Down Syndrome
195,Lymphocyte,T-Cell Large Granular Lymphocyte Leukemia
196,Keratinized squamous cell of esophagus,Stage IV Esophageal Squamous Cell Carcinoma AJCC v7
197,Lymphocyte,Plasma Cell Neoplasm
198,Mature B-Lymphocyte,Angioendotheliomatosis
199,Bone marrow stem cell,"Mastocytosis, Diffuse Cutaneous"
200,Hematopoietic and Lymphoid Cell,Stage II Childhood Lymphoblastic Lymphoma
201,Striated muscle cell,Rhabdomyoma
202,Lymphocyte,Aleukemic Lymphoid Leukemia
203,Hematopoietic and Lymphoid Cell,Stage I Childhood Anaplastic Large Cell Lymphoma
204,melanocyte,Spindle Cell Melanoma
205,Cells,Adult Type Ovarian Granulosa Cell Tumor
206,Connective Tissue Cells,Fibrofolliculoma
207,T-Lymphocyte and Natural Killer Cell,"Anaplastic Large Cell Lymphoma, Giant Cell Rich Subtype"
208,Acinar Cell,Pancreatic Acinar Cell Cystadenoma
209,Endocrine Cell of the Digestive System,Gastroesophageal Junction Neuroendocrine Carcinoma
210,Connective Tissue Cells,Stage IVA Osteosarcoma AJCC v7
211,Hematopoietic and Lymphoid Cell,Ann Arbor Stage I Supradiaphragmatic Lymphocyte-Depleted Classic Hodgkin Lymphoma
212,Mature Lymphocyte,Ann Arbor Stage II Subdiaphragmatic Lymphocyte-Depleted Classic Hodgkin Lymphoma
213,Olfactory Receptor Cells,Olfactory neurogenic tumor
214,Mature Lymphocyte,Ann Arbor Stage II Supradiaphragmatic Lymphocyte-Depleted Classic Hodgkin Lymphoma
215,Interstitial Cells of Cajal,Stage II Small Intestinal Gastrointestinal Stromal Tumor
216,Osteoblasts,Fibroblastic osteosarcoma
217,Connective Tissue Cells,Smooth Muscle Tumor
218,Germ Cells,Refractory Childhood Malignant Germ Cell Tumor
219,Epithelial Cells,Malignant neoplasm of endocrine gland
220,Hematopoietic and Lymphoid Cell,Refractory anemia with ring sideroblasts associated with marked thrombocytosis
221,Epithelial Cells,Adenoid cystic carcinoma of the oral cavity stage III
222,Hematopoietic and Lymphoid Cell,Retroperitoneal Lymphoma
223,Connective Tissue Cells,Solitary Adult Fibroma
224,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Olfactory Neuroblastoma
225,Endothelial Cells,Colon Cavernous Hemangioma
226,Urothelial Cell,Transplant-Related Bladder Urothelial Carcinoma
227,Cells,Adenocarcinoma with cartilaginous and osseous metaplasia
228,Glandular cell,Colorectal Adenoma with Mild Dysplasia
229,Epithelial Cells,Transplant-Related Skin Squamous Cell Carcinoma
230,Epithelial Cells,Papillary transitional cell carcinoma
231,Hepatocyte,Beta-Catenin-Activated Hepatocellular Adenoma
232,Mature Lymphocyte,Ann Arbor Stage I Lymphocyte-Depleted Classic Hodgkin Lymphoma
233,Epithelial Cells,Squamous Cell Bile Duct Carcinoma
234,Neural Crest-Derived Cell,Paraganglioma of head and neck
235,mast cell,Mastocytosis
236,Stromal Cells,Vaginal Undifferentiated Sarcoma
237,Hematopoietic and Lymphoid Cell,Orbital lymphoma
238,Structure of endometrial glandular cell,Endometrial Endometrioid Adenocarcinoma with Spindled Epithelial Cells
239,Lymphocyte,Paranasal Sinus Lymphoma
240,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Benign Bone Schwannoma
241,Skeletal Myocytes,Mediastinal Rhabdomyoma
242,Apocrine Cell,Invasive Apocrine Breast Carcinoma
243,Hematopoietic and Lymphoid Cell,Progressive Hairy Cell Leukemia Initial Treatment
244,Perineural Cell,Mediastinal Granular Cell Tumor
245,Glandular cell,Ampulla of Vater Villous Adenoma
246,Peripheral Epidermotropic T-Lymphocyte,Sezary Syndrome
247,Adipocytes,Parathyroid Gland Lipoadenoma
248,Connective Tissue Cells,mediastinal lipomatosis
249,Epithelial Cells,Uterine Corpus Neuroendocrine Neoplasm
250,Epithelial Cells,Cervical Adenoid Cystic Carcinoma
251,Glandular cell,"Serous cystadenoma, borderline malignancy"
252,Epithelial Cells,Adenocarcinoma of cecum
253,Hematopoietic and Lymphoid Cell,Classic Hodgkin Lymphoma Type Post-Transplant Lymphoproliferative Disorder
254,Mature Lymphocyte,Pulmonary Lymphomatoid Granulomatosis
255,Skeletal Myocytes,Childhood Embryonal Rhabdomyosarcoma
256,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Childhood Pilomyxoid Astrocytoma
257,Epithelial Cells,Stage 0 Esophageal Squamous Cell Carcinoma AJCC v7
258,Astrocytes,Childhood Protoplasmic Astrocytoma
259,Lymphocyte,Hodgkin's disease mixed cellularity stage I site unspecified
260,Connective Tissue Cells,Gastric Leiomyoma
261,Lymphocyte,"lymphomatoid papulosis, type C"
262,Epithelial Cells,Gastric Cardia Adenocarcinoma
263,Germ Cells,Testicular embryonal carcinoma
264,Hematopoietic and Lymphoid Cell,"Myelodysplastic syndrome, no ICD-O subtype"
265,Thymic epithelial cell,"Thymoma, type AB, malignant"
266,Glandular cell,Papillary serous cystadenoma
267,Endothelial Cells,Breast Angiomatosis
268,Mature Lymphocyte,Hodgkin's disease lymphocyte depletion type recurrent
269,Connective Tissue Cells,Gastric Lipoma
270,Epithelial Cells,Stage 0 Lung Cancer AJCC v6 and v7
271,Neuroglia,Recurrent Childhood Diffuse Astrocytoma
272,Germinal Center B-Lymphocyte,Cutaneous Follicular Lymphoma
273,Epithelial Cells,Adenocarcinoma of the gastroesophageal junction
274,Epithelial Cells,Papillary adenoma
275,Bone marrow stem cell,"Acute myeloid leukemia, t(8;21) (q22;q22)"
276,Epithelial Cells,High Grade Liver Dysplastic Nodule
277,Epithelial Cells,"Cystadenocarcinoma, Mucinous"
278,lymphoblast,Splenic Lymphoblastic Lymphoma
279,Connective Tissue Cells,leiomyosarcoma of mediastinum
280,Epithelial Cells,Recurrent Digestive System Neuroendocrine Tumor G1
281,Basal Cell,Skin Basal Cell Carcinoma with Sebaceous Differentiation
282,Endocrine Cell of the Digestive System,Duodenal Gastrin-Producing Neuroendocrine Tumor
283,Epithelial Cells,Ovarian mucinous tumor
284,Epithelial Cells,Minor Salivary Gland Mucoepidermoid Carcinoma
285,Renal tubular epithelial cell,Grade 2 Clear Cell Renal Cell Carcinoma
286,Neuroglia,Adult Ependymoma
287,Bone marrow stem cell,Blastic plasmacytoid dendritic cell neoplasm
288,Hematopoietic and Lymphoid Cell,Type B Lymphomatoid Papulosis
289,Epithelial Cells,Foregut Carcinoid Tumor
290,Epithelial Cells,Nonencapsulated sclerosing tumor
291,Epithelial Cells,Transitional Cell Neoplasm
292,Ependymal cell,Adult Myxopapillary Ependymoma
293,Epithelial Cells,Low Grade Liver Dysplastic Nodule
294,Ependymal cell,Childhood Ependymoma
295,Lymphocyte,Esophageal Non-Hodgkin Lymphoma
296,Bone marrow stem cell,Treatment related acute myeloid leukaemia
297,Germ Cells,Ovarian Dermoid Cyst with Secondary Melanocytic Lesion
298,B-Lymphocytes,Recurrent Grade II Lymphomatoid Granulomatosis
299,Epithelial Cells,Adenosquamous cell lung cancer recurrent
300,Hematopoietic and Lymphoid Cell,"Purpura, Thrombotic Thrombocytopenic"
301,Muscle Cells,Uterine Corpus Smooth Muscle Tumor of Uncertain Malignant Potential
302,Epithelial Cells,Stage IIIb Penile Cancer AJCC v7
303,Chondrocyte,Cartilaginous exostosis
304,Epithelial Cells,adenocarcinoma of middle ear
305,B lymphoblast,Cutaneous B Lymphoblastic Leukemia/Lymphoma
306,Cartilage Cell,Mesenchymal Chondrosarcoma
307,Glandular cell,Mucinous cystadenocarcinoma appendix
308,Epithelial Cells,Head and Neck Basaloid Carcinoma
309,Epithelial Cells,Serous adenofibroma
310,Bone marrow stem cell,Refractory cytopenia with multilineage dysplasia
311,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Childhood Pineoblastoma
312,Hematopoietic and Lymphoid Cell,Angioimmunoblastic Lymphadenopathy
313,Peripheral (Post-Thymic) T-Lymphocyte and Natural Killer Cell,Mycosis fungoides stage III
314,"Myocytes, Smooth Muscle",Uterine Corpus Diffuse Leiomyomatosis
315,Peripheral Epidermotropic T-Lymphocyte,Stage IIA Mycosis Fungoides and Sezary Syndrome AJCC v7
316,granulosa cell,Juvenile Type Bilateral Ovarian Granulosa Cell Tumor
317,Thyroid Gland Follicular Cell,Thyroid Gland Follicular Adenoma with Bizarre Nuclei
318,Muscle Cells,Childhood Botryoid-Type Embryonal Rhabdomyosarcoma of the Vulva
319,Hematopoietic and Lymphoid Cell,Stage IIIB Mycosis Fungoides and Sezary Syndrome AJCC v7
320,Adipocytes,Spindle cell liposarcoma
321,Epithelial Cells,Mucin-producing adenocarcinoma
322,Lymphocyte,"Anaplastic large cell lymphoma, ALK negative"
323,T-Lymphocyte and Natural Killer Cell,Precursor T-lymphoblastic lymphoma/leukemia stage III
324,Neuroepithelial Cells,Anaplastic astrocytoma
325,Parathyroid Gland Parenchymal Cell,Water-clear cell adenoma
326,Epithelial Cells,Stage I Cervical Cancer AJCC v6 and v7
327,Fibroblasts,Dermatofibrosarcoma Protuberans with Giant Cell Fibroblastoma-Like Differentiation
328,Mature B-Lymphocyte,Grade 1 Cutaneous Follicular Lymphoma
329,Neuroepithelial Cells,Pilocytic astrocytoma of cerebellum
330,Hematopoietic and Lymphoid Cell,Plasmablastic lymphoma
331,Lymphocyte,Mediastinal T Lymphoblastic Leukemia/Lymphoma
332,Epithelial Cells,Small Intestinal L-Cell Glucagon-Like Peptide-Producing Neuroendocrine Tumor
333,Mature Lymphocyte,Atypical lymphoproliferative disorder
334,Lymphocyte,Lymphoma of kidney
335,Epithelial Cells,adenoma of extrahepatic bile duct
336,Neuroepithelial Cells,olfactory neuroblastoma of nasal cavity
337,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Angiocentric glioma
338,Epithelial Cells,Grade 1 Invasive Breast Carcinoma
339,Epithelial Cells,Stage IVC Paranasal Sinus Cancer AJCC v7
340,Connective Tissue Cells,Inflammatory pseudotumor of liver
341,Epithelial Cells,Metastatic Parathyroid Gland Carcinoma
342,Epithelial Cells,Stage IVB Nasopharyngeal Keratinizing Squamous Cell Carcinoma AJCC v7
343,Epithelial Cells,Recurrent Childhood Hepatocellular Carcinoma
344,Epithelial Cells,Sex Hormone-Producing Adrenal Cortex Adenoma
345,Neuroepithelial Cells,Adult Anaplastic Ependymoma
346,Epithelial Cells,Ovarian Seromucinous Adenofibroma
347,Epithelial Cells,Breast Pleomorphic Adenoma
348,Connective Tissue Cells,Cardiac rhabdomyoma
349,Peripheral (Post-Thymic) T-Lymphocyte and Natural Killer Cell,Mycosis Fungoides
350,Connective Tissue Cells,Extraskeletal Osteosarcoma
351,B-Lymphocytes,Solitary Osseous Plasmacytoma
352,Squamous Epithelial Cells,Cervical Verrucous Carcinoma
353,Endocrine Cell of the Digestive System,Pancreatic Delta Cell Neoplasm
354,Connective Tissue Cells,Metastatic leiomyosarcoma
355,Mature B-Lymphocyte,Marginal zone lymphoma stage IV
356,Hepatocyte,Stage IIIC Hepatocellular Carcinoma AJCC v7
357,Hematopoietic and Lymphoid Cell,Mantle cell lymphoma stage IV
358,Marginal Zone B-Lymphocyte,Marginal zone lymphoma recurrent
359,Lymphocyte,Lymphoplasmacytoid lymphoma/immunocytoma stage III
360,Germ Cells,Stage II Immature Testicular Teratoma AJCC v6 and v7
361,Epithelial Cells,Small intestine carcinoma stage III
362,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Benign Anal Granular Cell Tumor
363,Connective Tissue Cells,Periosteal Osteosarcoma
364,Hematopoietic and Lymphoid Cell,Burkitt Leukemia
365,Hematopoietic and Lymphoid Cell,"Anemia, Diamond-Blackfan"
366,T-Lymphocyte with a Post-Thymic Immunophenotype,"T-Cell Prolymphocytic Leukemia, Cerebriform Cell Variant"
367,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Hypothalamic Gangliocytoma
368,Endothelial Cells,Peripheral Intraneural Angiosarcoma
369,Lymphocyte,Precursor B-lymphoblastic lymphoma stage I
370,Epithelial Cells,Stage III Intrahepatic Cholangiocarcinoma AJCC v7
371,Squamous Epithelial Cells,Vestibular Micropapillomatosis
372,Epithelial Cells,Stage IV Childhood Hepatocellular Carcinoma AJCC v7
373,Epithelial Cells,Endometrial Endometrioid Adenocarcinoma with Clear Cell Change
374,Perineural Cell,Jugular Foramen Schwannoma
375,Connective Tissue Cells,Superficial fibromatosis
376,Plasma Cells,Heavy Chain Deposition Disease
377,Hematopoietic and Lymphoid Cell,Heavy Chain Deposition Disease
378,Basal Cell,"Basal cell carcinoma, micronodular"
379,lymphoblast,B Lymphoblastic Leukemia/Lymphoma with Recurrent Genetic Abnormalities
380,Glandular cell,Adenocarcinoma in tubular adenoma
381,Hematopoietic and Lymphoid Cell,Cerebral Lymphoma in Immunocompetent Host
382,Squamous Epithelial Cells,Squamous cell carcinoma of the hypopharynx stage III
383,Cells,Pleomorphic adenoma of lacrimal gland
384,Structure of thyroid parafollicular cell,Familial medullary thyroid carcinoma
385,Mature B-Lymphocyte,Primary Effusion Lymphoma
386,Connective Tissue Cells,Tendon Sheath Lipoma
387,Mature B-Lymphocyte,Chronic Lymphocytic Leukemia with Unmutated Immunoglobulin Heavy Chain Variable-Region Gene
388,Hematopoietic and Lymphoid Cell,Severe congenital neutropenia
389,Astrocytes,Cerebellar Glioblastoma
390,Germ Cells,Childhood Testicular Mixed Embryonal Carcinoma and Teratoma
391,Hematopoietic and Lymphoid Cell,B-cell small lymphocytic lymphoma stage I
392,Connective Tissue Cells,Elastofibroma
393,Germinal Center B-Lymphocyte,Ann Arbor Stage I Grade 3 Follicular Lymphoma
394,Epithelial Cells,Stage IV Merkel Cell Carcinoma AJCC v7
395,Epithelial Cells,Primary intraosseous squamous cell carcinoma derived from odontogenic cyst
396,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Kadish Stage C Olfactory Neuroblastoma
397,Epithelial Cells,Tobacco Chewing-Related Carcinoma
398,Germ Cells,Testicular yolk sac tumor
399,Pluripotent Bone Marrow Stem Cell,Philadelphia chromosome negative chronic myelogenous leukemia
400,Epithelial Cells,epithelial-myoepithelial carcinoma of lung
401,Peripheral (Post-Thymic) T-Lymphocyte and Natural Killer Cell,Acute Adult T-Cell Leukemia/Lymphoma
402,Astrocytes,Juvenile Pilocytic Astrocytoma
403,Lymphocyte,Angiocentric lymphoma stage III
404,Epithelial Cells,Ovarian Squamous Cell Tumor
405,Adenohypophysial Cell,Thyrotroph adenoma
406,Hematopoietic and Lymphoid Cell,Thyroid Non-Hodgkin's Lymphoma
407,Mesothelial cell,Desmoplastic mesothelioma
408,T-Lymphocyte and Natural Killer Cell,Hodgkin-Like Adult T-Cell Leukemia/Lymphoma
