,CUI1,CUI2
74,INFECTIOUS PROCESS,Abrasion and/or friction burn of lip with infection
75,INFECTIOUS PROCESS,Diffuse sclerosing osteomyelitis
76,INFECTIOUS PROCESS,Osteomyelitis of facial bone
77,INFECTIOUS PROCESS,Osteomyelitis of frontal bone
78,INFECTIOUS PROCESS,Osteomyelitis of zygomatic bone
79,INFECTIOUS PROCESS,Osteomyelitis of sphenoid bone
80,INFECTIOUS PROCESS,Osteomyelitis of temporal bone
81,INFECTIOUS PROCESS,Osteomyelitis of nasal-orbit complex
82,INFECTIOUS PROCESS,Acute osteomyelitis of facial bone
83,INFECTIOUS PROCESS,Acute osteomyelitis of frontal bone
84,INFECTIOUS PROCESS,Acute osteomyelitis of zygomatic bone
85,INFECTIOUS PROCESS,Acute osteomyelitis of sphenoid bone
86,INFECTIOUS PROCESS,Acute osteomyelitis of temporal bone
87,INFECTIOUS PROCESS,Acute osteomyelitis of nasal-orbit complex
88,INFECTIOUS PROCESS,chronic osteomyelitis of facial bones
89,INFECTIOUS PROCESS,Chronic osteomyelitis of frontal bone
90,INFECTIOUS PROCESS,Chronic osteomyelitis of zygomatic bone
91,INFECTIOUS PROCESS,Chronic osteomyelitis of sphenoid bone
92,INFECTIOUS PROCESS,Chronic osteomyelitis of temporal bone
93,INFECTIOUS PROCESS,Chronic osteomyelitis of nasal-orbit complex
94,INFECTIOUS PROCESS,Chronic sclerosing nonsuppurative osteomyelitis of facial bone
95,INFECTIOUS PROCESS,Chronic sclerosing nonsuppurative osteomyelitis of frontal bone
96,INFECTIOUS PROCESS,Chronic sclerosing nonsuppurative osteomyelitis of zygomatic bone
97,INFECTIOUS PROCESS,Chronic sclerosing nonsuppurative osteomyelitis of sphenoid bone
98,INFECTIOUS PROCESS,Chronic sclerosing nonsuppurative osteomyelitis of temporal bone
99,INFECTIOUS PROCESS,Chronic sclerosing nonsuppurative osteomyelitis of nasal-orbit complex
100,INFECTIOUS PROCESS,Moon's molar teeth
101,INFECTIOUS PROCESS,Dental caries associated with enamel hypomineralization
102,INFECTIOUS PROCESS,Dental caries associated with enamel hypoplasia
103,INFECTIOUS PROCESS,Dental caries secondary to developmental defects of tooth structure
104,INFECTIOUS PROCESS,Dental caries secondary to acquired defects of tooth structure
105,INFECTIOUS PROCESS,Primary dental caries of indeterminate origin
106,INFECTIOUS PROCESS,"Primary dental caries, cervical origin"
107,INFECTIOUS PROCESS,"Primary dental caries, proximal smooth surface origin"
108,INFECTIOUS PROCESS,"Primary dental caries, nonproximal smooth surface origin"
109,INFECTIOUS PROCESS,"Primary dental caries, pit and fissure origin"
110,INFECTIOUS PROCESS,"Primary dental caries, root surface origin"
111,INFECTIOUS PROCESS,"Primary dental caries, multisurface origin"
112,INFECTIOUS PROCESS,Caries of infancy
113,INFECTIOUS PROCESS,"Caries of infancy, indeterminate origin"
114,INFECTIOUS PROCESS,Caries of infancy associated with breast feeding
115,INFECTIOUS PROCESS,Caries of infancy associated with bottle feeding
116,INFECTIOUS PROCESS,Suppurative inflammation of subgingival space
117,INFECTIOUS PROCESS,Infectious arthritis of temporomandibular joint
118,INFECTIOUS PROCESS,Infectious arthritis of temporomandibular joint due to internal joint prosthesis
119,INFECTIOUS PROCESS,Chronic sclerosing nonsuppurative osteomyelitis of maxilla
120,INFECTIOUS PROCESS,Chronic sclerosing nonsuppurative osteomyelitis of mandible
121,INFECTIOUS PROCESS,Osteomyelitis of maxilla
122,INFECTIOUS PROCESS,Acute osteomyelitis of maxilla
123,INFECTIOUS PROCESS,Chronic osteomyelitis of maxilla
124,INFECTIOUS PROCESS,Osteomyelitis of mandible
125,INFECTIOUS PROCESS,Acute osteomyelitis of mandible
126,INFECTIOUS PROCESS,Chronic osteomyelitis of mandible
127,INFECTIOUS PROCESS,Infectious sialoadenitis of major salivary gland
128,INFECTIOUS PROCESS,Acute purulent meningitis
129,INFECTIOUS PROCESS,Abrasion and/or friction burn of scapular region with infection
130,INFECTIOUS PROCESS,Streptococcal infection of mouth
131,INFECTIOUS PROCESS,Circoviridae Infections
132,INFECTIOUS PROCESS,Post-weaning multisystemic wasting syndrome
133,INFECTIOUS PROCESS,Chicken anemia virus infection
134,INFECTIOUS PROCESS,Psittacine beak and feather virus infection
135,INFECTIOUS PROCESS,Pigeon circovirus infection
136,INFECTIOUS PROCESS,Deep mycosis
137,INFECTIOUS PROCESS,Hyperplastic thrush
138,INFECTIOUS PROCESS,"Early latent syphilis, positive serology, negative cerebrospinal fluid, with relapse after treatment"
139,INFECTIOUS PROCESS,Sporotrichotic gumma
140,INFECTIOUS PROCESS,furuncle
141,INFECTIOUS PROCESS,Infection of bone associated with another disease
142,INFECTIOUS PROCESS,Infection of bone
143,INFECTIOUS PROCESS,Airsacculitis
144,INFECTIOUS PROCESS,Acute bacterial endocarditis
145,INFECTIOUS PROCESS,Boil of corpus cavernosum
146,INFECTIOUS PROCESS,Genital tract AND/OR pelvic infection following molar AND/OR ectopic pregnancy
147,INFECTIOUS PROCESS,Legal termination of pregnancy with septicemia
148,INFECTIOUS PROCESS,"Infection of nipple, associated with childbirth"
149,INFECTIOUS PROCESS,Anemia due to infection
150,INFECTIOUS PROCESS,Chronic aggressive type B viral hepatitis
151,INFECTIOUS PROCESS,Abrasion and/or friction burn of face with infection
152,INFECTIOUS PROCESS,Blister of trunk with infection
153,INFECTIOUS PROCESS,Abrasion and/or friction burn of chest wall with infection
154,INFECTIOUS PROCESS,Superficial injury of scrotum with infection
155,INFECTIOUS PROCESS,Blister of shoulder with infection
156,INFECTIOUS PROCESS,Abrasion and/or friction burn of elbow with infection
157,INFECTIOUS PROCESS,Superficial injury of forearm with infection
158,INFECTIOUS PROCESS,Superficial foreign body of hand without major open wound but with infection
159,INFECTIOUS PROCESS,Post-traumatic wound infection
160,INFECTIOUS PROCESS,Masked infection
161,INFECTIOUS PROCESS,Madura foot due to Streptomyces somaliensis
162,INFECTIOUS PROCESS,Gastrointestinal anthrax
163,INFECTIOUS PROCESS,Anthrax manifestation
164,INFECTIOUS PROCESS,Food poisoning due to Clostridia
165,INFECTIOUS PROCESS,Infection due to Clostridium chauvoei
166,INFECTIOUS PROCESS,Acute gonococcal prostatitis
167,INFECTIOUS PROCESS,Gonococcal endophthalmia
168,INFECTIOUS PROCESS,Infection due to Mycobacterium lepraemurium
169,INFECTIOUS PROCESS,"Mycobacterium Infections, Nontuberculous"
170,INFECTIOUS PROCESS,"Mycobacterium Infections, Nontuberculous"
171,INFECTIOUS PROCESS,Pneumococcal tonsillitis
172,INFECTIOUS PROCESS,Shigella Infections
173,INFECTIOUS PROCESS,Staphylococcal gastroenteritis
174,INFECTIOUS PROCESS,Staphylococcal arthritis
175,INFECTIOUS PROCESS,Staphylococcal bacteremia
176,INFECTIOUS PROCESS,Tuberculosis of conjunctiva
177,INFECTIOUS PROCESS,Tuberculosis of other urinary organs
178,INFECTIOUS PROCESS,Primary progressive tuberculosis
179,INFECTIOUS PROCESS,Fish tuberculosis due to Mycobacterium fortuitum
180,INFECTIOUS PROCESS,Infection by Campylobacter fetus
181,INFECTIOUS PROCESS,Cold water disease
182,INFECTIOUS PROCESS,Intestinal infection due to E. coli
183,INFECTIOUS PROCESS,Salmon poisoning disease
184,INFECTIOUS PROCESS,Viral gastroenteritis
185,INFECTIOUS PROCESS,Adenoviral bronchitis
186,INFECTIOUS PROCESS,Adenoviral meningitis (disorder)
187,INFECTIOUS PROCESS,Subacute adenoviral encephalitis
188,INFECTIOUS PROCESS,Vaccinia
189,INFECTIOUS PROCESS,Herpes simplex without complication
190,INFECTIOUS PROCESS,Herpes simplex with complication
191,INFECTIOUS PROCESS,Herpes simplex otitis externa
192,INFECTIOUS PROCESS,Herpes zoster without complication
193,INFECTIOUS PROCESS,Herpes zoster with nervous system complication
194,INFECTIOUS PROCESS,Chikungunya Fever
195,INFECTIOUS PROCESS,Flavivirus Infections
196,INFECTIOUS PROCESS,Bussuquara virus disease
197,INFECTIOUS PROCESS,Rubella without complication
198,INFECTIOUS PROCESS,Rubella infection of central nervous system
199,INFECTIOUS PROCESS,Mumps without complication
200,INFECTIOUS PROCESS,Post measles encephalitis
201,INFECTIOUS PROCESS,Measles without complication
202,INFECTIOUS PROCESS,Canine Distemper
203,INFECTIOUS PROCESS,Coxsackie meningitis
204,INFECTIOUS PROCESS,Viral hepatitis A without hepatic coma
205,INFECTIOUS PROCESS,Acute HIV infection
206,INFECTIOUS PROCESS,Viral hepatitis B without hepatic coma
207,INFECTIOUS PROCESS,Infectious neonatal hepatitis
208,INFECTIOUS PROCESS,Viral hepatitis without hepatic coma
209,INFECTIOUS PROCESS,"Encephalitis, Acute Necrotizing"
210,INFECTIOUS PROCESS,Chronic mycotic otitis externa
211,INFECTIOUS PROCESS,Cutaneous aspergillosis
212,INFECTIOUS PROCESS,Pneumonia in aspergillosis
213,INFECTIOUS PROCESS,Candidiasis of urogenital site
214,INFECTIOUS PROCESS,Infection by Leptosphaeria senegalensis
215,INFECTIOUS PROCESS,Infection by Mortierella wolfii
216,INFECTIOUS PROCESS,Branchiomycosis
217,INFECTIOUS PROCESS,Pneumocystis Infections
218,INFECTIOUS PROCESS,Infectious enteritis
219,INFECTIOUS PROCESS,Dysentery
220,INFECTIOUS PROCESS,Infection due to Pseudomonas aeruginosa
221,INFECTIOUS PROCESS,Polyglandular Type I Autoimmune Syndrome
222,INFECTIOUS PROCESS,Sepsis during labor
223,INFECTIOUS PROCESS,Tinea barbae due to Trichophyton mentagrophytes
224,INFECTIOUS PROCESS,Mouse mammary tumor virus infection
225,INFECTIOUS PROCESS,Syphilitic episcleritis
226,INFECTIOUS PROCESS,Illegal termination of pregnancy with sepsis
227,INFECTIOUS PROCESS,Inhalational anthrax
228,INFECTIOUS PROCESS,Staphylococcal tonsillitis
229,INFECTIOUS PROCESS,Persistent infection
230,INFECTIOUS PROCESS,Lymphocystis disease
231,INFECTIOUS PROCESS,Chorioamnionitis
232,INFECTIOUS PROCESS,Intra-amniotic infection of fetus
233,INFECTIOUS PROCESS,Infected hydrocele
234,INFECTIOUS PROCESS,Tuberculous leptomeningitis
235,INFECTIOUS PROCESS,Virulent foot rot
236,INFECTIOUS PROCESS,Reptilian tuberculosis due to Mycobacterium chelonei
237,INFECTIOUS PROCESS,Actinomycosis
238,INFECTIOUS PROCESS,Starlingpox
239,INFECTIOUS PROCESS,Primary bacterial peritonitis
240,INFECTIOUS PROCESS,Traveler's diarrhea
241,INFECTIOUS PROCESS,Septicaemia following molar AND/OR ectopic pregnancy
242,INFECTIOUS PROCESS,Corynebacterial pneumonia of foals
243,INFECTIOUS PROCESS,Chronic gonococcal vulvovaginitis
244,INFECTIOUS PROCESS,Bebaru fever
245,INFECTIOUS PROCESS,Viral encephalomyelocarditis
246,INFECTIOUS PROCESS,Latent Tuberculosis
247,INFECTIOUS PROCESS,Palmar papilloma of yaws
248,INFECTIOUS PROCESS,Abortion with septicemia
249,INFECTIOUS PROCESS,Blister with infection
250,INFECTIOUS PROCESS,Hantavirus Pulmonary Syndrome
251,INFECTIOUS PROCESS,Tuberculous enteritis
252,INFECTIOUS PROCESS,Staphylococcal meningitis
253,INFECTIOUS PROCESS,Parainfluenza
254,INFECTIOUS PROCESS,Paratuberculosis
255,INFECTIOUS PROCESS,Syphilitic aneurysm of aorta
256,INFECTIOUS PROCESS,Infected bursa
257,INFECTIOUS PROCESS,Channel catfish virus disease
258,INFECTIOUS PROCESS,Neonatal urinary tract infection
259,INFECTIOUS PROCESS,Superficial injury of trunk with infection
260,INFECTIOUS PROCESS,Subacute pyelonephritis
261,INFECTIOUS PROCESS,Hantanvirus pulmonary syndrome
262,INFECTIOUS PROCESS,Apeu virus disease
263,INFECTIOUS PROCESS,Chronic gonococcal bartholinitis
264,INFECTIOUS PROCESS,Focal pyelonephritis
265,INFECTIOUS PROCESS,Diffuse pyelonephritis
266,INFECTIOUS PROCESS,Trichophytosis
267,INFECTIOUS PROCESS,Furuncle of buttock
268,INFECTIOUS PROCESS,Abrasion and/or friction burn of anus with infection
269,INFECTIOUS PROCESS,Infectious gastroenteritis
270,INFECTIOUS PROCESS,Superficial injury of perineum with infection
271,INFECTIOUS PROCESS,Female genital tract infection
272,INFECTIOUS PROCESS,Tuberculosis of brain
273,INFECTIOUS PROCESS,Tinea cruris due to Trichophyton rubrum
274,INFECTIOUS PROCESS,Infectious disease of mucous membrane
275,INFECTIOUS PROCESS,Abdominal Infection
276,INFECTIOUS PROCESS,Acute Infective Polyneuritis
277,INFECTIOUS PROCESS,Infectious disease of nervous system
278,INFECTIOUS PROCESS,Central Nervous System Infection
279,INFECTIOUS PROCESS,Central Nervous System Bacterial Infections
280,INFECTIOUS PROCESS,Central Nervous System Fungal Infections
281,INFECTIOUS PROCESS,Rubella encephalomyelitis
282,INFECTIOUS PROCESS,Leprosy neuropathy
283,INFECTIOUS PROCESS,Infectious disorder of the fetus
284,INFECTIOUS PROCESS,Neonatal infectious disorder
285,INFECTIOUS PROCESS,"Hepatitis C, Chronic"
286,INFECTIOUS PROCESS,Bacterial conjunctivitis
287,INFECTIOUS PROCESS,Eye Infection
288,INFECTIOUS PROCESS,Infection of digestive system
289,INFECTIOUS PROCESS,Cardiovascular Infections
290,INFECTIOUS PROCESS,Infectious disease of heart
291,INFECTIOUS PROCESS,Enterovirus heart infection
292,INFECTIOUS PROCESS,Bacterial infectious disease of heart
293,INFECTIOUS PROCESS,Infectious Lung Disorder
294,INFECTIOUS PROCESS,Infectious disease of brain
295,INFECTIOUS PROCESS,Boil of scrotum
296,INFECTIOUS PROCESS,Punta Toro virus disease
297,INFECTIOUS PROCESS,Fatal infectious mononucleosis
298,INFECTIOUS PROCESS,"Skin Diseases, Bacterial"
299,INFECTIOUS PROCESS,"Skin Diseases, Viral"
300,INFECTIOUS PROCESS,Infection of subcutaneous tissue
301,INFECTIOUS PROCESS,Bacterial infection due to Bacillus
302,INFECTIOUS PROCESS,Enterobacteriaceae Infections
303,INFECTIOUS PROCESS,"Eye Infections, Bacterial"
304,INFECTIOUS PROCESS,Non-human infectious disorder
305,INFECTIOUS PROCESS,Infection of ear
306,INFECTIOUS PROCESS,Infection of kidney
307,INFECTIOUS PROCESS,Infectious peritonitis
308,INFECTIOUS PROCESS,Acute Infective Polyneuritis
309,INFECTIOUS PROCESS,Bacterial infectious disease of brain
310,INFECTIOUS PROCESS,Histoplasmosis
311,INFECTIOUS PROCESS,Diphtheritic peripheral neuritis
312,INFECTIOUS PROCESS,Ulcer due to Treponema vincentii
313,INFECTIOUS PROCESS,Colibacillosis gravidarum
314,INFECTIOUS PROCESS,Herpetic cervicitis
315,INFECTIOUS PROCESS,Human echovirus infection
316,INFECTIOUS PROCESS,Localized candidiasis
317,INFECTIOUS PROCESS,Infection by Cladosporium carrionii
318,INFECTIOUS PROCESS,Failed attempted termination of pregnancy with septic shock
319,INFECTIOUS PROCESS,Tuberculosis of seminal vesicle
320,INFECTIOUS PROCESS,Pigeon herpesvirus infection
321,INFECTIOUS PROCESS,Adenoviral bronchiolitis
322,INFECTIOUS PROCESS,Primary symptomatic early syphilis
323,INFECTIOUS PROCESS,Blister of lip with infection
324,INFECTIOUS PROCESS,Chronic myometritis
325,INFECTIOUS PROCESS,Rubella meningoencephalitis
326,INFECTIOUS PROCESS,Wet crab yaws
327,INFECTIOUS PROCESS,Peste des petits ruminants Infection
328,INFECTIOUS PROCESS,Acute fulminating type B viral hepatitis
329,INFECTIOUS PROCESS,Masshoff's syndrome
330,INFECTIOUS PROCESS,Taboparesis
331,INFECTIOUS PROCESS,Chronic osteomyelitis of hand
332,INFECTIOUS PROCESS,Verruca palmaris
333,INFECTIOUS PROCESS,Tuberculous tenosynovitis
334,INFECTIOUS PROCESS,Blind boil
335,INFECTIOUS PROCESS,Stitch infection
336,INFECTIOUS PROCESS,Diphtheritic peritonitis
337,INFECTIOUS PROCESS,Herpes simplex iridocyclitis
338,INFECTIOUS PROCESS,Fish tuberculosis due to Mycobacterium piscium
339,INFECTIOUS PROCESS,Disseminated herpes simplex
340,INFECTIOUS PROCESS,Secondary symptomatic early syphilis
341,INFECTIOUS PROCESS,Joint-ill
342,INFECTIOUS PROCESS,Puerperal tetanus
343,INFECTIOUS PROCESS,Bovine Anaplasmosis
344,INFECTIOUS PROCESS,Feline viral rhinotracheitis
345,INFECTIOUS PROCESS,Geotrichosis
346,INFECTIOUS PROCESS,Infection by Armillifer armillatus
347,INFECTIOUS PROCESS,Actinobacillosis due to Actinobacillus salpingitis
348,INFECTIOUS PROCESS,Nonvenomous insect bite of scapular region with infection
349,INFECTIOUS PROCESS,Superficial injury of toe with infection
350,INFECTIOUS PROCESS,Rabies (disorder)
351,INFECTIOUS PROCESS,Tuberculosis of hip
352,INFECTIOUS PROCESS,Measles
353,INFECTIOUS PROCESS,"Meningitis, Cryptococcal"
354,INFECTIOUS PROCESS,Hemorrhagic dysentery
355,INFECTIOUS PROCESS,Purulent rhinitis
356,INFECTIOUS PROCESS,Indeterminate leprosy
357,INFECTIOUS PROCESS,Actinobacillary mastitis
358,INFECTIOUS PROCESS,Ganglion of yaws
359,INFECTIOUS PROCESS,Icthyoparasitism
360,INFECTIOUS PROCESS,"Empyema, Tuberculous"
361,INFECTIOUS PROCESS,Acute nonparalytic poliomyelitis
362,INFECTIOUS PROCESS,Dermatomycoses
363,INFECTIOUS PROCESS,Louse-borne relapsing fever
364,INFECTIOUS PROCESS,Miscarriage with urinary tract infection
365,INFECTIOUS PROCESS,Superficial foreign body of scrotum without major open wound but with infection
366,INFECTIOUS PROCESS,Duvenhage virus disease
367,INFECTIOUS PROCESS,Herpes Labialis
368,INFECTIOUS PROCESS,Dermatitis vegetans
369,INFECTIOUS PROCESS,Anthrax sepsis
370,INFECTIOUS PROCESS,Pyogenic pericarditis
371,INFECTIOUS PROCESS,Nonvenomous insect bite of breast with infection
372,INFECTIOUS PROCESS,Infection due to Mycobacterium vaccae
373,INFECTIOUS PROCESS,Superficial foreign body of thigh without major open wound but with infection
374,INFECTIOUS PROCESS,Equine coital exanthema
375,INFECTIOUS PROCESS,Gonococcal meningitis
376,INFECTIOUS PROCESS,Tuberculoma
377,INFECTIOUS PROCESS,Infection due to Arcanobacterium pyogenes
378,INFECTIOUS PROCESS,Tuberculosis of esophagus
379,INFECTIOUS PROCESS,Blister of toe with infection
380,INFECTIOUS PROCESS,Simian B encephalomyelitis
381,INFECTIOUS PROCESS,Viral pharyngitis
382,INFECTIOUS PROCESS,"Tuberculosis, Pulmonary"
383,INFECTIOUS PROCESS,Coligranuloma
384,INFECTIOUS PROCESS,Osteomyelitis of femur
385,INFECTIOUS PROCESS,Gonorrhea
386,INFECTIOUS PROCESS,Palmar hyperkeratosis of yaws
387,INFECTIOUS PROCESS,Sycosis barbae
388,INFECTIOUS PROCESS,Anterior nasal diphtheria
389,INFECTIOUS PROCESS,Incipient enamel caries
390,INFECTIOUS PROCESS,Septic shock due to transfusion
391,INFECTIOUS PROCESS,Buruli Ulcer
392,INFECTIOUS PROCESS,Enzootic bovine leukosis
393,INFECTIOUS PROCESS,Acute empyema of frontal sinus
394,INFECTIOUS PROCESS,Hepatic coma due to viral hepatitis A
395,INFECTIOUS PROCESS,Syphilitic cirrhosis
396,INFECTIOUS PROCESS,Actinobacillus Infections
397,INFECTIOUS PROCESS,Viral bronchitis
398,INFECTIOUS PROCESS,Pneumovirus Infections
399,INFECTIOUS PROCESS,Cytomegaloviral mononucleosis
400,INFECTIOUS PROCESS,O/E - wound infected
401,INFECTIOUS PROCESS,O/E-herpes labialis-cold sore
402,INFECTIOUS PROCESS,O/E - dental caries
403,INFECTIOUS PROCESS,O/E - nipple discharge - pus
404,INFECTIOUS PROCESS,Tuberculosis of retroperitoneal lymph nodes
405,INFECTIOUS PROCESS,O/E - purulent ear discharge
406,INFECTIOUS PROCESS,O/E - follicular pustules
407,INFECTIOUS PROCESS,Leontiasis Ossium
408,INFECTIOUS PROCESS,Yellow Fever
409,INFECTIOUS PROCESS,Visceral herpes simplex
410,INFECTIOUS PROCESS,Malignant otitis media
411,INFECTIOUS PROCESS,Sealionpox
412,INFECTIOUS PROCESS,Candidal otitis externa
413,INFECTIOUS PROCESS,Caprine arthritis-encephalitis
414,INFECTIOUS PROCESS,Acute tubulointerstitial nephritis associated with systemic infection
415,INFECTIOUS PROCESS,Arbovirus hemorrhagic fever
416,INFECTIOUS PROCESS,Pneumococcal Infections
417,INFECTIOUS PROCESS,Rat-Bite Fever
418,INFECTIOUS PROCESS,Infective bulbar necrosis
419,INFECTIOUS PROCESS,"Encephalitis, Central European"
420,INFECTIOUS PROCESS,Osteomyelitis of forearm
421,INFECTIOUS PROCESS,Blister of abdominal wall with infection
422,INFECTIOUS PROCESS,Acute bacterial pericarditis
423,INFECTIOUS PROCESS,Subacute infectious disease
424,INFECTIOUS PROCESS,Mumps nephritis
425,INFECTIOUS PROCESS,Tuberculosis of knee
426,INFECTIOUS PROCESS,Nonvenomous insect bite of ear with infection
427,INFECTIOUS PROCESS,Blister of interscapular region with infection
428,INFECTIOUS PROCESS,Epidemic acute poliomyelitis with paralysis except bulbar
429,INFECTIOUS PROCESS,Mucocutaneous cryptococcosis
430,INFECTIOUS PROCESS,Superficial foreign body of vulva without major open wound but with infection
431,INFECTIOUS PROCESS,Acute gonorrhea of genitourinary tract
432,INFECTIOUS PROCESS,Necrotizing Ulcerative Gingivitis
433,INFECTIOUS PROCESS,Furuncle of flank
434,INFECTIOUS PROCESS,Nonvenomous insect bite of toe with infection
435,INFECTIOUS PROCESS,Superficial injury of finger with infection
436,INFECTIOUS PROCESS,Infection by Saprolegnia
437,INFECTIOUS PROCESS,"Tuberculosis, Osteoarticular"
438,INFECTIOUS PROCESS,Chronic infectious disease
439,INFECTIOUS PROCESS,Chronic endomyometritis
440,INFECTIOUS PROCESS,Ecthyma gangrenosum
441,INFECTIOUS PROCESS,Vesicular Exanthema of Swine
442,INFECTIOUS PROCESS,Postnatal infection
443,INFECTIOUS PROCESS,Chlamydial urethritis
444,INFECTIOUS PROCESS,Peripheral Nervous System Infectious Disorder
445,INFECTIOUS PROCESS,Meningococcal encephalitis
446,INFECTIOUS PROCESS,Superficial foreign body of scalp without major open wound but with infection
447,INFECTIOUS PROCESS,Enteric campylobacteriosis
448,INFECTIOUS PROCESS,Infection by Porocephalus moniliformis
449,INFECTIOUS PROCESS,Acute miliary tuberculosis
450,INFECTIOUS PROCESS,Murine respiratory mycoplasmosis
451,INFECTIOUS PROCESS,Acute miliary tuberculosis
452,INFECTIOUS PROCESS,Suppurative colitis
453,INFECTIOUS PROCESS,Tinea due to Trichophyton concentricum
454,INFECTIOUS PROCESS,Microsporosis nigra
455,INFECTIOUS PROCESS,Toxic Shock Syndrome
456,INFECTIOUS PROCESS,Tuberculosis of adrenal glands
457,INFECTIOUS PROCESS,Infection by Acrotheca aquaspersa
458,INFECTIOUS PROCESS,Microsporosis nigra
459,INFECTIOUS PROCESS,Congenital Rubella Syndrome
460,INFECTIOUS PROCESS,Superficial foreign body of toe without major open wound but with infection
461,INFECTIOUS PROCESS,Cholera
462,INFECTIOUS PROCESS,Typhoid and paratyphoid fevers
463,INFECTIOUS PROCESS,Paratyphoid Fever
464,INFECTIOUS PROCESS,Other salmonella infections
465,INFECTIOUS PROCESS,Localized Salmonella infection
466,INFECTIOUS PROCESS,Other localized salmonella infections
467,INFECTIOUS PROCESS,Other specified salmonella infections
