,CUI1,CUI2
152,Intracytoplasmic Eosinophilic Inclusion,Esophageal Malignant Peripheral Nerve Sheath Tumor
153,atypia morphology,Pericardial Adenomatoid Tumor
154,Grade 4 Lesion,Recurrent Childhood Cerebral Astrocytoma
155,Intermediate Filaments Present,Osteosarcoma Arising in Paget Disease of Bone
156,Intracytoplasmic Eosinophilic Inclusion,Osteosarcoma Arising in Paget Disease of Bone
157,Chronic Clinical Course,Acute Myeloid Leukemia with t(11;17)(q23;q21)
158,Diffuse Lesion,"Papilloma, Squamous Cell"
159,Intracytoplasmic Eosinophilic Inclusion,Leiomyosarcoma of small intestine
160,Diffuse Lesion,Lung Mixed Squamous Cell and Glandular Papilloma
161,Pancreatobiliary-Type Malignant Cells Present,Ampulla of Vater Intestinal-Type Adenocarcinoma
162,Benign Cellular Infiltrate,Recurrent Rectal Cancer
163,Intracytoplasmic Eosinophilic Inclusion,Stage IB Soft Tissue Sarcoma AJCC v7
164,Mixed Neoplastic Glandular and Squamous Cell Population,Anal margin Paget's disease
165,Necrotic changes (finding),Benign Intraocular Schwannoma
166,Solid Growth Pattern,Adult Acute Monoblastic and Monocytic Leukemia
167,Intracytoplasmic Eosinophilic Inclusion,leiomyosarcoma of rectum
168,Invasive Lesion,Stage 0is Renal Pelvis and Ureter Cancer AJCC v7
169,Deep Lesion,Atypical Lipoma
170,Indolent Clinical Course,Adult Clear Cell Sarcoma of Soft Parts
171,Benign Cellular Infiltrate,Grade 1 Colon Adenocarcinoma
172,Microvascular Proliferation,Childhood Cerebral Anaplastic Astrocytoma
173,Chronic Clinical Course,Acute Undifferentiated Leukemia
174,Locally Aggressive Lesion,Nasopharyngeal Angiofibroma
175,Invasive Lesion,Esophageal dysplasia
176,High Mitotic Activity,Duodenal Gastrin-Producing Neuroendocrine Tumor
177,Invasive Lesion,Dermal Duct Tumor
178,Intracytoplasmic Eosinophilic Inclusion,Adult Pleomorphic Rhabdomyosarcoma
179,Chronic Clinical Course,ROSE Cluster 2
180,Invasive Lesion,Eccrine Poroma
181,Squamous Differentiation,Undifferentiated carcinoma of stomach
182,Intracytoplasmic Eosinophilic Inclusion,Small Intestinal Angiosarcoma
183,Local disease,Intravenous leiomyomatosis
184,Intracytoplasmic Eosinophilic Inclusion,Cervical Malignant Peripheral Nerve Sheath Tumor
185,Intracytoplasmic Eosinophilic Inclusion,Metastatic Ewing's Sarcoma
186,Indolent Clinical Course,FNCLCC Sarcoma Grade 1
187,Indolent Clinical Course,malignant peripheral nerve sheath tumor (MPNST) of mediastinum
188,Mucoid Stroma Formation,Stage IVB Laryngeal Verrucous Carcinoma AJCC v7
189,Solid Growth Pattern,Adult Acute Megakaryoblastic Leukemia
190,Invasive Lesion,"Adenoma, Basal Cell"
191,Capsular Invasion,Pituitary Gland Oncocytic Adenoma
192,Invasive Lesion,Grade II Penile Intraepithelial Neoplasia
193,Intermediate Filaments Present,Malignant fibrous histiocytoma recurrent
194,Borderline Lesion,Hereditary Kidney Oncocytoma
195,Solid Growth Pattern,Leukemic Phase of Non-Hodgkin's Lymphoma
196,Invasive Lesion,Biliary Intraepithelial Neoplasia-2
197,Mixture of Germ Cell Neoplastic Components Present,Mature Testicular Teratoma
198,Intermediate Filaments Present,sarcoma of oral cavity
199,High Grade Lesion,Hemangioendothelioma
200,Invasive Lesion,High-Grade Squamous Intraepithelial Lesions
201,Mixed Neoplastic Glandular and Squamous Cell Population,Penile intraepithelial neoplasia
202,Precise Histogenesis Unknown,Anaplastic astrocytoma
203,Favorable Clinical Outcome,Intrahepatic Bile Duct Papillary Neoplasm with an Associated Invasive Carcinoma
204,High Mitotic Activity,Leiomyomatosis peritonealis disseminata
205,Macrofollicular Structures Present,"Follicular Variant Thyroid Gland Papillary Carcinoma, Infiltrative Subtype"
206,Junctional Proliferation,Cervical Blue Nevus
207,Favorable Clinical Outcome,Apocrine breast carcinoma
208,High Mitotic Activity,leiomyoma of extrahepatic bile duct
209,Intracytoplasmic Eosinophilic Inclusion,Esophageal Liposarcoma
210,Intermediate Filaments Present,Childhood Fibrosarcoma
211,Mixed Neoplastic Glandular and Squamous Cell Population,Stage 0 Lung Adenocarcinoma AJCC v6 and v7
212,Necrotic changes (finding),Benign Mediastinal Psammomatous Schwannoma
213,Papillary Pattern,"Carcinoma, Cribriform"
214,Invasive Lesion,Cervical high grade squamous intraepithelial lesion
215,Nuclear Clearing,Thyroid Gland Follicular Adenoma
216,Indolent Clinical Course,Adult Anaplastic Ependymoma
217,Intracytoplasmic Eosinophilic Inclusion,Telangiectatic osteosarcoma
218,Intracytoplasmic Eosinophilic Inclusion,Cardiac Malignant Fibrous Histiocytoma
219,Papillary Pattern,Hard Palate Pleomorphic Adenoma
220,Intracytoplasmic Eosinophilic Inclusion,Kaposi's sarcoma of liver
221,Benign Cellular Infiltrate,Stage IB Distal Bile Duct Cancer AJCC v7
222,Severe cytologic atypia,Extrahepatic Bile Duct Carcinoid Tumor
223,Indolent Clinical Course,Malignant Synovial Neoplasm
224,Mixed Neoplastic Glandular and Squamous Cell Population,Sporadic Gastric Adenocarcinoma
225,Solid Growth Pattern,Acute myeloid leukemia with mutated NPM1
226,Neoplastic Glandular Epithelium Resembling the Normal Endometrium Present,Borderline serous tumor of ovary
227,Precise Histogenesis Unknown,Brain Stem Glioma
228,Aggressive Clinical Course,Lymphoplasmacytoid lymphoma/immunocytoma refractory
229,Squamous Differentiation,Metastatic Lung Non-Squamous Non-Small Cell Carcinoma
230,Benign Cellular Infiltrate,Colorectal Angiosarcoma
231,Benign Cellular Infiltrate,Colorectal Signet Ring Cell Carcinoma
232,Solid Growth Pattern,T-Cell Prolymphocytic Leukemia
233,Precise Histogenesis Unknown,Fibrillary Astrocytoma
234,Benign Cellular Infiltrate,Stage IIB Colorectal Cancer AJCC v7
235,Premalignant Lesion,Stage IIA Non-Small Cell Lung Carcinoma AJCC v7
236,Premalignant Lesion,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7
237,Mixed Neoplastic Glandular and Squamous Cell Population,Distal 1/3 of the Common Bile Duct Adenocarcinoma
238,Benign Cellular Infiltrate,Small cell carcinoma of esophagus
239,Mixed Neoplastic Glandular and Squamous Cell Population,Oropharyngeal squamous cell carcinoma recurrent
240,Mixed Neoplastic Glandular and Squamous Cell Population,Hereditary Papillary Renal Carcinoma
241,Mixture of Germ Cell Neoplastic Components Present,Stage I Immature Testicular Teratoma AJCC v6 and v7
242,Intracytoplasmic Eosinophilic Inclusion,Inflammatory malignant fibrous histiocytoma
243,Mixed Neoplastic Glandular and Squamous Cell Population,Stage II Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma AJCC v6 and v7
244,Mixed Epithelial Cell Population,Pedunculated conjunctival papilloma
245,Mixed Neoplastic Glandular and Squamous Cell Population,Breast Columnar Cell Mucinous Carcinoma
246,Benign Cellular Infiltrate,Stage I Gastric Carcinoma
247,Indolent Clinical Course,Myxoinflammatory fibroblastic sarcoma
248,Favorable Clinical Outcome,BCLC Stage C Hepatocellular Carcinoma
249,Intermediate Filaments Present,Undifferentiated spindle cell sarcoma
250,Indolent Clinical Course,Localized Childhood Undifferentiated High Grade Pleomorphic Sarcoma of Bone
251,Benign Cellular Infiltrate,Pancreatic Moderately Differentiated Ductal Adenocarcinoma
252,Syncytial Pattern,Pancreatic Poorly Differentiated Ductal Adenocarcinoma
253,High Mitotic Activity,Pancreatic Neuroendocrine Tumor G1
254,Glandular Differentiation,large cell neuroendocrine carcinoma of gallbladder
255,Mixed Neoplastic Glandular and Squamous Cell Population,Clear Cell Hepatocellular Carcinoma
256,Seminomatous Component Present,Pineal Region Mature Teratoma
257,Extensive Necrosis,Childhood Brain Oligodendroglioma
258,Well-Circumscribed Lesion,"Cutaneous Fibrous Histiocytoma, Cellular Variant"
259,Mixed Neoplastic Glandular and Squamous Cell Population,Spindle Cell Oncocytoma of the Adenohypophysis
260,Histiocytosis,Centroblastic lymphoma stage II
261,Mixed Neoplastic Glandular and Squamous Cell Population,Postcricoid Squamous Cell Carcinoma
262,Mixed Cellular Population,Squamous cell papilloma of skin
263,Well Differentiated Lesion,High Grade Appendix Mucinous Adenocarcinoma
264,Mixed Neoplastic Glandular and Squamous Cell Population,Stage IVA Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7
265,Mixed Neoplastic Glandular and Squamous Cell Population,Skin Squamous Cell Carcinoma In Situ
266,Mixed Neoplastic Glandular and Squamous Cell Population,Stage IV Hepatocellular Carcinoma AJCC v7
267,Mucoid Stroma Formation,Stage III Thyroid Gland Papillary Carcinoma AJCC v7
268,High Mitotic Activity,Fibroid Tumor
269,Intermediate Filaments Present,Prostate Sarcoma
270,Seminomatous Component Present,"Testicular Yolk Sac Tumor, Hepatoid Pattern"
271,Diffuse Lesion,Hemangioma of liver
272,Indolent Clinical Course,Stage IIIB Uterine Sarcoma AJCC v7
273,Intermediate Filaments Present,Colon Sarcoma
274,Indolent Clinical Course,Fusion-Positive Alveolar Rhabdomyosarcoma
275,Indolent Clinical Course,Malignant neoplasm of meninges
276,Mucoid Stroma Formation,Stage IV Thyroid Gland Papillary Carcinoma AJCC v7
277,Premalignant Lesion,Stage IIB Lung Small Cell Carcinoma AJCC v7
278,Squamous Differentiation,Laryngeal Giant Cell Carcinoma
279,Benign Cellular Infiltrate,Small intestine carcinoma metastatic
280,Mixed Neoplastic Glandular and Squamous Cell Population,Borderline Fallopian Tube Mucinous Tumor
281,Solid Growth Pattern,Acute Lymphoblastic Leukemia by ROSE Cluster
282,Increased Cellularity Present,Renal Pelvis Inverted Papilloma
283,Benign Cellular Infiltrate,Hepatic lymphoma
284,Mixed Neoplastic Glandular and Squamous Cell Population,Exophytic Schneiderian Papilloma
285,Benign Cellular Infiltrate,Malignant Esophageal Neoplasm by Topographic Region
286,Increased Cellularity Present,Urethral Urothelial Papilloma
287,CD35-Positive Neoplastic Cells Present,"Histiocytosis, Langerhans-Cell"
288,Indolent Clinical Course,Sarcoma of soft tissue
289,Mixed Neoplastic Glandular and Squamous Cell Population,Papillary serous cystadenocarcinoma
290,Invasive Lesion,"High Grade Prostatic Intraepithelial Neoplasia, Signet Ring Variant"
291,Indolent Clinical Course,Stage II Osteosarcoma AJCC v7
292,Mixed Neoplastic Glandular and Squamous Cell Population,Inverting papilloma of the paranasal sinus
293,Pushing Tumor Margin,Low Grade Endometrioid Stromal Sarcoma of the Vagina
294,Papillary Pattern,Intraductal Cribriform Breast Adenocarcinoma
295,Precise Histogenesis Unknown,Childhood Fibrillary Astrocytoma
296,Microvascular Proliferation,Childhood Gemistocytic Astrocytoma
297,Intermediate Filaments Present,Stromal sarcoma
298,Diffuse Lesion,Hemangioma of orbit
299,CD15-Positive Neoplastic Cells Present,Nodular Lymphocyte Predominant Hodgkin Lymphoma
300,Necrotic changes (finding),Benign Bone Schwannoma
301,Precise Histogenesis Unknown,Childhood Giant Cell Glioblastoma
302,Dysplasia,Hidradenoma Papilliferum
303,Invasive Lesion,Syringocystadenoma Papilliferum
304,Neoplastic Glandular Epithelium Resembling the Normal Endometrium Present,"Borderline Ovarian Mucinous Tumor, Endocervical-Like"
305,Invasive Lesion,Sebaceous adenoma
306,Solid Growth Pattern,Chronic Neutrophilic Leukemia
307,Intermediate Filaments Present,Childhood Myxoid Chondrosarcoma
308,Mixed Neoplastic Glandular and Squamous Cell Population,Vaginal adenocarcinoma metastatic
309,Intracytoplasmic Eosinophilic Inclusion,"Sarcoma, Epithelioid"
310,Mixed Neoplastic Glandular and Squamous Cell Population,undifferentiated carcinoma of pancreas
311,Favorable Clinical Outcome,Adult Hepatocellular Carcinoma
312,Indolent Clinical Course,WHO Grade III Glioma
313,Benign Cellular Infiltrate,Stage II Esophageal Cancer AJCC v7
314,Benign Cellular Infiltrate,Cystadenocarcinoma of pancreas
315,Encapsulated Mass,Cardiac neurofibroma
316,Metastatic Lesion,Parotid Gland Warthin Tumor
317,High Mitotic Activity,Ependymoma of spinal cord
318,Benign Cellular Infiltrate,Secondary malignant neoplasm of esophagus
319,Dysplasia,Eccrine spiradenoma
320,Solid Growth Pattern,Chronic lymphocytic leukemia stage 0
321,Seminomatous Component Present,Ovarian Dermoid Cyst with Leiomyosarcoma
322,Chronic Clinical Course,Childhood Acute Basophilic Leukemia
323,Diffuse Lesion,Cervical Squamous Papilloma
324,Solid Growth Pattern,Acute myeloid leukemia with abnormal marrow eosinophils
325,Severe cytologic atypia,Esophageal Neuroendocrine Tumor
326,Mixed Neoplastic Glandular and Squamous Cell Population,Grade 2 Colon Adenocarcinoma
327,Squamous Differentiation,Small Intestinal Large Cell Neuroendocrine Carcinoma
328,Invasive Lesion,Atypical Breast Papilloma
329,Mixed Neoplastic Glandular and Squamous Cell Population,Adenoid cystic eccrine carcinoma
330,Neoplastic Glandular Epithelium Resembling the Normal Endometrium Present,Mucinous cystadenoma of ovary
331,Glandular Differentiation,Parotid Gland Undifferentiated Carcinoma
332,Locally Aggressive Lesion,Enchondroma
333,Intermediate Filaments Present,Stage III Osteosarcoma AJCC v7
334,Intermediate Filaments Present,Small Intestinal Angiosarcoma
335,Solid Growth Pattern,Adult B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1
336,Mixed Neoplastic Glandular and Squamous Cell Population,Infiltrating papillary adenocarcinoma
337,Invasive Lesion,Cervical intraepithelial neoplasia grade 1
338,Indolent Clinical Course,Breast Extraskeletal Osteosarcoma
339,Pain,Bone island
340,Mucoid Stroma Formation,Stage IVC Laryngeal Verrucous Carcinoma AJCC v7
341,Mixed Epithelial Cell Population,Maxillary Sinus Schneiderian Papilloma
342,Indolent Clinical Course,Angiosarcoma NCI Grade 2
343,Mixed Neoplastic Glandular and Squamous Cell Population,Colon Serrated Adenocarcinoma
344,Indolent Clinical Course,Kaposi Sarcoma NCI Grade 3
345,Multilayered Rosette Formation,Medulloblastoma
346,High Mitotic Activity,Mixed Oligodendroglioma-Astrocytoma
347,Benign Cellular Infiltrate,Small Intestinal Kaposi Sarcoma
348,Mixed Neoplastic Glandular and Squamous Cell Population,"Carcinoma, diffuse type"
349,Intracytoplasmic Eosinophilic Inclusion,Malignant Gastric Gastrointestinal Stromal Tumor
350,Borderline Lesion,Intraductal Breast Papillomatosis
351,Anaplasia,"Oligodendroglioma, IDH-Mutant and 1p/19q-Codeleted"
352,High Mitotic Activity,Tanycytic ependymoma
353,Indolent Clinical Course,Central Nervous System Kaposi Sarcoma
354,Glandular Differentiation,Lung Lymphoepithelioma-Like Carcinoma
355,Mixed Epithelial Cell Population,Frontal Sinus Inverted Papilloma
356,Multilayered Rosette Formation,Cerebellar Vermis Medulloblastoma
357,Mixed Neoplastic Glandular and Squamous Cell Population,Stage II Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7
358,CD21-Positive Neoplastic Cells Present,Childhood Langerhans Cell Histiocytosis with Risk Organ Involvement
359,Mixed Neoplastic Glandular and Squamous Cell Population,"Stage 0 Epiglottic Carcinoma AJCC v6, v7, and v8"
360,Intracytoplasmic Eosinophilic Inclusion,Childhood Botryoid-Type Embryonal Rhabdomyosarcoma of the Vulva
361,Intermediate Filaments Present,Undifferentiated Endocervical Sarcoma
362,Benign Cellular Infiltrate,Anal Canal Mixed Adenoneuroendocrine Carcinoma
363,Mixed Neoplastic Glandular and Squamous Cell Population,Recurrent Adrenal Cortex Carcinoma
364,Capsular Invasion,Water-clear cell adenoma
365,Locally Aggressive Lesion,Benign Cutaneous Fibroblastic Neoplasm
366,Intracanalicular Growth Pattern,Pericanalicular fibroadenoma
367,Indolent Clinical Course,Colorectal Sarcoma
368,Glandular Differentiation,"Carcinoma, Large Cell"
369,Favorable Clinical Outcome,Aleukemic Acute Lymphoblastic Leukemia Cutis
370,Favorable Clinical Outcome,Primary cutaneous lymphoma
371,Grade 4 Lesion,Pilocytic Astrocytoma
372,Precise Histogenesis Unknown,Optic Nerve Glioma
373,Glandular Differentiation,Large cell lung cancer stage I
374,Papillary Pattern,Invasive Cribriform Breast Carcinoma
375,Glandular Differentiation,Large cell lung cancer stage IV
376,Mixed Neoplastic Glandular and Squamous Cell Population,"Pancreatic Intraductal Papillary Mucinous Neoplasm, Intestinal-Type"
377,Favorable Clinical Outcome,Cutaneous Melanoma
378,Diffuse Lesion,Pyogenic granuloma of skin and subcutaneous tissue
379,Benign Cellular Infiltrate,Crohn Disease-Associated Colorectal Adenocarcinoma
380,Dysplasia,Benign Breast Eccrine Spiradenoma
381,Borderline Lesion,endometrioid adenofibroma of ovary
382,Mixture of Germ Cell Neoplastic Components Present,Stage IVB Gestational Trophoblastic Tumor AJCC v7
