,CUI1,CUI2
288,Extracellular Space,"GPX3 protein, human"
289,Exosomes,"S100P protein, human"
290,Cytoskeleton,"MYO15A protein, human"
291,Cell Nucleus,"DNAJB6 protein, human"
292,Cell Nucleus,zinc finger protein 198
293,Activated Natural Killer Cell,"NCR2 protein, human"
294,Plasma membrane,"ADAM11 protein, human"
295,Endoplasmic Reticulum,"RTN4 protein, human"
296,Extracellular Matrix,"Tumstatin, human"
297,Extracellular Space,"SPN protein, human"
298,Plasma membrane,"SPN protein, human"
299,Membrane of the Golgi Apparatus,"MARCH9 protein, human"
300,Postsynaptic membrane,"GRIN2B protein, human"
301,Focal Adhesions,"MPZL1 protein, human"
302,Monocytes,"Chromogranin-A, human"
303,Cellular Membrane,Membrane Proteins
304,Stereocilia,Cadherin-23
305,Plasma membrane,"IL13RA1 protein, human"
306,Endoplasmic Reticulum,"TAP2 protein, human"
307,Cell Nucleolus,"HEL308 protein, human"
308,Cell Nucleus,"ARNTL2 protein, human"
309,Chromatin,"UHRF1 protein, human"
310,Membrane of lysosome,"LAMP2 protein, human"
311,Extracellular Space,"Peptide YY, human"
312,Plasma membrane,"FOLR1 protein, human"
313,Wall of rough endoplasmic reticulum,"Corticosteroid 11-Beta-Dehydrogenase Isozyme 1, human"
314,Cell Nucleolus,"DNAJB1 protein, human"
315,Cellular Membrane,Short Transient Receptor Potential Channel 4
316,Cytoplasm,"estrogen receptor alpha, human"
317,Cell Nucleus,"Proto-Oncogene c-Fos, human"
318,Intracellular Membranes,"CD163 protein, human"
319,Membrane of the Golgi Apparatus,"B3GAT1 protein, human"
320,Extracellular Matrix,Collagen Alpha-1 (XI) Chain
321,Extracellular Matrix,Osteonectin
322,Cell Nucleus,Histone H2b
323,Nucleoplasm,E3 SUMO-Protein Ligase PIAS1
324,Cytoplasmic matrix,"SQSTM1 protein, human"
325,Cytoplasm,Transcription Factor Spi-B
326,Plasma membrane,"FCGR2A protein, human"
327,Plasma membrane,"OSMR protein, human"
328,Membrane of the Golgi Apparatus,"Ceramide Glucosyltransferase, human"
329,Cellular Membrane,Sodium/Potassium-Transporting ATPase Subunit Alpha-1
330,Cell Nucleus,SAM Pointed Domain-Containing Ets Transcription Factor
331,Plasma membrane,"HMMR protein, human"
332,Plasma membrane,"AXL protein, human"
333,Cellular Membrane,"SLC2A2 protein, human"
334,Cellular Membrane,"SLC9A9 protein, human"
335,Epithelial Cells,"Chemokine, Other"
336,Lysosomes,cathepsin V
337,Wall of rough endoplasmic reticulum,Prostaglandin F2 Receptor Negative Regulator
338,Autophagosome,"Atg7 protein, human"
339,Membrane of lysosome,"TRIM23 protein, human"
340,Plasma membrane,"IL1R2 protein, human"
341,Bone Marrow,Granulocyte-Macrophage Colony-Stimulating Factor
342,Plasma membrane,CD72 Antigen
343,Extracellular Space,"FGF3 protein, human"
344,Plasma membrane,"IL1R1 protein, human"
345,peroxisome,"AMACR protein, human"
346,thymocyte,Orphan Nuclear Receptor ROR-gammaT
347,late endosome,"Lysosome-Associated Membrane Glycoprotein 1, human"
348,Sarcomeres,Myosin-2
349,Plasma membrane,"Proton-Coupled Folate Transporter, human"
350,Cell Nucleus,"POU2F1 protein, human"
351,Epithelial Cells,"C-X-C Motif Chemokine 16, Human"
352,multicatalytic endopeptidase complex,"PSMA5 protein, human"
353,Cytoplasm,Germinal Center-Associated Signaling and Motility Protein
354,Synapses,Calcium/Calmodulin-Dependent Protein Kinase Type II Subunit Alpha
355,Cellular Membrane,Voltage-Dependent T-Type Calcium Channel Subunit Alpha-1G
356,Extracellular Space,"FIGF protein, human"
357,Hematopoietic stem cells,"RhoH protein, human"
358,Golgi Apparatus,Adenovirus Death Protein
359,Plasma membrane,"herstatin protein, human"
360,peroxisome,trihydroxycoprostanoyl-CoA oxidase
361,Lysosomes,"LAMP3 protein, human"
362,Epithelial Cells,chemokine
363,Nucleoplasm,SPT5 transcriptional elongation factor
364,Plasma membrane,"EGFR protein, human"
365,Cell Nucleus,Pre-mRNA 3'-End-Processing Factor FIP1
366,Cell Nucleus,Polyhomeotic
367,Wall of rough endoplasmic reticulum,"Dolichyl-Diphosphooligosaccharide-Protein Glycosyltransferase Subunit 1, human"
368,Ribosomes,"RNA, Ribosomal 1"
369,Plasma membrane,"FCRL5 protein, human"
370,Cellular Membrane,Dynein Light Chain Roadblock-Type 1
371,Cell Nucleus,"TERT protein, human"
372,Cellular Membrane,"Platelet Glycoprotein 4, human"
373,Extracellular Space,"Neurotrophin-3, human"
374,Plasma membrane,OX40 Receptors
375,Cytoplasm,"SMAD2 protein, human"
376,Cellular Membrane,copine VII
377,Centrosome,Protein Unc-119 Homolog A
378,Cellular Membrane,Equilibrative Nucleoside Transporter 1
379,Dendrites,Oligophrenin-1
380,Cytoplasmic matrix,"RHEB protein, human"
381,Ion Channel,Short Transient Receptor Potential Channel 4
382,Plasma membrane,"Insulin Receptor-Related Receptor, human"
383,Cellular Membrane,"Ceramide Kinase, Human"
384,Plasma membrane,"C-X-C Chemokine Receptor Type 2, human"
385,Cellular Membrane,Protein GREB1
386,Plasma,"CETP protein, human"
387,Plasma membrane,"RNF5 protein, human"
388,Nucleosomes,ISWI protein
389,Nucleosomes,ISWI Family Protein
390,Endosomes,nischarin
391,Cellular Membrane,prostein
392,Cytoplasmic matrix,"Rho-Related GTP-Binding Protein RhoJ, human"
393,Nucleosomes,"Histone H2B Type 1-D, human"
394,Cytoplasm,"SMG1 protein, human"
395,Extracellular Matrix,Beta Isomer of C-Terminal Telopeptide of Type I Collagen
396,Epithelial Cells,"C5a Anaphylatoxin, human"
397,Cellular Membrane,ATP-Binding Cassette Sub-Family F Member 2
398,Cytoplasm,"NFKBIA protein, human"
399,Central Nervous System,"CX3CL1 protein, human"
400,Early endosome,Macrophage Scavenger Receptor Types I and II
401,Plasma membrane,RET Oncoprotein
402,Ribosomes,"39S Ribosomal Protein L45, Mitochondrial"
403,Postsynaptic membrane,"GRIN2A protein, human"
404,Plasma membrane,"Vascular Cell Adhesion Molecule-1, human"
405,Cell Nucleus,ATPase WRNIP1
406,Cell Nucleus,Bromodomain Containing Protein 2
407,Cell Nucleus,UV Excision Repair Protein RAD23 Homolog B
408,Nucleosome Core Particle,Histone H4
409,Plasma membrane,"TRPM5 protein, human"
410,Wall of rough endoplasmic reticulum,Phosphatidylethanolamine N-Methyltransferase
411,Cell Nucleus,"HNF1A protein, human"
412,Epithelial Cells,Epithelial Splicing Regulatory Protein 1
413,Extracellular Space,Human Properdin
414,Nucleoplasm,"ELOC protein, human"
415,Cell Nucleus,Liver X Receptor-Like Family
416,Cytoplasm,"IFIH1 protein, human"
417,Golgi Apparatus,Exostosin-2
418,Extracellular Space,"AGRP protein, human"
419,Extracellular Matrix,"LAMC2 protein, human"
420,Thymic Tissue,Protein AF1q
421,Cytoplasm,"RBPMS protein, human"
422,Epithelial Cells,"CCL27 protein, human"
423,Plasma membrane,"MCAM protein, human"
424,Cellular Membrane,"SCRIB protein, human"
425,Proximal Part of the Lumen of the Centriole,"TUBG1 protein, human"
426,Cytoplasm,"S100A11 protein, human"
427,Cell Nucleus,"Core Histone Macro-H2A.1, human"
428,Cytoskeleton,"Microtubule-Associated Serine/Threonine-Protein Kinase 1, human"
429,Cellular Membrane,"GUCY2C protein, human"
430,Plasma membrane,"ZNRF3 protein, human"
431,Cytoplasm,"SH2 domain-containing leukocyte protein, 76-kDa"
432,Plasma membrane,"CHRM4 protein, human"
433,Cell Nucleus,"WHSC1L1 protein, human"
434,Microtubules,Septin-9
435,Cytoplasm,"TRIB1 protein, human"
436,Cell Nucleus,"DRAP1 protein, human"
437,Intercellular Junctions,Partitioning Defective 3 Homolog
438,Plasma membrane,"IL3RA protein, human"
439,frontal lobe,SLIT and NTRK-Like Protein 1
440,Endoplasmic Reticulum,"RCN2 protein, human"
441,Microtubules,Kinesin-Like Protein KIF2C
442,Plasma membrane,Transferrin Receptor
443,Cellular Membrane,BC-2 protein
444,Smooth endoplasmic reticulum membrane,Long-Chain Fatty Acid Transport Protein 4
445,Plasma membrane,"TNFRSF10C protein, human"
446,Cytoplasm,Exosome Complex Exonuclease RRP44
447,Plasma membrane,"CLIC4 protein, human"
448,Cellular Membrane,"ABCA1 protein, human"
449,Cell Nucleolus,5'-3' Exoribonuclease 2
450,Extracellular Space,"AHSG protein, human"
451,Extracellular Space,"Proheparin-Binding EGF-Like Growth Factor, human"
452,Extracellular Space,"INHA protein, human"
453,Centrosome,"JTB protein, human"
454,Epithelial Cells,"CCL24 protein, human"
455,Cell Nucleus,"Eomesodermin Homolog, human"
456,Extracellular Space,"Chorionic Gonadotropin, beta Subunit, Human"
457,Epithelial Cells,"CX3CL1 protein, human"
458,Alpha Granule,"Platelet Basic Protein, human"
459,Ion Channel,"GRIN2A protein, human"
460,Cellular Membrane,Lymphatic Vessel Endothelial Hyaluronic Acid Receptor 1
461,Cell Nucleus,"GLI3 protein, human"
462,Cell Nucleolus,Small Nucleolar RNA SNORA74A (U19)
463,Microtubules,"TUBA1B protein, human"
464,Cell Nucleus,SPT3 Protein
465,Cellular Membrane,"TRAPPC10 protein, human"
466,Cell Nucleus,"CBFA2T3 protein, human"
467,Cell Nucleus,"CBLB protein, human"
468,Cellular Membrane,"VDAC2 protein, human"
469,Cell Nucleus,"SREBF1 protein, human"
470,Microtubules,"MAPT protein, human"
471,Plasma membrane,"CXCR6 protein, human"
472,Cytoplasm,"PLA2G7 protein, human"
473,Cytoplasmic matrix,Protein ECT2
474,Cytoplasmic matrix,"Glutathione S-Transferase Mu 3, Human"
475,Plasma membrane,"ERBB2 protein, human"
476,Extracellular Matrix,Osteocalcin
477,Cytoplasm,40S Ribosomal Protein S2
478,Cytoplasm,"PTPN22 protein, human"
479,Cell Nucleus,ETS2 Protein
480,Cytoskeleton,"Actin, Gamma 2"
481,Cell Nucleus,Sister Chromatid Cohesion Protein PDS5 Homolog A
482,Cell Nucleus,Krueppel-Like Factor 6
483,Extracellular Space,"Spermatogenesis-Associated Protein 20, human"
484,Nucleosomes,"H2AX protein, human"
485,Cell Nucleus,"DNA-Directed RNA Polymerases I, II, and III Subunit RPABC5"
486,Cell Nucleus,CD2 Antigen Cytoplasmic Tail-Binding Protein 2
487,Cell Nucleus,SPI1 Oncoprotein
488,Inner mitochondrial membrane,"BCL2 protein, human"
489,Neurons,"ALCAM protein, human"
490,Cell Nucleus,"NCOA1 protein, human"
491,Lysosomes,Cathepsin L
492,Extracellular Space,Protein Wnt-16
493,Cellular Membrane,"ABCG2 protein, human"
494,Cytoskeleton,"NEFH protein, human"
495,Microtubules,Tubulin
496,Apical Domain of the Epithelium,Calcium-Activated Potassium Channel Subunit Alpha-1
497,Plasma membrane,Calcium-Activated Potassium Channel Subunit Alpha-1
498,Cell Nucleolus,"RNF20 protein, human"
499,Plasma membrane,"INSR protein, human"
500,Mitochondria,"NADH Dehydrogenase [Ubiquinone] Flavoprotein 1, Mitochondrial"
501,Wall of rough endoplasmic reticulum,"MBOAT2 protein, human"
502,Plasma membrane,"Serine/Threonine-Protein Kinase D2, Human"
503,Extracellular Matrix,maspin
504,Ion Channel,"CLIC4 protein, human"
505,Cell Nucleus,cyclin A2
506,Basement membrane,Collagen Alpha-5(IV) Chain
507,late endosome,"Annexin A8-Like Protein 1, human"
508,Golgi Apparatus,"OPTN protein, human"
509,Cellular Membrane,"SLC9A1 protein, human"
510,Cellular Membrane,"GLTPD1 protein, human"
511,Cell Nucleus,DNA Repair Protein RAD51 Homolog 2
512,Cell Nucleus,"DUX4 protein, human"
513,Cytoplasmic matrix,Egl Nine Homolog 1
514,Extracellular Matrix,Tenascin
515,Intracellular Membranes,"STX2 protein, human"
516,Cellular Membrane,"Voltage-Dependent Calcium Channel Gamma-Like Subunit, human"
517,Cytoskeleton,Vimentin
518,Centromere,Protein CASC5
519,Cellular Membrane,vasodilator-stimulated phosphoprotein
520,Natural Killer Cells,Neural Cell Adhesion Molecule 1
521,Microfilaments,Actins
522,Cis Golgi network,"TRAPPC10 protein, human"
523,Plasma membrane,"CCR9 protein, human"
524,Smooth endoplasmic reticulum membrane,"1-Acyl-Sn-Glycerol-3-Phosphate Acyltransferase Epsilon, human"
525,Cytoplasm,steroid hormone receptor
526,Extracellular Space,"SDC4 protein, human"
527,Cytoplasm,Beta-Adrenergic Receptor Kinase 1
528,Extracellular Space,"TGFB1 protein, human"
529,Cellular Membrane,"Annexin A5, human"
530,Plasma membrane,"TNFRSF1B protein, human"
531,Cell Nucleus,"PTPN13 protein, human"
532,Tight Junctions,"CLDN6 protein, human"
533,Membrane of lysosome,ATP-Binding Cassette Sub-Family A Member 2
534,Cell Nucleus,"RBM10 protein, human"
535,Cytoplasmic matrix,Phosphoribosylaminoimidazolecarboxamide Formyltransferase
536,Cell Nucleus,SWI2/SNF2
537,Plasma membrane,"sodium channel, voltage-gated, type II, alpha 1"
538,Cytoplasmic matrix,"PRKCI protein, human"
539,Cytoplasm,"MAPKAPK5 protein, human"
540,Human embryo,Otx2 Transcription Factor
541,Cytokeratin filaments,"KRT18 protein, human"
