,CUI1,CUI2
211,Cell Cycle Arrest,negative regulation of cell cycle arrest
212,transmembrane receptor protein serine/threonine kinase signaling pathway,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
213,SMAD protein complex assembly,negative regulation of SMAD protein complex assembly
214,cholesterol metabolism,negative regulation of cholesterol metabolic process
215,Cell Death,Negative Regulation of Cell Death
216,phospholipid biosynthetic process,negative regulation of phospholipid biosynthetic process
217,thiamine biosynthetic process,negative regulation of thiamine biosynthetic process
218,thiamine diphosphate biosynthetic process,negative regulation of thiamine diphosphate biosynthetic process
219,response to water deprivation,negative regulation of response to water deprivation
220,Fertilization,negative regulation of fertilization
221,photosynthetic electron transport chain activity,photoinhibition
222,"systemic acquired resistance, salicylic acid mediated signaling pathway",negative regulation by symbiont of host salicylic acid-mediated defense response
223,red or far-red light signaling pathway,negative regulation of red or far-red light signaling pathway
224,floral organ abscission,negative regulation of floral organ abscission
225,mesenchymal cell proliferation,negative regulation of mesenchymal cell proliferation
226,neural crest formation,negative regulation of neural crest formation
227,Gene Silencing,negative regulation of gene silencing
228,peptide hormone processing,negative regulation of peptide hormone processing
229,Deubiquitination,negative regulation of protein deubiquitination
230,cell cycle process,negative regulation of cell cycle process
231,peptide hormone secretion,negative regulation of peptide hormone secretion
232,sphingolipid biosynthetic process,negative regulation of sphingolipid biosynthetic process
233,pancreatic juice secretion,negative regulation of pancreatic juice secretion
234,androgen receptor signaling pathway,negative regulation of androgen receptor signaling pathway
235,Neutrophil chemotaxis,negative regulation of neutrophil chemotaxis
236,mammary gland development,negative regulation of mammary gland development in males by androgen receptor signaling pathway
237,gene silencing by RNA,negative regulation of gene silencing by RNA
238,chromatin silencing by small RNA,negative regulation of chromatin silencing by small RNA
239,neuron projection regeneration,negative regulation of neuron projection regeneration
240,neuron projection development,negative regulation of neuron projection development
241,retinal ganglion cell axon guidance,negative regulation of retinal ganglion cell axon guidance
242,spindle checkpoint activity,negative regulation of spindle checkpoint
243,protein exit from endoplasmic reticulum,negative regulation of protein exit from endoplasmic reticulum
244,glomerulus development,negative regulation of glomerulus development
245,calcineurin-NFAT signaling cascade,negative regulation of calcineurin-NFAT signaling cascade
246,protein glycosylation in Golgi,negative regulation of protein glycosylation in Golgi
247,response to cytokine,negative regulation of response to cytokine stimulus
248,plasma lipoprotein particle clearance,negative regulation of lipoprotein particle clearance
249,low-density lipoprotein particle clearance,negative regulation of low-density lipoprotein particle clearance
250,high-density lipoprotein particle clearance,negative regulation of high-density lipoprotein particle clearance
251,lipoprotein lipid oxidation,negative regulation of lipoprotein lipid oxidation
252,gene silencing by miRNA,negative regulation of gene silencing by miRNA
253,hippo signaling,negative regulation of hippo signaling
254,inosine transport,negative regulation of inosine transport
255,hypoxanthine transport,negative regulation of hypoxanthine transport
256,PPAR Signaling Pathway,negative regulation of peroxisome proliferator activated receptor signaling pathway
257,thymine transport,negative regulation of thymine transport
258,Roundabout signaling pathway,negative regulation of Roundabout signaling pathway
259,chemokine (C-X-C motif) ligand 9 production,negative regulation of chemokine (C-X-C motif) ligand 9 production
260,dauer larval development,negative regulation of dauer larval development
261,Wound Healing,negative regulation of wound healing
262,strand invasion,negative regulation of strand invasion
263,ribosome biogenesis,negative regulation of ribosome biogenesis
264,vitamin D biosynthetic process,negative regulation of vitamin D biosynthetic process
265,histone H4 acetylation,negative regulation of histone H4 acetylation
266,cellular amine metabolic process,negative regulation of cellular amine metabolic process
267,development of symbiont in host cell,negative regulation of development of symbiont in host
268,development of symbiont involved in interaction with host,negative regulation of development of symbiont involved in interaction with host
269,growth of symbiont involved in interaction with host,negative regulation of growth of symbiont involved in interaction with host
270,development of symbiont in host cell,negative regulation of development of symbiont in host
271,development of symbiont on or near host,negative regulation of development of symbiont on or near host surface
272,development of symbiont on or near host,negative regulation of development of symbiont on or near host surface
273,histone H3-K14 acetylation,negative regulation of histone H3-K14 acetylation
274,Chondrogenesis,negative regulation of cartilage development
275,Canonical Wnt Signaling Pathway,negative regulation of canonical Wnt signaling pathway
276,epithelial tube branching involved in lung morphogenesis,negative regulation of branching involved in lung morphogenesis
277,neuroepithelial cell differentiation,inhibition of neuroepithelial cell differentiation
278,branch elongation involved in ureteric bud branching,negative regulation of branch elongation involved in ureteric bud branching
279,cell differentiation involved in embryonic placenta development,negative regulation of cell differentiation involved in embryonic placenta development
280,intestinal phytosterol absorption,negative regulation of intestinal phytosterol absorption
281,epithelial cell proliferation involved in prostate gland development,negative regulation of epithelial cell proliferation involved in prostate gland development
282,establishment of blood-brain barrier,negative regulation of establishment of blood-brain barrier
283,dendritic spine development,negative regulation of dendritic spine development
284,dendritic spine morphogenesis,negative regulation of dendritic spine morphogenesis
285,vascular wound healing,negative regulation of vascular wound healing
286,cell growth involved in cardiac muscle cell development,negative regulation of cell growth involved in cardiac muscle cell development
287,peptidoglycan recognition protein signaling pathway,negative regulation of peptidoglycan recognition protein signaling pathway
288,Necrosis,Negative Regulation of Cell Death
289,Necroptosis,Negative Regulation of Cell Death
290,extracellular matrix constituent secretion,negative regulation of extracellular matrix constituent secretion
291,cholesterol import,negative regulation of cholesterol import
292,calcium ion import,negative regulation of calcium ion import
293,protein kinase C signaling,negative regulation of protein kinase C signaling
294,vitamin D receptor signaling pathway,negative regulation of vitamin D receptor signaling pathway
295,leukocyte proliferation,negative regulation of leukocyte proliferation
296,mast cell proliferation,negative regulation of mast cell proliferation
297,interleukin-35 biosynthetic process,negative regulation of interleukin-35 biosynthetic process
298,interleukin-35 production,negative regulation of interleukin-35 production
299,interleukin-35-mediated signaling pathway,negative regulation of interleukin-35-mediated signaling pathway
300,growth of unicellular organism as a thread of attached cells,negative regulation of growth of unicellular organism as a thread of attached cells
301,conidiophore development,negative regulation of conidiophore development
302,conidiophore stalk development,negative regulation of conidiophore stalk development
303,metula development,negative regulation of metula development
304,phialide development,negative regulation of phialide development
305,cleistothecium development,negative regulation of cleistothecium development
306,Hulle cell development,negative regulation of Hulle cell development
307,inclusion body assembly,negative regulation of inclusion body assembly
308,transposon integration,negative regulation of transposon integration
309,neutrophil mediated cytotoxicity,negative regulation of neutrophil mediated cytotoxicity
310,neutrophil mediated killing of symbiont cell,negative regulation of neutrophil mediated killing of symbiont cell
311,neutrophil mediated killing of bacterium,negative regulation of neutrophil mediated killing of bacterium
312,neutrophil mediated killing of gram-negative bacterium,negative regulation of neutrophil mediated killing of gram-negative bacterium
313,neutrophil mediated killing of gram-positive bacterium,negative regulation of neutrophil mediated killing of gram-positive bacterium
314,neutrophil mediated killing of fungus,negative regulation of neutrophil mediated killing of fungus
315,hair follicle cell proliferation,negative regulation of hair follicle cell proliferation
316,cellular response to growth factor stimulus,negative regulation of cellular response to growth factor stimulus
317,zinc ion transmembrane transport,negative regulation of zinc ion transmembrane transport
318,zinc ion import across plasma membrane,negative regulation of zinc ion transmembrane import
319,chemokine (C-C motif) ligand 4 production,negative regulation of chemokine (C-C motif) ligand 4 production
320,macrophage inflammatory protein-1 gamma production,negative regulation of macrophage inflammatory protein-1 gamma production
321,macrophage inflammatory protein-1 alpha production,negative regulation of macrophage inflammatory protein 1 alpha production
322,chemokine (C-C motif) ligand 5 production,negative regulation of chemokine (C-C motif) ligand 5 production
323,chemokine (C-C motif) ligand 1 production,negative regulation of chemokine (C-C motif) ligand 1 production
324,granulocyte colony-stimulating factor production,negative regulation of granulocyte colony-stimulating factor production
325,IP-10 production,negative regulation of IP-10 production
326,granulocyte chemotaxis,negative regulation of granulocyte chemotaxis
327,smooth muscle cell chemotaxis,negative regulation of smooth muscle cell chemotaxis
328,mononuclear cell migration,negative regulation of mononuclear cell migration
329,mesenchymal stem cell maintenance involved in nephron morphogenesis,negative regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis
330,glomerular mesangial cell proliferation,negative regulation of glomerular mesangial cell proliferation
331,nephron tubule epithelial cell differentiation,negative regulation of nephron tubule epithelial cell differentiation
332,mesenchymal cell proliferation involved in ureter development,negative regulation of mesenchymal cell proliferation involved in ureter development
333,transforming growth factor beta receptor signaling pathway involved in primitive streak formation,negative regulation of transforming growth factor beta receptor signaling pathway involved in primitive streak formation
334,chemokine secretion,negative regulation of chemokine secretion
335,fibroblast growth factor production,negative regulation of fibroblast growth factor production
336,ribosomal subunit export from nucleus,negative regulation of ribosomal subunit export from nucleus
337,ribosomal large subunit export from nucleus,negative regulation of ribosomal large subunit export from nucleus
338,ribosomal small subunit export from nucleus,negative regulation of ribosomal small subunit export from nucleus
339,DNA damage checkpoint,negative regulation of DNA damage checkpoint
340,G1/S transition of mitotic cell cycle,negative regulation of G1/S transition of mitotic cell cycle
341,chromatin silencing at rDNA,negative regulation of chromatin silencing at rDNA
342,Nonsense Mediated mRNA Decay,"negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
343,double-strand break repair via homologous recombination,negative regulation of double-strand break repair via homologous recombination
344,actomyosin contractile ring assembly,"negative regulation of cytokinesis, actomyosin contractile ring assembly"
345,invasive growth in response to glucose limitation,negative regulation of invasive growth in response to glucose limitation
346,Ovarian follicle development,negative regulation of ovarian follicle development
347,lipid kinase activity,negative regulation of lipid kinase activity
348,immunological synapse formation,negative regulation of immunological synapse formation
349,mesonephros development,negative regulation of mesonephros development
350,chondrocyte development,negative regulation of chondrocyte development
351,mammary stem cell proliferation,negative regulation of mammary stem cell proliferation
352,male germ cell proliferation,negative regulation of male germ cell proliferation
353,dendritic cell chemotaxis,negative regulation of dendritic cell chemotaxis
354,myeloid dendritic cell chemotaxis,negative regulation of myeloid dendritic cell chemotaxis
355,leukotriene production involved in inflammatory response,negative regulation of leukotriene production involved in inflammatory response
356,pro-T cell differentiation,negative regulation of pro-T cell differentiation
357,pancreatic A cell differentiation,negative regulation of pancreatic A cell differentiation
358,type B pancreatic cell development,negative regulation of type B pancreatic cell development
359,planar cell polarity pathway involved in axis elongation,negative regulation of planar cell polarity pathway involved in axis elongation
360,molecular_function,negative regulation of molecular function
361,DNA Binding,negative regulation of DNA binding
362,chromatin binding,negative regulation of chromatin binding
363,DNA-binding transcription factor activity,negative regulation of DNA-binding transcription factor activity
364,telomerase activity,telomerase inhibitor activity
365,telomerase activity,negative regulation of telomerase activity
366,microtubule motor activity,negative regulation of microtubule motor activity
367,lysozyme activity,lysozyme inhibitor activity
368,enzyme activity,negative regulation of catalytic activity
369,DNA topoisomerase type II activity,negative regulation of DNA topoisomerase (ATP-hydrolyzing) activity
370,GTPase activity,GTPase inhibitor activity
371,GTPase activity,negative regulation of GTPase activity
372,GTP cyclohydrolase I activity,negative regulation of GTP cyclohydrolase I activity
373,NAD+ kinase activity,negative regulation of NAD+ kinase activity
374,adenylate cyclase activity,negative regulation of adenylate cyclase activity
375,alkaline phosphatase activity,negative regulation of alkaline phosphatase activity
376,"3',5'-cyclic-nucleotide phosphodiesterase activity",negative regulation of cyclic-nucleotide phosphodiesterase activity
377,dUTP pyrophosphatase activity,dUTP pyrophosphatase inhibitor activity
378,endopeptidase activity,endopeptidase inhibitor activity
379,endopeptidase activity,negative regulation of endopeptidase activity
380,aspartic-type endopeptidase activity,aspartic-type endopeptidase inhibitor activity
381,cysteine-type endopeptidase activity,negative regulation of cysteine-type endopeptidase activity
382,metalloendopeptidase activity,metalloendopeptidase inhibitor activity
383,serine-type endopeptidase activity,serine-type endopeptidase inhibitor activity
384,glucokinase activity,negative regulation of glucokinase activity
385,glutamate-cysteine ligase activity,negative regulation of glutamate-cysteine ligase activity
386,glycogen (starch) synthase activity,negative regulation of glycogen (starch) synthase activity
387,guanylate cyclase activity,guanylate cyclase inhibitor activity
388,guanylate cyclase activity,negative regulation of guanylate cyclase activity
389,helicase activity,negative regulation of helicase activity
390,histone deacetylase activity,histone deacetylase inhibitor activity
391,1-phosphatidylinositol 4-kinase activity,negative regulation of 1-phosphatidylinositol 4-kinase activity
392,lipoprotein lipase activity,negative regulation of lipoprotein lipase activity
393,monooxygenase activity,negative regulation of monooxygenase activity
394,25-hydroxy vitamin D3 1-alpha-hydroxylase activity,negative regulation of calcidiol 1-monooxygenase activity
395,monophenol monooxygenase activity,negative regulation of monophenol monooxygenase activity
396,NADPH dehydrogenase activity,negative regulation of nitric-oxide synthase activity
397,nuclease activity,negative regulation of nuclease activity
398,endodeoxyribonuclease activity,negative regulation of endodeoxyribonuclease activity
399,endoribonuclease activity,endoribonuclease inhibitor activity
400,endoribonuclease activity,negative regulation of endoribonuclease activity
401,deoxyribonuclease activity,negative regulation of deoxyribonuclease activity
402,deoxyribonuclease activity,deoxyribonuclease inhibitor activity
403,ribonuclease activity,ribonuclease inhibitor activity
404,ribonuclease activity,negative regulation of ribonuclease activity
405,alpha-amylase activity,alpha-amylase inhibitor activity
406,ornithine carbamoyltransferase activity,ornithine carbamoyltransferase inhibitor activity
407,ornithine decarboxylase activity,ornithine decarboxylase inhibitor activity
408,peroxidase activity,negative regulation of peroxidase activity
409,phospholipase activity,phospholipase inhibitor activity
410,phospholipase activity,negative regulation of phospholipase activity
411,phospholipase A2 activity,phospholipase A2 inhibitor activity
412,choline phosphatase activity,phospholipase D inhibitor activity
413,protein kinase activity,protein kinase inhibitor activity
414,protein kinase activity,negative regulation of protein kinase activity
415,protein-histidine kinase activity,negative regulation of protein histidine kinase activity
416,protein serine/threonine kinase activity,protein serine/threonine kinase inhibitor activity
417,protein serine/threonine kinase activity,negative regulation of protein serine/threonine kinase activity
418,myosin light chain kinase activity,negative regulation of myosin light chain kinase activity
419,cAMP-dependent protein kinase activity,cAMP-dependent protein kinase inhibitor activity
420,cAMP-dependent protein kinase activity,negative regulation of cAMP-dependent protein kinase activity
421,cyclin-dependent protein kinase activity,negative regulation of cyclin-dependent protein kinase activity
422,protein kinase C activity,protein kinase C inhibitor activity
423,JUN kinase activity,negative regulation of JUN kinase activity
424,MAP kinase activity,negative regulation of MAP kinase activity
425,protein tyrosine kinase activity,negative regulation of protein tyrosine kinase activity
426,transmembrane receptor protein tyrosine kinase activity,transmembrane receptor protein tyrosine kinase inhibitor activity
427,protein phosphatase activity,protein phosphatase inhibitor activity
428,protein phosphatase activity,negative regulation of phosphoprotein phosphatase activity
429,ubiquitin-protein transferase activity,negative regulation of ubiquitin-protein transferase activity
430,ubiquitin-protein transferase activity,ubiquitin-protein transferase inhibitor activity
