,CUI1,CUI2
42,Pain,Squamous cell carcinoma of the parotid gland
43,Sheet-Like Growth Pattern,Stage IIIB Lung Small Cell Carcinoma AJCC v7
44,Well-Circumscribed Lesion,Childhood Grade III Meningioma
45,Weight decreased,"Extrahepatic Bile Duct Adenocarcinoma, Gastric Foveolar Type"
46,Interleukin-6 Overexpression,"Hodgkin lymphoma, nodular sclerosis, cellular phase"
47,Fatigue,Chronic lymphocytic leukemia stage 1
48,Aggressive Clinical Course,Stage IV Adult Lymphoblastic Lymphoma
49,Acute inflammation,Type B Lymphomatoid Papulosis
50,Cystic Change,Grade 4 Clear Cell Renal Cell Carcinoma
51,Trabecular Pattern,Foregut Carcinoid Tumor
52,Neuron-Specific Enolase Positive Neoplastic Cells Present,Midgut Carcinoid Tumor
53,Slit-Like Vascular Channel Formation,AIDS with Kaposi's sarcoma
54,Trabecular Pattern,Carcinoid tumor of the duodenum
55,Interleukin-2 Overexpression,Hodgkin's disease nodular sclerosis stage I supradiaphragmatic
56,Hemorrhagic,Metastatic Ewing's Sarcoma
57,Abdominal mass,Ovarian Dermoid Cyst with Sebaceous Adenoma
58,Mesodermal Differentiation,Ovarian Dermoid Cyst with Sebaceous Adenoma
59,Headache,Medulloblastoma with extensive nodularity
60,Rosette formation,Combined Lung Large Cell Neuroendocrine Carcinoma
61,Ring Sideroblasts Present,Erythroleukemia (Erythroid/Myeloid)
62,Lymphadenopathy,Infant Acute Lymphoblastic Leukemia with MLL Rearrangement
63,Chronic Clinical Course,Mycosis fungoides stage III
64,Hemorrhage,"Oligodendroglioma, IDH-Mutant and 1p/19q-Codeleted"
65,Cystic Change,Primary chondrosarcoma of bone
66,Abdominal Pain,Stromal Predominant Kidney Wilms Tumor
67,Abdominal mass,Stromal Predominant Kidney Wilms Tumor
68,Globular Hyaline Body,Kaposi's sarcoma of lung
69,Bilateral Disease,Hereditary Leiomyomatosis and Renal Cell Cancer
70,Bone Marrow Dysplasia Present,Acute Myeloid Leukemia (AML-M2)
71,Ectodermal Differentiation,Mature Gastric Teratoma
72,Thorotrast Exposure,Cholangiolocellular Carcinoma
73,Unfavorable Clinical Outcome,Cholangiolocellular Carcinoma
74,Mass of body structure,Urethra Fibroepithelial Polyp
75,Splenomegaly,Adult B Acute Lymphoblastic Leukemia
76,Mass of body structure,Fallopian Tube Endometrioid Polyp
77,HMB-45-Positive Neoplastic Cells Present,Choroid Spindle Cell Type A Melanoma
78,Solid Growth Pattern,Scirrhous carcinoma of breast
79,Lymphoepithelial Lesion,MALT lymphoma of stomach
80,Hematuria,Stage 0is Ureter Cancer AJCC v7
81,Dysuria,Infiltrating Bladder Urothelial Carcinoma
82,Abdominal Pain,Recurrent Ovarian Germ Cell Tumor
83,Verocay Bodies Present,Mediastinal Melanotic Schwannoma
84,Unfavorable Clinical Outcome,Mixed phenotype acute leukemia with t(9;22)(q34;q11.2); BCR-ABL1
85,Chronic Clinical Course,"Myeloproliferative Neoplasm, Unclassifiable"
86,HMB-45-Positive Neoplastic Cells Present,Compound nevus of skin
87,Schiller-Duval Body,Testicular Mixed Embryonal Carcinoma and Yolk Sac Tumor with Seminoma
88,Homer Wright Rosette Formation,Pediatric Extraocular Retinoblastoma
89,Hemoptysis,Adenocarcinoma of lung stage IIIA
90,Postcoital bleeding,Vaginal adenocarcinoma
91,Cartilaginous Component Present,Breast Pleomorphic Adenoma
92,Icterus,cystadenoma of extrahepatic bile duct
93,Trabecular Pattern,Extrahepatic Bile Duct Carcinoid Tumor
94,Sheet-Like Growth Pattern,Adult Atypical Meningioma
95,Abdominal Pain,Stage IIB Distal Bile Duct Cancer AJCC v7
96,Cold Nodule,Oncocytic Variant Thyroid Gland Papillary Carcinoma
97,Motor Manifestations,Diffuse Astrocytoma
98,Epistaxis,Kadish Stage B Olfactory Neuroblastoma
99,HMB-45-Positive Neoplastic Cells Present,Nevus of eyelid
100,CD30-Positive Neoplastic Cells Present,Hodgkin's disease lymphocyte depletion type stage IV
101,Schiller-Duval Body,"Testicular Yolk Sac Tumor, Macrocystic Pattern"
102,Schiller-Duval Body,Vaginal Yolk Sac Tumor
103,Hemorrhage,Childhood Testicular Choriocarcinoma
104,Abdominal Pain,Colorectal Mucinous Adenocarcinoma
105,Lymphadenopathy,Primary mediastinal large B-cell lymphoma stage I
106,Endodermal Differentiation,Intramedullary Spinal Cord Teratoma
107,Cholangitis,Stage 0 Hilar Cholangiocarcinoma AJCC v7
108,Mass of neck,Nasopharyngeal lymphoepithelioma stage III
109,Ectodermal Differentiation,Sacrococcygeal teratoma
110,Painless testicular mass,Stage II Testicular Seminoma AJCC v6 and v7
111,Seizures,Childhood Cerebral Diffuse Astrocytoma
112,Cystic Change,Childhood Cerebral Diffuse Astrocytoma
113,Tinnitus,Nasopharyngeal lymphoepithelioma stage IV
114,Painless testicular mass,Stage III Testicular Seminoma AJCC v6 and v7
115,Cartilaginous Component Present,Cellular Pleomorphic Adenoma
116,Constipation,Rectal Signet Ring Cell Adenocarcinoma
117,Calcinosis,Cellular Ependymoma
118,Hemorrhagic,Askin's tumor
119,Painless testicular mass,"Seminoma, anaplastic"
120,Rosenthal Fibers Present,Adult Pilocytic Astrocytoma
121,Constipation,Stage IIIC Colorectal Cancer AJCC v7
122,Abdominal Pain,Distal 1/3 of the Common Bile Duct Adenocarcinoma
123,Hemoptysis,Superior Sulcus Lung Carcinoma
124,Aggressive Clinical Course,Precursor B-lymphoblastic lymphoma stage IV
125,Fibroblast Growth Factor 2 Overexpression,Adult Fibrolamellar Carcinoma
126,Nasal obstruction present finding,Nasopharyngeal lymphoepithelioma stage I
127,Cutaneous plaque,Skin Pseudovascular Squamous Cell Carcinoma
128,Mass of neck,Squamous cell carcinoma of the hypopharynx stage II
129,Flank Pain,Anaplastic adrenocortical carcinoma
130,Mass of neck,Squamous cell carcinoma of the hypopharynx stage III
131,Abdominal mass,Stage IIIA Ovarian Carcinoma
132,Secondary malignant neoplasm of lymph node,Familial medullary thyroid carcinoma
133,Histiocytosis haematophagic,Angiocentric lymphoma refractory
134,Transforming Growth Factor-Beta Overexpression,"Hodgkin's Disease, Nodular Sclerosis, Lymphocyte Depletion"
135,Vomiting,Choroid Plexus Papilloma
136,Mass in breast,"Squamous Cell Breast Carcinoma, Large Cell Keratinizing Variant"
137,Sensory Manifestations,Recurrent Childhood Anaplastic Astrocytoma
138,Hemosiderin pigmentation,Kaposi's sarcoma classical type
139,Aggressive Clinical Course,Precursor T-cell lymphoblastic lymphoma
140,Aggressive Clinical Course,Adult Lymphocyte-Depleted Classical Hodgkin Lymphoma
141,Diffuse Pattern,Stage IV Merkel Cell Carcinoma AJCC v7
142,Pain,Peripheral primitive neuroectodermal bone tumor
143,Thrombocytosis,"Myelodysplastic/myeloproliferative neoplasm, unclassifiable"
144,S-100-Positive Neoplastic Cells Present,Uveal melanoma
145,Respiratory distress,Mediastinal Immature Teratoma
146,Elevated alpha-fetoprotein,Central Nervous System Yolk Sac Tumor
147,Seizures,Anaplastic Hemispheric Astrocytoma
148,Mass of nose,"Schneiderian papilloma, inverted"
149,Abdominal Pain,Small Intestinal Enteropathy-Associated T-Cell Lymphoma
150,Intestinal Ulcerated Mass,Small Intestinal Enteropathy-Associated T-Cell Lymphoma
151,Well-Circumscribed Lesion,Multiple Intraspinal Meningiomas
152,Weight decreased,Hodgkin's disease mixed cellularity recurrent
153,Asymptomatic Mass,"Dendritic Cell Sarcoma, Follicular"
154,Lymphadenopathy,Type 1a Autoimmune Lymphoproliferative Syndrome
155,Weight decreased,Hodgkin's disease mixed cellularity stage III
156,Elevated alpha-fetoprotein,Hepatocellular Carcinoma by AJCC v6 Stage
157,Hepatomegaly,Angioimmunoblastic T-cell lymphoma stage III
158,Aggressive Clinical Course,Adult T-cell lymphoma/leukemia stage II
159,Hepatomegaly,Type 2 Autoimmune Lymphoproliferative Syndrome
160,Dysuria,Bladder transitional cell carcinoma stage II
161,Necrotic changes (finding),Pineal Region Choriocarcinoma
162,Decreased platelet count,B Acute Lymphoblastic Leukemia with t(v;11q23.3); KMT2A Rearranged
163,Pruritus,undifferentiated carcinoma of extrahepatic bile duct
164,Rhinorrhea,Stage III Paranasal Sinus Cancer AJCC v6 and v7
165,Weight decreased,Stage IV Pleural Malignant Mesothelioma AJCC v7
166,Lymphadenopathy,Childhood Nodular Sclerosis Classic Hodgkin Lymphoma
167,Cholangitis,Stage IVA Hilar Cholangiocarcinoma AJCC v7
168,Headache,"Childhood Infratentorial Embryonal Tumor with Multilayered Rosettes, C19MC-Altered"
169,Interleukin-9 Overexpression,Childhood Mixed Cellularity Classic Hodgkin Lymphoma
170,Painless testicular mass,Testicular yolk sac tumor stage III
171,Fever,Benign pheochromocytoma of adrenal gland
172,Lymphadenopathy,Stage III Childhood Lymphoblastic Lymphoma
173,Radiation Sickness,Thyroid Gland Mucinous Follicular Adenoma
174,Necrotic changes (finding),Seminoma
175,Urinary Retention,"Acinar Prostate Adenocarcinoma, Signet Ring Variant"
176,Mucinous Fibroplasia,"Acinar Prostate Adenocarcinoma, Signet Ring Variant"
177,Gamma-Glutamyltransferase Increased,Moderately Differentiated Hepatocellular Carcinoma
178,CD68-Positive Neoplastic Cells Present,Letterer-Siwe Disease
179,Lymphadenopathy,follicular lymphoma of spleen
180,Pain,Oncocytic Breast Carcinoma
181,Mass in breast,Sebaceous Breast Carcinoma
182,Indolent Clinical Course,Stage IV Thyroid Gland Papillary Carcinoma AJCC v7
183,Weight decreased,Small Intestinal Mucinous Adenocarcinoma
184,Solitary Pulmonary Nodule,Stage IIB Lung Small Cell Carcinoma AJCC v7
185,Aggressive Clinical Course,Stage IIA Lung Small Cell Carcinoma AJCC v7
186,Mesodermal Differentiation,Mediastinal teratoma
187,Hepatomegaly,Stage IIIA Hepatocellular Carcinoma AJCC v7
188,Multilocular Thymic Cyst,Malignant Mediastinal Non-Seminomatous Germ Cell Tumor
189,Transforming Growth Factor-Beta Overexpression,Stage IIIB Hepatocellular Carcinoma AJCC v7
190,Fibroblast Growth Factor 2 Overexpression,Transplant-Related Hepatocellular Carcinoma
191,Skin Ulcer,Transplant-Related Skin Squamous Cell Carcinoma
192,CD15-Positive Neoplastic Cells Present,Hodgkin's disease nodular sclerosis stage IV
193,Gait Ataxia,Medulloblastoma with Leptomeningeal Spread
194,Aggressive Clinical Course,Transplant-Related Renal Cell Carcinoma
195,Skin nodule,Clear cell squamous cell carcinoma of skin
196,skin patch (physical finding),Mycosis fungoides refractory
197,Decreased platelet count,Acute bilineal leukemia
198,Mass in breast,"Invasive Lobular Breast Carcinoma, Alveolar Variant"
199,Aggressive Clinical Course,Distal-Type Epithelioid Sarcoma
200,Aggressive Clinical Course,Vaginal Small Cell Carcinoma
201,Headache,Childhood Fibrillary Astrocytoma
202,Indolent Clinical Course,Stage I Thyroid Gland Papillary Carcinoma AJCC v7
203,Fever,ENSAT Stage I Adrenal Cortex Carcinoma
204,Skin Papule,"Vulvar Intraepithelial Neoplasia, Differentiated Type"
205,Trabecular Pattern,Invasive Ductal Breast Carcinoma with Predominant Intraductal Component
206,Complete Spontaneous Regression,Urticaria Pigmentosa
207,Fever,ENSAT Stage III Adrenal Cortex Carcinoma
208,Icterus,Ampulla of Vater Villous Adenoma
209,Trabecular Pattern,Metastatic Digestive System Neuroendocrine Tumor G1
210,Germinal Centers with Prominent Hyalinized Vessels Present,"Castleman Disease, Plasma Cell Type"
211,Cystic Change,Follicular Variant Thyroid Gland Papillary Carcinoma
212,Cold Nodule,Follicular Variant Thyroid Gland Papillary Carcinoma
213,Back Pain,Childhood Myxopapillary Ependymoma
214,Lymphadenopathy,Plasma Cell Post-Transplant Lymphoproliferative Disorder
215,Fatigue,Juvenile Myelomonocytic Leukemia
216,S-100-Positive Neoplastic Cells Present,Nevus of Female Genitalia
217,Hypercellular bone marrow,Acute Myeloid Leukemia with t(11;17)(q13;q21)
218,Elevated alpha-fetoprotein,Endodermal sinus tumor of ovary
219,Lymphadenopathy,Methotrexate-Associated Peripheral T-Cell Lymphoma
220,Icterus,undifferentiated carcinoma of pancreas
221,Fever,Adult Hepatocellular Carcinoma
222,Splenomegaly,Adult Hepatocellular Carcinoma
223,Weight decreased,Stage IVA Nasopharyngeal Carcinoma AJCC v7
224,Weight decreased,Cystadenocarcinoma of pancreas
225,HMB-45-Positive Neoplastic Cells Present,Malignant melanoma of ciliary body
226,S-100-Positive Neoplastic Cells Present,Solar Radiation-Related Cutaneous Melanoma
227,Well-Circumscribed Lesion,Mediastinal Neurofibroma
228,White blood cell count increased (lab result),Childhood Acute Myelomonocytic Leukemia
229,Melanosomes Present,Adult Clear Cell Sarcoma of Soft Parts
230,Diarrhea,Pancreatic Somatostatinoma
231,Weight decreased,Klatskin Tumor
232,Intestinal hemorrhage NOS,malignant neoplasm of large intestine stage IV
233,Nodular Pattern,Merkel cell carcinoma
234,Lymphoblasts 25 Percent or Less of Bone Marrow Nucleated Cells,Splenic B Lymphoblastic Lymphoma
235,Splenomegaly,Splenic B Lymphoblastic Lymphoma
236,Gamma-Glutamyltransferase Increased,BCLC Stage A Adult Hepatocellular Carcinoma
237,Ascites,BCLC Stage A Adult Hepatocellular Carcinoma
238,Rectal hemorrhage,Anaplastic Carcinoma of the Rectum
239,Mallory Bodies,Fibrolamellar Hepatocellular Carcinoma
240,Pain,Subungual glomus tumor
241,Motor Manifestations,Recurrent Childhood Gemistocytic Astrocytoma
242,Aggressive Clinical Course,Childhood Grade III Lymphomatoid Granulomatosis
243,Mucoid Stroma Formation,Well Differentiated Oligodendroglioma
244,Rapidly Enlarging Mass,Squamous cell carcinoma of the parotid gland
245,S-100-Positive Neoplastic Cells Present,Benign Vaginal Melanocytic Nevus
246,S-100-Positive Neoplastic Cells Present,Stage II Uveal Melanoma AJCC v7
247,Abdominal mass,Hepatoblastoma recurrent
248,Fibrotic Stroma Formation,Eccrine mixed tumor of skin
249,HMB-45-Positive Neoplastic Cells Present,Stage II Cutaneous Melanoma AJCC v6 and v7
250,Chronic Clinical Course,Refractory anemia with ringed sideroblasts
251,Abdominal Pain,Mixed Acinar-Ductal Carcinoma of the Pancreas
252,Unfavorable Clinical Outcome,Adult B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1
253,Elevated alpha-fetoprotein,Early Hepatocellular Carcinoma
254,Painless Mass,liposarcoma of mediastinum
255,Interleukin-5 Overexpression,Hodgkin's disease nodular sclerosis stage I supradiaphragmatic
256,Lymphotoxin-Alpha Overexpression,Hodgkin's disease nodular sclerosis stage II
257,Diffuse Pattern,adult nasal type extranodal NK/T-cell lymphoma
258,Hoarseness,Stage IVB Laryngeal Verrucous Carcinoma AJCC v7
259,CD30-Positive Neoplastic Cells Present,Thyroid Immunoblastic Lymphoma
260,Dyspnea,Large cell lung cancer stage III
261,Tumor Cell Necrosis,Peritoneal Desmoplastic Small Round Cell Tumor
262,Abdominal Pain,Gastric Tubular Adenocarcinoma
263,Metrorrhagia,Poorly Differentiated Ovarian Sertoli-Leydig Cell Tumor
264,Pain,Invasive Ductal Breast Carcinoma
265,Favorable Clinical Outcome,Recurrent Childhood Pleomorphic Xanthoastrocytoma
266,Elevated alpha-fetoprotein,Stage III Ovarian Yolk Sac Tumor AJCC v6 and v7
267,Calcinosis,Recurrent Childhood Protoplasmic Astrocytoma
268,Icterus,Distal Bile Duct Carcinoma
269,Unfavorable Clinical Outcome,Mucin-Producing Intrahepatic Cholangiocarcinoma
270,Indolent Clinical Course,Pilocytic astrocytoma of cerebellum
271,Indolent Clinical Course,"Follicular Variant Thyroid Gland Papillary Carcinoma, Infiltrative Subtype"
272,Flank Pain,Stage III Adrenal Cortex Carcinoma AJCC v7
273,Weight decreased,Macrotrabecular Hepatoblastoma
274,Neuron-Specific Enolase Positive Neoplastic Cells Present,Small cell carcinoma of lung
275,Neuron-Specific Enolase Positive Neoplastic Cells Present,"Ovarian Small Cell Carcinoma, Pulmonary Type"
276,Eosinophilic inflammation,Testicular Typical Seminoma
277,Lymphadenopathy,Childhood Systemic Anaplastic Large Cell Lymphoma
278,Lymphoepithelial Lesion,Small Intestinal Mucosa-Associated Lymphoid Tissue Lymphoma
279,Hematuria,"Infiltrating Bladder Urothelial Carcinoma, Lipid-Rich Variant"
280,Hepatomegaly,Stage III Childhood Hepatocellular Carcinoma AJCC v7
281,Epistaxis,Stage IVB Paranasal Sinus Cancer AJCC v7
282,Elevated alpha-fetoprotein,Stage II Childhood Hepatocellular Carcinoma AJCC v6 and v7
283,Lymphadenopathy,"Follicle center lymphoma, follicular grade I, II, III stage IV"
284,Globular Hyaline Body,Anterior Tongue Mucoepidermoid Carcinoma
285,Pain,Anterior Tongue Adenoid Cystic Carcinoma
286,Abdominal Pain,"Pancreatic Intraductal Papillary Mucinous Neoplasm, Oncocytic-Type"
287,Headache,Choroid Plexus Neoplasms
288,Gastric hemorrhage,Gastric Fundus Carcinoma In Situ AJCC v6 and v7
289,Lipomatous Component Present,Carcinoma ex pleomorphic adenoma of lacrimal gland
290,Homer Wright Rosette Formation,Peripheral neuroepithelioma of bone recurrent
291,Ectodermal Differentiation,Childhood Teratoma
292,Solitary Pulmonary Nodule,Small cell lung cancer extensive stage
293,High Mitotic Activity,"Ossifying fibromyxoid tumor, malignant"
294,High Mitotic Activity,Malignant Meningioma
295,Headache,"Pheochromocytoma, malignant"
296,Osseous Component Present,Salivary Gland Pleomorphic Adenoma
297,Coughing,"Adenocarcinoma of lung, stage II"
298,Nodular lesions,Disseminated Juvenile Xanthogranuloma
299,Headache,Grade III Childhood Astrocytoma
300,Malaise,Extrahepatic Bile Duct Mucoepidermoid Carcinoma
301,S-100-Positive Neoplastic Cells Present,Mucosal lentiginous melanoma
302,Headache,Adult Anaplastic Oligodendroglioma
303,Whorling Growth Pattern,Meningothelial meningioma
304,Favorable Clinical Outcome,B lymphoblastic leukemia lymphoma with hyperdiploidy
305,Abdominal Pain,Sporadic Gastric Adenocarcinoma
306,HMB-45-Positive Neoplastic Cells Present,Stage IVB Mucosal Melanoma of the Head and Neck AJCC v7
307,Mallory Bodies,Recurrent Hepatocellular Carcinoma
308,Schiller-Duval Body,Childhood Testicular Yolk Sac Tumor
309,Necrotic changes (finding),Childhood Testicular Choriocarcinoma
310,Aggressive Clinical Course,Metastatic Adrenal Gland Pheochromocytoma
311,Fever,Colorectal Mucinous Adenocarcinoma
312,Headache,Epithelioid glioblastoma
313,Icterus,Stage 0 Hilar Cholangiocarcinoma AJCC v7
314,Cystic Change,Gemistocytic astrocytoma
315,Hematuria,Bladder papilloma
316,Hypercellular bone marrow,Childhood Acute Monocytic Leukemia
317,Unfavorable Clinical Outcome,"Glioblastoma, IDH-Wildtype"
318,Mucoid Stroma Formation,Brain Oligodendroglioma
319,Aggressive Clinical Course,"Adult Embryonal Tumor with Multilayered Rosettes, C19MC-Altered"
320,Headache,Multifocal Glioblastomas
321,Headache,Diffuse Astrocytoma
322,Gyriform Trabecular Pattern,Adult Type Granulosa Cell Tumor
323,Weight decreased,BCLC Stage D Hepatocellular Carcinoma
324,Malaise,BCLC Stage D Hepatocellular Carcinoma
325,Cold Nodule,Thyroid Gland Papillary Carcinoma with Fibromatosis/Fasciitis-Like Stroma
326,Papillary Pattern,Medulloepithelioma
327,Fibroblast Growth Factor 1 Overexpression,Stage III Hepatocellular Carcinoma AJCC v6
328,Unfavorable Clinical Outcome,Perihilar Intrahepatic Cholangiocarcinoma
329,Splenomegaly,Histiocytic sarcoma
330,Abdominal Pain,Stage I Intrahepatic Cholangiocarcinoma AJCC v7
331,Pain,small cell carcinoma of breast
332,Hypercellular bone marrow,"Thrombocythemia, Essential"
333,Lymphadenopathy,B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1
334,Malaise,Distal 1/3 of the Common Bile Duct Adenocarcinoma
335,Mass in breast,Metaplastic carcinoma of breast
336,Abdominal mass,Uterine Corpus Carcinosarcoma
337,Osseous Component Present,Metastasizing Pleomorphic Adenoma of the Salivary Gland
338,Lymphoepithelial Lesion,Chlamydia Psittaci-Associated Ocular Adnexal Mucosa-Associated Lymphoid Tissue Lymphoma
339,Pain,Squamous cell carcinoma of the nasal cavity
340,Hepatomegaly,Pleomorphic Hepatocellular Carcinoma
341,Weight decreased,Human Papillomavirus-Related Esophageal Squamous Cell Carcinoma
342,Weight decreased,Adenocarcinoma of ampulla of Vater
343,Pain,Breast Carcinoma with Melanotic Features
344,Tubular Pattern,Adenoid cystic carcinoma of lacrimal gland
345,HMB-45-Positive Neoplastic Cells Present,"Malignant melanoma, regressing"
346,Anorexia,PRETEXT Stage 1 Hepatoblastoma
347,Fever,Combined Lung Carcinoma
348,Well-Circumscribed Lesion,Subependymal Giant Cell Astrocytoma
349,Endodermal Differentiation,Childhood Central Nervous System Immature Teratoma
350,Hemoptysis,Stage IV Hypopharyngeal Squamous Cell Carcinoma AJCC v7
351,Neuron-Specific Enolase Positive Neoplastic Cells Present,Vulvar Small Cell Carcinoma
352,Malaise,Angiocentric lymphoma refractory
353,Neuron-Specific Enolase Positive Neoplastic Cells Present,Carcinoid Tumor
354,Hematuria,Renal carcinoma
355,Interleukin-6 Overexpression,"Hodgkin's Disease, Nodular Sclerosis, Lymphocyte Depletion"
356,Neuron-Specific Enolase Positive Neoplastic Cells Present,Colorectal Neuroendocrine Tumor G1
357,Slow Growing Mass,Granular Cell Tumor of the Neurohypophysis
358,Mass of neck,"Stage 0 Hypopharyngeal Squamous Cell Carcinoma AJCC v6, v7, and v8"
359,Amenorrhea,"Moderately Differentiated Ovarian Sertoli-Leydig Cell Tumor, Variant with Heterologous Elements"
360,Abdominal Pain,Pancreatic Intraductal Papillary Mucinous Neoplasm
361,Pathological fracture,Localized Adult Undifferentiated High Grade Pleomorphic Sarcoma of Bone
362,Fatigue,B-cell small lymphocytic lymphoma stage I
363,Tinnitus,Stage IVC Nasopharyngeal Keratinizing Squamous Cell Carcinoma AJCC v7
364,Nasal obstruction present finding,Stage IVC Nasopharyngeal Keratinizing Squamous Cell Carcinoma AJCC v7
365,Extensive Bone Marrow and Blood Involvement,Hypodiploid B Acute Lymphoblastic Leukemia
366,Rhinorrhea,Nasopharyngeal Differentiated Carcinoma
367,Lymphadenopathy,Stage II Anaplastic Large Cell Lymphoma
368,Night sweats,Adult Lymphocyte-Depleted Classical Hodgkin Lymphoma
369,Pain,Primary intraosseous squamous cell carcinoma derived from odontogenic cyst
370,Hemorrhage,Kadish Stage C Olfactory Neuroblastoma
371,HMB-45-Positive Neoplastic Cells Present,Malignant melanoma in precancerous melanosis
372,Indolent Clinical Course,Juvenile Pilocytic Astrocytoma
373,Extranodal Disease,Monomorphic Post-Transplant Lymphoproliferative Disorder
374,Secondary malignant neoplasm of lymph node,Sporadic Thyroid Gland Micromedullary Carcinoma
375,Interleukin-13 Overexpression,Hodgkin's disease mixed cellularity recurrent
376,Lymphotoxin-Alpha Overexpression,Lymphocyte Rich Classical Hodgkin Lymphoma
377,Skin Ulcer,Acantholytic squamous cell carcinoma of skin
378,Hemoptysis,Postcricoid Squamous Cell Carcinoma
379,Splenomegaly,Type 1b Autoimmune Lymphoproliferative Syndrome
380,Hoarseness,Glottic Squamous Cell Carcinoma
381,Interleukin-10 Overexpression,"Hodgkin lymphoma, lymphocyte depletion"
382,Mallory Bodies,Stage IV Hepatocellular Carcinoma AJCC v7
383,Abdominal Pain,Stage II Rectosigmoid Cancer AJCC v6
384,Homer Wright Rosette Formation,Recurrent Peripheral Primitive Neuroectodermal Tumor
385,Necrotic changes (finding),Recurrent Peripheral Primitive Neuroectodermal Tumor
386,Chronic Clinical Course,Mycosis fungoides stage II
387,Tubular Pattern,Adenoid Cystic Carcinoma
388,Weight decreased,Ampulla of Vater Pancreatobiliary Type Adenocarcinoma
389,Abdominal Pain,Stage IVB Hilar Cholangiocarcinoma AJCC v7
390,Neuron-Specific Enolase Positive Neoplastic Cells Present,Colorectal Large Cell Neuroendocrine Carcinoma
391,Necrotic changes (finding),"Thymoma, type A, malignant"
392,Coughing,Bronchogenic Carcinoma
393,CD15-Positive Neoplastic Cells Present,Ann Arbor Stage I Supradiaphragmatic Lymphocyte-Depleted Classic Hodgkin Lymphoma
394,Flank Pain,Sarcomatoid Renal Cell Carcinoma
395,Hoarseness,Stage IB Lung Small Cell Carcinoma AJCC v7
396,CD15-Positive Neoplastic Cells Present,Ann Arbor Stage II Supradiaphragmatic Lymphocyte-Depleted Classic Hodgkin Lymphoma
397,Interleukin-5 Overexpression,Hodgkin's disease mixed cellularity stage II subdiaphragmatic
398,Transforming Growth Factor-Beta Overexpression,Hodgkin's disease mixed cellularity stage II subdiaphragmatic
399,Aggressive Clinical Course,Stage IIB Lung Small Cell Carcinoma AJCC v7
400,Mass in breast,atypical medullary carcinoma of breast
401,Trabecular Pattern,Stage IIA Lung Small Cell Carcinoma AJCC v7
