,CUI1,CUI2
127,Phospholipid Metabolism,PLCD3 wt Allele
128,"Transcription, Genetic",TCEA1 wt Allele
129,Antimicrobial Effect,DEFB103B wt Allele
130,Receptor Signaling,CRHR1 gene
131,Receptor Signaling,FLT1 gene
132,Signal Transduction,SLITRK1 gene
133,Positive Regulation of Apoptosis,TLR2 wt Allele
134,Signal Transduction,JAK1 gene
135,Skeletal Development,BMP2 gene
136,RNA Binding,TLR3 wt Allele
137,T-Cell Proliferation,CMC4 wt Allele
138,"Migration, Cell",ROBO4 gene
139,Transcriptional Regulation,TAF3 gene
140,Receptor Signaling,NOTCH3 gene
141,Oxidation-Reduction,CYP3A5 wt Allele
142,Protein-Carbohydrate Interaction,LGALS7 gene
143,Ligand Binding,NR1H4 wt Allele
144,Ligand Binding,APBA2 gene
145,Receptor Signaling,GALR2 gene
146,Cell Differentiation process,FYN gene
147,Cell Proliferation,ITK wt Allele
148,Immune response,GAGE2A gene
149,Transcriptional Activation,RBPMS wt Allele
150,Immunoregulation,CCL3 gene
151,Signal Transduction,ATR gene
152,Transcriptional Regulation,DRAP1 gene
153,Oxidation,G6PD wt Allele
154,Chemotaxis,VEGFD wt Allele
155,DNA Binding,BRCA1 gene
156,Protein-Protein Interaction,PXN wt Allele
157,Ligand Binding,IGF2BP3 wt Allele
158,Molecular Transport,VDAC1 wt Allele
159,Hydrolysis,PPP2CA gene
160,Ligand Binding,VDAC2 wt Allele
161,Ligand Binding,MORC2 gene
162,Metabolic Control,PPP2CB gene
163,Telomere Length Maintenance,TINF2 gene
164,Apoptosis,DNM1L gene
165,Ligand Binding,MXRA5 gene
166,Cell Cycle Control,BRD4 wt Allele
167,Transcriptional Regulation,TLE1 gene
168,DNA Methylation,ATF7IP wt Allele
169,intracellular protein transport,PGGT1B gene
170,Cytokine Receptor Binding,EPO gene
171,DNA Binding,NFKB1 gene
172,Inhibition of Cell Proliferation,BTG2 wt Allele
173,Caspase-Dependent Apoptosis,BOK wt Allele
174,Signal Transduction,CSNK1D gene
175,Transcriptional Regulation,STAT1 wt Allele
176,DNA Binding,CNBP gene
177,Signal Transduction,GRK4 wt Allele
178,Lipid Transport,SHBG wt Allele
179,Autophagy,IRGM gene
180,Enzyme Inhibition,CABIN1 gene
181,G Protein-Coupled Receptor Signaling,ADRA2B gene
182,Ligand Binding,ADRA2B gene
183,Lipid Binding,COL4A3BP wt Allele
184,Ligand Binding,NPR1 wt Allele
185,Cell Proliferation Regulatory Process,EPGN gene
186,Antiviral Response,RNF216 wt Allele
187,Neoplastic Cell Transformation,FGR gene
188,Protein-Protein Interaction,MGA gene
189,Steroid Metabolic Process,CYP7B1 wt Allele
190,Transcriptional Activation,STAT5B wt Allele
191,Cell Differentiation process,THRA wt Allele
192,Cell Proliferation,THRA wt Allele
193,Signal Transduction,ECT2 gene
194,Serine/Threonine Phosphorylation,DNAJB1/PRKACA FUSION GENE
195,Signal Transduction,RALGDS wt Allele
196,Negative Regulation of Apoptosis,HHV8 K2 Gene
197,Oxidation,CYP2B6 wt Allele
198,Chemotaxis,VEGFB wt Allele
199,Phosphorylation,DDR2 wt Allele
200,Molecular Transport,TXLNA gene
201,Tyrosine Phosphorylation,FGFR4 wt Allele
202,Ligand Binding,MRC2 wt Allele
203,Serine/Threonine Phosphorylation,RPS6KA1 gene
204,Caspase Activation,TNFRSF10B gene
205,DNA Binding,MLLT1 gene
206,glycosylation,ABO wt Allele
207,Wound Healing,FBN1 wt Allele
208,RNA Binding,YY1 wt Allele
209,"Migration, Cell",PKN1 gene
210,DNA Topology Regulation,RECQL4 wt Allele
211,Interleukin Signaling Process,IL21 wt Allele
212,Cytokine Signaling,TNFSF8 wt Allele
213,Transcriptional Regulation,MIR432 wt Allele
214,Signal Transduction,MLXIPL gene
215,Myogenesis,MYOCD wt Allele
216,Ligand Binding,TNFRSF1A wt Allele
217,cellular response to unfolded protein,HSPD1 wt Allele
218,Morphogenesis,HOXA9 gene
219,Regulation of Cell Shape,PDLIM3 wt Allele
220,Receptor Signaling,TACR1 wt Allele
221,Stimulation of Cell Proliferation,FGF10 wt Allele
222,Enzyme Inhibition,AGT gene
223,Intracellular Transport,MYO5A gene
224,Regulation of Cell Shape,MYO5A gene
225,Cell Adhesion,CX3CR1 gene
226,Signal Transduction,TNFRSF17 gene
227,Cell Survival,TNFRSF17 gene
228,Apoptosis,BCL2 wt Allele
229,Regulation of Proteolysis,KNG1 gene
230,Immunoregulation,CXCL14 gene
231,Receptor Signaling,GUCY2C gene
232,Melanogenesis,KITLG wt Allele
233,Transcriptional Activation,ZNF750 wt Allele
234,Proteolysis,KLKB1 wt Allele
235,Cell Cycle Progression,TAF10 wt Allele
236,intracellular protein transport,RP2 gene
237,Cell Adhesion,ICAM2 wt Allele
238,Anabolism,UROD gene
239,Cell Proliferation,MAPRE1 wt Allele
240,NK Cell Activation,KLRK1 gene
241,Intercellular Communication Process,CCR5 gene
242,intracellular protein transport,XPO1 gene
243,Genetic Translation Process,RPL5 wt Allele
244,Signal Transduction,IRAK4 gene
245,Ligand Binding,HBG2 wt Allele
246,Cell Differentiation process,"Genes, Homeobox"
247,NK Cell Activation,KLRK1 wt Allele
248,Replication Initiation,ORC5 wt Allele
249,Cell Cycle Control,CDK12 gene
250,Telomere Capping,XRCC5 gene
251,Myeloproliferation,FGFR1 gene
252,Signal Transduction,PIK3C2G gene
253,Cytokine Signaling,CXCL6 wt Allele
254,Intercellular Communication Process,NODAL gene
255,DNA Binding,HMGA2 gene
256,Intracellular Transport,PACS1 wt Allele
257,Oxidation-Reduction,CYP11B1 wt Allele
258,Biologic Development,NR2F6 wt Allele
259,Lipid Binding,AFP gene
260,Phosphorylation,RYK gene
261,Ligand Binding,CD44 gene
262,Cytokinesis,KRT1 wt Allele
263,Homeostasis,RXRA wt Allele
264,Gluconeogenesis,GPI gene
265,Signal Transduction,ITLN1 gene
266,Cytokinesis,KRT20 wt Allele
267,Ligand Binding,CCR7 gene
268,Cell division,CENPF gene
269,Transcriptional Regulation,MAPK10 wt Allele
270,Protein-Carbohydrate Interaction,LGALS8 gene
271,Receptor Mediated Endocytosis,CLTCL1 gene
272,Transmembrane Transport,GRIN2B wt Allele
273,Oxidation-Reduction,RRM2B gene
274,Transcriptional Regulation,HOXB9 wt Allele
275,Environment-to-Cell Communication,SPP1 gene
276,Ligand Binding,ADORA2B gene
277,Signal Transduction,MAP3K14 wt Allele
278,Muscle Contraction,MAPT wt Allele
279,DNA Binding,NFIB wt Allele
280,Tumor Suppression,SERPINB5 wt Allele
281,GTP Binding,GNA12 gene
282,Signal Transduction,HRAS wt Allele
283,Intercellular Communication Process,OSMR wt Allele
284,Cell Adhesion,SPAM1 wt Allele
285,Cell Survival,TNFRSF25 gene
286,Apoptosis,TP53INP1 wt Allele
287,Genetic Translation Process,EIF5A gene
288,Neurogenesis,BHLHE22 wt Allele
289,Pattern Formation,RARA gene
290,Environment-to-Cell Communication,SFRP1 gene
291,Signal Transduction,NUMB gene
292,Immune response,CD19 wt Allele
293,Ligand Binding,SRSF2 gene
294,Protein-Protein Interaction,LRIG1 gene
295,Wound Healing,MGP gene
296,Inflammatory Response,S100A12 gene
297,Fatty Acid Metabolism Pathway,CYP2C8*3 Allele
298,"Transcription, Genetic",JUN gene
299,Cell Proliferation Regulatory Process,FGFR3 wt Allele
300,Cell Proliferation,FYN wt Allele
301,Cell Cycle Control,CALR gene
302,Ligand Binding,TJP1 gene
303,Membrane Protein Traffic,RAMP1 wt Allele
304,Cell Proliferation,ABL2 wt Allele
305,DNA Repair,CHD1 gene
306,Ubiquitination,SKP2 gene
307,Stress Response Signaling,DIABLO wt Allele
308,T-Cell Activation,LCK wt Allele
309,Tyrosine Phosphorylation,LCK wt Allele
310,Phosphorylation,MAPKAPK2 gene
311,Ligand Binding,SLC4A1 wt Allele
312,Transmembrane Transport,SLC4A7 gene
313,Acid-Base Equilibrium,SLC4A7 gene
314,Transmembrane Transport,SLC36A1 wt Allele
315,Ligand Binding,RBM38 wt Allele
316,Positive Regulation of Apoptosis,BCLAF1 wt Allele
317,DNA Binding,HIST1H4E wt Allele
318,Cytokine Signaling Process,ACKR1 wt Allele
319,Negative Regulation of Apoptosis,PARK7 wt Allele
320,Nucleotide Metabolism,PDE8B gene
321,Intercellular Communication Process,CCRL2 gene
322,Signal Transduction,ESR2 gene
323,Transcriptional Regulation,MED7 wt Allele
324,Post-Translational Protein Processing,PIGU gene
325,Cytokine Receptor Binding,IL2 gene
326,Cell Differentiation process,RETN gene
327,Receptor Signaling,MTNR1B gene
328,Oxidation-Reduction,IDH1 wt Allele
329,Triglyceride Metabolism,ACACA gene
330,Protein-Protein Interaction,IRS1 wt Allele
331,Phosphorylation,MERTK gene
332,Proteolysis,CASP2 wt Allele
333,"Transcription, Genetic",MYOD1 wt Allele
334,Heparin Binding,FGF2 gene
335,Signal Transduction,STK33 wt Allele
336,Phospholipid Metabolism,SMPD3 gene
337,Signal Transduction,CAMK1 gene
338,Proteolysis,CASP3 wt Allele
339,Oxidation-Reduction,CYP2D6*44 Allele
340,Cell Differentiation process,BLK wt Allele
341,Receptor Signaling,CXCR4 wt Allele
342,Protein phosphorylation,FRK wt Allele
343,Oxidation-Reduction,DEGS2 gene
344,Antiviral Response,PRF1 gene
345,Ligand Binding,JAG2 wt Allele
346,Homeostasis,HPX gene
347,DNA Repair,MSH4 wt Allele
348,Apoptosis,RAC1 gene
349,Cell division,CENPF wt Allele
350,Chemotaxis,CXCR6 wt Allele
351,Ligand Binding,LILRB1 wt Allele
352,Receptor Signaling,CELSR1 gene
353,Immune response,XAGE2 gene
354,Cell-Mediated Cytolysis,CD226 gene
355,Cell Adhesion,DDR2 gene
356,Cancer Cell Growth Regulation,GREB1 gene
357,Cell Differentiation process,BLK gene
358,Molecular Transport,CLCA2 gene
359,DNA Repair,SUMO1 wt Allele
360,Immune System Processes,HERC5 gene
361,Cell Adhesion,SELP gene
362,Tumor Suppression,CCDC6 wt Allele
363,Receptor Signaling,PTPRG gene
364,Calcium Binding,SPARC wt Allele
365,Homodimerization,SCHIP1 gene
366,Cell Proliferation Regulatory Process,IL18 wt Allele
367,Regulation of Proteolysis,USP28 gene
368,Embryonic Development,WNT4 gene
369,Signal Transduction,CDK5 wt Allele
370,Chromosome Segregation,KNSTRN gene
371,Transcriptional Repression,HHEX gene
372,Signal Transduction,P2RY2 gene
373,Cell Cycle Control,SGO1 gene
374,Cell Proliferation,ERBB3 wt Allele
375,DNA Topology Regulation,RECQL5 gene
376,RNA Processing,RECQL5 gene
377,Ubiquitination,MDM2 SNP309 Allele
378,Complement Activation,CSMD1 gene
379,Cell Proliferation Regulatory Process,STRN wt Allele
380,Cell Proliferation Regulatory Process,IL7 wt Allele
381,DNA Binding,DUX4 gene
382,Cell Proliferation,DUSP22 wt Allele
383,Pattern Formation,VDR gene
384,recombinational repair,RAD51B wt Allele
385,Interferon Signaling Process,PIAS1 wt Allele
386,Receptor Signaling,ADORA3 wt Allele
387,Cell-Cell Adhesion Process,PERP wt Allele
388,Receptor Signaling,TNFRSF8 gene
389,Hydrolysis,MMP8 wt Allele
390,Transcriptional Regulation,TBP wt Allele
391,Transcriptional Repression,TLE2 gene
392,Embryonic Development,SOX17 wt Allele
393,Phosphorylation,ACVR1B wt Allele
394,cellular response to unfolded protein,HSP90AB1 wt Allele
395,Vision,RHO wt Allele
396,DNA Repair,CHD8 gene
397,Cytokine Signaling,FASLG gene
398,RNA Polyadenylation Regulation,EIF4A2 gene
399,Receptor Binding,FGF13 gene
400,chromatin remodeling,ASXL2 wt Allele
401,Ligand Binding,FFAR1 gene
402,Intracellular Communication Induction,RNF146 gene
403,Developmental process,BMP4 wt Allele
404,Cell Differentiation process,LHX2 wt Allele
405,Cellular Stress Response,CREB3L3 gene
406,Signal Transduction,MAP4K3 gene
407,Negative Regulation of Apoptosis,BCL2L10 wt Allele
408,Immune System Processes,ICOSLG gene
409,Protein dephosphorylation,Protein Tyrosine Phosphatase Gene
410,Molecular Transport,SLC45A3 gene
411,Receptor Signaling,CD3EAP wt Allele
412,Stress Response Signaling,MAP4K3 wt Allele
413,Receptor Signaling,GPR17 gene
414,Transmembrane Transport,SLC45A3 wt Allele
415,Cytokine Signaling,CCL4 wt Allele
416,Histone Deacetylation,HDAC10 gene
417,Ubiquitination,MKRN1 wt Allele
418,Regulation of Cell Shape,SPTBN2 gene
419,Regulation of Cell Shape,MYO18A wt Allele
420,Phosphorylation,CDKL2 gene
421,Oxidation-Reduction,CYP1A2 wt Allele
422,Ligand Binding,GPR32 gene
423,Cytokine Signaling Process,TNFRSF10C wt Allele
424,Triglyceride Metabolism,ACSL6 wt Allele
425,chromatin remodeling,BRCA1 wt Allele
426,Nucleotide Biosynthesis,GMPS wt Allele
427,Intracellular Transport,RAMP2 gene
428,Ligand Binding,KIF5B gene
429,DNA Replication,REV1 gene
430,Cell Growth,OMD wt Allele
431,Organogenesis,OMD wt Allele
432,DNA Repair,RAD23B gene
433,Hydrolysis,PTPRK gene
434,Signal Transduction Induction,OPCML gene
435,Hydrolysis,CHD5 wt Allele
436,Stress Response Signaling,CRH gene
437,DNA Replication,RPA2 gene
438,Cytokine Signaling,GDF3 gene
439,Transcriptional Repression,HES3 gene
440,Signal Transduction,WASF2 gene
441,Signal Transduction,BMPR1A gene
442,Transmembrane Transport,SLC7A6 gene
443,Cell Survival,TRIAP1 gene
444,Cytokinesis,ZYX wt Allele
445,DNA Replication,CDT1 wt Allele
446,Histone Acetylation,PPARGC1A wt Allele
447,Ligand Binding,ATP2B3 gene
448,Transcriptional Regulation,ASCL1 wt Allele
449,Transcriptional Repression,ZMYND8 wt Allele
450,DNA Binding,SOX11 gene
451,"Transcription, Genetic",PTPN11 gene
452,Negative Regulation of Complement Activation,CD59 wt Allele
453,Complement Activation,C4B_2 wt Allele
454,Iron Chelation,LTF wt Allele
455,Chemotaxis,RALBP1 gene
456,Cell Cycle Control,FANCI wt Allele
457,Cholesterol Homeostasis,ABCA1 gene
458,Ligand Binding,KIF20B gene
459,Ligand Binding,KIF20B wt Allele
460,Cytokinesis,KIF20B wt Allele
461,DNA Binding,E2F4 gene
462,DNA Methylation,DNMT1 gene
463,Serine/Threonine Phosphorylation,PRKCB gene
464,DNA Binding,FAN1 gene
465,Protein-Protein Interaction,EIF2B1 wt Allele
466,Cell Cycle Control,E2F4 wt Allele
467,Dephosphorylation,UBASH3B wt Allele
468,Cell Differentiation process,HOXD13 wt Allele
469,DNA Binding,CCNH gene
470,Ligand Binding,MT1G gene
471,DNA Maintenance,POLB wt Allele
472,Hydrolysis,CTSV wt Allele
473,Proteolysis,CTSH wt Allele
474,RNA Binding,XRN2 gene
475,RNA Processing,POLR2A wt Allele
476,Apoptosis,YARS wt Allele
477,Organogenesis,TLE3 wt Allele
478,Meiosis,PSMC3IP gene
479,Cell Adhesion,TNC gene
480,Cytokine Signaling Process,IL17RB gene
481,Xenobiotic Metabolism,SLC22A1 gene
482,Biogenic Amine Metabolic Process,SLC22A1 gene
483,intracellular protein transport,HSPB1 gene
484,Synaptic Transmission,CHRNA5 wt Allele
485,Neoplastic Cell Transformation,"Oncogene, RET"
486,Cytoskeletal Modeling,RHOA wt Allele
487,Ligand Binding,CD177 gene
488,Cholesterol Homeostasis,PCSK9 gene
489,Morphogenesis,BGN wt Allele
490,Signal Transduction,ERN1 gene
491,Cell Proliferation Regulatory Process,UBR5 wt Allele
492,Ligand Binding,ZC3H11A wt Allele
493,Ligand Binding,NGFR gene
494,G Protein-Coupled Receptor Signaling,AVPR1A gene
495,G Protein-Coupled Receptor Signaling,FZD6 gene
496,Ligand Binding,ZC3H7B wt Allele
497,Protein-Protein Interaction,ZC3H7B wt Allele
498,Antiviral Response,IFNGR2 wt Allele
499,Dephosphorylation,PPP3CB gene
500,Ubiquitination,RAD18 gene
501,Interleukin Signaling Process,IL31 wt Allele
502,Pattern Formation,CFC1 gene
503,Oxidation,LOX wt Allele
504,Transcriptional Activation,WWC1 wt Allele
505,Hydrolysis,PPP3CC gene
506,Phospholipid Metabolism,GOLPH3 wt Allele
507,Mitotic Spindle Checkpoints,MAD2L2 gene
508,Phosphorylation,PCYT1A gene
509,Intercellular Communication Process,TNFSF15 wt Allele
510,Cytokine Receptor Binding,EBI3 wt Allele
511,Biologic Development,RXRA gene
512,Transcription Initiation,BRF2 wt Allele
513,Transcriptional Regulation,Basal transcription factor genes
514,Intercellular Communication Process,CXCR1 wt Allele
515,"Transcription, Genetic",PPP2CB wt Allele
516,Receptor Signaling,F2RL3 gene
517,Angiogenic Process,RNH1 wt Allele
518,Phosphorylation,ITPKC wt Allele
519,Cell Cycle Control,PDS5B wt Allele
520,Cell Proliferation,ESR1 wt Allele
521,Platelet Activation,GP9 wt Allele
522,DNA Binding,NEIL1 wt Allele
523,Hydrolysis,EEF1A1 gene
524,Ionophore activity,SLC16A4 gene
525,Transmembrane Transport,SLC16A4 gene
526,Immune response,MUC5AC gene
527,Molecular Transport,FOLH1 gene
528,Platelet Activation,GP5 gene
529,Methylation,DNMT3B gene
530,Cytokine Signaling,LTA gene
531,Pattern Formation,CDX2 wt Allele
532,Serine/Threonine Phosphorylation,PRKACB gene
533,Intracellular Transport,KTN1 gene
534,G Protein-Coupled Receptor Signaling,ARHGEF12 wt Allele
535,DNA Binding,SP3 wt Allele
536,Cell Cycle Control,UBB wt Allele
537,Muscle Contraction,GAS2 wt Allele
538,Iron Chelation,CBS gene
539,Receptor Signaling,ACKR2 wt Allele
540,Biologic Development,AR gene
541,Intracellular Transport,FMR1 wt Allele
542,Transcriptional Regulation,MIR30A wt Allele
543,Cell Proliferation Regulatory Process,FGF8 gene
544,DNA Binding,MCM10 wt Allele
545,Cell-Cell Adhesion Process,L1CAM wt Allele
546,Cell Differentiation process,DLL4 wt Allele
547,Positive Regulation of Apoptosis,PMAIP1 wt Allele
548,"Metabolic Detoxication, Drug",CYP3A5*10 Allele
549,Transcriptional Repression,KDM5B gene
550,Ligand Binding,CD8B gene
551,Fatty Acid Metabolism Pathway,CYP3A4*18 Allele
552,Biologic Development,PAX3 wt Allele
553,Signal Transduction,PTGS1 wt Allele
554,Protein-Protein Interaction,SCG2 wt Allele
555,Immune response,HPR wt Allele
556,Signal Transduction,ARHGAP11B gene
557,Hydrolysis,USP17L2 wt Allele
558,Transcriptional Regulation,ZFPM2 gene
559,Receptor Signaling,GDF10 gene
560,Signal Transduction,CDK5 gene
561,Transcriptional Activation,EGR1 gene
562,Transcriptional Regulation,ATF3 wt Allele
563,Skeletal Development,GDF5 gene
564,glycosylation,HPRT1 gene
565,Receptor Signaling,MSTN gene
566,Ubiquitinated Protein Degradation,PSMA5 wt Allele
567,Environment-to-Cell Communication,GNB2 wt Allele
568,Receptor Signaling,GCSAM wt Allele
569,Genetic Translation Process,AGO4 gene
570,Ubiquitination,PRKN gene
571,Skeletal Development,TLL1 wt Allele
572,Signal Transduction,GNB3 wt Allele
573,Blood coagulation,F2 wt Allele
574,Transcriptional Regulation,MIR29A wt Allele
575,Cholesterol Homeostasis,FABP3 wt Allele
576,Transcriptional Regulation,TCEA1 gene
577,Intercellular Communication Process,IL18 gene
578,Inflammatory Response,IL12RB2 wt Allele
579,Antigen Presentation,HLA-DRB4 wt Allele
580,Lipid Metabolism,CYP2C9 wt Allele
581,Transcriptional Regulation,TCEA1 wt Allele
582,Serine/Threonine Phosphorylation,NEK10 gene
583,cell motility,LTB4R wt Allele
584,Transcriptional Regulation,HSF1 wt Allele
585,Cell Proliferation Regulatory Process,INHBA wt Allele
586,Isoprenylation,PGGT1B wt Allele
587,Receptor Signaling,MAS1 wt Allele
588,Cell Adhesion,COL4A3 gene
589,Cell Proliferation,JAK2 gene
590,Blood Circulation,DLL4 gene
591,G Protein-Coupled Receptor Signaling,GNA12 wt Allele
592,Protein-Protein Interaction,SMAD7 wt Allele
593,Genetic Translation Process,DDX6 gene
594,Tumor Suppression,CDH13 gene
595,RNA Splicing,HNRNPD gene
596,Signal Transduction,GNAI1 wt Allele
597,Cell-Cell Adhesion Process,DCHS2 gene
598,Ligand Binding,DCHS2 gene
599,Cell Proliferation,NR1H4 wt Allele
600,Cell Differentiation process,SIX3 gene
601,Signal Transduction,MCTS1 wt Allele
602,protein folding,HSP90B1 gene
603,Receptor Signaling,PLA2R1 gene
604,Apoptosis,NLRP3 gene
605,Receptor Mediated Endocytosis,PLA2R1 wt Allele
606,Hydrolysis,PTPN13 wt Allele
607,Intracellular Transport,SH3D19 gene
608,Molecular Transport,CACNA1G gene
609,Protein Glycosylation,B4GALT6 gene
610,Protein-Protein Interaction,NEDD9 wt Allele
611,Protein Degradation Inhibition,CST6 gene
612,Cell Growth,ANOS1 gene
613,DNA Repair,FANCD2 gene
614,Inflammatory Response,CHI3L1 gene
615,Signal Transduction,MAST2 wt Allele
616,Signal Transduction,PIK3CD wt Allele
617,Transcriptional Regulation,KMT2E wt Allele
618,Positive Regulation of Apoptosis,PSEN1 gene
619,Ligand Binding,GPC6 gene
620,Cytokinesis,TUBG2 wt Allele
621,Cell Differentiation process,SIX2 gene
622,Immunoregulation,CCR6 wt Allele
623,Signal Transduction,PPP2CB gene
624,Thrombopoiesis,THPO wt Allele
625,Cell Differentiation process,NR5A1 gene
626,Hydrolysis,DNM1L gene
627,Cell Death,TNF wt Allele
628,Nucleotide Metabolism,TYMP gene
629,Protein-Protein Interaction,ABI2 wt Allele
630,Regulation of Cell Shape,NEFH gene
631,Cytokinesis,NEFH gene
632,Intracellular Signaling Process,STIL wt Allele
633,Apoptosis,PSEN2 gene
634,T-Cell Differentiation in the Thymus,CCR9 wt Allele
635,Lipid Metabolism,SCARF1 gene
636,Regulation of Exocytosis,SEPT5 wt Allele
637,Acid-Base Equilibrium,SLC26A6 wt Allele
638,Cell Adhesion,TSC1 gene
639,Pattern Formation,RORA gene
640,Skeletal Development,BMP2 wt Allele
641,Pattern Formation,LEFTY2 wt Allele
642,Ligand Binding,ITGB4 gene
643,Caspase-Dependent Apoptosis,CASP8AP2 gene
644,Morphogenesis,BGLAP wt Allele
645,Metal Ion Binding,SELENOF gene
646,Transcriptional Regulation,HIPK2 wt Allele
647,Cell Movement,TUBG2 gene
648,Signal Transduction,FASTK wt Allele
649,G Protein-Coupled Receptor Signaling,GNAI3 wt Allele
650,Ligand Binding,STON1 gene
