,CUI1,CUI2
75,"TRPM5 protein, human",Transport Protein Gene
76,DCMP Deaminase,Hydrolase Gene
77,"NEUROG1 protein, human",NEUROG1 gene
78,"Col4A3 protein, human",COL4A3 gene
79,sodium-potassium-chloride cotransporter 1 protein,Ligand Binding Protein Gene
80,"GJB2 protein, human",Transport Protein Gene
81,Histone-Binding Protein RBBP4,"Genes, Regulator"
82,"ABCB11 protein, human",Transport Protein Gene
83,"GUCY1B2 protein, human",Enzyme Gene
84,"Insulin-Like Growth Factor 1 Receptor Beta Chain, Human",Receptor Gene
85,MIRLET7F1 Pre-miRNA,MIRLET7F1 gene
86,"HSPH1 protein, human",Chaperone Gene
87,"Annexin A8, human",Ligand Binding Protein Gene
88,"S100A11 protein, human",Ligand Binding Protein Gene
89,MicroRNA 19B,MIR19B2 gene
90,"PLA2G4C protein, human",Enzyme Gene
91,"PEX5L protein, human","Genes, Regulator"
92,"SCARF1 protein, human",SCARF1 gene
93,"killin protein, human",Apoptosis Regulation Gene
94,"FBN2 protein, human",Extracellular Matrix Protein Gene
95,interleukin-22,Interleukin Gene
96,CXC Chemokines,CXC Cytokine Gene
97,Troponin I,Cytoskeletal Gene
98,myocyte enhancer factor 2C,Transcription factor genes
99,Cyclin B1,"Genes, Regulator"
100,"PTPN6 protein, human",Phosphatase Family Gene
101,Measles antibody,Immunoprotein Gene
102,Nucleolar and Spindle-Associated Protein 1,Cytoskeletal Gene
103,EWSR1/ETV1 Fusion Protein,EWSR1/ETV1 Fusion Gene
104,"Protein LSM14 Homolog A, human",LSM14A gene
105,Anti-MUM1 Antibody,Immunoprotein Gene
106,Absent in melanoma 2 protein,"Genes, Regulator"
107,"NPR1 protein, human",NPR1 gene
108,"ECI2 protein, human",Enzyme Gene
109,"PogZ protein, human",POGZ gene
110,IRF6 gene,"Genes, Regulator"
111,"Galactocerebrosidase, human",Enzyme Gene
112,"FGFR4 protein, human",Ligand Binding Protein Gene
113,EML4/ALK Fusion Protein,EML4 gene
114,SAM Domain and HD Domain-Containing Protein 1,SAMHD1 gene
115,PAXIP1-Associated Glutamate-Rich Protein 1,"Genes, Regulator"
116,"SMAD5 protein, human",Transcription Regulation Gene
117,Telomeric Repeat-Binding Factor 2-Interacting Protein 1,"Genes, Regulator"
118,somatostatin receptor 3,Receptor Gene
119,Non-Lysosomal Glucosylceramidase,Hydrolase Gene
120,"FGF9 protein, human",Growth Factor Gene
121,"SGPP1 protein, human",SGPP1 gene
122,SPT5 transcriptional elongation factor,"Genes, Regulator"
123,"Neutrophil Elastase, human",Enzyme Gene
124,G-Protein Coupled Receptor 183,Receptor Gene
125,Homeobox Protein Hox-A3,HOXA3 gene
126,HBEGF Gene Product,HBEGF gene
127,Homeobox Protein Engrailed-2,Transcription Regulation Gene
128,"JAK3 protein, human",Enzyme Gene
129,"FOXO1A protein, human",FOXO1 gene
130,"BMP6 protein, human",BMP6 gene
131,"CX3CR1 protein, human",Chemokine Receptor Gene
132,"BAG Family Molecular Chaperone Regulator 3, human",BAG3 gene
133,"Tubulin Beta Chain, human",TUBB gene
134,"Androgen Receptor Splice Variant 3, Human",Nuclear Receptor Gene
135,Protein Numb Homolog,Signaling Pathway Gene
136,Fatty-acid synthase,Transferase Gene
137,"FAS protein, human",Ligand Binding Protein Gene
138,"WWTR1 protein, human",WWTR1 gene
139,F-Box Only Protein 32,FBXO32 gene
140,"5-Hydroxytryptamine Receptor 1A, human",Receptor Gene
141,"CYP21A2 protein, human",Oxidoreductase Gene
142,"TNFRSF13C protein, human",Receptor Gene
143,"CDK12 protein, human","Genes, Regulator"
144,P-Cadherin,Cell Adhesion Molecule Gene
145,"NRCAM protein, human",Ligand Binding Protein Gene
146,Proline-Rich Protein PRCC,"Genes, Regulator"
147,"PAK1 protein, human",Transferase Gene
148,Nodal Homolog,NODAL gene
149,"SKAP2 protein, human",Signaling Pathway Gene
150,"CEACAM7 protein, human",Metastasis Gene
151,Interleukin-13,IL13 gene
152,"EVL protein, human",EVL gene
153,PRKAR1A/RARA Fusion Protein,Fusion Gene
154,"Integrin Beta-1, human",ITGB1 gene
155,"TAP2 protein, human",TAP2 gene
156,"USP9X protein, human",Hydrolase Gene
157,"USP9X protein, human",Cysteine Protease Genes
158,"CTSG protein, human",Enzyme Gene
159,"CTSG protein, human",Hydrolase Gene
160,"SLC4A3 protein, human",Ligand Binding Protein Gene
161,Platelet-Activating Factor Acetylhydrolase IB Subunit Beta,Hydrolase Gene
162,"CERS5 protein, human",Enzyme Gene
163,"BHMT2 protein, human",Enzyme Gene
164,CCAAT/Enhancer Binding Protein Alpha,Transcription factor genes
165,"SLC22A2 protein, human",SLC22A2 gene
166,"YES1 protein, human",Transferase Gene
167,"TREX1 protein, human",Hydrolase Gene
168,TBP-Associated Factor 15 kDa,"Genes, Regulator"
169,"GFI1B protein, human",Transcription Regulation Gene
170,"High Affinity Nerve Growth Factor Receptor, human",Receptor Gene
171,TIAM1 Protein,Signaling Pathway Gene
172,C-C Chemokine Receptor Type 2,Cytokine Receptor Gene
173,"MYSM1 protein, human",Peptidase Gene
174,CD40 Antigens,Ligand Binding Protein Gene
175,CDK6-associated protein p18,Cyclin-Dependent Kinase Inhibitor Gene
176,"BIRC5 protein, human","Genes, Regulator"
177,"BMPR1B protein, human",BMPR1B gene
178,BCL3 protein,BCL3 gene
179,"CELSR1 cadherin, human",CELSR1 gene
180,Taube Nuss Homologue,Transcription factor genes
181,"NRTN protein, human",NRTN gene
182,"DRAP1 protein, human",DRAP1 gene
183,"SSH1 protein, human",Esterase Gene
184,"NEFH protein, human",Cytoskeletal Gene
185,"Alpha-Soluble NSF Attachment Protein, human",Ligand Binding Protein Gene
186,"TSC1 protein, human",Ligand Binding Protein Gene
187,HMGA1a Protein,"Genes, Regulator"
188,Mullerian duct inhibiting substance,AMH gene
189,"SULT1C2 protein, human",Enzyme Gene
190,"ACPP protein, human",Phosphatase Family Gene
191,"nicotinamide phosphoribosyltransferase, human",Glycosyltransferase Gene
192,Brain Acid Soluble Protein 1,"Genes, Regulator"
193,Aryl Hydrocarbon Receptor Nuclear Translocator 2,"Genes, Regulator"
194,Human Glandular Kallikrein 2,Hydrolase Gene
195,T-Box Transcription Factor TBX1,TBX1 gene
196,ACPP Antibody,Immunoprotein Gene
197,"SLC6A3 protein, human",SLC6A3 gene
198,protein TDP-43,Transcription Regulation Gene
199,"WFDC2 protein, human","Genes, Regulator"
200,"FLNA protein, human",Structural gene
201,"Histone-Arginine Methyltransferase CARM1, human",CARM1 gene
202,cullin 4A,"Genes, Regulator"
203,"p73 protein, human",TP73 gene
204,"MKNK1 protein, human",Serine/Threonine Protein Kinase Gene
205,Desmin,Intermediate Filament Gene
206,"TRIM13 protein, human",TRIM13 gene
207,Vasculostatin,ADGRB1 gene
208,"SPINT1 protein, human",SPINT1 gene
209,"Protein Atonal Homolog 1, human",Transcription Regulation Gene
210,"NACHT, LRR and PYD Domains-Containing Protein 4",NLRP4 gene
211,Thyroid Hormone Receptor,"Genes, Regulator"
212,"5-Aminolevulinate Synthase, Nonspecific, Mitochondrial",Enzyme Gene
213,"CD45RB, human",Protein Phosphatase Gene
214,Cellular Nucleic Acid-Binding Protein,Transcription Regulation Gene
215,Ubiquitin-Like Protein ISG15,ISG15 gene
216,"OTUD5 protein, human",Cysteine Protease Genes
217,Motor Neuron and Pancreas Homeobox Protein 1,"Genes, Regulator"
218,"Histone-Lysine N-Methyltransferase SUV420H2, Human",Enzyme Gene
219,"CXCL8 protein, human",Cytokine Gene
220,"Macrophage Colony-Stimulating Factor 1 Receptor, human",CSF1R gene
221,Cadherin-2,Ligand Binding Protein Gene
222,"IGFBP7 protein, human",IGFBP7 gene
223,"FZD1 protein, human",Ligand Binding Protein Gene
224,"PDGFRL protein, human",Tumor Suppressor Genes
225,TPR/NTRK1 Fusion Protein TRKT2,Fusion Gene
226,"DOK1 protein, human",Signaling Pathway Gene
227,Mono-ADP-Ribosyltransferase Sirtuin-6,SIRT6 gene
228,Sushi Domain-Containing Protein 1,SUSD1 gene
229,"Progesterone Receptor, human",Ligand Binding Protein Gene
230,Hormone Receptor,Receptor Gene
231,Homeobox Protein Hox-C13,Transcription factor genes
232,"HLA Class II Histocompatibility Antigen, DQ Alpha 1 Chain",HLA-DQA1 gene
233,Erythropoietin Receptor,Cytokine Receptor Gene
234,"GTF2E2 protein, human",Transcription factor genes
235,"P2RY2 protein, human",G Protein-Coupled Receptor Genes
236,MIR146A Pre-miRNA,MIR146A gene
237,"ASXL2 protein, human",Transcription Regulation Gene
238,"NUP214 protein, human",Structural gene
239,CBFA2T3/GLIS2 Fusion Protein,Fusion Gene
240,"TNFSF10 protein, human",Cytokine Gene
241,"APC protein, human",Signaling Pathway Gene
242,"Plasminogen Activator Inhibitor 2, human",Enzyme Inhibitor Gene
243,"HOTS protein, human",Tumor Suppressor Genes
244,"glutamate carboxypeptidase II, human",Hydrolase Gene
245,DNA polymerase iota,Enzyme Gene
246,"ERO1L protein, human",ERO1A gene
247,"SH3PXD2B protein, human",Adaptor Signaling Protein Gene
248,Phosphoric Monoester Hydrolases,Hydrolase Gene
249,SOX6 Transcription Factor,SOX6 gene
250,"RNF5 protein, human",RNF5 gene
251,"IL10RB protein, human",Receptor Gene
252,Dihydropyrimidine dehydrogenase,Oxidoreductase Gene
253,"TEC protein, human",TEC gene
254,"FYN protein, human",Kinase Family Gene
255,NRXN2 Gene Product,Ligand Binding Protein Gene
256,"CYP1B1 protein, human",Oxidoreductase Gene
257,"PRICKLE4 protein, human",PRICKLE4 gene
258,"FCGR2B protein, human",Receptor Gene
259,"ITGB3 protein, human",Cell Adhesion Molecule Gene
260,general transcription factor IIIC1 alpha subunit,Transcription factor genes
261,C-Terminal Binding Protein 1,Transcription Regulation Gene
262,Non-Imprinted In Prader-Willi/Angelman Syndrome Region Protein 2,"Genes, Regulator"
263,"PPP2CA protein, human",Phosphatase Family Gene
264,prostein,Transport Protein Gene
265,"Centromere Protein S, human",DNA Repair Gene
266,Aspartic Acid Proteases,Peptidase Gene
267,Astrotactin-2,"Genes, Regulator"
268,Cytochromes,Enzyme Gene
269,"LTF protein, human",LTF gene
270,"GPRK7 protein, human",Serine/Threonine Protein Kinase Gene
271,"HMMR protein, human",Ligand Binding Protein Gene
272,"Rho Guanine Nucleotide Exchange Factor 7, human",Signaling Pathway Gene
273,"Complement Decay-Accelerating Factor, human",CD55 gene
274,"CYP3A7 protein, human",Cytochrome P450 Family Gene
275,"CRSP7 protein, human","Genes, Regulator"
276,SIPA-1 Protein,Signaling Pathway Gene
277,MSN/ALK Fusion Protein,MSN/ALK Fusion Gene
278,Plasma Membrane Calcium-Transporting ATPase 3,Transport Protein Gene
279,"SMG1 protein, human",Transferase Gene
280,Neuronal Acetylcholine Receptor Subunit Beta-4,CHRNB4 gene
281,"C-Type Lectin Domain Family 2 Member A, human",CLEC2A gene
282,Zinc Finger Protein GLIS2,Transcription factor genes
283,Polycomb Protein SUZ12,Methyltransferase Gene
284,"Diacylglycerol Kinase Eta, human",Enzyme Gene
285,SH3 and PX Domain-Containing Protein 2A,Adaptor Signaling Protein Gene
286,"Mta1 protein, human",MTA1 gene
287,"CCNC protein, human",Cyclin Gene
288,"PPIB protein, human",Enzyme Gene
289,HMGB Proteins,HMGB Family Gene
290,"CX3CL1 protein, human",CX3CL1 gene
291,"XRN1 protein, human",Esterase Gene
292,"CDK2 protein, human",Cyclin-Dependent Kinase Gene
293,"SETDB1 protein, human",Transferase Gene
294,"Metabotropic Glutamate Receptor 1, human",GRM1 gene
295,Macrophage Scavenger Receptor Types I and II,Receptor Gene
296,DSIP-immunoreactive peptide,Transcription Regulation Gene
297,"CFTR protein, human",Transport Protein Gene
298,"Interleukin-15 Receptor Subunit Alpha, human",Receptor Gene
299,Sialyl-Tn Antigen Antibody,Immunoprotein Gene
300,phorbol-12-myristate-13-acetate-induced protein 1,"Genes, Regulator"
301,"HDAC6 protein, human",Enzyme Gene
302,"SLC28A3 protein, human",Transport Protein Gene
303,"EVI2B protein, human","Genes, Regulator"
304,CAD Protein,Ligase Gene
305,"ADAM17 protein, human",Metallopeptidase Gene
306,"CYP2C19 protein, human",CYP2C19 gene
307,"SLC6A2 protein, human",Ligand Binding Protein Gene
308,Melanoma-Associated Antigen C1,MAGEC1 gene
309,"FGFR2 protein, human",Ligand Binding Protein Gene
310,"ACVRL1 protein, human",Serine/Threonine Protein Kinase Gene
311,"PON1 protein, human",Esterase Gene
312,"SLC2A1 protein, human",SLC2A1 gene
313,"HDAC1 protein, human",Enzyme Gene
314,"FUT4 protein, human",Glycosyltransferase Gene
315,"Proinsulin, human",Peptide Hormone Gene
316,"membrane-associated protein, 17-kDa",PDZK1IP1 gene
317,"EIF2AK2 protein, human",Transferase Gene
318,"PRKCA protein, human",Serine/Threonine Protein Kinase Gene
319,"CYP2A7 protein, human",Cytochrome P450 Family Gene
320,"HBEGF protein, human",Growth Factor Gene
321,"Fzd8 protein, human",FZD8 gene
322,"HDAC4 protein, human",Enzyme Gene
323,Orphan Nuclear Receptor ROR-gammaT,Transcription factor genes
324,Vesicle-Associated Membrane Protein 1,VAMP1 gene
325,"FSCN1 protein, human",Cytoskeletal Gene
326,"IFNAR2 protein, human",Receptor Gene
327,"Metabotropic Glutamate Receptor 7, human",GRM7 gene
328,"AKT3 protein, human",Serine/Threonine Protein Kinase Gene
329,"DUSP4 protein, human",Hydrolase Gene
330,UDP-Glucuronosyltransferase 1-6,Transferase Gene
331,"Apolipoprotein E4, human",Transport Protein Gene
332,"EphA2 receptor, human",EPHA2 gene
333,"USP28 protein, human",USP28 gene
334,"ARHGAP11B protein, human",ARHGAP11B gene
335,Sorting Nexin-29,SNX29 gene
336,Carrier Proteins,Transport Protein Gene
337,"EEF2K protein, human",EEF2K gene
338,"RAD52 protein, human",RAD52 gene
339,Suppressor of Fused Homolog,"Genes, Regulator"
340,"LGALS13 protein, human",Hydrolase Gene
341,"Serine/Threonine-Protein Kinase TAO1, human",Transferase Gene
342,BRCA1 Associated RING Domain 1 Protein,"Genes, Regulator"
343,"coagulation factor IX, human",Peptidase Gene
344,EWSR1/NR4A3 Fusion Protein,Fusion Gene
345,fibrillin-1,FBN1 gene
346,"RUNX1 protein, human",RUNX1 gene
347,"Angiotensin II Receptor, Type 2",G Protein-Coupled Receptor Genes
348,Protein Artemis,Enzyme Gene
349,"SLC47A2 protein, human",SLC47A2 gene
350,"USF2 protein, human",Transcription Regulation Gene
351,"ATP5B protein, human",Ligand Binding Protein Gene
352,"Keratin, Type II Cytoskeletal 72, human",Structural gene
353,"ACP1 protein, human",Esterase Gene
354,"SCN9A protein, human",Transport Protein Gene
355,Histone H3,Structural gene
356,"NR1H4 protein, human",Receptor Gene
357,"GPS1 protein, human",GPS1 gene
358,Ubiquilin-2,UBQLN2 gene
359,Inhibitor of Nuclear Factor Kappa-B Kinase Subunit Beta,Transferase Gene
360,"Immunoglobulin J Chain, human",Immunoprotein Gene
361,"Arachidonate 12-Lipoxygenase, 12S-Type",ALOX12 gene
362,"Retinoic Acid Receptor RXR-Gamma, human",RXRG gene
363,"IL1RAPL1 protein, human",IL1RAPL1 gene
364,Follistatin,"Genes, Regulator"
365,"SGPP2 protein, human",SGPP2 gene
366,Protein-Serine-Threonine Kinases,Serine/Threonine Protein Kinase Gene
367,"SEP15 protein, human",Ligand Binding Protein Gene
368,"GNAI3 protein, human",GNAI3 gene
369,"ZFHX3 protein, human",Transcription factor genes
370,"ZFHX3 protein, human",Transcription Regulation Gene
371,"GPR32 protein, human",Ligand Binding Protein Gene
372,"BRF1 protein, human",BRF1 gene
373,"POLD3 protein, human","Genes, Regulator"
374,"3 Beta-Hydroxysteroid Dehydrogenase/Delta 5-->4-Isomerase Type 2, human",Oxidoreductase Gene
375,"ROR2 protein, human",Ligand Binding Protein Gene
376,Dominant Negative Receptor,Ligand Binding Protein Gene
377,"Protocadherin-23, human",DCHS2 gene
378,"FGF5 protein, human",Fibroblast Growth Factor Gene Family
379,"ANGPT1 protein, human",ANGPT1 gene
380,"GDNF protein, human",Growth Factor Gene
381,Bombesin Receptor,Ligand Binding Protein Gene
382,"TRIM5 protein, human",TRIM5 gene
383,"BCAR1 protein, human",BCAR1 gene
384,"PTPN13 protein, human",Phosphatase Family Gene
385,zinc finger protein 198,ZMYM2 gene
386,"TNFSF8 protein, human",TNFSF8 gene
387,"PRKCI protein, human",Enzyme Gene
388,"MAPKAPK5 protein, human",MAPKAPK5 gene
389,"VEGFB protein, human",Growth Factor Gene
390,"MAPK14 protein, human",Serine/Threonine Protein Kinase Gene
391,"VDR protein, human",Ligand Binding Protein Gene
392,T-Cell Receptor gamma-Chain,TRG gene
393,MIR214 Pre-miRNA,MIR214 gene
394,NKG2-D Type II Integral Membrane Protein,Receptor Gene
395,"Tubulin Beta Chain, human",Structural gene
396,Cardiac troponin I,Cytoskeletal Gene
397,"Guanine Nucleotide-Binding Protein Subunit Alpha-13, human",Signaling Pathway Gene
398,"BMP3 protein, human",BMP3 gene
399,"COMMD1 protein, human",Ligand Binding Protein Gene
400,"PRDX4 protein, human",Oxidoreductase Gene
401,"SFRP1 protein, human",SFRP1 gene
402,"Androgen Receptor Splice Variant 5,6,7es, Human",Nuclear Receptor Gene
403,Tropomodulin-3,Cytoskeletal Gene
404,VAPB Gene Product,Ligand Binding Protein Gene
405,"Cholinesterase, human",Hydrolase Gene
406,E3 SUMO-protein ligase CBX4,CBX4 gene
407,"CDK12 protein, human",Enzyme Gene
408,"IL13RA1 protein, human",Ligand Binding Protein Gene
409,"NR0B2 protein, human","Genes, Regulator"
410,"FKBP8 protein, human",Enzyme Gene
411,"HDAC11 protein, human",Hydrolase Gene
412,"WWP1 protein, human",Enzyme Gene
413,Platelet-Activating Factor Acetylhydrolase IB Subunit Beta,Esterase Gene
414,Protein Wnt-16,Signaling Pathway Gene
415,"Beta-1,4-Galactosyltransferase 1",Enzyme Gene
416,"ELF3 protein, human",Transcription factor genes
417,"CTSS protein, human",Enzyme Gene
418,"NOTCH2 protein, human",Ligand Binding Protein Gene
419,"MYSM1 protein, human",MYSM1 gene
420,Homeobox Protein Hox-B9,Transcription Regulation Gene
421,"CDKL2 protein, human",Enzyme Gene
422,"SLC39A6 protein, human",Transport Protein Gene
423,"SMAD2 protein, human","Genes, Regulator"
424,Forkhead Box Protein P3,FOXP3 gene
425,ATP-Binding Cassette Sub-Family A Member 5,Multidrug Resistance Gene
426,Polysaccharide Hydrolase,Hydrolase Gene
427,"SELE protein, human",Ligand Binding Protein Gene
428,"RCE1 protein, human",Metallopeptidase Gene
429,"PTCH1 protein, human",Receptor Gene
430,"SMAD1 protein, human",SMAD1 gene
431,"CHD4 protein, human",Hydrolase Gene
432,"SLC36A1 protein, human",SLC36A1 gene
433,"Zinc Finger and SCAN Domain-Containing Protein 30, human",ZSCAN30 gene
434,"NPR2 protein, human",Receptor Gene
435,BCAS4 protein,Cancer Promoting Genes
436,"IL2RA protein, human",IL2RA gene
437,Proto-Oncogene Proteins c-fos,FOS gene
438,Small Inducible Cytokine A14,CCL14 gene
439,"MBD4 protein, human",Enzyme Gene
440,"Insulin Receptor-Related Receptor, human",Transferase Gene
441,MIR215 pre-miRNA,MIR215 gene
442,"NR1I2 protein, human",Transcription factor genes
443,FPS-FES Oncoprotein,Oncogenes
444,"NCAM2 protein, human",Cell Adhesion Molecule Gene
445,"TNFRSF25 protein, human",Ligand Binding Protein Gene
446,Zinc-Finger Protein RFP,TRIM27 gene
447,"oncogene protein E4, Human papillomavirus type 16","Genes, Viral"
448,"IRF5 protein, human",Transcription Regulation Gene
449,"PVR protein, human",Cell Adhesion Molecule Gene
450,"FLCN protein, human",FLCN gene
451,Zinc Finger Protein 700,Transcription Regulation Gene
452,Mitochondrial Carrier Homolog 2,Ligand Binding Protein Gene
453,"KLRD1 protein, human",Ligand Binding Protein Gene
454,BCL-Xs protein,"Genes, Regulator"
455,Interleukin-18 Receptor 1,Cytokine Receptor Gene
456,"Macrophage Colony-Stimulating Factor 1 Receptor, human",Transferase Gene
457,"Ribosomal Protein S6 Kinase Alpha-1, human",Enzyme Gene
458,"GABARAPL2 protein, human",Ligand Binding Protein Gene
459,Protein Delta Homolog 1,Signaling Pathway Gene
460,"T-Cell Surface Glycoprotein CD4, human",CD4 gene
461,Interleukin-7 Receptor alpha Subunit,Cytokine Receptor Gene
462,"MAP1LC3B protein, human",MAP1LC3B gene
463,"DNA Polymerase Epsilon Catalytic Subunit A, Human",Enzyme Gene
464,HMGB2 Protein,HMGB2 gene
465,Rapamycin-Insensitive Companion of mTOR,RICTOR gene
466,Protein AATF,AATF gene
467,"NOX4 protein, human",NOX4 gene
468,POMC Gene Product,Peptide Hormone Gene
469,"HLA Class II Histocompatibility Antigen, DQ Alpha 1 Chain","Genes, MHC Class II"
470,Growth Arrest-Specific Protein 1,GAS1 gene
471,PAX2 Transcription Factor,Transcription factor genes
472,"Discoidin Domain-Containing Receptor 2, Human",DDR2 gene
473,"CDC25B protein, human",Hydrolase Gene
474,"Uracil-DNA Glycosylase, human",Hydrolase Gene
475,"CALB2 protein, human",Ligand Binding Protein Gene
476,"interleukin 18 protein, human",IL18 gene
477,Homeobox Protein Hox-C11,HOXC11 gene
478,"Tissue Factor Pathway Inhibitor, human",TFPI gene
479,NUP98/NSD1 Fusion Protein,NSD1/NUP98 FUSION GENE
480,"PRSS1 protein, human",Enzyme Gene
481,V(D)J recombination activating protein 2,Immunoprotein Gene
482,"DNA Mismatch Repair Protein MSH2, human",DNA Repair Gene
483,"SMYD3 protein, human",Enzyme Gene
484,transition protein 1,"Genes, Regulator"
485,"EBI3 protein, human",EBI3 gene
486,Hepatocyte Nuclear Factor 3-alpha,Transcription Regulation Gene
487,"Cyclin-Dependent Kinase Inhibitor 2A, human",Cyclin-Dependent Kinase Inhibitor Gene
488,"CCR7 protein, human",Chemokine Receptor Gene
489,"TACC1 protein, human","Genes, Regulator"
490,"CLCN7 protein, human",Ion Channel Protein Gene
491,"HLA Class II Histocompatibility Antigen, DO Beta Chain",Immunoprotein Gene
492,MLL/MAML2 Fusion Protein,MLL/MAML2 Fusion Gene
493,"BMP8B protein, human",BMP8B gene
494,Glial Fibrillary Acidic Protein,Structural gene
495,BCL2-Related 2 Protein,BCL2L2 gene
496,"NOS1 protein, human",Oxidoreductase Gene
497,"SLC16A11 protein, human",SLC16A11 gene
498,"PTPNS1 protein, human",SIRPA gene
499,"CDK6 protein, human",Cyclin-Dependent Kinase Gene
500,"PTTG1 protein, human","Genes, cdc"
501,"CD79B protein, human",CD79B gene
502,"WEE1 protein, human",Enzyme Gene
503,Testosterone 5-alpha-Reductase,SRD5A2 gene
504,"CMKLR1 protein, human",G Protein-Coupled Receptor Genes
505,"TFRC protein, human",TFRC gene
506,DNA Restriction Enzymes,Hydrolase Gene
507,delta-Globins,Ligand Binding Protein Gene
508,"CCNC protein, human",CCNC gene
509,"CES1 protein, human",Enzyme Gene
510,"FGFRL1 protein, human",Ligand Binding Protein Gene
511,"Paired Box Protein Pax-5, human",PAX5 gene
512,"CYP2A6 protein, human",CYP2A6 gene
513,HMGB1 Protein,Transcription Regulation Gene
514,cathepsin V,Enzyme Gene
515,cathepsin V,CTSV gene
516,Neuropeptide Y Receptor Type 5,Receptor Gene
517,"IFNGR1 protein, human",Ligand Binding Protein Gene
518,"GFRA2 protein, human",GFRA2 gene
519,"LTBP2 protein, human",Ligand Binding Protein Gene
520,"TOMM20 protein, human",Ligand Binding Protein Gene
521,"CCR5 protein, human",Ligand Binding Protein Gene
522,"ULK1 protein, human",Serine/Threonine Protein Kinase Gene
523,"PPAP2A protein, human",Phosphatase Family Gene
524,"Eukaryotic Translation Initiation Factor 2-Alpha Kinase 3, human",Serine/Threonine Protein Kinase Gene
525,"TRIM23 protein, human",TRIM23 gene
