,CUI1,CUI2
113,Bioactive Peptide Signaling Pathway,phosphoinositidase C
114,Erythropoietin Signaling Pathway,phosphoinositidase C
115,Gonadotropin-Releasing Hormone Signaling Pathway,"MAPK9 protein, human"
116,Metabolism of Xenobiotics by Cytochrome P450 Pathway,"Glutathione S-Transferase A1, Human"
117,p53 Effector Pathway,"IRF5 protein, human"
118,Caspase Cascade Pathway,"CASP2 protein, human"
119,Nucleotide Excision Repair Pathway,"ERCC3 protein, human"
120,Neuroactive Ligand-Receptor Signaling Pathway,"Substance-P Receptor, Human"
121,p38 MAPK/MAPKAP Signaling Pathway,"MAPKAPK2 protein, human"
122,Syndecan-4-Mediated Signaling Pathway,"FN1 protein, human"
123,IL1R Signaling Pathway,"Transcription Factor AP-1, human"
124,IL6-Mediated Signaling Pathway,"Transcription Factor AP-1, human"
125,IL12/STAT4 Signaling Pathway,"Proto-Oncogene c-Fos, human"
126,Toll-Like Receptor Pathway,"Proto-Oncogene c-Fos, human"
127,"Alanine, Aspartate and Glutamate Metabolism Pathway",Glutaminase
128,Renal Cell Carcinoma Pathway,Phosphatidylinositol 3-Kinase Regulatory Subunit Alpha
129,Regulation of Retinoblastoma Protein Pathway,"MYOD1 protein, human"
130,Basal Cell Carcinoma Pathway,"FZD1 protein, human"
131,Hematopoiesis Pathway,"T-Cell Surface Glycoprotein CD4, human"
132,Calcium Signaling in the CD4+ TCR Pathway,"JUNB protein, human"
133,IL12 Signaling Pathway,Interleukin-18 Receptor 1
134,Platelet Amyloid Precursor Protein Pathway,"PLAU protein, human"
135,Calcium-Mediated Signaling Pathway,"HTR2A protein, human"
136,VEGFR1 and VEGFR2 Signaling,"PDPK1 protein, human"
137,Salmonella Pathway,"CXCL3 protein, human"
138,Jak-STAT Signaling Pathway,"PIK3CA protein, human"
139,Cell Adhesion Molecule Signaling Pathway,"Integrin Alpha-V, human"
140,Non-Small Cell Lung Cancer Pathway,"Phosphoinositide 3-Kinase Regulatory Subunit 5, human"
141,ATF-2 Transcription Factor Signaling Pathway,cullin-3
142,Phagocytosis Pathway,integrin beta5
143,Salivary Secretion Pathway,"SLC9A1 protein, human"
144,Ion Channel and Phorbal Esters Signaling Pathway,"P2RY2 protein, human"
145,Ubiquitin-mediated Proteolysis Pathway,"UBE2D2 protein, human"
146,FGF Signaling Pathway,T-Cell Surface Glycoprotein CD3 Gamma Chain
147,Stathmin Pathway,T-Cell Surface Glycoprotein CD3 Zeta Chain
148,ERBB4 Signaling Pathway,"EREG protein, human"
149,Cytosolic DNA-Sensing Pathway,"interleukin 18 protein, human"
150,Salmonella Pathway,"CXCL1 protein, human"
151,Huntington's Disease Pathway,"Succinate Dehydrogenase [Ubiquinone] Cytochrome B Small Subunit, Mitochondrial"
152,Parkinson's Disease Pathway,"Succinate Dehydrogenase [Ubiquinone] Cytochrome B Small Subunit, Mitochondrial"
153,IL23-Mediated Signaling Pathway,"IL1B protein, human"
154,HDAC Class I Signaling Pathway,"RELA protein, human"
155,Notch Signaling Pathway,paired basic amino acid cleaving enzyme
156,Jak-STAT Signaling Pathway,"IL4R protein, human"
157,Fas Signaling Pathway BioCarta,"PRKDC protein, human"
158,Internalization Pathway for Epidermal Growth Factor Receptor,"PTK2 protein, human"
159,Linoleic Acid Metabolism Pathway,"cytochrome P450 3A4 protein, human"
160,Ceramide Signaling Pathway BioCarta,"TNF protein, human"
161,Systemic Lupus Erythematosus Pathway,"TNF protein, human"
162,Adherens Junction Assembly Pathway,"RAC1 protein, human"
163,Angiopoietin-1 Receptor Signaling Pathway,"FYN protein, human"
164,ERBB4 Signaling Pathway,"FYN protein, human"
165,IL4-Mediated Signaling Pathway,"Lymphotoxin-Alpha, human"
166,Cell Adhesion Molecule Signaling Pathway,"Neurexin-2, human"
167,Calcineurin-Regulated NFAT-Dependent Transcription Pathway,"FOSL1 protein, human"
168,Sphingolipid Metabolism Pathway,"ACER2 protein, human"
169,Amyotrophic Lateral Sclerosis Pathway,"NOS1 protein, human"
170,Jak-STAT Signaling Pathway,"IL23A protein, human"
171,Downstream Signaling Pathway in Naive CD8+ T Cells,elk-1 protein
172,Ras Signaling in the CD4+ TCR Pathway,elk-1 protein
173,Focal adhesion pathway,"Integrin Alpha-4, human"
174,Cytokine-Cytokine Receptor Signaling Pathway,"BMPR1A protein, human"
175,Viral Myocarditis Pathway,HLA-DR alpha-Chains
176,Neuroactive Ligand-Receptor Signaling Pathway,Neuronal Acetylcholine Receptor Subunit Alpha-5
177,Cell Cycle,"CHEK2 protein, human"
178,Keratinocyte Differentiation Pathway,Serine/Threonine Protein Kinase NIK
179,MAPK Signaling Pathway,Serine/Threonine Protein Kinase NIK
180,Focal adhesion pathway,Phosphatidylinositol 3-Kinase Regulatory Subunit Beta
181,Coregulation Pathway for Androgen Receptor Activity,"TMPRSS2 protein, human"
182,Toll-Like Receptor Signaling Pathway,"CASP8 protein, human"
183,Agrin Pathway,"CHRM1 protein, human"
184,NFKB Signaling Pathway,"MAP3K7 protein, human"
185,CTCF Pathway,"CD79B protein, human"
186,RB Checkpoint Signaling Pathway,"WEE1 protein, human"
187,BAD Regulation Pathway,Bad protein
188,Chronic Myeloid Leukemia Pathway,Bad protein
189,Neuroactive Ligand-Receptor Signaling Pathway,"CHRM3 protein, human"
190,Glucocorticoid Receptor Regulatory Network,"Pro-Opiomelanocortin, human"
191,Long-Term Potentiation Pathway,Calmodulin 1
192,Formyl Peptide Receptor 1 Signaling Pathway,"NFKBIA protein, human"
193,Th1/Th2 Differentiation Pathway,"IFNGR1 protein, human"
194,Signal Dependent Regulation of Myogenesis Pathway,"HDAC9 protein, human"
195,Cadmium Induction Pathway,"Mitogen-Activated Protein Kinase 3, human"
196,T Cell Receptor Signaling Pathway KEGG,"Mitogen-Activated Protein Kinase 3, human"
197,FAS Signaling Pathway PID,Truncated BID
198,Long-Term Depression Pathway,"PLCB3 protein, human"
199,Prostate Cancer Pathway,"Platelet-Derived Growth Factor C, human"
200,Axon Guidance,"SLIT1 protein, human"
201,NFAT Pathway,"PIK3CG protein, human"
202,Jak-STAT Signaling Pathway,"MPL protein, human"
203,Actin Cytoskeleton Regulation Pathway,"ITGA5 protein, human"
204,Fc-Epsilon Receptor I Signaling Pathway PID,"FER protein, human"
205,SRC Tyrosine Kinase Activation Pathway,"GRB2 protein, human"
206,Inflammatory Response Pathway,Granulocyte Colony-Stimulating Factor
207,Apoptosis Pathway,"PRKACG protein, human"
208,Regulation of Nuclear SMAD2/3 Signaling Pathway,"FOXG1B protein, human"
209,CXCR3-Mediated Signaling Pathway,"Integrin Alpha-L, human"
210,Obesity and Thermogenesis Pathway,Retinoic Acid Receptor RXR-Alpha
211,Food Intake and Energy Homeostasis Pathway,"IGFBP6 protein, human"
212,Gene Expression Regulation by Vitamin D Receptor Pathway,"HDAC1 protein, human"
213,Wnt Signaling Pathway,"HDAC1 protein, human"
214,Wnt Signaling Pathway KEGG,"CREBBP protein, human"
215,Papillary Thyroid Carcinoma Pathway,Retinoid X Receptor Beta
216,Non-Small Cell Lung Cancer Pathway,"PRKCA protein, human"
217,Non-Small Cell Lung Cancer Pathway,"MAPK1 protein, human"
218,Oxidative Stress Pathway,"MAPK1 protein, human"
219,Erythropoietin Signaling Pathway,Suppressor of Cytokine Signaling 3
220,Bladder Cancer Pathway,Epidermal Growth Factor
221,Proteasome Pathway,Proteasome Subunit Beta Type-9
222,Cytokine-Cytokine Receptor Signaling Pathway,"HGF protein, human"
223,Phospholipid Signaling Pathway,"Son of Sevenless Homolog 1, human"
224,Attenuation of GPCR Signaling Pathway,"PRKACA protein, human"
225,MAPK Signaling Pathway,"PRKACA protein, human"
226,T-Cell Receptor Signaling Pathway in Naive CD4+ T Cells,"CSK protein, human"
227,Apoptosis Pathway,"APAF1 protein, human"
228,eIF2 Regulation Pathway,"Glycogen Synthase Kinase-3 Beta, human"
229,Glycerophospholipid Metabolism Pathway,Phosphatidylethanolamine N-Methyltransferase
230,IL6 Signaling Pathway,"IL6 protein, human"
231,Wnt Signaling Pathway,"HNF1A protein, human"
232,Intrinsic Prothrombin Activation Pathway,Collagen IV (Alpha 6)
233,TGF-Beta Receptor Signaling Pathway,"SKIL protein, human"
234,CD40/CD40L Signaling Pathway,"interleukin-4, human"
235,IL4-Mediated Signaling Pathway,"interleukin-4, human"
236,Longevity Pathway,"AKT1 protein, human"
237,Cysteine and Methionine Metabolism Pathway,S-Adenosylmethionine Decarboxylase Proenzyme
238,Non-Small Cell Lung Cancer Pathway,"Serine/Threonine-Protein Kinase A-Raf, Human"
239,HOP Pathway,"Homeobox Protein Nkx-2.5, human"
240,HBx Signaling Pathway,"CREB1 protein, human"
241,LIS1 Pathway,"PLA2G7 protein, human"
242,IGF1R Antiapoptosis Pathway,"PRKAR2A protein, human"
243,TRAIL Signaling Pathway,Inhibitor of Nuclear Factor Kappa-B Kinase Subunit Beta
244,RB Checkpoint Signaling Pathway,"TP53 protein, human"
245,Calcium-Mediated Signaling Pathway,Voltage-Dependent T-Type Calcium Channel Subunit Alpha-1G
246,Telomerase Regulation Pathway,Telomeric Repeat-Binding Factor 2-Interacting Protein 1
247,B-Cell Immune Response Pathway,"ANP32B protein, human"
248,T Cell Receptor Signaling Pathway KEGG,Nuclear Factor NF-kappa-B p105 Subunit
249,TGF-Beta Receptor Signaling Pathway,"YAP1 protein, human"
250,Axon Guidance,"SLIT2 protein, human"
251,Ascorbate and Aldarate Metabolism Pathway,UDP-Glucuronosyltransferase 1-7
252,Starch and Sucrose Metabolism Pathway,UDP-Glucuronosyltransferase 1-7
253,Keratinocyte Differentiation Pathway,stress-activated protein kinase 1
254,SRC Tyrosine Kinase Activation Pathway,"RASGRF1 protein, human"
255,Arginine and Proline Metabolism Pathway,"Aldehyde Dehydrogenase, Mitochondrial, human"
256,TGF Beta Signaling Pathway BioCarta,"TGFBR2 protein, human"
257,Longevity Pathway,"IGF1R protein, human"
258,Alzheimer's Disease Pathway KEGG,cytochrome c oxidase subunit VIc
259,Malaria Pathway,"IL12B protein, human"
260,Protein Kinase A Activation Pathway,Guanine Nucleotide Binding Protein G(s) Subunit Alpha Isoforms XLas
261,T Cell Receptor Signaling Pathway KEGG,"MAPK11 protein, human"
262,VEGF Signaling Pathway,"MAPK11 protein, human"
263,Basal Cell Carcinoma Pathway,"FZD4 protein, human"
264,Ran Cycling Pathway,"RANBP2 protein, human"
265,ChREBP Pathway,Guanine Nucleotide-Binding Protein G(s) Subunit Alpha Isoforms Short
266,Endocytosis Pathway,"PRKCI protein, human"
267,IL22 Signaling Pathway,"JAK2 protein, human"
268,T-Cell Polarization Pathway,"CCR3 protein, human"
269,Progesterone-Mediated Oocyte Maturation Pathway,"MAPK13 protein, human"
270,CXCR4-Mediated Signaling Pathway,STAT2 Transcription Factor
271,Cytokine-Cytokine Receptor Signaling Pathway,"CXCL10 protein, human"
272,Cytokine-Cytokine Receptor Signaling Pathway,"CXCL6 protein, human"
273,RELA Pathway,"FADD protein, human"
274,TNFR1 Signaling Pathway,"MAP2K1 protein, human"
275,Acute Myocardial Infarction Pathway,factor VII
276,Complement and Coagulation Cascade,"factor VIII, human"
277,Insulin Pathway,"SGK1 protein, human"
278,DR3 and DR4/5 Mediated Apoptosis Pathway,caspase-6
279,Regulation of Retinoblastoma Protein Pathway,Transforming Growth Factor Beta 2
280,Bioactive Peptide Signaling Pathway,"PTK2B protein, human"
281,Butirosin and Neomycin Biosynthesis Pathway,Hexokinase 2
282,Neuroactive Ligand-Receptor Signaling Pathway,"MAS1 protein, human"
283,Cytokine-Cytokine Receptor Signaling Pathway,"CCXCR1 receptor, human"
284,Pyrimidine Metabolism Pathway,"Dihydroorotate Dehydrogenase (Quinone), Mitochondrial, human"
285,Axon Guidance,"PAK3 protein, human"
286,Parkinson's Disease Pathway,"ADORA2A protein, human"
287,Arrhythmogenic Right Ventricular Cardiomyopathy Pathway,"SLC8A1 protein, human"
288,Ephrin A Forward Signaling Pathway,"EPHA3 protein, human"
289,Interferon-Gamma Signaling Pathway,CRKL protein
290,T-Cell Receptor Signaling Pathway in Naive CD8+ T Cells,phosphoinositidase C
291,Agrin Pathway,"Transcription Factor AP-1, human"
292,IL12 Signaling Pathway,"Transcription Factor AP-1, human"
293,Insulin Signaling Pathway,"Transcription Factor AP-1, human"
294,PDGFR-alpha Signaling Pathway,"Transcription Factor AP-1, human"
295,Arachidonic Acid Metabolism Pathway,group VI phospholipase A2
296,Long-Term Depression Pathway,group VI phospholipase A2
297,Huntington's Disease Pathway,"CREB5 protein, human"
298,Purine Metabolism Pathway,"Polyribonucleotide Nucleotidyltransferase 1, Mitochondrial"
299,HDAC Class II Signaling Pathway,"NR3C1 protein, human"
300,Angiopoietin-1 Receptor Signaling Pathway,Phosphatidylinositol 3-Kinase Regulatory Subunit Alpha
301,Calcineurin-Dependent NFAT Signaling Pathway in Lymphocytes,"NR4A1 protein, human"
302,Sterol Biosynthesis Pathway,17-Beta-Hydroxysteroid Dehydrogenase 7
303,Regulation of Retinoblastoma Protein Pathway,"Tyrosine-Protein Kinase ABL1, human"
304,Apoptosis Pathway,"TNFRSF10C protein, human"
305,Calcineurin-Regulated NFAT-Dependent Transcription Pathway,"T-Cell Surface Glycoprotein CD4, human"
306,IL2-Mediated Signaling Pathway,Proto-Oncogene Proteins c-myc
307,Alzheimer's Disease Pathway KEGG,Prolow-Density Lipoprotein Receptor-Related Protein 1
308,PDGFR-beta Signaling Pathway,Prolow-Density Lipoprotein Receptor-Related Protein 1
309,Nucleotide Excision Repair Pathway,"DNA Polymerase Epsilon Catalytic Subunit A, Human"
310,Prion Disease Pathway,Complement C1q Subcomponent Subunit A
311,G2-M Cell Cycle Checkpoint,Gadd45a protein
312,IL2RB Pathway,insulin receptor substrate 1 protein
313,Colorectal Cancer Pathway,Transcription Factor 7-Like 2
314,BAD Regulation Pathway,"PDPK1 protein, human"
315,CREB Activation Signaling Pathway,"PDPK1 protein, human"
316,FAS Signaling Pathway PID,"PDPK1 protein, human"
317,T-Cell Receptor Signaling Pathway in Naive CD4+ T Cells,"PDPK1 protein, human"
318,Neurotrophic Factor-Mediated NTRK1 Signaling Pathway,"STAT3 protein, human"
319,PTPN1 Signaling Pathway,"STAT3 protein, human"
320,Melanogenesis Pathway,Cyclic AMP-Responsive Element-Binding Protein 3-Like Protein 3
321,IL4-Mediated Signaling Pathway,"Thy-1 Membrane Glycoprotein, human"
322,Jak-STAT Signaling Pathway,STAT4 protein
323,Adherens Junction Formation Pathway,"PIK3CA protein, human"
324,Apoptosis Pathway,"PIK3CA protein, human"
325,Cytokine-Cytokine Receptor Signaling Pathway,"FASLG protein, human"
326,Parkinson's Disease Pathway,"UCHL1 protein, human"
327,Chemokine Signaling Pathway,"STAT5B protein, human"
328,CXCR4 Signaling Pathway,Guanine Nucleotide-Binding Protein G(q) Subunit Alpha
329,Calcineurin Pathway,Guanine Nucleotide-Binding Protein G(q) Subunit Alpha
330,Peroxisome Biogenesis Pathway,"HACL1 protein, human"
331,Mast/Stem Cell Growth Factor Receptor Signaling Pathway,"SH2B3 protein, human"
332,Arginine and Proline Metabolism Pathway,Mitochondrial Aspartate Aminotransferase
333,B Cell Receptor Signaling Pathway,Caspase Recruitment Domain-Containing Protein 11
334,Adherens Junction Assembly Pathway,Zinc Finger Protein SNAI2
335,PPAR-alpha Gene Regulation Pathway,"PDGFA protein, human"
336,Lymphocyte Adhesion Pathway,"IL1A protein, human"
337,NFKB Signaling Pathway,"RELA protein, human"
338,Base Excision Repair Pathway,"Uracil-DNA Glycosylase, human"
339,Aspirin Inhibition of Platelet Activation Pathway,"PTK2 protein, human"
340,Phospholipid Signaling Pathway,"PTK2 protein, human"
341,p53 Effector Pathway,"MET protein, human"
342,p38 MAPK Signaling Pathway BioCarta,"RAC1 protein, human"
343,Regulation of Retinoblastoma Protein Pathway,"E2F4 protein, human"
344,Wnt Signaling Pathway KEGG,"FOSL1 protein, human"
345,Chagas Disease Pathway,"PPP2CB protein, human"
346,Cell Adhesion Molecule Signaling Pathway,"ICOS protein, human"
347,Intestinal IgA Production Pathway,"CXCR4 protein, human"
348,GABA Receptor Life Cycle Pathway,gephyrin
349,Neuroactive Ligand-Receptor Signaling Pathway,P2Y Purinoceptor 8
350,Phospholipase C Signaling Pathway,"GRM5 protein, human"
351,Allograft Rejection Pathway,"HLA-F protein, human"
352,eIF4 Regulation Pathway,"PTEN protein, human"
353,Integrin Signaling Pathway,"SHC1 protein, human"
354,Natural Killer Cell-Mediated Cytotoxicity Pathway,Phosphatidylinositol 3-Kinase Regulatory Subunit Beta
355,TNFR1 Signaling Pathway,"CASP8 protein, human"
356,Arachidonic Acid Metabolism Pathway,"CYP2B6 protein, human"
357,Renal Cell Carcinoma Pathway,"BRAF protein, human"
358,NOD-Like Receptor Signaling Pathway,"MAP3K7 protein, human"
359,Wnt Signaling Pathway KEGG,"MAP3K7 protein, human"
360,Cytokine-Cytokine Receptor Signaling Pathway,"TNFRSF11B protein, human"
361,G1/S Checkpoint Pathway,"CDK6 protein, human"
362,Axon Guidance,"PPP3R1 protein, human"
363,Ras Signaling Pathway,S-(dinitrophenyl)glutathione ATPase
364,Retinol Metabolism Pathway,"CYP2A6 protein, human"
365,T-Cell Polarization Pathway,"IFNGR1 protein, human"
366,B Cell Receptor Signaling Pathway,"NFAT5 protein, human"
367,Androgen Receptor Regulation Pathway,Heat Shock Protein HSP 90-Alpha
368,"Phenylalanine, Tyrosine and Tryptophan Biosynthesis Pathway",Tyrosine-tRNA Ligase
369,Extracellular Matrix Binding Pathway,"Mitogen-Activated Protein Kinase 3, human"
370,Gap Junction Assembly Pathway,"Mitogen-Activated Protein Kinase 3, human"
371,Hepatocyte Growth Factor Receptor Signaling Pathway,"Mitogen-Activated Protein Kinase 3, human"
372,IGF-1 Signaling Pathway,"Mitogen-Activated Protein Kinase 3, human"
373,PDGF Signaling Pathway,"Mitogen-Activated Protein Kinase 3, human"
374,PPAR-alpha Gene Regulation Pathway,"Mitogen-Activated Protein Kinase 3, human"
375,Phospholipid Signaling Pathway,"Mitogen-Activated Protein Kinase 3, human"
376,Cytokine-Cytokine Receptor Signaling Pathway,"IFNGR2 protein, human"
377,Jak-STAT Signaling Pathway,PIK3R3 protein
378,Systemic Lupus Erythematosus Pathway,"T-Lymphocyte Activation Antigen CD80, human"
379,Calcineurin-Regulated NFAT-Dependent Transcription Pathway,"GATA3 protein, human"
380,Apoptosis Pathway,"PPP3CB protein, human"
381,B Cell Receptor Signaling Pathway,"PPP3CB protein, human"
382,MAPK Signaling Pathway,"PPP3CB protein, human"
383,Stress Fiber Formation Pathway,"PRKACB protein, human"
384,TGF-beta Signaling Pathway KEGG,transcription factor DP-1
385,Allergy Chemokine Network Pathway,Granulocyte-Macrophage Colony-Stimulating Factor
386,Melanogenesis Pathway,"PRKACG protein, human"
387,Nitric Oxide Signaling Pathway,"PRKACG protein, human"
388,Phospholipase C-Epsilon Signaling Pathway,"PRKACG protein, human"
389,Leukocyte Transendothelial Migration Pathway,"Platelet Endothelial Cell Adhesion Molecule, human"
390,CARM1 Transcription Regulation Pathway,Retinoic Acid Receptor RXR-Alpha
391,AlphaM/Beta2 Integrin Signaling Pathway,"ITGAM protein, human"
392,Entamoeba histolytica Infection Pathway,"ITGAM protein, human"
393,PDGFR-alpha Signaling Pathway,Interferon Type II
394,Ephrin B Reverse Signaling Pathway,"Ephrin-B2, human"
395,Calcium-Mediated Signaling Pathway,dopamine D5 receptor
396,Estrogen Receptor Regulation by CARM1 Pathway,"HDAC4 protein, human"
397,Angiotensin II Signaling Pathway,"PRKCA protein, human"
398,MAPK Signaling Pathway,"PRKCA protein, human"
