,CUI1,CUI2
130,phosphatidylinositol dephosphorylation,regulation of phosphatidylinositol dephosphorylation
131,platelet-derived growth factor receptor signaling pathway,regulation of platelet-derived growth factor receptor signaling pathway
132,macrophage chemotaxis,regulation of macrophage chemotaxis
133,conidium formation,regulation of conidium formation
134,Cell development,regulation of cell development
135,oocyte development,regulation of oocyte development
136,hydrogen peroxide biosynthetic process,regulation of hydrogen peroxide biosynthetic process
137,Endocrine function,regulation of endocrine process
138,centrosome duplication,regulation of centrosome duplication
139,intracellular pH reduction,regulation of cellular pH reduction
140,cellular localization,regulation of cellular localization
141,multi-organism process,regulation of multi-organism process
142,formation by symbiont of haustorium for nutrient acquisition from host,regulation of formation by symbiont of haustorium for nutrient acquisition from host
143,Transmembrane Transport,regulation of transmembrane transport
144,Cardiac Muscle Contraction,regulation of cardiac muscle contraction
145,cilium movement involved in cell motility,regulation of cilium movement involved in cell motility
146,elastin catabolic process,regulation of elastin catabolic process
147,definitive erythrocyte differentiation,regulation of definitive erythrocyte differentiation
148,primitive erythrocyte differentiation,regulation of primitive erythrocyte differentiation
149,interferon-gamma-mediated signaling pathway,regulation of interferon-gamma-mediated signaling pathway
150,type I interferon signaling pathway,regulation of type I interferon-mediated signaling pathway
151,cell adhesion molecule production,regulation of cell adhesion molecule production
152,mast cell differentiation,regulation of mast cell differentiation
153,pathway-restricted SMAD protein phosphorylation,regulation of pathway-restricted SMAD protein phosphorylation
154,growth hormone receptor signaling pathway,regulation of growth hormone receptor signaling pathway
155,calcium ion transport into cytosol,regulation of calcium ion transport into cytosol
156,post-mating oviposition,regulation of post-mating oviposition
157,heart growth,regulation of heart growth
158,glucagon secretion,regulation of glucagon secretion
159,chemokine-mediated signaling pathway,regulation of chemokine-mediated signaling pathway
160,interleukin-6-mediated signaling pathway,regulation of interleukin-6-mediated signaling pathway
161,interleukin-27-mediated signaling pathway,regulation of interleukin-27-mediated signaling pathway
162,mitochondrial translational initiation,regulation of mitochondrial translational initiation
163,adiponectin secretion,regulation of adiponectin secretion
164,enamel mineralization,regulation of enamel mineralization
165,establishment of protein localization to chromosome,regulation of establishment of protein localization to chromosome
166,establishment of protein localization to telomere,regulation of establishment of protein localization to telomere
167,Lymphocyte Apoptotic Process,regulation of lymphocyte apoptotic process
168,T cell apoptotic process,regulation of T cell apoptotic process
169,activated T cell autonomous cell death,regulation of activated T cell autonomous cell death
170,thymocyte apoptotic process,regulation of thymocyte apoptotic process
171,natural killer cell apoptotic process,regulation of natural killer cell apoptotic process
172,mucus secretion,regulation of mucus secretion
173,Necrosis,regulation of necrotic cell death
174,fat cell proliferation,regulation of fat cell proliferation
175,brown fat cell proliferation,regulation of brown fat cell proliferation
176,white fat cell proliferation,regulation of white fat cell proliferation
177,hepatocyte differentiation,regulation of hepatocyte differentiation
178,ERK1 and ERK2 cascade,regulation of ERK1 and ERK2 cascade
179,ERK5 cascade,regulation of ERK5 cascade
180,nucleotide-binding oligomerization domain containing signaling pathway,regulation of nucleotide-binding oligomerization domain containing signaling pathway
181,nucleotide-binding oligomerization domain containing 1 signaling pathway,regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway
182,nucleotide-binding oligomerization domain containing 2 signaling pathway,regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway
183,oligodendrocyte progenitor proliferation,regulation of oligodendrocyte progenitor proliferation
184,Uterine Contraction,regulation of uterine smooth muscle contraction
185,thrombin-activated receptor signaling pathway,regulation of thrombin-activated receptor signaling pathway
186,spore germination on or near host,modulation of spore germination on or near host
187,germ tube formation on or near host,modulation of germ tube formation on or near host
188,appressorium formation on or near host,regulation of appressorium formation on or near host
189,initiation of appressorium on or near host,regulation of appressorium initiation on or near host
190,formation of symbiont germ tube hook structure on or near host,modulation of symbiont germ tube hook structure formation on or near host
191,maturation of appressorium on or near host,regulation of appressorium maturation on or near host
192,establishment of turgor in appressorium,regulation of establishment of turgor in appressorium
193,cell wall strengthening in symbiont involved in entry into host,modulation of symbiont cell wall strengthening involved in entry into host
194,formation of symbiont penetration peg for entry into host,modulation of symbiont penetration peg formation for entry into host
195,initiation of symbiont penetration peg,modulation of symbiont penetration peg initiation
196,formation of symbiont invasive hypha in host,regulation of symbiont invasive hypha formation in host
197,infection cushion formation on or near host,regulation of infection cushion formation on or near host
198,hyphopodium formation on or near host,regulation of hyphopodium formation on or near host
199,haustorium mother cell formation on or near host,regulation of haustorium mother cell formation on or near host
200,formation of symbiont haustorium neck for entry into host,modulation of symbiont haustorium neck formation for entry into host
201,formation of symbiont penetration hypha for entry into host,modulation of symbiont penetration hypha formation for entry into host
202,spore encystment on host,modulation of spore encystment on host
203,zoospore encystment on host,modulation of zoospore encystment on host
204,sporangium germination on or near host,modulation of sporangium germination on or near host
205,encysted zoospore germination on or near host,modulation of encysted zoospore germination on or near host
206,spore movement on or near host,modulation of spore movement on or near host
207,zoospore movement on or near host,modulation of zoospore movement on or near host
208,zoospore formation,regulation of zoospore formation
209,oospore formation,regulation of oospore formation
210,aeciospore formation,regulation of aeciospore formation
211,uredospore formation,regulation of uredospore formation
212,teliospore formation,regulation of teliospore formation
213,spore-bearing structure development,regulation of spore-bearing organ development
214,oogonium development,regulation of oogonium development
215,aecium development,regulation of aecium development
216,zygosporangium development,regulation of zygosporangium development
217,telium development,regulation of telium development
218,uredinium development,regulation of uredinium development
219,aplanospore formation,regulation of aplanospore formation
220,basidium development,regulation of basidium development
221,ascus development,regulation of ascus development
222,oomycete sporangium development,regulation of oomycete sporangium development
223,formation by symbiont of arbuscule for nutrient acquisition from host,regulation of arbuscule formation for nutrient acquisition from host
224,Mitochondrial Fission,regulation of mitochondrial fission
225,protein deneddylation,regulation of protein deneddylation
226,meiotic joint molecule formation,regulation of meiotic joint molecule formation
227,pheromone-dependent signal transduction involved in conjugation with cellular fusion,regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion
228,metanephros development,regulation of metanephros development
229,branching involved in ureteric bud morphogenesis,regulation of branching involved in ureteric bud morphogenesis
230,establishment of planar polarity,regulation of establishment of planar polarity
231,morphogenesis of a branching structure,regulation of morphogenesis of a branching structure
232,kidney development,regulation of kidney development
233,release of cytochrome c from mitochondria,regulation of release of cytochrome c from mitochondria
234,cell migration involved in sprouting angiogenesis,regulation of cell migration involved in sprouting angiogenesis
235,nematode larval development,regulation of nematode larval development
236,thyroid hormone mediated signaling pathway,regulation of thyroid hormone mediated signaling pathway
237,osteoclast proliferation,regulation of osteoclast proliferation
238,immune complex clearance by monocytes and macrophages,regulation of immune complex clearance by monocytes and macrophages
239,Monocyte chemotaxis,regulation of monocyte chemotaxis
240,mast cell chemotaxis,regulation of mast cell chemotaxis
241,muscle system process,regulation of muscle system process
242,cell proliferation involved in heart valve morphogenesis,regulation of cell proliferation involved in heart valve morphogenesis
243,cardioblast proliferation,regulation of cardioblast proliferation
244,cardiac muscle hypertrophy,regulation of cardiac muscle hypertrophy
245,Wnt signaling pathway involved in heart development,regulation of Wnt signaling pathway involved in heart development
246,mesenchymal to epithelial transition involved in metanephros morphogenesis,regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis
247,cilium movement,regulation of cilium movement
248,dynamin family protein polymerization involved in membrane fission,regulation of dynamin family protein polymerization involved in membrane fission
249,neural retina development,regulation of neural retina development
250,growth plate cartilage chondrocyte proliferation,regulation of growth plate cartilage chondrocyte proliferation
251,cytoskeleton polarization involved in growth plate cartilage chondrocyte division,regulation of cytoskeleton polarization involved in growth plate cartilage chondrocyte division
252,glycogen metabolic process,regulation of glycogen metabolic process
253,trehalose metabolic process,regulation of trehalose metabolic process
254,(1->6)-beta-D-glucan biosynthetic process,regulation of (1->6)-beta-D-glucan biosynthetic process
255,mitochondrial DNA replication,regulation of mitochondrial DNA replication
256,transcription-coupled nucleotide-excision repair,regulation of transcription-coupled nucleotide-excision repair
257,mRNA Degradation,regulation of mRNA catabolic process
258,polyamine biosynthetic process,regulation of polyamine biosynthetic process
259,Bile Acid Biosynthesis Pathway,regulation of bile acid biosynthetic process
260,phosphate ion transport,regulation of phosphate transport
261,zinc ion transport,regulation of zinc ion transport
262,oligopeptide transport,regulation of oligopeptide transport
263,ER to Golgi vesicle-mediated transport,regulation of ER to Golgi vesicle-mediated transport
264,biological adaptation to stress,regulation of response to stress
265,microtubule-based movement,regulation of microtubule-based movement
266,microtubule nucleation,regulation of microtubule nucleation
267,vacuole organization,regulation of vacuole organization
268,cell-substrate junction assembly,regulation of cell-substrate junction assembly
269,Cell Cycle Arrest,regulation of cell cycle arrest
270,spindle organization,regulation of spindle organization
271,mitotic spindle assembly checkpoint,regulation of mitotic cell cycle spindle assembly checkpoint
272,meiosis I,regulation of meiosis I
273,synaptonemal complex assembly,regulation of synaptonemal complex assembly
274,transmembrane receptor protein serine/threonine kinase signaling pathway,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
275,SMAD protein complex assembly,regulation of SMAD protein complex assembly
276,cholesterol metabolism,regulation of cholesterol metabolic process
277,phospholipid biosynthetic process,regulation of phospholipid biosynthetic process
278,thiamine biosynthetic process,regulation of thiamine biosynthetic process
279,thiamine diphosphate biosynthetic process,regulation of thiamine diphosphate biosynthetic process
280,glucan biosynthetic process,regulation of glucan biosynthetic process
281,phospholipid catabolism,regulation of phospholipid catabolic process
282,jasmonic acid metabolic process,regulation of jasmonic acid metabolic process
283,jasmonic acid biosynthetic process,regulation of jasmonic acid biosynthetic process
284,salicylic acid biosynthetic process,regulation of salicylic acid biosynthetic process
285,photorespiration,regulation of photorespiration
286,pollen tube growth,regulation of pollen tube growth
287,"systemic acquired resistance, salicylic acid mediated signaling pathway",modulation by symbiont of host salicylic acid-mediated defense response
288,radial pattern formation,regulation of radial pattern formation
289,red or far-red light signaling pathway,regulation of red or far-red light signaling pathway
290,floral organ abscission,regulation of floral organ abscission
291,regulation of translational initiation by eIF2 alpha phosphorylation,regulation of eIF2 alpha phosphorylation by heme
292,regulation of translational initiation by eIF2 alpha phosphorylation,regulation of eIF2 alpha phosphorylation by amino acid starvation
293,regulation of translational initiation by eIF2 alpha phosphorylation,regulation of eIF2 alpha phosphorylation by dsRNA
294,neural crest formation,regulation of neural crest formation
295,proline transport,regulation of proline transport
296,Peptide Transport,regulation of peptide transport
297,chlorophyll metabolic process,regulation of chlorophyll metabolic process
298,vesicle-mediated transport,regulation of vesicle-mediated transport
299,Gene Silencing,regulation of gene silencing
300,Post-Translational Protein Processing,regulation of protein processing
301,peptide hormone processing,regulation of peptide hormone processing
302,Deubiquitination,regulation of protein deubiquitination
303,metal ion transport,regulation of metal ion transport
304,cell projection assembly,regulation of cell projection assembly
305,peptide hormone secretion,regulation of peptide hormone secretion
306,sphingolipid biosynthetic process,regulation of sphingolipid biosynthetic process
307,pancreatic juice secretion,regulation of pancreatic juice secretion
308,Chromosome Condensation,regulation of chromosome condensation
309,"fructose 1,6-bisphosphate metabolic process","regulation of fructose 1,6-bisphosphate metabolic process"
310,production of siRNA involved in RNA interference,regulation of production of siRNA involved in RNA interference
311,chromatin silencing at silent mating-type cassette,regulation of chromatin silencing at silent mating-type cassette
312,androgen receptor signaling pathway,regulation of androgen receptor signaling pathway
313,Neutrophil chemotaxis,regulation of neutrophil chemotaxis
314,chromatin silencing at centromere,regulation of chromatin silencing at centromere
315,linear element assembly,regulation of linear element assembly
316,gene silencing by RNA,regulation of gene silencing by RNA
317,chromatin silencing by small RNA,regulation of chromatin silencing by small RNA
318,neuron projection regeneration,regulation of neuron projection regeneration
319,induction of conjugation upon nitrogen starvation,regulation of induction of conjugation upon nitrogen starvation
320,neuron projection development,regulation of neuron projection development
321,retinal ganglion cell axon guidance,regulation of retinal ganglion cell axon guidance
322,spindle checkpoint activity,regulation of spindle checkpoint
323,establishment of actomyosin contractile ring localization,regulation of establishment of actomyosin contractile ring localization
324,protein exit from endoplasmic reticulum,regulation of protein exit from endoplasmic reticulum
325,glomerulus development,regulation of glomerulus development
326,amino acid export across plasma membrane,regulation of amino acid export
327,calcineurin-NFAT signaling cascade,regulation of calcineurin-NFAT signaling cascade
328,secretion of lysosomal enzymes,regulation of secretion of lysosomal enzymes
329,raffinose metabolic process,regulation of raffinose metabolic process
330,Cellular Stress Response,regulation of cellular response to stress
331,protein glycosylation in Golgi,regulation of protein glycosylation in Golgi
332,response to cytokine,regulation of response to cytokine stimulus
333,high-density lipoprotein particle assembly,regulation of high-density lipoprotein particle assembly
334,plasma lipoprotein particle clearance,regulation of lipoprotein particle clearance
335,low-density lipoprotein particle clearance,regulation of low-density lipoprotein particle clearance
336,high-density lipoprotein particle clearance,regulation of high-density lipoprotein particle clearance
337,ascospore wall beta-glucan biosynthetic process,regulation of ascospore wall beta-glucan biosynthetic process
338,ascospore wall (1->3)-beta-D-glucan biosynthetic process,regulation of ascospore wall (1->3)-beta-D-glucan biosynthetic process
339,lipoprotein lipid oxidation,regulation of lipoprotein lipid oxidation
340,centromere complex assembly,regulation of centromere complex assembly
341,protein folding in endoplasmic reticulum,regulation of protein folding in endoplasmic reticulum
342,gene silencing by miRNA,regulation of gene silencing by miRNA
343,hippo signaling,regulation of hippo signaling
344,inosine transport,regulation of inosine transport
345,hypoxanthine transport,regulation of hypoxanthine transport
346,PPAR Signaling Pathway,regulation of peroxisome proliferator activated receptor signaling pathway
347,thymine transport,regulation of thymine transport
348,Roundabout signaling pathway,regulation of Roundabout signaling pathway
349,chemokine (C-X-C motif) ligand 9 production,regulation of chemokine (C-X-C motif) ligand 9 production
350,dauer larval development,regulation of dauer larval development
351,Wound Healing,regulation of wound healing
352,strand invasion,regulation of strand invasion
353,ribosome biogenesis,regulation of ribosome biogenesis
354,vitamin D biosynthetic process,regulation of vitamin D biosynthetic process
355,dipeptide transport,regulation of dipeptide transport
356,histone H4 acetylation,regulation of histone H4 acetylation
357,cell wall macromolecule metabolic process,regulation of cell wall macromolecule metabolic process
358,cellular amine metabolic process,regulation of cellular amine metabolic process
359,development of symbiont in host cell,regulation of development of symbiont in host
360,development of symbiont involved in interaction with host,modulation of development of symbiont involved in interaction with host
361,growth of symbiont involved in interaction with host,modulation of growth of symbiont involved in interaction with host
362,development of symbiont in host cell,regulation of development of symbiont in host
363,development of symbiont on or near host,modulation of development of symbiont on or near host
364,development of symbiont on or near host,modulation of development of symbiont on or near host
365,histone H3-K14 acetylation,regulation of histone H3-K14 acetylation
366,primary metabolic process,regulation of primary metabolic process
367,homologous chromosome segregation,regulation of homologous chromosome segregation
368,MAPK export from nucleus,regulation of MAPK export from nucleus
369,COPII vesicle coating,regulation of COPII vesicle coating
370,Golgi inheritance,regulation of Golgi inheritance
371,seed development,regulation of seed development
372,animal organ formation,regulation of animal organ formation
373,arachidonic acid secretion,regulation of arachidonic acid secretion
374,"4,6-pyruvylated galactose residue biosynthetic process","regulation of 4,6-pyruvylated galactose residue biosynthetic process"
375,Chondrogenesis,regulation of cartilage development
376,spindle assembly,regulation of spindle assembly
377,mitotic sister chromatid separation,regulation of mitotic sister chromatid separation
378,metaphase plate congression,regulation of metaphase plate congression
379,kinetochore assembly,regulation of kinetochore assembly
380,actin cortical patch localization,regulation of actin cortical patch localization
381,entry into other organism involved in symbiotic interaction,regulation by organism of entry into other organism involved in symbiotic interaction
382,cytolysis by host of symbiont cells,regulation by host of cytolysis of symbiont cells
383,Canonical Wnt Signaling Pathway,regulation of canonical Wnt signaling pathway
384,synapse maturation,regulation of synapse maturation
385,epithelial tube branching involved in lung morphogenesis,regulation of branching involved in lung morphogenesis
386,branching involved in prostate gland morphogenesis,regulation of branching involved in prostate gland morphogenesis
387,branching involved in mammary gland duct morphogenesis,regulation of branching involved in mammary gland duct morphogenesis
388,branching involved in salivary gland morphogenesis,regulation of branching involved in salivary gland morphogenesis
389,prostatic bud formation,regulation of prostatic bud formation
390,epithelial cell proliferation involved in mammary gland bud elongation,regulation of epithelial cell proliferation involved in mammary gland bud elongation
391,mammary gland cord elongation,regulation of mammary gland cord elongation by mammary fat precursor cell-epithelial cell signaling
392,branching involved in mammary gland cord morphogenesis,regulation of branching involved in mammary cord morphogenesis by fat precursor cell-epithelial cell signaling
393,ureteric bud formation,regulation of ureteric bud formation
394,branch elongation involved in ureteric bud branching,regulation of branch elongation involved in ureteric bud branching
395,cell differentiation involved in embryonic placenta development,regulation of cell differentiation involved in embryonic placenta development
396,spongiotrophoblast cell proliferation,regulation of spongiotrophoblast cell proliferation
397,cell proliferation involved in embryonic placenta development,regulation of cell proliferation involved in embryonic placenta development
398,intestinal epithelial structure maintenance,regulation of intestinal epithelial structure maintenance
399,epithelial cell proliferation involved in prostate gland development,regulation of epithelial cell proliferation involved in prostate gland development
400,mesenchymal cell proliferation involved in prostate gland development,regulation of mesenchymal cell proliferation involved in prostate gland development
401,canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation,regulation of canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation
402,establishment of blood-brain barrier,regulation of establishment of blood-brain barrier
403,vesicle-mediated transport involved in floral organ abscission,regulation of vesicle-mediated transport involved in floral organ abscission
404,basement membrane disassembly involved in semicircular canal fusion,regulation of basement membrane disassembly involved in semicircular canal fusion by cell communication
405,dendritic spine development,regulation of dendritic spine development
406,dendritic spine morphogenesis,regulation of dendritic spine morphogenesis
407,vascular wound healing,regulation of vascular wound healing
408,cell growth involved in cardiac muscle cell development,regulation of cell growth involved in cardiac muscle cell development
409,peptidoglycan recognition protein signaling pathway,regulation of peptidoglycan recognition protein signaling pathway
410,somatostatin secretion,regulation of somatostatin secretion
411,Necroptosis,regulation of necroptotic process
412,extracellular matrix constituent secretion,regulation of extracellular matrix constituent secretion
413,cholesterol import,regulation of cholesterol import
414,calcium ion import,regulation of calcium ion import
415,protein kinase C signaling,regulation of protein kinase C signaling
416,vitamin D receptor signaling pathway,regulation of vitamin D receptor signaling pathway
417,cell-cell adhesion involved in gastrulation,regulation of cell-cell adhesion involved in gastrulation
418,(1->3)-alpha-glucan metabolic process,regulation of (1->3)-alpha-glucan metabolic process
419,(1->3)-alpha-glucan biosynthetic process,regulation of (1->3)-alpha-glucan biosynthetic process
420,cell wall (1->3)-alpha-glucan metabolic process,regulation of cell wall (1->3)-alpha-glucan metabolic process
421,cell wall (1->3)-alpha-glucan biosynthetic process,regulation of cell wall (1->3)-alpha-glucan biosynthetic process
422,fungal-type cell wall (1->3)-alpha-glucan metabolic process,regulation of fungal-type cell wall (1->3)-alpha-glucan metabolic process
423,fungal-type cell wall (1->3)-alpha-glucan biosynthetic process,regulation of fungal-type cell wall (1->3)-alpha-glucan biosynthetic process
424,centromeric sister chromatid cohesion,regulation of centromeric sister chromatid cohesion
425,leukocyte proliferation,regulation of leukocyte proliferation
426,mast cell proliferation,regulation of mast cell proliferation
427,interleukin-35 biosynthetic process,regulation of interleukin-35 biosynthetic process
428,interleukin-35 production,regulation of interleukin-35 production
429,interleukin-35-mediated signaling pathway,regulation of interleukin-35-mediated signaling pathway
430,growth of unicellular organism as a thread of attached cells,regulation of growth of unicellular organism as a thread of attached cells
431,conidiophore development,regulation of conidiophore development
432,conidiophore stalk development,regulation of conidiophore stalk development
433,metula development,regulation of metula development
434,phialide development,regulation of phialide development
435,cleistothecium development,regulation of cleistothecium development
436,Hulle cell development,regulation of Hulle cell development
437,inclusion body assembly,regulation of inclusion body assembly
438,fungal-type cell wall beta-glucan biosynthetic process,regulation of fungal-type cell wall beta-glucan biosynthetic process
439,transposon integration,regulation of transposon integration
440,production of small RNA involved in gene silencing by RNA,regulation of production of small RNA involved in gene silencing by RNA
441,production of siRNA involved in chromatin silencing by small RNA,regulation of production of siRNA involved in chromatin silencing by small RNA
442,neutrophil mediated cytotoxicity,regulation of neutrophil mediated cytotoxicity
443,neutrophil mediated killing of symbiont cell,regulation of neutrophil mediated killing of symbiont cell
444,neutrophil mediated killing of bacterium,regulation of neutrophil mediated killing of bacterium
445,neutrophil mediated killing of gram-negative bacterium,regulation of neutrophil mediated killing of gram-negative bacterium
446,neutrophil mediated killing of gram-positive bacterium,regulation of neutrophil mediated killing of gram-positive bacterium
