,CUI1,CUI2
34,Gain of Chromosome 9q,Periocular Meningioma
35,Loss of Chromosome 10q,"Acinar Prostate Adenocarcinoma, Sarcomatoid Variant"
36,Loss of Chromosome 3p,Gasserian Meningioma
37,Double Minutes,"Anaplastic Oligodendroglioma, IDH-Mutant and 1p/19q-Codeleted"
38,Loss of Chromosome 14,Grade II Meningioma
39,Loss of Chromosome 3,Stage IA Pleural Malignant Mesothelioma AJCC v7
40,Double Minutes,Anaplastic Oligodendroglioma
41,Loss of Chromosome 3p,Familial meningioma
42,i(1)(q10),Scirrhous carcinoma of breast
43,Loss of Chromosome 14,Malignant Epithelioid Cell Type Gastrointestinal Stromal Tumor
44,t(1;14)(p32;q11),Mediastinal T Acute Lymphoblastic Leukemia
45,Loss of Chromosome 1p,Stage III Childhood Hepatocellular Carcinoma AJCC v7
46,Loss of Chromosome 17p,Stage III Childhood Hepatocellular Carcinoma AJCC v7
47,del(9p21p22),Precursor T-lymphoblastic lymphoma/leukemia stage IV
48,Loss of Chromosome 9q,Stage II Nasopharyngeal Carcinoma AJCC v6
49,Gain of Chromosome 12q,Psammomatous Meningioma
50,Loss of Chromosome 5q,Adenocarcinoma of lung (disorder)
51,t(11;14)(p15;q11),Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
52,Loss of Chromosome 5q,Adenocarcinoma of lung stage IIIB
53,Loss of Chromosome 6q,Adenocarcinoma of lung stage IIIB
54,Gain of Chromosome 17q,Small cell lung cancer extensive stage
55,Gain of Chromosome 1q,Infiltrating Bladder Lymphoepithelioma-Like Carcinoma
56,Loss of Chromosome Y,"Adenocarcinoma of lung, stage III"
57,Gain of Chromosome 8q,"Infiltrating Bladder Urothelial Carcinoma, Plasmacytoid Variant"
58,Loss of Chromosome 22,"Perineurioma, malignant"
59,Loss of Chromosome 7,Adult Anaplastic Oligodendroglioma
60,Loss of Chromosome 18q,Stage IIIB Lung Squamous Cell Carcinoma AJCC v7
61,Gain of Chromosome 12p,Testicular Spermatocytic Seminoma with Sarcoma
62,Gain of Chromosome 15,Leiomyosarcoma NCI Grade 3
63,del(8p21-pter),Leiomyosarcoma NCI Grade 3
64,Loss of Chromosome 18q,Stage IB Lung Squamous Cell Carcinoma AJCC v7
65,Gain of Chromosome 9q,Adult Anaplastic (Malignant) Meningioma
66,Gain of Chromosome 17q,Parasagittal Meningioma
67,Loss of Chromosome 5q,Stage IIB Esophageal Adenocarcinoma AJCC v7
68,Loss of Chromosome 3p,Stage IIB Esophageal Adenocarcinoma AJCC v7
69,Loss of Chromosome 3,Clivus Chondroid Chordoma
70,Gain of Chromosome 12p,Stage III Immature Testicular Teratoma AJCC v6 and v7
71,t(8;8)(p11-12;q12),T-Cell Prolymphocytic Leukemia
72,Loss of Chromosome 1p,Pancreatic Medullary Carcinoma
73,Chromosome 13q deletion,Stage IV Nasopharyngeal Keratinizing Squamous Cell Carcinoma AJCC v7
74,Gain of Chromosome 12p,Stage III Testicular Seminoma AJCC v6 and v7
75,Gain of Chromosome 8,"Polycythemia Vera, Polycythemic Phase"
76,Gain of Chromosome 17q,Stage II Laryngeal Squamous Cell Carcinoma AJCC v6 and v7
77,Loss of Chromosome 1p,BCLC Stage D Hepatocellular Carcinoma
78,Gain of Chromosome 18,BCLC Stage D Hepatocellular Carcinoma
79,Loss of Chromosome 16q,Stage IV Nasopharyngeal Carcinoma AJCC v6
80,Gain of Chromosome 12,Childhood Choroid Plexus Papilloma
81,Loss of Chromosome 10q,Stage IIIB Lung Small Cell Carcinoma without Pleural Effusion AJCC v7
82,Gain of Chromosome 3,Stage IV Childhood Hepatocellular Carcinoma AJCC v7
83,Trisomy 7,Adult Ganglioglioma
84,Loss of Chromosome 1p,Breast Carcinoma with Choriocarcinomatous Features
85,Gain of Chromosome 20,Stage II Hepatocellular Carcinoma AJCC v6 and v7
86,Loss of Chromosome 8p,Stage II Hepatocellular Carcinoma AJCC v6 and v7
87,Gain of Chromosome X,Stage II Hepatocellular Carcinoma AJCC v6 and v7
88,t(10;14)(q24;q11),Precursor T-cell lymphoblastic lymphoma
89,Loss of Chromosome 16q,Stage IVC Nasopharyngeal Keratinizing Squamous Cell Carcinoma AJCC v7
90,t(14;18)(q32;q21),Ann Arbor Stage I Grade 1 Follicular Lymphoma
91,Gain of Chromosome 2p,Adult Lymphocyte-Depleted Classical Hodgkin Lymphoma
92,Loss of Chromosome 3p,Thyroid Gland Oncocytic Adenoma
93,del(13q12-13),leiomyosarcoma of liver
94,Loss of Chromosome 1p,Stage III Hepatocellular Carcinoma AJCC v7
95,Loss of Chromosome 17p,Stage IV Hepatocellular Carcinoma AJCC v7
96,Gain of Chromosome 22,Densely Granulated Somatotroph Adenoma
97,del(13q32-qter),Leiomyosarcoma of cervix uteri
98,Gain of Chromosome 19,Leiomyosarcoma of cervix uteri
99,Gain of Chromosome 12q,Anaplastic (Malignant) Intraspinal Meningioma
100,Loss of Chromosome 3p,Anaplastic (Malignant) Intraspinal Meningioma
101,Gain of Chromosome 15q,Stage II Pleural Malignant Mesothelioma AJCC v7
102,Gain of Chromosome 15,leiomyosarcoma of vulva
103,del(13q32-qter),leiomyosarcoma of vulva
104,Gain of Chromosome 15q,Stage IV Pleural Malignant Mesothelioma AJCC v7
105,Loss of Chromosome 9,Stage IV Pleural Malignant Mesothelioma AJCC v7
106,Gain of Chromosome 8q,Sporadic Breast Carcinoma
107,Monosomy 8,Sporadic Breast Carcinoma
108,Gain of Chromosome 5p,Stage III Laryngeal Squamous Cell Carcinoma AJCC v6 and v7
109,Tetrasomy 12,Ovarian Luteinized Thecoma Associated with Sclerosing Peritonitis
110,Gain of Chromosome 8,Stage I Childhood Hepatocellular Carcinoma AJCC v6 and v7
111,Tetrasomy 7,"Papillary renal cell carcinoma, sporadic"
112,Loss of Chromosome 17p,Bladder adenocarcinoma stage II
113,Loss of Chromosome 8p,Bladder adenocarcinoma stage III
114,Loss of Chromosome 18,Noninfiltrating Intraductal Carcinoma
115,del(13q12-13),leiomyosarcoma of kidney
116,Gain of Chromosome 8,Chronic Myelomonocytic Leukemia-2
117,t(8;22)(q24;q11),Classical Burkitt Lymphoma
118,del(6q25),Gliomatosis Cerebri Type I
119,Gain of Chromosome 11q13,Laryngeal Basaloid Carcinoma
120,Monosomy 22,Pleural Biphasic Mesothelioma
121,Loss of Chromosome 18q,Stage III Lung Small Cell Carcinoma AJCC v7
122,Loss of Chromosome 10q,"Acinar Prostate Adenocarcinoma, Foamy Gland Variant"
123,Gain of Chromosome 12q13,Splenic Manifestation of Chronic Lymphocytic Leukemia
124,Loss of Chromosome 17p,Stage IV Hepatocellular Carcinoma AJCC v6
125,Loss of Chromosome 1p,Spindle Cell Type Gastrointestinal Stromal Tumor
126,Loss of Chromosome 19,Thyroid Gland Follicular Adenoma with Papillary Hyperplasia
127,Chromosome 13q deletion,Stage IVA Hepatocellular Carcinoma AJCC v7
128,Loss of Chromosome 11q ATM Gene Locus,Neuroblastoma of brain
129,Loss of Chromosome 3p,Thyroid Gland Signet Ring Cell Follicular Adenoma
130,Chromosome 13q deletion,"Lung Squamous Cell Carcinoma, Clear Cell Variant"
131,del(6q21),Ann Arbor Stage III Grade 2 Follicular Lymphoma
132,Gain of Chromosome 9q,Cervical Intraspinal Meningioma
133,Polysomy 17,Intraductal Cribriform Breast Adenocarcinoma
134,Gain of Chromosome 8,Lipoblastoma
135,Loss of Chromosome 1,Pleural Epithelioid Mesothelioma
136,Loss of Chromosome 14,Spinal Meningioma
137,Gain of Chromosome 10,Hepatitis B Virus-Related Hepatocellular Carcinoma
138,del(13q12-13),leiomyosarcoma of lung
139,Gain of Chromosome 18,Hepatitis C Virus-Related Hepatocellular Carcinoma
140,Chromosome 13q deletion,Hepatoma resectable
141,Gain of Chromosome 17q,Upper Clivus Meningioma
142,Loss of Chromosome 14,Radiation-Induced Intracranial Meningioma
143,t(8;13)(p11;q11),Childhood T Acute Lymphoblastic Leukemia
144,t(7;19)(q34;q13),Childhood T Acute Lymphoblastic Leukemia
145,Loss of Chromosome 17p,Adult Hepatocellular Carcinoma
146,Loss of Chromosome 9q,Bladder Urachal Adenocarcinoma
147,Loss of Chromosome 9q,Bladder Signet Ring Cell Adenocarcinoma
148,del(6q25-27),Recurrent Grade 2 Follicular Lymphoma
149,del(6q25-27),Grade 2 Cutaneous Follicular Lymphoma
150,Trisomy 18 (chromosomal abnormality),Esophageal Mucosa-Associated Lymphoid Tissue Lymphoma
151,Loss of Chromosome 11,Growth Hormone-Secreting Pituitary Adenoma
152,Gain of Chromosome 9q,Childhood Grade II Meningioma
153,Loss of Chromosome 17p,Stage IIIB Lung Small Cell Carcinoma AJCC v7
154,del(1p13-22),Chondrosarcoma recurrent
155,del(13q14),Mantle cell lymphoma refractory
156,Gain of Chromosome 9p,"Hodgkin lymphoma, nodular sclerosis, cellular phase"
157,Trisomy 18 (chromosomal abnormality),Extranodal marginal zone B-cell lymphoma (MALT type) stage IV
158,Loss of Chromosome 9,"Bronchiolo-alveolar carcinoma, non-mucinous"
159,del(13q12-13),Inflammatory Leiomyosarcoma
160,Gain of Chromosome 1q,Bladder squamous cell carcinoma stage IV
161,"Chromosome 11, deletion 11p",Infiltrating Bladder Urothelial Carcinoma with Squamous Differentiation
162,Loss of Chromosome 9p,"Infiltrating Bladder Urothelial Carcinoma, Nested Variant"
163,Gain of Chromosome 1q,"Infiltrating Bladder Urothelial Carcinoma, Nested Variant"
164,Gain of Chromosome 11q13,Stage IVC Laryngeal Squamous Cell Carcinoma AJCC v7
165,Gain of Chromosome 8q,Stage IVC Laryngeal Squamous Cell Carcinoma AJCC v7
166,Gain of Chromosome 11q13,Stage IVC Laryngeal Verrucous Carcinoma AJCC v7
167,t(8;22)(q24;q11),Burkitt's lymphoma of breast
168,Gain of Chromosome 9q,Recurrent Meningioma
169,Loss of Chromosome 22,Cerebral meningioma
170,del(13q12-13),Childhood Leiomyosarcoma
171,Loss of Chromosome 3p,Lung Basaloid Squamous Cell Carcinoma
172,Gain of Chromosome 20,leiomyosarcoma of bone
173,del(6q23),Ann Arbor Stage II Grade 3 Contiguous Follicular Lymphoma
174,Loss of Chromosome 5q,Lepidic Predominant Adenocarcinoma
175,Gain of Chromosome 17q,Intracerebral Cystic Meningioma
176,Rearrangement of 12q13,Childhood Botryoid-Type Embryonal Rhabdomyosarcoma of the Vulva
177,Loss of Chromosome 3p,Rhabdoid meningioma
178,t(7;19)(q34;q13),Adult T Acute Lymphoblastic Leukemia
179,del(13q14),Scirrhous carcinoma of breast
180,Gain of Chromosome 12q,Mixed Cellularity Hodgkin Lymphoma
181,Loss of Chromosome 14,"Oncocytoma, renal"
182,t(7;9)(q34;q34.3),Childhood T Lymphoblastic Leukemia/Lymphoma
183,t(7;14)(q35;q32.1),Mediastinal T Acute Lymphoblastic Leukemia
184,Gain of Chromosome 8q,Infiltrating Bladder Urothelial Carcinoma
185,Loss of Chromosome 8p,Lymphoepithelioma-Like Hepatocellular Carcinoma
186,Gain of Chromosome 16,Lymphoepithelioma-Like Hepatocellular Carcinoma
187,Gain of Chromosome X,Hepatocellular Carcinoma by AJCC v7 Stage
188,Loss of Chromosome 5q,"Infiltrating Bladder Urothelial Carcinoma, Microcystic Variant"
189,Loss of Chromosome 5q,"Adenocarcinoma of lung, stage II"
190,Loss of Chromosome 9p,"Infiltrating Bladder Urothelial Carcinoma, Plasmacytoid Variant"
191,Loss of Chromosome 5q,"Infiltrating Bladder Urothelial Carcinoma, Plasmacytoid Variant"
192,Gain of Chromosome 3q,Cervical Lymphoepithelioma-Like Carcinoma
193,i(12p),Testicular Spermatocytic Seminoma with Sarcoma
194,Gain of Chromosome 16,Sarcomatoid Hepatocellular Carcinoma
195,Loss of Chromosome 8p,Sarcomatoid Hepatocellular Carcinoma
196,Loss of Chromosome 9p,Stage IV Nasopharyngeal Keratinizing Squamous Cell Carcinoma AJCC v7
197,Chromosome 13q deletion,Stage I Nasopharyngeal Carcinoma
198,Gain of Chromosome 16,BCLC Stage D Hepatocellular Carcinoma
199,Gain of Chromosome 8,Stage III Hepatocellular Carcinoma AJCC v6
200,inv(14),"T-Cell Prolymphocytic Leukemia, Cerebriform Cell Variant"
201,Gain of Chromosome 8,Pleuropulmonary blastoma type I
202,del(6q21),Small Lymphocytic Lymphoma with Plasmacytoid Differentiation
203,Loss of Chromosome 1p,Secretory meningioma
204,Gain of Chromosome 12p,Testicular germ cell tumor mixed stage II
205,Deletion 1p36,Chondrosarcoma metastatic
206,Trisomy 2,PRETEXT Stage 1 Hepatoblastoma
207,Loss of Chromosome 11,Inflammatory malignant fibrous histiocytoma
208,Loss of Chromosome 14,Adult Brain Oligodendroglioma
209,Gain of Chromosome 6,Stage II Hepatocellular Carcinoma AJCC v6 and v7
210,Loss of Chromosome 18q,Pancreatic Intraductal Papillary Mucinous Neoplasm
211,"Chromosome 11, deletion 11p",Recurrent Childhood Anaplastic Oligoastrocytoma
212,Gain of Chromosome 12,Pancreatic Well Differentiated Ductal Adenocarcinoma
213,Gain of Chromosome 6,Localized Unresectable Adult Hepatocellular Carcinoma
214,Loss of Chromosome 17,Pancreatic Poorly Differentiated Ductal Adenocarcinoma
215,Gain of Chromosome 1q,Prostate Acinar Adenocarcinoma
216,Loss of Chromosome 13,Malignant Fibrous Histiocytoma
217,Loss of Chromosome 8p,Liver carcinoma
218,Gain of Chromosome 22,Juvenile Pilocytic Astrocytoma
219,Gain of Chromosome 15q,Sphenocavernous Meningioma
220,Gain of Chromosome 12p,Stage III Testicular Non-Seminomatous Germ Cell Tumor AJCC v6 and v7
221,t(3;14)(q27;q32),Centroblastic lymphoma stage II
222,Gain of Chromosome 20q,Petroclival Meningioma
223,Gain of Chromosome 3,Stage III Hepatocellular Carcinoma AJCC v7
224,Gain of Chromosome 18,Stage III Hepatocellular Carcinoma AJCC v7
225,Gain of Chromosome 1q,Stage I Pleural Malignant Mesothelioma AJCC v7
226,del(3p21-23),Esophageal Leiomyosarcoma
227,Gain of Chromosome 5p,Laryngeal squamous cell carcinoma recurrent
228,Loss of Chromosome 6p,"Acinar Prostate Adenocarcinoma, Signet Ring Variant"
229,Gain of Chromosome 6p,Stage IA Lung Small Cell Carcinoma AJCC v7
230,Tetrasomy 12,Malignant Ovarian Thecoma
231,Gain of Chromosome 20q,Stage IIA Lung Small Cell Carcinoma AJCC v7
232,Loss of Chromosome 3,Pleural mesothelioma malignant localised
233,Loss of Chromosome 4q,Stage IIIA Hepatocellular Carcinoma AJCC v7
234,Gain of Chromosome 20,Stage IIIB Hepatocellular Carcinoma AJCC v7
235,Loss of Chromosome 1p,Stage IV Hepatocellular Carcinoma AJCC v6
236,Gain of Chromosome Xq,"Acinar Prostate Adenocarcinoma, Lymphoepithelioma-Like Variant"
237,Monosomy 13,DS Stage II Plasma Cell Myeloma
238,t(2;8)(p11;q24),Burkitt-Like Lymphoma Post-Transplant Lymphoproliferative Disorder
239,Gain of Chromosome 17q,Small cell lung cancer limited stage
240,Gain of Chromosome 9p,Ann Arbor Stage I Subdiaphragmatic Lymphocyte-Depleted Classic Hodgkin Lymphoma
241,Loss of Chromosome 4q,"Lung Squamous Cell Carcinoma, Clear Cell Variant"
242,Loss of Chromosome 14,Cervical Intraspinal Meningioma
243,Loss of Chromosome 17p,Mantle cell lymphoma
244,Gain of Chromosome 1q,Sacral Intraspinal Meningioma
245,Gain of Chromosome 1q,Pleural Desmoplastic Mesothelioma
246,"Chromosome 7, monosomy",Juvenile Myelomonocytic Leukemia
247,Gain of Chromosome 20,BCLC Stage D Adult Hepatocellular Carcinoma
248,Gain of Chromosome 12,Colloid Carcinoma of the Pancreas
249,Gain of Chromosome 1q,Jugular Foramen Meningioma
250,t(3;14)(q27;q32),"Malignant lymphoma centroblastic, diffuse"
251,Loss of Chromosome 17p,Bladder Urachal Adenocarcinoma
252,Gain of Chromosome 15q,Adult Grade I Meningioma
253,Monosomy 16,Spindle cell lipoma
254,Loss of Chromosome 8p,Alcohol-Related Hepatocellular Carcinoma
255,t(11;14)(p13;q11),Splenic T Lymphoblastic Lymphoma
256,Loss of Chromosome 18,Intermediate Grade Ductal Breast Carcinoma In Situ
257,Loss of Chromosome 17p,Bladder adenocarcinoma recurrent
258,del(6q21),Grade 3b Follicular Lymphoma
259,Gain of Chromosome 8q,mucinous adenocarcinoma of lung
260,Gain of Chromosome 12q13,Chronic lymphocytic leukemia stage 3
261,Gain of Chromosome 12q,Supratentorial Meningioma
262,Gain of Chromosome 8q,Stage IVA Laryngeal Squamous Cell Carcinoma AJCC v7
263,Loss of Chromosome 17p,clear cell adenocarcinoma of bladder
264,Gain of Chromosome 3q,Stage IVB Laryngeal Squamous Cell Carcinoma AJCC v7
265,Loss of Chromosome 10,Malignant Ameloblastoma
266,i(12p),Stage IIIB Ovarian Germ Cell Tumor AJCC v6 and 7
267,t(9;14)(p13;q32),Ann Arbor Stage II Grade 3 Follicular Lymphoma
268,Loss of Chromosome 20q,Polycythemia Vera
269,t(1;14)(p32;q11),Cutaneous T Lymphoblastic Leukemia/Lymphoma
270,Gain of Chromosome 1q,Stage IB Pleural Malignant Mesothelioma AJCC v7
271,Gain of Chromosome 17q,Classic medulloblastoma
272,Loss of Chromosome 14,Malignant Gastric Gastrointestinal Stromal Tumor
273,Gain of Chromosome 5p,Lepidic Predominant Adenocarcinoma
274,Gain of Chromosome 20,leiomyosarcoma of breast
275,del(13q14),Ann Arbor Stage II Contiguous Mantle Cell Lymphoma
276,Loss of Chromosome 6q,Invasive Ductal Breast Carcinoma
277,Loss of Chromosome 1p,Periocular Meningioma
278,t(11;14)(p13;q11),Precursor T-lymphoblastic lymphoma/leukemia stage II
279,t(14;14)(q11;q32),Precursor T-lymphoblastic lymphoma/leukemia stage II
280,Gain of Chromosome 20q,Non-Functioning Pancreatic Neuroendocrine Tumor G2
281,Loss of Chromosome 3p,malignant gastrinoma of pancreas
282,Loss of Chromosome 22,Peritoneal Gastrointestinal Stromal Tumor
283,Loss of Chromosome 22,Ameloblastoma
284,Loss of Chromosome 1p,Mesenteric Gastrointestinal Stromal Tumor
285,Loss of Chromosome 22,Mesenteric Gastrointestinal Stromal Tumor
286,Gain of Chromosome 17,Childhood Small Intestinal Leiomyosarcoma
287,t(7;9)(q34;q34.3),Adult T Lymphoblastic Lymphoma
288,Trisomy 12,Typical Ovarian Thecoma
289,Rearrangement of 8q21,Metastasizing Chondroblastoma
290,t(7;14)(q35;q32.1),Precursor T cell lymphoblastic leukemia/lymphoblastic lymphoma
291,Loss of Chromosome 1p,Stage II Childhood Hepatocellular Carcinoma AJCC v6 and v7
292,Gain of Chromosome 12p,Testicular Mixed Choriocarcinoma and Seminoma
293,Loss of Chromosome 5q,Stage IIB Lung Adenocarcinoma AJCC v7
294,Gain of Chromosome 15q,Papillary Meningioma
295,Trisomy 18 (chromosomal abnormality),Colorectal Mucosa-Associated Lymphoid Tissue Lymphoma
296,Gain of Chromosome 8q,Adenocarcinoma of lung stage IIIB
297,Rearrangement of 12q13,Embryonal Rhabdomyosarcoma
298,Gain of Chromosome 1q,"Adenocarcinoma of lung, stage II"
299,Gain of Chromosome 17,Cardiac Leiomyosarcoma
300,del(13q12-13),Cardiac Leiomyosarcoma
301,Loss of Chromosome 9p,Stage IIIB Lung Squamous Cell Carcinoma AJCC v7
302,Loss of Chromosome 3p,Middle Cranial Fossa Meningioma
303,"Chromosome 8, trisomy","Fibromatosis, Abdominal"
304,Loss of Chromosome 22,Parasagittal Meningioma
305,del(7q21-32),Splenic marginal zone lymphoma refractory
306,Loss of Chromosome 9p,Nasopharyngeal Basaloid Squamous Cell Carcinoma
307,Loss of Chromosome 9q,Nasopharyngeal squamous cell carcinoma stage III
308,Monosomy 22,Perineurioma
309,Gain of Chromosome 7,Pancreatic Hepatoid Adenocarcinoma
310,t(8;22)(q24;q11),Burkitt Leukemia
311,"Chromosome 8, trisomy","Poorly Differentiated Ovarian Sertoli-Leydig Cell Tumor, Variant with Heterologous Elements"
312,Gain of Chromosome 19,Combined Lung Small Cell Carcinoma and Lung Adenocarcinoma
313,Gain of Chromosome 7q,Stage II Laryngeal Squamous Cell Carcinoma AJCC v6 and v7
314,Gain of Chromosome 8q,Stage II Laryngeal Squamous Cell Carcinoma AJCC v6 and v7
315,Loss of Chromosome 4,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7
316,Loss of Chromosome 3p,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7
317,Gain of Chromosome 9q,Secretory meningioma
318,Gain of Chromosome 12p,Mediastinal seminoma
319,Gain of Chromosome 18,Adult Fibrolamellar Carcinoma
320,Gain of Chromosome 3,Adult Fibrolamellar Carcinoma
321,Gain of Chromosome 3q,Breast Carcinoma with Melanotic Features
322,Gain of Chromosome 12q,Adult Brain Meningioma
323,Rearrangement of 11q13-21,Hibernoma
324,del(13q14),Chronic Lymphocytic Leukemia with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation
325,Gain of Chromosome 8,Stage I Hepatocellular Carcinoma AJCC v6 and v7
326,Gain of Chromosome 16,Stage I Hepatocellular Carcinoma AJCC v6 and v7
327,Loss of Chromosome 16q,Squamous cell carcinoma of nasopharynx
328,t(17;22)(q22;q13),Giant Cell Fibroblastoma
329,Gain of Chromosome 18,Stage II Hepatocellular Carcinoma AJCC v6 and v7
330,t(1;2)(p11;q35-36),Fibrous histiocytoma of tendon sheath
331,Gain of Chromosome X,BCLC Stage B Hepatocellular Carcinoma
332,del(6q21),Ann Arbor Stage I Grade 2 Follicular Lymphoma
333,Chromosome 13q deletion,Prostate Acinar Adenocarcinoma
334,Loss of Chromosome 18q,Low Grade Prostatic Intraepithelial Neoplasia
335,Gain of Chromosome 17q,Skull Base Meningioma
336,Loss of Chromosome 16q,Clear Cell Hepatocellular Carcinoma
337,Loss of Chromosome 1p,Metastatic Meningioma
338,Gain of Chromosome 2p,Hodgkin's disease mixed cellularity recurrent
339,Loss of Chromosome 14,Childhood Brain Oligodendroglioma
340,Trisomy 5,Angioimmunoblastic T-cell lymphoma stage II
341,i(12p),Mediastinal Mixed Non-Seminomatous Germ Cell Tumor
342,Gain of Chromosome 3,Hepatocellular Carcinoma by AJCC v6 Stage
343,Loss of Chromosome 18q,Glottic Squamous Cell Carcinoma
344,Gain of Chromosome 9p,"Hodgkin lymphoma, lymphocyte depletion"
345,Gain of Chromosome 19,Densely Granulated Somatotroph Adenoma
346,Loss of Chromosome 18,Densely Granulated Somatotroph Adenoma
347,Gain of Chromosome 17q,Laryngeal verrucous carcinoma
348,Gain of Chromosome 15,leiomyosarcoma of retroperitoneum
349,del(13q12-13),leiomyosarcoma of retroperitoneum
350,Gain of Chromosome 17,Leiomyosarcoma of cervix uteri
351,Gain of Chromosome 7q,Glottis Verrucous Carcinoma
352,Loss of Chromosome 4q,Adenocarcinoma Of Esophagus
353,Double Minutes,Intracortical osteosarcoma
354,Gain of Chromosome 20q,Petrous Apex Meningioma
355,Gain of Chromosome 17q,Posterior Cranial Fossa Meningioma
356,Loss of Chromosome 14,Suprasellar Meningioma
357,Loss of Chromosome 11q,Malignant Pancreatic Insulinoma
358,Gain of Chromosome 17q,Laryngeal verrucous carcinoma stage IV
359,Gain of Chromosome 10,"High Grade Prostatic Intraepithelial Neoplasia, Mucinous Variant"
360,Gain of Chromosome 1q,Bronchioloalveolar Adenocarcinoma
361,Loss of Chromosome 3p,Barrett's Adenocarcinoma
362,Gain of Chromosome 20q,Stage IA Lung Small Cell Carcinoma AJCC v7
363,Gain of Chromosome 17q,Microcystic meningioma
364,Gain of Chromosome 19,Stage IIB Lung Small Cell Carcinoma AJCC v7
365,Loss of Chromosome 17p,Stage III Lung Small Cell Carcinoma AJCC v7
366,Loss of Chromosome 7,Prefibrotic/Early Primary Myelofibrosis
367,Loss of Chromosome 16q,Invasive Lobular Breast Carcinoma with Predominant In Situ Component
368,Gain of Chromosome 5p,Lung Micropapillary Adenocarcinoma
369,Loss of Chromosome 17p,Stage IIIA Hepatocellular Carcinoma AJCC v7
370,Loss of Chromosome 6p,"Acinar Prostate Adenocarcinoma, Foamy Gland Variant"
371,"Chromosome 11, deletion 11p","Lung Squamous Cell Carcinoma, Clear Cell Variant"
372,Gain of Chromosome 20q,Stage III Esophageal Adenocarcinoma AJCC v7
373,Loss of Chromosome 13,Adult Undifferentiated Pleomorphic Sarcoma
374,inv(3)(q21.3;q26.2),Acute Myeloid Leukemia with Myelodysplasia-Related Changes
375,"Chromosome 11, deletion 11p",Squamous cell carcinoma of lung
376,Gain of Chromosome 20q,Upper Clivus Meningioma
377,Gain of Chromosome 18,BCLC Stage D Adult Hepatocellular Carcinoma
378,Gain of Chromosome 11q13,"Sarcoma, Epithelioid"
379,Gain of Chromosome 3,Adult Hepatocellular Carcinoma
380,Loss of Chromosome 14,Adult Grade III Meningioma
381,Gain of Chromosome 8q,Occult Lung Squamous Cell Carcinoma
382,Gain of Chromosome X,leiomyosarcoma of rectum
383,Loss of Chromosome 1p,Adult Papillary Meningioma
384,del(6q23),Recurrent Grade 1 Follicular Lymphoma
385,Loss of Chromosome 5q,Aflatoxins-Related Hepatocellular Carcinoma
386,t(9;14)(p13;q32),Recurrent Grade 2 Follicular Lymphoma
387,del(9p21p22),Splenic T Lymphoblastic Lymphoma
388,Loss of Chromosome 3p,Childhood Grade II Meningioma
389,Gain of Chromosome 11q13,Stage IVA Laryngeal Verrucous Carcinoma AJCC v7
390,Polysomy 17,Low Grade Ductal Breast Carcinoma In Situ
