,CUI1,CUI2
45,Cerebrovascular Disorders,Monoplegia of upper limb as late effect of cerebrovascular disease
46,Cerebrovascular Disorders,Hemiplegia of nondominant side as late effect of cerebrovascular disease
47,Cerebrovascular Disorders,Hemiplegia of dominant side as late effect of cerebrovascular disease
48,Prostatectomy,Stress incontinence after prostatectomy
49,nervous system disorder,Late effects of cerebrovascular disease
50,nervous system disorder,Monoplegia of dominant lower limb as a late effect of cerebrovascular accident
51,nervous system disorder,Paralytic syndrome as late effect of stroke
52,nervous system disorder,Dysphagia as a late effect of cerebrovascular accident
53,nervous system disorder,Vertigo as late effect of stroke
54,nervous system disorder,Monoplegia of dominant upper limb as a late effect of cerebrovascular accident
55,nervous system disorder,Paralytic syndrome as late effect of thalamic stroke
56,nervous system disorder,Paralytic syndrome of nondominant side as late effect of stroke
57,nervous system disorder,Paralytic syndrome of dominant side as late effect of stroke
58,nervous system disorder,Neurogenic bladder as late effect of cerebrovascular accident
59,nervous system disorder,Dysphasia as late effect of cerebrovascular disease
60,nervous system disorder,Aphasia as late effect of cerebrovascular disease
61,nervous system disorder,Sensory disorder as a late effect of cerebrovascular disease
62,nervous system disorder,Abnormal vision as a late effect of cerebrovascular disease
63,nervous system disorder,Monoplegia of lower limb as late effect of cerebrovascular disease
64,nervous system disorder,Monoplegia of nondominant lower limb as a late effect of cerebrovascular accident
65,nervous system disorder,Speech and language deficit as late effect of cerebrovascular accident
66,nervous system disorder,Hemiparesis as late effect of cerebrovascular accident
67,nervous system disorder,Hemiplegia as late effect of cerebrovascular disease
68,nervous system disorder,Monoplegia of upper limb as late effect of cerebrovascular disease
69,nervous system disorder,Monoplegia of nondominant upper limb as a late effect of cerebrovascular accident
70,nervous system disorder,Residual cognitive deficit as late effect of cerebrovascular accident
71,nervous system disorder,Aphasia as late effect of cerebrovascular accident
72,nervous system disorder,Hemiplegia of nondominant side as late effect of cerebrovascular disease
73,nervous system disorder,Hemiplegia of dominant side as late effect of cerebrovascular disease
74,nervous system disorder,Hemiplegia as late effect of cerebrovascular accident
75,Tattooing,Inflammation related to voluntary body tattooing
76,Thoracotomy,Acute postthoracotomy pain syndrome
77,Piercing of external ear,Infection of pierced pinna
78,Surgical procedure on eye region,Herpes simplex infection of cornea after ophthalmic surgery
79,Implantation of joint prosthesis into knee joint,Infection of total knee joint prosthesis
80,Implantation of joint prosthesis into knee joint,Infection of unicondylar knee joint prosthesis
81,Procedure involving urinary catheter,Indwelling urinary catheter bulb in urethra
82,"Insertion of hip prosthesis, total",Infection of total hip joint prosthesis
83,Laryngectomy,Total neck breather
84,Laryngectomy,Partial neck breather
85,nervous system disorder,Sequelae of other nontraumatic intracranial hemorrhage
86,Central venous cannula insertion,Infection of central venous catheter exit site
87,Injury of eye region,Sequelae of injury of eye and orbit
88,Viral respiratory infection,Postviral cough
89,Heart Transplantation,Arteriosclerosis of coronary artery bypass graft of transplanted heart
90,Chronic liver disease,Liver abscess and sequelae of chronic liver disease
91,Chronic liver disease,Sequela of chronic liver disease
92,Surgical procedure on eye proper,Postoperative angle-closure glaucoma
93,Operative Surgical Procedures,Postsurgical lordosis
94,Operative Surgical Procedures,Dehiscence of internal surgical wound
95,Operative Surgical Procedures,Postoperative heterotopic ossification
96,Traumatic injury,"late effects of poisoning, toxic effects, and other external causes"
97,Traumatic injury,"late effect of burn, corrosion, and frostbite"
98,Traumatic injury,Sequelae of burn and corrosion classifiable only according to extent of body surface involved
99,Traumatic injury,Late effect of accidental injury
100,Traumatic injury,Late effect of motor vehicle accident
101,Traumatic injury,Disorder due to and following accidental poisoning
102,Traumatic injury,Late effect of accidental fall
103,Traumatic injury,Late effects of accident caused by fire
104,Traumatic injury,Late effect of accident due to natural and environmental factors
105,Traumatic injury,Late effect of self inflicted injury
106,Traumatic injury,Late effect of homicide or assault
107,Traumatic injury,Late effect of injury of unknown intent
108,Traumatic injury,"late effect of burn of arm, leg, and foot"
109,Traumatic injury,late effects of open wound with trauma
110,Disease,Sequelae of superficial injury and open wound of neck and trunk
111,Transplantation,Posttransplant diabetes mellitus
112,Transplantation,Posttransplant hyperlipidemia
113,Suction Lipectomy,recent weight gain after liposuction
114,Virus Diseases,post-viral asthenia
115,Traumatic injury,post-traumatic seroma
116,Incision of bladder,post cystostomy
117,Ureterectomy,Residual ureterocele
118,Transplantation,Monomorphic posttransplant lymphoproliferative disorder
119,Construction of anastomosis,Urinary tract internal anastomosis complication
120,Appendectomy,Dehiscence of appendectomy wound
121,Laparotomy,Dehiscence of laparotomy wound
122,Cardiovascular Surgical Procedures,cardiovascular surgical result
123,Cardiovascular Surgical Procedures,cardiovascular surgery result: angina
124,Cardiovascular Surgical Procedures,cardiovascular surgery result: dyspnea
125,Cardiovascular Surgical Procedures,Cardiovascular surgery result: fatigue
126,Cardiovascular Surgical Procedures,cardiovascular surgery result: left ventricular function
127,Cardiovascular Surgical Procedures,cardiovascular surgery result: ischemic burden
128,Cardiovascular Surgical Procedures,Cardiovascular surgery result: exercise tolerance
129,Cardiovascular Surgical Procedures,cardiovascular surgery result: claudications
130,Cardiovascular Surgical Procedures,cardiovascular surgery result: complicated by myocardial infarction
131,Cardiovascular Surgical Procedures,cardiovascular surgery result: patient expired
132,Hemodialysis,iatrogenic carnitine deficiency secondary to hemodialysis
133,Intentional poisoning,intentional poisoning by unspecified solid or liquid substance
134,Intentional poisoning,"intentional poisoning by gases, fumes, and vapors"
135,Intentional poisoning,Intentional poisoning by ethyl alcohol
136,Intentional poisoning,intentional poisoning by alcoholic beverages
137,Intentional poisoning,intentional poisoning by isopropyl alcohol
138,Intentional poisoning,intentional poisoning by methyl alcohol
139,Intentional poisoning,intentional poisoning by fusel oil
140,Intentional poisoning,intentional poisoning by alcohol
141,Intentional poisoning,intentional poisoning by aniline
142,Intentional poisoning,intentional poisoning by aromatics
143,Intentional poisoning,intentional poisoning by naphthalene or mothballs
144,Intentional poisoning,intentional poisoning by phosphorus
145,Intentional poisoning,intentional poisoning by corrosives or caustics
146,Intentional poisoning,intentional poisoning by antimony
147,Intentional poisoning,intentional poisoning by bismuth
148,Intentional poisoning,intentional poisoning by brass fumes
149,Intentional poisoning,intentional poisoning by nickel compounds
150,Intentional poisoning,intentional poisoning by silver
151,Intentional poisoning,intentional poisoning by carbamates
152,Intentional poisoning,intentional poisoning by fumigants
153,Intentional poisoning,intentional poisoning by fungicides
154,Intentional poisoning,intentional poisoning by herbicides
155,Intentional poisoning,intentional poisoning by paraquat
156,Intentional poisoning,intentional poisoning by DDT
157,Intentional poisoning,intentional poisoning by natural gas
158,Intentional poisoning,intentional poisoning by nitrogen oxides
159,Intentional poisoning,intentional poisoning by sulfur dioxide
160,Intentional poisoning,intentional poisoning by hydrocyanic acid gas
161,Intentional poisoning,intentional poisoning by carbon tetrachloride vapors
162,Intentional poisoning,intentional poisoning by cosmetics
163,Intentional poisoning,intentional poisoning by glues and adhesives
164,Intentional poisoning,intentional poisoning by formaldehyde
165,Intentional poisoning,intentional poisoning by iron compounds
166,Intentional poisoning,intentional poisoning by monosodium glutamate
167,Intentional poisoning,intentional poisoning by diesel fuel
168,Intentional poisoning,intentional poisoning by petroleum fuels and cleaners
169,Intentional poisoning,intentional poisoning by paraffin wax
170,Intentional poisoning,intentional poisoning by petroleum solids
171,Intentional poisoning,intentional poisoning by petroleum solvents
172,Intentional poisoning,intentional poisoning by petroleum products
173,Intentional poisoning,intentional poisoning by carbon disulfide
174,Intentional poisoning,intentional poisoning by N-hexamemethyl-N-butyl ketone
175,Intentional poisoning,intentional poisoning by tetrachloroethylene
176,Intentional poisoning,intentional poisoning by solvents
177,Intentional poisoning,intentional poisoning by sulfides
178,Intentional poisoning,intentional poisoning by aflatoxin
179,Intentional poisoning,intentional poisoning by latex
180,Intentional poisoning,intentional poisoning by silicone
181,Intentional poisoning,intentional poisoning by tobacco
182,Intentional poisoning,intentional poisoning with plant foods or fertilizers
183,Intentional poisoning,intentional poisoning by boric acid
184,Intentional poisoning,intentional poisoning by local anti-infectives
185,Intentional poisoning,intentional poisoning by azidothymidine
186,Intentional poisoning,intentional poisoning by anticholinergics
187,Intentional poisoning,intentional poisoning by parasympathomimetics
188,Intentional poisoning,intentional poisoning by beta adrenergic block agent
189,Intentional poisoning,intentional poisoning by sympatholytics
190,Intentional poisoning,intentional poisoning by dopamine
191,Intentional poisoning,Intentional adrenalin poisoning
192,Intentional poisoning,intentional poisoning by sympathomimetics
193,Intentional poisoning,intentional poisoning by autonomic nervous system-acting medications
194,Intentional poisoning,Intentional lidocaine poisoning
195,Intentional poisoning,intentional poisoning by topical or infiltration anesthetics
196,Intentional poisoning,intentional poisoning by gaseous anesthetics
197,Intentional poisoning,intentional poisoning by muscle-tone depressants
198,Intentional poisoning,intentional poisoning by phencyclidine
199,Intentional poisoning,intentional poisoning with intravenous anesthetics
200,Intentional poisoning,intentional poisoning by local anesthetics
201,Intentional poisoning,intentional poisoning by anesthetics
202,Intentional poisoning,intentional poisoning by pyrazole derivatives
203,Intentional poisoning,intentional poisoning by non-narcotic analgesics
204,Intentional poisoning,intentional poisoning by phenacetin
205,Intentional poisoning,intentional poisoning by iron salts
206,Intentional poisoning,intentional poisoning by blood constituent agents
207,Intentional poisoning,intentional poisoning by antidotes
208,Intentional poisoning,intentional poisoning by hydantoin derivatives
209,Intentional poisoning,intentional poisoning by oxazolidine derivatives
210,Intentional poisoning,intentional poisoning by anticonvulsants/antiparkinsonism drugs
211,Intentional poisoning,intentional poisoning by encainide
212,Intentional poisoning,intentional poisoning by flecainide
213,Intentional poisoning,intentional poisoning by cinchonism
214,Intentional poisoning,intentional poisoning by antiarrhythmics
215,Intentional poisoning,intentional poisoning by reserpine
216,Intentional poisoning,intentional poisoning by antihypertensives
217,Intentional poisoning,intentional poisoning by cholestyramine
218,Intentional poisoning,intentional poisoning by HMG-CoA reductase inhibitors
219,Intentional poisoning,intentional poisoning by antilipemics
220,Intentional poisoning,intentional poisoning by antivaricose drugs
221,Intentional poisoning,intentional poisoning by capillary-active drugs
222,Intentional poisoning,intentional poisoning by vasodilators
223,Intentional poisoning,intentional poisoning by analeptics
224,Intentional poisoning,intentional poisoning by opiate antagonists
225,Intentional poisoning,intentional poisoning by strychnine
226,Intentional poisoning,intentional poisoning by central nervous system stimulants
227,Intentional poisoning,intentional poisoning by topical dental medications
228,Intentional poisoning,intentional poisoning by antipruritics
229,Intentional poisoning,"intentional poisoning by emollient, demulcent, and protectant"
230,Intentional poisoning,intentional poisoning by exfoliants
231,Intentional poisoning,intentional poisoning by cantharidin
232,Intentional poisoning,intentional poisoning by dermatologicals
233,Intentional poisoning,intentional poisoning by antacids
234,Intentional poisoning,intentional poisoning by emollient cathartics
235,Intentional poisoning,intentional poisoning by irritant cathartics
236,Intentional poisoning,intentional poisoning by cathartics
237,Intentional poisoning,intentional poisoning by digestants
238,Intentional poisoning,intentional poisoning by antidiarrheals
239,Intentional poisoning,intentional poisoning by emetics
240,Intentional poisoning,intentional poisoning by gastrointestinal medications
241,Intentional poisoning,intentional poisoning by immunosuppressives
242,Intentional poisoning,intentional poisoning by lipotropic medications
243,Intentional poisoning,Intentional furosemide poisoning
244,Intentional poisoning,intentional poisoning by mercurial diuretics
245,Intentional poisoning,intentional poisoning by purine derivative diuretics
246,Intentional poisoning,intentional poisoning by diuretics
247,Intentional poisoning,intentional poisoning by thiazides
248,Intentional poisoning,intentional poisoning by carbonic acid anhydrase inhibitor
249,Intentional poisoning,intentional poisoning by antimetabolites
250,Intentional poisoning,intentional poisoning by skeletal muscle relaxants
251,Intentional poisoning,intentional poisoning by smooth muscle relaxants
252,Intentional poisoning,intentional poisoning by muscle relaxants
253,Intentional poisoning,Intentional pethidine poisoning
254,Intentional poisoning,intentional poisoning by monoamine oxidase inhibitors
255,Intentional poisoning,intentional poisoning by phenothiazine-based tranquilizer
256,Intentional poisoning,intentional poisoning by butyrophenone
257,Intentional poisoning,intentional poisoning by minor tranquilizers
258,Intentional poisoning,intentional poisoning by psychotropic agents
259,Intentional poisoning,intentional poisoning by antiasthmatics
260,Intentional poisoning,intentional poisoning by respiratory medications
261,Intentional poisoning,Intentional pentobarbitone poisoning
262,Intentional poisoning,intentional poisoning by barbiturates
263,Intentional poisoning,intentional poisoning by bromides
264,Intentional poisoning,intentional poisoning by enzymes
265,Intentional poisoning,intentional poisoning by pertussis vaccine
266,Intentional poisoning,intentional poisoning by mixed bacterial vaccines
267,Intentional poisoning,intentional poisoning by bacterial vaccines
268,Intentional poisoning,intentional poisoning by mixed viral-rickettsial or bacterial vaccine
269,Intentional poisoning,intentional poisoning by vaccines
270,Intentional poisoning,intentional poisoning by radiographic contrast material
271,Intentional poisoning,intentional poisoning by Ara-A
272,Intentional poisoning,intentional poisoning by interleukin-2
273,Intentional poisoning,intentional poisoning by sarin
274,Intentional poisoning,intentional poisoning by Soman
275,Intentional poisoning,intentional poisoning by Tabun
276,Intentional poisoning,intentional poisoning by VX
277,Intentional poisoning,intentional poisoning by lewisite
278,Intentional poisoning,intentional poisoning by mustard gas
279,Intentional poisoning,intentional poisoning by cyanogen chloride
280,Intentional poisoning,intentional poisoning by incapacitating agent
281,Intentional poisoning,intentional poisoning by penicillin
282,Intentional poisoning,intentional poisoning by antifungals
283,Intentional poisoning,intentional poisoning by cephalosporins
284,Intentional poisoning,intentional poisoning by antimycobacterials
285,Intentional poisoning,intentional poisoning by aminoglycosides
286,Intentional poisoning,intentional poisoning by chemotherapeutics
287,Intentional poisoning,intentional poisoning by anthelmintics
288,Intentional poisoning,intentional poisoning by antimalarials
289,Intentional poisoning,intentional poisoning by antiprotozoal drugs
290,Intentional poisoning,intentional poisoning by metronidazole
291,Intentional poisoning,intentional poisoning by antiviral agent
292,Intentional poisoning,intentional poisoning by arsenical anti-infective
293,Intentional poisoning,intentional poisoning by sulfonamides
294,Intentional poisoning,Intentional sulfadiazine poisoning
295,Intentional poisoning,intentional poisoning by heavy metals
296,Intentional poisoning,intentional poisoning by anti-infective antimony compound
297,Intentional poisoning,intentional poisoning by anti-infective lead compound
298,Intentional poisoning,intentional poisoning by anti-infective mercury compound
299,Intentional poisoning,intentional poisoning by quinoline
300,Intentional poisoning,intentional poisoning by adrenocorticosteroids
301,Intentional poisoning,Intentional fluorinated corticosteroid poisoning
302,Intentional poisoning,intentional poisoning by anabolic steroids
303,Intentional poisoning,intentional poisoning by ovarian hormones
304,Intentional poisoning,Intentional estrogen poisoning
305,Intentional poisoning,Intentional oral contraceptive poisoning
306,Intentional poisoning,intentional poisoning by antidiabetic agents
307,Intentional poisoning,intentional poisoning by oral hypoglycemics
308,Intentional poisoning,intentional poisoning by sulfonylureas
309,Intentional poisoning,intentional poisoning by anterior pituitary hormones
310,Intentional poisoning,Intentional corticotropin poisoning
311,Intentional poisoning,Intentional gonadotrophin poisoning
312,Intentional poisoning,intentional poisoning by growth hormone
313,Intentional poisoning,intentional poisoning by posterior pituitary hormones
314,Intentional poisoning,intentional poisoning by thyroid derivatives
315,Intentional poisoning,intentional poisoning by antithyroids
316,Intentional poisoning,intentional poisoning by antihistamines
317,Intentional poisoning,intentional poisoning by acidifying agents
318,Intentional poisoning,intentional poisoning by alkalizing agents
319,Intentional poisoning,intentional poisoning by heavy metal antagonists
320,Intentional poisoning,intentional poisoning by vitamins
321,Intentional poisoning,intentional poisoning by penicillamine
322,Intentional poisoning,"intentional poisoning by analgesics, antipyretics, and antirheumatics"
323,Intentional poisoning,intentional poisoning by opioids
324,Operative Surgical Procedures,Postoperative lower respiratory tract infection
325,Central venous cannula insertion via umbilical vein,infection due to umbilical venous catheter
326,Obstetric Delivery,post-delivery exam vaginal bleeding
327,Obstetric Delivery,post-delivery vaginal bleeding pad count ___
328,Obstetric Delivery,post-delivery vaginal bleeding excessive
329,Cholecystectomy procedure,retained cholelithiasis following cholecystectomy
330,Incision of bladder,complication of cystostomy fistula
331,Incision of bladder,complication of cystostomy hernia
332,Incision of bladder,complication of cystostomy prolapse
333,Destructive procedure (surgical),thyroid biopsy recurrence after ablation
334,Interventional procedure,postprocedural chemical pneumonitis
335,"Intracranial Subdural Hematoma, Traumatic",Late effect of subdural hematoma due to trauma
336,Chickenpox,Zoster Sine Herpete
337,Traumatic injury,"Subdural hemorrhage following injury with open intracranial wound, with no loss of consciousness"
338,Cataract surgery,bullous keratopathy following cataract surgery
339,Blood Transfusion,yellow skin or eyes following blood transfusion
340,Procedure on endocrine system,postprocedural endocrine complications and disorders
341,Procedure on endocrine system,endocrine disorders postprocedural complication hemorrhage
342,Procedure on endocrine system,endocrine postprocedural hemorrhage following a procedure
343,Procedure on endocrine system,endocrine disorders postprocedural complication hematoma
344,Procedure on endocrine system,postprocedural endocrine hematoma following a procedure
345,Surgical iridotomy,post-iridotomy condition of right eye
346,Surgical iridotomy,post-iridotomy condition of left eye
347,Surgical iridotomy,post-iridotomy condition of both eyes
348,Tick bite (disorder),circular pustule at site of tick bite
349,Tick bite (disorder),circular pustule at site of tick bite spreading outward
350,Tick bite (disorder),circular pustule at site of tick bite as surrounding red ring
351,Removal of catheter,foreign body left following removal of catheter or packing causing complication
352,Removal of catheter,foreign body left following removal of catheter or packing causing adhesions
353,Removal of catheter,foreign body left following removal of catheter or packing causing obstruction
354,Removal of catheter,foreign body left following removal of catheter or packing causing perforation
355,Cataract surgery,disorder of eye following cataract surgery
356,Immunization,postvaccination arthropathy of multiple sites
357,Arthrodesis,orthopedics postsurgical arthrodesis status (diagnosis)
358,Pacemaker Procedure,status of cardiac pacemaker incision
359,Pacemaker Procedure,well-healed cardiac pacemaker incision
360,Pacemaker Procedure,cardiac pacemaker incision with sterile strips in place
361,Pacemaker Procedure,cardiac pacemaker incision with staples in place
362,Pacemaker Procedure,cardiac pacemaker incision with sutures in place
363,Pacemaker Procedure,dehiscence of cardiac pacemaker incision
364,Pacemaker Procedure,status of tissue surrounding cardiac pacemaker incision
365,Pacemaker Procedure,erythematous tissue surrounding cardiac pacemaker incision
366,Pacemaker Procedure,warm tissue surrounding cardiac pacemaker incision
367,Pacemaker Procedure,swollen tissue surrounding cardiac pacemaker incision
368,Pacemaker Procedure,indurated tissue surrounding cardiac pacemaker incision
369,Pacemaker Procedure,fluctuant tissue surrounding cardiac pacemaker incision
370,Pacemaker Procedure,foul-smelling tissue surrounding cardiac pacemaker incision
371,Pacemaker Procedure,tender tissue surrounding cardiac pacemaker incision
372,Pacemaker Procedure,ecchymotic tissue surrounding cardiac pacemaker incision
373,Bypass of small intestine,"Arthropathy following intestinal bypass, multiple sites"
374,Administration of vaccine to produce active immunity,septic shock following vaccination
375,Ectopic Pregnancy,endometritis following ectopic pregnancy
376,Ectopic Pregnancy,parametritis following ectopic pregnancy
377,Ectopic Pregnancy,amniotic fluid embolism following ectopic pregnancy
378,Ectopic Pregnancy,pulmonary embolism following ectopic pregnancy
379,Ectopic Pregnancy,air embolism following ectopic pregnancy
380,Ectopic Pregnancy,cardiac arrest following ectopic pregnancy
381,Ectopic Pregnancy,cerebral anoxia following ectopic pregnancy
382,Infusion procedures,septic shock following infusion
383,Traumatic injury,healed traumatic fracture
384,Cardioverter defibrillator procedure,status of cardiac defibrillator incision
385,Cardioverter defibrillator procedure,well-healed cardiac defibrillator incision
386,Cardioverter defibrillator procedure,cardiac defibrillator incision status sterile strips in place
387,Cardioverter defibrillator procedure,cardiac defibrillator incision with staples in place
388,Cardioverter defibrillator procedure,cardiac defibrillator incision with sutures in place
389,Cardioverter defibrillator procedure,dehiscence of cardiac defibrillator incision
390,Cardioverter defibrillator procedure,status of tissue surrounding cardiac defibrillator incision
391,Cardioverter defibrillator procedure,erythematous tissue surrounding cardiac defibrillator incision
392,Cardioverter defibrillator procedure,warm tissue surrounding cardiac defibrillator incision
393,Cardioverter defibrillator procedure,swollen tissue surrounding cardiac defibrillator incision
394,Cardioverter defibrillator procedure,indurated tissue surrounding cardiac defibrillator incision
395,Cardioverter defibrillator procedure,fluctuant tissue surrounding cardiac defibrillator incision
396,Cardioverter defibrillator procedure,foul-smelling tissue surrounding cardiac defibrillator incision
397,Cardioverter defibrillator procedure,tender tissue surrounding cardiac defibrillator incision
398,Cardioverter defibrillator procedure,ecchymotic tissue surrounding cardiac defibrillator incision
399,Insertion of prosthesis of bone,fracture of humerus following insertion of orthopedic device/implant/graft
400,Insertion of prosthesis of bone,fracture of radius or ulna following insertion of orthopedic device/implant/graft
401,Insertion of prosthesis of bone,fracture of femur following insertion of orthopedic device/implant/graft
402,Insertion of prosthesis of bone,fracture of tibia or fibula following insertion of orthopedic device/implant/graft
403,Insertion of prosthesis of bone,fracture following insertion of orthopedic device/implant/graft pelvis
404,Hydatidiform Mole,endometritis following molar pregnancy
405,Hydatidiform Mole,parametritis following molar pregnancy
406,Hydatidiform Mole,amniotic fluid embolism following molar pregnancy
407,Hydatidiform Mole,pulmonary embolism following molar pregnancy
408,Hydatidiform Mole,air embolism following molar pregnancy
409,Hydatidiform Mole,cardiac arrest following molar pregnancy
410,Hydatidiform Mole,cerebral anoxia following molar pregnancy
411,Insertion of orthodontic appliance,fracture following insertion of orthopedic device/implant/graft
412,Insertion of carotid pacemaker,status of carotid sinus pacemaker incision
413,Insertion of carotid pacemaker,well-healed carotid sinus pacemaker incision status
414,Insertion of carotid pacemaker,carotid sinus pacemaker incision with sterile strips in place
415,Insertion of carotid pacemaker,carotid sinus pacemaker incision with staples in place
416,Insertion of carotid pacemaker,carotid sinus pacemaker incision with sutures in place
417,Insertion of carotid pacemaker,carotid sinus pacemaker incision with dehiscence
418,Insertion of carotid pacemaker,examination of tissue surrounding carotid sinus pacemaker incision
419,Insertion of carotid pacemaker,erythematous tissue surrounding carotid sinus pacemaker incision
420,Insertion of carotid pacemaker,warm tissue surrounding carotid sinus pacemaker incision
421,Insertion of carotid pacemaker,swollen tissue surrounding carotid sinus pacemaker incision
422,Insertion of carotid pacemaker,indurated tissue surrounding carotid sinus pacemaker incision
423,Insertion of carotid pacemaker,fluctuant tissue surrounding carotid sinus pacemaker incision
424,Insertion of carotid pacemaker,foul smelling tissue surrounding carotid sinus pacemaker incision
425,Insertion of carotid pacemaker,tender tissue surrounding carotid sinus pacemaker incision
426,Insertion of carotid pacemaker,ecchymotic tissue surrounding carotid sinus pacemaker incision
427,Nebulizer therapy,still short of breath after inhaler or nebulizer
428,Injection procedure,septic shock following injection
429,Kidney biopsy,length of hematoma after closed renal biopsy
430,Cardiovascular Surgical Procedures,Recurrent interatrial communication after prior cardiovascular surgical procedure
431,Cardiovascular Surgical Procedures,Recurrent atrial component of atrioventricular septal defect after prior cardiovascular surgical procedure
432,Cardiovascular Surgical Procedures,Recurrent ventricular component of atrioventricular septal defect after prior cardiovascular surgical procedure
433,Repair of pulmonary vein,Stenosis of anastomosis between pulmonary venous confluence and left atrium after prior repair of anomalous pulmonary venous connection
434,Atrial fenestration operation,Spontaneous closure of surgically created fenestration of interatrial septum after prior atrial fenestration operation
435,Atrial fenestration operation,Spontaneous closure of surgically created fenestration of atrial tunnel after prior atrial fenestration operation
436,Total cavopulmonary connection,Obstruction of right atrial conduit after prior total cavopulmonary connection procedure
437,Total cavopulmonary connection,Obstruction of right atrial tunnel after prior total cavopulmonary connection procedure
438,Group A Streptococcal Infections,Rheumatic mitral valve annular calcification
439,Group A Streptococcal Infections,Rheumatic mitral valve prolapse
440,Heart Transplantation,Coronary arteriosclerosis in native artery of transplanted heart
441,Operative Surgical Procedures,Postoperative atrioventricular block
442,Operative Surgical Procedures,Postoperative hypertension
443,Implantation of biventricular cardiac pacemaker system,Malfunction of biventricular cardiac pacemaker battery
444,Implantation of heart valve prosthesis or synthetic device,Mechanical complication of heart valve prosthesis
445,Implantation of heart valve prosthesis or synthetic device,Infection and inflammatory reaction due to cardiac valve prosthesis
446,Implantation of heart valve prosthesis or synthetic device,Prosthetic valve endocarditis
447,Implantation of heart valve prosthesis or synthetic device,Prosthetic cardiac valve dehiscence
448,Implantation of heart valve prosthesis or synthetic device,Prosthetic cardiac valve component embolism
449,Implantation of heart valve prosthesis or synthetic device,Prosthetic cardiac valve regurgitation
450,Implantation of heart valve prosthesis or synthetic device,Prosthetic cardiac paravalvular leak
451,Implantation of heart valve prosthesis or synthetic device,Prosthetic cardiac valve thrombosis
452,Implantation of heart valve prosthesis or synthetic device,Prosthetic cardiac valve obstruction
453,Implantation of heart valve prosthesis or synthetic device,Prosthetic cardiac valve vegetation
454,Implantation of heart valve prosthesis or synthetic device,Prosthetic cardiac valve calcification
455,Implantation of heart valve prosthesis or synthetic device,Prosthetic cardiac valve displacement
456,Implantation of heart valve prosthesis or synthetic device,Prosthetic aortic valve regurgitation
457,Implantation of heart valve prosthesis or synthetic device,Paraprosthetic aortic regurgitation
