,CUI1,CUI2
150,FUS/ERG FUSION GENE,Localized Peripheral Primitive Neuroectodermal Tumor
151,C-KIT Gene,Gastrointestinal Stromal Tumors
152,TRIM33/RET Fusion Gene,Multicentric Thyroid Gland Papillary Carcinoma
153,BRAF gene,Rectosigmoid Mucinous Adenocarcinoma
154,FUS/ERG FUSION GENE,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor of Bone
155,TP53 gene,Lung Hilum Carcinoma
156,ERG gene,Acinar Prostate Mucinous Adenocarcinoma
157,NTRK1/TPM3 Fusion Gene,Stage II Thyroid Gland Papillary Carcinoma AJCC v7
158,TP53 gene,Stage IB Lung Small Cell Carcinoma AJCC v7
159,TP53 gene,Laryngeal Basaloid Carcinoma
160,KRAS gene,Stage IIC Rectal Cancer AJCC v7
161,NF2 gene,Transitional Meningioma
162,GOLGA5/RET Fusion Gene,Papillary Thyroid Microcarcinoma
163,TP53 gene,Adenosquamous cell lung cancer
164,KRAS gene,Stage IIB Colon Cancer AJCC v7
165,EWS/WT1 FUSION GENE,Adult Desmoplastic Small Round Cell Tumor
166,NPM1/RARA Short Fusion Gene,Acute Myeloid Leukemia with t(5;17)(q35;q21)
167,TP53 gene,Stage IIIC Esophageal Squamous Cell Carcinoma AJCC v7
168,TMPRSS2 gene,Adenocarcinoma of the prostate stage III
169,WT1 gene,Stage V Kidney Wilms Tumor
170,CDKN2A gene,Cutaneous Malignant Melanoma 2
171,BRAF gene,Anaplastic Carcinoma of the Rectum
172,TP53 gene,Recurrent Childhood Glioblastoma
173,ERBB2 gene,Intermediate Grade Ductal Breast Carcinoma In Situ
174,BRCA2 gene,signet ring cell carcinoma of pancreas
175,CCND1 gene,Low Grade Ductal Breast Carcinoma In Situ
176,PCM1 gene,Columnar Cell Variant Thyroid Gland Papillary Carcinoma
177,MYC gene,Gastric Burkitt Lymphoma
178,PTCH1 gene,Skin Sarcomatoid Basal Cell Carcinoma
179,TRIM24/RET Fusion Gene,Papillary thyroid carcinoma
180,EWSR1/PATZ1 Fusion Gene,Metastatic Bone Ewing Sarcoma
181,SS18/SSX4 Fusion Gene,Esophageal Synovial Sarcoma
182,IDH Gene Family,"Oligodendroglioma, IDH-Mutant and 1p/19q-Codeleted"
183,TP53 gene,Lung Lymphoepithelioma-Like Carcinoma
184,BRAF gene,Primary Peritoneal Low Grade Serous Adenocarcinoma
185,GNAQ gene,Epithelioid Cell Uveal Melanoma
186,BRAF gene,Stage IIIB Rectal Cancer AJCC v7
187,FUS/CREB3L1 Fusion Gene,Low-grade fibromyxoid sarcoma
188,CREB3L2/FUS FUSION GENE,Low Grade Fibromyxoid Sarcoma with Giant Collagen Rosettes
189,VHL gene,Hereditary clear cell renal cell carcinoma
190,KRAS gene,Stage III Colon Cancer
191,TP53 gene,Glioblastoma multiforme of spinal cord
192,TP53 gene,"Infiltrating Bladder Urothelial Carcinoma, Clear Cell Variant"
193,EML4 gene,"Adenocarcinoma of lung, stage I"
194,KRAS gene,Adenocarcinoma of lung (disorder)
195,TP53 gene,Schistosoma Hematobium-Related Bladder Squamous Cell Carcinoma
196,EGFR gene,Adenosquamous cell lung cancer stage IV
197,EGFR gene,Non-small cell lung cancer stage IIIB
198,TP53 gene,Stage 0 Oropharyngeal Squamous Cell Carcinoma AJCC v6 and v7
199,KRAS gene,Colon Cancer by AJCC v6 Stage
200,ALK gene,Stage IB Lung Adenocarcinoma AJCC v7
201,TP53 gene,Metastatic Lung Non-Squamous Non-Small Cell Carcinoma
202,TP53 gene,Squamous cell carcinoma of palate
203,APC gene,Colorectal Signet Ring Cell Carcinoma
204,KRAS gene,Childhood Colorectal Carcinoma
205,KRAS gene,Stage IIIB Colorectal Cancer AJCC v7
206,PDGFRA gene,Stage IIIB Gastric Gastrointestinal Stromal Tumor
207,GOLGA5/RET Fusion Gene,Cribriform-Morular Variant Thyroid Gland Papillary Carcinoma
208,APC gene,Grade 2 Colorectal Adenocarcinoma
209,BRAF gene,Grade 2 Colorectal Adenocarcinoma
210,EWSR1/PATZ1 Fusion Gene,Peripheral primitive neuroectodermal bone tumor
211,TMPRSS2 gene,Well Differentiated Prostate Adenocarcinoma
212,TP53 gene,Human Papillomavirus-Related Endocervical Adenocarcinoma
213,PDGFRA gene,Gastrointestinal stromal tumor of small intestine
214,EWSR1/FLI1 Fusion Gene,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor of Bone
215,KRAS gene,Colorectal Neuroendocrine Carcinoma
216,BRAF gene,Colorectal Mixed Adenoneuroendocrine Carcinoma
217,TP53 gene,Colon Carcinoma Metastatic in the Lung
218,EWSR1/ETV1 Fusion Gene,Recurrent tumors of the Ewing's family
219,TP53 gene,Stage III Rectosigmoid Cancer AJCC v6
220,SS18/SSX1 Fusion Gene,Synovial sarcoma metastatic
221,ERBB2 gene,Tubular breast carcinoma
222,APC gene,Stage IIB Rectal Cancer AJCC v7
223,BRCA2 gene,Pancreatic Foamy Gland Adenocarcinoma
224,EGFR gene,"Lung Squamous Cell Carcinoma, Papillary Variant"
225,TMPRSS2 gene,Small cell carcinoma of prostate
226,CCND1 gene,Papillary carcinoma of the breast
227,FHIT gene,"Cervical Mucinous Adenocarcinoma, Signet Ring Cell Type"
228,C-KIT Gene,Smoldering Systemic Mastocytosis
229,ABL1 gene,"Myeloid Leukemia, Chronic"
230,BRAF gene,Grade 1 Rectal Adenocarcinoma
231,FHIT gene,Cervical Adenosquamous Carcinoma
232,APC gene,malignant neoplasm of large intestine stage IV
233,ERC1/RET Fusion Gene,Papillary thyroid carcinoma
234,CDH1 gene,"Carcinoma, Lobular"
235,TP53 gene,"Vulvar Squamous Cell Carcinoma, Keratoacanthoma Type"
236,EWSR1 gene,Localized Bone Ewing Sarcoma
237,CRTC1/MAML2 Fusion Gene,Major Salivary Gland Mucoepidermoid Carcinoma
238,MYC gene,"Cervical Adenosquamous Carcinoma, Glassy Cell Variant"
239,EWSR1/ETV4 Fusion Gene,Extra-osseous Ewing's sarcoma recurrent
240,CCND1 gene,Parathyroid Gland Oncocytic Adenoma
241,COL1A1/PDGFB FUSION GENE,Dedifferentiated Dermatofibrosarcoma Protuberans
242,PDGFRA gene,Retroperitoneal Gastrointestinal Stromal Tumor
243,TPM4/ALK Fusion Gene,Lung Inflammatory Myofibroblastic Tumor
244,ERBB2 gene,Apocrine Breast Carcinoma In Situ
245,FUS/CREB3L1 Fusion Gene,Low Grade Fibromyxoid Sarcoma with Giant Collagen Rosettes
246,GNAS gene,"Fibrous Dysplasia, Monostotic"
247,TP53 gene,"Infiltrating Bladder Urothelial Carcinoma, Sarcomatoid Variant with Heterologous Elements"
248,ALK gene,Inflammatory pseudotumor of liver
249,MYC gene,Stage IIIA Cervical Carcinoma
250,MYC gene,Stage IVA Cervical Cancer AJCC v6 and v7
251,ALK/CLTC FUSION GENE,Breast Inflammatory Myofibroblastic Tumor
252,FHIT gene,"Endocervical Adenocarcinoma, Usual Type"
253,KRAS gene,Colorectal Signet Ring Cell Carcinoma
254,TP53 gene,Cervical Cancer by AJCC v6 Stage
255,PML/RARA Fusion Gene,Adult Acute Promyelocytic Leukemia with PML-RARA
256,EWSR1 gene,Ewings sarcoma
257,HLA-A gene,Stage IV Nasopharyngeal Keratinizing Squamous Cell Carcinoma AJCC v7
258,FHIT gene,Stage 0 Cervical Cancer AJCC v6
259,FHIT gene,Stage IB2 Cervical Cancer
260,EWSR1/FLI1 Fusion Gene,Askin's tumor
261,TP53 gene,Stage IIIB Colorectal Cancer AJCC v7
262,FUS/ERG FUSION GENE,Peripheral primitive neuroectodermal bone tumor
263,C-KIT Gene,"Gastrointestinal stromal tumor, uncertain malignant potential"
264,KRAS gene,Stage I Rectosigmoid Cancer AJCC v6 and v7
265,BRAF gene,Splenic Manifestation of Hairy Cell Leukemia
266,ERG gene,Squamous cell carcinoma of prostate
267,KRAS gene,Rectosigmoid cancer recurrent
268,TRIM24/RET Fusion Gene,Stage II Thyroid Gland Papillary Carcinoma AJCC v7
269,EGFR gene,Stage IIA Lung Adenosquamous Carcinoma AJCC v7
270,PALB2 gene,Hereditary Female Breast Carcinoma
271,CCND1 gene,solid type ductal carcinoma in situ of breast
272,EGFR gene,Stage IIB Lung Adenosquamous Carcinoma AJCC v7
273,BRAF gene,Stage II Rectosigmoid Cancer AJCC v7
274,KRAS gene,clear cell adenocarcinoma of gallbladder
275,NCOA4/RET Fusion Gene,Stage IVC Thyroid Gland Papillary Carcinoma AJCC v7
276,TP53 gene,Infiltrating Bladder Urothelial Carcinoma Associated with Urethral Carcinoma
277,ERG gene,Adenocarcinoma of prostate
278,HMGA2 gene,Uterine Corpus Cellular Leiomyoma
279,C-KIT Gene,"Mastocytosis, Systemic"
280,TP53 gene,Ampulla of Vater Mucinous Adenocarcinoma
281,BRCA2 gene,undifferentiated carcinoma of pancreas
282,KRAS gene,carcinoma of pancreas with osteoclast-like giant cells
283,ERG gene,Adenocarcinoma of the prostate stage II
284,ERG gene,Adenocarcinoma of the prostate stage III
285,CBFB/MYH11 FUSION GENE,Acute myeloid leukemia with abnormal marrow eosinophils
286,TP53 gene,Asbestos-Related Lung Carcinoma
287,BRAF gene,mucinous adenocarcinoma of rectum
288,TP53 gene,Infiltrating Bladder Urothelial Carcinoma with Trophoblastic Differentiation
289,STK11 gene,Peutz-Jeghers Syndrome
290,FUS/ERG FUSION GENE,Metastatic Ewing's Sarcoma
291,EWSR1/ETV1 Fusion Gene,Ewing's sarcoma recurrent
292,BCL2 gene,Ann Arbor Stage II Follicular Lymphoma
293,BRAF gene,Mucinous adenocarcinoma of colon
294,MYC gene,Cervical Non-Keratinizing Squamous Cell Carcinoma
295,TP53 gene,Lung Basaloid Squamous Cell Carcinoma
296,WRN gene,Werner Syndrome
297,ALK gene,Abdominal Inflammatory Myofibroblastic Tumor
298,SS18/SSX4 Fusion Gene,"Synovial sarcoma, spindle cell"
299,PAX8/PPARG Fusion Gene,Thyroid Gland Follicular Adenoma with Bizarre Nuclei
300,VHL gene,Non functioning pancreatic endocrine tumor
301,TP53 gene,Papillary serous endometrial carcinoma
302,TP53 gene,Infiltrating Bladder Urothelial Carcinoma
303,ALK/CLTC FUSION GENE,Inflammatory pseudotumor of liver
304,KRAS gene,Rectal Cancer by AJCC v6 Stage
305,TP53 gene,Stage IA1 Cervical Cancer
306,VHL gene,Uterine Ligament Papillary Cystadenoma Associated with von Hippel-Lindau Disease
307,EWSR1/ETV1 Fusion Gene,PNET of bone localized
308,SS18/SSX4 Fusion Gene,Cardiac Biphasic Synovial Sarcoma
309,SS18/SSX1 Fusion Gene,Cardiac Monophasic Synovial Sarcoma
310,TP53 gene,Infiltrating Bladder Lymphoepithelioma-Like Carcinoma
311,CCND1 gene,Cutaneous Mantle Cell Lymphoma
312,GOLGA5/RET Fusion Gene,Clear Cell Variant Thyroid Gland Papillary Carcinoma
313,EGFR gene,Stage IIA Lung Adenocarcinoma AJCC v7
314,MYC gene,Cervical Cancer by AJCC v6 Stage
315,APC gene,Childhood Colorectal Carcinoma
316,TP53 gene,Stage IIC Colorectal Cancer AJCC v7
317,BRAF gene,Colon Intramucosal Adenocarcinoma
318,PTCH1 gene,"Basal cell carcinoma, infundibulocystic"
319,KRAS gene,Grade 1 Colorectal Adenocarcinoma
320,MYC gene,Burkitt's lymphoma of small intestine
321,PTCH1 gene,Stage IVB Basal Cell Lip Carcinoma
322,TP53 gene,Lower Gingival Squamous Cell Carcinoma
323,ERBB2 gene,Solid Papillary Breast Carcinoma
324,NCOA4/RET Fusion Gene,Stage IVA Thyroid Gland Papillary Carcinoma AJCC v7
325,NTRK1/TPM3 Fusion Gene,Stage IVB Thyroid Gland Papillary Carcinoma AJCC v7
326,TP53 gene,Anaplastic Diencephalic Astrocytoma
327,EWSR1 gene,Localized Peripheral Primitive Neuroectodermal Tumor
328,EWSR1/ERG Fusion Gene,Recurrent tumors of the Ewing's family
329,TP53 gene,Recurrent Lung Carcinoma Cell Type Unspecified
330,KRAS gene,Squamous cell carcinoma of rectum
331,APC gene,Stage IIIB Colon Cancer AJCC v7
332,CDKN2A gene,clear cell adenocarcinoma of gallbladder
333,FHIT gene,"Cervical Mucinous Adenocarcinoma, Intestinal-Type"
334,TP53 gene,Large cell carcinoma with rhabdoid phenotype
335,GNAQ gene,Stage IIA Uveal Melanoma AJCC v7
336,TP53 gene,Grade 2 Rectal Adenocarcinoma
337,KRAS gene,Grade 1 Colon Adenocarcinoma
338,TP53 gene,Rectal Micropapillary Adenocarcinoma
339,ALK gene,mucinous adenocarcinoma of lung
340,CRTC1/MAML2 Fusion Gene,Minor Salivary Gland Mucoepidermoid Carcinoma
341,PTCH1 gene,Cystic basal cell carcinoma
342,EWSR1/PATZ1 Fusion Gene,Metastatic Ewing's Sarcoma
343,BRAF gene,Colon cancer recurrent
344,KRAS gene,Colorectal Serrated Adenocarcinoma
345,WT1 gene,Blastema Predominant Kidney Wilms Tumor
346,EWSR1 gene,Extra-osseous Ewing's sarcoma metastatic
347,SMARCB1 gene,Atypical Teratoid Rhabdoid Tumor
348,TP53 gene,Rectal Medullary Carcinoma
349,APC gene,Colon Carcinoma Metastatic in the Liver
350,TP53 gene,Large cell lung cancer stage I
351,CTNNB1 gene,Mixed Hepatoblastoma with Teratoid Features
352,KRAS gene,"Adenocarcinoma of lung, stage IV"
353,TP53 gene,Cervical Papillary Squamous Cell Carcinoma
354,ERBB2 gene,hepatoid adenocarcinoma of gallbladder
355,MYC gene,"Cervical Mucinous Adenocarcinoma, Gastric Type"
356,RB1 gene,Familial Retinoblastoma
357,BRAF gene,Colorectal Mucinous Adenocarcinoma
358,GNA11 gene,Choroid Spindle Cell Melanoma
359,KRAS gene,"Gallbladder Adenocarcinoma, Biliary Type"
360,TRIM33/RET Fusion Gene,Thyroid Gland Papillary Carcinoma with Fibromatosis/Fasciitis-Like Stroma
361,MEN1 gene,Malignant Pancreatic Vipoma
362,TP53 gene,Stage IVA Colorectal Cancer AJCC v7
363,EWSR1/FEV Fusion Gene,Extra-osseous Ewing's sarcoma
364,NTRK1/TPM3 Fusion Gene,Warthin-Like Variant Thyroid Gland Papillary Carcinoma
365,APC gene,Grade 3 Colorectal Adenocarcinoma
366,RB1 gene,Trilateral Retinoblastoma
367,CDKN2A gene,Pancreatic Moderately Differentiated Ductal Adenocarcinoma
368,CCND1 gene,Solid Papillary Breast Carcinoma
369,TP53 gene,Stage 0 Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7
370,TP53 gene,Squamous cell carcinoma of the oral cavity stage I
371,FHIT gene,Human Papillomavirus-Related Cervical Carcinoma
372,NCOA4/RET Fusion Gene,Stage III Thyroid Gland Papillary Carcinoma AJCC v7
373,EGFR gene,Sarcomatoid carcinoma of the lung
374,TP53 gene,Lung Spindle Cell Carcinoma
375,PAX8/PPARG Fusion Gene,Thyroid Gland Mucinous Follicular Adenoma
376,TP53 gene,Non-Small Cell Lung Carcinoma
377,APC gene,Stage IV Rectal Carcinoma
378,KRAS gene,Colon Carcinoma Metastatic in the Lung
379,APC gene,Stage II Rectal Cancer
380,BRCA2 gene,Hereditary Male Breast Carcinoma
381,APC gene,Stage II Rectal Cancer AJCC v7
382,PTCH1 gene,Stage II Lip Basal Cell Carcinoma
383,NF1 gene,Intraocular Malignant Peripheral Nerve Sheath Tumor
384,APC gene,Cecum Carcinoma
385,RET gene,Medullary carcinoma of thyroid
386,NTRK1/TPM3 Fusion Gene,Follicular Variant Thyroid Gland Papillary Carcinoma
387,BRAF gene,Stage I Colon Cancer AJCC v6 and v7
388,TP53 gene,Carcinoma of lung
389,CDC73 gene,Parathyroid Gland Adenocarcinoma
390,MEN1 gene,Pancreatic Gastrin-Producing Neuroendocrine Tumor
391,HLA-A gene,Stage IVA Nasopharyngeal Carcinoma AJCC v7
392,KRAS gene,Appendix Tubular Adenoma
393,MSH6 gene,Hereditary Non-Polyposis Colon Cancer Type 2
394,EWS/WT1 FUSION GENE,Desmoplastic Small Round Cell Tumor
395,HLA-A gene,"Stage 0 Nasopharyngeal Carcinoma AJCC v6, v7, and v8"
396,DNAJB1/PRKACA FUSION GENE,Fibrolamellar Hepatocellular Carcinoma
397,EGFR gene,Recurrent Childhood Giant Cell Glioblastoma
398,FUS/ERG FUSION GENE,Metastatic Bone Ewing Sarcoma
399,EWSR1/ETV4 Fusion Gene,Localized Bone Ewing Sarcoma
400,PDGFRA gene,Extragastrointestinal Gastrointestinal Stromal Tumor
401,GNA11 gene,Class 2 Uveal Melanoma
402,EWSR1 gene,Localized Ewing Sarcoma
403,GNAQ gene,Class 1b Uveal Melanoma
404,SS18 gene,Gastric Synovial Sarcoma
405,CCDC6/RET Fusion Gene,"Follicular Variant Thyroid Gland Papillary Carcinoma, Infiltrative Subtype"
406,ALK/CLTC FUSION GENE,Retroperitoneal Inflammatory Myofibroblastic Tumor
407,MDM2 gene,Glioblastoma multiforme of spinal cord
408,MYC gene,Stage IIIB Cervical Cancer AJCC v6 and v7
409,BRAF gene,Rectal Cancer by AJCC v6 Stage
410,SS18/SSX1 Fusion Gene,Childhood Synovial Sarcoma
411,MYC gene,Colorectal Burkitt Lymphoma
412,FHIT gene,Stage IA2 Cervical Cancer
413,BRAF gene,Ulcerative Colitis-Associated Colorectal Adenocarcinoma
414,EWSR1/FEV Fusion Gene,Peripheral neuroepithelioma of bone recurrent
415,KRAS gene,Adenocarcinoma of lung stage IIIB
416,ABL1 gene,B lymphoblastic leukemia lymphoma with t(9;22)(q34;q11.2); BCR-ABL1
417,TP53 gene,Stage 0 Squamous Cell Lung Carcinoma AJCC v6 and v7
418,TP53 gene,Stage IV Rectal Cancer AJCC v7
419,BRAF gene,Superficial spreading malignant melanoma of skin
420,CDKN2A gene,Pancreatic Medullary Carcinoma
421,CDKN2A gene,"Gallbladder Adenocarcinoma, Biliary Type"
422,EWSR1/FEV Fusion Gene,Askin's tumor
423,C-KIT Gene,Stage IA Gastric Gastrointestinal Stromal Tumor
424,EGFR gene,Non-small cell lung cancer stage II
