,CUI1,CUI2
37,Diabetic coma with ketoacidosis,Diabetic Ketoacidosis
38,Cardiac portal cirrhosis,Heart Diseases
39,Diabetic hyperosmolar non-ketotic state,Diabetes Mellitus
40,"Paralysis, Spinal, Quadriplegic",Spinal Cord Diseases
41,Paralysis due to lesion of spinal cord,Spinal Cord Diseases
42,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,Diabetes Mellitus
43,Nailfold/finger-pulp infarcts in rheumatoid disease,Disease
44,Ketoacidosis in type 1 diabetes mellitus,"Diabetes Mellitus, Insulin-Dependent"
45,Diabetic Ketoacidosis,Diabetes Mellitus
46,Ketoacidotic coma in type 1 diabetes mellitus,Diabetic Ketoacidosis
47,Ketoacidosis in type 2 diabetes mellitus,"Diabetes Mellitus, Non-Insulin-Dependent"
48,Ketoacidotic coma in type 2 diabetes mellitus,Diabetic Ketoacidosis
49,Ketoacidotic coma in type 2 diabetes mellitus,"Diabetes Mellitus, Non-Insulin-Dependent"
50,Infarct of cerebrum due to iatrogenic cerebrovascular accident,Cerebrovascular accident
51,Incomplete tetraplegia due to spinal cord lesion at C1-C4 level,Spinal Cord Diseases
52,Complete tetraplegia due to lesion at C1-C4 level,Spinal Cord Diseases
53,Speech and language developmental delay due to hearing loss,hearing impairment
54,Infarction of lung due to iatrogenic pulmonary embolism,Pulmonary Embolism
55,Incomplete tetraplegia due to lesion at C5-C7 level,Spinal Cord Diseases
56,Allergic rhinitis due to food,Type 1 hypersensitivity response
57,Allergic rhinitis due to food,Atopy
58,Complete tetraplegia due to lesion at C5-C7 level,Spinal Cord Diseases
59,Atopic dermatitis due to animal dander,Atopy
60,Dementia due to Huntington chorea,Huntington Disease
61,Paraneoplastic myositis,Neoplastic disease
62,Deformity of spine due to injury,Traumatic injury
63,Impetigo herpetiformis,Immune hypersensitivity reaction
64,Cardiac cirrhosis,Heart Diseases
65,Spastic spinal syphilitic paralysis,Spinal Cord Diseases
66,Epidural ascending spinal paralysis,Spinal Cord Diseases
67,"Vitamin D-Resistant Rickets, X-Linked",Specific renal tubule transport defect
68,Neutropenia associated with infectious disease,Communicable Diseases
69,Seasonal allergic conjunctivitis,Allergic reaction to pollen
70,Cardiomegaly - hypertensive,Hypertensive disease
71,Dilated cardiomyopathy due to systemic sclerosis,Systemic Scleroderma
72,Pathological fracture due to osteoporosis,Osteoporosis
73,Hypothyroidism due to systemic sclerosis,Systemic Scleroderma
74,Pericarditis secondary to scleroderma,Systemic Scleroderma
75,Heparin-induced thrombocytopenia with thrombosis,Hypersensitivity
76,Autoimmune thrombocytopenia,Hypersensitivity
77,Secondary autoimmune thrombocytopenia,Hypersensitivity
78,Alloimmune thrombocytopenia,Hypersensitivity
79,Alloimmune platelet transfusion refractoriness,Hypersensitivity
80,Chronic idiopathic thrombocytopenic purpura,Hypersensitivity
81,Toxic diffuse goiter with acropachy,Hypersensitivity
82,Myelopathy due to hematomyelia,Vascular Diseases
83,Drug-induced immune thrombocytopenia,Hypersensitivity
84,Persistent neonatal myasthenia gravis,Hypersensitivity
85,Juvenile or adult myasthenia gravis,Hypersensitivity
86,Congenital and developmental myasthenia,Hypersensitivity
87,Cerebellar stroke syndrome,Cerebellar artery thrombosis
88,Psoriatic arthritis with spine involvement,Hypersensitivity
89,Psoriasis annularis,Hypersensitivity
90,Psoriasis circinata,Hypersensitivity
91,Psoriasis diffusa,Hypersensitivity
92,Chronic small plaque psoriasis,Hypersensitivity
93,Psoriasis geographica,Hypersensitivity
94,Psoriasis gyrata,Hypersensitivity
95,Psoriasis inveterata,Hypersensitivity
96,Rupioid psoriasis,Hypersensitivity
97,Psoriasis palmaris,Hypersensitivity
98,Psoriasis plantaris,Hypersensitivity
99,Psoriasis punctata,Hypersensitivity
100,Pustular psoriasis,Hypersensitivity
101,Psoriasis universalis,Hypersensitivity
102,Psoriasis vulgaris,Hypersensitivity
103,Erythrodermic psoriasis,Hypersensitivity
104,Plasma cell dyscrasia with polyneuropathy,Malignant Neoplasms
105,Paraneoplastic Autonomic Dysfunction,Malignant Neoplasms
106,Genetically determined myasthenia,Hypersensitivity
107,Familial infantile myasthenia,Hypersensitivity
108,Acetylcholine resynthesis deficiency,Hypersensitivity
109,"Myasthenic Syndromes, Congenital",Hypersensitivity
110,Congenital end-plate acetylcholine receptor deficiency,Hypersensitivity
111,Pseudomyopathic myasthenia,Hypersensitivity
112,Putative defect in acetylcholine synthesis or packaging,Hypersensitivity
113,Congenital end-plate acetylcholinesterase deficiency,Hypersensitivity
114,Decrease of motor end-plate potential amplitude without acetylcholine receptor deficiency,Hypersensitivity
115,Abnormality of synaptic vesicles,Hypersensitivity
116,Transient neonatal myasthenia,Hypersensitivity
117,"Myasthenia Gravis, Ocular",Hypersensitivity
118,Myasthenia gravis associated with thymoma,Hypersensitivity
119,Generalized myasthenia,Hypersensitivity
120,Transient ischemic colitis,Ischemia
121,Thyrotoxicosis due to Graves' disease,Hypersensitivity
122,Juvenile Graves' disease,Hypersensitivity
123,Flexural psoriasis,Hypersensitivity
124,Unstable psoriasis,Hypersensitivity
125,Sebopsoriasis,Hypersensitivity
126,Eczematized psoriasis,Hypersensitivity
127,Psoriasis of nail,Hypersensitivity
128,Psoriatic nail dystrophy,Hypersensitivity
129,Psoriatic nail pitting,Hypersensitivity
130,Psoriatic onycholysis,Hypersensitivity
131,Scalp psoriasis,Hypersensitivity
132,Köbner psoriasis,Hypersensitivity
133,Lapiere type of psoriasis,Hypersensitivity
134,Generalized pustular psoriasis,Hypersensitivity
135,Generalized pustular psoriasis of pregnancy,Hypersensitivity
136,Childhood pustular psoriasis,Hypersensitivity
137,Juvenile pustular psoriasis,Hypersensitivity
138,Infantile pustular psoriasis,Hypersensitivity
139,Circinate and annular pustular psoriasis,Hypersensitivity
140,Acropustulosis of infancy,Hypersensitivity
141,Juvenile psoriatic arthritis,Hypersensitivity
142,Juvenile psoriatic arthritis with psoriasis,Hypersensitivity
143,Juvenile psoriatic arthritis without psoriasis,Hypersensitivity
144,Psoriatic arthritis with distal interphalangeal joint involvement,Hypersensitivity
145,Psoriatic dactylitis,Hypersensitivity
146,Seborrheic psoriasis,Hypersensitivity
147,Graves' disease with acropachy AND with thyrotoxic crisis,Hypersensitivity
148,Pustulosis of Palms and Soles,Hypersensitivity
149,Acute idiopathic thrombocytopenic purpura,Hypersensitivity
150,"Generalized pustular psoriasis, exanthematous type",Hypersensitivity
151,Thrombocytopenia due to platelet alloimmunization,Hypersensitivity
152,"Colitis, Ischemic",Ischemia
153,"Myasthenia gravis, adult form",Hypersensitivity
154,Immune thrombocytopenic purpura,Hypersensitivity
155,"Arthritis, Psoriatic",Hypersensitivity
156,Graves Disease,Hypersensitivity
157,Pustular bacterid,Hypersensitivity
158,Antibody-mediated activation and inactivation,Hypersensitivity
159,Antibody-mediated cytolysis,Hypersensitivity
160,Graves Disease,Hypersensitivity
161,Guttate psoriasis,Hypersensitivity
162,Azotemia due to intrarenal disease,Kidney Diseases
163,Thrombotic stroke,Arterial thrombosis
164,Acute generalized pustular psoriasis,Hypersensitivity
165,Chronic large plaque psoriasis,Hypersensitivity
166,Chronic small plaque psoriasis,Hypersensitivity
167,Chronic guttate pattern psoriasis,Hypersensitivity
168,Chronic stable plaque psoriasis,Hypersensitivity
169,Actively extending plaque psoriasis,Hypersensitivity
170,Acute guttate psoriasis,Hypersensitivity
171,Guttate flare of psoriasis with preexisting plaques,Hypersensitivity
172,Psoriasis of vulva,Hypersensitivity
173,Psoriasis of penis,Hypersensitivity
174,Psoriasis of perianal skin,Hypersensitivity
175,Generalized psoriasis,Hypersensitivity
176,Photoaggravated psoriasis,Hypersensitivity
177,Psoriasis of scalp margin,Hypersensitivity
178,Psoriasis of face,Hypersensitivity
179,Non-pustular psoriasis of hands,Hypersensitivity
180,Hypertrophic palmar psoriasis,Hypersensitivity
181,Hypertrophic palmoplantar psoriasis,Hypersensitivity
182,Non-pustular psoriasis of hands and feet,Hypersensitivity
183,Drug-exacerbated psoriasis,Hypersensitivity
184,Acute generalized pustular psoriasis de novo,Hypersensitivity
185,Acute generalized pustular flare of preexisting plaque psoriasis,Hypersensitivity
186,Childhood pustular psoriasis,Hypersensitivity
187,Early onset psoriasis type 1,Hypersensitivity
188,Onset of psoriasis in infancy (<1 year),Hypersensitivity
189,Onset of psoriasis in childhood (1-10 years),Hypersensitivity
190,Onset of psoriasis in adolescence (10-20 years),Hypersensitivity
191,Onset of psoriasis in early adulthood (20-40 years),Hypersensitivity
192,Late onset psoriasis type 2,Hypersensitivity
193,Familial psoriasis,Hypersensitivity
194,Familial psoriasis with affected first degree relative,Hypersensitivity
195,Familial psoriasis without affected first degree relative,Hypersensitivity
196,Skin pigmentation due to hemosiderosis,Hemosiderosis
197,Iritis in psoriatic arthritis,Hypersensitivity
198,Ocular myasthenia with strabismus,Hypersensitivity
199,Hypersensitivity disorder mediated by immune complex,Hypersensitivity
200,Delayed hypersensitivity disorder,Hypersensitivity
201,Cell-mediated cytotoxic disorder,Hypersensitivity
202,Immune hypersensitivity disorder by mechanism,Hypersensitivity
203,Acute renal failure due to acute cortical necrosis,Acute renal cortical necrosis
204,Superior cerebellar artery syndrome,Cerebellar artery thrombosis
205,Limbic Encephalitis,Neoplastic disease
206,Paraneoplastic subacute necrotic myelopathy,Malignant Neoplasms
207,Paraneoplastic sensorimotor neuropathy,Malignant Neoplasms
208,Isobutyrylglycinuria,Isobutyryl-CoA dehydrogenase deficiency
209,2-methylbutyrylglycinuria,2-Methylbutyryl-CoA Dehydrogenase Deficiency
210,Postrenal azotemia,Urinary tract obstruction
211,Graves' disease with pretibial myxedema AND with thyrotoxic crisis,Hypersensitivity
212,"Myasthenia gravis, juvenile form",Hypersensitivity
213,Graves Disease,Hypersensitivity
214,Neonatal Graves' disease,Hypersensitivity
215,Toxic diffuse goiter with thyrotoxic crisis,Hypersensitivity
216,Toxic diffuse goiter with pretibial myxedema,Hypersensitivity
217,Impetigo herpetiformis,Hypersensitivity
218,Toxic diffuse goiter with exophthalmos AND with thyrotoxic storm,Hypersensitivity
219,Heparin-induced thrombocytopenia,Hypersensitivity
220,Evans syndrome,Hypersensitivity
221,Acute ischemic colitis,Ischemia
222,Paraneoplastic Polyneuropathy,Malignant Neoplasms
223,Myasthenic crisis,Hypersensitivity
224,Localized pustular psoriasis,Hypersensitivity
225,Neonatal Myasthenia Gravis,Hypersensitivity
226,bacterid,Hypersensitivity
227,Psoriasis,Hypersensitivity
228,Myasthenia Gravis,Hypersensitivity
229,viral encephalitis due to meningitis,Meningitis
230,"Bronchospasm, Exercise-Induced",Exercise state
231,surgical aphakia,Complication of surgical procedure
232,traumatic aphakia,Traumatic injury
233,acute plaque-induced gingivitis,Plague
234,female sexual dysfunction due to physical condition,Physical health problems
235,male sexual dysfunction due to physical condition,Physical health problems
236,acute myolysis (dermatomyositis type V),Polymyositis
237,compression arthralgia,Effects of air pressure
238,Mosquito-borne viral encephalitis,Bite of mosquito
239,Tick-Borne Encephalitis,Tick bite (disorder)
240,gums condylomata acuminata,Human papilloma virus infection
241,Tick-borne hemorrhagic fever,Tick bite (disorder)
242,Mosquito-borne hemorrhagic fever,Mosquito bite -- finding
243,Tick-borne rickettsiosis,Tick bite (disorder)
244,fetal distress from hypoxia with subsequent live birth,Hypoxia
245,complete immobility due to severe physical disability,Disability - severe
246,complete immobility due to frailty,Frailty
247,urinary incontinence due to cognitive impairment,Impaired cognition
248,urinary incontinence due to severe physical disability,Disability
249,urinary incontinence due to immobility,Immobility syndrome
250,Traumatic fracture,Traumatic injury
251,hemosiderosis dietary,Excessive dietary intake of iron
252,bacterial endocarditis due to catheter,Complication of catheter
253,bacterial endocarditis due to pacing wire,Infection of bone wire
254,bacterial endocarditis due to monitoring catheter,Complication of catheter
255,iatrogenic drug-induced hypotension,Iatrogenic Disease
256,closed traumatic fracture of L1 vertebral body,Traumatic injury
257,closed traumatic fracture of L2 vertebra,Traumatic injury
258,closed traumatic fracture of L3 vertebral body,Traumatic injury
259,closed traumatic fracture of L4 vertebral body,Traumatic injury
260,closed traumatic fracture of L5 vertebral body,Traumatic injury
261,Brown tumor of hyperparathyroidism,Hyperparathyroidism
262,Limbal vernal conjunctivitis,Immune hypersensitivity reaction
263,"Rhinitis, Allergic, Perennial",Type 1 hypersensitivity response
264,"Rhinitis, Allergic, Perennial",Atopy
265,Granuloma gravidarum,Patient currently pregnant
266,Carnitine deficiency due to inborn error of metabolism,Inborn Errors of Metabolism
267,Lone Star fever,Tick bite (disorder)
268,aplastic anemia due to medullary hypoplasia,Bone marrow depression
269,subacute secondary infectious iritis,Communicable Diseases
270,serotonin syndrome due to intentional poisoning,Intentional poisoning
271,Meningeal Leukemia,leukemia
272,iatrogenic male infertility due to infection,Communicable Diseases
273,infectious tendonitis,Communicable Diseases
274,Headache due to cold exposure,Cold exposure
275,Psoriatic onycholysis,Psoriasis
276,Symmetrical lividities of soles,Hyperhidrosis disorder
277,Congenital stenosis of trachea due to complete rings,Congenital anomaly of tracheal cartilage
278,Congenital stenosis of trachea due to tracheal web,Congenital anomaly of trachea
279,Right ventricular outflow tract obstruction due to aneurysm of membranous septum,Aneurysm of membranous septum
280,Right ventricular outflow tract obstruction due to prolapse of Eustachian valve,Prolapse of Eustachian valve
281,Right ventricular outflow tract obstruction due to malaligned outlet septum,Malaligned outlet septum
282,Obstruction of right ventricular outflow tract due to aortico-left ventricular tunnel,Aortic left ventricular tunnel
283,Left ventricular outflow tract obstruction due to prolapse of Eustachian valve,Prolapse of Eustachian valve
284,Subaortic stenosis due to restrictive ventricular septal defect in functionally univentricular heart,Restrictive ventricular septal defect
285,Paraneoplastic fever,Neoplastic disease
286,Right ventricular outflow tract obstruction due to septal hypertrophy,Ventricular septal hypertrophy
287,Paraneoplastic sensory neuropathy,Malignant Neoplasms
288,Right ventricular outflow tract obstruction due to abnormal cardiac muscle bands,Anomalous cardiac muscle bands
289,Disorder of kidney due to kappa light chain disease,Kappa light chain disease
290,Disorder of kidney due to lambda light chain disease,Lambda light chain disease
291,Right ventricular outflow tract obstruction due to septoparietal trabeculation,Septoparietal trabeculations
292,intentional poisoning by carbolic acid,Intentional poisoning
293,intentional poisoning by benzene,Intentional poisoning
294,Ocular Torticollis,Vision Disorders
295,amyotrophy secondary to botulism,Botulism
296,right-sided ocular torticollis,Vision Disorders
297,left-sided ocular torticollis,Vision Disorders
298,rickettsial encephalomyelitis,Rickettsia Infections
299,protozoal encephalomyelitis,Protozoan Infections
300,late Lyme disease,Lyme Disease
301,accidental selective serotonin reuptake inhibitor (SSRI) poisoning,Accidental poisoning NOS
302,intentional selective serotonin reuptake inhibitor (SSRI) poisoning,Intentional poisoning
303,accidental tetracyclic antidepressant poisoning,Accidental poisoning NOS
304,intentional tetracyclic antidepressant poisoning,Intentional poisoning
305,radiation sickness due to war operations by nuclear weapons,War injury due to nuclear weapons
306,thermal radiation burns from nuclear weapons during war operations,War injury due to nuclear weapons
307,acquired brain deformity due to injury,Traumatic AND/OR non-traumatic injury
308,cerebral granuloma due to injury,Traumatic AND/OR non-traumatic injury
309,pneumocephalus due to brain injury,Traumatic AND/OR non-traumatic brain injury
310,postmeasles encephalomyelitis,Measles
311,postmumps encephalomyelitis,Mumps
312,pancytopenia due to chemotherapy,Complication of chemotherapy
313,serum reaction due to blood administration,Transfusion Reaction
314,arteriosclerotic leukoencephalopathy,Arteriosclerosis
315,Amyloid pterygium,Amyloid of cornea
316,retinal cysts parasitic,"Eye Infections, Parasitic"
317,mycotic ulcer,Mycoses
318,absent from job due to illness,Illness (finding)
319,absent from job due to injury,Traumatic AND/OR non-traumatic injury
320,acute iritis due to trauma,Traumatic injury
321,accidental poisoning by phenol or phenol homologues,Accidental poisoning NOS
322,infectious diarrhea of HIV patient due to Campylobacter,Enteric campylobacteriosis
323,infectious diarrhea of HIV patient due to Chlamydia,Chlamydia Infections
324,infectious diarrhea of HIV patient due to Clostridium difficile,Clostridium difficile infection
325,infectious diarrhea of HIV patient due to Entamoeba histolytica,Entamoeba histolytica Infection
326,infectious diarrhea of HIV patient due to Giardia lamblia,Giardiasis
327,infectious diarrhea of HIV patient due to Neisseria gonorrhea,Gonorrhea
328,infectious diarrhea of HIV patient due to Salmonella,Salmonella food poisoning
329,infectious diarrhea of HIV patient due to Shigella,Shigella Infections
330,infectious diarrhea of HIV patient due to Treponema pallidum,Syphilis
331,infectious diarrhea of HIV patient due to opportunistic pathogens,Opportunistic Infections
332,infectious diarrhea of HIV patient due to Blastocystis hominis,Blastocystis hominis Infections
333,infectious diarrhea in HIV patient due to Cystoisospora belli,Infection by Isospora belli
334,infectious diarrhea of HIV patient due to Microsporidia,Intestinal microsporidiosis
335,infectious diarrhea of HIV patient due to Encephalitozoon intestinalis,Encephalitozoonosis
336,infectious diarrhea of HIV patient due to adenovirus,Adenoviral gastroenteritis
337,infectious diarrhea of HIV patient due to cytomegalovirus,Cytomegalovirus Infections
338,infectious diarrhea of HIV patient due to Herpes simplex,Herpes Simplex Infections
339,infectious diarrhea of HIV patient due to Mycobacterium avium complex,Infection due to Mycobacterium avium-intracellulare group
340,infectious diarrhea of HIV patient due to Mycobacterium avium,Infection due to Mycobacterium avium
341,infectious diarrhea of HIV patient due to Mycobacterium intracellulare,Mycobacterium avium-intracellulare Infection
342,Ischemic stroke,Cerebral Infarction
343,Diabetes mellitus due to cystic fibrosis,Disorder of endocrine pancreas
344,Allergic rhinitis due to house dust mite,Type 1 hypersensitivity response
345,Allergic rhinitis due to house dust mite,Allergic reaction to animal
346,Allergic rhinitis due to house dust mite,Atopy
347,Foreign body gingivitis,Foreign Bodies
348,Granulomatous foreign body gingivitis,Foreign Bodies
349,Lichenoid foreign body gingivitis,Foreign Bodies
350,Hepatic encephalopathy in fulminant hepatic failure,"Liver Failure, Acute"
351,Hepatic Encephalopathy,Portasystemic shunt (finding)
352,Pleural effusion due to congestive heart failure,Congestive heart failure
353,Diabetes mellitus due to structurally abnormal insulin,Insulin biosynthesis defect
354,polycythemia due to low plasma volume,Decreased plasma volume
355,nephrogenic polycythemia,Kidney Diseases
356,"normochromic, normocytic anemia due to hypothyroidism",Hypothyroidism
357,osseointegration failure of dental implant due to infection,Communicable Diseases
358,Pancytopenia caused by medication,Adverse reaction to drug
359,neoplasia-related urticaria,Neoplastic disease
360,exposure to volcanic ash,Volcanic Eruptions
361,dilated cardiomyopathy secondary to beriberi,Beriberi
362,"Anemia, pre-end stage renal disease on erythropoietin protocol",Kidney Failure
363,Local subdural hematoma due to birth trauma,Birth Injuries
364,Cerebral hemorrhage due to birth injury,Birth Injuries
365,Subarachnoid hemorrhage due to birth injury,Birth Injuries
366,Meconium ileus,Meconium ileus
367,respiratory center depression due to brain injury,Traumatic AND/OR non-traumatic brain injury
368,chemical burn of the ear superficial (first degree),Chemical Burns
369,chemical burn of the ear partial thickness (second degree),Chemical Burns
370,chemical burn of the ear full thickness (third degree),Chemical Burns
371,third degree chemical burn of the ear with deep necrosis of underlying tissues,Chemical Burns
372,chemical burn of the ear third degree with loss of the ear,Chemical Burns
373,"chemical burn of the face, head, or neck including eye",Chemical Burns
374,chemical burn of the lip superficial (first degree),Chemical Burns
375,chemical burn of the lip partial thickness (second degree),Chemical Burns
376,chemical burn of the lip full thickness (third degree),Chemical Burns
377,third degree chemical burn of the lip(s) with deep necrosis of underlying tissues,Chemical Burns
378,chemical burn of the lip third degree with loss of the lip,Chemical Burns
379,chemical burn of the chin superficial (first degree),Chemical Burns
380,chemical burn of the chin partial thickness (second degree),Chemical Burns
381,chemical burn of the chin full thickness (third degree),Chemical Burns
382,third degree chemical burn of the chin with deep necrosis of underlying tissues,Chemical Burns
383,chemical burn of the chin third degree with loss of the chin,Chemical Burns
384,chemical burn of the nose superficial (first degree),Chemical Burns
385,chemical burn of the nose partial thickness (second degree),Chemical Burns
386,chemical burn of the nose full thickness (third degree),Chemical Burns
387,chemical burn nose 3rd deg with deep necrosis of underlying tissues,Chemical Burns
388,chemical burn of the scalp superficial (first degree),Chemical Burns
389,chemical burn of the scalp partial thickness (second degree),Chemical Burns
390,chemical burn of the scalp full thickness (third degree),Chemical Burns
391,chemical burn scalp 3rd deg with deep necrosis of underlying tissues,Chemical Burns
392,chemical burn of the scalp third degree with loss of the scalp,Chemical Burns
393,chemical burn of the temple superficial (first degree),Chemical Burns
394,chemical burn of the temple partial thickness (second degree),Chemical Burns
395,chemical burn of the temple full thickness (third degree),Chemical Burns
396,chemical burn temple 3rd deg with deep necrosis of underlying tissue,Chemical Burns
397,chemical burn of the temple third degree with loss of the temple,Chemical Burns
398,chemical burn of the forehead superficial (first degree),Chemical Burns
399,chemical burn of the forehead partial thickness (second degree),Chemical Burns
400,chemical burn of the forehead full thickness (third degree),Chemical Burns
401,chemical burn forehead 3rd deg w/ deep necrosis of underlying tissue,Chemical Burns
402,chemical burn forehead 3rd deg w/ loss of the skin of the forehead,Chemical Burns
403,chemical burn of the cheek superficial (first degree),Chemical Burns
404,chemical burn of the cheek partial thickness (second degree),Chemical Burns
405,chemical burn of the cheek full thickness (third degree),Chemical Burns
406,third degree chemical burn of the cheek with deep necrosis of underlying tissues,Chemical Burns
407,chemical burn cheek third degree with loss of the skin of the cheek,Chemical Burns
408,chemical burn of the neck superficial (first degree),Chemical Burns
409,chemical burn of the neck partial thickness (second degree),Chemical Burns
410,chemical burn of the neck full thickness (third degree),Chemical Burns
411,chemical burn neck 3rd deg with deep necrosis of underlying tissues,Chemical Burns
412,chemical burn neck third degree with loss of the skin of the neck,Chemical Burns
413,"chemical burn of the face, head, or neck - multiple sites",Chemical Burns
414,"chemical burn face, head, neck mult sites superficial (1st degree)",Chemical Burns
415,"chemical burn face, head, neck mult sites partial thickness (2nd deg)",Chemical Burns
416,"chemical burn face, head, neck mult sites full thickness (3rd deg)",Chemical Burns
417,chemical burn face/head/neck mult sites 3rd deg w/ deep necrosis,Chemical Burns
418,chemical burn face/head/neck mult sites 3rd deg w/ loss of body part,Chemical Burns
419,"chemical burn of the face, head, or neck superficial (first degree)",Chemical Burns
420,"chemical burn of the face, head, or neck partial thickness (2nd deg)",Chemical Burns
421,"chemical burn of the face, head, or neck full thickness (third deg)",Chemical Burns
422,"chemical burn face, head, or neck third degree with deep necrosis",Chemical Burns
423,"chemical burn face, head, or neck third degree with loss of part",Chemical Burns
424,chemical burn of trunk superficial (first degree),Chemical Burns
425,chemical burn of the trunk superficial (first degree) breast,Chemical Burns
426,superficial (first degree) chemical burn of right breast,Chemical Burns
427,superficial (first degree) chemical burn of left breast,Chemical Burns
428,chemical burn superficial (1st deg) chest wall (excl breast & nipple),Chemical Burns
429,1st deg chemical burn of chest wall (excl breast & nipple) right,Chemical Burns
430,1st deg chemical burn of chest wall (excl breast & nipple) left,Chemical Burns
431,chemical burn trunk first deg abdominal wall (incl flank and groin),Chemical Burns
432,chemical burn of back (including buttocks),Chemical Burns
433,chemical burn of back (including buttocks) superficial (first degree),Chemical Burns
434,chemical burn superficial (first degree) upper back,Chemical Burns
435,chemical burn superficial (first degree) lower back,Chemical Burns
436,chemical burn superficial (first degree) buttocks,Chemical Burns
437,chemical burn superficial (first degree) right buttock,Chemical Burns
438,chemical burn superficial (first degree) left buttock,Chemical Burns
439,chemical burn of back (including buttocks) partial thickness (second degree),Chemical Burns
440,chemical burn partial thickness (second degree) upper back,Chemical Burns
441,chemical burn partial thickness (second degree) lower back,Chemical Burns
442,chemical burn partial thickness (second degree) buttocks,Chemical Burns
443,chemical burn partial thickness (second degree) right buttock,Chemical Burns
444,chemical burn partial thickness (second degree) left buttock,Chemical Burns
445,chemical burn of back (including buttocks) full thickness (third degree),Chemical Burns
446,chemical burn full thickness (third degree) upper back,Chemical Burns
447,chemical burn full thickness (third degree) lower back,Chemical Burns
448,chemical burn full thickness (third degree) buttocks,Chemical Burns
449,chemical burn full thickness (third degree) right buttock,Chemical Burns
450,chemical burn full thickness (third degree) left buttock,Chemical Burns
451,complete aquired absence of teeth due to trauma,Traumatic injury
452,acquired absence of teeth due to trauma complete - class i,Traumatic injury
453,complete aquired absence of teeth due to trauma - class II,Traumatic injury
454,complete aquired absence of teeth due to trauma - class III,Traumatic injury
455,complete aquired absence of teeth due to trauma - class IV,Traumatic injury
456,complete acquired absence of teeth due to periodontal disease,Periodontal Diseases
457,complete acquired absence of teeth due to periodontal disease - class I,Periodontal Diseases
458,complete acquired absence of teeth due to periodontal disease - class II,Periodontal Diseases
459,complete acquired absence of teeth due to periodontal disease - class III,Periodontal Diseases
460,complete acquired absence of teeth due to periodontal disease - class IV,Periodontal Diseases
461,complete acquired absence of teeth due to caries,Dental caries
462,complete acquired absence of teeth due to caries - class I,Dental caries
463,complete acquired absence of teeth due to caries - class II,Dental caries
464,complete acquired absence of teeth due to caries - class III,Dental caries
465,complete acquired absence of teeth due to caries - class IV,Dental caries
466,partial aquired absence of teeth due to trauma,Traumatic injury
467,partial aquired absence of teeth due to trauma - class I,Traumatic injury
468,partial aquired absence of teeth due to trauma - class II,Traumatic injury
469,partial aquired absence of teeth due to trauma - class III,Traumatic injury
470,partial aquired absence of teeth due to trauma - class IV,Traumatic injury
471,partial aquired absence of teeth due to periodontal disease,Periodontal Diseases
472,partial aquired absence of teeth due to periodontal disease - class I,Periodontal Diseases
473,partial aquired absence of teeth due to periodontal disease - class II,Periodontal Diseases
