,CUI1,CUI2
32,striated muscle cell apoptotic process,positive regulation of striated muscle cell apoptotic process
33,cardiac muscle cell apoptotic process,positive regulation of cardiac muscle cell apoptotic process
34,protein glutathionylation,positive regulation of protein glutathionylation
35,protein kinase A signaling,positive regulation of protein kinase A signaling
36,macrophage derived foam cell differentiation,positive regulation of macrophage derived foam cell differentiation
37,fibroblast migration,positive regulation of fibroblast migration
38,T cell chemotaxis,positive regulation of T cell chemotaxis
39,cholesterol storage,positive regulation of cholesterol storage
40,macrophage tolerance induction,positive regulation of macrophage tolerance induction
41,Glial Cell Proliferation,positive regulation of glial cell proliferation
42,Schwann cell proliferation,positive regulation of Schwann cell proliferation
43,cardiac muscle adaptation,positive regulation of cardiac muscle adaptation
44,myotube differentiation,positive regulation of myotube differentiation
45,heparan sulfate proteoglycan biosynthetic process,positive regulation of heparan sulfate proteoglycan biosynthetic process
46,long-chain fatty acid import across plasma membrane,positive regulation of long-chain fatty acid import across plasma membrane
47,cellular response to phosphate starvation,positive regulation of cellular response to phosphate starvation
48,synaptic vesicle priming,positive regulation of synaptic vesicle priming
49,peptidyl-threonine phosphorylation,positive regulation of peptidyl-threonine phosphorylation
50,triglyceride biosynthetic process,positive regulation of triglyceride biosynthetic process
51,triglyceride catabolic process,positive regulation of triglyceride catabolic process
52,lipid storage,positive regulation of lipid storage
53,cAMP-mediated signaling,positive regulation of cAMP-mediated signaling
54,cGMP-mediated signaling,positive regulation of cGMP-mediated signaling
55,Digestive System Processes,positive regulation of digestive system process
56,DNA strand elongation,positive regulation of DNA strand elongation
57,lamellipodium assembly,positive regulation of lamellipodium assembly
58,Platelet Activation,positive regulation of platelet activation
59,ascospore formation,positive regulation of ascospore formation
60,Ovulation,positive regulation of ovulation
61,sequestering of triglyceride,positive regulation of sequestering of triglyceride
62,stress-activated protein kinase signaling cascade,positive regulation of stress-activated protein kinase signaling cascade
63,Physiologic calcification,positive regulation of biomineral tissue development
64,cell-substrate adhesion,positive regulation of cell-substrate adhesion
65,plasminogen activation,positive regulation of plasminogen activation
66,signal transduction involved in positive regulation of conjugation with cellular fusion,positive regulation of signal transduction involved in conjugation with cellular fusion
67,mitochondrial translation,positive regulation of mitochondrial translation
68,receptor biosynthetic process,positive regulation of receptor biosynthetic process
69,collagen metabolic process,positive regulation of collagen metabolic process
70,nuclear DNA replication,positive regulation of nuclear cell cycle DNA replication
71,cholesterol efflux,positive regulation of cholesterol efflux
72,cytoplasmic mRNA processing body assembly,positive regulation of cytoplasmic mRNA processing body assembly
73,ion transmembrane transport,positive regulation of ion transmembrane transport
74,basidiospore formation,positive regulation of basidiospore formation
75,zygospore formation,positive regulation of zygospore formation
76,sporangiospore formation,positive regulation of sporangiospore formation
77,response to interferon-gamma,positive regulation of response to interferon-gamma
78,very-low-density lipoprotein particle remodeling,positive regulation of very-low-density lipoprotein particle remodeling
79,smooth muscle cell apoptotic process,positive regulation of smooth muscle cell apoptotic process
80,cholesterol esterification,positive regulation of cholesterol esterification
81,Tooth Calcification,positive regulation of tooth mineralization
82,iron ion transmembrane transport,positive regulation of iron ion transmembrane transport
83,histone H4-K20 methylation,positive regulation of histone H4-K20 methylation
84,hydrogen peroxide metabolic process,positive regulation of hydrogen peroxide metabolic process
85,"circadian sleep/wake cycle, wakefulness","positive regulation of circadian sleep/wake cycle, wakefulness"
86,Penile Erection,positive regulation of penile erection
87,hindgut contraction,positive regulation of hindgut contraction
88,macromolecule metabolic process,positive regulation of macromolecule metabolic process
89,endothelial cell migration,positive regulation of endothelial cell migration
90,sporangium development,positive regulation of sporangium development
91,keratinocyte proliferation,positive regulation of keratinocyte proliferation
92,sporulation,positive regulation of sporulation
93,sexual sporulation resulting in formation of a cellular spore,positive regulation of sexual sporulation resulting in formation of a cellular spore
94,asexual sporulation resulting in formation of a cellular spore,positive regulation of asexual sporulation resulting in formation of a cellular spore
95,cellular component biogenesis,positive regulation of cellular component biogenesis
96,cellular carbohydrate metabolic process,positive regulation of cellular carbohydrate metabolic process
97,G0 to G1 transition,positive regulation of G0 to G1 transition
98,sarcomere organization,positive regulation of sarcomere organization
99,sterigmatocystin biosynthetic process,positive regulation of sterigmatocystin biosynthetic process
100,Respiratory Burst,positive regulation of respiratory burst
101,platelet-derived growth factor receptor signaling pathway,positive regulation of platelet-derived growth factor receptor signaling pathway
102,norepinephrine secretion,positive regulation of norepinephrine secretion
103,macrophage chemotaxis,positive regulation of macrophage chemotaxis
104,conidium formation,positive regulation of conidium formation
105,Cell development,positive regulation of cell development
106,oocyte development,positive regulation of oocyte development
107,hydrogen peroxide biosynthetic process,positive regulation of hydrogen peroxide biosynthetic process
108,centrosome duplication,positive regulation of centrosome duplication
109,intracellular pH reduction,positive regulation of cellular pH reduction
110,multi-organism process,positive regulation of multi-organism process
111,killing of cells in other organism involved in symbiotic interaction,positive regulation by organism of programmed cell death in other organism involved in symbiotic interaction
112,formation by symbiont of haustorium for nutrient acquisition from host,positive regulation of formation by symbiont of haustorium for nutrient acquisition from host
113,Transmembrane Transport,positive regulation of transmembrane transport
114,Cardiac Muscle Contraction,positive regulation of cardiac muscle contraction
115,interferon-gamma-mediated signaling pathway,positive regulation of interferon-gamma-mediated signaling pathway
116,type I interferon signaling pathway,positive regulation of type I interferon-mediated signaling pathway
117,cell adhesion molecule production,positive regulation of cell adhesion molecule production
118,mast cell differentiation,positive regulation of mast cell differentiation
119,pathway-restricted SMAD protein phosphorylation,positive regulation of pathway-restricted SMAD protein phosphorylation
120,growth hormone receptor signaling pathway,positive regulation of growth hormone receptor signaling pathway
121,calcium ion transport into cytosol,positive regulation of calcium ion transport into cytosol
122,heart growth,positive regulation of heart growth
123,glucagon secretion,positive regulation of glucagon secretion
124,chemokine-mediated signaling pathway,positive regulation of chemokine-mediated signaling pathway
125,interleukin-6-mediated signaling pathway,positive regulation of interleukin-6-mediated signaling pathway
126,interleukin-27-mediated signaling pathway,positive regulation of interleukin-27-mediated signaling pathway
127,mitochondrial translational initiation,positive regulation of mitochondrial translational initiation
128,adiponectin secretion,positive regulation of adiponectin secretion
129,enamel mineralization,positive regulation of enamel mineralization
130,Lymphocyte Apoptotic Process,positive regulation of lymphocyte apoptotic process
131,T cell apoptotic process,positive regulation of T cell apoptotic process
132,activated T cell autonomous cell death,positive regulation of activated T cell autonomous cell death
133,thymocyte apoptotic process,positive regulation of thymocyte apoptotic process
134,natural killer cell apoptotic process,positive regulation of natural killer cell apoptotic process
135,mucus secretion,positive regulation of mucus secretion
136,Necrosis,positive regulation of necrotic cell death
137,fat cell proliferation,positive regulation of fat cell proliferation
138,brown fat cell proliferation,positive regulation of brown fat cell proliferation
139,white fat cell proliferation,positive regulation of white fat cell proliferation
140,hepatocyte differentiation,positive regulation of hepatocyte differentiation
141,ERK1 and ERK2 cascade,positive regulation of ERK1 and ERK2 cascade
142,ERK5 cascade,positive regulation of ERK5 cascade
143,nucleotide-binding oligomerization domain containing signaling pathway,positive regulation of nucleotide-binding oligomerization domain containing signaling pathway
144,nucleotide-binding oligomerization domain containing 1 signaling pathway,positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway
145,nucleotide-binding oligomerization domain containing 2 signaling pathway,positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway
146,oligodendrocyte progenitor proliferation,positive regulation of oligodendrocyte progenitor proliferation
147,Uterine Contraction,positive regulation of uterine smooth muscle contraction
148,thrombin-activated receptor signaling pathway,positive regulation of thrombin-activated receptor signaling pathway
149,spore germination on or near host,positive regulation of spore germination on or near host
150,germ tube formation on or near host,positive regulation of germ tube formation on or near host
151,appressorium formation on or near host,positive regulation of appressorium formation on or near host
152,initiation of appressorium on or near host,positive regulation of appressorium initiation on or near host
153,formation of symbiont germ tube hook structure on or near host,positive regulation of symbiont germ tube hook structure formation on or near host
154,maturation of appressorium on or near host,positive regulation of appressorium maturation on or near host
155,establishment of turgor in appressorium,positive regulation of establishment of turgor in appressorium
156,cell wall strengthening in symbiont involved in entry into host,positive regulation of symbiont cell wall strengthening involved in entry into host
157,formation of symbiont penetration peg for entry into host,positive regulation of symbiont penetration peg formation for entry into host
158,initiation of symbiont penetration peg,positive regulation of symbiont penetration peg initiation
159,formation of symbiont invasive hypha in host,positive regulation of symbiont invasive hypha formation in host
160,infection cushion formation on or near host,positive regulation of infection cushion formation on or near host
161,hyphopodium formation on or near host,positive regulation of hyphopodium formation on or near host
162,haustorium mother cell formation on or near host,positive regulation of haustorium mother cell formation on or near host
163,formation of symbiont haustorium neck for entry into host,positive regulation of symbiont haustorium neck formation for entry into host
164,formation of symbiont penetration hypha for entry into host,positive regulation of symbiont penetration hypha formation for entry into host
165,spore encystment on host,positive regulation of spore encystment on host
166,zoospore encystment on host,positive regulation of zoospore encystment on host
167,sporangium germination on or near host,positive regulation of sporangium germination on or near host
168,encysted zoospore germination on or near host,positive regulation of encysted zoospore germination on or near host
169,spore movement on or near host,positive regulation of spore movement on or near host
170,zoospore movement on or near host,positive regulation of zoospore movement on or near host
171,zoospore formation,positive regulation of zoospore formation
172,oospore formation,positive regulation of oospore formation
173,aeciospore formation,positive regulation of aeciospore formation
174,uredospore formation,positive regulation of uredospore formation
175,teliospore formation,positive regulation of teliospore formation
176,spore-bearing structure development,positive regulation of spore-bearing organ development
177,oogonium development,positive regulation of oogonium development
178,aecium development,positive regulation of aecium development
179,zygosporangium development,positive regulation of zygosporangium development
180,telium development,positive regulation of telium development
181,uredinium development,positive regulation of uredinium development
182,aplanospore formation,positive regulation of aplanospore formation
183,basidium development,positive regulation of basidium development
184,ascus development,positive regulation of ascus development
185,oomycete sporangium development,positive regulation of oomycete sporangium development
186,formation by symbiont of arbuscule for nutrient acquisition from host,positive regulation of arbuscule formation for nutrient acquisition from host
187,G2/M transition of mitotic cell cycle,positive regulation of G2/M transition of mitotic cell cycle
188,Mitochondrial Fission,positive regulation of mitochondrial fission
189,pheromone-dependent signal transduction involved in conjugation with cellular fusion,positive regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion
190,division septum assembly,positive regulation of division septum assembly
191,metanephros development,positive regulation of metanephros development
192,branching involved in ureteric bud morphogenesis,positive regulation of branching involved in ureteric bud morphogenesis
193,kidney development,positive regulation of kidney development
194,release of cytochrome c from mitochondria,positive regulation of release of cytochrome c from mitochondria
195,cell migration involved in sprouting angiogenesis,positive regulation of cell migration involved in sprouting angiogenesis
196,nematode larval development,positive regulation of nematode larval development
197,thyroid hormone mediated signaling pathway,positive regulation of thyroid hormone mediated signaling pathway
198,osteoclast proliferation,positive regulation of osteoclast proliferation
199,immune complex clearance by monocytes and macrophages,positive regulation of immune complex clearance by monocytes and macrophages
200,activation of plasma proteins involved in acute inflammatory response,Factor XII activation
201,Monocyte chemotaxis,positive regulation of monocyte chemotaxis
202,mast cell chemotaxis,positive regulation of mast cell chemotaxis
203,heart field specification,heart induction
204,cell proliferation involved in heart valve morphogenesis,positive regulation of cell proliferation involved in heart valve morphogenesis
205,cardiac muscle hypertrophy,positive regulation of cardiac muscle hypertrophy
206,mesenchymal to epithelial transition involved in metanephros morphogenesis,positive regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis
207,cilium movement,positive regulation of cilium movement
208,neural retina development,positive regulation of neural retina development
209,glycogen metabolic process,positive regulation of glycogen metabolic process
210,(1->3)-beta-D-glucan biosynthetic process,positive regulation of (1->3)-beta-D-glucan biosynthetic process
211,mitochondrial DNA replication,positive regulation of mitochondrial DNA replication
212,"DNA-templated transcription, termination","positive regulation of DNA-templated transcription, termination"
213,mRNA Degradation,positive regulation of mRNA catabolic process
214,Triglyceride Metabolism,positive regulation of triglyceride metabolic process
215,Bile Acid Biosynthesis Pathway,positive regulation of bile acid biosynthetic process
216,microtubule nucleation,positive regulation of microtubule nucleation
217,vacuole organization,positive regulation of vacuole organization
218,Cell Cycle Arrest,positive regulation of cell cycle arrest
219,mitotic spindle assembly checkpoint,positive regulation of mitotic cell cycle spindle assembly checkpoint
220,meiosis I,positive regulation of meiosis I
221,transmembrane receptor protein serine/threonine kinase signaling pathway,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
222,salivary gland morphogenesis,positive regulation of salivary gland formation by mesenchymal-epithelial signaling
223,cholesterol metabolism,positive regulation of cholesterol metabolic process
224,Cell Death,Positive Regulation of Cell Death
225,phospholipid biosynthetic process,positive regulation of phospholipid biosynthetic process
226,thiamine biosynthetic process,positive regulation of thiamine biosynthetic process
227,phospholipid catabolism,positive regulation of phospholipid catabolic process
228,"systemic acquired resistance, salicylic acid mediated signaling pathway",positive regulation by symbiont of host salicylic acid-mediated defense response
229,red or far-red light signaling pathway,positive regulation of red or far-red light signaling pathway
230,specification of animal organ identity,organ induction
231,floral organ abscission,positive regulation of floral organ abscission
232,macrophage cytokine production,positive regulation of macrophage cytokine production
233,neural crest formation,positive regulation of neural crest formation
234,peptide hormone processing,positive regulation of peptide hormone processing
235,extracellular matrix disassembly,positive regulation of extracellular matrix disassembly
236,peptide hormone secretion,positive regulation of peptide hormone secretion
237,sphingolipid biosynthetic process,positive regulation of sphingolipid biosynthetic process
238,pancreatic juice secretion,positive regulation of pancreatic juice secretion
239,"fructose 1,6-bisphosphate metabolic process","positive regulation of fructose 1,6-bisphosphate metabolic process"
240,filamentous growth,positive regulation of filamentous growth
241,chromatin silencing at silent mating-type cassette,positive regulation of chromatin silencing at silent mating-type cassette
242,Neutrophil chemotaxis,positive regulation of neutrophil chemotaxis
243,chromatin silencing at centromere,positive regulation of chromatin silencing at centromere
244,neuron projection regeneration,positive regulation of neuron projection regeneration
245,neuron projection development,positive regulation of neuron projection development
246,spindle checkpoint activity,positive regulation of spindle checkpoint
247,protein exit from endoplasmic reticulum,positive regulation of protein exit from endoplasmic reticulum
248,glomerulus development,positive regulation of glomerulus development
249,inositol phosphate biosynthetic process,positive regulation of inositol phosphate biosynthetic process
250,calcineurin-NFAT signaling cascade,positive regulation of calcineurin-NFAT signaling cascade
251,protein glycosylation in Golgi,positive regulation of protein glycosylation in Golgi
252,response to cytokine,positive regulation of response to cytokine stimulus
253,high-density lipoprotein particle assembly,positive regulation of high-density lipoprotein particle assembly
254,plasma lipoprotein particle clearance,positive regulation of lipoprotein particle clearance
255,high-density lipoprotein particle clearance,positive regulation of high-density lipoprotein particle clearance
256,hippo signaling,positive regulation of hippo signaling
257,inosine transport,positive regulation of inosine transport
258,hypoxanthine transport,positive regulation of hypoxanthine transport
259,PPAR Signaling Pathway,positive regulation of peroxisome proliferator activated receptor signaling pathway
260,thymine transport,positive regulation of thymine transport
261,Roundabout signaling pathway,positive regulation of Roundabout signaling pathway
262,chemokine (C-X-C motif) ligand 9 production,positive regulation of chemokine (C-X-C motif) ligand 9 production
263,dauer larval development,positive regulation of dauer larval development
264,Wound Healing,positive regulation of wound healing
265,ribosome biogenesis,positive regulation of ribosome biogenesis
266,vitamin D biosynthetic process,positive regulation of vitamin D biosynthetic process
267,histone H4 acetylation,positive regulation of histone H4 acetylation
268,cellular amine metabolic process,positive regulation of cellular amine metabolic process
269,development of symbiont in host cell,positive regulation of development of symbiont in host
270,development of symbiont involved in interaction with host,positive regulation of development of symbiont involved in interaction with host
271,growth of symbiont involved in interaction with host,positive regulation of growth of symbiont involved in interaction with host
272,development of symbiont in host cell,positive regulation of development of symbiont in host
273,development of symbiont on or near host,positive regulation of development of symbiont on or near host surface
274,development of symbiont on or near host,positive regulation of development of symbiont on or near host surface
275,histone H3-K14 acetylation,positive regulation of histone H3-K14 acetylation
276,arachidonic acid secretion,positive regulation of arachidonic acid secretion
277,Chondrogenesis,positive regulation of cartilage development
278,Canonical Wnt Signaling Pathway,positive regulation of canonical Wnt signaling pathway
279,synapse maturation,positive regulation of synapse maturation
280,lung field specification,lung induction
281,epithelial tube branching involved in lung morphogenesis,positive regulation of branching involved in lung morphogenesis
282,cortical granule exocytosis,positive regulation of cortical granule exocytosis by positive regulation of cytosolic calcium ion concentration
283,epithelial cell proliferation involved in lung morphogenesis,positive regulation of epithelial cell proliferation involved in lung morphogenesis
284,epithelial cell proliferation involved in lung bud dilation,positive regulation of epithelial cell proliferation involved in lung bud dilation
285,prostate induction,activation of prostate induction by androgen receptor signaling pathway
286,prostate field specification,prostate induction
287,mammary placode formation,positive regulation of mammary placode formation by mesenchymal-epithelial signaling
288,ureteric bud formation,positive regulation of ureteric bud formation
289,intestinal epithelial structure maintenance,positive regulation of intestinal epithelial structure maintenance
290,epithelial cell proliferation involved in prostate gland development,positive regulation of epithelial cell proliferation involved in prostate gland development
291,mesodermal to mesenchymal transition involved in gastrulation,positive regulation of mesodermal to mesenchymal transition involved in gastrulation
292,establishment of blood-brain barrier,positive regulation of establishment of blood-brain barrier
293,dendritic spine development,positive regulation of dendritic spine development
294,cell growth involved in cardiac muscle cell development,positive regulation of cell growth involved in cardiac muscle cell development
295,peptidoglycan recognition protein signaling pathway,positive regulation of peptidoglycan recognition protein signaling pathway
296,Necroptosis,positive regulation of necroptotic process
297,extracellular matrix constituent secretion,positive regulation of extracellular matrix constituent secretion
298,calcium ion import,positive regulation of calcium ion import
299,protein kinase C signaling,positive regulation of protein kinase C signaling
300,vitamin D receptor signaling pathway,positive regulation of vitamin D receptor signaling pathway
301,leukocyte proliferation,positive regulation of leukocyte proliferation
302,mast cell proliferation,positive regulation of mast cell proliferation
303,interleukin-35 biosynthetic process,positive regulation of interleukin-35 biosynthetic process
304,interleukin-35 production,positive regulation of interleukin-35 production
305,interleukin-35-mediated signaling pathway,positive regulation of interleukin-35-mediated signaling pathway
306,growth of unicellular organism as a thread of attached cells,positive regulation of growth of unicellular organism as a thread of attached cells
307,conidiophore development,positive regulation of conidiophore development
308,conidiophore stalk development,positive regulation of conidiophore stalk development
309,metula development,positive regulation of metula development
310,phialide development,positive regulation of phialide development
311,cleistothecium development,positive regulation of cleistothecium development
312,Hulle cell development,positive regulation of Hulle cell development
313,inclusion body assembly,positive regulation of inclusion body assembly
314,transposon integration,positive regulation of transposon integration
315,neutrophil mediated cytotoxicity,positive regulation of neutrophil mediated cytotoxicity
316,neutrophil mediated killing of symbiont cell,positive regulation of neutrophil mediated killing of symbiont cell
317,neutrophil mediated killing of bacterium,positive regulation of neutrophil mediated killing of bacterium
318,neutrophil mediated killing of gram-negative bacterium,positive regulation of neutrophil mediated killing of gram-negative bacterium
319,neutrophil mediated killing of gram-positive bacterium,positive regulation of neutrophil mediated killing of gram-positive bacterium
320,neutrophil mediated killing of fungus,positive regulation of neutrophil mediated killing of fungus
321,hair follicle cell proliferation,positive regulation of hair follicle cell proliferation
322,chemokine (C-C motif) ligand 4 production,positive regulation of chemokine (C-C motif) ligand 4 production
323,macrophage inflammatory protein-1 gamma production,positive regulation of macrophage inflammatory protein-1 gamma production
324,macrophage inflammatory protein-1 alpha production,positive regulation of macrophage inflammatory protein 1 alpha production
325,chemokine (C-C motif) ligand 5 production,positive regulation of chemokine (C-C motif) ligand 5 production
326,chemokine (C-C motif) ligand 1 production,positive regulation of chemokine (C-C motif) ligand 1 production
327,granulocyte colony-stimulating factor production,positive regulation of granulocyte colony-stimulating factor production
328,IP-10 production,positive regulation of IP-10 production
329,granulocyte chemotaxis,positive regulation of granulocyte chemotaxis
330,smooth muscle cell chemotaxis,positive regulation of smooth muscle cell chemotaxis
331,mononuclear cell migration,positive regulation of mononuclear cell migration
332,renal vesicle formation,renal vesicle induction
333,mesenchymal stem cell maintenance involved in nephron morphogenesis,positive regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis
334,metanephric renal vesicle formation,metanephric renal vesicle induction
335,glomerular mesangial cell proliferation,positive regulation of glomerular mesangial cell proliferation
336,leaflet formation,positive regulation of leaflet formation by auxin mediated signaling pathway
337,posterior neural plate formation,positive regulation of posterior neural plate formation by fibroblast growth factor receptor signaling pathway
338,posterior neural plate formation,positive regulation of posterior neural plate formation by Wnt signaling pathway
339,tubulin deacetylation,positive regulation of tubulin deacetylation
340,metanephric cap mesenchymal cell proliferation involved in metanephros development,positive regulation of metanephric cap mesenchymal cell proliferation
341,chemokine secretion,positive regulation of chemokine secretion
342,fibroblast growth factor production,positive regulation of fibroblast growth factor production
343,ribosomal subunit export from nucleus,positive regulation of ribosomal subunit export from nucleus
344,ribosomal large subunit export from nucleus,positive regulation of ribosomal large subunit export from nucleus
345,ribosomal small subunit export from nucleus,positive regulation of ribosomal small subunit export from nucleus
346,DNA damage checkpoint,positive regulation of DNA damage checkpoint
347,Nonsense Mediated mRNA Decay,"positive regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
348,actomyosin contractile ring assembly,"positive regulation of cytokinesis, actomyosin contractile ring assembly"
349,invasive growth in response to glucose limitation,positive regulation of invasive growth in response to glucose limitation
350,Ovarian follicle development,positive regulation of ovarian follicle development
351,antral ovarian follicle growth,positive regulation of antral ovarian follicle growth
352,lipid kinase activity,positive regulation of lipid kinase activity
353,immunological synapse formation,positive regulation of immunological synapse formation
354,mesonephros development,positive regulation of mesonephros development
355,blood vessel remodeling,positive regulation of blood vessel remodeling
356,mammary stem cell proliferation,positive regulation of mammary stem cell proliferation
357,male germ cell proliferation,positive regulation of male germ cell proliferation
358,dendritic cell chemotaxis,positive regulation of dendritic cell chemotaxis
359,myeloid dendritic cell chemotaxis,positive regulation of myeloid dendritic cell chemotaxis
360,immunoglobulin production in mucosal tissue,positive regulation of immunoglobulin production in mucosal tissue
361,leukotriene production involved in inflammatory response,positive regulation of leukotriene production involved in inflammatory response
362,pro-T cell differentiation,positive regulation of pro-T cell differentiation
363,Notch signaling pathway involved in heart induction,positive regulation of Notch signaling pathway involved in heart induction
364,pancreatic A cell differentiation,positive regulation of pancreatic A cell differentiation
365,type B pancreatic cell development,positive regulation of type B pancreatic cell development
366,molecular_function,positive regulation of molecular function
367,DNA Binding,positive regulation of DNA binding
368,chromatin binding,positive regulation of chromatin binding
369,DNA-binding transcription factor activity,positive regulation of DNA-binding transcription factor activity
370,telomerase activity,positive regulation of telomerase activity
371,microtubule motor activity,positive regulation of microtubule motor activity
372,enzyme activity,positive regulation of catalytic activity
373,DNA topoisomerase type II activity,DNA topoisomerase (ATP-hydrolyzing) activator activity
374,DNA topoisomerase type II activity,positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity
375,GTPase activity,GTPase activator activity
376,GTPase activity,positive regulation of GTPase activity
377,GTP cyclohydrolase I activity,positive regulation of GTP cyclohydrolase I activity
378,NAD+ kinase activity,positive regulation of NAD+ kinase activity
379,adenylate cyclase activity,positive regulation of adenylate cyclase activity
380,alkaline phosphatase activity,positive regulation of alkaline phosphatase activity
381,"3',5'-cyclic-nucleotide phosphodiesterase activity",positive regulation of cyclic-nucleotide phosphodiesterase activity
382,endopeptidase activity,positive regulation of endopeptidase activity
383,endopeptidase activity,endopeptidase activator activity
384,glucokinase activity,positive regulation of glucokinase activity
385,glutamate-cysteine ligase activity,positive regulation of glutamate-cysteine ligase activity
386,glycine hydroxymethyltransferase activity,positive regulation of glycine hydroxymethyltransferase activity
387,glycogen (starch) synthase activity,positive regulation of glycogen (starch) synthase activity
388,guanylate cyclase activity,guanylate cyclase activator activity
389,guanylate cyclase activity,positive regulation of guanylate cyclase activity
390,helicase activity,positive regulation of helicase activity
391,1-phosphatidylinositol 4-kinase activity,positive regulation of 1-phosphatidylinositol 4-kinase activity
392,"inositol 1,4,5-trisphosphate phosphatase activity",positive regulation of inositol-polyphosphate 5-phosphatase activity
393,lipoprotein lipase activity,positive regulation of lipoprotein lipase activity
394,lipoprotein lipase activity,lipoprotein lipase activator activity
395,monooxygenase activity,positive regulation of monooxygenase activity
396,25-hydroxy vitamin D3 1-alpha-hydroxylase activity,positive regulation of calcidiol 1-monooxygenase activity
397,monophenol monooxygenase activity,positive regulation of monophenol monooxygenase activity
398,tryptophan 5-monooxygenase activity,tryptophan hydroxylase activator activity
399,NADPH dehydrogenase activity,positive regulation of nitric-oxide synthase activity
400,nuclease activity,positive regulation of nuclease activity
401,endodeoxyribonuclease activity,positive regulation of endodeoxyribonuclease activity
402,deoxyribonuclease activity,positive regulation of deoxyribonuclease activity
403,ornithine decarboxylase activity,ornithine decarboxylase activator activity
404,peroxidase activity,positive regulation of peroxidase activity
405,phosphatidylcholine-sterol O-acyltransferase activity,phosphatidylcholine-sterol O-acyltransferase activator activity
406,phospholipase activity,positive regulation of phospholipase activity
407,phospholipase activity,phospholipase activator activity
408,phospholipase A2 activity,phospholipase A2 activator activity
409,phospholipase A2 activity,positive regulation of phospholipase A2 activity
410,phospholipase C activity,positive regulation of phospholipase C activity
411,prostaglandin-endoperoxide synthase activity,positive regulation of prostaglandin-endoperoxide synthase activity
412,protein kinase activity,positive regulation of protein kinase activity
413,protein-histidine kinase activity,positive regulation of protein histidine kinase activity
414,protein serine/threonine kinase activity,protein serine/threonine kinase activator activity
415,protein serine/threonine kinase activity,positive regulation of protein serine/threonine kinase activity
416,elongation factor-2 kinase activity,eukaryotic elongation factor-2 kinase activator activity
417,myosin light chain kinase activity,positive regulation of myosin light chain kinase activity
418,cAMP-dependent protein kinase activity,positive regulation of cAMP-dependent protein kinase activity
419,cyclin-dependent protein kinase activity,positive regulation of cyclin-dependent protein serine/threonine kinase activity
420,NF-kappaB-inducing kinase activity,activation of NF-kappaB-inducing kinase activity
421,JUN kinase activity,positive regulation of JUN kinase activity
422,MAP kinase activity,positive regulation of MAP kinase activity
423,protein tyrosine kinase activity,positive regulation of protein tyrosine kinase activity
424,protein phosphatase activity,positive regulation of phosphoprotein phosphatase activity
425,protein tyrosine phosphatase activity,protein tyrosine phosphatase activator activity
426,sphingomyelin phosphodiesterase activity,sphingomyelin phosphodiesterase activator activity
427,triglyceride lipase activity,positive regulation of triglyceride lipase activity
