,CUI1,CUI2
65,Epithelium,Major Salivary Gland Adenoid Cystic Carcinoma
66,soft tissue,Central Nervous System Kaposi Sarcoma
67,Epithelium,adenomatous polyp of stomach
68,Squamous epithelium,Squamous intraepithelial lesion
69,Connective and Soft Tissue,Kaposi's sarcoma of lung
70,Embryonic tissue,Atypical Teratoid Rhabdoid Tumor
71,Neuroepithelial Tissue,Recurrent Childhood Pilocytic Astrocytoma
72,Embryonic tissue,Ovarian Wilms Tumor
73,"Skin Tissue, Human",Desmoplastic Neurotropic Melanoma
74,Hematopoietic and Lymphoid Tissue,Stage IIIB Mycosis Fungoides and Sezary Syndrome AJCC v7
75,Embryonic tissue,Familial Neuroblastoma
76,Structure of germinal epithelium of ovary,"Ovarian Small Cell Carcinoma, Hypercalcemic Type"
77,Oral Cavity Epithelium,Adenoid cystic carcinoma of the oral cavity stage IV
78,Hepatobiliary Tissue,cystadenocarcinoma of intrahepatic bile duct
79,Blood Vessel Endothelium,Hemangiosarcoma
80,Epithelium,Malignant Brenner Tumor
81,Epithelium,Invasive Breast Carcinoma by Histologic Grade
82,Glandular Epithelium,Grade II Prostatic Intraepithelial Neoplasia
83,Bile Duct Epithelium,Cholangiocarcinoma non-resectable
84,Connective and Soft Tissue,Central Nervous System Chondroma
85,"Endothelium, Vascular",hemangioendothelial sarcoma of bone
86,Epithelium,Stage IIC Appendix Carcinoma AJCC v7
87,Epithelium,Recurrent Salivary Gland Cancer
88,Epithelium,Stage IVB Hypopharyngeal Squamous Cell Carcinoma AJCC v7
89,soft tissue,Intracranial cavernous hemangioma
90,Bile Duct Epithelium,Stage IV Distal Bile Duct Cancer AJCC v7
91,Lymphoid Tissue,Atypical Gastric Lymphoid Hyperplasia
92,"Nerve Tissue, Neuroepithelial Tissue, and Nerve Sheaths",Angiocentric glioma
93,Body tissue,Giant Cell Lesion of Small Bones
94,"Nerve Tissue, Neuroepithelial Tissue, and Nerve Sheaths",Spinal Cord Neurofibroma
95,Squamous epithelium,Low Grade Cervical Squamous Intraepithelial Neoplasia
96,Nerve Tissue and Nerve Sheaths,Pleural Schwannoma
97,Epithelium,Recurrent Childhood Hepatocellular Carcinoma
98,Cervix Epithelium,Stage IVB Cervical Cancer AJCC v6 and v7
99,Glandular Epithelium,Crohn Disease-Associated Colorectal Adenocarcinoma
100,Hematopoietic and Lymphoid Tissue,Lymphoplasmacytoid lymphoma/immunocytoma stage IV
101,Epithelium,Stage 0 Ureter Cancer AJCC v7
102,Connective and Soft Tissue,Benign Skeletal Muscle Neoplasm
103,"Endothelium, Vascular",Diffuse Pulmonary Lymphangiomatosis
104,Epithelium,Opisthorchis Viverrini-Related Cholangiocarcinoma
105,Epithelium of bronchus,Adenosquamous cell lung cancer stage III
106,Extrahepatic Bile Duct Epithelium,Stage IB Distal Bile Duct Cancer AJCC v7
107,Epithelium,Transitional Cell Intraepithelial Neoplasia
108,Mammary Gland Parenchyma,Benign phyllodes neoplasm of breast
109,Cervix Squamous Epithelium,Cervical Warty Carcinoma
110,Epithelium,Stage 0 Squamous Cell Lung Carcinoma AJCC v6 and v7
111,Epithelium of bronchus,Stage 0 Squamous Cell Lung Carcinoma AJCC v6 and v7
112,Thyroid Gland Epithelial Tissue,Clear Cell Variant Thyroid Gland Papillary Carcinoma
113,Anal mucosa,Stage IIIB Anal Canal Cancer AJCC v6 and v7
114,Lymphoid Tissue,Childhood Lymphocyte-Depleted Classic Hodgkin Lymphoma
115,Epithelium of oropharynx,Oropharyngeal Carcinoma
116,Epithelium,Clear Cell Variant Thyroid Gland Follicular Carcinoma
117,Smooth muscle (tissue),Leiomyosarcoma NCI Grade 3
118,Connective and Soft Tissue,Kaposi's sarcoma of penis
119,Marginal Zone,Splenic marginal zone lymphoma recurrent
120,Lymphoid Tissue,Lymphoplasmacytoid lymphoma/immunocytoma refractory
121,Lymphoid Tissue,Indolent Non-Hodgkin Lymphoma
122,Epithelium,Recurrent Adrenal Gland Pheochromocytoma
123,Body tissue,Invasive Mixed Breast Carcinoma
124,soft tissue,Fallopian Tube Soft Tissue Neoplasm
125,soft tissue,Metastatic Dermatofibrosarcoma Protuberans
126,Epithelium,Salivary Gland Oncocytic Carcinoma
127,Epithelium,Gallbladder adenocarcinoma
128,Glandular Epithelium,Colorectal Sessile Serrated Adenoma/Polyp
129,Lymphoid Tissue,Extramedullary Plasmacytoma
130,Neuroectoderm,Peripheral Ganglioneuroblastoma
131,Connective and Soft Tissue,Intracranial lipoma
132,Epithelium of choroid plexus,Choroid Plexus Carcinoma
133,Embryonic tissue,Pleuropulmonary blastoma type II
134,Epithelium,Sympathetic paraganglioma
135,Connective and Soft Tissue,Ischemic fasciitis
136,soft tissue,Stage IIIB Gastric Gastrointestinal Stromal Tumor
137,Mammary Epithelium,Mucoepidermoid Breast Carcinoma
138,Epithelium,Squamous Cell Carcinoma In Situ of the Nipple
139,Esophageal Squamous Epithelium,Human Papillomavirus-Related Esophageal Squamous Cell Carcinoma
140,Connective and Soft Tissue,"Leiomyosarcoma, Myxoid"
141,Germinative Follicular Epithelium,Malignant Germinative Follicular Epithelium Neoplasm
142,Body tissue,Combined Lung Carcinoma
143,Ovarian Tissue,Ovarian Surface Papilloma
144,Epithelium,Stage IV Laryngeal Cancer AJCC v7
145,Epithelium,Stage I Hepatocellular Carcinoma AJCC v6 and v7
146,soft tissue,Classic Type Atypical Fibroxanthoma
147,Liver parenchyma,Stage II Hepatocellular Carcinoma AJCC v6 and v7
148,Epithelium,Adenoid cystic carcinoma of the oral cavity
149,Epithelium,Epithelial tumor of ovary
150,soft tissue,Kaposi Sarcoma Related to Immunosuppressive Treatment
151,Connective and Soft Tissue,Benign neoplasm of soft tissue
152,Endocrine Reproductive Tissue,Ovarian Microcystic Stromal Tumor
153,Epithelium,mucinous adenocarcinofibroma of ovary
154,Lymphoid Tissue,Ann Arbor Stage I Grade 1 Follicular Lymphoma
155,Glandular Epithelium,Pancreatic Moderately Differentiated Ductal Adenocarcinoma
156,Large Intestinal Wall Tissue,Descending Colon Neuroendocrine Tumor G1
157,Epithelium,Poorly Cohesive Gastric Carcinoma
158,Thyroid Gland Epithelial Tissue,Stage IVC Thyroid Gland Undifferentiated (Anaplastic) Carcinoma AJCC v7
159,Epithelium,Cigarette Smoking-Related Carcinoma
160,Lymphoid Tissue,B-cell lymphoma stage I
161,Epithelium,Low Grade Prostatic Intraepithelial Neoplasia
162,Thyroid Gland Epithelial Tissue,Stage IVB Thyroid Gland Follicular Carcinoma AJCC v7
163,Epithelium,Borderline Ovarian Clear Cell Adenofibroma
164,Connective and Soft Tissue,leiomyosarcoma of anus
165,Connective and Soft Tissue,Pericardial Leiomyoma
166,Epithelium,bilateral breast cancer
167,Lymphoid Tissue,AIDS-Related Non-Hodgkin Lymphoma
168,soft tissue,Cutaneous Liposarcoma
169,Structure of thyroid follicle,Thyroid Gland Oncocytic Adenoma
170,Hematopoietic and Lymphoid Tissue,Stage IVB Mycosis Fungoides and Sezary Syndrome AJCC v7
171,Epithelium,Stage III Bladder Cancer AJCC v6 and v7
172,Epithelium,Low Grade Salivary Gland Carcinoma
173,Hematopoietic and Lymphoid Tissue,"Hodgkin's disease, nodular sclerosis of lymph nodes of multiple sites"
174,Epithelium of oropharynx,Tonsillar Undifferentiated Carcinoma
175,Epithelium,"Urinary bladder carcinoma stage I, with cancer in situ"
176,Epithelium,Vulvar Nodular Hidradenoma
177,Structure of germinal epithelium of ovary,Ovarian Serous Adenocarcinoma
178,Glandular Epithelium,Pancreatic Ductal Adenocarcinoma
179,Epithelium,intraductal papillary-mucinous neoplasm of pancreas with moderate dysplasia
180,Mucosa of large intestine,Stage II Rectosigmoid Cancer AJCC v6
181,soft tissue,Mitochondrial Myopathies
182,Mammary Epithelium,"Breast Cancer, Familial"
183,Germinal Layer,"Testicular Yolk Sac Tumor, Polyvesicular Vitelline Pattern"
184,Epithelium,Colorectal Medullary Carcinoma
185,Medullary Bone,Small cell osteosarcoma
186,Epithelium,Pancreatic Large Cell Neuroendocrine Carcinoma
187,Hematopoietic and Lymphoid Tissue,Autoimmune hemolytic anemia
188,Epithelium,Carcinoma ex pleomorphic adenoma
189,Mucosa of large intestine,Rectosigmoid Signet Ring Cell Carcinoma
190,Epithelium,Metastatic Signet Ring Cell Breast Carcinoma
191,soft tissue,Stage IIIA Uterine Sarcoma AJCC v7
192,Connective and Soft Tissue,Legg-Calve-Perthes Disease
193,Neuroectoderm,Neuroblastomas of the Adrenal Gland and Sympathetic Nervous System
194,Lymphoid Tissue,Splenic Manifestation of Prolymphocytic Leukemia
195,Connective and Soft Tissue,Stage IIIC Uterine Sarcoma AJCC v7
196,Body tissue,Neoplasm of Uncertain Histogenesis
197,Endocrine Reproductive Tissue,Juvenile type ovarian granulosa cell tumor
198,Hematopoietic and Lymphoid Tissue,Prostate Lymphoma
199,Epithelium,"Papillary renal cell carcinoma, sporadic"
200,Lymphoid Tissue,Splenic Lymphoplasmacytic Lymphoma
201,Epithelium,Seminal Vesicle Adenocarcinoma
202,Hematopoietic and Lymphoid Tissue,Ann Arbor Stage I Supradiaphragmatic Hodgkin Lymphoma
203,Epithelium,Stage IIIA Lung Large Cell Carcinoma AJCC v7
204,"Endothelium, Vascular",Strawberry nevus of skin
205,Epithelium,Thymoma malignant invasive
206,Structure of germinal center of lymph node,Ann Arbor Stage II Grade 2 Contiguous Follicular Lymphoma
207,Epithelium,Adenoid cystic carcinoma of parotid gland
208,Mesothelium,Pleural Biphasic Mesothelioma
209,Epithelium,Anogenital papillomaviral intraepithelial neoplasia
210,Dermis,Scrotal Hemangioma
211,Epithelium,Benign Ovarian Seromucinous Tumor
212,Germinal Layer,Mediastinal teratoma
213,Small intestine mucous membrane,Small intestine carcinoma resectable
214,Epithelium,"Papillary transitional cell carcinoma, non-invasive"
215,Large Intestinal Wall Tissue,Rectal Small Cell Neuroendocrine Carcinoma
216,"Nerve Tissue, Neuroepithelial Tissue, and Nerve Sheaths",Malignant Glioma
217,Epidermis,Transplant-Related Skin Squamous Cell Carcinoma
218,Epithelium,Unilateral Breast Carcinoma
219,Epithelium,Stage I Differentiated Thyroid Gland Carcinoma 45 Years and Older AJCC v7
220,Mucosa of large intestine,Stage IIIC Colon Cancer AJCC v7
221,Hematopoietic and Lymphoid Tissue,Small Intestinal Diffuse Large B-Cell Lymphoma
222,Hematopoietic and Lymphoid Tissue,Ann Arbor Stage II Supradiaphragmatic Nodular Lymphocyte Predominant Hodgkin Lymphoma
223,Structure of thyroid follicle,Thyroid Gland Signet Ring Cell Follicular Adenoma
224,Ciliated Respiratory Mucosa,Inverting papilloma of the paranasal sinus
225,Lymphoid Tissue,Mantle cell lymphoma
226,Lymphoid Tissue,Centroblastic Lymphoma Post-Transplant Lymphoproliferative Disorder
227,Epithelium,Carcinoma in situ of prostate
228,soft tissue,Stromal sarcoma
229,Epithelium,tubulovillous adenoma of stomach
230,Lymphoid Tissue,Stage IV Diffuse Large B-Cell Lymphoma
231,Hemopoietic tissue,Adult Pure Erythroid Leukemia
232,Neuroepithelial Tissue,Childhood Diffuse Astrocytoma
233,Hematopoietic and Lymphoid Tissue,Cutaneous Precursor Lymphoid Neoplasm
234,Hematopoietic and Lymphoid Tissue,Childhood Acute Monoblastic and Monocytic Leukemia
235,soft tissue,Adult Desmoplastic Small Round Cell Tumor
236,"Skin Tissue, Human",Old Burn Scar-Related Cutaneous Melanoma
237,Hepatobiliary Tissue,Hepatoma resectable
238,soft tissue,Acral Fibromyxoma
239,Epithelium,Benign neoplasm of sweat gland
240,soft tissue,Hemangioma of breast
241,Epithelium,"Cervical Mucinous Adenocarcinoma, Minimal Deviation Type"
242,Glandular Epithelium,"Papillary mucinous cystadenoma, borderline malignancy"
243,Laryngeal Epithelium,undifferentiated carcinoma of larynx
244,Muscle Tissue,Intravenous leiomyomatosis
245,"Nerve Tissue, Neuroepithelial Tissue, and Nerve Sheaths","Neuroectodermal Tumor, Melanotic"
246,Body tissue,Mixed Neoplasm
247,Connective and Soft Tissue,Fibromyalgia
248,soft tissue,Classic Rhabdomyoma
249,"Skin Tissue, Human",Stage II Acral Lentiginous Melanoma AJCC v6 and v7
250,Epithelium,Anal margin Paget's disease
251,Germinal Layer,Struma Ovarii
252,Epithelium,Adenocarcinoma of the prostate stage II
253,Hematopoietic and Lymphoid Tissue,Recurrent Childhood Non-Hodgkin Lymphoma
254,"Nerve Tissue, Neuroepithelial Tissue, and Nerve Sheaths",Childhood Pleomorphic Xanthoastrocytoma
255,Adipose tissue,liposarcoma of vulva
256,Adipose tissue,Spindle cell lipoma
257,Epithelium,Submandibular Gland Undifferentiated Carcinoma
258,Connective and Soft Tissue,Stage IB Bone Sarcoma AJCC v7
259,Epithelium,Gastric Large Cell Neuroendocrine Carcinoma
260,Epithelium,Aflatoxins-Related Hepatocellular Carcinoma
261,Connective and Soft Tissue,Adult Angiosarcoma
262,"Skin Tissue, Human",Cutaneous Malignant Melanoma 2
263,Connective and Soft Tissue,Rhabdomyosarcoma with Mixed Embryonal and Alveolar Features
264,"Nerve Tissue, Neuroepithelial Tissue, and Nerve Sheaths",Childhood Cerebellar Anaplastic Astrocytoma
265,Islets of Langerhans,Glucagonoma
266,Body tissue,Giant Cell Tumor of Bone
267,Glandular Epithelium,Grade 3 Colon Adenocarcinoma
268,Connective and Soft Tissue,Ewing's sarcoma of bone
269,Mammary Epithelium,Atypical Breast Papilloma
270,Epithelium,Stage IIIA Lung Small Cell Carcinoma AJCC v7
271,Epithelium,Adenocarcinoma in adenomatous polyposis coli
272,Hematopoietic and Lymphoid Tissue,Adult Immunoblastic Lymphoma
273,Hematopoietic and Lymphoid Tissue,Gastric Burkitt Lymphoma
274,Epithelium,Adenomatous Polyposis Coli
275,Hematopoietic and Lymphoid Tissue,Gastric Diffuse Large B-Cell Lymphoma
276,Epithelium,Localized Resectable Adult Liver Carcinoma
277,"Nerve Tissue, Neuroepithelial Tissue, and Nerve Sheaths",Epithelioid Malignant Peripheral Nerve Sheath Tumor
278,Epithelium,Carcinoma bone
279,Mucosa of large intestine,Rectal Adenoma with Severe Dysplasia
280,Gastric mucosa,Undifferentiated carcinoma of stomach
281,Epithelium,keratinizing squamous cell carcinoma of nasal cavity
282,Laryngeal Epithelium,"Stage 0 Laryngeal Squamous Cell Carcinoma AJCC v6, v7, and v8"
283,soft tissue,Uterine Corpus Epithelioid Leiomyosarcoma
284,Connective and Soft Tissue,Lipomatous neoplasm
285,"Nerve Tissue, Neuroepithelial Tissue, and Nerve Sheaths",Juvenile astrocytoma
286,Prostatic epithelium,Stage I Prostate Cancer AJCC v7
287,soft tissue,Cervical Soft Tissue Neoplasm
288,Skeletal muscle structure,Extrahepatic Bile Duct Embryonal Rhabdomyosarcoma
289,Odontogenic Epithelium,"Ameloblastic Carcinoma-Secondary Type (Dedifferentiated), Intraosseous"
290,Nasal Cavity Epithelium,Carcinoma Arising in Nasal Papillomatosis
291,Hematopoietic and Lymphoid Tissue,Stage IV Adult Hodgkin Lymphoma
292,Cervix Squamous Epithelium,Cervical Non-Keratinizing Squamous Cell Carcinoma
293,Lymphoid Tissue,follicular malignant lymphoma of breast
294,soft tissue,Benign Vaginal Mixed Tumor
295,Epithelium,Colon Serrated Adenocarcinoma
296,soft tissue,Stage II Uterine Sarcoma AJCC v7
297,Marginal Zone,Marginal zone lymphoma stage II
298,Epithelium,Carcinoma of Cowper Glands
299,Cervix Epithelium,AIDS-Related Cervical Carcinoma
300,Thyroid Gland Tissue,Thyroiditis
301,Epithelium,High Grade Penile Intraepithelial Neoplasia
302,Germinal Layer,Testicular Mixed Embryonal Carcinoma and Teratoma
303,Epithelium,Branch Duct Pancreatic Intraductal Papillary-Mucinous Neoplasm
304,Testicular Tissue,Benign neoplasm of testis
305,Epithelium,Lung Lymphoepithelioma-Like Carcinoma
306,Connective and Soft Tissue,"Arthritis, Reactive"
307,"Endothelium, Vascular",Malignant Blood Vessel Neoplasm
308,Lymphoid Tissue,Advanced Unfavorable Hodgkin Lymphoma
309,Squamous epithelium,Dysplasia of anus
310,Epithelium,Malignant Bladder Paraganglioma
311,Structure of germinal epithelium of ovary,Borderline Ovarian Serous Tumor/Atypical Proliferative Ovarian Serous Tumor
312,"Muscle, Striated",Adult Extracardiac Rhabdomyoma
313,Neuroepithelial Tissue,Supratentorial Glioblastoma
314,Glandular Epithelial Tissue,FSH-Producing Gonadotroph Adenoma
315,Epithelium,Distal Bile Duct Carcinoma
316,Hematopoietic and Lymphoid Tissue,Adult T Acute Lymphoblastic Leukemia
317,soft tissue,Atrial myxoma
318,soft tissue,Myxoma
319,Lymphoid Tissue,Adult B Acute Lymphoblastic Leukemia
320,Connective and Soft Tissue,Colorectal Sarcoma
321,Lymphoid Tissue,Chronic lymphocytic leukemia refractory
322,Blood Vessel Endothelium,Blue rubber bleb nevus syndrome
323,Epithelium,Cholangiocarcinoma recurrent
324,soft tissue,Intermediate (Rarely Metastasizing) Blood Vessel Neoplasm
325,Epithelium,Stage IV Oropharyngeal Carcinoma
326,Connective and Soft Tissue,Hemangioma of spleen
327,Transitional epithelium of renal pelvis,Renal Pelvis Urothelial Papilloma
328,Hepatobiliary Tissue,Stage II Childhood Hepatocellular Carcinoma AJCC v6 and v7
329,Adipose tissue,HIV lipodystrophy
330,Parathyroid Gland Epithelial Tissue,Localized Parathyroid Gland Carcinoma
331,Renal Tubule Epithelium,Papillary renal cell carcinoma type 2
332,Thyroid Gland Epithelial Tissue,Stage III Thyroid Gland Medullary Carcinoma AJCC v7
333,Structure of thyroid follicle,Stage III Thyroid Gland Medullary Carcinoma AJCC v7
334,"Nerve Tissue, Neuroepithelial Tissue, and Nerve Sheaths",Childhood Neuroblastoma
335,"Endothelium, Vascular",Airway Hemangioma
336,Connective and Soft Tissue,Central Nervous System Leiomyoma
337,Odontogenic Tissue,Primary Intraosseous Squamous Cell Carcinoma Derived From Keratocystic Odontogenic Tumor
338,Epithelium of vagina,Vaginal Neuroendocrine Carcinoma
339,Cervix Epithelium,Cervical intraepithelial neoplasia grade 2
340,Epithelium of vagina,verrucous carcinoma of vagina
341,Mucosa of large intestine,Crohn Disease-Associated Colorectal Adenocarcinoma
342,Lymphoid Tissue,Colorectal Mucosa-Associated Lymphoid Tissue Lymphoma
343,Hematopoietic and Lymphoid Tissue,Ann Arbor Stage IIA Hodgkin Lymphoma
344,Epithelium,Squamous cell carcinoma of floor of mouth
345,Epithelium,Small cell lung cancer extensive stage
346,Connective and Soft Tissue,Persistent Oligoarticular Juvenile Idiopathic Arthritis
347,Muscle Tissue,Conventional Leiomyosarcoma
348,Epithelium,"Stage 0 Nasopharyngeal Keratinizing Squamous Cell Carcinoma AJCC v6, v7, and v8"
349,Epithelium,Laryngeal Squamous Cell Carcinoma
350,"Muscle, Striated",Intermediate Rhabdomyoma
351,Epithelium,Fallopian Tube Cancer by AJCC v6 Stage
352,soft tissue,rhabdomyosarcoma of extrahepatic bile duct
353,"Nerve Tissue, Neuroepithelial Tissue, and Nerve Sheaths","Diffuse Astrocytoma, IDH-Wildtype"
354,Epithelium of nasopharynx,Squamous Papilloma of the Nasopharynx
355,Hematopoietic and Lymphoid Tissue,B lymphoblastic leukemia lymphoma with t(9;22)(q34;q11.2); BCR-ABL1
356,soft tissue,Stage III Uterine Sarcoma AJCC v7
357,Lymphoid Tissue,Cutaneous Lymphomatoid Granulomatosis
358,Gastric mucosa,Diffuse Gastric Adenocarcinoma
359,Neuroepithelial Tissue,Childhood Brain Stem Astrocytoma
360,Meninges,Adult Atypical Meningioma
361,Smooth muscle (tissue),Metastatic leiomyosarcoma
362,Odontogenic Epithelium,Unicystic ameloblastoma
363,Mucous Membrane,Stage IVC Mucosal Melanoma of the Head and Neck AJCC v7
364,Structure of germinal epithelium of ovary,FIGO Stage IIIC Ovarian Cancer
365,Endocrine Reproductive Tissue,Benign Ovarian Luteinized Thecoma
366,Epithelium,Squamous cell carcinoma of palate
367,Blood Vessel Endothelium,Skin Cavernous Hemangioma
368,"Nerve Tissue, Neuroepithelial Tissue, and Nerve Sheaths",Retinoblastoma
369,Hematopoietic and Lymphoid Tissue,Non-Congenital Amegakaryocytosis
370,Embryonic tissue,Nephroblastoma
371,Prostatic epithelium,Prostate Cancer by AJCC v7 Stage
372,Connective and Soft Tissue,liposarcoma of bone
373,Epithelium,Adenolymphoma
374,Adrenal Medulla,Childhood Adrenal Gland Pheochromocytoma
375,Connective and Soft Tissue,Solitary Myofibromatosis
376,Blood Vessel Endothelium,Pyogenic granuloma
377,Laryngeal Epithelium,Subglottic Verrucous Carcinoma
378,Hematopoietic and Lymphoid Tissue,Childhood Lymphoma
379,Epithelium,Corneal intraepithelial neoplasia
380,soft tissue,Angiosarcoma of liver
381,Germinal Layer,Testicular germ cell tumor mixed stage III
382,Germinal Layer,Adult Central Nervous System Mixed Germ Cell Tumor
383,Epithelium,Childhood Choroid Plexus Carcinoma
384,Hepatobiliary Tissue,Liver Yolk Sac Tumor
385,Endocrine Reproductive Tissue,Benign Ovarian Thecoma
386,Smooth muscle (tissue),Leiomyosarcoma of Deep Soft Tissue
387,Lymphoid Tissue,Burkitt Lymphoma
388,Epithelium,Warthin-Like Variant Thyroid Gland Papillary Carcinoma
389,Thyroid Gland Epithelial Tissue,Thyroid Gland Carcinoma Showing Thymus-Like Differentiation
390,Connective and Soft Tissue,Osteomyelitis
391,Structure of germinal epithelium of ovary,Ovarian serous cystadenofibroma
392,soft tissue,Pigmented villonodular synovitis
393,Hematopoietic and Lymphoid Tissue,Cardiac Myeloid Sarcoma
394,Muscle Tissue,Inferior Vena Cava Leiomyosarcoma
395,Odontogenic Epithelium,Dentinogenic Ghost Cell Tumor
396,Epithelium,Nasopharyngeal Differentiated Carcinoma
397,Connective and Soft Tissue,Pulmonary Vein Leiomyosarcoma
398,Lymphoid Tissue,Epstein-Barr virus positive diffuse large B-cell lymphoma of elderly
399,Adipose tissue,Liver Lipoma
400,Lymphoid Tissue,Stage IV Anaplastic Large Cell Lymphoma
401,soft tissue,Myotonia Congenita
402,Small Intestinal Wall Tissue,Jejunal Neuroendocrine Tumor G1
403,Epithelium,Small intestine carcinoma recurrent
404,Epithelium,Stage IVB Thyroid Gland Follicular Carcinoma AJCC v7
405,Structure of thyroid follicle,Stage IVB Thyroid Gland Follicular Carcinoma AJCC v7
406,Epithelium,Poorly Differentiated Thyroid Carcinoma
407,Epithelium,Stage 0 Bladder Carcinoma
408,Epithelium,Stage I Carcinoma of Bladder
409,Body tissue,Neoplastic Polyp
410,Hematopoietic and Lymphoid Tissue,Lymphomatous Adult T-Cell Leukemia/Lymphoma
411,Epithelium,"Gallbladder Undifferentiated Carcinoma, Spindle and Giant Cell Type"
412,Connective and Soft Tissue,Orbital Cellulitis
413,Epithelium of vagina,Vaginal Endometrioid Adenocarcinoma
414,Epithelium,Malignant neoplasm of stomach stage II
415,Hematopoietic and Lymphoid Tissue,Adult T-cell lymphoma/leukemia stage II
416,Epithelium,Thymic Adenosquamous Carcinoma
417,soft tissue,leiomyosarcoma of vulva
418,Epithelium,Borderline Ovarian Serous Tumor with Microinvasion
419,Lymphoid Tissue,Early Unfavorable Non-Hodgkin Lymphoma
420,Hematopoietic and Lymphoid Tissue,Stage III Adult Burkitt Lymphoma
421,Extrahepatic Bile Duct Epithelium,Unresectable Extrahepatic Bile Duct Carcinoma
422,Lymphoid Tissue,Advanced Favorable Non-Hodgkin Lymphoma
423,Epithelium,Oncocytic Neoplasm
