,CUI1,CUI2
41,Ineffective hematopoiesis,"Myelodysplastic syndrome, no ICD-O subtype"
42,Benign Cellular Infiltrate,Benign neoplasm of small intestine
43,Vascular Channel Formation,Adult Angiosarcoma
44,Systemic disease,Aggressive Systemic Mastocytosis
45,Epithelial Component Present,Respiratory papilloma
46,Carcinomatous Component Present,"Carcinoma, Neuroendocrine"
47,Myeloblasts 20 Percent or More of Bone Marrow Nucleated Cells,Adult Acute Myeloid Leukemia with Minimal Differentiation
48,Carcinomatous Component Present,Colon Micropapillary Adenocarcinoma
49,Epithelial Component Present,Intestinal Neuroendocrine Tumor
50,Thick-Walled Vessels Present,Childhood Kidney Angiomyolipoma
51,Indolent Clinical Course,Benign neoplasm of spleen
52,Nuclear Atypia,Adult Gliosarcoma
53,Rapidly Enlarging Mass,Botryoid-Type Embryonal Rhabdomyosarcoma of the Vagina
54,Metastatic Lesion,Secondary malignant neoplasm of hypopharynx
55,Carcinomatous Component Present,Disseminated carcinoma
56,Local disease,Lipoma of spermatic cord
57,Perivascular fibrosis,Hodgkin's disease nodular sclerosis stage II subdiaphragmatic
58,Epithelial Component Present,Stage IIIA Lung Small Cell Carcinoma AJCC v7
59,Benign Cellular Infiltrate,Colon Ganglioneuroma
60,Carcinomatous Component Present,Esophageal carcinoma recurrent
61,Cutaneous Involvement,Adenoid cystic eccrine carcinoma
62,Carcinomatous Component Present,"Stage 0 Laryngeal Verrucous Carcinoma AJCC v6, v7, and v8"
63,Nuclear Grooves,Columnar Cell Variant Thyroid Gland Papillary Carcinoma
64,Epithelial Component Present,Orbit Paraganglioma
65,Solitary Skin Tumor,"Anaplastic Large Cell Lymphoma, Lymphomatoid Papulosis-Like Histology"
66,Neuroendocrine Differentiation,Jejunal Somatostatin-Producing Neuroendocrine Tumor
67,Carcinomatous Component Present,Recurrent Skin Carcinoma
68,Adulthood Lesion,Adult Immunoblastic Lymphoma
69,Epithelial Component Present,Laryngeal Paraganglioma
70,Carcinomatous Component Present,Parotid Gland Carcinosarcoma
71,Adulthood Lesion,Adult Pleomorphic Rhabdomyosarcoma
72,Localized Lesion,Solitary Osteochondroma
73,Epithelial Component Present,Thyroid stimulating hormone-producing pituitary tumor
74,Epithelial Component Present,Skin Signet Ring Cell Basal Cell Carcinoma
75,Inflammation,Inflammatory Hepatocellular Adenoma
76,Benign Cellular Infiltrate,Colorectal Leiomyoma
77,Follicular Cell Differentiation,Nonencapsulated sclerosing tumor
78,Borderline Lesion,Glomus Tumor of Uncertain Malignant Potential
79,Chromogranin A Positive Neoplastic Cells Present,Hindgut Carcinoid Tumor
80,Acanthosis,Vulvar Warty Carcinoma
81,Multinodular Lesion,Uterine Corpus Dissecting Leiomyoma
82,Vascular Channel Formation,Colon Kaposi Sarcoma
83,Rapidly Enlarging Mass,"Vulvar Squamous Cell Carcinoma, Keratoacanthoma Type"
84,Invasive Lesion,Breast Carcinoma with Osseous Metaplasia
85,Angiocentric Pattern,Recurrent Grade I Lymphomatoid Granulomatosis
86,Epithelial Component Present,Carcinoid tumor of the duodenum
87,Carcinomatous Component Present,Early Hepatocellular Carcinoma
88,Adnexal Differentiation,Basal cell carcinoma - follicular
89,Cutaneous Involvement,Recurrent Primary Cutaneous T-Cell Non-Hodgkin Lymphoma
90,Local disease,Localized Gallbladder Carcinoma
91,Infiltrative Growth Pattern,Infiltrating basal cell carcinoma
92,Invasive Lesion,"Infiltrating Bladder Urothelial Carcinoma, Nested Variant"
93,Dysplasia,Esophageal High Grade Intraepithelial Neoplasia
94,Severe dysplasia,Gastrointestinal carcinoma in situ
95,Recurrent disease,Recurrent Pancreatic Neuroendocrine Carcinoma
96,Diffuse Pattern,malignant peripheral nerve sheath tumor (MPNST) of mediastinum
97,Macrocystic Change,"Lymphangioma, Cystic"
98,Epithelial Component Present,Stage IIA Prostate Cancer AJCC v7
99,Carcinomatous Component Present,neuroendocrine carcinoma of anal canal
100,Severe cytologic atypia,neuroendocrine carcinoma of anal canal
101,Hemorrhagic,Post-Radiotherapy Breast Angiosarcoma
102,Biphasic Pattern,Adenomyoma
103,Epithelial Component Present,Densely Granulated Lactotroph Adenoma
104,Osteoid formation,Extraskeletal osteosarcoma non-metastatic
105,Well Differentiated Hyaline Cartilage Present,Mesenchymal Chondrosarcoma
106,Mucoid Stroma Formation,Mucinous cystadenocarcinoma appendix
107,Intraluminal Tumor Growth,Intimal sarcoma
108,Hereditary Lesion,Hereditary Kidney Oncocytoma
109,Cutaneous Involvement,Mycosis fungoides/Sezary syndrome stage II
110,High Grade Lesion,Alveolar soft part sarcoma non-metastatic
111,Tissue Differentiation Uncertain,"Synovial sarcoma, spindle cell"
112,Invasive Focus of Carcinoma Cells Measuring More Than 5 mm Present,Lepidic Predominant Adenocarcinoma
113,Syncytial Pattern,Lung Lymphoepithelioma-Like Carcinoma
114,Macrofollicular Structures Present,Juvenile Type Bilateral Ovarian Granulosa Cell Tumor
115,Extraosseous Lesion,Extra-osseous Ewing's sarcoma non-metastatic
116,Epithelial Component Present,Stage IIIA Digestive System Neuroendocrine Tumor AJCC v7
117,Angiodestructive Pattern,Adult Grade III Lymphomatoid Granulomatosis
118,Carcinomatous Component Present,Ovarian Cancer by FIGO Stage
119,Indolent Clinical Course,Senile hemangioma of lip
120,Epithelial Component Present,FIGO Stage IC2 Ovarian Cancer
121,Neuroendocrine Differentiation,Thyroid Gland Paraganglioma
122,Hyperplastic Tissue Present,"Reticuloendotheliosis, X-linked"
123,Indolent Clinical Course,"Hemangioma, Cavernous"
124,Glial Differentiation,Desmoplastic infantile astrocytoma
125,Childhood Lesion,Childhood B Acute Lymphoblastic Leukemia
126,atypia morphology,Borderline Ovarian Serous Tumor/Atypical Proliferative Ovarian Serous Tumor
127,Recurrent disease,Recurrent Oral Cavity Carcinoma
128,Childhood Lesion,"Childhood Ganglioneuroblastoma, Nodular"
129,Carcinomatous Component Present,Prostate Carcinoma Metastatic in the Lung
130,Myxoid Stroma Formation,Myxoma
131,Epithelial Component Present,Pleomorphic carcinoma
132,Neoplastic Plasma Cells More than 30 Percent of Bone Marrow Nucleated Cells,Indolent multiple myeloma
133,Adulthood Lesion,Adult Extraskeletal Myxoid Chondrosarcoma
134,Childhood Lesion,Childhood Brain Stem Mixed Glioma
135,Papillary Pattern,Intraductal papillary breast neoplasm
136,Epithelial Component Present,Papillary squamous cell carcinoma
137,Anaplasia,Anaplastic Brain Stem Astrocytoma
138,Cutaneous Involvement,Melanocytic tumor of skin
139,Cystic Change,Testicular Dermoid Cyst
140,Neutrophilia (finding),"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative"
141,Stromal Invasion,Stage IIIB Ovarian Cancer AJCC v6 and v7
142,Poorly Differentiated Lesion,Infiltrating Bladder Urothelial Carcinoma Sarcomatoid Variant
143,Carcinomatous Component Present,Stage III Fallopian Tube Cancer AJCC v7
144,Anaplasia,"Infiltrating Bladder Urothelial Carcinoma, Sarcomatoid Variant with Heterologous Elements"
145,Slow Growing Mass,Childhood Pilocytic Astrocytoma
146,Hemorrhagic,Prostate Angiosarcoma
147,Papillary Pattern,Vaginal Papillary Carcinoma
148,Epithelial Component Present,large cell neuroendocrine carcinoma of anal canal
149,Mixed Cellular Population,Malignant Uterine Corpus Mixed Epithelial and Mesenchymal Neoplasm
150,Carcinomatous Component Present,Childhood Esophageal Carcinoma
151,Indolent Clinical Course,Venous Angioleiomyoma
152,Cutaneous Involvement,Cutaneous Fibrous Histiocytoma
153,Diffuse Cellular Infiltrate,Sporadic Diffuse Gastric Adenocarcinoma
154,Metastatic Lesion,Secondary malignant neoplasm of parathyroid gland
155,Carcinomatous Component Present,Stage IVA Cervical Cancer AJCC v6 and v7
156,Schwannian Stroma Predominant Component of the Tumor Volume,Ganglioneuroma of skin
157,Indolent Clinical Course,Degeneration of uterine fibroid
158,Recurrent disease,Recurrent Childhood Hepatocellular Carcinoma
159,Metastatic/Recurrent Disease,Clear Cell Sarcoma of Soft Tissue
160,Fascicular Pattern,Clear Cell Sarcoma of Soft Tissue
161,Large Spaces Filled with Blood Present,Telangiectatic osteosarcoma
162,Pseudopapillary Pattern,Papillary Meningioma
163,Carcinomatous Component Present,Stage I Merkel Cell Carcinoma AJCC v7
164,Dysplasia,Vaginal intraepithelial neoplasia
165,Favorable Clinical Outcome,Colorectal Ganglioneuroma
166,High Grade Non Cartilaginous Sarcomatous Stroma Present,Dedifferentiated chondrosarcoma
167,Eosinophilic inflammation,Breast Inflammatory Myofibroblastic Tumor
168,Plasma cell inflammation,Breast Inflammatory Myofibroblastic Tumor
169,Epithelial Component Present,"Adenoma, Monomorphic"
170,Epithelial Component Present,Malignant tumor of choroid plexus
171,Pregnancy Complications,Stage IVB Gestational Trophoblastic Tumor AJCC v7
172,Non-Invasive Lesion,Bladder Urothelial Proliferation of Uncertain Malignant Potential
173,Epithelial Component Present,Stage IIIA Vulvar Cancer AJCC v7
174,Monomorphic Cellular Infiltrate,Childhood Oligodendroglioma
175,Favorable Clinical Outcome,Ganglioneuroma
176,Carcinomatous Component Present,"Infiltrating Bladder Urothelial Carcinoma, Plasmacytoid Variant"
177,Diffuse Pattern,Adult Anaplastic Oligodendroglioma
178,Carcinomatous Component Present,Stage IVA Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7
179,Melanin Pigment Present,GIANT PIGMENTED HAIRY NEVUS
180,Slow Growing Mass,Adult Subependymal Giant Cell Astrocytoma
181,Firm mass,Malignant Peripheral Nerve Sheath Tumor with Mesenchymal Differentiation
182,Epithelial Component Present,Stage IIB Cervical Cancer AJCC v6 and v7
183,Anaplasia,Secondary Supratentorial Anaplastic Astrocytoma
184,Well-Circumscribed Lesion,Hereditary Kidney Wilms Tumor
185,Invasive Lesion,Pigmented Dermatofibrosarcoma Protuberans (Bednar Tumor)
186,Cutaneous Involvement,Malignant neoplasm of sweat gland
187,Epithelial Component Present,Serous Tubal Intraepithelial Carcinoma
188,Epithelial Component Present,Cervical Cancer by AJCC v7 Stage
189,Radiation Sickness,Radiation-induced myelopathy
190,Epithelial Component Present,Small intestine carcinoma stage I
191,Cutaneous Involvement,Hereditary Melanoma
192,Low Mitotic Activity,Low Grade Ovarian Serous Adenocarcinoma
193,Carcinomatous Component Present,Stage IVA Lip Cancer AJCC v6 and v7
194,Carcinomatous Component Present,Stage IVB Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7
195,Epithelial Component Present,Stage IIC Fallopian Tube Cancer AJCC v6 and v7
196,Infiltrative Growth Pattern,Fibrillary Astrocytoma
197,Indolent Clinical Course,Fallopian tube leiomyoma
198,Childhood Lesion,Recurrent Childhood Hodgkin Lymphoma
199,Acanthosis,Seborrheic keratosis
200,Cutaneous Involvement,Pilomatrix carcinoma of skin
201,Anaplasia,"Glioblastoma, IDH-Mutant"
202,Diffuse Pattern,Cerebral Glioblastoma
203,Adulthood Lesion,Refractory Adult Spinal Cord Neoplasm
204,Diffuse Pattern,Anaplastic Oligodendroglioma
205,High Grade Lesion,Brain Glioblastoma
206,Epithelial Component Present,Stage IV Renal Cell Cancer
207,Carcinomatous Component Present,Non-small cell lung cancer stage II
208,Fibrotic Stroma Formation,Peripheral Intrahepatic Cholangiocarcinoma
209,Carcinomatous Component Present,Stage III Pancreatic Cancer AJCC v6 and v7
210,Hyperkeratosis,Plantar Verrucous Skin Carcinoma
211,Carcinomatous Component Present,Stage III Intrahepatic Cholangiocarcinoma AJCC v7
212,Metastatic Lesion,CNS metastases
213,Invasive Lesion,Mucoepidermoid Breast Carcinoma
214,Tissue Differentiation Uncertain,Malignant Uterine Corpus PEComa
215,Carcinomatous Component Present,Carcinomatosis
216,Invasive Lesion,Breast Carcinoma with Choriocarcinomatous Features
217,Infiltrative Growth Pattern,Adult Infiltrating Astrocytoma
218,Epithelial Component Present,Well Differentiated Pancreatic Endocrine Tumor
219,Stromal Invasion,FIGO Stage III Ovarian Cancer
220,Cutaneous Involvement,Benign Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm
221,Collagenous Stroma Formation,Extra-abdominal fibromatosis
222,Borderline Lesion,Peritoneal cystic mesothelioma
223,Carcinomatous Component Present,Squamous cell carcinoma of nasopharynx
224,Indolent Clinical Course,Cavernous hemangioma of retina
225,Vascular Channel Formation,Cavernous hemangioma of retina
226,Cutaneous Involvement,Anal Papillary Hidradenoma
227,Solid Growth Pattern,Breast Columnar Cell Mucinous Carcinoma
228,Childhood Lesion,Recurrent Childhood Anaplastic Astrocytoma
229,Locally Aggressive Lesion,"Phosphaturic mesenchymal tumor, benign"
230,Fibrotic Stroma Formation,Ovarian Microcystic Stromal Tumor
231,Epithelial Component Present,Primary solid type intraosseous squamous cell carcinoma
232,Melanin Pigment Present,"Nevus, Blue"
233,Metastatic Lesion,Malignant fibrous histiocytoma metastatic
234,Dilated Thin-Walled Vascular Space Formation,Vaginal Angiomyofibroblastoma
235,Low Mitotic Activity,Carcinoid tumor of ileum
236,Carcinomatous Component Present,Ethmoid Sinus Adenoid Cystic Carcinoma
237,Indolent Clinical Course,Lymphangioma of skin
238,Carcinomatous Component Present,Stage IVA Vulvar Cancer AJCC v6
239,Nodular Pattern,Adult Nodular Sclerosis Classical Hodgkin Lymphoma
240,Cutaneous Involvement,Multifocal superficial basal cell carcinoma
241,Thyroglobulin Positive Neoplastic Cells Present,Stage III Differentiated Thyroid Gland Carcinoma AJCC v7
242,Epithelial Component Present,Childhood Thyroid Gland Medullary Carcinoma
243,Hypercellular bone marrow,"Myelodysplastic/myeloproliferative neoplasm, unclassifiable"
244,Absence of a Hormonal Syndrome,Non-Functioning Pancreatic Neuroendocrine Tumor G1
245,Epithelial Component Present,Stage IVC Differentiated Thyroid Gland Carcinoma AJCC v7
246,Fibrotic Stroma Formation,Borderline Ovarian Clear Cell Adenofibroma
247,Epithelial Component Present,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
248,atypia morphology,Ameloblastic Carcinoma-Secondary Type (Dedifferentiated)
249,Epithelial Component Present,Stage II Colorectal Cancer
250,Tissue of Mullerian Origin Present,Borderline Ovarian Clear Cell Adenofibroma with Intraepithelial Carcinoma
251,Childhood Lesion,Childhood Lung Non-Small Cell Carcinoma
252,Epithelial Component Present,Ameloblastic Carcinoma Derived From Odontogenic Cyst
253,Nuclear Atypia,Anaplastic Hemispheric Astrocytoma
254,Adulthood Lesion,Benign Adult Brain Neoplasm
255,Tumor Vascular Invasion,Malignant Testicular Sex Cord-Stromal Tumor
256,Diffuse Pattern,Desmoplastic mesothelioma
257,Splenomegaly,Blast Phase
258,Well-Circumscribed Lesion,Vulvar Nodular Hidradenoma
259,Cutaneous Involvement,"Primary Cutaneous Diffuse Large B-Cell Lymphoma, Leg Type"
260,Carcinomatous Component Present,Stage IVA Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7
261,Tubular Structures Present,Benign mixed epithelial and stromal tumor of kidney
262,Epithelial Component Present,Prostate carcinoma
263,Nerve palsy,Facial Nerve Palsy Related to Birth
264,Carcinomatous Component Present,Nasal cavity carcinoma
265,Epithelial Component Present,Unresectable Extrahepatic Bile Duct Carcinoma
266,No Evidence of Metastatic Disease,Benign pheochromocytoma of adrenal gland
267,Macrofollicular Structures Present,Juvenile type ovarian granulosa cell tumor
268,Epithelial Component Present,Carcinoma of hard palate
269,Neuroendocrine Differentiation,Gastroesophageal Junction Large Cell Neuroendocrine Carcinoma
270,Carcinomatous Component Present,Papillary Renal Cell Carcinoma
271,Lepidic Growth Pattern,Bronchioloalveolar Adenocarcinoma
272,Carcinomatous Component Present,Gastroesophageal Junction Neuroendocrine Carcinoma
273,Epithelial Component Present,Vaginal Cancer by AJCC v6 Stage
274,Epithelial Component Present,Laryngeal verrucous carcinoma recurrent
275,Locally Aggressive Lesion,"Fibromatosis, Plantar"
276,Epithelial Component Present,Superficial Epithelioma with Sebaceous Differentiation
277,More than 10 Mitoses per 10HPF,Stage IA Lung Small Cell Carcinoma AJCC v7
278,Carcinomatous Component Present,Stage IA Lung Small Cell Carcinoma AJCC v7
279,Exophytic Polypoid Lesion,Hamartomatous polyposis
280,Disease regression,Regressing Non-Cutaneous Melanoma
281,Intestinal metaplasia of gastric mucosa,villous adenoma of stomach
282,Carcinomatous Component Present,Ductal Eccrine Carcinoma with Squamous Metaplasia
283,Mixture of Embryonal and Alveolar Features Present,Childhood Rhabdomyosarcoma with Mixed Embryonal and Alveolar Features
284,Invasive Lesion,"Acinar Prostate Adenocarcinoma, Atrophic Variant"
285,Carcinomatous Component Present,Carcinoma in situ in a polyp
286,Favorable Clinical Outcome,Maturing Ganglioneuroma
287,Cutaneous Involvement,Tinea Favosa
288,Schwannian Stroma Predominant Component of the Tumor Volume,Mature Ganglioneuroma
289,Cutaneous Involvement,Deep seated dermatophytosis
290,Carcinomatous Component Present,"Acinar Prostate Adenocarcinoma, Foamy Gland Variant"
291,Multifocal Lesion,Multifocal breast carcinoma
292,Primary Lesion,Diffuse Intrinsic Pontine Glioma
293,Polymorphic Cellular Infiltrate,Cutaneous Angioimmunoblastic T-Cell Lymphoma
294,Mesenchymal Metaplasia,Adenocarcinoma with cartilaginous metaplasia
295,Epithelial Component Present,Papillary transitional cell carcinoma
296,Nuclear Clearing,Thyroid Gland Noninvasive Follicular Neoplasm with Papillary-Like Nuclear Features
297,Multifocal Unisystem Disease,"Histiocytosis, Langerhans-Cell"
298,Nested Pattern,Paraganglioma-Like Dermal Melanocytic Tumor
299,Adulthood Lesion,Stage I Indolent Adult Non-Hodgkin Lymphoma
300,Keratin pearl formation,"Lung Squamous Cell Carcinoma, Small Cell Variant"
301,Epithelial Component Present,Mixed Squamous Cell Carcinoma of the Penis
302,Papillary Pattern,Inverting papilloma of the paranasal sinus
303,Epithelial Component Present,Vaginal Adenoid Basal Carcinoma
304,Epithelial Component Present,"Adenocarcinoma, intestinal type"
305,Rarely Metastasizing Lesion,Retiform hemangioendothelioma
306,Diffuse Pattern,Anaplastic Lymphoma Post-Transplant Lymphoproliferative Disorder
307,In Situ Lesion,Intraductal Cribriform Breast Adenocarcinoma
308,Epithelial Component Present,Adrenal Cortex Carcinoma by ENSAT Stage
309,Edematous Stroma Formation,Vulvar Superficial Angiomyxoma
310,Epithelial Component Present,AIDS-Related Carcinoma
311,Cutaneous Involvement,Benign melanocytic nevus
312,Carcinomatous Component Present,Stage III Lip Basal Cell Carcinoma
313,Tubular Pattern,Pancreatic Intraductal Tubulopapillary Neoplasm with an Associated Invasive Carcinoma
314,Perineural spread,adenoid cystic carcinoma of lung
315,Desmoplastic Stroma Formation,Desmoplastic trichoepithelioma
316,Indolent Clinical Course,Vulvar Cellular Angiofibroma
317,Well-Circumscribed Lesion,Gallbladder Hyperplastic Polyp
318,Dysplasia,Gallbladder Papillary Biliary Intraepithelial Neoplasia
319,Nuclear Atypia,Childhood Gliosarcoma
320,Childhood Lesion,Childhood Gliosarcoma
321,Neuroendocrine Differentiation,Malignant Intrathoracic Paravertebral Paraganglioma
322,Alternative Fascicle (Bundle) Pattern,Uterine Corpus Cellular Leiomyoma
323,Carcinomatous Component Present,Alcohol-Related Esophageal Squamous Cell Carcinoma
324,Cartilaginous Differentiation,Adult Mesenchymal Chondrosarcoma
325,atypia morphology,"Serous cystadenoma, borderline malignancy"
326,Epithelial Component Present,Lung Mixed Squamous Cell and Glandular Papilloma
327,Osteoid formation,Childhood Extraskeletal Osteosarcoma
328,Intestinal metaplasia,Ampulla of Vater Intestinal-Type Adenocarcinoma
329,Trabecular Pattern,Somatostatinoma
330,Malignant Germinomatous Cellular Infiltrate,Dysgerminoma of ovary
331,Comedo Necrosis,Comedocarcinoma
332,Cystic Change,Cystic Oncocytic Neoplasm
333,Metastatic Lesion,Adenocarcinoma of the prostate metastatic
334,Indolent Clinical Course,Chronic Lymphoproliferative Disorder of NK-Cells
335,Epithelial Component Present,Nasopharyngeal carcinoma
336,Epithelial Component Present,Recurrent Rectal Cancer
337,Metaplasia of Malignant Cells Present,Ductal Breast Carcinoma with Squamous Metaplasia
338,Carcinomatous Component Present,Stage IVC Lip Cancer AJCC v6 and v7
339,Exophytic Polypoid Lesion,Adenoma of rectum
340,Organoid Pattern,Vulvar Alveolar Soft Part Sarcoma
341,Single Type of Tissue Derived from One Embryonic Layer Present,Struma Ovarii
342,Solar Radiation Toxicity,Solar Radiation-Related Cutaneous Melanoma
343,Carcinomatous Component Present,Gastric Large Cell Neuroendocrine Carcinoma
344,Glomerular Hypertrophy,Focal Segmental Glomerulosclerosis Collapsing Variant
345,Diffuse Pattern,Childhood Anaplastic Oligoastrocytoma
346,Thick-Walled Hyalinized Vessels Present,Ureter Schwannoma
347,In Situ Lesion,"Glandular intraepithelial neoplasia, grade III"
348,Carcinomatous Component Present,Breast Carcinoma by Gene Expression Profile
349,Hereditary Lesion,Cutaneous Malignant Melanoma 2
350,Epithelial Component Present,Luminal A Breast Carcinoma
351,Preserved Nuclear Polarity,Inverted papilloma of urinary bladder
352,Benign Cellular Infiltrate,Gastric Lipoma
353,Well-Circumscribed Lesion,Breast Apocrine Adenoma
354,Benign Cellular Infiltrate,Benign neoplasm of anus
355,Diarrhea,Pancreatic Vipoma
356,Mitotic Activity,Adult Gliosarcoma
357,Locally Aggressive Lesion,Giant Cell Tumor of Bone
358,Well-Circumscribed Lesion,Ampulla of Vater Tubulovillous Adenoma
359,Epithelial Component Present,Digestive System Neuroendocrine Carcinoma
360,Childhood Lesion,Childhood Renal Cell Carcinoma
361,Epithelial Component Present,Stage IV Bladder Cancer AJCC v6
362,Osteoid formation,Osteoma
363,Cystic Change,"Cystadenocarcinoma, Serous"
364,Epithelial Component Present,"Extrahepatic Bile Duct Adenocarcinoma, Biliary Type"
365,Cutaneous Involvement,"Anaplastic Large Cell Lymphoma, Lymphomatoid Papulosis-Like Histology"
366,Neuroendocrine Differentiation,Stage IV Lung Small Cell Carcinoma AJCC v7
367,Epithelial Component Present,Stage IV Lung Small Cell Carcinoma AJCC v7
368,Pseudorosette Formation,Duodenal Gastrin-Producing Neuroendocrine Tumor
369,Cysts Containing Proteinaceous Fluid Present,Serous cystadenoma of ovary
370,Neuroendocrine Differentiation,Occult Lung Small Cell Carcinoma
371,Epidermal Involvement,Classical Poroma
372,Low Mitotic Activity,Small Intestinal Carcinoid Tumor
373,Capillary Sized Vascular Channel Formation,Retinal hemangioblastoma
374,Cystic Change,cystadenoma of salivary gland
375,Anaplasia,Childhood Primary Cutaneous Anaplastic Large Cell Lymphoma
376,Indolent Clinical Course,Capillary hemangioma of eyelid
377,Dedifferentiated Malignant Infiltrate,Endometrial Dedifferentiated Carcinoma
378,Carcinomatous Component Present,Bladder squamous cell carcinoma stage III
379,Mucoid Stroma Formation,Adult Myxopapillary Ependymoma
380,High Grade Lesion,Dedifferentiated chordoma
381,Primary Lesion,Stage III Osteosarcoma AJCC v7
382,Papillary Pattern,Vulvar Warty Carcinoma
383,Mammary Gland Type Features Present,Vulvar Adenocarcinoma of Mammary Gland Type
384,Carcinomatous Component Present,Mucinous Tubular and Spindle Cell Carcinoma of the Kidney
385,Epithelial Component Present,Mixed Type Pancreatic Intraductal Papillary-Mucinous Neoplasm
386,Cutaneous Involvement,Cystic basal cell carcinoma
387,Myeloblasts 20 Percent or More of Bone Marrow Nucleated Cells,Acute Myeloid Leukemia Arising from Previous Myelodysplastic Syndrome
388,Alternative Fascicle (Bundle) Pattern,Benign Metastasizing Leiomyoma of the Uterine Corpus
389,Recurrent disease,Recurrent Grade I Lymphomatoid Granulomatosis
390,Hereditary Lesion,Hereditary Renal Cell Carcinoma
391,Recurrent disease,Cervix carcinoma recurrent
392,Carcinomatous Component Present,Intraductal carcinoma and lobular carcinoma in situ
393,Single Type of Tissue Derived from One Embryonic Layer Present,Ovarian Dermoid Cyst with Melanoma
394,Exophytic Polypoid Lesion,Colorectal Peutz-Jeghers Polyp
395,Refractory Disease,Refractory Nodular Lymphocyte Predominant Hodgkin Lymphoma
396,Epithelial Component Present,Frontal Sinus Schneiderian Papilloma
397,Epithelial Component Present,"Infiltrating Bladder Urothelial Carcinoma, Nested Variant"
398,Extraosseous Lesion,Extraosseous/Peripheral Ameloblastoma
399,Epithelial Component Present,Non-small cell carcinoma
400,Tubular Pattern,Tubular adenoma of colon
401,Biphasic Pattern,Benign Cervical Mixed Epithelial and Mesenchymal Neoplasm
402,atypia morphology,"Ameloblastic Carcinoma-Secondary Type (Dedifferentiated), Peripheral"
403,Infiltrative Growth Pattern,Adult Anaplastic Astrocytoma
404,Anaplasia,Adult Anaplastic Astrocytoma
405,Diffuse Pattern,Thyroid Immunoblastic Lymphoma
406,Absence of Stromal Invasion,Borderline Ovarian Serous Tumor-Micropapillary Variant/Non-Invasive Low Grade Ovarian Serous Carcinoma
407,Nodular Pattern,Ann Arbor Stage II Grade 3 Follicular Lymphoma
408,Dysplasia,High Grade Esophageal Glandular Intraepithelial Neoplasia
