,CUI1,CUI2
93,Absence of Stromal Invasion,Low Grade Endometrioid Stromal Sarcoma of the Vagina
94,CDKN2A-p16 Negative,Dysplasia of anus
95,Osseous Component Present,Invasive Lobular Breast Carcinoma with Predominant In Situ Component
96,Mesenchymal Component Present,Invasive Lobular Breast Carcinoma with Predominant In Situ Component
97,Differentiating Neuroblasts Under 5 Percent of the Tumor Cells,Extrarenal Rhabdoid Tumor of the Liver
98,Ectopic Thyroid Tissue Present,Stage IVC Differentiated Thyroid Gland Carcinoma AJCC v7
99,Melanin-Forming Neuroepithelial Cells Present,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
100,Castration-Sensitive,Malignant neoplasm of spleen
101,Mixed Cellular Population,Mixed Ductal-Endocrine Carcinoma
102,Myomatous Stroma Formation,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7
103,Abundance of Small Lymphocytes,Small cell carcinoma of esophagus
104,Multinodular Pattern,"Testicular Yolk Sac Tumor, Macrocystic Pattern"
105,Immunoglobulin Deposition,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation
106,Aflatoxins Toxicity,Dysplasia of anus
107,Serrated Glandular Architecture,Lung Glandular Papilloma
108,Fibroblastoma-Like Differentiation,Soft Tissue Tumor of Uncertain Differentiation
109,More than 10 Mitoses per 10HPF,Malignant neoplasm of spleen
110,Erythroid Precursors 80 Percent or More of Bone Marrow Nucleated Cells,Primary Non-Hodgkin Lymphoma of Bone
111,Blasts 10-19 Percent of Bone Marrow Nucleated Cells,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
112,Basophilia (finding),epithelial-myoepithelial carcinoma of lung
113,Microsatellite Stable,Dysplasia of anus
114,Cystic Change,Laryngeal Adenoid Cystic Carcinoma
115,Exophytic Polypoid Lesion,Reactive Cutaneous Fibrous Lesion
116,Pseudo-Psammoma Body Formation,Stage IIB Choroidal and Ciliary Body Melanoma AJCC v8
117,Unicystic Lesion,Columnar Cell Lesion of the Breast
118,Alcohol Toxicity,epithelial-myoepithelial carcinoma of lung
119,Preserved Nuclear Polarity,Malignant neoplasm of spleen
120,Nuclear Pseudoinclusion,Dysplasia of anus
121,Lesion with Diameter Greater than 15mm,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7
122,Extranodal Extension,Dural Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue
123,Neoplastic Cells with Double Expression of MYC and BCL2 Proteins Present,"Myeloid/Lymphoid Neoplasms with Eosinophilia and Rearrangement of PDGFRA, PDGFRB, or FGFR1, or with PCM1-JAK2"
124,Diffuse Cellular Infiltrate,Diffuse melanocytosis
125,Neuropil Present,epithelial-myoepithelial carcinoma of lung
126,Urine phosphorous concentration above normal,epithelial-myoepithelial carcinoma of lung
127,Micronodular Pattern,"Testicular Yolk Sac Tumor, Polyvesicular Vitelline Pattern"
128,Proliferation of Small Ducts Present,Small cell neuroendocrine carcinoma of bladder
129,Low Mitotic Activity,Recurrent Low Grade Fallopian Tube Serous Adenocarcinoma
130,Cellular Pleomorphism,Cellular angiofibroma
131,Biphasic Pattern,Ovarian Biphasic or Triphasic Teratoma
132,Tissue of Mullerian Origin Present,Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue by Ann Arbor Stage
133,Below the Diaphragm Disease,Recurrent Paget Disease of the Breast
134,Toxic effect,Toxic Epidermal Necrolysis
135,Juvenile Lesion,Juvenile polyposis syndrome
136,Misplaced Exocytosis Present,Malignant neoplasm of spleen
137,Arborising Network of Cords of Basaloid Cells Present,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
138,Striated Muscle Component Present,Uterine Corpus Smooth Muscle Tumor of Uncertain Malignant Potential
139,Malignant Germinomatous Cellular Infiltrate,Malignant neoplasm of stomach stage I
140,Unilineage Dysplasia Present,Large Cell Dysplasia
141,Gastric dysplasia,Gastric Plexiform Fibromyxoma
142,Micropapillary Pattern,"Testicular Yolk Sac Tumor, Hepatoid Pattern"
143,Tumor Droplets Present,Ovarian Endometrioid Tumor
144,Poorly Cohesive Malignant Cellular Infiltrate,Poorly Differentiated Malignant Neoplasm
145,Contiguous Disease,Erdheim-Chester Disease
146,Squamoid Differentiation,Hepatoblastoma with Combined Fetal and Embryonal Epithelial Differentiation
147,Complete Spontaneous Regression,Malignant neoplasm of spleen
148,Confluent Sheets of Neoplastic B-Lymphocytes Present,Dysplasia of anus
149,Somatostatin Positive Neoplastic Cells Present,Endometrial Endometrioid Adenocarcinoma with Spindled Epithelial Cells
150,effusion,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7
151,Rosette-Like Configurations Present,Dysplasia of anus
152,Multicentric Lesion,HHV8-Positive Multicentric Castleman Disease
153,Dense Intercellular Reticulin Network Present,Dysplasia of anus
154,Hemorrhagic,epithelial-myoepithelial carcinoma of lung
155,Wide Vessel-Like Spaces Formation,Dysplasia of anus
156,Malignant Cellular Infiltrate,Uterine Corpus Cellular Leiomyoma
157,Composite Lesion,Reactive Cutaneous Fibrous Lesion
158,Prominent Keratin Formation,Malignant neoplasm of spleen
159,Immunologic Deficiency Syndromes,Congenital Bone Marrow Failure Syndromes
160,Lesion with Diameter Greater than 15mm,Ovarian Dermoid Cyst with Secondary Melanocytic Lesion
161,Increased red cell mass,Lung squamous cell carcinoma recurrent
162,Chondromyxoid Stroma Formation,Thyroid Gland Papillary Carcinoma with Fibromatosis/Fasciitis-Like Stroma
163,Ineffective hematopoiesis,Malignant neoplasm of spleen
164,Below the Diaphragm Disease,Paget Disease of the Breast without Invasive Carcinoma
165,Hemorrhagic,Dysplasia of anus
166,Rubbery Skin Lesion,Skin Basal Cell Carcinoma with Adnexal Differentiation
167,Monocytosis,epithelial-myoepithelial carcinoma of lung
168,Lymphatic Spread,Dysplasia of anus
169,Melanocytes Near the Tips and Sides of Elongated Rete Ridges Present,Mucinous Tubular and Spindle Cell Carcinoma of the Kidney
170,Plexiform Vasculature Present,Plexiform ameloblastoma
171,Gastrointestinal Type Epithelium Present,Benign Epithelioid Cell Type Gastrointestinal Stromal Tumor
172,Blasts 5-19 Percent of Peripheral Blood White Cells,Nodal Peripheral T-Cell Lymphoma of T Follicular Helper Cell Origin
173,Metaplasia of Malignant Cells Present,Malignant neoplasm of spleen
174,Nodular lesions,Grade 2 Nodular Sclerosis Classic Hodgkin Lymphoma
175,Finding related to pregnancy,Contact dermatitis due to dichromate
176,Mucoid Stroma Formation,Thyroid Gland Papillary Carcinoma with Fibromatosis/Fasciitis-Like Stroma
177,Low Grade Cartilaginous Component Present,Recurrent Low Grade Fallopian Tube Serous Adenocarcinoma
178,Psammoma Body Formation,Ciliary Body Mixed Cell Melanoma
179,Perivascular Pseudorosette Formation,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7
180,Fibromuscular Stroma Formation,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7
181,Rosette-Like Configurations Present,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7
182,Hypocellular Tissue,Stage III Soft Tissue Sarcoma AJCC v7
183,Angiosarcoma-Like Areas Present,Dysplasia of anus
184,Absence of a Hormonal Syndrome,Malignant neoplasm of spleen
185,Squamoid Differentiation,Infiltrating Bladder Urothelial Carcinoma with Glandular Differentiation
186,Hypocellular Tissue,Stage I Soft Tissue Sarcoma of the Trunk and Extremities AJCC v8
187,Reactive Germinal Centers Present,Reactive C-Cell Hyperplasia
188,Osteogenesis,epithelial-myoepithelial carcinoma of lung
189,Eccrine Differentiation,Skin Basal Cell Carcinoma with Adnexal Differentiation
190,Sinusoidal Growth Pattern,"Testicular Yolk Sac Tumor, Polyvesicular Vitelline Pattern"
191,Rarely Metastasizing Lesion,Reactive Cutaneous Fibrous Lesion
192,Immunoglobulin Light Chain Deposition,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation
193,Locally Aggressive Lesion,Locally Advanced Angiosarcoma
194,Acquired Lesion,Acquired cystic disease associated renal cell carcinoma
195,Curvilinear Thin-Walled Vascular Pattern,"Testicular Yolk Sac Tumor, Polyvesicular Vitelline Pattern"
196,Hypertensive disease,Hodgkin's disease mixed cellularity stage I site unspecified
197,Proliferation of Small Ducts Present,Small cell carcinoma of prostate
198,Granuloma,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7
199,Apocrine Differentiation,Skin Basal Cell Carcinoma with Adnexal Differentiation
200,Fibrinous Material Present,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7
201,Tobacco Chewing Toxicity,Dysplasia of anus
202,Immunologic Deficiency Syndromes,Constitutional Mismatch Repair Deficiency Syndrome
203,Extensive Secretory Changes Present,Recurrent Extensive Stage Lung Small Cell Carcinoma
204,Stable Disease,Steroid Refractory Graft Versus Host Disease
205,Multihormonal Immunoreactivity Present in Two or More Cell Types,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7
206,Inflammatory infiltrate,Retroperitoneal Inflammatory Myofibroblastic Tumor
207,Extensive Secretory Changes Present,Secretory adenoma of pituitary
208,Sarcomatous or Carcinomatous Component Present,Ovarian Biphasic or Triphasic Teratoma
209,Squamous metaplasia,Maxillary Sinus Squamous Cell Carcinoma
210,Neoplastic Plasma Cells Between 10 and 30 Percent of Bone Marrow Nucleated Cells,Osteoclastic Giant Cell-Rich Tumor of Bone
211,Giant Mitochondria Present,Giant Cell Tumor of Soft Tissue
212,Localized Lesion,Reactive Cutaneous Fibrous Lesion
213,Myeloblasts 90 Percent or More of Bone Marrow Non-Erythroid Cells,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor of Bone
214,Apple Green Dichromism Present in Polarized Congo-Red Stained Sections,Uveal Melanoma Metastatic in the Liver
215,Sinusoidal Infiltration,Malignant neoplasm of spleen
216,Ganglioneuroblastoma Component Present,Peripheral Ganglioneuroblastoma
217,Dermal Involvement,Benign Dermal Schwannoma
218,Osseous Component Present,Solitary Osseous Plasmacytoma
219,Fibromuscular Stroma Formation,Gastric Carcinoma with Lymphoid Stroma
220,Squamous Metaplasia of Malignant Cells Present,Squamous cell carcinoma of the hypopharynx
221,Osseous Differentiation,Hepatoblastoma with Combined Fetal and Embryonal Epithelial Differentiation
222,Emperipolesis,Dysplasia of anus
223,Inflammatory infiltrate,Central Nervous System Inflammatory Myofibroblastic Tumor
224,Low Mitotic Activity,Recurrent Low Grade Fallopian Tube Serous Adenocarcinoma
225,Beaded Anastomosing Cords Present,Anastomosing Hemangioma
226,Calcitonin serum level increased,Malignant neoplasm of spleen
227,Wheezing,Malignant neoplasm of spleen
228,Dermal Nodule,Benign Dermal Schwannoma
229,High Grade Non Cartilaginous Sarcomatous Stroma Present,High Grade Cervical Intraepithelial Neoplasia
230,VIP Positive Neoplastic Cells Present,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
231,Ionizing Radiation Toxicity,Radiation Anemia
232,Ulcer,Malignant neoplasm of spleen
233,Hemorrhagic Neuroblastic Nodules Present,Neuroblastic tumors
234,Tricholemmal Differentiation,Skin Basal Cell Carcinoma with Adnexal Differentiation
235,Storiform Growth Pattern,"Testicular Yolk Sac Tumor, Polyvesicular Vitelline Pattern"
236,CD30-Positive Neoplastic Cells Present,Breast Carcinoma with Osteoclastic Giant Cells
237,Neutral Epithelial Mucin Present,Hepatoblastoma with Combined Fetal and Embryonal Epithelial Differentiation
238,Below the Diaphragm Disease,Paget Disease of the Anus
239,Multinodular and Vacuolated Pattern,Renal Pelvis and Ureter Urothelial Carcinoma
240,Folliculotropic Lymphocytic Infiltrate,Chronic Lymphocytic Leukemia- Binet Staging System
241,Gastrointestinal Type Epithelium Present,Gastrointestinal lymphoma
242,Monoclonal Langerhans Cells Present,Endometrial Endometrioid Adenocarcinoma with Spindled Epithelial Cells
243,Malignant Cellular Infiltrate,Uterine Corpus Cellular Leiomyoma
244,Fibrovascular Stroma Formation,Ductal Eccrine Carcinoma with Abundant Fibromyxoid Stroma
245,Pseudostratified Columnar Tumor Cells Present,Vulvar Squamous Cell Carcinoma with Tumor Giant Cells
246,Embryoid Bodies Present,Malignant neoplasm of spleen
247,Bone Marrow Involvement,Myeloid Neoplasms with Germline Predisposition Associated with Inherited Bone Marrow Failure Syndromes
248,Myeloblasts 90 Percent or More of Bone Marrow Non-Erythroid Cells,Primary Non-Hodgkin Lymphoma of Bone
249,Canalicular Pattern,"Testicular Yolk Sac Tumor, Papillary Pattern"
250,Squamous Differentiation,Maxillary Sinus Squamous Cell Carcinoma
251,Islands of Neuropil-Like Matrix Present,Malignant neoplasm of spleen
252,Sarcomatous Component Present,Glioblastoma with Primitive Neuronal Component
253,Organoid Pattern,"Testicular Yolk Sac Tumor, Hepatoid Pattern"
254,Vascular proliferation,Malignant Vascular Neoplasm
255,Cold Nodule,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7
256,Eosinophil count raised (finding),Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7
257,Single Malignant Cells Present,Environment-Related Malignant Neoplasm
258,Apple Green Dichromism Present in Polarized Congo-Red Stained Sections,Adenocarcinoma in situ in a polyp
259,Platinum Sensitivity,Dysplasia of anus
260,Capillary Sized Vascular Channel Formation,Benign Cutaneous Vascular Neoplasm
261,Multilineage Dysplasia Present,Recurrent Acute Myeloid Leukemia with Multilineage Dysplasia
262,Bone Marrow Dysplasia Present,Dysplasia of anus
263,Lesion with Diameter Greater than 15mm,Ovarian Dermoid Cyst with Secondary Melanocytic Lesion
264,High Grade Non Cartilaginous Sarcomatous Stroma Present,High Grade Conjunctival Intraepithelial Neoplasia
265,Exposure to asbestos,Carcinoma Metastatic to the Skin
266,Scattered Collections of Differentiating Neuroblasts Present,Malignant neoplasm of spleen
267,Atypical Glandular Epithelium Resembling the Normal Endometrium Present,Prostatic Atypical Adenomatous Hyperplasia
268,Metaplasia of Malignant Cells Present,Malignant neoplasm of spleen
269,BCR/ABL1 Fusion Negative,p16INK4a Negative Oropharyngeal Squamous Cell Carcinoma
270,Unifocal Disease,Erdheim-Chester Disease
271,Mesenchymal Differentiation,Soft Tissue Tumor of Uncertain Differentiation
272,Fibroblastoma-Like Differentiation,Skin Basal Cell Carcinoma with Adnexal Differentiation
273,Increased megakaryocytes (bone marrow),Malignant neoplasm of spleen
274,Endobronchial Lesion,Focal Segmental Glomerulosclerosis Tip Lesion Variant
275,Cartilaginous Metaplasia of Malignant Cells Present,Malignant neoplasm of submandibular gland
276,Composite Lesion,Reactive Cutaneous Fibrous Lesion
277,Blasts Under 20 Percent of Peripheral Blood White Cells,Nodal Peripheral T-Cell Lymphoma of T Follicular Helper Cell Origin
278,Lymphadenopathy,Thyroid Gland Sinus Histiocytosis with Massive Lymphadenopathy
279,Vascular proliferation,Thyroid Gland Benign Vascular Neoplasm
280,"Amorphus, Eosinophilic, and Acellular Deposit",Renal Pelvis and Ureter Urothelial Carcinoma
281,Acinar Pattern,Prostate Acinar Adenocarcinoma
282,Nested Pattern,"Testicular Yolk Sac Tumor, Polyvesicular Vitelline Pattern"
283,Differentiating Neuroblasts More than 5 Percent of the Tumor Cells,Benign Mixed Tumor of the Vulva
284,Fetal -Epithelial Differentiation,Skin Basal Cell Carcinoma with Adnexal Differentiation
285,Localized Hydropic Villous Change,Hepatocellular Small Cell Change
286,Endophytic Tumor Growth,Ovarian Endometrioid Tumor
287,Myeloblasts Under 20 Percent of Bone Marrow Nucleated Cells,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
288,Non-Invasive Lesion,Focal Segmental Glomerulosclerosis Tip Lesion Variant
289,Cystic Lesion,Primary Melanocytic Lesion of Meninges
290,"Hyperkeratosis, Epidermolytic",Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7
291,Hypokalemia,Malignant neoplasm of spleen
292,Actinic Damage,Dysplasia of anus
293,Extracutaneous Dissemination of Disease,Paget Disease of the Breast without Invasive Carcinoma
294,Increased red cell mass,Acinar cell adenoma
295,Shadow Cells Present,Breast Carcinoma with Osteoclastic Giant Cells
296,Nuclear Atypia,Endometrial Hyperplasia without Atypia
297,Dual Population of Bone Marrow Blasts Present,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor of Bone
298,Melanoma Cells Present,Breast Carcinoma with Osteoclastic Giant Cells
299,Confluent Sheets of Neoplastic B-Lymphocytes Present,epithelial-myoepithelial carcinoma of lung
300,Blastemal Pattern,"Testicular Yolk Sac Tumor, Hepatoid Pattern"
301,High Grade Lesion,High Grade Malignant Neoplasm
302,Diffuse Pattern,"Testicular Yolk Sac Tumor, Hepatoid Pattern"
303,Sheets of Interfollicular Plasma Cells Present,Dysplasia of anus
304,Malignant Epithelial Cells with Cytoplasmic Vacuoles or Flocculent Cytoplasmic Inclusions Containing Wispy Eosinophilic Material Present,Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation
305,CDKN2A-p16 Negative,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7
306,Early Stromal Invasion Present,Malignant Gastric Gastrointestinal Stromal Tumor
307,Mature Neutrophils Present,Mature T- and NK-Cell Lymphoma by Ann Arbor Stage
308,Neuropil Present,Dysplasia of anus
309,Solid Growth Pattern,"Testicular Yolk Sac Tumor, Hepatoid Pattern"
310,Cutaneous plaque,Cutaneous Leiomyosarcoma
311,Abundant Intracytoplasmic Lipofuscin Present,Dysplasia of anus
312,Pseudostratified Neuroepithelial Tumor Cells Present,Cribriform Neuroepithelial Tumor
313,Spaces Lined by One to Three Layers of Monotonous Atypical Cells Present,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
314,Pleural effusion disorder,Pleural Synovial Sarcoma
315,Congenital Lesion,Reactive Cutaneous Fibrous Lesion
316,Hyperplastic Tissue Present,Giant Cell Tumor of Soft Tissue
317,Macronodular adrenal hyperplasia,Breast hyperplasia
318,Rapidly Enlarging Mass,Malignant neoplasm of spleen
319,Squamous Metaplasia of Malignant Cells Present,Squamous cell carcinoma of the hypopharynx
320,Small Lesion,Small cell lung cancer recurrent
321,Progressive Clinical Course,Non-Hodgkin Lymphoma by Clinical Course
322,Ionizing Radiation Toxicity,Radiation sickness syndrome
323,Geographic Necrosis,Malignant neoplasm of spleen
324,Epithelial Component Present,Hepatoblastoma with Combined Fetal and Embryonal Epithelial Differentiation
325,Epithelioid Component Present,Uterine Corpus Epithelioid Leiomyoma
326,Myeloblasts 20 Percent or More of Bone Marrow Non-Erythroid Cells,Primary Non-Hodgkin Lymphoma of Bone
327,Blasts Under 20 Percent of Bone Marrow Nucleated Cells,Osteoclastic Giant Cell-Rich Tumor of Bone
328,Cutaneous plaque,Cutaneous Melanoma by AJCC v8 Stage
329,Lesion with Diameter of 5cm or Less,Primary Melanocytic Lesion of Meninges
330,Thick-Walled Hyalinized Vessels Present,epithelial-myoepithelial carcinoma of lung
331,Intramucosal Lesion,Reactive Cutaneous Fibrous Lesion
332,Myeloblasts Under 10 Percent of Peripheral Blood White Cells,Nodal Peripheral T-Cell Lymphoma of T Follicular Helper Cell Origin
333,Anastomosing Strands of Tumor Cells Present,Tumor of the Thecoma/Fibroma Group
334,Infundibular-Like Structures Present,Malignant neoplasm of spleen
335,Metaplasia of Malignant Cells Present,Malignant neoplasm of stomach stage I
336,Skin Erosion,Locally Advanced Skin Squamous Cell Carcinoma
337,Hyalinized Vessels Present,Malignant neoplasm of spleen
338,Plexiform Vasculature Present,Gastric Plexiform Fibromyxoma
339,Perivascular Lymphocytic Infiltrate,Small Lymphocytic Lymphoma
