,CUI1,CUI2,label
71,Area of Depigmentation at the Periphery of the Dermal Melanocytic Infiltrate Present,Squamous cell carcinoma of the hypopharynx,0
72,Swelling,Malignant neoplasm of spleen,0
73,Sheets of Interfollicular Plasma Cells Present,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0
74,Poorly Cohesive Malignant Cellular Infiltrate,Malignant neoplasm of stomach stage I,0
75,Prominent Elastic Tissue Cores Present,Stage III Soft Tissue Sarcoma AJCC v7,0
76,Melanin-Forming Neuroepithelial Cells Present,Breast Carcinoma with Osteoclastic Giant Cells,0
77,Rimming of Adipose Tissue Cells Present,Giant Cell Tumor of Soft Tissue,0
78,Infantile Lesion,Infantile hemangioma,0
79,Immunoglobulin Light Chain Deposition,Chronic Lymphocytic Leukemia with Unmutated Immunoglobulin Heavy Chain Variable-Region Gene,0
80,Crooke Hyaline Change,Columnar Cell Change of the Breast with Atypia,0
81,Cartilaginous Differentiation,Infiltrating Bladder Urothelial Carcinoma with Glandular Differentiation,0
82,Lipomatous Differentiation,Infiltrating Bladder Urothelial Carcinoma with Glandular Differentiation,0
83,Absence of Muscle Invasion,Malignant neoplasm of spleen,0
84,Neoplastic Growth or Spread,Ovarian Sex Cord-Stromal Tumor of Mixed or Unclassified Cell Types,0
85,CDKN2A-p16 Negative,Dysplasia of anus,0
86,Growth Hormone and Prolactin Producing Neoplastic Cells Present,Myelodysplastic Syndrome with Ring Sideroblasts and Single Lineage Dysplasia,0
87,Polyclonal hypergammaglobulinemia,Malignant neoplasm of spleen,0
88,PSA Failure,Myeloid Neoplasms with Germline Predisposition Associated with Inherited Bone Marrow Failure Syndromes,0
89,Fascicular Pattern,"Testicular Yolk Sac Tumor, Hepatoid Pattern",0
90,Pseudostratified Columnar Tumor Cells Present,Ovarian Granulosa Cell Tumor,0
91,Meckel Diverticulum,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
92,Elastin Fibers Present,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
93,Absence of Stromal Invasion,Low Grade Endometrioid Stromal Sarcoma of the Vagina,0
94,CDKN2A-p16 Negative,Dysplasia of anus,0
95,Osseous Component Present,Invasive Lobular Breast Carcinoma with Predominant In Situ Component,0
96,Mesenchymal Component Present,Invasive Lobular Breast Carcinoma with Predominant In Situ Component,0
97,Differentiating Neuroblasts Under 5 Percent of the Tumor Cells,Extrarenal Rhabdoid Tumor of the Liver,0
98,Ectopic Thyroid Tissue Present,Stage IVC Differentiated Thyroid Gland Carcinoma AJCC v7,0
99,Melanin-Forming Neuroepithelial Cells Present,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0
100,Castration-Sensitive,Malignant neoplasm of spleen,0
101,Mixed Cellular Population,Mixed Ductal-Endocrine Carcinoma,0
102,Myomatous Stroma Formation,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
103,Abundance of Small Lymphocytes,Small cell carcinoma of esophagus,0
104,Multinodular Pattern,"Testicular Yolk Sac Tumor, Macrocystic Pattern",0
105,Immunoglobulin Deposition,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
106,Aflatoxins Toxicity,Dysplasia of anus,0
107,Serrated Glandular Architecture,Lung Glandular Papilloma,0
108,Fibroblastoma-Like Differentiation,Soft Tissue Tumor of Uncertain Differentiation,0
109,More than 10 Mitoses per 10HPF,Malignant neoplasm of spleen,0
110,Erythroid Precursors 80 Percent or More of Bone Marrow Nucleated Cells,Primary Non-Hodgkin Lymphoma of Bone,0
111,Blasts 10-19 Percent of Bone Marrow Nucleated Cells,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0
112,Basophilia (finding),epithelial-myoepithelial carcinoma of lung,0
113,Microsatellite Stable,Dysplasia of anus,0
114,Cystic Change,Laryngeal Adenoid Cystic Carcinoma,0
115,Exophytic Polypoid Lesion,Reactive Cutaneous Fibrous Lesion,0
116,Pseudo-Psammoma Body Formation,Stage IIB Choroidal and Ciliary Body Melanoma AJCC v8,0
117,Unicystic Lesion,Columnar Cell Lesion of the Breast,0
118,Alcohol Toxicity,epithelial-myoepithelial carcinoma of lung,0
119,Preserved Nuclear Polarity,Malignant neoplasm of spleen,0
120,Nuclear Pseudoinclusion,Dysplasia of anus,0
121,Lesion with Diameter Greater than 15mm,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
122,Extranodal Extension,Dural Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue,0
123,Neoplastic Cells with Double Expression of MYC and BCL2 Proteins Present,"Myeloid/Lymphoid Neoplasms with Eosinophilia and Rearrangement of PDGFRA, PDGFRB, or FGFR1, or with PCM1-JAK2",0
124,Diffuse Cellular Infiltrate,Diffuse melanocytosis,0
125,Neuropil Present,epithelial-myoepithelial carcinoma of lung,0
126,Urine phosphorous concentration above normal,epithelial-myoepithelial carcinoma of lung,0
127,Micronodular Pattern,"Testicular Yolk Sac Tumor, Polyvesicular Vitelline Pattern",0
128,Proliferation of Small Ducts Present,Small cell neuroendocrine carcinoma of bladder,0
129,Low Mitotic Activity,Recurrent Low Grade Fallopian Tube Serous Adenocarcinoma,0
130,Cellular Pleomorphism,Cellular angiofibroma,0
131,Biphasic Pattern,Ovarian Biphasic or Triphasic Teratoma,0
132,Tissue of Mullerian Origin Present,Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue by Ann Arbor Stage,0
133,Below the Diaphragm Disease,Recurrent Paget Disease of the Breast,0
134,Toxic effect,Toxic Epidermal Necrolysis,0
135,Juvenile Lesion,Juvenile polyposis syndrome,0
136,Misplaced Exocytosis Present,Malignant neoplasm of spleen,0
137,Arborising Network of Cords of Basaloid Cells Present,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0
138,Striated Muscle Component Present,Uterine Corpus Smooth Muscle Tumor of Uncertain Malignant Potential,0
139,Malignant Germinomatous Cellular Infiltrate,Malignant neoplasm of stomach stage I,0
140,Unilineage Dysplasia Present,Large Cell Dysplasia,0
141,Gastric dysplasia,Gastric Plexiform Fibromyxoma,0
142,Micropapillary Pattern,"Testicular Yolk Sac Tumor, Hepatoid Pattern",0
143,Tumor Droplets Present,Ovarian Endometrioid Tumor,0
144,Poorly Cohesive Malignant Cellular Infiltrate,Poorly Differentiated Malignant Neoplasm,0
145,Contiguous Disease,Erdheim-Chester Disease,0
146,Squamoid Differentiation,Hepatoblastoma with Combined Fetal and Embryonal Epithelial Differentiation,0
147,Complete Spontaneous Regression,Malignant neoplasm of spleen,0
148,Confluent Sheets of Neoplastic B-Lymphocytes Present,Dysplasia of anus,0
149,Somatostatin Positive Neoplastic Cells Present,Endometrial Endometrioid Adenocarcinoma with Spindled Epithelial Cells,0
150,effusion,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
151,Rosette-Like Configurations Present,Dysplasia of anus,0
152,Multicentric Lesion,HHV8-Positive Multicentric Castleman Disease,0
153,Dense Intercellular Reticulin Network Present,Dysplasia of anus,0
154,Hemorrhagic,epithelial-myoepithelial carcinoma of lung,0
155,Wide Vessel-Like Spaces Formation,Dysplasia of anus,0
156,Malignant Cellular Infiltrate,Uterine Corpus Cellular Leiomyoma,0
157,Composite Lesion,Reactive Cutaneous Fibrous Lesion,0
158,Prominent Keratin Formation,Malignant neoplasm of spleen,0
159,Immunologic Deficiency Syndromes,Congenital Bone Marrow Failure Syndromes,0
160,Lesion with Diameter Greater than 15mm,Ovarian Dermoid Cyst with Secondary Melanocytic Lesion,0
161,Increased red cell mass,Lung squamous cell carcinoma recurrent,0
162,Chondromyxoid Stroma Formation,Thyroid Gland Papillary Carcinoma with Fibromatosis/Fasciitis-Like Stroma,0
163,Ineffective hematopoiesis,Malignant neoplasm of spleen,0
164,Below the Diaphragm Disease,Paget Disease of the Breast without Invasive Carcinoma,0
165,Hemorrhagic,Dysplasia of anus,0
166,Rubbery Skin Lesion,Skin Basal Cell Carcinoma with Adnexal Differentiation,0
167,Monocytosis,epithelial-myoepithelial carcinoma of lung,0
168,Lymphatic Spread,Dysplasia of anus,0
169,Melanocytes Near the Tips and Sides of Elongated Rete Ridges Present,Mucinous Tubular and Spindle Cell Carcinoma of the Kidney,0
170,Plexiform Vasculature Present,Plexiform ameloblastoma,0
171,Gastrointestinal Type Epithelium Present,Benign Epithelioid Cell Type Gastrointestinal Stromal Tumor,0
172,Blasts 5-19 Percent of Peripheral Blood White Cells,Nodal Peripheral T-Cell Lymphoma of T Follicular Helper Cell Origin,0
173,Metaplasia of Malignant Cells Present,Malignant neoplasm of spleen,0
174,Nodular lesions,Grade 2 Nodular Sclerosis Classic Hodgkin Lymphoma,0
175,Finding related to pregnancy,Contact dermatitis due to dichromate,0
176,Mucoid Stroma Formation,Thyroid Gland Papillary Carcinoma with Fibromatosis/Fasciitis-Like Stroma,0
177,Low Grade Cartilaginous Component Present,Recurrent Low Grade Fallopian Tube Serous Adenocarcinoma,0
178,Psammoma Body Formation,Ciliary Body Mixed Cell Melanoma,0
179,Perivascular Pseudorosette Formation,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
180,Fibromuscular Stroma Formation,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
181,Rosette-Like Configurations Present,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
182,Hypocellular Tissue,Stage III Soft Tissue Sarcoma AJCC v7,0
183,Angiosarcoma-Like Areas Present,Dysplasia of anus,0
184,Absence of a Hormonal Syndrome,Malignant neoplasm of spleen,0
185,Squamoid Differentiation,Infiltrating Bladder Urothelial Carcinoma with Glandular Differentiation,0
186,Hypocellular Tissue,Stage I Soft Tissue Sarcoma of the Trunk and Extremities AJCC v8,0
187,Reactive Germinal Centers Present,Reactive C-Cell Hyperplasia,0
188,Osteogenesis,epithelial-myoepithelial carcinoma of lung,0
189,Eccrine Differentiation,Skin Basal Cell Carcinoma with Adnexal Differentiation,0
190,Sinusoidal Growth Pattern,"Testicular Yolk Sac Tumor, Polyvesicular Vitelline Pattern",0
191,Rarely Metastasizing Lesion,Reactive Cutaneous Fibrous Lesion,0
192,Immunoglobulin Light Chain Deposition,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
193,Locally Aggressive Lesion,Locally Advanced Angiosarcoma,0
194,Acquired Lesion,Acquired cystic disease associated renal cell carcinoma,0
195,Curvilinear Thin-Walled Vascular Pattern,"Testicular Yolk Sac Tumor, Polyvesicular Vitelline Pattern",0
196,Hypertensive disease,Hodgkin's disease mixed cellularity stage I site unspecified,0
197,Proliferation of Small Ducts Present,Small cell carcinoma of prostate,0
198,Granuloma,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
199,Apocrine Differentiation,Skin Basal Cell Carcinoma with Adnexal Differentiation,0
200,Fibrinous Material Present,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
201,Tobacco Chewing Toxicity,Dysplasia of anus,0
202,Immunologic Deficiency Syndromes,Constitutional Mismatch Repair Deficiency Syndrome,0
203,Extensive Secretory Changes Present,Recurrent Extensive Stage Lung Small Cell Carcinoma,0
204,Stable Disease,Steroid Refractory Graft Versus Host Disease,0
205,Multihormonal Immunoreactivity Present in Two or More Cell Types,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
206,Inflammatory infiltrate,Retroperitoneal Inflammatory Myofibroblastic Tumor,0
207,Extensive Secretory Changes Present,Secretory adenoma of pituitary,0
208,Sarcomatous or Carcinomatous Component Present,Ovarian Biphasic or Triphasic Teratoma,0
209,Squamous metaplasia,Maxillary Sinus Squamous Cell Carcinoma,0
210,Neoplastic Plasma Cells Between 10 and 30 Percent of Bone Marrow Nucleated Cells,Osteoclastic Giant Cell-Rich Tumor of Bone,0
211,Giant Mitochondria Present,Giant Cell Tumor of Soft Tissue,0
212,Localized Lesion,Reactive Cutaneous Fibrous Lesion,0
213,Myeloblasts 90 Percent or More of Bone Marrow Non-Erythroid Cells,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor of Bone,0
214,Apple Green Dichromism Present in Polarized Congo-Red Stained Sections,Uveal Melanoma Metastatic in the Liver,0
215,Sinusoidal Infiltration,Malignant neoplasm of spleen,0
216,Ganglioneuroblastoma Component Present,Peripheral Ganglioneuroblastoma,0
217,Dermal Involvement,Benign Dermal Schwannoma,0
218,Osseous Component Present,Solitary Osseous Plasmacytoma,0
219,Fibromuscular Stroma Formation,Gastric Carcinoma with Lymphoid Stroma,0
220,Squamous Metaplasia of Malignant Cells Present,Squamous cell carcinoma of the hypopharynx,0
221,Osseous Differentiation,Hepatoblastoma with Combined Fetal and Embryonal Epithelial Differentiation,0
222,Emperipolesis,Dysplasia of anus,0
223,Inflammatory infiltrate,Central Nervous System Inflammatory Myofibroblastic Tumor,0
224,Low Mitotic Activity,Recurrent Low Grade Fallopian Tube Serous Adenocarcinoma,0
225,Beaded Anastomosing Cords Present,Anastomosing Hemangioma,0
226,Calcitonin serum level increased,Malignant neoplasm of spleen,0
227,Wheezing,Malignant neoplasm of spleen,0
228,Dermal Nodule,Benign Dermal Schwannoma,0
229,High Grade Non Cartilaginous Sarcomatous Stroma Present,High Grade Cervical Intraepithelial Neoplasia,0
230,VIP Positive Neoplastic Cells Present,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0
231,Ionizing Radiation Toxicity,Radiation Anemia,0
232,Ulcer,Malignant neoplasm of spleen,0
233,Hemorrhagic Neuroblastic Nodules Present,Neuroblastic tumors,0
234,Tricholemmal Differentiation,Skin Basal Cell Carcinoma with Adnexal Differentiation,0
235,Storiform Growth Pattern,"Testicular Yolk Sac Tumor, Polyvesicular Vitelline Pattern",0
236,CD30-Positive Neoplastic Cells Present,Breast Carcinoma with Osteoclastic Giant Cells,0
237,Neutral Epithelial Mucin Present,Hepatoblastoma with Combined Fetal and Embryonal Epithelial Differentiation,0
238,Below the Diaphragm Disease,Paget Disease of the Anus,0
239,Multinodular and Vacuolated Pattern,Renal Pelvis and Ureter Urothelial Carcinoma,0
240,Folliculotropic Lymphocytic Infiltrate,Chronic Lymphocytic Leukemia- Binet Staging System,0
241,Gastrointestinal Type Epithelium Present,Gastrointestinal lymphoma,0
242,Monoclonal Langerhans Cells Present,Endometrial Endometrioid Adenocarcinoma with Spindled Epithelial Cells,0
243,Malignant Cellular Infiltrate,Uterine Corpus Cellular Leiomyoma,0
244,Fibrovascular Stroma Formation,Ductal Eccrine Carcinoma with Abundant Fibromyxoid Stroma,0
245,Pseudostratified Columnar Tumor Cells Present,Vulvar Squamous Cell Carcinoma with Tumor Giant Cells,0
246,Embryoid Bodies Present,Malignant neoplasm of spleen,0
247,Bone Marrow Involvement,Myeloid Neoplasms with Germline Predisposition Associated with Inherited Bone Marrow Failure Syndromes,0
248,Myeloblasts 90 Percent or More of Bone Marrow Non-Erythroid Cells,Primary Non-Hodgkin Lymphoma of Bone,0
249,Canalicular Pattern,"Testicular Yolk Sac Tumor, Papillary Pattern",0
250,Squamous Differentiation,Maxillary Sinus Squamous Cell Carcinoma,0
251,Islands of Neuropil-Like Matrix Present,Malignant neoplasm of spleen,0
252,Sarcomatous Component Present,Glioblastoma with Primitive Neuronal Component,0
253,Organoid Pattern,"Testicular Yolk Sac Tumor, Hepatoid Pattern",0
254,Vascular proliferation,Malignant Vascular Neoplasm,0
255,Cold Nodule,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
256,Eosinophil count raised (finding),Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
257,Single Malignant Cells Present,Environment-Related Malignant Neoplasm,0
258,Apple Green Dichromism Present in Polarized Congo-Red Stained Sections,Adenocarcinoma in situ in a polyp,0
259,Platinum Sensitivity,Dysplasia of anus,0
260,Capillary Sized Vascular Channel Formation,Benign Cutaneous Vascular Neoplasm,0
261,Multilineage Dysplasia Present,Recurrent Acute Myeloid Leukemia with Multilineage Dysplasia,0
262,Bone Marrow Dysplasia Present,Dysplasia of anus,0
263,Lesion with Diameter Greater than 15mm,Ovarian Dermoid Cyst with Secondary Melanocytic Lesion,0
264,High Grade Non Cartilaginous Sarcomatous Stroma Present,High Grade Conjunctival Intraepithelial Neoplasia,0
265,Exposure to asbestos,Carcinoma Metastatic to the Skin,0
266,Scattered Collections of Differentiating Neuroblasts Present,Malignant neoplasm of spleen,0
267,Atypical Glandular Epithelium Resembling the Normal Endometrium Present,Prostatic Atypical Adenomatous Hyperplasia,0
268,Metaplasia of Malignant Cells Present,Malignant neoplasm of spleen,0
269,BCR/ABL1 Fusion Negative,p16INK4a Negative Oropharyngeal Squamous Cell Carcinoma,0
270,Unifocal Disease,Erdheim-Chester Disease,0
271,Mesenchymal Differentiation,Soft Tissue Tumor of Uncertain Differentiation,0
272,Fibroblastoma-Like Differentiation,Skin Basal Cell Carcinoma with Adnexal Differentiation,0
273,Increased megakaryocytes (bone marrow),Malignant neoplasm of spleen,0
274,Endobronchial Lesion,Focal Segmental Glomerulosclerosis Tip Lesion Variant,0
275,Cartilaginous Metaplasia of Malignant Cells Present,Malignant neoplasm of submandibular gland,0
276,Composite Lesion,Reactive Cutaneous Fibrous Lesion,0
277,Blasts Under 20 Percent of Peripheral Blood White Cells,Nodal Peripheral T-Cell Lymphoma of T Follicular Helper Cell Origin,0
278,Lymphadenopathy,Thyroid Gland Sinus Histiocytosis with Massive Lymphadenopathy,0
279,Vascular proliferation,Thyroid Gland Benign Vascular Neoplasm,0
280,"Amorphus, Eosinophilic, and Acellular Deposit",Renal Pelvis and Ureter Urothelial Carcinoma,0
281,Acinar Pattern,Prostate Acinar Adenocarcinoma,0
282,Nested Pattern,"Testicular Yolk Sac Tumor, Polyvesicular Vitelline Pattern",0
283,Differentiating Neuroblasts More than 5 Percent of the Tumor Cells,Benign Mixed Tumor of the Vulva,0
284,Fetal -Epithelial Differentiation,Skin Basal Cell Carcinoma with Adnexal Differentiation,0
285,Localized Hydropic Villous Change,Hepatocellular Small Cell Change,0
286,Endophytic Tumor Growth,Ovarian Endometrioid Tumor,0
287,Myeloblasts Under 20 Percent of Bone Marrow Nucleated Cells,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0
288,Non-Invasive Lesion,Focal Segmental Glomerulosclerosis Tip Lesion Variant,0
289,Cystic Lesion,Primary Melanocytic Lesion of Meninges,0
290,"Hyperkeratosis, Epidermolytic",Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
291,Hypokalemia,Malignant neoplasm of spleen,0
292,Actinic Damage,Dysplasia of anus,0
293,Extracutaneous Dissemination of Disease,Paget Disease of the Breast without Invasive Carcinoma,0
294,Increased red cell mass,Acinar cell adenoma,0
295,Shadow Cells Present,Breast Carcinoma with Osteoclastic Giant Cells,0
296,Nuclear Atypia,Endometrial Hyperplasia without Atypia,0
297,Dual Population of Bone Marrow Blasts Present,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor of Bone,0
298,Melanoma Cells Present,Breast Carcinoma with Osteoclastic Giant Cells,0
299,Confluent Sheets of Neoplastic B-Lymphocytes Present,epithelial-myoepithelial carcinoma of lung,0
300,Blastemal Pattern,"Testicular Yolk Sac Tumor, Hepatoid Pattern",0
301,High Grade Lesion,High Grade Malignant Neoplasm,0
302,Diffuse Pattern,"Testicular Yolk Sac Tumor, Hepatoid Pattern",0
303,Sheets of Interfollicular Plasma Cells Present,Dysplasia of anus,0
304,Malignant Epithelial Cells with Cytoplasmic Vacuoles or Flocculent Cytoplasmic Inclusions Containing Wispy Eosinophilic Material Present,Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation,0
305,CDKN2A-p16 Negative,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
306,Early Stromal Invasion Present,Malignant Gastric Gastrointestinal Stromal Tumor,0
307,Mature Neutrophils Present,Mature T- and NK-Cell Lymphoma by Ann Arbor Stage,0
308,Neuropil Present,Dysplasia of anus,0
309,Solid Growth Pattern,"Testicular Yolk Sac Tumor, Hepatoid Pattern",0
310,Cutaneous plaque,Cutaneous Leiomyosarcoma,0
311,Abundant Intracytoplasmic Lipofuscin Present,Dysplasia of anus,0
312,Pseudostratified Neuroepithelial Tumor Cells Present,Cribriform Neuroepithelial Tumor,0
313,Spaces Lined by One to Three Layers of Monotonous Atypical Cells Present,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0
314,Pleural effusion disorder,Pleural Synovial Sarcoma,0
315,Congenital Lesion,Reactive Cutaneous Fibrous Lesion,0
316,Hyperplastic Tissue Present,Giant Cell Tumor of Soft Tissue,0
317,Macronodular adrenal hyperplasia,Breast hyperplasia,0
318,Rapidly Enlarging Mass,Malignant neoplasm of spleen,0
319,Squamous Metaplasia of Malignant Cells Present,Squamous cell carcinoma of the hypopharynx,0
320,Small Lesion,Small cell lung cancer recurrent,0
321,Progressive Clinical Course,Non-Hodgkin Lymphoma by Clinical Course,0
322,Ionizing Radiation Toxicity,Radiation sickness syndrome,0
323,Geographic Necrosis,Malignant neoplasm of spleen,0
324,Epithelial Component Present,Hepatoblastoma with Combined Fetal and Embryonal Epithelial Differentiation,0
