,CUI1,CUI2
214,Cervical spinal cord structure,neuroblastoma of spinal cord
215,Lower third of esophagus,Malignant neoplasm of upper third of esophagus
216,Spermatic Cord,Spermatic Cord Torsion
217,Male Reproductive System,Female Non-Neoplastic Reproductive System Disorder
218,Seminal Vesicles,Complex renal cyst
219,Body of uterus,Benign neoplasm of uterus
220,Submandibular gland,Neoplasm of lacrimal gland
221,Respiratory System,Metastatic Genitourinary System Carcinoma
222,Bulbomembranous Urethra,Glomerular vascular disorder
223,Pericardial cavity,Benign neoplasm of oral cavity
224,Clitoris,Glomerular vascular disorder
225,Nasal sinus,Stage IVA Nasal Cavity and Paranasal Sinus Cancer AJCC v7
226,Infratentorial brain structure,Benign tumor of lacrimal drainage structure
227,Supratentorial Brain,Childhood Brain Stem Neoplasm
228,Prostatic Urethra,Prostatic Intraepithelial Neoplasias
229,Vulva,Stage IIIA Appendix Carcinoma AJCC v8
230,Cecum,Stage IIIA Appendix Carcinoma AJCC v8
231,Root of tongue,Malignant neoplasm of tongue
232,Pulmonary veins,Pulmonary lymphangioleiomyomatosis
233,Vitreous body structure,Neoplasm of body of uterus
234,Prostatic Urethra,Prostatic Duct Urothelial Carcinoma
235,labium majus,Malignant neoplasm of labium minus
236,Nasal sinus,Stage IVA Nasal Cavity and Paranasal Sinus Cancer AJCC v8
237,Structure of piriform recess,Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue by Ann Arbor Stage
238,Renal pelvis,Chromophobe Renal Cell Carcinoma
239,Gonadal structure,"46,Xy Gonadal Dysgenesis, Complete, Sry-Related"
240,Ureter,Stage 0is Renal Pelvis and Ureter Cancer AJCC v8
241,Colon structure (body structure),Benign tumor of lacrimal drainage structure
242,Abdominal part of esophagus,Malignant neoplasm of cervical part of esophagus
243,Neck,Head and Neck Neoplasms
244,Cardiovascular system,Disorder of male reproductive system
245,Structure of diencephalon,Hodgkin's disease of intrapelvic lymph nodes
246,Anus,Stage III Vaginal Cancer AJCC v6 and v7
247,Tonsil,Stage IIIA Appendix Carcinoma AJCC v8
248,Parathyroid gland,Neoplasm of lacrimal gland
249,Parathyroid gland,Malignant neoplasm of salivary gland
250,Chest wall structure,Benign tumor of lacrimal drainage structure
251,Biliary tract structure,Biliary Adenofibroma
252,Male urethral structure,Recurrent Male Reproductive System Carcinoma
253,Uvea,Complex renal cyst
254,Gonadal structure,Hemangioma of intra-abdominal structure
255,Nasopharynx,Stage III Vaginal Cancer AJCC v6 and v7
256,Male urethral structure,Recurrent Malignant Male Reproductive System Neoplasm
257,Trachea,Oxyphilic Endometrial Endometrioid Adenocarcinoma
258,Lower third of esophagus,neurofibroma of esophagus
259,Bronchi,"Glioblastoma, IDH-Wildtype"
260,Infratentorial brain structure,Unspecified nonpsychotic mental disorder following organic brain damage
261,Rectosigmoid Region,Preinvasive Neoplasm of the Ampullary Region
262,Intradural Extramedullary Spinal Canal Space,Epidural Spinal Canal Angiolipoma
263,Major salivary gland structure,Acinic cell carcinoma of salivary gland
264,Superior vena cava structure,Superior Vena Cava Angiosarcoma
265,Ocular orbit,"Onchocerciasis, Ocular"
266,Submandibular gland,Carcinoma ex pleomorphic adenoma of lacrimal gland
267,Leptomeninges,Stage IIIA Appendix Carcinoma AJCC v8
268,Abdominal Cavity,Stage IVA Nasal Cavity and Paranasal Sinus Cancer AJCC v8
269,Sellar Region,Preinvasive Neoplasm of the Ampullary Region
270,Cerebellum,Glomerular vascular disorder
271,Uvula of palate,Benign neoplasm of hard palate
272,Parathyroid gland,Malignant neoplasm of salivary gland
273,Vulva,Glomerular vascular disorder
274,Parathyroid gland,Neoplasm of lacrimal gland
275,Nervous system structure,Benign tumor of lacrimal drainage structure
276,Epididymis,Stage IIIA Appendix Carcinoma AJCC v8
277,Jugular foramen,Glomerular vascular disorder
278,Hard Palate,Hard Palate Monomorphic Adenoma
279,Frontal Sinus,Nasal Cavity and Paranasal Sinus Cancer by AJCC v7 Stage
280,Epiglottis structure,Benign tumor of lacrimal drainage structure
281,Vulva,Glomerular vascular disorder
282,Hematopoietic System,Secondary Central Nervous System Non-Hodgkin Lymphoma
283,Immune system,Congenital malformation of the urinary system
284,Ovary,Complex renal cyst
285,Meninges,Stage III Vaginal Cancer AJCC v6 and v7
286,Prostatic Urethra,Prostatic Adenoma
287,Retina,Coloboma of the Retina
288,Pineal gland,Carcinoma ex pleomorphic adenoma of lacrimal gland
289,Inferior vena cava structure,Occlusion of inferior vena cava
290,Thymus Gland,Minor Salivary Gland Squamous Cell Carcinoma
291,Parathyroid gland,Benign neoplasm of submaxillary gland
292,Nervous system structure,Benign tumor of lacrimal drainage structure
293,"Skin, Human",Human Papillomavirus-Related Cervical Squamous Cell Carcinoma
294,Occipital lobe,Neoplasm of temporal lobe
295,Anterior Portion of the Urethra,Metastatic Squamous Cell Carcinoma of the Nasopharynx
296,Head,Cutaneous Squamous Cell Carcinoma of the Head and Neck
297,Testis,Glomerular vascular disorder
298,Spermatic Cord,Refractory Spinal Cord Neoplasm
299,Structure of rete testis,Malignant teratoma of testis
300,Cervical spinal cord structure,neuroblastoma of spinal cord
301,Colon structure (body structure),Benign tumor of lacrimal drainage structure
302,Retroperitoneal Space,Retroperitoneal Ganglioneuroma
303,Sellar Region,Tumor of the Pineal Region
304,Cardiovascular system,Congenital malformation of the urinary system
305,Spleen,Glomerular vascular disorder
306,Structure of cerebellopontine angle,Neoplasm of trochlear nerve
307,Exocervix,"Glioblastoma, IDH-Wildtype"
308,Intradural Extramedullary Spinal Canal Space,Intradural Extramedullary Cauda Equina Astrocytoma
309,Structure of diencephalon,"46, XX Disorders of Sex Development"
310,Intestines,Oxyphilic Endometrial Endometrioid Adenocarcinoma
311,Uvea,"Glioblastoma, IDH-Wildtype"
312,Submandibular gland,Neoplasm of lacrimal gland
313,Sublingual Gland,Parotid Gland Mucosa-Associated Lymphoid Tissue Lymphoma
314,"Skin, Human",Human Papillomavirus-Related Cervical Carcinoma
315,Apex of tongue,Malignant neoplasm of tongue
316,Supraglottis (body part),"Glioblastoma, IDH-Wildtype"
317,Middle third of esophagus,Malignant neoplasm of upper third of esophagus
318,Respiratory System,Metastatic Genitourinary System Carcinoma
319,Hard Palate,Hard Palate Monomorphic Adenoma
320,Vulva,Stage IIIA Appendix Carcinoma AJCC v8
321,Posterior Portion of the Urethra,Adenoid cystic carcinoma of the oral cavity
322,Reproductive system,Diffuse large B-cell lymphoma of central nervous system
323,glottis,Stage IIIA Appendix Carcinoma AJCC v8
324,Male Reproductive System,Female Non-Neoplastic Reproductive System Disorder
325,Connective Tissue,Benign Connective and Soft Tissue Neoplasm
326,glottis,Glomerular vascular disorder
327,Thoracic cavity structure,Adenoid cystic carcinoma of the oral cavity
328,Prostatic Urethra,Prostatic Intraepithelial Neoplasias
329,Immune system,anaplastic large cell lymphoma of central nervous system
330,Cecum,Stage IIIA Appendix Carcinoma AJCC v8
331,Structure of cerebellopontine angle,Malignant neoplasm of salivary gland
332,Epiglottis structure,Stage III Vaginal Cancer AJCC v6 and v7
333,Gonadal structure,"46,Xy Gonadal Dysgenesis, Complete, Sry-Related"
334,Middle third of esophagus,Malignant neoplasm of upper third of esophagus
335,Spongy urethra,Urothelial carcinoma urethra recurrent
336,Eyelid structure,Benign tumor of lacrimal drainage structure
337,Pancreas,Stage IIIA Appendix Carcinoma AJCC v8
338,Spongy urethra,Malignant neoplasm of urethra
339,Spinal epidural space,Spinal meningocele
340,Structure of hilum of lung,epithelial-myoepithelial carcinoma of lung
341,Subglottis structure,Hemangioma of intra-abdominal structure
342,Sclera,Stage III Vaginal Cancer AJCC v6 and v7
343,Respiratory System,Secondary Central Nervous System Non-Hodgkin Lymphoma
344,Subglottis structure,Stage III Vaginal Cancer AJCC v6 and v7
345,labium minus,Glomerular vascular disorder
346,Cerebral hemisphere structure (body structure),Benign tumor of lacrimal drainage structure
347,Nipples,Stage III Vaginal Cancer AJCC v6 and v7
348,Colorectal Region,Colorectal Cowden-Associated Polyp
349,Temporal Lobe,"Epilepsy, Familial Temporal Lobe 1"
350,Lumbosacral Region,Lumbosacral Lipoma
351,Aorta,Complex renal cyst
352,Cauda Equina,Cauda equina syndrome with neurogenic bladder
353,Lacrimal Apparatus,Stage III Vaginal Cancer AJCC v6 and v7
354,Male urethral structure,Benign tumor of lacrimal drainage structure
355,Uvea,Complex renal cyst
356,Hypothalamic structure,Hemangioma of intracranial structure
357,Gonadal structure,Benign tumor of lacrimal drainage structure
358,Eyelid structure,Benign tumor of lacrimal drainage structure
359,Eye,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1"
360,Adrenal Glands,Adrenal Rest Tumor
361,Bartholin Glands,Carcinoma of Cowper Glands
362,Pericardial cavity,Neoplasm of nasal cavity
363,Major salivary gland structure,Acinic cell carcinoma of salivary gland
364,Subglottis structure,Hemangioma of intracranial structure
365,Cardiovascular system,Diffuse large B-cell lymphoma of central nervous system
366,Mediastinum,Stage IIIA Appendix Carcinoma AJCC v8
367,Ethmoid sinus structure,Malignant neoplasm of sphenoidal sinus
368,Integumentary system,Disorder of male reproductive system
369,Uterine cavity,Refractory Uterine Corpus Carcinosarcoma
370,Duodenum,Glomerular vascular disorder
371,Bronchi,Stage IIIA Appendix Carcinoma AJCC v8
372,Middle third of esophagus,adenosquamous carcinoma of esophagus
373,Epiglottis structure,Hemangioma of intra-abdominal structure
374,Sternum,Glomerular vascular disorder
375,Hard Palate,Hard Palate Pleomorphic Adenoma
376,Pulmonary veins,Simple Pulmonary Eosinophilia
377,Cardiovascular system,Congenital malformation of the urinary system
378,Tonsil,Complex renal cyst
379,Nasolacrimal duct structure,Cyst of Skene's duct
380,Meninges,Stage III Vaginal Cancer AJCC v6 and v7
381,"Palate, Soft",Adult Clear Cell Sarcoma of Soft Parts
382,Intestines,Complex renal cyst
383,"Palate, Soft",Lung Soft Tissue Neoplasm
384,Gingiva,Glomerular vascular disorder
385,frontal lobe,Neoplasm of occipital lobe
386,Integumentary system,Neoplasm of lacrimal system
387,Urethral gland structure,Stage III Urethral Cancer AJCC v7
388,Pericardial cavity,Benign neoplasm of oral cavity
389,Sphenoidal sinus,meningioma of cavernous sinus
390,Endocervix,"Glioblastoma, IDH-Wildtype"
391,Duodenum,Stage IIIA Appendix Carcinoma AJCC v8
392,Retroperitoneal Space,Retroperitoneal Ganglioneuroma
393,Rectosigmoid Region,Tumor of the Pineal Region
394,Gastrointestinal system,"Stage IIIB Small Intestinal, Esophageal, Colorectal, Mesenteric, and Peritoneal Gastrointestinal Stromal Tumor AJCC v8"
395,Peritoneum,Stage III Vaginal Cancer AJCC v6 and v7
396,Nasolacrimal duct structure,Bile duct adenocarcinoma resectable
397,body system,Diffuse large B-cell lymphoma of central nervous system
398,Uvula of palate,Benign neoplasm of palate
399,Immune system,Neoplasm of lacrimal system
400,Submandibular gland,Malignant neoplasm of salivary gland
401,Minor salivary gland structure,Malignant neoplasm of salivary gland
402,Nasal sinus,Stage IVA Nasal Cavity and Paranasal Sinus Cancer AJCC v7
403,"Skin, Human",Human Papillomavirus-Related Esophageal Squamous Cell Carcinoma
404,Clitoris,Glomerular vascular disorder
405,labium majus,Stage IIIA Appendix Carcinoma AJCC v8
406,body system,Disorder of male reproductive system
407,"Intestines, Small","Stage IIIB Small Intestinal, Esophageal, Colorectal, Mesenteric, and Peritoneal Gastrointestinal Stromal Tumor AJCC v8"
408,Epididymis,Glomerular vascular disorder
409,Postcricoid region,Papillary tumor of the pineal region
410,Renal pelvis,Papillary Renal Cell Carcinoma
411,Temporal Lobe,Frontal Lobe and Parietal Lobe Ependymal Tumor
412,Infratentorial brain structure,Astrocytoma of brain
413,Lacrimal Apparatus,Lacrimal Apparatus Diseases
414,Sclera,Complex renal cyst
415,labium majus,Stage III Vaginal Cancer AJCC v6 and v7
416,Retina,Complex renal cyst
417,Subglottis structure,Stage III Vaginal Cancer AJCC v6 and v7
418,Base of skull structure,Hemangioma of intra-abdominal structure
419,Trachea,Glomerular vascular disorder
420,Sternum,Stage III Vaginal Cancer AJCC v6 and v7
421,Endocardium,Glomerular vascular disorder
422,Root of tongue,neoplasm of anterior dorsal surface of tongue
423,Seminal Vesicles,Stage III Vaginal Cancer AJCC v6 and v7
424,Spleen,"Glioblastoma, IDH-Wildtype"
425,Labyrinth,Glomerular vascular disorder
426,Hematopoietic and Lymphatic System,Neuroblastomas of the Adrenal Gland and Sympathetic Nervous System
427,Cecum,Glomerular vascular disorder
428,Structure of conus medullaris,"46, XX Disorders of Sex Development"
429,Vulva,Stage IIIA Appendix Carcinoma AJCC v8
430,Lymphatic System,Male Reproductive System Precancerous Condition
431,Pelvis,Stage I Renal Pelvis and Ureter Cancer AJCC v7
432,Axilla,Stage III Vaginal Cancer AJCC v6 and v7
433,Leptomeninges,Glomerular vascular disorder
434,Mandible,Stage III Vaginal Cancer AJCC v6 and v7
435,"Lens, Crystalline",Crystalline Lens Dislocation
436,Exocervix,Oxyphilic Endometrial Endometrioid Adenocarcinoma
437,Gastrointestinal system,Gastric and Omental Gastrointestinal Stromal Tumor by AJCC v8 Stage
438,Sublingual Gland,Minor Salivary Gland Squamous Cell Carcinoma
439,Seminal Vesicles,Stage IIIA Appendix Carcinoma AJCC v8
440,Peritoneum,Stage IIIA Appendix Carcinoma AJCC v8
441,Adrenal Glands,Adrenal Rest Tumor
442,Anterior Portion of the Urethra,Metastatic Squamous Cell Carcinoma of the Nasopharynx
443,Lacrimal Apparatus,Glomerular vascular disorder
444,Gastrointestinal system,Stage IIIB Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8
445,Epididymis,"Glioblastoma, IDH-Wildtype"
446,"Lens, Crystalline",Crystalline Lens Dislocation
447,Male Reproductive System,Female Non-Neoplastic Reproductive System Disorder
448,Nipples,Complex renal cyst
449,Seminal Vesicles,Glomerular vascular disorder
450,Endocervix,"Glioblastoma, IDH-Wildtype"
451,Reproductive system,Diffuse large B-cell lymphoma of central nervous system
452,Leptomeninges,Oxyphilic Endometrial Endometrioid Adenocarcinoma
453,lymph nodes,"Hodgkin's disease, lymphocytic depletion of lymph nodes of multiple sites"
454,Thoracic esophagus,Congenital duplication of esophagus
455,Skeletal bone,Secondary malignant neoplasm of bone marrow
456,Vertebral column,Stage IIIA Appendix Carcinoma AJCC v8
457,Structure of rete testis,rhabdomyosarcoma of testis
458,Hard Palate,Hard Palate Monomorphic Adenoma
459,Submandibular gland,Carcinoma ex pleomorphic adenoma of lacrimal gland
460,Integumentary system,Diffuse large B-cell lymphoma of central nervous system
461,Abdominal Cavity,Metastatic Oral Cavity Carcinoma
462,Intradural Extramedullary Spinal Canal Space,Epidural Spinal Canal Angiolipoma
463,Genitourinary system,Neoplasm of lacrimal system
464,Structure of conus medullaris,Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue by Ann Arbor Stage
