,CUI1,CUI2,label
74,lymph nodes,"Hodgkin's disease, nodular sclerosis of lymph nodes of multiple sites",0
75,Hematopoietic System,Hematopoietic and Lymphoid System Neoplasm,0
76,Testis,Rete Testis Adenoma,0
77,Thalamic structure,Stage IIIA Appendix Carcinoma AJCC v8,0
78,ileum,Crohn's disease of the ileum,0
79,Vagina,Postoperative Spindle Cell Nodule of the Vagina,0
80,Hepatobiliary System,Secondary Central Nervous System Non-Hodgkin Lymphoma,0
81,Frontal Sinus,Stage II Paranasal Sinus Cancer AJCC v6 and v7,0
82,Abdominal part of esophagus,Congenital duplication of esophagus,0
83,Ear structure,Benign tumor of lacrimal drainage structure,0
84,Pharyngeal structure,Benign tumor of lacrimal drainage structure,0
85,Supraglottis (body part),Stage III Vaginal Cancer AJCC v6 and v7,0
86,glottis,Glomerular vascular disorder,0
87,Spermatic Cord,Thoracic and Lumbosacral Spinal Cord Ependymal Tumor,0
88,Urinary system,Neoplasm of lacrimal system,0
89,Uterine cavity,Stage III Uterine Corpus Leiomyosarcoma AJCC v8,0
90,Pelvis,Stage IV Renal Pelvis and Ureter Cancer AJCC v7,0
91,Structure of rete testis,Secondary malignant neoplasm of testis,0
92,Nipples,Oxyphilic Endometrial Endometrioid Adenocarcinoma,0
93,Infratentorial brain structure,Unspecified nonpsychotic mental disorder following organic brain damage,0
94,Maxillary Sinus,Maxillary Sinus Cholesteatoma,0
95,Thoracic esophagus,Congenital duplication of esophagus,0
96,Superior vena cava structure,Benign tumor of lacrimal drainage structure,0
97,Myocardium,Stage III Vaginal Cancer AJCC v6 and v7,0
98,Vulva,Stage IIIA Appendix Carcinoma AJCC v8,0
99,Jugular foramen,Stage IIIA Appendix Carcinoma AJCC v8,0
100,Cerebral Ventricles,Childhood Cerebral Anaplastic Astrocytoma,0
101,Ovary,Stage IIIA Appendix Carcinoma AJCC v8,0
102,Pulmonary artery structure,Pulmonary trunk hypoplasia,0
103,Uterine cavity,Stage I Uterine Corpus Cancer AJCC v8,0
104,Spleen,Stage IIIA Appendix Carcinoma AJCC v8,0
105,Pelvis,Stage III Renal Pelvis Cancer AJCC v8,0
106,"Lens, Crystalline",Stage IIIA Appendix Carcinoma AJCC v8,0
107,Parietal Lobe,"Epilepsy, Familial Temporal Lobe 1",0
108,Sternum,Stage IIIA Appendix Carcinoma AJCC v8,0
109,Peritoneum and Retroperitoneum,"Recurrent B-Cell Lymphoma, Unclassifiable, with Features Intermediate between Diffuse Large B-Cell Lymphoma and Classic Hodgkin Lymphoma",0
110,Maxillary Sinus,Maxillary Sinus Cholesteatoma,0
111,Colorectal Region,Colorectal Inflammatory Polyp,0
112,Lower third of esophagus,Congenital duplication of esophagus,0
113,Scrotum,Stage III Vaginal Cancer AJCC v6 and v7,0
114,Pancreas,Glomerular vascular disorder,0
115,Oral cavity,Aneuploid Dysplastic Oral Leukoplakia,0
116,Nipples,Complex renal cyst,0
117,labium minus,Stage IIIA Appendix Carcinoma AJCC v8,0
118,Middle third of esophagus,adenosquamous carcinoma of esophagus,0
119,Retina,Glomerular vascular disorder,0
120,Parietal Lobe,"Epilepsy, Familial Temporal Lobe 1",0
121,"Palate, Soft",Adult Clear Cell Sarcoma of Soft Parts,0
122,Subglottis structure,Stage III Vaginal Cancer AJCC v6 and v7,0
123,Adrenal Glands,Adrenal Rest Tumor,0
124,Anterior Portion of the Urethra,Recurrent Paget Disease of the Anal Canal,0
125,Cauda Equina,Cauda equina syndrome with neurogenic bladder,0
126,Upper third of esophagus,Congenital duplication of esophagus,0
127,Nasal cavity,Stage IVA Nasal Cavity and Paranasal Sinus Cancer AJCC v8,0
128,Abdominal part of esophagus,Malignant neoplasm of esophagus,0
129,Ureter,Stage IV Renal Pelvis and Ureter Cancer AJCC v7,0
130,Middle third of esophagus,neurofibroma of esophagus,0
131,ileum,Stage III Vaginal Cancer AJCC v6 and v7,0
132,Vertebral column,Stage IIIA Appendix Carcinoma AJCC v8,0
133,Uterine cavity,Adenoid cystic carcinoma of the oral cavity,0
134,Vertebral column,Secondary malignant neoplasm of vertebral column,0
135,Chest wall structure,Benign tumor of lacrimal drainage structure,0
136,Submandibular gland,Neoplasm of lacrimal gland,0
137,Jugular foramen,Glomerular vascular disorder,0
138,Adrenal Glands,Adrenal Rest Tumor,0
139,Biliary tract structure,Benign tumor of lacrimal drainage structure,0
140,Eyelid structure,Benign tumor of lacrimal drainage structure,0
141,Mediastinum,Oxyphilic Endometrial Endometrioid Adenocarcinoma,0
142,Intradural Extramedullary Spinal Canal Space,External Auditory Canal Ceruminous Adenoma,0
143,Infratentorial brain structure,Primary malignant neoplasm of brain,0
144,Reproductive system,Diffuse large B-cell lymphoma of central nervous system,0
145,Choroid,Adult Choroid Plexus Neoplasm,0
146,Jugular foramen,Stage IIIA Appendix Carcinoma AJCC v8,0
147,Hematopoietic System,Metastatic Genitourinary System Carcinoma,0
148,Uterus,"Glioblastoma, IDH-Wildtype",0
149,Hepatobiliary System,Metastatic Genitourinary System Carcinoma,0
150,labium majus,Glomerular vascular disorder,0
151,Jugular foramen,Stage IIIA Appendix Carcinoma AJCC v8,0
152,Temporal Lobe,"Epilepsy, Familial Temporal Lobe 1",0
153,Renal pelvis,Renal Cell Cancer by AJCC v7 Stage,0
154,Gingiva,Stage III Vaginal Cancer AJCC v6 and v7,0
155,Bone structure of cranium,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor of Bone,0
156,Gastrointestinal system,Stage IIIB Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8,0
157,Apex of tongue,Benign neoplasm of base of tongue,0
158,Structure of cerebellopontine angle,adenosquamous carcinoma of esophagus,0
159,Abdominal part of esophagus,Malignant neoplasm of esophagus,0
160,Ethmoid sinus structure,Polyp of nasal sinus,0
161,Aorta,Stage IIIA Appendix Carcinoma AJCC v8,0
162,Uterus,Stage IIIA Appendix Carcinoma AJCC v8,0
163,Root of tongue,Malignant neoplasm of tongue,0
164,Cerebral Ventricles,Cerebral Adrenoleukodystrophy,0
165,Colon structure (body structure),Benign tumor of lacrimal drainage structure,0
166,Inferior vena cava structure,Benign tumor of lacrimal drainage structure,0
167,Mediastinum,Glomerular vascular disorder,0
168,lymph nodes,"Hodgkin's disease, nodular sclerosis of lymph nodes of multiple sites",0
169,Buccal mucosa,Pyogenic granuloma of oral mucosa,0
170,labium majus,Complex renal cyst,0
171,Pharyngeal structure,Benign tumor of lacrimal drainage structure,0
172,Reproductive system,Diffuse large B-cell lymphoma of central nervous system,0
173,Apex of tongue,Lipoma of the tongue,0
174,Pulmonary veins,Pulmonary Valve Insufficiency,0
175,body system,Benign neoplasm of body of uterus,0
176,Root of tongue,Lipoma of the tongue,0
177,Structure of retroorbital region,Malignant neoplasm of salivary gland,0
178,Eyelid structure,Benign tumor of lacrimal drainage structure,0
179,Duodenum,"Glioblastoma, IDH-Wildtype",0
180,Peritoneum and Retroperitoneum,Stage IIIB Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8,0
181,Cornea,Stage III Vaginal Cancer AJCC v6 and v7,0
182,Endocervix,Oxyphilic Endometrial Endometrioid Adenocarcinoma,0
183,Uterine cavity,Adenoid cystic carcinoma of the oral cavity,0
184,Pulmonary veins,Pulmonary Valve Insufficiency,0
185,Sinonasal Tract,Cancer of Urinary Tract,0
186,Intestines,Glomerular vascular disorder,0
187,Epiglottis structure,Benign tumor of lacrimal drainage structure,0
188,Rectosigmoid Region,Preinvasive Neoplasm of the Ampullary Region,0
189,Ovary,Stage IIIA Appendix Carcinoma AJCC v8,0
190,Sublingual Region,Region 17p13 Allelic Loss Associated Medulloblastoma,0
191,Chest wall structure,Benign tumor of lacrimal drainage structure,0
192,Structure of cerebellopontine angle,Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue by Ann Arbor Stage,0
193,Uterus,Stage III Vaginal Cancer AJCC v6 and v7,0
194,Urethral gland structure,Benign tumor of lacrimal drainage structure,0
195,Ciliary Body,Stage IIA Choroidal and Ciliary Body Melanoma AJCC v8,0
196,Ocular orbit,"Onchocerciasis, Ocular",0
197,Structure of rete ovarii,"46, XX Disorders of Sex Development",0
198,Sublingual Gland,Metastatic Parathyroid Gland Carcinoma,0
199,Infratentorial brain structure,Benign tumor of lacrimal drainage structure,0
200,Root of tongue,Lipoma of the tongue,0
201,Cerebral hemisphere structure (body structure),Cerebral abscess,0
202,Cervicomedullary Junction,Metastatic Gastroesophageal Junction Adenocarcinoma,0
203,Structure of hilum of lung,Tuberculous fibrosis of lung,0
204,Retina,Coloboma of the Retina,0
205,Male Reproductive System,Female Non-Neoplastic Reproductive System Disorder,0
206,Submandibular gland,Malignant neoplasm of salivary gland,0
207,Body of uterus,Benign neoplasm of uterus,0
208,Ovary,Complex renal cyst,0
209,Structure of rete ovarii,Malignant neoplasm of salivary gland,0
210,Colon structure (body structure),Benign tumor of lacrimal drainage structure,0
211,"Lens, Crystalline",Glomerular vascular disorder,0
212,Lip structure,Stage III Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7,0
213,Temporal Lobe,Temporal Lobe Pleomorphic Xanthoastrocytoma,0
214,Cervical spinal cord structure,neuroblastoma of spinal cord,0
215,Lower third of esophagus,Malignant neoplasm of upper third of esophagus,0
216,Spermatic Cord,Spermatic Cord Torsion,0
217,Male Reproductive System,Female Non-Neoplastic Reproductive System Disorder,0
218,Seminal Vesicles,Complex renal cyst,0
219,Body of uterus,Benign neoplasm of uterus,0
220,Submandibular gland,Neoplasm of lacrimal gland,0
221,Respiratory System,Metastatic Genitourinary System Carcinoma,0
222,Bulbomembranous Urethra,Glomerular vascular disorder,0
223,Pericardial cavity,Benign neoplasm of oral cavity,0
224,Clitoris,Glomerular vascular disorder,0
225,Nasal sinus,Stage IVA Nasal Cavity and Paranasal Sinus Cancer AJCC v7,0
226,Infratentorial brain structure,Benign tumor of lacrimal drainage structure,0
227,Supratentorial Brain,Childhood Brain Stem Neoplasm,0
228,Prostatic Urethra,Prostatic Intraepithelial Neoplasias,0
229,Vulva,Stage IIIA Appendix Carcinoma AJCC v8,0
230,Cecum,Stage IIIA Appendix Carcinoma AJCC v8,0
231,Root of tongue,Malignant neoplasm of tongue,0
232,Pulmonary veins,Pulmonary lymphangioleiomyomatosis,0
233,Vitreous body structure,Neoplasm of body of uterus,0
234,Prostatic Urethra,Prostatic Duct Urothelial Carcinoma,0
235,labium majus,Malignant neoplasm of labium minus,0
236,Nasal sinus,Stage IVA Nasal Cavity and Paranasal Sinus Cancer AJCC v8,0
237,Structure of piriform recess,Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue by Ann Arbor Stage,0
238,Renal pelvis,Chromophobe Renal Cell Carcinoma,0
239,Gonadal structure,"46,Xy Gonadal Dysgenesis, Complete, Sry-Related",0
240,Ureter,Stage 0is Renal Pelvis and Ureter Cancer AJCC v8,0
241,Colon structure (body structure),Benign tumor of lacrimal drainage structure,0
242,Abdominal part of esophagus,Malignant neoplasm of cervical part of esophagus,0
243,Neck,Head and Neck Neoplasms,0
244,Cardiovascular system,Disorder of male reproductive system,0
245,Structure of diencephalon,Hodgkin's disease of intrapelvic lymph nodes,0
246,Anus,Stage III Vaginal Cancer AJCC v6 and v7,0
247,Tonsil,Stage IIIA Appendix Carcinoma AJCC v8,0
248,Parathyroid gland,Neoplasm of lacrimal gland,0
249,Parathyroid gland,Malignant neoplasm of salivary gland,0
250,Chest wall structure,Benign tumor of lacrimal drainage structure,0
251,Biliary tract structure,Biliary Adenofibroma,0
252,Male urethral structure,Recurrent Male Reproductive System Carcinoma,0
253,Uvea,Complex renal cyst,0
254,Gonadal structure,Hemangioma of intra-abdominal structure,0
255,Nasopharynx,Stage III Vaginal Cancer AJCC v6 and v7,0
256,Male urethral structure,Recurrent Malignant Male Reproductive System Neoplasm,0
257,Trachea,Oxyphilic Endometrial Endometrioid Adenocarcinoma,0
258,Lower third of esophagus,neurofibroma of esophagus,0
259,Bronchi,"Glioblastoma, IDH-Wildtype",0
260,Infratentorial brain structure,Unspecified nonpsychotic mental disorder following organic brain damage,0
261,Rectosigmoid Region,Preinvasive Neoplasm of the Ampullary Region,0
262,Intradural Extramedullary Spinal Canal Space,Epidural Spinal Canal Angiolipoma,0
263,Major salivary gland structure,Acinic cell carcinoma of salivary gland,0
264,Superior vena cava structure,Superior Vena Cava Angiosarcoma,0
265,Ocular orbit,"Onchocerciasis, Ocular",0
266,Submandibular gland,Carcinoma ex pleomorphic adenoma of lacrimal gland,0
267,Leptomeninges,Stage IIIA Appendix Carcinoma AJCC v8,0
268,Abdominal Cavity,Stage IVA Nasal Cavity and Paranasal Sinus Cancer AJCC v8,0
269,Sellar Region,Preinvasive Neoplasm of the Ampullary Region,0
270,Cerebellum,Glomerular vascular disorder,0
271,Uvula of palate,Benign neoplasm of hard palate,0
272,Parathyroid gland,Malignant neoplasm of salivary gland,0
273,Vulva,Glomerular vascular disorder,0
274,Parathyroid gland,Neoplasm of lacrimal gland,0
275,Nervous system structure,Benign tumor of lacrimal drainage structure,0
276,Epididymis,Stage IIIA Appendix Carcinoma AJCC v8,0
277,Jugular foramen,Glomerular vascular disorder,0
278,Hard Palate,Hard Palate Monomorphic Adenoma,0
279,Frontal Sinus,Nasal Cavity and Paranasal Sinus Cancer by AJCC v7 Stage,0
280,Epiglottis structure,Benign tumor of lacrimal drainage structure,0
281,Vulva,Glomerular vascular disorder,0
282,Hematopoietic System,Secondary Central Nervous System Non-Hodgkin Lymphoma,0
283,Immune system,Congenital malformation of the urinary system,0
284,Ovary,Complex renal cyst,0
285,Meninges,Stage III Vaginal Cancer AJCC v6 and v7,0
286,Prostatic Urethra,Prostatic Adenoma,0
287,Retina,Coloboma of the Retina,0
288,Pineal gland,Carcinoma ex pleomorphic adenoma of lacrimal gland,0
289,Inferior vena cava structure,Occlusion of inferior vena cava,0
290,Thymus Gland,Minor Salivary Gland Squamous Cell Carcinoma,0
291,Parathyroid gland,Benign neoplasm of submaxillary gland,0
292,Nervous system structure,Benign tumor of lacrimal drainage structure,0
293,"Skin, Human",Human Papillomavirus-Related Cervical Squamous Cell Carcinoma,0
294,Occipital lobe,Neoplasm of temporal lobe,0
295,Anterior Portion of the Urethra,Metastatic Squamous Cell Carcinoma of the Nasopharynx,0
296,Head,Cutaneous Squamous Cell Carcinoma of the Head and Neck,0
297,Testis,Glomerular vascular disorder,0
298,Spermatic Cord,Refractory Spinal Cord Neoplasm,0
299,Structure of rete testis,Malignant teratoma of testis,0
300,Cervical spinal cord structure,neuroblastoma of spinal cord,0
301,Colon structure (body structure),Benign tumor of lacrimal drainage structure,0
302,Retroperitoneal Space,Retroperitoneal Ganglioneuroma,0
303,Sellar Region,Tumor of the Pineal Region,0
304,Cardiovascular system,Congenital malformation of the urinary system,0
305,Spleen,Glomerular vascular disorder,0
306,Structure of cerebellopontine angle,Neoplasm of trochlear nerve,0
307,Exocervix,"Glioblastoma, IDH-Wildtype",0
308,Intradural Extramedullary Spinal Canal Space,Intradural Extramedullary Cauda Equina Astrocytoma,0
309,Structure of diencephalon,"46, XX Disorders of Sex Development",0
310,Intestines,Oxyphilic Endometrial Endometrioid Adenocarcinoma,0
311,Uvea,"Glioblastoma, IDH-Wildtype",0
312,Submandibular gland,Neoplasm of lacrimal gland,0
313,Sublingual Gland,Parotid Gland Mucosa-Associated Lymphoid Tissue Lymphoma,0
314,"Skin, Human",Human Papillomavirus-Related Cervical Carcinoma,0
315,Apex of tongue,Malignant neoplasm of tongue,0
316,Supraglottis (body part),"Glioblastoma, IDH-Wildtype",0
317,Middle third of esophagus,Malignant neoplasm of upper third of esophagus,0
318,Respiratory System,Metastatic Genitourinary System Carcinoma,0
319,Hard Palate,Hard Palate Monomorphic Adenoma,0
320,Vulva,Stage IIIA Appendix Carcinoma AJCC v8,0
321,Posterior Portion of the Urethra,Adenoid cystic carcinoma of the oral cavity,0
322,Reproductive system,Diffuse large B-cell lymphoma of central nervous system,0
323,glottis,Stage IIIA Appendix Carcinoma AJCC v8,0
324,Male Reproductive System,Female Non-Neoplastic Reproductive System Disorder,0
325,Connective Tissue,Benign Connective and Soft Tissue Neoplasm,0
326,glottis,Glomerular vascular disorder,0
327,Thoracic cavity structure,Adenoid cystic carcinoma of the oral cavity,0
328,Prostatic Urethra,Prostatic Intraepithelial Neoplasias,0
329,Immune system,anaplastic large cell lymphoma of central nervous system,0
330,Cecum,Stage IIIA Appendix Carcinoma AJCC v8,0
331,Structure of cerebellopontine angle,Malignant neoplasm of salivary gland,0
332,Epiglottis structure,Stage III Vaginal Cancer AJCC v6 and v7,0
333,Gonadal structure,"46,Xy Gonadal Dysgenesis, Complete, Sry-Related",0
334,Middle third of esophagus,Malignant neoplasm of upper third of esophagus,0
335,Spongy urethra,Urothelial carcinoma urethra recurrent,0
336,Eyelid structure,Benign tumor of lacrimal drainage structure,0
337,Pancreas,Stage IIIA Appendix Carcinoma AJCC v8,0
338,Spongy urethra,Malignant neoplasm of urethra,0
339,Spinal epidural space,Spinal meningocele,0
340,Structure of hilum of lung,epithelial-myoepithelial carcinoma of lung,0
341,Subglottis structure,Hemangioma of intra-abdominal structure,0
342,Sclera,Stage III Vaginal Cancer AJCC v6 and v7,0
343,Respiratory System,Secondary Central Nervous System Non-Hodgkin Lymphoma,0
344,Subglottis structure,Stage III Vaginal Cancer AJCC v6 and v7,0
345,labium minus,Glomerular vascular disorder,0
346,Cerebral hemisphere structure (body structure),Benign tumor of lacrimal drainage structure,0
347,Nipples,Stage III Vaginal Cancer AJCC v6 and v7,0
348,Colorectal Region,Colorectal Cowden-Associated Polyp,0
349,Temporal Lobe,"Epilepsy, Familial Temporal Lobe 1",0
350,Lumbosacral Region,Lumbosacral Lipoma,0
351,Aorta,Complex renal cyst,0
352,Cauda Equina,Cauda equina syndrome with neurogenic bladder,0
353,Lacrimal Apparatus,Stage III Vaginal Cancer AJCC v6 and v7,0
354,Male urethral structure,Benign tumor of lacrimal drainage structure,0
355,Uvea,Complex renal cyst,0
356,Hypothalamic structure,Hemangioma of intracranial structure,0
357,Gonadal structure,Benign tumor of lacrimal drainage structure,0
358,Eyelid structure,Benign tumor of lacrimal drainage structure,0
359,Eye,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1",0
360,Adrenal Glands,Adrenal Rest Tumor,0
361,Bartholin Glands,Carcinoma of Cowper Glands,0
362,Pericardial cavity,Neoplasm of nasal cavity,0
363,Major salivary gland structure,Acinic cell carcinoma of salivary gland,0
364,Subglottis structure,Hemangioma of intracranial structure,0
365,Cardiovascular system,Diffuse large B-cell lymphoma of central nervous system,0
366,Mediastinum,Stage IIIA Appendix Carcinoma AJCC v8,0
367,Ethmoid sinus structure,Malignant neoplasm of sphenoidal sinus,0
368,Integumentary system,Disorder of male reproductive system,0
369,Uterine cavity,Refractory Uterine Corpus Carcinosarcoma,0
370,Duodenum,Glomerular vascular disorder,0
371,Bronchi,Stage IIIA Appendix Carcinoma AJCC v8,0
372,Middle third of esophagus,adenosquamous carcinoma of esophagus,0
373,Epiglottis structure,Hemangioma of intra-abdominal structure,0
374,Sternum,Glomerular vascular disorder,0
375,Hard Palate,Hard Palate Pleomorphic Adenoma,0
376,Pulmonary veins,Simple Pulmonary Eosinophilia,0
377,Cardiovascular system,Congenital malformation of the urinary system,0
378,Tonsil,Complex renal cyst,0
379,Nasolacrimal duct structure,Cyst of Skene's duct,0
380,Meninges,Stage III Vaginal Cancer AJCC v6 and v7,0
381,"Palate, Soft",Adult Clear Cell Sarcoma of Soft Parts,0
382,Intestines,Complex renal cyst,0
383,"Palate, Soft",Lung Soft Tissue Neoplasm,0
384,Gingiva,Glomerular vascular disorder,0
385,frontal lobe,Neoplasm of occipital lobe,0
386,Integumentary system,Neoplasm of lacrimal system,0
387,Urethral gland structure,Stage III Urethral Cancer AJCC v7,0
388,Pericardial cavity,Benign neoplasm of oral cavity,0
389,Sphenoidal sinus,meningioma of cavernous sinus,0
390,Endocervix,"Glioblastoma, IDH-Wildtype",0
391,Duodenum,Stage IIIA Appendix Carcinoma AJCC v8,0
392,Retroperitoneal Space,Retroperitoneal Ganglioneuroma,0
393,Rectosigmoid Region,Tumor of the Pineal Region,0
394,Gastrointestinal system,"Stage IIIB Small Intestinal, Esophageal, Colorectal, Mesenteric, and Peritoneal Gastrointestinal Stromal Tumor AJCC v8",0
395,Peritoneum,Stage III Vaginal Cancer AJCC v6 and v7,0
396,Nasolacrimal duct structure,Bile duct adenocarcinoma resectable,0
397,body system,Diffuse large B-cell lymphoma of central nervous system,0
398,Uvula of palate,Benign neoplasm of palate,0
399,Immune system,Neoplasm of lacrimal system,0
400,Submandibular gland,Malignant neoplasm of salivary gland,0
401,Minor salivary gland structure,Malignant neoplasm of salivary gland,0
402,Nasal sinus,Stage IVA Nasal Cavity and Paranasal Sinus Cancer AJCC v7,0
403,"Skin, Human",Human Papillomavirus-Related Esophageal Squamous Cell Carcinoma,0
404,Clitoris,Glomerular vascular disorder,0
405,labium majus,Stage IIIA Appendix Carcinoma AJCC v8,0
406,body system,Disorder of male reproductive system,0
407,"Intestines, Small","Stage IIIB Small Intestinal, Esophageal, Colorectal, Mesenteric, and Peritoneal Gastrointestinal Stromal Tumor AJCC v8",0
408,Epididymis,Glomerular vascular disorder,0
409,Postcricoid region,Papillary tumor of the pineal region,0
410,Renal pelvis,Papillary Renal Cell Carcinoma,0
411,Temporal Lobe,Frontal Lobe and Parietal Lobe Ependymal Tumor,0
412,Infratentorial brain structure,Astrocytoma of brain,0
413,Lacrimal Apparatus,Lacrimal Apparatus Diseases,0
414,Sclera,Complex renal cyst,0
415,labium majus,Stage III Vaginal Cancer AJCC v6 and v7,0
416,Retina,Complex renal cyst,0
417,Subglottis structure,Stage III Vaginal Cancer AJCC v6 and v7,0
418,Base of skull structure,Hemangioma of intra-abdominal structure,0
419,Trachea,Glomerular vascular disorder,0
420,Sternum,Stage III Vaginal Cancer AJCC v6 and v7,0
421,Endocardium,Glomerular vascular disorder,0
422,Root of tongue,neoplasm of anterior dorsal surface of tongue,0
423,Seminal Vesicles,Stage III Vaginal Cancer AJCC v6 and v7,0
424,Spleen,"Glioblastoma, IDH-Wildtype",0
425,Labyrinth,Glomerular vascular disorder,0
426,Hematopoietic and Lymphatic System,Neuroblastomas of the Adrenal Gland and Sympathetic Nervous System,0
427,Cecum,Glomerular vascular disorder,0
428,Structure of conus medullaris,"46, XX Disorders of Sex Development",0
429,Vulva,Stage IIIA Appendix Carcinoma AJCC v8,0
430,Lymphatic System,Male Reproductive System Precancerous Condition,0
431,Pelvis,Stage I Renal Pelvis and Ureter Cancer AJCC v7,0
432,Axilla,Stage III Vaginal Cancer AJCC v6 and v7,0
433,Leptomeninges,Glomerular vascular disorder,0
434,Mandible,Stage III Vaginal Cancer AJCC v6 and v7,0
435,"Lens, Crystalline",Crystalline Lens Dislocation,0
436,Exocervix,Oxyphilic Endometrial Endometrioid Adenocarcinoma,0
437,Gastrointestinal system,Gastric and Omental Gastrointestinal Stromal Tumor by AJCC v8 Stage,0
438,Sublingual Gland,Minor Salivary Gland Squamous Cell Carcinoma,0
