,CUI1,CUI2
83,Trichlormethiazide,Coronary Artery Bypass Surgery
84,salicylate,Burn injury
85,Carbenicillin indanyl sodium,Oliguria
86,"Bordetella pertussis pertactin vaccine, inactivated","Tuberculosis, Cutaneous"
87,Phentermine Hydrochloride,Burn injury
88,Etodolac,"Tuberculosis, Cutaneous"
89,Daunorubicin citrate,"Tuberculosis, Cutaneous"
90,Cyclandelate,Oliguria
91,aluminum chloride anhydrous,Burn injury
92,ardeparin,Coronary Artery Bypass Surgery
93,dichloralphenazone,"Tuberculosis, Cutaneous"
94,empagliflozin,Oliguria
95,"SULFUR,COLLOIDAL","Tuberculosis, Cutaneous"
96,Desoximetasone,Oliguria
97,iopromide,Burn injury
98,Primidone,"Tuberculosis, Cutaneous"
99,"arginine, D-","Tuberculosis, Cutaneous"
100,"SULFUR,COLLOIDAL",Coronary Artery Bypass Surgery
101,Vincristine,"Tuberculosis, Cutaneous"
102,Zinc Gluconate,Coronary Artery Bypass Surgery
103,daratumumab,Burn injury
104,lomefloxacin hydrochloride,Burn injury
105,disodium citrate sesquihydrate,Coronary Artery Bypass Surgery
106,travoprost,Oliguria
107,PROTAMINE HCL,"Tuberculosis, Cutaneous"
108,Cyclopentolate hydrochloride,Burn injury
109,Anthrax Vaccine Adsorbed,Burn injury
110,influenza B virus antigen,Oliguria
111,influenza A virus A/Singapore/6/1986 (H1N1) antigen,Burn injury
112,Ticagrelor,Coronary Artery Bypass Surgery
113,nabilone,Burn injury
114,Orphenadrine,Burn injury
115,hetacillin,Oliguria
116,Hydrocortisone sodium phosphate,Oliguria
117,HYDROXYETHYL CELLULOSE (5000 CPS AT 1%),Burn injury
118,eplerenone,Oliguria
119,Tacrine Hydrochloride,Burn injury
120,modafinil,Oliguria
121,Reteplase,Oliguria
122,Eflornithine,Coronary Artery Bypass Surgery
123,Cyclopentolate hydrochloride,Burn injury
124,Thrombin,Coronary Artery Bypass Surgery
125,Ginger extract,Burn injury
126,Desipramine,Coronary Artery Bypass Surgery
127,Warfarin Sodium,Oliguria
128,Hydroxychloroquine,Oliguria
129,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine,Burn injury
130,Orphenadrine Hydrochloride,"Tuberculosis, Cutaneous"
131,Hydrocodone Bitartrate,Burn injury
132,Enalapril,"Tuberculosis, Cutaneous"
133,Imipramine pamoate,Burn injury
134,Cytarabine,Coronary Artery Bypass Surgery
135,saxagliptin,"Tuberculosis, Cutaneous"
136,gemcitabine,Burn injury
137,Thiopental,Oliguria
138,Rhubarb preparation,Coronary Artery Bypass Surgery
139,cevimeline,Oliguria
140,Carbachol,Coronary Artery Bypass Surgery
141,Fluphenazine,"Tuberculosis, Cutaneous"
142,"L1 protein, Human papillomavirus type 18 Vaccine",Burn injury
143,Propranolol,Coronary Artery Bypass Surgery
144,erythromycin lactobionate,Coronary Artery Bypass Surgery
145,carvedilol phosphate,Oliguria
146,Testosterone (micronized),"Tuberculosis, Cutaneous"
147,desirudin,Oliguria
148,Lamivudine,Coronary Artery Bypass Surgery
149,formoterol fumarate,Coronary Artery Bypass Surgery
150,sodium phosphate,heparin sodium
151,"GLYBURIDE, MICRONIZED",Coronary Artery Bypass Surgery
152,Gold,Coronary Artery Bypass Surgery
153,aluminum magnesium silicate,Oliguria
154,isopropyl unoprostone,Burn injury
155,Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine,Burn injury
156,Meprobamate,Oliguria
157,Diatrizoate Meglumine,"Tuberculosis, Cutaneous"
158,Naphazoline,Coronary Artery Bypass Surgery
159,Mexiletine Hydrochloride,Coronary Artery Bypass Surgery
160,temozolomide,Oliguria
161,onabotulinumtoxinA,Burn injury
162,Timolol,"Tuberculosis, Cutaneous"
163,Deslanoside,Oliguria
164,caramiphen,Coronary Artery Bypass Surgery
165,Loperamide,Burn injury
166,Alfentanil,Burn injury
167,Enalapril Maleate,Coronary Artery Bypass Surgery
168,Karaya Gum,Burn injury
169,Insulin Lispro,"Tuberculosis, Cutaneous"
170,Calcium gluceptate,"Tuberculosis, Cutaneous"
171,Acetohexamide,Burn injury
172,Eugenol,Coronary Artery Bypass Surgery
173,Levalbuterol Hydrochloride,Oliguria
174,Racepinephrine Hydrochloride,Oliguria
175,Iodoquinol,Oliguria
176,Trientine hydrochloride,Burn injury
177,enzalutamide,Burn injury
178,Benzylpenicilloyl polylysine,"Tuberculosis, Cutaneous"
179,dexchlorpheniramine,Burn injury
180,PYRIDOXINE PHOSPHOSERINATE,Burn injury
181,Zinc Sulfate,Coronary Artery Bypass Surgery
182,"Japanese encephalitis virus vaccine, inactivated",Burn injury
183,SODIUM THIOSULFATE ANHYDROUS,Burn injury
184,brexpiprazole,Coronary Artery Bypass Surgery
185,CEPHALEXIN ANHYDROUS,Burn injury
186,midostaurin,"Tuberculosis, Cutaneous"
187,sage extract,Burn injury
188,Diatrizoate Meglumine,Coronary Artery Bypass Surgery
189,Crotalus atrox antivenin,Burn injury
190,cosyntropin hexahydrate,Coronary Artery Bypass Surgery
191,Iohexol,Oliguria
192,Lactobacillic acid,Coronary Artery Bypass Surgery
193,Sulfur Hexafluoride,"Tuberculosis, Cutaneous"
194,Doxycycline Monohydrate,Burn injury
195,Ethotoin,Oliguria
196,tioconazole,Coronary Artery Bypass Surgery
197,Teriparatide,Oliguria
198,gadoteridol,Coronary Artery Bypass Surgery
199,Tobramycin Sulfate,Burn injury
200,Apraclonidine hydrochloride,Burn injury
201,Procainamide Hydrochloride,"Tuberculosis, Cutaneous"
202,Histrelin acetate,Burn injury
203,Timolol Hemihydrate,Oliguria
204,aluminum magnesium silicate,Oliguria
205,Spironolactone,"Tuberculosis, Cutaneous"
206,ceftolozane sulfate,Coronary Artery Bypass Surgery
207,TALAMPICILLIN NAPSYLATE,Coronary Artery Bypass Surgery
208,Sodium Pertechnetate Tc 99m,Coronary Artery Bypass Surgery
209,hydroxypropyl cellulose (type H),Burn injury
210,"Varicella zoster virus glycoprotein E, recombinant",Herpes zoster disease
211,Clobetasol Propionate,Oliguria
212,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine,Neisseria meningitidis
213,Levoleucovorin calcium,"Tuberculosis, Cutaneous"
214,"insulin aspart protamine, human",Oliguria
215,Levobupivacaine,Oliguria
216,Cevimeline hydrochloride,Coronary Artery Bypass Surgery
217,rabbit skin extract,"Tuberculosis, Cutaneous"
218,rosuvastatin,Coronary Artery Bypass Surgery
219,Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine,"Tuberculosis, Cutaneous"
220,latanoprost,"Tuberculosis, Cutaneous"
221,Pyrethrins,Burn injury
222,"Influenza B virus vaccine, B-Massachusetts-2-2012-like virus","Tuberculosis, Cutaneous"
223,Chlorprothixene hydrochloride,Burn injury
224,pneumococcal capsular polysaccharide type 3 vaccine,Oliguria
225,Ethyl Chloride,Burn injury
226,DOXYCYCLINE HYDROCHLORIDE,Coronary Artery Bypass Surgery
227,Mometasone furoate monohydrate,Oliguria
228,Esomeprazole,"Tuberculosis, Cutaneous"
229,dexamethasone trimethyl acetate,Oliguria
230,Mitotane,"Tuberculosis, Cutaneous"
231,Edetate Calcium,Burn injury
232,ferric subsulfate solution,Burn injury
233,Doxycycline Calcium,Oliguria
234,Cortisone,Burn injury
235,fomepizole,Coronary Artery Bypass Surgery
236,sodium citrate dihydrate,Burn injury
237,tiotropium bromide,Burn injury
238,Nitroglycerin,Burn injury
239,methenamine hippurate,Coronary Artery Bypass Surgery
240,Tetracaine,Burn injury
241,Diphenoxylate,Oliguria
242,Rosuvastatin calcium,Burn injury
243,Carteolol Hydrochloride,Burn injury
244,Proguanil,"Tuberculosis, Cutaneous"
245,Pyridostigmine,"Tuberculosis, Cutaneous"
246,Metoprolol fumarate,Burn injury
247,Trimethoprim Lactate,Coronary Artery Bypass Surgery
248,Oxycodone,Oliguria
249,gadoxetate,Coronary Artery Bypass Surgery
250,Methadone Hydrochloride,"Tuberculosis, Cutaneous"
251,Dexamethasone Isonicotinate,Coronary Artery Bypass Surgery
252,Benazepril hydrochloride,Coronary Artery Bypass Surgery
253,Epoetin Alfa,Coronary Artery Bypass Surgery
254,enalaprilat anhydrous,Coronary Artery Bypass Surgery
255,Bepridil hydrochloride,Burn injury
256,Molybdenum,Coronary Artery Bypass Surgery
257,dexchlorpheniramine,Oliguria
258,demecarium bromide,Burn injury
259,"Lente Insulin, human",Oliguria
260,ceftaroline fosamil acetate,"Tuberculosis, Cutaneous"
261,Levothyroxine Sodium,Coronary Artery Bypass Surgery
262,Minocycline Hydrochloride,"Tuberculosis, Cutaneous"
263,Bermuda grass pollen extract,Coronary Artery Bypass Surgery
264,chloroxylenol,"Tuberculosis, Cutaneous"
265,lapatinib,Oliguria
266,Morphine hydrochloride,"Tuberculosis, Cutaneous"
267,Kentucky bluegrass pollen extract,Coronary Artery Bypass Surgery
268,Streptozocin,Oliguria
269,bosutinib,Oliguria
270,Triptorelin,"Tuberculosis, Cutaneous"
271,"alpha 1-proteinase inhibitor, human",Burn injury
272,Hydrocortisone butyrate,Coronary Artery Bypass Surgery
273,Nesiritide,Coronary Artery Bypass Surgery
274,Edetic Acid,"Tuberculosis, Cutaneous"
275,Pirbuterol acetate,Burn injury
276,Colloid sulfur,"Tuberculosis, Cutaneous"
277,dirithromycin,Burn injury
278,Fenoldopam Mesylate,Oliguria
279,SECRETIN ACETATE,Coronary Artery Bypass Surgery
280,Lactulose,"Tuberculosis, Cutaneous"
281,fosamprenavir,Burn injury
282,Pentazocine Lactate,"Tuberculosis, Cutaneous"
283,Fluconazole,"Tuberculosis, Cutaneous"
284,RISEDRONATE SODIUM MONOHYDRATE,Oliguria
285,miltefosine,Oliguria
286,Dopamine Hydrochloride,Burn injury
287,thrombin alfa,"Tuberculosis, Cutaneous"
288,Diphenhydramine,Burn injury
289,HUMAN ADENOVIRUS E SEROTYPE 4 STRAIN CL-68578,Burn injury
290,Atazanavir,Coronary Artery Bypass Surgery
291,Dronedarone Hydrochloride,Burn injury
292,"Japanese encephalitis virus vaccine, inactivated",Oliguria
293,Activated attapulgite,Oliguria
294,influenza B virus vaccine B/Brisbane/60/2008 antigen,Hemophilia B
295,Trovafloxacin mesylate,"Tuberculosis, Cutaneous"
296,valdecoxib,Oliguria
297,"chondroitin sulfate, bovine","Tuberculosis, Cutaneous"
298,Mitoxantrone,Burn injury
299,Kentucky bluegrass pollen extract,"Tuberculosis, Cutaneous"
300,clopidogrel,Coronary Artery Bypass Surgery
301,methdilazine,Oliguria
302,lomitapide mesylate,Burn injury
303,thyroid (USP),"Tuberculosis, Cutaneous"
304,PHENYLTOLOXAMINE POLISTIREX,"Tuberculosis, Cutaneous"
305,pneumococcal capsular polysaccharide type 5 vaccine,Coronary Artery Bypass Surgery
306,Memantine hydrochloride,Burn injury
307,Formalin,Oliguria
308,Nesiritide,Coronary Artery Bypass Surgery
309,Mefenamic Acid,Burn injury
310,Rubella virus,Burn injury
311,Streptozocin,Oliguria
312,spirapril,Burn injury
313,Tacrine Hydrochloride,Oliguria
314,liothyronine sodium,"Tuberculosis, Cutaneous"
315,dimethyl isosorbide,"Tuberculosis, Cutaneous"
316,nicotinic acid benzyl ester,Coronary Artery Bypass Surgery
317,Tacrolimus,Burn injury
318,Coal tar extract,Burn injury
319,Atracurium Besylate,Coronary Artery Bypass Surgery
320,Etonogestrel,Coronary Artery Bypass Surgery
321,Erythromycin,Burn injury
322,agalsidase beta,Oliguria
323,Flavoxate,"Tuberculosis, Cutaneous"
324,Alprazolam,Oliguria
325,Trimethoprim,Oliguria
326,Psyllium,Oliguria
327,Acetylcysteine Sodium,Burn injury
328,PYRILAMINE TANNATE,"Tuberculosis, Cutaneous"
329,Clomipramine Hydrochloride,Coronary Artery Bypass Surgery
330,flunisolide hemihydrate,Oliguria
331,amphotericin B lipid complex,Oliguria
332,Potassium gluconate,"Tuberculosis, Cutaneous"
333,walnut allergenic extract,Coronary Artery Bypass Surgery
334,risedronate sodium,Burn injury
335,Metyrapone,"Tuberculosis, Cutaneous"
336,adefovir,Coronary Artery Bypass Surgery
337,Fluphenazine Hydrochloride,Burn injury
338,Benzoyl Peroxide,"Tuberculosis, Cutaneous"
339,Methylene blue,Coronary Artery Bypass Surgery
340,sucralfate malate,Burn injury
341,"insulin isophane, human",Coronary Artery Bypass Surgery
342,Levalbuterol Hydrochloride,"Tuberculosis, Cutaneous"
343,Perindopril,"Tuberculosis, Cutaneous"
344,Cocaine,"Tuberculosis, Cutaneous"
345,Mecamylamine,"Tuberculosis, Cutaneous"
346,Fosamprenavir calcium,Coronary Artery Bypass Surgery
347,formoterol,Oliguria
348,Methenamine,"Tuberculosis, Cutaneous"
349,eslicarbazepine acetate,Oliguria
350,Mexiletine,Burn injury
351,"drotrecogin alfa (activated), lyophilized",Coronary Artery Bypass Surgery
352,rivastigmine,"Tuberculosis, Cutaneous"
353,Lixisenatide,Coronary Artery Bypass Surgery
354,peginterferon alfa-2a,Burn injury
355,erythromycin lactobionate,Oliguria
356,ixabepilone,Oliguria
357,fulvestrant,Oliguria
358,carbidopa anhydrous,Coronary Artery Bypass Surgery
359,penciclovir,Burn injury
360,trisodium citrate anhydrous,Oliguria
361,Manganese,"Tuberculosis, Cutaneous"
362,"coagulation factor X, human","Tuberculosis, Cutaneous"
363,"BCG, Live, Montreal Strain","Vaccines, Live, Unattenuated"
364,levomefolate,Oliguria
365,Phenobarbital,Coronary Artery Bypass Surgery
366,nalmefene,"Tuberculosis, Cutaneous"
367,Dibucaine hydrochloride,Oliguria
368,adefovir dipivoxil,"Tuberculosis, Cutaneous"
369,aminophylline dihydrate,"Tuberculosis, Cutaneous"
370,Cyclizine lactate,Oliguria
371,elagolix sodium,"Tuberculosis, Cutaneous"
372,Mometasone,Coronary Artery Bypass Surgery
373,Cholera Vaccine,Burn injury
374,onabotulinumtoxinA,"Tuberculosis, Cutaneous"
375,Iron-Dextran Complex,Oliguria
376,ziconotide,"Tuberculosis, Cutaneous"
377,Hydromorphone,Oliguria
378,tinzaparin,"Tuberculosis, Cutaneous"
379,alosetron,"Tuberculosis, Cutaneous"
380,ivabradine hydrochloride,Coronary Artery Bypass Surgery
381,rizatriptan,"Tuberculosis, Cutaneous"
382,Lactobacillic acid,Oliguria
383,edoxaban,Coronary Artery Bypass Surgery
384,Cilastatin,Coronary Artery Bypass Surgery
385,Hydroxyamphetamine Hydrobromide,"Tuberculosis, Cutaneous"
386,deutetrabenazine,Coronary Artery Bypass Surgery
387,"insulin aspart protamine, human",Burn injury
388,Butorphanol Tartrate,Coronary Artery Bypass Surgery
389,interferon beta-1b,Oliguria
390,Activated attapulgite,Coronary Artery Bypass Surgery
391,domestic cow skin extract,Coronary Artery Bypass Surgery
392,Thiamine Pyrophosphate,"Tuberculosis, Cutaneous"
393,phenethicillin,Burn injury
394,montelukast sodium,Burn injury
395,Becaplermin,Oliguria
396,podophyllin,Coronary Artery Bypass Surgery
397,anagrelide,"Tuberculosis, Cutaneous"
398,hydroxyurea,Oliguria
399,Polymyxin B Sulfate,Burn injury
400,propiomazine,Burn injury
401,Vitamin K 3,Vitamin K Deficiency
402,Mechlorethamine,Burn injury
403,vitamine E acetate,"Tuberculosis, Cutaneous"
404,Levorphanol,Burn injury
405,Azelastine hydrochloride,"Tuberculosis, Cutaneous"
406,pantoprazole,Oliguria
407,Topotecan,"Tuberculosis, Cutaneous"
408,influenza A virus (H3N2) antigen,Oliguria
409,Immune Globulin Subcutaneous (Human),Immune thrombocytopenic purpura
410,grazoprevir,Coronary Artery Bypass Surgery
411,"alpha 1-proteinase inhibitor, human",Oliguria
412,Ciclopirox olamine,Coronary Artery Bypass Surgery
413,Ethopropazine hydrochloride,Coronary Artery Bypass Surgery
414,Methyprylon,Oliguria
415,Pramipexole,Burn injury
416,"BUDESONIDE (11.BETA.,16.ALPHA.(S))","Tuberculosis, Cutaneous"
417,AMITRIPTYLINE OXIDE,Burn injury
418,Citalopram,Oliguria
419,Flavoxate Hydrochloride,Oliguria
420,HYDROXOCOBALAMIN ACETATE,"Tuberculosis, Cutaneous"
421,Vinorelbine tartrate,Burn injury
422,"insulin isophane, pork",Oliguria
423,ziconotide acetate,Oliguria
424,Calcium gluceptate,Oliguria
425,Loratadine,Burn injury
426,CEPHALEXIN ANHYDROUS,Oliguria
427,Sincalide,Oliguria
428,fosinoprilat,Oliguria
429,FLUOROMETHOLONE ACETATE,Burn injury
430,ranitidine bismuth citrate,Burn injury
431,"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT RESIDUES 743-1636 DELETED",Oliguria
432,Carbenicillin Phenyl Sodium,Oliguria
433,ISOMETHEPTENE MUCATE (1:1),Oliguria
434,"L1 protein, Human papillomavirus type 6 Vaccine",Oliguria
435,Pantothenic Acid,Ascorbic Acid Deficiency
436,FILGRASTIM-SNDZ,"Tuberculosis, Cutaneous"
437,Fluphenazine enanthate,Oliguria
438,HYDROXYETHYL CELLULOSE (1500 MPA.S AT 1%),"Tuberculosis, Cutaneous"
439,iopromide,Burn injury
440,oxaprozin,"Tuberculosis, Cutaneous"
441,Pimecrolimus,Coronary Artery Bypass Surgery
442,ZOFENOPRIL CALCIUM,"Tuberculosis, Cutaneous"
443,Dexfenfluramine,Coronary Artery Bypass Surgery
444,Magnesium Valproate,"Tuberculosis, Cutaneous"
445,moexipril,"Tuberculosis, Cutaneous"
446,Pivampicillin Hydrochloride,"Tuberculosis, Cutaneous"
447,mecobalamin,Oliguria
448,Cyclizine lactate,Burn injury
449,Levamisole Phosphate,Burn injury
450,"Mumps Virus Vaccine Live, Jeryl Lynn Strain",Virus Diseases
451,Magnesium phosphate dibasic trihydrate,Magnesium Deficiency
452,Pyridoxine Hydrochloride,Burn injury
453,Devil's claw preparation,Oliguria
454,Demecarium,"Tuberculosis, Cutaneous"
455,Docusate Calcium,Coronary Artery Bypass Surgery
456,pneumococcal capsular polysaccharide type 8 vaccine,Burn injury
457,"Human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine",Oliguria
458,CAPSICUM OLEORESIN,Oliguria
459,Oxamniquine,Burn injury
460,Gadoxetate Disodium,Oliguria
461,Estrone,Oliguria
462,Methenamine,Oliguria
463,Acetic Acid,Burn injury
464,cefamandole nafate,Coronary Artery Bypass Surgery
465,Cyclobenzaprine hydrochloride,Burn injury
466,recombinant FVIIa,Coronary Artery Bypass Surgery
467,C1 esterase inhibitor (human),Burn injury
468,mesalamine,Coronary Artery Bypass Surgery
469,Roflumilast,Burn injury
470,naldemedine tosylate,Oliguria
471,Charcoal,Oliguria
472,Doxorubicin,Burn injury
473,Bepridil,Coronary Artery Bypass Surgery
474,Etidronate,Coronary Artery Bypass Surgery
475,clevidipine,"Tuberculosis, Cutaneous"
476,fingolimod hydrochloride,"Tuberculosis, Cutaneous"
477,Gonadorelin,Oliguria
478,tiotropium bromide,Burn injury
479,Trimeprazine,"Tuberculosis, Cutaneous"
480,lapatinib,Burn injury
481,Cyclacillin,Burn injury
482,tadalafil,Coronary Artery Bypass Surgery
483,Mepivacaine Hydrochloride,Coronary Artery Bypass Surgery
484,Thiethylperazine Malate,"Tuberculosis, Cutaneous"
485,Demeclocycline Hydrochloride,Oliguria
486,miltefosine,"Tuberculosis, Cutaneous"
487,Codeine Phosphate,Coronary Artery Bypass Surgery
488,Pentazocine Hydrochloride,Oliguria
489,bentoquatam,Coronary Artery Bypass Surgery
490,quetiapine,"Tuberculosis, Cutaneous"
491,Mirtazapine,"Tuberculosis, Cutaneous"
492,irbesartan,"Tuberculosis, Cutaneous"
493,Enoxacin,Burn injury
494,Cholestyramine Resin,Burn injury
495,citric acid monohydrate,Burn injury
496,gentian violet cation,Coronary Artery Bypass Surgery
497,colistimethate,Coronary Artery Bypass Surgery
498,Imipramine Hydrochloride,Oliguria
499,Methampicillin sodium,"Tuberculosis, Cutaneous"
500,Choline,"Tuberculosis, Cutaneous"
501,Procarbazine Hydrochloride,"Tuberculosis, Cutaneous"
502,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y,Coronary Artery Bypass Surgery
503,Trientine,Burn injury
504,Spearmint extract,Burn injury
505,HEMOPHILUS B POLYSACCHARIDE,"Tuberculosis, Cutaneous"
506,Ospemifene,Burn injury
507,"ALLERGENIC EXTRACT, PIGWEED, SPINY, POLLEN",Coronary Artery Bypass Surgery
508,ovine digoxin immune fab,Burn injury
509,elbasvir,Coronary Artery Bypass Surgery
510,Prochlorperazine mesylate,"Tuberculosis, Cutaneous"
511,Methyclothiazide,Burn injury
512,carvedilol phosphate,"Tuberculosis, Cutaneous"
513,"ALLERGENIC EXTRACT, FALSE RAGWEED POLLEN","Tuberculosis, Cutaneous"
514,medrysone,Oliguria
515,Imipramine Hydrochloride,"Tuberculosis, Cutaneous"
516,zinc chloride,Oliguria
517,Chorionic Gonadotropin,"Tuberculosis, Cutaneous"
518,Clobetasol Propionate,Burn injury
519,Charcoal,Oliguria
520,deflazacort,Coronary Artery Bypass Surgery
521,rocuronium bromide,"Tuberculosis, Cutaneous"
522,halazepam,Coronary Artery Bypass Surgery
523,Ipodate,Coronary Artery Bypass Surgery
524,lithium citrate,Burn injury
525,ferric ammonium citrate,Burn injury
526,pioglitazone,"Tuberculosis, Cutaneous"
527,asenapine maleate,Coronary Artery Bypass Surgery
528,Nitrofurantoin,Coronary Artery Bypass Surgery
529,Aspergillus terreus allergenic extract,Oliguria
530,dolutegravir,"Tuberculosis, Cutaneous"
531,Isoetharine,Coronary Artery Bypass Surgery
532,CALCIUM LEVULINATE,"Tuberculosis, Cutaneous"
533,Furosemide,Oliguria
534,Pseudoephedrine,Oliguria
535,METHAPYRILENE HYDROCHLORIDE,"Tuberculosis, Cutaneous"
536,sodium selenate,"Tuberculosis, Cutaneous"
537,metaproterenol,Burn injury
538,ZOFENOPRIL CALCIUM,"Tuberculosis, Cutaneous"
539,tizanidine hydrochloride,"Tuberculosis, Cutaneous"
540,Sulfadoxine,Oliguria
541,Primaquine,Coronary Artery Bypass Surgery
542,ziprasidone hydrochloride,"Tuberculosis, Cutaneous"
543,tramadol hydrochloride,"Tuberculosis, Cutaneous"
544,Chloroquine Sulfate,Oliguria
545,tiotropium,"Tuberculosis, Cutaneous"
546,cisatracurium besylate,Burn injury
547,Paromomycin,"Tuberculosis, Cutaneous"
548,Ciprofloxacin,Coronary Artery Bypass Surgery
549,cariprazine hydrochloride,Burn injury
550,Phenmetrazine,Burn injury
551,paclitaxel protein-bound,Oliguria
552,Methotrexate Sodium,Burn injury
553,moexipril,Burn injury
554,Oseltamivir,"Tuberculosis, Cutaneous"
555,edoxaban,Oliguria
556,influenza B virus B/Utah/9/2014 antigen,Hemophilia B
557,DIPHTHERIA TOXOID ADSORBED,Coronary Artery Bypass Surgery
558,Adenosine Phosphate Disodium,Burn injury
559,citric acid monohydrate,"Tuberculosis, Cutaneous"
560,Ganciclovir,Coronary Artery Bypass Surgery
561,glucosamine sulfate potassium chloride,Coronary Artery Bypass Surgery
562,ethanolamine,"Tuberculosis, Cutaneous"
563,Loratadine,Coronary Artery Bypass Surgery
564,ovine digoxin immune fab,Burn injury
565,ramelteon,Oliguria
566,darifenacin,Oliguria
567,Oxycodone Hydrochloride,Burn injury
568,Streptokinase,"Tuberculosis, Cutaneous"
569,clopidogrel,Coronary Artery Bypass Surgery
570,epinephryl borate,Oliguria
571,Sulbenicillin,Coronary Artery Bypass Surgery
572,Dichlorphenamide,Burn injury
573,"Alanine, DL-",Burn injury
574,fluvastatin,Burn injury
575,Trifluridine,"Tuberculosis, Cutaneous"
576,tiotropium bromide mono,Burn injury
577,ferumoxsil,Coronary Artery Bypass Surgery
578,Atracurium,Burn injury
579,nandrolone decanoate,Oliguria
580,CALCIUM DIHYDROGEN PHOSPHATE,"Tuberculosis, Cutaneous"
