,CUI1,CUI2
150,Leukemic Cell,Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1
151,Neoplastic Cell,Skin Metatypical Carcinoma
152,Neoplastic Cell,Benign Cerebellar Neoplasms
153,Adenocarcinoma Cell,Gastric Tubular Adenocarcinoma
154,"Tumor cells, malignant",Stage IIA1 Cervical Cancer AJCC v7
155,Neoplastic Myeloid Cell,Benzene-Related Acute Myeloid Leukemia
156,Neoplastic Hematopoietic and Lymphoid Cell,Infant Acute Lymphoblastic Leukemia with MLL Rearrangement
157,"Tumor cells, malignant",Infant Acute Lymphoblastic Leukemia with MLL Rearrangement
158,Cerebriform Lymphocyte,Mycosis fungoides stage III
159,Adenocarcinoma Cell,Major Salivary Gland Adenocarcinoma
160,"Tumor cells, malignant",Testicular Mixed Embryonal Carcinoma and Teratoma
161,Neoplastic Spindle-Shaped Fibroblast,Abdominal Inflammatory Myofibroblastic Tumor
162,Neoplastic Epithelial Cell,Multiple Endocrine Neoplasia Type 2a
163,Neoplastic Centroblast,Ann Arbor Stage II Grade 3 Contiguous Follicular Lymphoma
164,Neoplastic Fibroblast,fibrosarcoma of breast
165,Neoplastic Epithelial Cell,Papillary tumor of renal pelvis
166,Malignant Epithelial Cell,"Endometrial Endometrioid Adenocarcinoma, Variant with Squamous Differentiation"
167,Epithelioid Endothelial Cell,Breast Epithelioid Hemangioma
168,Malignant Epithelial Cell,verrucous carcinoma of esophagus
169,Neoplastic Cell,Retro-orbital neoplasm
170,Abnormal Lymphocyte cell,Adult T-cell lymphoma/leukemia stage IV
171,Neoplastic Cell,Cerebral Convexity Meningioma
172,"Tumor cells, malignant","Metastatic Ovarian Small Cell Carcinoma, Hypercalcemic Type"
173,"Tumor cells, malignant",Cerebellar Vermis Medulloblastoma
174,"Tumor cells, malignant",Malignant Frontal Sinus Neoplasm
175,Reed-Sternberg Cells,Grade 2 Nodular Sclerosis Classic Hodgkin Lymphoma
176,Neoplastic Cell,Malignant nipple neoplasm
177,Abnormal Lymphocyte cell,Childhood Anaplastic Large Cell Lymphoma
178,Neoplastic Glandular Cell,Invasive Ductal Breast Carcinoma
179,Neoplastic Cell,High Risk Esophageal Gastrointestinal Stromal Tumor
180,Neoplastic Cell,Astler-Coller B3 Colon Carcinoma
181,Melanoma Cell,Desmoplastic Neurotropic Melanoma
182,Neoplastic Cell,Low Grade Endometrioid Stromal Sarcoma of the Cervix
183,Cerebriform Lymphocyte,Stage IIIB Mycosis Fungoides and Sezary Syndrome AJCC v7
184,"Tumor cells, malignant",Uterine Corpus Low Grade Endometrial Stromal Sarcoma
185,Neoplastic B-Lymphocyte,"Diffuse Large B-Cell Lymphoma, Not Otherwise Specified by Gene Expression Profile"
186,Neoplastic Cell,Chronic Eosinophilic Leukemia with FIP1L1-PDGFRA
187,Neoplastic Epithelial Cell,Anal Canal Squamous Papilloma
188,Malignant Epithelial Cell,Gastric Mixed Adenocarcinoma
189,"Tumor cells, malignant",Extrahepatic Bile Duct Mucinous Cystic Neoplasm with an Associated Invasive Carcinoma
190,Atypical lymphoblast,Precursor T-lymphoblastic lymphoma/leukemia stage II
191,"Tumor cells, malignant","Ovarian Small Cell Carcinoma, Hypercalcemic Type"
192,Neoplastic Osteoblast,Childhood Parosteal Osteosarcoma
193,Melanoma Cell,Stage I Superficial Spreading Melanoma AJCC v7
194,Neoplastic Cell,Superficial basal cell carcinoma
195,"Tumor cells, malignant",Stage II Superficial Spreading Melanoma AJCC v6 and v7
196,Neoplastic Cell,Primary Peritoneal Low Grade Serous Adenocarcinoma
197,Neoplastic Epithelial Cell,Colon Carcinoma Metastatic in the Liver
198,Neoplastic Epithelial Cell,LH-Producing Gonadotroph Adenoma
199,Neoplastic Cell,Hereditary Malignant Neoplasm
200,Neoplastic Glandular Cell,Signet Ring Cell Intrahepatic Cholangiocarcinoma
201,Neoplastic Adenohypophysial Cell,TSH-Producing Pituitary Gland Carcinoma
202,Malignant Thyroid Gland Follicular Cell,"Follicular Variant Thyroid Gland Papillary Carcinoma, Infiltrative Subtype"
203,Malignant Squamous Cell,Oropharyngeal squamous cell carcinoma stage I
204,Malignant Rhabdomyoblast,Spindle cell rhabdomyosarcoma
205,Neoplastic Hematopoietic and Lymphoid Cell,Primary cutaneous lymphoma
206,Neoplastic Connective and Soft Tissue Cell,Low-grade fibromyxoid sarcoma
207,Neoplastic Connective and Soft Tissue Cell,Retroperitoneal Inflammatory Myofibroblastic Tumor
208,Neoplastic Connective and Soft Tissue Cell,Lipomatosis of Nerve
209,Neoplastic Connective and Soft Tissue Cell,Childhood Small Intestinal Leiomyosarcoma
210,Malignant Epithelial Cell,Adenocarcinoma with squamous metaplasia
211,Neoplastic Spindle-Shaped to Round Cell,Ossifying fibromyxoid tumor
212,Neoplastic Epithelial Cell,Stage IVB Hypopharyngeal Squamous Cell Carcinoma AJCC v7
213,Neoplastic Cell,Pilocytic Astrocytoma
214,Abnormal Lymphocyte cell,Adult Lymphoma
215,Neoplastic Cell,Ann Arbor Stage III Mature T- and NK-Cell Lymphoma
216,Neoplastic Cell,Macrotrabecular Hepatoblastoma
217,Neoplastic Epithelial Cell,Stage IB Lung Cancer AJCC v7
218,Neoplastic Lipocyte,Infiltrating angiolipoma
219,Neoplastic Cell,Recurrent Childhood Oligodendroglioma
220,Neoplastic Cell,Stage IIA Lung Cancer AJCC v7
221,Neoplastic Cell,Malignant neoplasm of acoustic nerve
222,Neoplastic Sertoli Cell,Ovarian Sertoli-Stromal Cell Tumor
223,Neoplastic Cell,Colorectal Hodgkin Lymphoma
224,Dysplastic Glandular Cell,Intrahepatic Bile Duct Biliary Intraepithelial Neoplasia
225,"Tumor cells, malignant",Grade 1 Invasive Breast Carcinoma
226,Neoplastic Fibroblast,Childhood Fibrosarcoma
227,Malignant Neuroectodermal Cell,"Recurrent Childhood Supratentorial Embryonal Tumor, Not Otherwise Specified"
228,Malignant Epithelial Cell,Stage 0 Rectal Cancer AJCC v6 and v7
229,Neoplastic Epithelial Cell,papillomatosis of extrahepatic bile duct
230,Neoplastic Cell,Lymphoepithelioma-Like Hepatocellular Carcinoma
231,Neoplastic Cell,Infection-Related Neoplasm
232,Neoplastic Cell,Prostate cancer stage D
233,Leukemic Lymphocyte,"Leukemia, Plasma Cell"
234,Neoplastic B-Lymphocyte,"Leukemia, Plasma Cell"
235,Neoplastic Cell,Vulvar Congenital Melanocytic Nevus
236,Neoplastic Epithelial Cell,Uterine Ligament Papillary Cystadenoma Associated with von Hippel-Lindau Disease
237,Neoplastic Epithelial Cell,Stage I Ovarian Cancer AJCC v6 and v7
238,Neoplastic Cell,Psammomatous Meningioma
239,Neoplastic Neuroendocrine Cell,Extrahepatic Bile Duct Neuroendocrine Tumor
240,Keratinizing Malignant Squamous Cell,Stage IVB Nasopharyngeal Keratinizing Squamous Cell Carcinoma AJCC v7
241,Neoplastic Glandular Cell,"Pancreatic Intraductal Papillary Mucinous Neoplasm, Oncocytic-Type"
242,Neoplastic Cell,Cervical Adenocarcinoma In Situ
243,Neoplastic Epithelial Cell,Stage III Esophageal Cancer
244,Neoplastic Epithelial Cell,Stage 0is Urethral Cancer AJCC v7
245,Neoplastic Cell,Stage 0is Urethral Cancer AJCC v7
246,Neoplastic Endocrine Cell,Stage I Adrenal Cortex Carcinoma AJCC v7
247,Neoplastic Neuroendocrine Cell,"Carcinoma, Small Cell"
248,Malignant Squamous Cell,Adenosquamous cell lung cancer stage II
249,"Tumor cells, malignant",Stage IIA Esophageal Squamous Cell Carcinoma AJCC v7
250,Neoplastic Cell,Endobronchial Hamartoma
251,Malignant Squamous Cell,"Squamous cell carcinoma, microinvasive"
252,Neoplastic Lymphocyte,B lymphoblastic leukemia lymphoma with t(9;22)(q34;q11.2); BCR-ABL1
253,Malignant Squamous Cell,Squamous cell carcinoma with horn formation
254,Neoplastic Cell,Cardiac Fibrosarcoma
255,Abnormal Lymphocyte cell,Stage III Indolent Adult Non-Hodgkin Lymphoma
256,Neoplastic Perineurial-Like Cell,neurofibroma of esophagus
257,Neoplastic Cell,Pancreatic Delta Cell Neoplasm
258,Neoplastic Hematopoietic and Lymphoid Cell,"Acute Myeloid Leukemia, M1"
259,Neoplastic Neuroepithelial Cell and Neoplastic Perineural Cell,Classical Glioblastoma
260,Neoplastic Lymphocyte,Smoldering Adult T-Cell Leukemia/Lymphoma
261,Neoplastic Connective and Soft Tissue Cell,Desmoplastic fibroma
262,Classical Reed-Sternberg Cell,Hodgkin's disease lymphocyte depletion type refractory
263,Neoplastic Epithelial Cell,Gastric Enterochromaffin Cell Serotonin-Producing Neuroendocrine Tumor
264,Malignant Small Germ Cell,Testicular Spermatocytic Seminoma with Sarcoma
265,Neoplastic Muscle Cell,Leiomyosarcoma recurrent
266,"Tumor cells, malignant",Acute Myeloid Leukemia with Gene Mutations
267,Neoplastic Cell,Marginal zone lymphoma recurrent
268,"Tumor cells, malignant",Childhood Testicular Mixed Germ Cell Tumor
269,Neoplastic Epithelial Cell,adenosquamous carcinoma of breast
270,Neoplastic Neuroendocrine Cell,Appendix L-Cell Glucagon-Like Peptide-Producing Neuroendocrine Tumor
271,Malignant Endocrine Cell,Malignant Paraganglionic Neoplasm
272,Neoplastic Cell,Benign Intraocular Medulloepithelioma
273,Neoplastic B-Lymphocyte,Lymphoplasmacytoid lymphoma/immunocytoma stage I
274,Neoplastic Germ Cell,Vaginal Yolk Sac Tumor
275,Adenocarcinoma Cell,Stage IA Lung Adenocarcinoma AJCC v7
276,Malignant Intermediate Type Trophoblastic Cell,Childhood Testicular Choriocarcinoma
277,Neoplastic Neuroepithelial Cell and Neoplastic Perineural Cell,Anaplastic astrocytoma
278,Neoplastic Cell,Small intestine carcinoma stage II
279,Neoplastic Germ Cell,Childhood Testicular Embryonal Carcinoma
280,Neoplastic Endocrine Cell,Recurrent Adrenal Gland Pheochromocytoma
281,Neoplastic Cell,Stage III Carcinoma of Penis
282,Neoplastic Large B-Lymphocyte,Primary mediastinal large B-cell lymphoma stage I
283,"Tumor cells, malignant",Stage I Oropharyngeal Carcinoma
284,Neoplastic Cell,Primary mediastinal large B-cell lymphoma stage II
285,Malignant Squamous Cell,Nasopharyngeal squamous cell carcinoma stage III
286,Leukemic Lymphocyte,T-Cell Prolymphocytic Leukemia
287,Neoplastic Cell,Childhood Acute Monocytic Leukemia
288,"Tumor cells, malignant",Squamous cell carcinoma of the hypopharynx recurrent
289,Neoplastic Myeloid Cell,Acute monoblastic leukemia
290,"Tumor cells, malignant",Stage II Kidney Wilms Tumor
291,Neoplastic Large B-Lymphocyte with Pale Cytoplasm,Primary mediastinal large B-cell lymphoma stage IV
292,Neoplastic Glial Cell,Brain Oligodendroglioma
293,Neoplastic Neuroepithelial Cell,Childhood Cerebral Diffuse Astrocytoma
294,Neoplastic Epithelial Cell,Pilomatrix carcinoma of skin
295,Neoplastic Cell,Gastric Intestinal-Type Adenocarcinoma
296,Malignant Neuroendocrine Small Round Cell,Vulvar Merkel Cell Carcinoma
297,Neoplastic Keratinocyte,inverted follicular keratosis
298,"Tumor cells, malignant","Squamous Cell Breast Carcinoma, Acantholytic Variant"
299,Neoplastic Hematopoietic and Lymphoid Cell,"Lymphoma, T-Cell, Cutaneous"
300,"Tumor cells, malignant",Malignant neoplasm of postcricoid region
301,Neoplastic Epithelial Cell,Stage IA Lung Non-Small Cell Carcinoma AJCC v7
302,Neoplastic Epithelial Cell,Stage II Anal Canal Cancer AJCC v6 and v7
303,Neoplastic Cell,Malignant neoplasm of large intestine
304,Poorly Differentiated Neoplastic Astrocyte,Brain Glioblastoma
305,"Tumor cells, malignant",Stage IB Non-Small Cell Lung Carcinoma AJCC v7
306,Neoplastic Cell,Childhood Malignant Ovarian Germ Cell Tumor
307,Malignant Epithelial Cell,Primary Carcinoma
308,Neoplastic Cell,Histiocytic sarcoma
309,"Tumor cells, malignant",Stage III Hypopharyngeal Carcinoma AJCC v6
310,Neoplastic Epithelial Cell,Stage IIB Non-Small Cell Lung Carcinoma AJCC v7
311,Neoplastic Epithelial Cell,Malignant neoplasm of stomach stage III
312,Neoplastic Connective and Soft Tissue Cell,Osteoblastic Osteosarcoma
313,Neoplastic Sex Cord-Stromal Cell,Ovarian gonadoblastoma
314,Neoplastic Cell,Precursor B-lymphoblastic lymphoma refractory
315,Neoplastic Epithelial Cell,External Ear Basal Cell Carcinoma
316,Neoplastic Sex Cord-Stromal Cell,Hilus cell tumor of ovary
317,Neoplastic Neuroendocrine Cell,Colon Small Cell Neuroendocrine Carcinoma
318,"Tumor cells, malignant",Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7
319,"Tumor cells, malignant",Superior Sulcus Lung Carcinoma
320,Neoplastic Neuroendocrine Cell,Small cell carcinoma of esophagus
321,Malignant Neuroendocrine Small Cell,Small cell carcinoma of esophagus
322,Neoplastic Cell,Stage IVA Colorectal Cancer AJCC v7
323,Neoplastic Cell,Microcystic/Reticular Schwannoma
324,Neoplastic Germ Cell,Mediastinal seminoma
325,Malignant Squamous Cell,Oropharyngeal squamous cell carcinoma recurrent
326,"Tumor cells, malignant",Recurrent Carcinoma of Unknown Primary
327,Neoplastic Cell,Benign Reproductive System Neoplasm
328,Neoplastic Neuroepithelial Cell and Neoplastic Perineural Cell,Differentiating Neuroblastoma
329,Neoplastic Cell,Stage IVA Thyroid Gland Medullary Carcinoma AJCC v7
330,Neoplastic Epithelial Cell,Serous cystadenocarcinoma ovary
331,Neoplastic Cell,Grade 3b Malignant Neoplasm
332,Neoplastic Epithelial Cell,Epiglottic carcinoma
333,Malignant Squamous Cell,Squamous cell carcinoma of the hypopharynx stage I
334,Neoplastic Cell,Childhood Yolk Sac Tumor
335,Neoplastic Epithelial Cell,Adenoid cystic carcinoma of lacrimal gland
336,Neoplastic Cell,Stage I Ampulla of Vater Cancer AJCC v7
337,Neoplastic Cell,Renal Adenoma
338,"Tumor cells, malignant",Adult Primary Cutaneous Anaplastic Large Cell Lymphoma
339,Neoplastic Neuroendocrine Cell,Breast Neuroendocrine Neoplasm
340,Neoplastic Neuroendocrine Cell,Combined Lung Carcinoma
341,Neoplastic Lymphocyte,Burkitt Lymphoma
342,Neoplastic Lymphocyte,Stage III Childhood Hodgkin Lymphoma
343,Osteoclast-Like Giant Cell,Malignant tenosynovial giant cell tumor
344,Neoplastic Germ Cell,Gastric Choriocarcinoma
345,Neoplastic Lipocyte,Pleomorphic Lipoma
346,Neoplastic Cell,Warthin-Like Variant Thyroid Gland Papillary Carcinoma
347,Neoplastic Epithelial Cell,Carcinoid Tumor
348,Neoplastic Cell,Benign Pilar-Associated Mesenchyme Neoplasm
349,Neoplastic Cell,Adult Brain Oligodendroglioma
350,Neoplastic Epithelial Cell,Vulvar Large Cell Neuroendocrine Carcinoma
351,Neoplastic Endothelial Cell,Cavernous hemangioma of retina
352,Neoplastic Hematopoietic and Lymphoid Cell,Favorable Non-Hodgkin Lymphoma
353,Neoplastic Connective and Soft Tissue Cell,Giant Cell Fibroblastoma
354,"Tumor cells, malignant",Salivary Gland Low Grade Cribriform Cystadenocarcinoma
355,Malignant Squamous Cell,Stage III Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma AJCC v6 and v7
356,Neoplastic Hematopoietic and Lymphoid Cell,Secondary Cerebral Hodgkin Lymphoma
357,Neoplastic Cell,Adult Burkitt Lymphoma
358,"Tumor cells, malignant",Stage I Soft Tissue Sarcoma AJCC v7
359,Neoplastic Epithelial Cell,Parathyroid transitional clear cell adenoma
360,Malignant Epithelial Cell,mucinous adenocarcinoma of salivary gland
361,Neoplastic Cell,Sebaceous Gland Neoplasms
362,Neoplastic Small Lymphocyte with Clumped Chromatin,Chronic Lymphocytic Leukemia with Unmutated Immunoglobulin Heavy Chain Variable-Region Gene
363,Neoplastic Cell,Cellular Blue Nevus
364,Neoplastic Leydig Cell,"Moderately Differentiated Ovarian Sertoli-Leydig Cell Tumor, Variant with Heterologous Elements"
365,Neoplastic Medium-Sized T-Lymphocyte,Hepatosplenic T-cell lymphoma
366,Neoplastic Hematopoietic and Lymphoid Cell,Anaplastic large B-cell lymphoma
367,Malignant Epithelial Cell,Stage I Nasopharyngeal Carcinoma AJCC v7
368,Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell,Subcutaneous panniculitis-like T-cell lymphoma
369,Neoplastic B-Lymphocyte,B-cell small lymphocytic lymphoma stage I
