,CUI1,CUI2
46,mammogram mass #2 of inferior medial quadrant of left breast with spicules,mammogram mass #2 of inferior lateral quadrant of left breast with spicules
47,continuous interscapular murmur heard best with patient sitting up leaning forward in full expiration,murmur left lower sternal border continuous heard clearest with patient sitting and leaning forward at end expiration
48,pT1b2 (IB2): Clinically visible lesion more than 4.0 cm in greatest dimension (TNM category and FIGO stage) (uterine cervix),pT1a2 (IA2): Measured stromal invasion more than 3.0 mm and not more than 5.0 mm in depth and 7.0 mm or less horizontal spread (TNM category and FIGO stage) (uterine cervix)
49,reported bruising of hip by steering wheel,reported bruising of arm by steering wheel
50,Encounter due to appendico-vesicostomy status,Encounter due to liver transplant status
51,acute hemorrhagic glomerulonephritis,postimmunization acute necrotizing hemorrhagic encephalopathy
52,left little finger soft tissue swelling with discoloration,soft tissue swelling of left little finger with bluish discoloration
53,reported throat tissue cut(s) by sharp-edged object,reported cut of toe by sharp-edged object
54,currently wearing hard contact lenses,currently wearing soft extended-wear contact lenses
55,Lymphoproliferative Disorders,Nutrition Disorders
56,localized joint pain getting worse,localized joint pain moves from joint to joint
57,Claude's syndrome due to right-sided lesion,Nephrotic syndrome due to type 2 diabetes mellitus
58,Symptoms of stress,acute reaction to stress with disturbance of consciousness
59,Other patient identifier,Other patient name
60,psychoactive substance dependence with intoxication - uncomplicated,psychoactive substance dependence with withdrawal - uncomplicated
61,Drug-induced interstitial lung disorder,Drug-induced sleep disorder
62,amputation stump complication of upper extremity,amputation stump complication of right upper extremity
63,malignant neoplasm of testis stage IIb,malignant neoplasm of large intestine stage IIb
64,tenacious gray exudate of retromolar trigone,yellow exudate of retromolar trigone
65,disorientation only at night,tactile hyperesthesia sensory level at hands (C7) on left side only
66,unspecified psychoactive substance abuse with intoxication delirium,unspecified psychoactive substance abuse with intoxication
67,ulcer of dorsum of foot with atrophic unbroken skin,ulcer of right cheek with atrophic unbroken skin
68,self-inflicted overdose of calcium-channel blockers,self-inflicted overdose of nystatin
69,local anesthetic poisoning with undetermined intent,local antifungals poisoning with undetermined intent
70,open wound of right lower leg with protruding bone,open wound of left lower leg with protruding bone
71,soft tissue swelling of right ring finger with discoloration,soft tissue swelling of right index finger with discoloration
72,Billroth II Procedure,Billroth I Procedure
73,Disorder due to insertion of glaucoma drainage device,Complication due to imaging of patient with implanted medical device
74,manic episode in partial remission,"fetal complication of in utero procedure as postpartum condition, delivered during previous episode"
75,"Deprecated Medical social services treatment plan, Past medical history and Level of function (narrative)","Deprecated Speech therapy treatment plan, Past medical history and Level of function (narrative)"
76,tender tissue surrounding incision of right upper paraspinal region,swollen tissue surrounding incision of right upper paraspinal region
77,Complication of observation procedure,Complication of administrative procedure
78,Abuse by relative of victim,poisoning by mixtures of fertilizers with herbicides with undetermined intent
79,"obesity surgery complication pregnancy, birth, or puerperium as postpartum condition, delivered during current episode","cardiac arrest as complication of obstetrical surgery as postpartum condition, delivered during current episode"
80,mucous discharge from left eye,serous drainage from laceration of left knee
81,puncture of right breast consistent with bullet entry wound with gunpowder residue,puncture of right upper back consistent with bullet entry wound with gunpowder residue
82,ulcer of right auricle with subcutaneous necrosis,ulcer of right side of nose and mouth with subcutaneous necrosis
83,varicose veins of bilateral legs with pain,occlusion and stenosis of multiple and bilateral precerebral arteries with cerebral infarction
84,puncture of right knee consistent with bullet entry wound,puncture of right knee consistent with entry wound of multiple shrapnel fragments
85,"Late effect of injury to vessel of thorax, abdomen and pelvis",Late effect of injury
86,tender tissue surrounding wound of left side of neck,warm tissue surrounding incision of left side of neck
87,neck pain increased by head movement bending to right,neck pain increased by head movement bending to left
88,parental concerns: child spits up a lot,parental concerns: child stutters
89,Report.total:Find:Pt:Heart:Nar:EKG,x-ray of forearm: sclerotic lesion with soft tissue mass of inferior aspect
90,tetanic contractions with baby delivered,cardiac arrest as complication of obstetrical surgery with baby delivered
91,magnetic resonance imaging of thoracic spine: caudal mass of T11 vertebra associated with anemia,magnetic resonance imaging of thoracic spine: cephalad mass of T11 vertebra associated with anemia
92,Abuse of nonpsychotropic analgesic drugs,self-inflicted overdose of antivaricose drugs
93,reported bruising of leg by fall,reported bruising of wrist by fall
94,Pericarditis secondary to collagen vascular disease,Necrotizing vasculitis secondary to connective tissue disease
95,Polyarthropathy associated with another disorder,Arthropathy associated with another disorder
96,Pain radiating to right leg,Pain radiating to left leg
97,Vitreous hemorrhage due to type 2 diabetes mellitus,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus
98,cerebellar hemorrhage with loss of consciousness for 31-59 minutes,cerebellar hemorrhage with loss of consciousness for 30 minutes or less
99,weeping laceration of right lower leg,foul-smelling weeping wound of right lower leg
100,using toilet with hand bar can be done without assistance,chronic non-pressure ulcer of right heel and midfoot with muscle involvement without evidence of necrosis
101,traumatic diffuse brain injury without open intracranial wound,Subarachnoid hemorrhage following injury with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level
102,"Deprecated Pulmonary therapy treatment plan, Medication name + identifier Identifier","Deprecated Respiratory therapy treatment plan, Medication name + identifier Identifier"
103,intraoperative hemorrhage of eye and adnexa complicating an ophthalmological procedure,intraoperative hemorrhage of spleen complicating a procedure on the spleen
104,Exophthalmic ophthalmoplegia,internuclear ophthalmoplegia as caloric response
105,Infective arthritis associated with AIDS,Presenile dementia associated with AIDS
106,sedative/hypnotic/anxiolytic dependence with intoxication delirium,Inhalant dependence with intoxication delirium
107,malignant melanoma of skin TNM staging primary tumor (T) T4,malignant melanoma of skin TNM staging primary tumor (T) T2
108,mallet finger of middle finger of left hand due to extensor rupture with dislocation,mallet finger of little finger of left hand due to extensor rupture with dislocation
109,uric acid crystals in urine by computer assisted method,triple phosphate crystals in urine by computer assisted method
110,x-ray of cervical spine: mixed lytic and sclerotic lesion with soft tissue mass suspected inferiorly,x-ray of cervical spine: mixed lytic and sclerotic lesion with soft tissue mass suspected anteriorly
111,malignant neoplasm of gallbladder TNM staging regional lymph nodes (N) N2,malignant neoplasm of gingiva TNM staging regional lymph nodes (N) N2
112,laceration of left mid back with adequately approximated postsuture edges,incision of left mid back with adequately approximated postsuture edges
113,Mechanical complication due to coronary bypass graft,Mechanical complication due to cardiac pacemaker electrode
114,malignant neoplasm of hard palate TNM staging primary tumor (T) T4a,malignant neoplasm of hard palate TNM staging primary tumor (T) T4
115,mid vision Jaeger (at 26in) right eye w/ current Rx pinhole: minus ___,mid vision Jaeger (at 26in) right eye w/ current Rx pinhole: no improvement
116,bronchoscopy white secretions of left lateral basal segmental bronchus,bronchoscopy green secretions of left lateral basal segmental bronchus
117,cardiac catheterization: left collateral mean diastolic pressure,cardiac catheterization: left collateral end diastolic pressure
118,Crack Cocaine,Cocaine withdrawal
119,malignant neoplasm of retromolar area TNM staging primary tumor (T) T0,malignant neoplasm of retromolar area TNM staging primary tumor (T) T1
120,x-ray of skull: sclerotic lesion with sequestrum,x-ray of skull: sclerotic lesion with soft tissue mass seen
121,deformity of both reconstructed breasts,pain of both ankles elicited by active plantar flexion and inversion
122,blowing continuous interscapular murmur,continuous interscapular murmur heard best with patient sitting up leaning forward in full expiration
123,mechanical complication of implanted electronic stimulator of brain,mechanical complication of implanted electronic stimulator of peripheral nerve
124,iv catheter site moist,iv catheter site discharge
125,Disorder due to and following burn,Disorder of connective tissue co-occurrent and due to systemic disease
126,poisoning dichloromethane intentional,intentional poisoning by parasympatholytics
127,indocyanine green videoangiography: hypofluorescent defined areas of superior nasal aspect of macular region,indocyanine green videoangiography: hypofluorescent defined areas of superior aspect of macular region
128,puncture of left lateral chest consistent with shrapnel entry wound,puncture of left lateral chest consistent with shrapnel exit wound
129,macerated wound of right mid back,wound of right mid back with venous bleeding
130,infection resistant to antimycobacterial agents,Erythema multiforme due to mycoplasma infection
131,allergy testing Chinese elm erythema,allergy testing dog epithelia erythema
132,ED referring practitioner,ED referring practitioner ID
133,chronic non-pressure ulcer of heel and midfoot with muscle involvement without evidence of necrosis,chronic non-pressure ulcer of left heel and midfoot with muscle involvement without evidence of necrosis
134,milestone: helps with simple tasks,milestone: dresses with supervision
135,malignant neoplasm of salivary gland TNM staging primary tumor (T) Tis,malignant neoplasm of salivary gland TNM staging primary tumor (T) T4
136,Bottle feeding,Gunpowder
137,poisoning tobacco cigarettes intentional,intentional poisoning by kerosene
138,vagino-perineal fistula surrounding tissue warm,vagino-perineal fistula surrounding tissue indurated
139,ulcer of right forearm with skin loss,ulcer around right side of mouth with full thickness skin loss
140,Antitubercular Agents,Antihypertensive Agents
141,white and gray appearance of wound bed of left lower leg,white and gray appearance of wound bed of left elbow
142,Musculoskeletal Diseases,Bone Marrow Diseases
143,Exposure to sudden change in air pressure in aircraft during ascent,Exposure to high and low air pressure and changes in air pressure as an external cause of morbidity and mortality
144,acute respiratory failure post traumatic,Acute and chronic respiratory failure with hypercapnia
145,circular crust at site of tick bite as surrounding red ring,macule circular at site of tick bite with surrounding red ring
146,HIV disease resulting in lymphoid interstitial pneumonitis,Pseudolymphoma of lung in Sjögren's disease
147,Contact with sea lion,Contact with crocodile or alligator
148,ulcer of right shin surrounded by callus,ulcer of right arm surrounded by callus
149,wound of scalp with venous bleeding,wound of genitalia with venous bleeding
150,Kidney Diseases,Dental Diseases
151,malignant neoplasm of pharynx TNM staging distant metastasis (M) MX,malignant neoplasm of pharynx TNM staging distant metastasis (M) M0
152,"thoracic aortic aneurysm, familial - AAT7","thoracic aortic aneurysm, familial - AAT8"
153,Pickled herring,Gunpowder
154,magnetic resonance imaging of thoracic spine: caudal mass of T4 vertebra associated with anemia,magnetic resonance imaging of thoracic spine: mass of left side of T4 vertebra associated with anemia
155,Listeria miscarriage,Incomplete inevitable miscarriage complicated by genital tract and pelvic infection
156,poisoning paints and dyes accidental,poisoning paints and dyes self-inflicted overdose
157,Local orbit deformity associated with bone disorder,magnetic resonance imaging of thoracic spine: perineural mass of T10 vertebra associated with bone destruction
158,wound of right lateral chest with well-opposed edges,wound of right lateral chest with well approximated postsuture edges
159,purulent incision of right pelvic region,weeping incision of right pelvic region
160,magnetic resonance imaging of thoracic spine: caudal mass of T1 vertebra associated with anemia,magnetic resonance imaging of thoracic spine: caudal mass of T9 vertebra associated with anemia
161,circular rash at site of tick bite,skin patch circular at site of tick bite surrounding red ring
162,follicular thyroid carcinoma metastatic to lung,thyroid biopsy follicular carcinoma metastatic to lung
163,puncture wound of trachea with foreign body,puncture wound of abdominal wall with foreign body without penetration into peritoneal cavity
164,indurated tissue surrounding wound of anterior neck,indurated tissue surrounding wound of right side of neck
165,malignant neoplasm of retromolar area TNM staging primary tumor (T) T2a,malignant neoplasm of retromolar area TNM staging primary tumor (T) TX
166,Arcade abnormality of left atrioventricular valve chordae,Arcade abnormality of common atrioventricular valve chordae
167,traveled to or resided in Toronto,traveled to or resided in Puerto Rico
168,taking medication for depression,taking medication for heart problem
169,Aspiration of clear amniotic fluid without respiratory symptoms,aspiration of clear amniotic fluid with pneumonia
170,ulcer of left heel with bone necrosis,chronic non-pressure ulcer of left heel and midfoot with bone involvement without evidence of necrosis
171,incision of anterior neck with adequately approximated postsuture edges,incision of left anterior chest with adequately approximated postsuture edges
172,bottle-fed with whole cow's milk,x-ray of forearm: sclerotic lesion with soft tissue mass of inferior aspect
173,bleeding laceration of face,bleeding laceration of left lower leg
174,purulent incision of sternum,erythematous incision of sternum
175,nasal fiberoptic examination nasal cavity packed with sponge packing,laceration of spleen and capsular tear with open wound into abdominal cavity
176,"Arthropathy associated with other bacterial diseases, upper arm","Arthropathy associated with other bacterial diseases, forearm"
177,closed fracture of skull vault with moderate (1-24 hrs) loss of consciousness,closed fracture of skull vault with intracranial hemorrhage with moderate loss of consciousness
178,self-inflicted overdose of prostaglandins,self-inflicted overdose of acetazolamide
179,other ulcerative colitis with fistula,other ulcerative colitis with intestinal obstruction
180,secondary diabetes mellitus with insulin coma,secondary diabetes mellitus with ketoacidosis with coma
181,respiratory distress syndrome of newborn with cardiac component,cardiac arrest as complication of obstetrical surgery with baby delivered
182,ED referring practitioner ID:ID:Pt:Provider:Nom,ED referring practitioner name
183,"Senile osteomalacia, pelvic region and thigh","Arthropathy associated with other bacterial diseases, pelvic region and thigh"
184,Parotid tumour malignant stage IV,malignant neoplasm of liver stage IV
185,Infection of central venous catheter,Infection of tunnel site of tunneled central venous catheter
186,Other screen assessment:Cmplx:Pt:^Patient:Set:CPHS,Other screen finding recency
187,ulcer of left wrist with bone necrosis,ulcer of anterior surface of left shoulder with bone necrosis
188,tactile hyperesthesia of both sides of face,tactile hyperesthesia of both sides of neck
189,puncture of anterior neck consistent with entry wound of multiple bullets,puncture of posterior neck consistent with entry wound of multiple bullets
190,ENT surgical result speech improved,ENT surgical result ear vertigo improved
191,postprocedural vascular complications,postprocedural complications of vein
192,clean incision of forehead,clean incision of anterior neck
193,mammogram increased size of mass #1 of inferior medial quadrant of right breast,mammogram increased size of mass #2 of inferior medial quadrant of right breast
194,self-inflicted overdose of local antifungals,self-inflicted overdose of local anti-infectives
195,allergic urticaria due to foreign body,adhesions due to foreign body left accidentally following injection
196,Operation on gravid uterus,Operation on respiratory tract
197,incision of right knee with arterial bleeding,incision of right leg with arterial bleeding
198,Home oxygen therapy,"Deprecated Speech therapy treatment plan, Primary diagnosis (narrative)"
199,malignant neoplasm of floor of mouth staging,malignant neoplasm of floor of mouth TNM staging regional lymph nodes (N) N1
200,Peripheral Nervous System Diseases,Endocrine System Diseases
201,recent contact with birds,recent contact with sheep (history)
202,atherosclerosis of nonautologous bypass graft of right leg with ulceration of calf,atherosclerosis of other type of bypass graft of right leg with ulceration of calf
203,incision of right elbow with staples in place,incision of right elbow with sterile strips in place
204,soft tissue swelling of left lower leg with bluish discoloration,soft tissue swelling of left lower leg with red discoloration
205,Malignant neoplasm of stomach stage IV,Malignant neoplasm of retromolar area stage IV
206,ulcer of right posterior neck tissue base granulation,ulcer of right posterior neck tissue base gangrene
207,internuclear ophthalmoplegia as caloric response,cardiac arrest as complication of obstetrical surgery with baby delivered
208,intentional poisoning by trimethadione,intentional poisoning by antidepressants
209,malignant neoplasm of stomach TNM staging primary tumor (T) T2b,malignant neoplasm of gingiva TNM staging primary tumor (T) T2b
210,T3b: Bladder tumor invades perivesical tissue macroscopically (extravesicular mass),T4a: Bladder tumor invades prostate or uterus or vagina
211,choledocholithiasis with acute cholangitis without obstruction,choledocholithiasis with cholangitis without obstruction
212,right traumatic cerebral hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes,left traumatic cerebral hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes
213,Acute GVH disease,Lordosis in hip disease
214,choroidal mass of left eye with subretinal fluid,exudative macular degeneration of left eye with active choroidal neovascularization
215,ulcer of right wrist with nonblanching erythema,ulcer of anterior surface of right shoulder with nonblanching erythema
216,"Deprecated Psychiatric rehabilitation treatment plan, Plan of treatment (narrative)","Deprecated Psychiatric rehabilitation treatment plan, Next plan of treatment (narrative) Text"
217,incision of left ankle with sutures in place,incision of left anterior chest with sutures in place
218,incision of right breast with arterial bleeding,incision of right mid paraspinal region with arterial bleeding
219,ulcer along jaw line tissue base fibrosis,ulcer along right side of nose and mouth tissue base fibrosis
220,upper limb tension test of right ulnar nerve,upper limb tension test of ulnar nerve
221,Febrile granulocytopenia,Febrile transfusion reaction
222,late complication from duodenostomy,late complication from pacing electrodes implantation
223,Study.total:Finding:Point in time:Abdomen:Document:Computerized Tomography,Study.total:Finding:Point in time:To be specified in another part of the message:Document:Radiology.XXX
224,involuntary movements during sleep,opioid-induced sleep disorder during withdrawal
225,Limb Prosthesis,Penile Prosthesis
226,erythematous tissue surrounding wound of left foot,erythematous tissue surrounding wound of left mid back
227,artificial skin on lateral aspect of right side of neck,artificial skin on lateral aspect of left side of neck
228,cyclothymic disorder with anxious distress,"persistent depressive disorder (dysthymia) with anxious distress, moderate"
229,underdosing of antiparkinsonism drugs and other central muscle-tone depressants,self-inflicted overdose of central nervous system muscle-tone depressants
230,"Deprecated Skilled nursing treatment plan, Prior level of function (narrative)","Deprecated Alcohol-substance abuse rehabilitation treatment plan, Prior level of function (narrative)"
231,Visual acuity study,Right eye visual acuity finding
232,ulcer of dorsum of nose with nonblanching erythema,ulcer of left side of nose with nonblanching erythema
233,chest surgical / traumatic scar well-healed,chest surgical / traumatic scar fluctuant
234,incision of scalp with venous bleeding,incision of left upper back with venous bleeding
235,x-ray of foot: mixed lytic and sclerotic lesion with soft tissue mass medially,x-ray of foot: mixed lytic and sclerotic lesion with soft tissue mass anteriorly
236,puncture of left temporomandibular joint consistent with exit wound of specified shrapnel fragment (#___),puncture of left upper back consistent with exit wound of specified shrapnel fragment (#___)
237,open fracture of skull with unconsciousness of unspecified duration,fracture of skull with unconsciousness of unspecified duration
238,institutional special needs plan,"Deprecated Skilled nursing treatment plan, Diagnosis addressed by plan Identifier"
239,bronchoscopy grey secretions of left inferior lingular bronchus,bronchoscopy yellow secretions of left inferior lingular bronchus
240,carotid artery thrombosis with cerebral infarction,posterior cerebral artery thrombosis with cerebral infarction
241,Cochlear Implants,magnetic resonance imaging of thoracic spine: peritendinous mass of T8 vertebra associated with bone destruction
242,Vascular graft aneurysm,aneurysm of hemodialysis access graft of right arm
243,size of laceration on posterior vaginal wall with purulent discharge,size of laceration on anterior vaginal wall with purulent discharge
244,tactile hyperesthesia of knee and medial leg (L4 distribution),tactile hyperesthesia of lateral leg and dorsum of foot (L5 distribution) on left side only
245,Bacterial infection associated with peritoneal dialysis catheter,Encapsulating peritoneal sclerosis associated with peritoneal dialysis
246,"Arthropathy associated with other bacterial diseases, site unspecified","Arthropathy associated with other bacterial diseases, forearm"
247,Crohn's disease of small intestine with rectal bleeding,Crohn's disease of large intestine with rectal bleeding
248,incision of left knee with aligned margins,incision of left mid paraspinal region with aligned margins
249,Right sided cerebral infarction,Left sided cerebral infarction
250,Injection site fibrosis,Injection site atrophy
251,Discharge from anus,Bleeding from anus
252,multiple open skull fractures with brief (under 1 hr) unconsciousness,multiple open fractures of skull with intracranial injury with brief (< 1 hr) loss of consciousness
253,incision of left foot with specified hourly tube drainage,incision of left elbow with specified hourly tube drainage
254,psychoactive substance use,psychoactive substance use with withdrawal with perceptual disturbance
255,laceration of perineum with sutures in place,laceration of left thigh with sutures in place
256,warm tissue surrounding wound of left temporomandibular joint,warm tissue surrounding incision of left temporomandibular joint
257,Chemotherapy records:Finding:-:^Patient:Document,Chemotherapy induced neutropenia
258,late effects of nontraumatic intracerebral hemorrhage: paralysis affecting right dominant side,late effects of nontraumatic intracerebral hemorrhage: monoplegia of upper limb affecting right dominant side
259,closed fracture of right medial tibial plateau with peroneal nerve injury (Schatzker 4),open fracture of left medial tibial plateau with peroneal nerve injury (Schatzker 4)
260,tenderness of anterior tibial muscle compartment on ambulation,tenderness of both posterior tibial muscle compartments on ambulation
261,puncture of right lower paraspinal region consistent with entry wound of multiple bullets,puncture of left lower paraspinal region consistent with entry wound of multiple bullets
262,"Deprecated Psychiatric rehabilitation treatment plan, Medication rate Flow","Deprecated Cardiac rehabilitation treatment plan, Medication rate Flow"
263,generalized skin nodules including interior of mouth,generalized skin rash including interior of mouth
264,Finding related to ability to interact with others,Finding related to ability to perform hand functions
265,Louse-borne infectious disease,Flea-borne infectious disease
266,poisoning by soap products with undetermined intent,poisoning by insecticides with undetermined intent
267,Migraine-triggered seizure,"childhood absence seizure with intractable seizure, with status epilepticus"
268,puncture of left lateral chest with swelling,puncture of left anterior chest with swelling
269,capillary refill test of third toe of left foot,capillary refill test of fourth toe of left foot
270,Surgical drains,Surgical Wound Dehiscence
271,mammogram mass #3 of inferior lateral quadrant of left breast compared with previous mass,mammogram mass #2 of inferior lateral quadrant of left breast compared with previous mass
272,foul-smelling tissue surrounding wound of left ear,foul-smelling tissue surrounding wound of left knee
273,cardiac catheterization hemodynamics assessment,cardiac catheterization hemodynamics assessment systemic hypertension
274,abdomen ostomy leakage texture oily,abdomen ostomy leakage texture solid
275,reported trauma to ankle with retained foreign body,reported trauma to back with retained foreign body
276,chronic postrheumatic arthropathy multiple sites,arthropathy of multiple sites associated with ulcerative colitis
277,puncture of right anterior chest with swelling,puncture of right anterior chest with tenderness
278,Septic shock co-occurrent with acute organ dysfunction due to anaerobic bacteria,Septic shock co-occurrent with acute organ dysfunction due to Gram-positive coccus
279,self-inflicted overdose of hyoscine,self-inflicted overdose of vasodilators
280,Pain radiating to left leg,Pain radiating to left arm
281,incision of left lower back with sterile strips in place,incision of right lower back with sterile strips in place
282,AIDS Dementia Complex,Encephalomyelitis associated with AIDS
283,Diastolic Murmurs,magnetic resonance imaging of thoracic spine: peritendinous mass of T8 vertebra associated with bone destruction
284,"Deprecated Alcohol-substance abuse rehabilitation treatment plan, Date range certifying the plan of care DateRange","Deprecated Respiratory therapy treatment plan, Date range certifying the plan of care DateRange"
285,pedal cycle rider injured in transport accident,pedal cycle rider injured in collision with railway train or railway vehicle
286,hypertensive hemorrhage of left temporal lobe,hypertensive hemorrhage of left frontal lobe
287,late effects of nontraumatic subarachnoid hemorrhage: hemiplegia affecting left nondominant side,late effects of nontraumatic subarachnoid hemorrhage: hemiplegia affecting right nondominant side
288,superficial (first degree) chemical burn of the left abdominal wall,superficial (first degree) chemical burn of ankle
289,erythematous tissue surrounding wound of posterior neck,foul-smelling tissue surrounding wound of posterior neck
290,puncture of left side of neck with surrounding tenderness,puncture of left side of neck consistent with entry wound of specified shrapnel fragment (#___)
291,cocaine use - uncomplicated,opioid use - uncomplicated
292,Aerophagy,Gunpowder
293,barium swallow: post-surgical change gastroduodenostomy Billroth I,gastroscopy post-surgical change total gastrectomy
294,Blood,Blood glucose monitors attachment:Finding:Point in time:^Patient:Document
295,T1c: Tumor identified by needle biopsy because of elevated PSA: PROSTATE: Biopsy/TURP: PROSTATE: Resection,failure of sterile precautions during aspiration needle biopsy
296,murmur right upper sternal border continuous transmitted along left sternal border,murmur left upper sternal border continuous transmitted along right sternal border
297,Traumatic extradural hematoma,Traumatic extradural hematoma without open intracranial wound
298,ulcer of right arm with sinus tract,ulcer of right temple with sinus tract
299,HELLP syndrome complicating childbirth,Pre-existing hypertensive heart disease in mother complicating childbirth
300,"tactile hyperesthesia of ring and little fingers, ulnar hand, and distal forearm (C8 distribution) bilaterally",tactile hyperesthesia of ulnar forearm and upper arm (T1 distribution) bilaterally
301,ulcer of top of left shoulder tissue base granulation,ulcer of top of right shoulder tissue base granulation
302,ulcer of right hand with partial thickness skin loss,ulcer of finger of right hand with partial thickness skin loss
303,Appeal denial letter attachment,Document template attachment request modifier codes:-:Point in time:X12^277:-
304,burn due to localized fire onboard watercraft,physical trauma due to building fire
305,late complication from restorative surgery,late complication from duodenostomy
306,"Deprecated Respiratory therapy treatment plan, Past medical history (narrative)","Deprecated Occupational therapy treatment plan, Past medical history and Level of function (narrative)"
307,puncture of right arm consistent with shrapnel entry wound,puncture of right arm consistent with entry wound of specified shrapnel fragment (#___)
308,Perineal hernia,Interstitial hernia
309,joint pain in fingers temporarily improves during exercise,joint pain in fingers of right hand better after rest
310,Fetal or neonatal effect of anti-infective agent transmitted via placenta,Fetal or neonatal effect of narcotic transmitted via placenta
311,Dyspnea associated with AIDS,Encephalomyelitis associated with AIDS
312,violent traumatic event having been in tidal wave due to earthquake or volcanic eruption,violent traumatic event having been in a volcanic eruption
313,PTCA first diagonal branch complications dissection,PTCA first anterior septal branch complications dissection
314,puncture of right lower paraspinal region consistent with bullet entry wound,puncture of right mid paraspinal region consistent with bullet entry wound
315,hypermobile left shoulder elevation through passive forward flexion,hypermobile left shoulder elevation through active forward flexion
316,Follow-up approach:Cmplx:Pt:Rehabilitation treatment plan:Set,Assessment information:Cmplx:Pt:Cardiac rehabilitation treatment plan:Set
317,puncture of anterior neck consistent with bullet entry wound with gunpowder residue,puncture of right side of neck consistent with bullet entry wound with gunpowder residue
