,CUI1,CUI2
22,Bone Marrow Stem Cell with Predominant Neutrophil Differentiation,Skin Basal Cell Carcinoma with Adnexal Differentiation
23,Gamma/Delta T-Lymphocyte,Fibroid Tumor
24,Renal Pelvis Urothelial Cell,Infiltrating Renal Pelvis and Ureter Urothelial Carcinoma
25,Apocrine Cell,Childhood Germinomatous Germ Cell Tumor
26,Embryonic Cell,"Salivary Gland Clear Cell Carcinoma, Not Otherwise Specified"
27,Structure of endometrial glandular cell,Squamous cell carcinoma of the hypopharynx recurrent
28,Endothelial Cells,Breast Carcinoma with Osteoclastic Giant Cells
29,Eccrine Cell,Retroperitoneal Germ Cell Tumor
30,theca cell,Basal cell carcinoma - adamantinoid
31,Neuroectodermal Cell,Small Intestinal Signet Ring Cell Carcinoma
32,Hepatocyte,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease
33,Glandular cell of large intestine,Adenocarcinoma of large intestine
34,Cuboidal cell,Basal cell carcinoma - adamantinoid
35,Glandular cell of small intestine,fibrosarcoma of small intestine
36,Endodermal cell,Basal cell carcinoma - adamantinoid
37,Connective Tissue Cells,Thymic Mucosa-Associated Lymphoid Tissue Lymphoma
38,Postgerminal Center Marginal Zone B-Lymphocyte,Nodal Marginal Zone Lymphoma by Ann Arbor Stage
39,Bone Marrow-Homing Plasma Cell,Plasma Cell Post-Transplant Lymphoproliferative Disorder
40,Salivary Gland Myoepithelial Cell,"Salivary Gland Clear Cell Carcinoma, Not Otherwise Specified"
41,Astrocytes,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease
42,Glandular cell of large intestine,Adenocarcinoma of large intestine
43,Myeloid Progenitor Cells,Recurrent Acute Myeloid Leukemia with Recurrent Genetic Abnormalities
44,Synoviocytes,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease
45,Adenohypophysial Cell,Postneoadjuvant Therapy Stage I Esophageal Squamous Cell Carcinoma AJCC v8
46,Naive Pregerminal Center B-Lymphocyte,Primary Cutaneous Follicle Center Lymphoma
47,Bone Marrow Stem Cell with Some Commitment to Monocytic Differentiation,Dermatofibrosarcoma Protuberans with Giant Cell Fibroblastoma-Like Differentiation
48,Cartilage Cell,Small Intestinal Signet Ring Cell Carcinoma
49,Alveolar Epithelial Cells,Tumors Derived from Langerhans Cells
50,Columnar cell of endocervix,Squamous cell carcinoma of the hypopharynx recurrent
51,Connective Tissue Cells,Thymic Mucosa-Associated Lymphoid Tissue Lymphoma
52,Peripheral (Post-Thymic) T-Lymphocyte and Natural Killer Cell,Cutaneous Squamous Cell Carcinoma of the Head and Neck by AJCC v8 Stage
53,Intraepithelial T-Lymphocyte of the Intestine,Squamous cell carcinoma of the oral cavity stage IV
54,Plasma Cells,Tumors Derived from Langerhans Cells
55,Terminal Duct Cell,Retroperitoneal Germ Cell Tumor
56,"Myocytes, Cardiac",Cardiac Capillary Hemangioma
57,Peripheral (Post-Thymic) T-Lymphocyte and Natural Killer Cell,Cutaneous Squamous Cell Carcinoma of the Head and Neck by AJCC v8 Stage
58,Myofibroblasts,Familial medullary thyroid carcinoma
59,Postgerminal Center Marginal Zone B-Lymphocyte,Transformed Marginal Zone Lymphoma to Diffuse Large B-Cell Lymphoma
60,Marginal Zone B-Lymphocyte,Transformed Marginal Zone Lymphoma to Diffuse Large B-Cell Lymphoma
61,Nephrogenic Blastemal Cell,Retroperitoneal Germ Cell Tumor
62,Bone Marrow Stem Cell with Some Commitment to Monocytic Differentiation,Thyroid Gland Spindle Cell Tumor with Thymus-Like Differentiation
63,Marginal Zone B-Lymphocyte of Nodal Type,Childhood Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue
64,Activated Mature Gamma/Delta T-Lymphocyte with a Cytotoxic Phenotype,Acute Myeloid Leukemia with a Variant RARA Translocation
65,Cartilage Cell,Stage IIIB Lung Small Cell Carcinoma without Pleural Effusion AJCC v7
66,Transitional Epithelial Cells,Endometrial Transitional Cell Carcinoma
67,EBV-Transformed Mature B-Lymphocyte,Lung Mature B-Cell Neoplasm
68,Bone marrow stem cell,Mantle cell lymphoma recurrent
69,Structure of sertoli cell,Papillary transitional cell neoplasm of low malignant potential
70,Stromal Cells,Tumors Derived from Langerhans Cells
71,Thymic epithelial cell,Mantle cell lymphoma recurrent
72,Astrocytes,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
73,Structure of primordial sex cell,Squamous cell carcinoma of head and neck metastatic
74,Bone Marrow Stem Cell with Predominant Neutrophil Differentiation,Dermatofibrosarcoma Protuberans with Giant Cell Fibroblastoma-Like Differentiation
75,Hematopoietic and Lymphoid Cell,Stage IIB Ovarian Germ Cell Tumor AJCC v6 and v7
76,Mature T-Lymphocyte,Mature Mediastinal Teratoma
77,Adipocytes,Fibroid Tumor
78,macrophage,Aleukemic Leukemia Cutis
79,Peripheral B-Lymphocyte,Malignant Peripheral Nerve Sheath Tumor with Mesenchymal Differentiation
80,Somatostatin-Secreting Cells,Tumors Derived from Langerhans Cells
81,Basal Cell,Unresectable Basal Cell Carcinoma
82,Structure of primordial sex cell,Desmoplastic spindle and epithelioid cell melanocytic nevus of skin
83,Chondroblasts,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
84,Pluripotent Bone Marrow Stem Cell,Giant Cell Tumor of Bone
85,Muscle Cells,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
86,Blastemal Cell,Postneoadjuvant Therapy Stage I Esophageal Squamous Cell Carcinoma AJCC v8
87,Peripheral (Post-Thymic) T-Lymphocyte,Methotrexate-Associated Peripheral T-Cell Lymphoma
88,Synoviocytes,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
89,Blastemal Cell,"Salivary Gland Clear Cell Carcinoma, Not Otherwise Specified"
90,Interdigitating Dendritic Cell,Refractory Histiocytic and Dendritic Cell Neoplasm
91,Renal tubular epithelial cell,Renal cysts and diabetes syndrome
92,Germinal Center B-Lymphocyte,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
93,Synoviocytes,Chondroma
94,Germ Cells,Tumors Derived from Langerhans Cells
95,Bone Marrow Stem Cell Committed to the Megakaryocytic Lineage,Columnar Cell Hyperplasia of the Breast
96,Cytotoxic T-Lymphocytes,Fibroid Tumor
97,Activated Mature Gamma/Delta T-Lymphocyte with a Cytotoxic Phenotype,Myeloid Neoplasms with Germline Predisposition without a Preexisting Disorder or Organ Dysfunction
98,Bone Marrow-Homing Plasma Cell,Plasma Cell Neoplasm
99,Renal tubular epithelial cell,Adenosquamous cell lung cancer stage I
100,Interdigitating Dendritic Cell,Refractory Histiocytic and Dendritic Cell Neoplasm
101,Bone Marrow Stem Cell at the Earliest Stage of Myeloid Differentiation,Stage III Cutaneous Squamous Cell Carcinoma of the Head and Neck AJCC v8
102,Eccrine Cell,"Salivary Gland Clear Cell Carcinoma, Not Otherwise Specified"
103,EBV-Transformed Late Germinal Center/Post-Germinal Center B-Lymphocyte,Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type
104,Osteoblasts,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
105,Alveolar Epithelial Cells,Childhood Alveolar Rhabdomyosarcoma
106,Renal Pelvis Urothelial Cell,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter
107,Peripheral (Post-Thymic) T-Lymphocyte,Malignant Peripheral Nerve Sheath Tumor with Mesenchymal Differentiation
108,Subependymal Cell,Retroperitoneal Germ Cell Tumor
109,Columnar epithelial cell,Spindle cell squamous cell carcinoma
110,Bone Marrow Stem Cell with Variable Lineage Potential,Myeloid Neoplasms with Germline Predisposition Associated with Inherited Bone Marrow Failure Syndromes
111,Cementoblasts,Aleukemic Leukemia Cutis
112,Pinealocyte,Aleukemic Leukemia Cutis
113,Structure of sertoli cell,Squamous cell carcinoma of head and neck metastatic
114,Olfactory Receptor Cells,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
115,Columnar cell of endocervix,Papillary transitional cell neoplasm of low malignant potential
116,Oligodendroglia,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease
117,Olfactory Receptor Cells,Testicular Seminoma with Syncytiotrophoblastic Cells
118,Postgerminal Center Memory B-Lymphocyte,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease
119,Hematopoietic and Lymphoid Cell,Cutaneous Squamous Cell Carcinoma of the Head and Neck by AJCC v8 Stage
120,Islet Cell,"Salivary Gland Clear Cell Carcinoma, Not Otherwise Specified"
121,Structure of beta Cell of islet,Eosinophilic Variant of Chromophobe Renal Cell Carcinoma
122,Parathyroid Gland Parenchymal Cell,Major Salivary Gland Acinic Cell Carcinoma
123,Renal Pelvis Urothelial Cell,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter
124,Columnar epithelial cell,Adenosquamous cell lung cancer stage I
125,Stromal cell of endometrium,Stromal tumor of ovary
126,Thymic Epithelial Stem Cell,Brain Stem Intraparenchymal Clear Cell Meningioma
127,Neuroglia,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
128,LH Cells,Testicular Seminoma with Syncytiotrophoblastic Cells
129,Marginal Zone B-Lymphocyte,Transformed Marginal Zone Lymphoma to Diffuse Large B-Cell Lymphoma
130,Germ Cells,Tumors Derived from Langerhans Cells
131,Histiocytes,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
132,Hepatocyte,Hepatocyte Nuclear Factor 4-Alpha Hyperinsulinism
133,Peripheral (Post-Thymic) T-Lymphocyte and Natural Killer Cell,Benign Peripheral Nerve Granular Cell Tumor
134,Germ Cells,Tumors Derived from Langerhans Cells
135,Bronchial Epithelial Cell,Retroperitoneal Germ Cell Tumor
136,Cells,Endometrial Endometrioid Adenocarcinoma with Spindled Epithelial Cells
137,Epithelial Cells,Tumors Derived from Langerhans Cells
138,Mature Lymphocyte,Ann Arbor Stage IV Mature T- and NK-Cell Lymphoma
139,Ependymal cell,Papillary transitional cell neoplasm of low malignant potential
140,Neural Crest-Derived Cell,Small Intestinal Signet Ring Cell Carcinoma
141,Activated Mature Cytotoxic T-Lymphocyte,Mature Mediastinal Teratoma
142,Epithelial Cells,Tumors Derived from Langerhans Cells
143,Thymic Epithelial Cell Capable of Differentiating Towards Cortical Cell Type,Granular Cell Tumor of the Neurohypophysis
144,Hematopoietic and Lymphoid Cell,Stage III Laryngeal Squamous Cell Carcinoma AJCC v6 and v7
145,Pinealocyte,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
146,Structure of sertoli cell,Desmoplastic spindle and epithelioid cell melanocytic nevus of skin
147,Plasmacytoid Dendritic Cells,Tumors Derived from Langerhans Cells
148,Structure of delta Cell of islet,Metastatic Squamous Cell Carcinoma of the Oropharynx
149,Germ Cells,Tumors Derived from Langerhans Cells
150,Postgerminal Center B-Lymphocyte of Unknown Differentiation Stage,Stage III Ampulla of Vater Neuroendocrine Tumor AJCC v8
151,Synoviocytes,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
152,Multipotent Bone Marrow Stem Cell,Malignant Giant Cell Tumor of Bone
153,Plasma Cells,Tumors Derived from Langerhans Cells
154,Myeloid Progenitor Cells,"Myeloid Leukemia, Chronic"
155,Peripheral B-Lymphocyte of Inner Mantle Zone,Nodal Peripheral T-Cell Lymphoma of T Follicular Helper Cell Origin
156,Glandular cell of small intestine,small cell carcinoma of salivary gland
157,EBV-Transformed Mature B-Lymphocyte,Lung Mature B-Cell Neoplasm
158,Endometrioid Stromal Cell,Endometrial Endometrioid Adenocarcinoma with Clear Cell Change
159,Parathyroid Gland Parenchymal Cell,Minor Salivary Gland Squamous Cell Carcinoma
160,Myoepithelial cell,Squamous cell carcinoma of the oral cavity stage IV
161,Pericytes,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
162,Oligodendroglia,Fibroid Tumor
163,Bone Marrow Stem Cell Committed to the Basophil Lineage,Granular Cell Tumor of the Neurohypophysis
164,LH Cells,Endometrial Endometrioid Adenocarcinoma with Spindled Epithelial Cells
165,"Parietal Cells, Gastric",Gastric Intestinal-Type Adenocarcinoma
166,Histiocytes,Fibroid Tumor
167,FSH Cells,Breast Carcinoma with Osteoclastic Giant Cells
168,Columnar epithelial cell,Papillary transitional cell neoplasm of low malignant potential
169,Thymic epithelial cell,Thymic epithelial tumor
170,Hematopoietic stem cells,Childhood Hematopoietic Neoplasm
171,Glandular cell of small intestine,small cell carcinoma of ureter
172,Interstitial Cells of Cajal,mucosa-associated lymphoid tissue (MALT) lymphoma of thyroid
173,Basal Cell,Unresectable Basal Cell Carcinoma
174,Bone marrow stem cell,Mantle cell lymphoma recurrent
175,Stromal Cells,Stromal tumor of ovary
176,Keratinized squamous cell of esophagus,squamous cell carcinoma of lacrimal gland
177,"Myocytes, Cardiac",Cardiac Inflammatory Myofibroblastic Tumor
178,keratinocyte,Aleukemic Leukemia Cutis
179,Olfactory Receptor Cells,Testicular Seminoma with Syncytiotrophoblastic Cells
180,T-Lymphocyte and Natural Killer Cell,Cutaneous Squamous Cell Carcinoma of the Head and Neck by AJCC v8 Stage
181,APUD Cells,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
182,Basal Cell,Unresectable Basal Cell Carcinoma
183,Thymic Epithelial Stem Cell,Recurrent Combined Thymic Epithelial Neoplasm
184,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Central Nervous System Histiocytic and Dendritic Cell Neoplasm
185,Transitional Epithelial Cells,Flat Ductal Epithelial Atypia of the Breast
186,Cytotoxic T-Lymphocytes,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease
187,Renal Pelvis Urothelial Cell,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter
188,Terminal Ductal Lobular Unit Cell,Small Intestinal Signet Ring Cell Carcinoma
189,Langerhans cell,Squamous cell carcinoma of the oral cavity stage IV
190,Bone Marrow Stem Cell with Variable Lineage Potential,Recurrent Metastatic Squamous Cell Carcinoma in the Neck with Occult Primary
191,Plasma Cells,Tumors Derived from Langerhans Cells
192,Basal Cell of the Squamous Epithelium,Cutaneous Squamous Cell Carcinoma of the Head and Neck by AJCC v8 Stage
193,Schwann Cells,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells
194,Photoreceptors,Aleukemic Leukemia Cutis
195,Thymic epithelial cell,Mantle cell lymphoma recurrent
196,Thymic B-Lymphocyte,Thymic Papillary Adenocarcinoma
197,Ependymal cell,Adenosquamous cell lung cancer stage I
198,Endodermal cell,Papillary transitional cell neoplasm of low malignant potential
199,B-Lymphocytes,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
200,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Stage 0 Cutaneous Squamous Cell Carcinoma of the Head and Neck AJCC v8
201,Endometrioid Stromal Cell,Malignant Epithelioid Cell Type Gastrointestinal Stromal Tumor
202,Pinealocyte,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease
203,keratinocyte,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
204,Neuroectodermal Cell,Childhood Germinomatous Germ Cell Tumor
205,Epithelial Cells,Tumors Derived from Langerhans Cells
206,Chondrocyte,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease
207,Plasmacytoid Dendritic Cells,"Dendritic Cell Sarcoma, Interdigitating"
208,Salivary Gland Myoepithelial Cell,Minor Salivary Gland Acinic Cell Carcinoma
209,Ameloblasts,Chondroma
210,Transitional Epithelial Cells,Tumors Derived from Langerhans Cells
211,Corticotroph,Familial medullary thyroid carcinoma
212,Primitive Bone Marrow Myeloid Stem Cell,Ovarian Primitive Germ Cell Tumor
213,Columnar epithelial cell,Squamous cell carcinoma of the oral cavity stage IV
214,Terminal Duct Cell,Childhood Germinomatous Germ Cell Tumor
215,Thymic Epithelial Cell Capable of Differentiating Towards Cortical Cell Type,Ampulla of Vater Squamous Cell Carcinoma
216,Cartilage Cell,Retroperitoneal Germ Cell Tumor
217,Structure of endometrial glandular cell,basaloid squamous cell carcinoma of vulva
218,Mature Tissue Histiocyte,Parotid Gland Mucosa-Associated Lymphoid Tissue Lymphoma
219,Bone Marrow Stem Cell with Variable Lineage Potential,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7
220,Terminal Ductal Lobular Unit Cell,Small Intestinal Signet Ring Cell Carcinoma
221,Thymic epithelial cell,Basal cell carcinoma - adamantinoid
222,Structure of thyroid parafollicular cell,Squamous cell carcinoma of the oral cavity stage IV
223,LH Cells,Metastatic Infiltrating Bladder Urothelial Carcinoma with Giant Cells
224,Cementoblasts,Chondroma
225,Chromaffin Cells,Endometrial Endometrioid Adenocarcinoma with Spindled Epithelial Cells
226,"Myocytes, Smooth Muscle",Malignant Skeletal Muscle Neoplasm
227,Germ Cells,Tumors Derived from Langerhans Cells
228,Terminal Duct Cell,Squamous Cell Bile Duct Carcinoma
229,Thymic Epithelial Cell Capable of Differentiating Towards Cortical Cell Type,Granular Cell Tumor of the Neurohypophysis
230,CD4 Positive T Lymphocytes,Childhood T Lymphoblastic Lymphoma
231,Alveolar Epithelial Cells,Benign Liver and Intrahepatic Bile Duct Epithelial Neoplasm
232,Skeletal Myocytes,Familial medullary thyroid carcinoma
233,Mature Lymphocyte,Lung Mature B-Cell Neoplasm
234,Somatostatin-Secreting Cells,Testicular Seminoma with Syncytiotrophoblastic Cells
235,Thymic epithelial cell,Squamous cell carcinoma of the oral cavity stage IV
236,T-Lymphocyte and Natural Killer Cell,Lip and Oral Cavity Squamous Cell Carcinoma
237,Pluripotent Stem Cells,Ventricular and Brain Stem Ependymal Tumor
238,Stromal Cells,Tumors Derived from Langerhans Cells
239,Histiocytes,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
240,Pituicyte,Aleukemic Leukemia Cutis
241,Basal Cell of the Squamous Epithelium,Metastatic Squamous Cell Carcinoma of the Oropharynx
242,Chondrocyte,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
243,Bone Marrow Stem Cell with Variable Lineage Potential,Myelodysplastic Syndrome with Ring Sideroblasts and Single Lineage Dysplasia
244,Lactotrophs,Familial medullary thyroid carcinoma
245,Embryonic Cell,Postneoadjuvant Therapy Stage I Esophageal Squamous Cell Carcinoma AJCC v8
246,Gamma/Delta T-Lymphocyte,Familial medullary thyroid carcinoma
247,Columnar epithelial cell,Squamous cell carcinoma of the oral cavity stage IV
248,Intraepithelial T-Lymphocyte of the Intestine,Angiosarcoma of the breast
249,Pericytes,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease
250,Bone Marrow Stem Cell with Variable Lineage Potential,Myelodysplastic Syndrome with Ring Sideroblasts and Single Lineage Dysplasia
251,"Dendritic Cells, Follicular",Ann Arbor Stage III Grade 1 Follicular Lymphoma
252,Eccrine Cell,Retroperitoneal Germ Cell Tumor
253,Structure of interstitial cell of Leydig,Desmoplastic spindle and epithelioid cell melanocytic nevus of skin
254,Glandular cell of large intestine,large cell neuroendocrine carcinoma of extrahepatic bile duct
255,"Dendritic Cells, Follicular","Follicular Variant Thyroid Gland Papillary Carcinoma, Infiltrative Subtype"
256,Myopericyte,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
257,Eccrine Cell,Postneoadjuvant Therapy Stage I Esophageal Squamous Cell Carcinoma AJCC v8
258,Interdigitating Dendritic Cell,Recurrent Blastic Plasmacytoid Dendritic Cell Neoplasm
259,Photoreceptors,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease
260,LH Cells,Tumors Derived from Langerhans Cells
261,Apocrine Cell,Childhood Germinomatous Germ Cell Tumor
262,Endothelial Cells,Tumors Derived from Langerhans Cells
263,theca cell,Mantle cell lymphoma recurrent
264,Columnar cell of endocervix,Papillary transitional cell neoplasm of low malignant potential
265,Mature Lymphocyte,T-Cell Large Granular Lymphocyte Leukemia
266,Germinal Center B-Lymphocyte,Chondroma
267,Stromal cell of endometrium,Squamous cell carcinoma of the hypopharynx recurrent
268,Interstitial Cells of Cajal,mucosa-associated lymphoid tissue (MALT) lymphoma of thyroid
269,Thymic Medullary Epithelial Cell,Thymic Clear Cell Carcinoma
270,Renal tubular epithelial cell,Renal cysts and diabetes syndrome
271,Bone Marrow Stem Cell at the Earliest Stage of Myeloid Differentiation,Malignant Mediastinal Germ Cell Tumor Stage Grouping of the Pediatric Study Group
272,Mesothelial cell,Spindle cell squamous cell carcinoma
273,T-Lymphocyte and Natural Killer Cell,Lip and Oral Cavity Squamous Cell Carcinoma
274,Thymic Medullary Epithelial Cell,Retroperitoneal Germ Cell Tumor
275,LH Cells,Tumors Derived from Langerhans Cells
276,CD8-Positive T-Lymphocytes,Fibroid Tumor
277,Stromal Cells,Tumors Derived from Langerhans Cells
278,CD4 Positive T Lymphocytes,"Splenic Manifestation of Chronic Myelogenous Leukemia, BCR-ABL1 Positive"
279,Acinar Cell,Retroperitoneal Germ Cell Tumor
280,Structure of primordial sex cell,Papillary transitional cell neoplasm of low malignant potential
281,Renal tubular epithelial cell,Adenosquamous cell lung cancer stage I
282,Basal Cell of the Squamous Epithelium,Stage 0 Cutaneous Squamous Cell Carcinoma of the Head and Neck AJCC v8
283,Bone Marrow Stem Cell with Variable Lineage Potential,Recurrent Metastatic Squamous Cell Carcinoma in the Neck with Occult Primary
284,Hematopoietic and Lymphoid Cell,Cutaneous Squamous Cell Carcinoma of the Head and Neck by AJCC v8 Stage
285,"Dendritic Cells, Follicular",Follicular Bronchitis/Bronchiolitis
286,Somatotrophs,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease
287,Myeloid Progenitor Cells,Recurrent Acute Myeloid Leukemia with Recurrent Genetic Abnormalities
288,Bone Marrow-Homing Plasma Cell,Refractory Plasma Cell Neoplasm
289,Pluripotent Bone Marrow Stem Cell,Acidophil Stem Cell Pituitary Gland Adenoma
290,Plasmacytoid Dendritic Cells,"Dendritic Cell Sarcoma, Interdigitating"
291,Hematopoietic and Lymphoid Cell,Lip and Oral Cavity Squamous Cell Carcinoma
292,Transitional Epithelial Cells,Endometrial Transitional Cell Carcinoma
293,Pericytes,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease
294,Precursor T-Lymphoblast,Cutaneous Precursor Lymphoid Neoplasm
295,Bone marrow stem cell,Squamous cell carcinoma of the oral cavity stage IV
296,CD4 Positive T Lymphocytes,Infant T Acute Lymphoblastic Leukemia
297,Structure of sertoli cell,Squamous cell carcinoma of the hypopharynx recurrent
298,Pituitary TSH-Secreting Cells,Plurihormonal Pituitary Gland Adenoma
299,Postgerminal Center B-Lymphocyte,Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type
300,Germinal Center B-Lymphocyte,Familial medullary thyroid carcinoma
301,"Parietal Cells, Gastric",High Grade Gastric Intraepithelial Neoplasia
302,Germinal Center B-Lymphocyte,Familial medullary thyroid carcinoma
303,Bone Marrow Stem Cell with Some Commitment to Monocytic Differentiation,Skin Basal Cell Carcinoma with Adnexal Differentiation
304,Parathyroid Gland Parenchymal Cell,Childhood Pineal Parenchymal Cell Neoplasm
305,Endometrioid Stromal Cell,Endometrial Endometrioid Adenocarcinoma with Clear Cell Change
306,Pituicyte,Aleukemic Leukemia Cutis
307,Primitive Bone Marrow Myeloid Stem Cell,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor of Bone
308,Blastemal Cell,Childhood Germinomatous Germ Cell Tumor
309,Parathyroid Gland Parenchymal Cell,Minor Salivary Gland Squamous Cell Carcinoma
310,Myofibroblasts,Familial medullary thyroid carcinoma
311,mast cell,Basal cell carcinoma - adamantinoid
312,Osteoblasts,Chondroma
313,T-Lymphocyte and Natural Killer Cell,Stage I Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma AJCC v6 and v7
314,Acidophil cell,Squamous cell carcinoma of the oral cavity stage IV
315,Chondroblasts,Chondroma
316,B-Lymphocytes,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
317,Endometrioid Stromal Cell,Malignant Epithelioid Cell Type Gastrointestinal Stromal Tumor
318,Parathyroid Gland Parenchymal Cell,Minor Salivary Gland Squamous Cell Carcinoma
319,Postgerminal Center B-Lymphocyte of Unknown Differentiation Stage,Stage III Ampulla of Vater Neuroendocrine Tumor AJCC v8
320,Photoreceptors,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease
321,Urothelial Cell,Retroperitoneal Germ Cell Tumor
322,Stromal cell of endometrium,Stromal tumor of ovary
323,Endocrine Cell of the Digestive System,Recurrent Primary Diffuse Large B-Cell Lymphoma of the Central Nervous System
324,Peripheral (Post-Thymic) T-Lymphocyte and Natural Killer Cell,Stage III Laryngeal Squamous Cell Carcinoma AJCC v6 and v7
325,FSH Cells,Breast Carcinoma with Osteoclastic Giant Cells
326,Neuroblast,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8
327,CD8-Positive T-Lymphocytes,Aleukemic Leukemia Cutis
328,Endocrine Cell of the Digestive System,Granular Cell Tumor of the Neurohypophysis
329,Myoepithelial cell,Squamous cell carcinoma of the oral cavity stage IV
330,Myeloid Progenitor Cells,"Myeloid Leukemia, Chronic"
331,T-Lymphocyte with a Post-Thymic Immunophenotype,Myeloid Neoplasms with Germline Predisposition without a Preexisting Disorder or Organ Dysfunction
332,Marginal Zone B-Lymphocyte,Transformed Marginal Zone Lymphoma to Diffuse Large B-Cell Lymphoma
333,Bone Marrow Stem Cell Committed to the Megakaryocytic Lineage,Cutaneous Squamous Cell Carcinoma of the Head and Neck by AJCC v8 Stage
334,EBV-Transformed Mature B-Lymphocyte,Mature Mediastinal Teratoma
335,Myoepithelial cell,Mantle cell lymphoma recurrent
336,Interstitial Cells of Cajal,Lymphoma of eye
337,Gamma/Delta T-Lymphocyte,Chondroma
