,CUI1,CUI2,label
60,Marginal Zone B-Lymphocyte,Transformed Marginal Zone Lymphoma to Diffuse Large B-Cell Lymphoma,0
61,Nephrogenic Blastemal Cell,Retroperitoneal Germ Cell Tumor,0
62,Bone Marrow Stem Cell with Some Commitment to Monocytic Differentiation,Thyroid Gland Spindle Cell Tumor with Thymus-Like Differentiation,0
63,Marginal Zone B-Lymphocyte of Nodal Type,Childhood Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue,0
64,Activated Mature Gamma/Delta T-Lymphocyte with a Cytotoxic Phenotype,Acute Myeloid Leukemia with a Variant RARA Translocation,0
65,Cartilage Cell,Stage IIIB Lung Small Cell Carcinoma without Pleural Effusion AJCC v7,0
66,Transitional Epithelial Cells,Endometrial Transitional Cell Carcinoma,0
67,EBV-Transformed Mature B-Lymphocyte,Lung Mature B-Cell Neoplasm,0
68,Bone marrow stem cell,Mantle cell lymphoma recurrent,0
69,Structure of sertoli cell,Papillary transitional cell neoplasm of low malignant potential,0
70,Stromal Cells,Tumors Derived from Langerhans Cells,0
71,Thymic epithelial cell,Mantle cell lymphoma recurrent,0
72,Astrocytes,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8,0
73,Structure of primordial sex cell,Squamous cell carcinoma of head and neck metastatic,0
74,Bone Marrow Stem Cell with Predominant Neutrophil Differentiation,Dermatofibrosarcoma Protuberans with Giant Cell Fibroblastoma-Like Differentiation,0
75,Hematopoietic and Lymphoid Cell,Stage IIB Ovarian Germ Cell Tumor AJCC v6 and v7,0
76,Mature T-Lymphocyte,Mature Mediastinal Teratoma,0
77,Adipocytes,Fibroid Tumor,0
78,macrophage,Aleukemic Leukemia Cutis,0
79,Peripheral B-Lymphocyte,Malignant Peripheral Nerve Sheath Tumor with Mesenchymal Differentiation,0
80,Somatostatin-Secreting Cells,Tumors Derived from Langerhans Cells,0
81,Basal Cell,Unresectable Basal Cell Carcinoma,0
82,Structure of primordial sex cell,Desmoplastic spindle and epithelioid cell melanocytic nevus of skin,0
83,Chondroblasts,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8,0
84,Pluripotent Bone Marrow Stem Cell,Giant Cell Tumor of Bone,0
85,Muscle Cells,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0
86,Blastemal Cell,Postneoadjuvant Therapy Stage I Esophageal Squamous Cell Carcinoma AJCC v8,0
87,Peripheral (Post-Thymic) T-Lymphocyte,Methotrexate-Associated Peripheral T-Cell Lymphoma,0
88,Synoviocytes,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8,0
89,Blastemal Cell,"Salivary Gland Clear Cell Carcinoma, Not Otherwise Specified",0
90,Interdigitating Dendritic Cell,Refractory Histiocytic and Dendritic Cell Neoplasm,0
91,Renal tubular epithelial cell,Renal cysts and diabetes syndrome,0
92,Germinal Center B-Lymphocyte,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8,0
93,Synoviocytes,Chondroma,0
94,Germ Cells,Tumors Derived from Langerhans Cells,0
95,Bone Marrow Stem Cell Committed to the Megakaryocytic Lineage,Columnar Cell Hyperplasia of the Breast,0
96,Cytotoxic T-Lymphocytes,Fibroid Tumor,0
97,Activated Mature Gamma/Delta T-Lymphocyte with a Cytotoxic Phenotype,Myeloid Neoplasms with Germline Predisposition without a Preexisting Disorder or Organ Dysfunction,0
98,Bone Marrow-Homing Plasma Cell,Plasma Cell Neoplasm,0
99,Renal tubular epithelial cell,Adenosquamous cell lung cancer stage I,0
100,Interdigitating Dendritic Cell,Refractory Histiocytic and Dendritic Cell Neoplasm,0
101,Bone Marrow Stem Cell at the Earliest Stage of Myeloid Differentiation,Stage III Cutaneous Squamous Cell Carcinoma of the Head and Neck AJCC v8,0
102,Eccrine Cell,"Salivary Gland Clear Cell Carcinoma, Not Otherwise Specified",0
103,EBV-Transformed Late Germinal Center/Post-Germinal Center B-Lymphocyte,Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type,0
104,Osteoblasts,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8,0
105,Alveolar Epithelial Cells,Childhood Alveolar Rhabdomyosarcoma,0
106,Renal Pelvis Urothelial Cell,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
107,Peripheral (Post-Thymic) T-Lymphocyte,Malignant Peripheral Nerve Sheath Tumor with Mesenchymal Differentiation,0
108,Subependymal Cell,Retroperitoneal Germ Cell Tumor,0
109,Columnar epithelial cell,Spindle cell squamous cell carcinoma,0
110,Bone Marrow Stem Cell with Variable Lineage Potential,Myeloid Neoplasms with Germline Predisposition Associated with Inherited Bone Marrow Failure Syndromes,0
111,Cementoblasts,Aleukemic Leukemia Cutis,0
112,Pinealocyte,Aleukemic Leukemia Cutis,0
113,Structure of sertoli cell,Squamous cell carcinoma of head and neck metastatic,0
114,Olfactory Receptor Cells,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0
115,Columnar cell of endocervix,Papillary transitional cell neoplasm of low malignant potential,0
116,Oligodendroglia,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease,0
117,Olfactory Receptor Cells,Testicular Seminoma with Syncytiotrophoblastic Cells,0
118,Postgerminal Center Memory B-Lymphocyte,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease,0
119,Hematopoietic and Lymphoid Cell,Cutaneous Squamous Cell Carcinoma of the Head and Neck by AJCC v8 Stage,0
120,Islet Cell,"Salivary Gland Clear Cell Carcinoma, Not Otherwise Specified",0
121,Structure of beta Cell of islet,Eosinophilic Variant of Chromophobe Renal Cell Carcinoma,0
122,Parathyroid Gland Parenchymal Cell,Major Salivary Gland Acinic Cell Carcinoma,0
123,Renal Pelvis Urothelial Cell,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
124,Columnar epithelial cell,Adenosquamous cell lung cancer stage I,0
125,Stromal cell of endometrium,Stromal tumor of ovary,0
126,Thymic Epithelial Stem Cell,Brain Stem Intraparenchymal Clear Cell Meningioma,0
127,Neuroglia,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8,0
128,LH Cells,Testicular Seminoma with Syncytiotrophoblastic Cells,0
129,Marginal Zone B-Lymphocyte,Transformed Marginal Zone Lymphoma to Diffuse Large B-Cell Lymphoma,0
130,Germ Cells,Tumors Derived from Langerhans Cells,0
131,Histiocytes,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8,0
132,Hepatocyte,Hepatocyte Nuclear Factor 4-Alpha Hyperinsulinism,0
133,Peripheral (Post-Thymic) T-Lymphocyte and Natural Killer Cell,Benign Peripheral Nerve Granular Cell Tumor,0
134,Germ Cells,Tumors Derived from Langerhans Cells,0
135,Bronchial Epithelial Cell,Retroperitoneal Germ Cell Tumor,0
136,Cells,Endometrial Endometrioid Adenocarcinoma with Spindled Epithelial Cells,0
137,Epithelial Cells,Tumors Derived from Langerhans Cells,0
138,Mature Lymphocyte,Ann Arbor Stage IV Mature T- and NK-Cell Lymphoma,0
139,Ependymal cell,Papillary transitional cell neoplasm of low malignant potential,0
140,Neural Crest-Derived Cell,Small Intestinal Signet Ring Cell Carcinoma,0
141,Activated Mature Cytotoxic T-Lymphocyte,Mature Mediastinal Teratoma,0
142,Epithelial Cells,Tumors Derived from Langerhans Cells,0
143,Thymic Epithelial Cell Capable of Differentiating Towards Cortical Cell Type,Granular Cell Tumor of the Neurohypophysis,0
144,Hematopoietic and Lymphoid Cell,Stage III Laryngeal Squamous Cell Carcinoma AJCC v6 and v7,0
145,Pinealocyte,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8,0
146,Structure of sertoli cell,Desmoplastic spindle and epithelioid cell melanocytic nevus of skin,0
147,Plasmacytoid Dendritic Cells,Tumors Derived from Langerhans Cells,0
148,Structure of delta Cell of islet,Metastatic Squamous Cell Carcinoma of the Oropharynx,0
149,Germ Cells,Tumors Derived from Langerhans Cells,0
150,Postgerminal Center B-Lymphocyte of Unknown Differentiation Stage,Stage III Ampulla of Vater Neuroendocrine Tumor AJCC v8,0
151,Synoviocytes,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8,0
152,Multipotent Bone Marrow Stem Cell,Malignant Giant Cell Tumor of Bone,0
153,Plasma Cells,Tumors Derived from Langerhans Cells,0
154,Myeloid Progenitor Cells,"Myeloid Leukemia, Chronic",0
155,Peripheral B-Lymphocyte of Inner Mantle Zone,Nodal Peripheral T-Cell Lymphoma of T Follicular Helper Cell Origin,0
156,Glandular cell of small intestine,small cell carcinoma of salivary gland,0
157,EBV-Transformed Mature B-Lymphocyte,Lung Mature B-Cell Neoplasm,0
158,Endometrioid Stromal Cell,Endometrial Endometrioid Adenocarcinoma with Clear Cell Change,0
159,Parathyroid Gland Parenchymal Cell,Minor Salivary Gland Squamous Cell Carcinoma,0
160,Myoepithelial cell,Squamous cell carcinoma of the oral cavity stage IV,0
161,Pericytes,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8,0
162,Oligodendroglia,Fibroid Tumor,0
163,Bone Marrow Stem Cell Committed to the Basophil Lineage,Granular Cell Tumor of the Neurohypophysis,0
164,LH Cells,Endometrial Endometrioid Adenocarcinoma with Spindled Epithelial Cells,0
165,"Parietal Cells, Gastric",Gastric Intestinal-Type Adenocarcinoma,0
166,Histiocytes,Fibroid Tumor,0
167,FSH Cells,Breast Carcinoma with Osteoclastic Giant Cells,0
168,Columnar epithelial cell,Papillary transitional cell neoplasm of low malignant potential,0
169,Thymic epithelial cell,Thymic epithelial tumor,0
170,Hematopoietic stem cells,Childhood Hematopoietic Neoplasm,0
171,Glandular cell of small intestine,small cell carcinoma of ureter,0
172,Interstitial Cells of Cajal,mucosa-associated lymphoid tissue (MALT) lymphoma of thyroid,0
173,Basal Cell,Unresectable Basal Cell Carcinoma,0
174,Bone marrow stem cell,Mantle cell lymphoma recurrent,0
175,Stromal Cells,Stromal tumor of ovary,0
176,Keratinized squamous cell of esophagus,squamous cell carcinoma of lacrimal gland,0
177,"Myocytes, Cardiac",Cardiac Inflammatory Myofibroblastic Tumor,0
178,keratinocyte,Aleukemic Leukemia Cutis,0
179,Olfactory Receptor Cells,Testicular Seminoma with Syncytiotrophoblastic Cells,0
180,T-Lymphocyte and Natural Killer Cell,Cutaneous Squamous Cell Carcinoma of the Head and Neck by AJCC v8 Stage,0
181,APUD Cells,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0
182,Basal Cell,Unresectable Basal Cell Carcinoma,0
183,Thymic Epithelial Stem Cell,Recurrent Combined Thymic Epithelial Neoplasm,0
184,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Central Nervous System Histiocytic and Dendritic Cell Neoplasm,0
185,Transitional Epithelial Cells,Flat Ductal Epithelial Atypia of the Breast,0
186,Cytotoxic T-Lymphocytes,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease,0
187,Renal Pelvis Urothelial Cell,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
188,Terminal Ductal Lobular Unit Cell,Small Intestinal Signet Ring Cell Carcinoma,0
189,Langerhans cell,Squamous cell carcinoma of the oral cavity stage IV,0
190,Bone Marrow Stem Cell with Variable Lineage Potential,Recurrent Metastatic Squamous Cell Carcinoma in the Neck with Occult Primary,0
191,Plasma Cells,Tumors Derived from Langerhans Cells,0
192,Basal Cell of the Squamous Epithelium,Cutaneous Squamous Cell Carcinoma of the Head and Neck by AJCC v8 Stage,0
193,Schwann Cells,Ampulla of Vater Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0
194,Photoreceptors,Aleukemic Leukemia Cutis,0
195,Thymic epithelial cell,Mantle cell lymphoma recurrent,0
196,Thymic B-Lymphocyte,Thymic Papillary Adenocarcinoma,0
197,Ependymal cell,Adenosquamous cell lung cancer stage I,0
198,Endodermal cell,Papillary transitional cell neoplasm of low malignant potential,0
199,B-Lymphocytes,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8,0
200,"Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System",Stage 0 Cutaneous Squamous Cell Carcinoma of the Head and Neck AJCC v8,0
201,Endometrioid Stromal Cell,Malignant Epithelioid Cell Type Gastrointestinal Stromal Tumor,0
202,Pinealocyte,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease,0
203,keratinocyte,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8,0
204,Neuroectodermal Cell,Childhood Germinomatous Germ Cell Tumor,0
205,Epithelial Cells,Tumors Derived from Langerhans Cells,0
206,Chondrocyte,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease,0
207,Plasmacytoid Dendritic Cells,"Dendritic Cell Sarcoma, Interdigitating",0
208,Salivary Gland Myoepithelial Cell,Minor Salivary Gland Acinic Cell Carcinoma,0
209,Ameloblasts,Chondroma,0
210,Transitional Epithelial Cells,Tumors Derived from Langerhans Cells,0
211,Corticotroph,Familial medullary thyroid carcinoma,0
212,Primitive Bone Marrow Myeloid Stem Cell,Ovarian Primitive Germ Cell Tumor,0
213,Columnar epithelial cell,Squamous cell carcinoma of the oral cavity stage IV,0
214,Terminal Duct Cell,Childhood Germinomatous Germ Cell Tumor,0
215,Thymic Epithelial Cell Capable of Differentiating Towards Cortical Cell Type,Ampulla of Vater Squamous Cell Carcinoma,0
216,Cartilage Cell,Retroperitoneal Germ Cell Tumor,0
217,Structure of endometrial glandular cell,basaloid squamous cell carcinoma of vulva,0
218,Mature Tissue Histiocyte,Parotid Gland Mucosa-Associated Lymphoid Tissue Lymphoma,0
219,Bone Marrow Stem Cell with Variable Lineage Potential,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
220,Terminal Ductal Lobular Unit Cell,Small Intestinal Signet Ring Cell Carcinoma,0
221,Thymic epithelial cell,Basal cell carcinoma - adamantinoid,0
222,Structure of thyroid parafollicular cell,Squamous cell carcinoma of the oral cavity stage IV,0
223,LH Cells,Metastatic Infiltrating Bladder Urothelial Carcinoma with Giant Cells,0
224,Cementoblasts,Chondroma,0
225,Chromaffin Cells,Endometrial Endometrioid Adenocarcinoma with Spindled Epithelial Cells,0
226,"Myocytes, Smooth Muscle",Malignant Skeletal Muscle Neoplasm,0
227,Germ Cells,Tumors Derived from Langerhans Cells,0
228,Terminal Duct Cell,Squamous Cell Bile Duct Carcinoma,0
229,Thymic Epithelial Cell Capable of Differentiating Towards Cortical Cell Type,Granular Cell Tumor of the Neurohypophysis,0
230,CD4 Positive T Lymphocytes,Childhood T Lymphoblastic Lymphoma,0
231,Alveolar Epithelial Cells,Benign Liver and Intrahepatic Bile Duct Epithelial Neoplasm,0
232,Skeletal Myocytes,Familial medullary thyroid carcinoma,0
233,Mature Lymphocyte,Lung Mature B-Cell Neoplasm,0
234,Somatostatin-Secreting Cells,Testicular Seminoma with Syncytiotrophoblastic Cells,0
235,Thymic epithelial cell,Squamous cell carcinoma of the oral cavity stage IV,0
236,T-Lymphocyte and Natural Killer Cell,Lip and Oral Cavity Squamous Cell Carcinoma,0
237,Pluripotent Stem Cells,Ventricular and Brain Stem Ependymal Tumor,0
238,Stromal Cells,Tumors Derived from Langerhans Cells,0
239,Histiocytes,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8,0
240,Pituicyte,Aleukemic Leukemia Cutis,0
241,Basal Cell of the Squamous Epithelium,Metastatic Squamous Cell Carcinoma of the Oropharynx,0
242,Chondrocyte,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8,0
243,Bone Marrow Stem Cell with Variable Lineage Potential,Myelodysplastic Syndrome with Ring Sideroblasts and Single Lineage Dysplasia,0
244,Lactotrophs,Familial medullary thyroid carcinoma,0
245,Embryonic Cell,Postneoadjuvant Therapy Stage I Esophageal Squamous Cell Carcinoma AJCC v8,0
246,Gamma/Delta T-Lymphocyte,Familial medullary thyroid carcinoma,0
247,Columnar epithelial cell,Squamous cell carcinoma of the oral cavity stage IV,0
248,Intraepithelial T-Lymphocyte of the Intestine,Angiosarcoma of the breast,0
249,Pericytes,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease,0
250,Bone Marrow Stem Cell with Variable Lineage Potential,Myelodysplastic Syndrome with Ring Sideroblasts and Single Lineage Dysplasia,0
251,"Dendritic Cells, Follicular",Ann Arbor Stage III Grade 1 Follicular Lymphoma,0
252,Eccrine Cell,Retroperitoneal Germ Cell Tumor,0
253,Structure of interstitial cell of Leydig,Desmoplastic spindle and epithelioid cell melanocytic nevus of skin,0
254,Glandular cell of large intestine,large cell neuroendocrine carcinoma of extrahepatic bile duct,0
255,"Dendritic Cells, Follicular","Follicular Variant Thyroid Gland Papillary Carcinoma, Infiltrative Subtype",0
256,Myopericyte,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8,0
257,Eccrine Cell,Postneoadjuvant Therapy Stage I Esophageal Squamous Cell Carcinoma AJCC v8,0
258,Interdigitating Dendritic Cell,Recurrent Blastic Plasmacytoid Dendritic Cell Neoplasm,0
259,Photoreceptors,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease,0
260,LH Cells,Tumors Derived from Langerhans Cells,0
261,Apocrine Cell,Childhood Germinomatous Germ Cell Tumor,0
262,Endothelial Cells,Tumors Derived from Langerhans Cells,0
263,theca cell,Mantle cell lymphoma recurrent,0
264,Columnar cell of endocervix,Papillary transitional cell neoplasm of low malignant potential,0
265,Mature Lymphocyte,T-Cell Large Granular Lymphocyte Leukemia,0
266,Germinal Center B-Lymphocyte,Chondroma,0
267,Stromal cell of endometrium,Squamous cell carcinoma of the hypopharynx recurrent,0
268,Interstitial Cells of Cajal,mucosa-associated lymphoid tissue (MALT) lymphoma of thyroid,0
269,Thymic Medullary Epithelial Cell,Thymic Clear Cell Carcinoma,0
270,Renal tubular epithelial cell,Renal cysts and diabetes syndrome,0
271,Bone Marrow Stem Cell at the Earliest Stage of Myeloid Differentiation,Malignant Mediastinal Germ Cell Tumor Stage Grouping of the Pediatric Study Group,0
272,Mesothelial cell,Spindle cell squamous cell carcinoma,0
273,T-Lymphocyte and Natural Killer Cell,Lip and Oral Cavity Squamous Cell Carcinoma,0
274,Thymic Medullary Epithelial Cell,Retroperitoneal Germ Cell Tumor,0
275,LH Cells,Tumors Derived from Langerhans Cells,0
276,CD8-Positive T-Lymphocytes,Fibroid Tumor,0
277,Stromal Cells,Tumors Derived from Langerhans Cells,0
278,CD4 Positive T Lymphocytes,"Splenic Manifestation of Chronic Myelogenous Leukemia, BCR-ABL1 Positive",0
279,Acinar Cell,Retroperitoneal Germ Cell Tumor,0
280,Structure of primordial sex cell,Papillary transitional cell neoplasm of low malignant potential,0
281,Renal tubular epithelial cell,Adenosquamous cell lung cancer stage I,0
282,Basal Cell of the Squamous Epithelium,Stage 0 Cutaneous Squamous Cell Carcinoma of the Head and Neck AJCC v8,0
283,Bone Marrow Stem Cell with Variable Lineage Potential,Recurrent Metastatic Squamous Cell Carcinoma in the Neck with Occult Primary,0
284,Hematopoietic and Lymphoid Cell,Cutaneous Squamous Cell Carcinoma of the Head and Neck by AJCC v8 Stage,0
285,"Dendritic Cells, Follicular",Follicular Bronchitis/Bronchiolitis,0
286,Somatotrophs,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease,0
287,Myeloid Progenitor Cells,Recurrent Acute Myeloid Leukemia with Recurrent Genetic Abnormalities,0
288,Bone Marrow-Homing Plasma Cell,Refractory Plasma Cell Neoplasm,0
289,Pluripotent Bone Marrow Stem Cell,Acidophil Stem Cell Pituitary Gland Adenoma,0
290,Plasmacytoid Dendritic Cells,"Dendritic Cell Sarcoma, Interdigitating",0
291,Hematopoietic and Lymphoid Cell,Lip and Oral Cavity Squamous Cell Carcinoma,0
292,Transitional Epithelial Cells,Endometrial Transitional Cell Carcinoma,0
293,Pericytes,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease,0
294,Precursor T-Lymphoblast,Cutaneous Precursor Lymphoid Neoplasm,0
295,Bone marrow stem cell,Squamous cell carcinoma of the oral cavity stage IV,0
296,CD4 Positive T Lymphocytes,Infant T Acute Lymphoblastic Leukemia,0
297,Structure of sertoli cell,Squamous cell carcinoma of the hypopharynx recurrent,0
298,Pituitary TSH-Secreting Cells,Plurihormonal Pituitary Gland Adenoma,0
299,Postgerminal Center B-Lymphocyte,Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type,0
300,Germinal Center B-Lymphocyte,Familial medullary thyroid carcinoma,0
301,"Parietal Cells, Gastric",High Grade Gastric Intraepithelial Neoplasia,0
302,Germinal Center B-Lymphocyte,Familial medullary thyroid carcinoma,0
303,Bone Marrow Stem Cell with Some Commitment to Monocytic Differentiation,Skin Basal Cell Carcinoma with Adnexal Differentiation,0
304,Parathyroid Gland Parenchymal Cell,Childhood Pineal Parenchymal Cell Neoplasm,0
305,Endometrioid Stromal Cell,Endometrial Endometrioid Adenocarcinoma with Clear Cell Change,0
306,Pituicyte,Aleukemic Leukemia Cutis,0
307,Primitive Bone Marrow Myeloid Stem Cell,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor of Bone,0
308,Blastemal Cell,Childhood Germinomatous Germ Cell Tumor,0
309,Parathyroid Gland Parenchymal Cell,Minor Salivary Gland Squamous Cell Carcinoma,0
310,Myofibroblasts,Familial medullary thyroid carcinoma,0
311,mast cell,Basal cell carcinoma - adamantinoid,0
312,Osteoblasts,Chondroma,0
313,T-Lymphocyte and Natural Killer Cell,Stage I Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma AJCC v6 and v7,0
314,Acidophil cell,Squamous cell carcinoma of the oral cavity stage IV,0
315,Chondroblasts,Chondroma,0
316,B-Lymphocytes,Stage IA Uterine Corpus Endometrial Stromal Sarcoma AJCC v8,0
317,Endometrioid Stromal Cell,Malignant Epithelioid Cell Type Gastrointestinal Stromal Tumor,0
318,Parathyroid Gland Parenchymal Cell,Minor Salivary Gland Squamous Cell Carcinoma,0
319,Postgerminal Center B-Lymphocyte of Unknown Differentiation Stage,Stage III Ampulla of Vater Neuroendocrine Tumor AJCC v8,0
320,Photoreceptors,Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease,0
321,Urothelial Cell,Retroperitoneal Germ Cell Tumor,0
322,Stromal cell of endometrium,Stromal tumor of ovary,0
