,CUI1,CUI2,label
173,How Much Distress Itching,Adult Grade III Lymphomatoid Granulomatosis,0
174,Distributing,Digital papillary eccrine carcinoma of skin,0
175,Obese build,Malignant Vulvar Phyllodes Tumor,0
176,Primary operation,Chondroblastic osteosarcoma,0
177,Interpretation Process,Thyroid Gland Black Follicular Adenoma,0
178,Study Control,Glioblastoma with Primitive Neuronal Component,0
179,Frequently,Advanced Gastric Neuroendocrine Carcinoma,0
180,3+ Score,Platinum-Resistant Lung Small Cell Carcinoma,0
181,Location of Pharyngeal Residue Following Swallowing,Childhood Giant Cell Glioblastoma,0
182,Singular,Pancreatic Somatostatinoma,0
183,Papillary thyroid carcinoma,Papillary thyroid carcinoma,0
184,Decision,Recurrent Childhood Anaplastic Astrocytoma,0
185,per year,Human Papillomavirus-Related Verrucous Carcinoma,0
186,Early,Warty Carcinoma of the Penis,0
187,+2,Pancreatic Gastrin-Producing Neuroendocrine Tumor,0
188,Science of Statistics,Cystadenofibroma,0
189,Stem of Organ,Dedifferentiated Solitary Fibrous Tumor,0
190,Thin (qualifier value),Vaginal Warty Carcinoma,0
191,Median (qualifier value),Gastric Carcinoid Tumor,0
192,Metastatic to,Locally Advanced Epithelioid Hemangioendothelioma,0
193,Screening Study,Human Papillomavirus-Related Verrucous Carcinoma,0
194,Main,Adenoma,0
195,Used by,Oncocytic Variant Thyroid Gland Papillary Carcinoma,0
196,Associated topography,Platinum-Resistant Lung Small Cell Carcinoma,0
197,Resulting in,Carcinosarcoma of ovary,0
198,Manufactured form,verrucous carcinoma of vagina,0
199,Most,Anaplastic Hemispheric Astrocytoma,0
200,Malignant Neoplasms,Childhood Brain Glioblastoma,0
201,Fibroid Tumor,Malignant Vulvar Phyllodes Tumor,0
202,Stage Grouping,insulinoma,0
203,Gender,Metastatic Prostate Small Cell Carcinoma,0
204,Body Excretions,Digital papillary eccrine carcinoma of skin,0
205,Optic Nerve Glioma,Childhood Pilocytic Astrocytoma,0
206,Progress,Childhood Brain Stem Gliosarcoma,0
207,Coding,Oncocytic Variant Thyroid Gland Papillary Carcinoma,0
208,Immature,Leukemia,0
209,How Often Felt Normal question,Refractory anemia with ringed sideroblasts,0
210,Time (foundation metadata concept),Dedifferentiated Solitary Fibrous Tumor,0
211,Including (qualifier),MGMT-Unmethylated Glioblastoma,0
212,Leukocytes,Leukemia,0
213,Endocrine,Clear Cell Variant Thyroid Gland Papillary Carcinoma,0
214,Histopathologic Grade,Anaplastic Hemispheric Astrocytoma,0
215,Tissue Specimen Code,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
216,Neoplasms,Metastatic Extraskeletal Myxoid Chondrosarcoma,0
217,Nearly,Somatostatinoma,0
218,physiologic resolution,Common wart,0
219,Mammography,High Grade Ductal Breast Carcinoma In Situ,0
220,To,Leukemia,0
221,Manufactured form,Papillary serous cystadenocarcinoma,0
222,Symptoms aspect,Secondary Supratentorial Anaplastic Astrocytoma,0
223,Abnormal shape,Histiocytosis,0
224,neoplasm classification,Refractory anemia with ringed sideroblasts,0
225,Negation,Recurrent Childhood Anaplastic Oligoastrocytoma,0
226,Tumor grade G3,Anaplastic Oligodendroglioma,0
227,Qualitative form,Secondary Supratentorial Anaplastic Astrocytoma,0
228,Pet Health,Refractory Pancreatic Neuroendocrine Carcinoma,0
229,detail - Response Level,Borderline Ovarian Mucinous Adenofibroma,0
230,Pregnancy,Human Papillomavirus-Related Verrucous Carcinoma,0
231,Much,Adenoma,0
232,Primary malignant neoplasm,verrucous carcinoma of bladder,0
233,Postmenopausal state,Urethral Verrucous Carcinoma,0
234,intent,Malignant Vulvar Phyllodes Tumor,0
235,Linear,High Grade Ductal Breast Carcinoma In Situ,0
236,Formation,Refractory Uterine Corpus Carcinosarcoma,0
237,Morning,Childhood Gliosarcoma,0
238,Decision,Recurrent Anaplastic Oligoastrocytoma,0
239,Further,Cervical Warty Carcinoma,0
240,How Often Sweats,Adult Grade III Lymphomatoid Granulomatosis,0
241,Persons,Uterine Corpus Carcinosarcoma,0
242,How Often Weight Loss,Glucagonoma,0
243,Progress,Recurrent Anaplastic Oligoastrocytoma,0
244,International Statistical Classification of Diseases and Related Health Problems,Oncocytic Variant Thyroid Gland Papillary Carcinoma,0
245,Small cell carcinoma of lung,Small cell carcinoma of lung,0
246,Carcinoma of lung,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
247,Occur (action),Metastatic Digestive System Neuroendocrine Tumor G1,0
248,% Ercs,Refractory cytopenia with multilineage dysplasia,0
249,Medications:Presence or Identity:Duration of the study:^Patient:Nominal,Refractory cytopenia with multilineage dysplasia,0
250,Biliary calculi,Pancreatic Somatostatinoma,0
251,Genetic Inheritance,Anaplastic Oligodendroglioma,0
252,Free-floating,Epithelioid glioblastoma,0
253,Significant,Adult Gliosarcoma,0
254,Determined by,High Grade Ductal Breast Carcinoma In Situ,0
255,Age,Papillary serous cystadenocarcinoma,0
256,Chemotherapy,Metastatic Lung Small Cell Carcinoma,0
257,Morphology,Borderline Ovarian Endometrioid Cystadenofibroma,0
258,Significant,Refractory Pancreatic Neuroendocrine Carcinoma,0
259,Deterioration of status,Recurrent Childhood Anaplastic Oligodendroglioma,0
260,Togo,Refractory Uterine Corpus Carcinosarcoma,0
261,Non-invasive,Recurrent Anaplastic Oligoastrocytoma,0
262,Skeletal bone,Locally Advanced Epithelioid Hemangioendothelioma,0
263,Common (qualifier value),Papillary serous cystadenocarcinoma,0
264,Tissue Specimen Code,Intraductal Cribriform Breast Adenocarcinoma,0
265,Glioblastoma Multiforme Pathway,Recurrent Anaplastic Oligoastrocytoma,0
266,Person Name,verrucous carcinoma of bladder,0
267,cell growth,Leukemia,0
268,Symptoms,Childhood Brain Glioblastoma,0
269,How Often Vomiting,Childhood Brain Glioblastoma,0
270,Body tissue,Cervical Warty Carcinoma,0
271,Source (property) (qualifier value),Urethral Verrucous Carcinoma,0
272,Virus,Common wart,0
273,How Often Nausea,Multifocal Glioblastomas,0
274,Blast Cell,Refractory anemia with ringed sideroblasts,0
275,Domain (area of knowledge),Dedifferentiated Solitary Fibrous Tumor,0
276,Type A,Recurrent Anaplastic Oligoastrocytoma,0
277,Representation (action),Adenoma,0
278,Including (qualifier),Bladder squamous cell carcinoma stage 0,0
279,various other intestinal adsorbents in ATC,Recurrent Childhood Anaplastic Astrocytoma,0
280,Location of Oral Residue Following Swallowing,Anaplastic Hemispheric Astrocytoma,0
281,Neuroendocrine Tumors,Advanced Gastric Large Cell Neuroendocrine Carcinoma,0
282,Cystic,Childhood Pilocytic Astrocytoma,0
283,Limb structure,Recurrent Merkel Cell Carcinoma,0
284,Current (present time),Cystadenofibroma,0
285,2+,Pancreatic Gastrin-Producing Neuroendocrine Tumor,0
286,Sequence Data Type,Oncocytic Variant Thyroid Gland Papillary Carcinoma,0
287,% volume (qualifier value),Laryngeal verrucous carcinoma,0
288,Myelodysplastic Syndrome,Leukemia,0
289,Occurrence Indicator,Borderline Ovarian Mucinous Adenofibroma,0
290,Spreading (qualifier value),Recurrent Childhood Anaplastic Astrocytoma,0
291,Ultrastructure,Carcinosarcoma of ovary,0
292,Connective Tissue,Alveolar soft part sarcoma metastatic,0
293,Only - dosing instruction fragment,Refractory anemia with ringed sideroblasts,0
294,Togo,Refractory cytopenia with multilineage dysplasia,0
295,Approximate,Cervical Warty Carcinoma,0
296,Numbers,Leukemia,0
297,Type - attribute,Digital papillary eccrine carcinoma of skin,0
298,Definition,Intraductal Cribriform Breast Adenocarcinoma,0
299,Insulin,insulinoma,0
300,Sporadically,Anaplastic Oligodendroglioma,0
301,Scientific Publication,Cystadenofibroma,0
302,Problems - What subject filter,Macrofollicular Variant Thyroid Gland Papillary Carcinoma,0
303,Present,Alveolar soft part sarcoma metastatic,0
304,Changing,Childhood Gliosarcoma,0
305,Histology,High Grade Ductal Breast Carcinoma In Situ,0
306,Personal appearance,Intraductal Cribriform Breast Adenocarcinoma,0
307,International Statistical Classification of Diseases and Related Health Problems,Borderline Ovarian Endometrioid Adenofibroma,0
308,Neoadjuvant Therapy Clinical Trial Setting,Metastatic Lung Small Cell Carcinoma,0
309,Others - Allergy,Refractory Uterine Corpus Carcinosarcoma,0
310,Involvement with,Childhood Brain Glioblastoma,0
311,Pancreatic Cancer Pathway,malignant gastrinoma of pancreas,0
312,Insulin [EPC],malignant gastrinoma of pancreas,0
313,Equus asinus,Adenoma,0
314,To,Refractory Pancreatic Neuroendocrine Carcinoma,0
315,Medical Imaging,Uterine Corpus Carcinosarcoma,0
316,Adult,Childhood Anaplastic Oligoastrocytoma,0
317,*Type - Kind of quantity,Mesenchymal Glioblastoma,0
318,Contain (action),Refractory anemia with ringed sideroblasts,0
319,brain cell,gliosarcoma,0
320,Changed status,Urethral Verrucous Carcinoma,0
321,Spreading (qualifier value),Malignant Vulvar Phyllodes Tumor,0
322,Cells,Refractory Uterine Corpus Carcinosarcoma,0
323,Call (Instruction),Ampulla of Vater Somatostatin-Producing Neuroendocrine Tumor,0
324,Common Specifications in HL7 V3 Publishing,Encapsulated Variant Thyroid Gland Papillary Carcinoma,0
325,Present,Leukemia,0
326,Widening,Childhood Anaplastic Oligoastrocytoma,0
327,Fourth,Carcinosarcoma of ovary,0
328,Science of Etiology,Childhood Gliosarcoma,0
329,Post Device,Lung Small Cell Carcinoma by AJCC v7 Stage,0
330,Internal,Childhood Lung Small Cell Carcinoma,0
331,True primary (qualifier value),Digital papillary eccrine carcinoma of skin,0
332,Nausea,Neural Glioblastoma,0
333,Act Mood - intent,combined small cell carcinoma of lung,0
334,High,Cervical Warty Carcinoma,0
335,shared attribute,Recurrent Childhood Anaplastic Astrocytoma,0
336,Chemotherapy Regimen,Refractory cytopenia with multilineage dysplasia,0
337,Occur (action),Recurrent Childhood Giant Cell Glioblastoma,0
338,Specific qualifier value,Refractory cytopenia with multilineage dysplasia,0
339,Offspring,Recurrent Childhood Anaplastic Astrocytoma,0
340,Formation,Vaginal Warty Carcinoma,0
341,Cerebrum,Childhood Giant Cell Glioblastoma,0
342,Primary malignant neoplasm,Uterine Carcinosarcoma,0
343,Cholelithiasis,Somatostatinoma,0
344,Smoking,Human Papillomavirus-Related Verrucous Carcinoma,0
345,Primary malignant neoplasm,Borderline Ovarian Mucinous Adenofibroma,0
346,FAT1 wt Allele,Alveolar soft part sarcoma metastatic,0
347,Half,Refractory Cytopenia of Childhood,0
348,Type - attribute,Childhood Gliosarcoma,0
349,Account number:Identifier:Point in time:^Patient:Nominal,Platinum-Sensitive Lung Small Cell Carcinoma,0
350,Fused structure,Recurrent Childhood Pilocytic Astrocytoma,0
351,Adult Anaplastic Astrocytoma,Childhood Giant Cell Glioblastoma,0
352,Name (property) (qualifier value),Malignant Vulvar Phyllodes Tumor,0
353,Domain (area of knowledge),Oncocytic Variant Thyroid Gland Papillary Carcinoma,0
354,Near,Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7,0
355,Rare,gliosarcoma,0
356,Body structure,Duodenal Somatostatin-Producing Neuroendocrine Tumor,0
357,Activities,Glioblastoma with Primitive Neuronal Component,0
358,Hormone replacement therapy,Refractory Uterine Corpus Carcinosarcoma,0
359,Adult human body,Metastatic Gastric Neuroendocrine Carcinoma,0
360,metastatic qualifier,Alveolar soft part sarcoma metastatic,0
361,Tryptophanase,Childhood Giant Cell Glioblastoma,0
362,status - In progress,Brain Stem Glioblastoma,0
363,Immunotherapy,Bladder squamous cell carcinoma stage 0,0
364,Fused structure,Juvenile Pilocytic Astrocytoma,0
365,Logical Condition,Refractory cytopenia with multilineage dysplasia,0
366,Encounter,Recurrent Childhood Pilocytic Astrocytoma,0
367,Inhibitor,Recurrent Pancreatic Neuroendocrine Carcinoma,0
368,Primary malignant neoplasm,Alveolar soft part sarcoma metastatic,0
369,Linear,Refractory Uterine Corpus Carcinosarcoma,0
370,Intestines,Metastatic Gastric Neuroendocrine Carcinoma,0
371,Goes <invertebrate>,Childhood Gliosarcoma,0
372,Class,combined small cell carcinoma of lung,0
373,Mechanism (attribute),Uterine Carcinosarcoma,0
374,Mixture,Carcinosarcoma of ovary,0
375,Occurrence,Advanced Small Intestinal Small Cell Neuroendocrine Carcinoma,0
376,Cystadenoma,Borderline Ovarian Serous Adenofibroma,0
377,Stomach,malignant gastrinoma of pancreas,0
378,Neoplasms,Advanced Small Intestinal Large Cell Neuroendocrine Carcinoma,0
379,Cure (remedy),Uterine Corpus Carcinosarcoma,0
380,Referring,Spindle Cell Variant Thyroid Gland Papillary Carcinoma,0
381,Malignant Fibrous Histiocytoma,Carcinosarcoma of ovary,0
382,SUPPLY,Epithelioid glioblastoma,0
383,Abnormal cell,Human Papillomavirus-Related Verrucous Carcinoma,0
384,More,Juvenile Pilocytic Astrocytoma,0
385,Approximate,Glucagonoma,0
386,Sample Range,Histiocytosis,0
387,Direct type of relationship,Human Papillomavirus-Related Verrucous Carcinoma,0
388,European Medicines Agency,Leukemia,0
389,aggressive cancer,Brain Stem Glioblastoma,0
390,Physical shape,Macrofollicular Variant Thyroid Gland Papillary Carcinoma,0
391,Severe (severity modifier),Recurrent Anaplastic Oligoastrocytoma,0
392,Treating,Advanced Gastric Large Cell Neuroendocrine Carcinoma,0
393,Add - instruction imperative,Adult Gliosarcoma,0
394,Cytologic,Combined Lung Large Cell Neuroendocrine Carcinoma,0
395,status - In progress,Mesenchymal Glioblastoma,0
396,therapeutic aspects,Leukemia,0
397,<90,Human Papillomavirus-Related Verrucous Carcinoma,0
398,Only - dosing instruction fragment,Refractory Pancreatic Neuroendocrine Carcinoma,0
399,Apocrine sweat gland structure,Digital papillary eccrine carcinoma of skin,0
400,80%,Uterine Corpus Carcinosarcoma,0
401,common types,Human Papillomavirus-Related Verrucous Carcinoma,0
402,Removed,Refractory Uterine Corpus Carcinosarcoma,0
403,Malignant neoplasm of soft tissue,Alveolar soft part sarcoma metastatic,0
404,shared attribute,Perivascular epithelioid tumor,0
405,Childhood Leukemia,Malignant Vulvar Phyllodes Tumor,0
406,AMACR wt Allele,Refractory Lung Small Cell Carcinoma,0
407,Midline (qualifier value),Human Papillomavirus-Related Verrucous Carcinoma,0
408,Probable diagnosis,Borderline Ovarian Mucinous Adenofibroma,0
409,early detection of cervical cancer,Human Papillomavirus-Related Verrucous Carcinoma,0
410,World Health Organization,Adult Grade III Lymphomatoid Granulomatosis,0
411,Beginning,Metastatic Extraskeletal Myxoid Chondrosarcoma,0
412,Object Class,Small cell carcinoma of lung,0
413,Tryptophanase,insulinoma,0
414,Routine Contract,Glucagonoma,0
415,Digestive function test,malignant gastrinoma of pancreas,0
416,Disease,Recurrent Childhood Gliosarcoma,0
417,Base of the Brain,Recurrent Childhood Anaplastic Astrocytoma,0
418,Morning,Anaplastic Brain Stem Astrocytoma,0
419,Frequently,Advanced Gastric Large Cell Neuroendocrine Carcinoma,0
420,Hormone (disposition),Glucagonoma,0
421,Retinoic Acid Response Element,Uterine Carcinosarcoma,0
422,include - SetOperator,verrucous carcinoma of bladder,0
423,Comparison,Gastric Carcinoid Tumor,0
424,Part of,Histiocytosis,0
425,Young,Recurrent Anaplastic Oligoastrocytoma,0
426,Precision - second,Carcinosarcoma of ovary,0
427,GUCY2C wt Allele,Recurrent Childhood Anaplastic Astrocytoma,0
428,Cerebral hemisphere structure (body structure),Recurrent Childhood Anaplastic Astrocytoma,0
429,Uterus,Uterine Corpus Carcinosarcoma,0
430,Well,Recurrent Childhood Pilocytic Astrocytoma,0
431,diagnostic image,Recurrent Anaplastic Oligoastrocytoma,0
432,Etiology aspects,Anaplastic Brain Stem Astrocytoma,0
433,Malignant neoplasm of soft tissue,Malignant Vulvar Phyllodes Tumor,0
434,20%,Papillary serous cystadenocarcinoma,0
435,therapeutic aspects,Vulvar Warty Carcinoma,0
436,Family illness,Uterine Corpus Carcinosarcoma,0
437,Animal raised for meat production,Common wart,0
438,Treating,Intraductal Cribriform Breast Adenocarcinoma,0
439,epithelial,combined small cell carcinoma of lung,0
440,Human body structure,Alveolar soft part sarcoma metastatic,0
441,Posterior Portion of the Urethra,Urethral Verrucous Carcinoma,0
442,seen,Spindle Cell Variant Thyroid Gland Papillary Carcinoma,0
443,Adult Anaplastic Astrocytoma,Recurrent Childhood Anaplastic Astrocytoma,0
444,Sequence Data Type,Cystadenofibroma,0
445,Literature,Recurrent Anaplastic Oligoastrocytoma,0
446,Lacking,Papillary serous cystadenocarcinoma,0
447,Cell (compartment),Intraductal Cribriform Breast Adenocarcinoma,0
448,Headache,Childhood Brain Stem Gliosarcoma,0
449,Pancreas,Advanced Small Intestinal Large Cell Neuroendocrine Carcinoma,0
450,A Medium Amount of Time,Epithelioid glioblastoma,0
451,More,Refractory anemia with ringed sideroblasts,0
452,eTMF Content Model Code,Cystadenofibroma,0
453,Wound Healing,Urethral Verrucous Carcinoma,0
454,Beginning,Recurrent Childhood Anaplastic Oligodendroglioma,0
455,Epithelial Cells,Childhood Lung Small Cell Carcinoma,0
456,Histopathologic Grade,High Grade Ductal Breast Carcinoma In Situ,0
457,Medical service,Refractory Uterine Corpus Carcinosarcoma,0
