,CUI1,CUI2,label
202,Togo,Pancreatic Intraepithelial Neoplasia-3,0
203,Inflammatory Breast Carcinoma,Female Breast Carcinoma,0
204,Biological Response Modifier Therapy,Malignant melanoma of eyelid,0
205,Occur (action),FIGO Stage II Ovarian Cancer,0
206,Rest,Colorectal Neuroendocrine Tumor G2,0
207,Formation,Recurrent Testicular Lymphoma,0
208,Togo,benign mature teratoma of pancreas,0
209,cancer classification,Female Breast Carcinoma,0
210,Usual,Breast Ductal Adenoma,0
211,Sweat,Methotrexate-Associated Hodgkin Lymphoma,0
212,Spindle,Giant cell angiofibroma,0
213,Formation,Mucinous neoplasm,0
214,cervical cancer,Undifferentiated Endocervical Sarcoma,0
215,MM genotype,Deep Leiomyoma,0
216,Exposure to,Acantholytic squamous cell carcinoma,0
217,Treating,Metastatic Carcinoma in the Lung,0
218,Skin Specimen,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
219,Nuclear hyperchromasia,Angiosarcoma of liver,0
220,Intestines,Leiomyoma of Gallbladder,0
221,aspects of adverse effects,Breast Ductal Adenoma,0
222,Europe,Recurrent Testicular Lymphoma,0
223,suggestion,Clonal Hematopoiesis of Indeterminate Potential,0
224,shared attribute,Recurrent Uveal Melanoma,0
225,shared attribute,Malignant Neoplasm with Regional Lymph Node Involvement,0
226,2+,FIGO Stage II Ovarian Cancer,0
227,Bound (value),Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
228,To,Hemangioma,0
229,First (number),Acute Undifferentiated Leukemia,0
230,Polyp of large intestine,Colorectal Mucin Poor Hyperplastic Polyp,0
231,Sweating,Methotrexate-Associated Hodgkin Lymphoma,0
232,Cardiac Arrest,Unresectable Rhabdomyosarcoma,0
233,shared attribute,Colorectal Neuroendocrine Tumor G2,0
234,About The Same,Recurrent Testicular Lymphoma,0
235,Cause of death:Find:Pt:^Patient:Nom,Adult Hepatocellular Carcinoma,0
236,Including (qualifier),Intracortical osteosarcoma,0
237,Breathing Distress Question,Larynx carcinoma recurrent,0
238,Feel Pain,Localized Askin Tumor,0
239,Thyroid carcinoma,squamous cell carcinoma of the thyroid gland,0
240,Surgery specialty,Mucinous adenocarcinoma gastric,0
241,Foot,Cartilaginous exostosis,0
242,operate <remove>,Digestive System Hodgkin Lymphoma,0
243,radiotherapeutic,Bladder squamous cell carcinoma stage I,0
244,Removing (action),Digestive System Hodgkin Lymphoma,0
245,Liver and Intrahepatic Biliary Tract Carcinoma,Adult Hepatocellular Carcinoma,0
246,Negative Surgical Margin,Thymic Clear Cell Carcinoma,0
247,Geographic Locations,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
248,Symptoms aspect,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
249,Removed,Stage IB Pancreatic Cancer AJCC v8,0
250,Usual,Female Breast Carcinoma,0
251,Decrease,FIGO Stage II Ovarian Cancer,0
252,ASIP protein,Adult Alveolar Soft Part Sarcoma,0
253,health and disease,Leptomeningeal sarcoma,0
254,NCI CTEP SDC Basal Cell Carcinoma Sub-Category Terminology,Testicular cancer metastatic,0
255,Screening procedure,FIGO Stage II Ovarian Cancer,0
256,Neuroendocrine Tumors,Benign Carotid Body Paraganglioma,0
257,Skeletal bone,Adult Alveolar Soft Part Sarcoma,0
258,Return to (contextual qualifier) (qualifier value),Digestive System Hodgkin Lymphoma,0
259,Upper urinary tract structure,Colorectal cancer,0
260,80%,Refractory Glioma,0
261,Type - attribute,Pancreatic Intraepithelial Neoplasia-3,0
262,Type - attribute,Hodgkin lymphoma,0
263,Small cell carcinoma of lung,adenosquamous carcinoma of breast,0
264,risk factors - observation list,Cancer of Urinary Tract,0
265,Malignant Cell Count,Heavy Chain Deposition Disease,0
266,Fishes,Ichthyosis,0
267,biopsy characteristics,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
268,Monitoring - action,Mucinous neoplasm,0
269,Building process,Diffuse malignant mesothelioma,0
270,Image Feature,Colorectal Neuroendocrine Tumor G2,0
271,Liver Flavor,Mucinous adenocarcinoma gastric,0
272,Tube - unit dose,Grade 1 Clear Cell Renal Cell Carcinoma,0
273,Three,Advanced Uterine Corpus Carcinosarcoma,0
274,Common (qualifier value),Human Papillomavirus-Related Carcinoma,0
275,status - In progress,Choroid Necrotic Melanoma,0
276,Overall,Endometrial Small Cell Carcinoma,0
277,Present,BRCA2 Syndrome,0
278,Resulting in,Refractory Barrett Esophagus,0
279,Free of (attribute),Breast Ductal Adenoma,0
280,Poverty,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
281,Array Feature,Colorectal Neuroendocrine Tumor G2,0
282,Anterior chest wall structure,Thymic Clear Cell Carcinoma,0
283,Diagnosis,Malignant Testicular Sertoli Cell Tumor,0
284,Atla (fungus),Advanced Uterine Corpus Carcinosarcoma,0
285,United States,Endometrial Small Cell Carcinoma,0
286,Drain number:ID:Pt:^Patient:Nom,Digestive System Hodgkin Lymphoma,0
287,Glycoproteins,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
288,Major,Nodular Lymphocyte Predominant Hodgkin Lymphoma,0
289,Cell of Claudius,Adenocarcinoma,0
290,Diagnosis,Recurrent Uveal Melanoma,0
291,Poor - grade value,Recurrent Uveal Melanoma,0
292,Life Threatening or Disabling Adverse Event,Neonatal leukemia,0
293,Etiology aspects,mucinous adenocarcinoma of gallbladder,0
294,Affecting,Malignant Testicular Sertoli Cell Tumor,0
295,Diagnosis,Carcinoma of urinary bladder,0
296,Death NOS,FIGO Stage II Ovarian Cancer,0
297,Cancer Remission,Acute Undifferentiated Leukemia,0
298,CD69 wt Allele,Epipodophyllotoxin-Related Myelodysplastic Syndrome,0
299,Organ,squamous cell carcinoma of the thyroid gland,0
300,Risk,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
301,Participation Type - origin,Carcinoma ex pleomorphic adenoma of parotid gland,0
302,Pharmacotherapy,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
303,Group A (blood group),Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
304,In Blood,Cancer of Urinary Tract,0
305,Form:Finding:Point in time:{Setting}:Document:{Role},Acantholytic squamous cell carcinoma,0
306,Include (action),Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
307,Development,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
308,Type - attribute,GIANT PIGMENTED HAIRY NEVUS,0
309,Source,mucinous adenocarcinoma of gallbladder,0
310,Relationships,BRCA2 Syndrome,0
311,Abnormal,Spongiotic dermatitis,0
312,Part of,Leiomyoma of Gallbladder,0
313,Index,Familial Hemophagocytic Lymphocytosis,0
314,Benign,Childhood Central Nervous System Immature Teratoma,0
315,Direct (qualifier),Digestive System Hodgkin Lymphoma,0
316,Secretory Vesicles,Colorectal Neuroendocrine Tumor G2,0
317,Increased erythropoietin,Metastatic Neoplasm to the Gallbladder,0
318,Urinary Bladder,Anterior Urethral Malignant Neoplasm,0
319,Classification,Secondary malignant neoplasm of lymph node,0
320,Decision,Larynx carcinoma recurrent,0
321,FAMILIAL ADENOMATOUS POLYPOSIS,Familial Adenomatous Polyposis Associated Medulloblastoma,0
322,*Type - Kind of quantity,Bladder squamous cell carcinoma stage I,0
323,Both kidneys,Sarcomatoid Renal Cell Carcinoma,0
324,Term Birth,Neonatal leukemia,0
325,day,Cancer of Urinary Tract,0
326,Appearance,Carcinoma ex pleomorphic adenoma of parotid gland,0
327,Previous,Malignant Testicular Sertoli Cell Tumor,0
328,Cure (remedy),Precursor T-lymphoblastic lymphoma/leukemia stage III,0
329,Two,Malignant Neoplasm with Regional Lymph Node Involvement,0
330,Occurrence Indicator,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
331,Characterization,Adult Fibrolamellar Carcinoma,0
332,Dyspareunia,Endometrial Small Cell Carcinoma,0
333,Cell Count,Adult Alveolar Soft Part Sarcoma,0
334,Lifestyle changes,Refractory Barrett Esophagus,0
335,Beginning,Carcinoma ex pleomorphic adenoma of parotid gland,0
336,Togo,FIGO Stage II Ovarian Cancer,0
337,Frequently,Malignant melanoma of eyelid,0
338,Cover (physical object),Malignant Neoplasm of Lung - Multiple Primary Sites,0
339,Lower - spatial qualifier,Diffuse malignant mesothelioma,0
340,Total thymectomy,Thymic Clear Cell Carcinoma,0
341,Healthy,Colorectal High Grade B-Cell Lymphoma,0
342,Manifestation of,Recurrent Testicular Lymphoma,0
343,Tears body substance,Blepharal carcinoma,0
344,Main,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
345,PCYT1A wt Allele,Anterior Urethral Malignant Neoplasm,0
346,First sign,Undifferentiated Endocervical Sarcoma,0
347,PELVIS irradiation,Uterine Cancer,0
348,seen,Intestinal Metaplasia of Bladder Urothelium,0
349,Basis - conceptual entity,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
350,Derived value,benign mature teratoma of pancreas,0
351,In situ,Acantholytic squamous cell carcinoma,0
352,Dog family,Angiosarcoma of liver,0
353,Limited stage (cancer stage),Undifferentiated Endocervical Sarcoma,0
354,Muscle Tissue,Anterior Urethral Malignant Neoplasm,0
355,Biomaterial Treatment,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
356,Adjacent,Cartilaginous exostosis,0
357,peripheral blood,Clonal Hematopoiesis of Indeterminate Potential,0
358,Body structure,Stage I Gastric Neuroendocrine Tumor AJCC v8,0
359,Two,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
360,Smoking,Stage II Carcinoma of Penis,0
361,Body part,Pancreatic Intraepithelial Neoplasia-3,0
362,Often - answer to question,Acantholytic squamous cell carcinoma,0
363,gastrointestinal gas,Angiosarcoma of liver,0
364,Malignant neoplasm of pancreas,Stage IB Pancreatic Cancer AJCC v8,0
365,include - SetOperator,Undifferentiated Endocervical Sarcoma,0
366,Brain Neoplasms,Malignant neoplasm of thalamus,0
367,PREVENT (product),Diffuse malignant mesothelioma,0
368,Mucosa-Associated Lymphoid Tissue Lymphoma,Digestive System Hodgkin Lymphoma,0
369,Mathematical Factor,Human Papillomavirus-Related Carcinoma,0
370,Swollen Lymph Node,Malignant Neoplasm with Regional Lymph Node Involvement,0
371,cell growth,Stage IB Lung Cancer AJCC v7,0
372,Volume Measurement,Larynx carcinoma recurrent,0
373,Malignant tumor of cervix,Human Papillomavirus-Related Carcinoma,0
374,Before,Metastatic Carcinoma in the Lung,0
375,3+ Score,Mucinous adenocarcinoma gastric,0
376,Assisted (qualifier value),Thymic Clear Cell Carcinoma,0
377,Tumor cells,Colorectal Neuroendocrine Tumor G2,0
378,Negation,Clonal Hematopoiesis of Indeterminate Potential,0
379,Pediculus (eukaryote),Contact dermatitis due to alkali,0
380,Symptoms,Uterine Cancer,0
381,pharmacotherapeutic,Diffuse malignant mesothelioma,0
382,Biopsy,FIGO Stage II Ovarian Cancer,0
383,Mathematical Operator,BRCA2 Syndrome,0
384,Most,Unfavorable Non-Hodgkin Lymphoma,0
385,Togo,Stage II Carcinoma of Penis,0
386,Additional,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
387,Physical findings,Pancreatic Intraepithelial Neoplasia-3,0
388,common procedures,Human Papillomavirus-Related Carcinoma,0
389,Object Attribute,Refractory Barrett Esophagus,0
390,Common Specifications in HL7 V3 Publishing,Stage I Gastric Neuroendocrine Tumor AJCC v8,0
391,VIPR1 wt Allele,Malignant Neoplasm of Lung - Multiple Primary Sites,0
392,Males,gliosarcoma,0
393,depend,Clonal Hematopoiesis of Indeterminate Potential,0
394,Life threatening - Event Consequence,Female Breast Carcinoma,0
395,Science of Etiology,Malignant melanoma of eyelid,0
396,Neoadjuvant Therapy Clinical Trial Setting,Lung squamous cell carcinoma stage I,0
397,300,Benign Carotid Body Paraganglioma,0
398,Family illness,Uterine Cancer,0
399,Chemotherapy Regimen,Uterine Cancer,0
400,Pain,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
401,Feelings,Nodular Lymphocyte Predominant Hodgkin Lymphoma,0
402,Recurrence,Acute Undifferentiated Leukemia,0
403,Togo,mucinous adenocarcinoma of gallbladder,0
404,Retinoic Acid Response Element,Colorectal High Grade B-Cell Lymphoma,0
405,survive,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
406,Skin,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
407,Poles,Adult Alveolar Soft Part Sarcoma,0
408,Kind of quantity - Taste,Refractory Barrett Esophagus,0
409,described,BRCA2 Syndrome,0
410,Pregnancy,Refractory Barrett Esophagus,0
411,Diagnosis Study,Refractory Barrett Esophagus,0
412,Therapeutic radiology procedure,Bladder squamous cell carcinoma stage I,0
413,Accepted,Localized Askin Tumor,0
414,Known,adenosquamous carcinoma of breast,0
415,10%,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
416,Desmoplastic fibroma,Giant cell angiofibroma,0
417,Females,Giant cell angiofibroma,0
418,Changing,Testicular cancer metastatic,0
419,Surgical reduction,FIGO Stage II Ovarian Cancer,0
420,Lymphoma,Recurrent Testicular Lymphoma,0
421,Chest Pain,adenosquamous carcinoma of breast,0
422,Taxonomic,Rhabdomyosarcoma with ganglionic differentiation,0
423,Case unit dose,Uterine Cancer,0
424,Science of Etiology,Localized Askin Tumor,0
425,Aggressive Non-Hodgkin Lymphoma,Primary Cutaneous Plasmablastic Lymphoma,0
426,Fever,Stage I Adult Non-Hodgkin Lymphoma,0
427,How Much Distress Weight Loss,Stage I Adult Non-Hodgkin Lymphoma,0
428,Invasive Ductal Breast Carcinoma,Metastatic Ductal Breast Carcinoma,0
429,Back Pain,Pancreatic Intraepithelial Neoplasia-3,0
430,Classification of information,Rhabdomyosarcoma with ganglionic differentiation,0
431,Tissue of urinary bladder,Carcinoma of urinary bladder,0
432,Initial Usage,Testicular cancer metastatic,0
433,Percent of Abnormal Cells,Heavy Chain Deposition Disease,0
434,Giant Cell Fibroblastoma,Giant cell angiofibroma,0
435,Including (qualifier),Human Papillomavirus-Related Carcinoma,0
436,Including (qualifier),Benign Carotid Body Paraganglioma,0
437,use of ultrasonography,Anterior Urethral Malignant Neoplasm,0
438,seen,Carcinoma of urinary bladder,0
439,Inhibition,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
440,regional,adenoid cystic carcinoma of lung,0
441,Make - Instruction Imperative,Mucinous adenocarcinoma gastric,0
442,High Mitosis-Karyorrhexis Index,Acantholytic squamous cell carcinoma,0
443,Breast,adenoid cystic carcinoma of lung,0
444,Killing,Unresectable Rhabdomyosarcoma,0
445,trauma qualifier,Giant cell angiofibroma,0
446,Mode of inheritance,Ichthyoses,0
447,Australia,Malignant melanoma of eyelid,0
448,Online Mendelian Inheritance In Man,benign mature teratoma of pancreas,0
449,site-specific telomere resolvase activity,Intestinal Neuroendocrine Carcinoma,0
450,Surgical aspects,Malignant Testicular Sertoli Cell Tumor,0
451,Persons,Maxillary Sinus Adenocarcinoma,0
452,Poor - qualifier,Refractory Barrett Esophagus,0
453,Secondary Neoplasm,gliosarcoma,0
454,error,BRCA2 Syndrome,0
455,Common (qualifier value),Familial Adenomatous Polyposis Associated Medulloblastoma,0
456,Adult human body,Colorectal Neuroendocrine Tumor G2,0
457,Location of Pharyngeal Residue Following Swallowing,Anterior Urethral Malignant Neoplasm,0
458,Treatment Epoch,Acantholytic squamous cell carcinoma,0
459,Stem of plant,Noninfiltrating Intraductal Carcinoma,0
